"abrogar"-verb-es "abrogi"-verb-eo
"nemanĝebla"-adjective-eo "incomestible"-adjective-es
"incomestible"-adjective-es "nemanĝebla"-adjective-eo
"manko de komuniko"-noun-eo "incomunicación"-noun-es
"incomunicación"-noun-es "manko de komuniko"-noun-eo
"senkoneksa"-adjective-eo "inconexo"-adjective-es
"inconexo"-adjective-es "senkoneksa"-adjective-eo
"nekonstitucia"-adjective-eo "inconstitucional"-adjective-es
"inconstitucional"-adjective-es "nekonstitucia"-adjective-eo
"nedefendebla"-adjective-eo "indefendible"-adjective-es
"indefendible"-adjective-es "nedefendebla"-adjective-eo
"indeksado"-noun-eo "indexación"-noun-es
"indexación"-noun-es "indeksado"-noun-eo
"sendiskriminacie"-adverb-eo "indiscriminadamente"-adverb-es
"indiscriminadamente"-adverb-es "sendiskriminacie"-adverb-eo
"infiltrado"-noun-eo "infiltración"-noun-es
"infiltración"-noun-es "infiltrado"-noun-eo
"infiltración"-noun-es "infiltriĝo"-noun-eo
"infiltriĝo"-noun-eo "infiltración"-noun-es
"infiltri"-verb-eo "infiltrar"-verb-es
"infiltrar"-verb-es "infiltri"-verb-eo
"inhibanto"-noun-eo "inhibidor"-noun-es
"inhibidor"-noun-es "inhibanto"-noun-eo
"inhibidor"-noun-es "inhibacianto"-noun-eo
"inhibacianto"-noun-eo "inhibidor"-noun-es
"inhiba"-adjective-eo "inhibitorio"-adjective-es
"inhibitorio"-adjective-es "inhiba"-adjective-eo
"inhibitorio"-adjective-es "inhibicia"-adjective-eo
"inhibicia"-adjective-eo "inhibitorio"-adjective-es
"nepravigita"-adjective-eo "injustificado"-adjective-es
"injustificado"-adjective-es "nepravigita"-adjective-eo
"nemezurebleco"-noun-eo "inmensidad"-noun-es
"inmensidad"-noun-es "nemezurebleco"-noun-eo
"mergita"-adjective-eo "inmerso"-adjective-es
"inmerso"-adjective-es "mergita"-adjective-eo
"tujeco"-noun-eo "inminencia"-noun-es
"inminencia"-noun-es "tujeco"-noun-eo
"agentejo pri nemoveblaĵoj"-noun-eo "inmobiliaria"-noun-es
"inmobiliaria"-noun-es "agentejo pri nemoveblaĵoj"-noun-eo
"inmuna"-adjective-eo "inmunitario"-adjective-es
"inmuna"-adjective-eo "inmunológico"-adjective-es
"inmunitario"-adjective-es "inmuna"-adjective-eo
"inmunológico"-adjective-es "inmuna"-adjective-eo
"inmunológico"-adjective-es "inmunologia"-adjective-eo
"inmunologia"-adjective-eo "inmunológico"-adjective-es
"inmuniĝo"-noun-eo "inmunización"-noun-es
"inmunización"-noun-es "inmuniĝo"-noun-eo
"inmunización"-noun-es "inmunigo"-noun-eo
"inmunigo"-noun-eo "inmunización"-noun-es
"inmunologio"-noun-eo "inmunología"-noun-es
"inmunología"-noun-es "inmunologio"-noun-eo
"nenoca"-adjective-eo "inocuo"-adjective-es
"inocuo"-adjective-es "nenoca"-adjective-eo
"senodora"-adjective-eo "inodoro"-adjective-es
"inodoro"-adjective-es "senodora"-adjective-eo
"integriga"-adjective-eo "integrante"-adjective-es
"integrante"-adjective-es "integriga"-adjective-eo
"interamerika"-adjective-eo "interamericano"-adjective-es
"interamericano"-adjective-es "interamerika"-adjective-eo
"interjara"-adjective-eo "interanual"-adjective-es
"interanual"-adjective-es "interjara"-adjective-eo
"interpretebla"-adjective-eo "interpretable"-adjective-es
"interpretable"-adjective-es "interpretebla"-adjective-eo
"enĉela"-adjective-eo "intracelular"-adjective-es
"intracelular"-adjective-es "enĉela"-adjective-eo
"implikita"-adjective-eo "intrincado"-adjective-es
"intrincado"-adjective-es "implikita"-adjective-eo
"intrincado"-adjective-es "implika"-adjective-eo
"implika"-adjective-eo "intrincado"-adjective-es
"nevenkeblo"-noun-eo "invencibilidad"-noun-es
"invencibilidad"-noun-es "nevenkeblo"-noun-eo
"invencibilidad"-noun-es "nevenkebleco"-noun-eo
"nevenkebleco"-noun-eo "invencibilidad"-noun-es
"senvertebra"-adjective-eo "invertebrado"-adjective-es
"invertebrado"-adjective-es "senvertebra"-adjective-eo
"neplenumebla"-adjective-eo "inviable"-adjective-es
"inviable"-adjective-es "neplenumebla"-adjective-eo
"netuŝebleco"-noun-eo "inviolabilidad"-noun-es
"inviolabilidad"-noun-es "netuŝebleco"-noun-eo
"inviolabilidad"-noun-es "netuŝeblo"-noun-eo
"netuŝeblo"-noun-eo "inviolabilidad"-noun-es
"injektoro"-noun-eo "inyector"-noun-es
"inyector"-noun-es "injektoro"-noun-eo
"neinversigeblo"-noun-eo "irreversibilidad"-noun-es
"irreversibilidad"-noun-es "neinversigeblo"-noun-eo
"subita apero"-noun-eo "irrupción"-noun-es
"irrupción"-noun-es "subita apero"-noun-eo
"Brita Insularo"-properNoun-eo "Islas Británicas"-properNoun-es
"Islas Británicas"-properNoun-es "Brita Insularo"-properNoun-eo
"izomero"-noun-eo "isómero"-noun-es
"isómero"-noun-es "izomero"-noun-eo
"maldekstrisma"-adjective-eo "izquierdista"-adjective-es
"izquierdista"-adjective-es "maldekstrisma"-adjective-eo
"Jason"-properNoun-eo "Jason"-properNoun-es
"Jason"-properNoun-es "Jason"-properNoun-eo
"Kserkso"-properNoun-eo "Jerjes"-properNoun-es
"Jerjes"-properNoun-es "Kserkso"-properNoun-eo
"Jesuo-Kristo"-properNoun-eo "Jesucristo"-properNoun-es
"Jesucristo"-properNoun-es "Jesuo-Kristo"-properNoun-eo
"Joe"-properNoun-eo "Joe"-properNoun-es
"Joe"-properNoun-es "Joe"-properNoun-eo
"Johann"-properNoun-eo "Johann"-properNoun-es
"Johann"-properNoun-es "Johann"-properNoun-eo
"Jose"-properNoun-eo "Jose"-properNoun-es
"Jose"-properNoun-es "Jose"-properNoun-eo
"pruvilo"-noun-eo "justificante"-noun-es
"justificante"-noun-es "pruvilo"-noun-eo
"Karanka"-properNoun-eo "Karanka"-properNoun-es
"Karanka"-properNoun-es "Karanka"-properNoun-eo
"Karanka"-properNoun-es "Karanka"-noun-eo
"Karanka"-noun-eo "Karanka"-properNoun-es
"Karl"-properNoun-eo "Karl"-properNoun-es
"Karl"-properNoun-es "Karl"-properNoun-eo
"keniano"-noun-eo "keniano"-noun-es
"keniano"-noun-es "keniano"-noun-eo
"kenia"-adjective-eo "keniano"-adjective-es
"keniano"-adjective-es "kenia"-adjective-eo
"Kirchner"-properNoun-eo "Kirchner"-properNoun-es
"Kirchner"-properNoun-eo "Kirchner"-noun-es
"Kirchner"-properNoun-es "Kirchner"-properNoun-eo
"Kirchner"-properNoun-es "Kirchner"-noun-eo
"Kirchner"-noun-es "Kirchner"-properNoun-eo
"Kirchner"-noun-es "Kirchner"-noun-eo
"Kirchner"-noun-eo "Kirchner"-properNoun-es
"Kirchner"-noun-eo "Kirchner"-noun-es
"laborpostule"-adverb-eo "laboriosamente"-adverb-es
"laboriosamente"-adverb-es "laborpostule"-adverb-eo
"laborpostula"-adjective-eo "laborioso"-adjective-es
"laborioso"-adjective-es "laborpostula"-adjective-eo
"laicización"-noun-es "sekulariĝo"-noun-eo
"sekulareco"-noun-eo "laicidad"-noun-es
"sekulareco"-noun-eo "laicismo"-noun-es
"laicidad"-noun-es "sekulareco"-noun-eo
"laicismo"-noun-es "sekulareco"-noun-eo
"lapidara"-adjective-eo "lapidario"-adjective-es
"lapidario"-adjective-es "lapidara"-adjective-eo
"latifundio"-noun-eo "latifundio"-noun-es
"latifundio"-noun-es "latifundio"-noun-eo
"lesivejo"-noun-eo "lavadero"-noun-es
"lavadero"-noun-es "lesivejo"-noun-eo
"laktejo"-noun-eo "lechería"-noun-es
"lechería"-noun-es "laktejo"-noun-eo
"lechería"-noun-es "laktaĵfabriko"-noun-eo
"lechería"-noun-es "laktaĵvendejo"-noun-eo
"laktaĵfabriko"-noun-eo "lechería"-noun-es
"laktaĵvendejo"-noun-eo "lechería"-noun-es
"lakteca"-adjective-eo "lechoso"-adjective-es
"lechoso"-adjective-es "lakteca"-adjective-eo
"leĝdona periodo"-noun-eo "legislatura"-noun-es
"legislatura"-noun-es "leĝdona periodo"-noun-eo
"legitimeco"-noun-eo "legitimidad"-noun-es
"legitimidad"-noun-es "legitimeco"-noun-eo
"prezidanto de la Eŭska Registaro"-noun-eo "lehendakari"-noun-es
"lehendakari"-noun-es "prezidanto de la Eŭska Registaro"-noun-eo
"malproksimo"-noun-eo "lejanía"-noun-es
"lejanía"-noun-es "malproksimo"-noun-eo
"leona"-adjective-eo "leonés"-adjective-es
"leonés"-adjective-es "leona"-adjective-eo
"leonano"-noun-eo "leonés"-noun-es
"leonés"-noun-es "leonano"-noun-eo
"lepidoptero"-noun-eo "lepidóptero"-noun-es
"lepidóptero"-noun-es "lepidoptero"-noun-eo
"leksemo"-noun-eo "lexema"-noun-es
"lexema"-noun-es "leksemo"-noun-eo
"likvigilo"-noun-eo "licuadora"-noun-es
"licuadora"-noun-es "likvigilo"-noun-eo
"toreado"-noun-eo "toreo"-noun-es
"toreo"-noun-es "toreado"-noun-eo
"leĝereco"-noun-eo "ligereza"-noun-es
"ligereza"-noun-es "leĝereco"-noun-eo
"gaino"-noun-eo "liguero"-noun-es
"liguero"-noun-es "gaino"-noun-eo
"limfocito"-noun-eo "linfocito"-noun-es
"linfocito"-noun-es "limfocito"-noun-eo
"likido"-noun-eo "liquidez"-noun-es
"liquidez"-noun-es "likido"-noun-eo
"litografia"-adjective-eo "litográfico"-adjective-es
"litográfico"-adjective-es "litografia"-adjective-eo
"Liverpool"-properNoun-eo "Liverpool"-properNoun-es
"Liverpool"-properNoun-es "Liverpool"-properNoun-eo
"ŝlosilringo"-noun-eo "llavero"-noun-es
"llavero"-noun-es "ŝlosilringo"-noun-eo
"nebulpluvo"-noun-eo "llovizna"-noun-es
"llovizna"-noun-es "nebulpluvo"-noun-eo
"ĉio cetera"-pronoun-eo "lo demás"-pronoun-es
"lo demás"-pronoun-es "ĉio cetera"-pronoun-eo
"lo demás"-pronoun-es "ĉio kroma"-pronoun-eo
"ĉio kroma"-pronoun-eo "lo demás"-pronoun-es
"localizebla"-adjective-eo "localizable"-adjective-es
"localizable"-adjective-es "localizebla"-adjective-eo
"Losanĝeleso"-properNoun-eo "Los Ángeles"-properNoun-es
"Los Ángeles"-properNoun-es "Losanĝeleso"-properNoun-eo
"Los Ángeles"-properNoun-es "Los-Anĝeleso"-properNoun-eo
"Los-Anĝeleso"-properNoun-eo "Los Ángeles"-properNoun-es
"Luiz"-properNoun-eo "Luiz"-properNoun-es
"Luiz"-properNoun-es "Luiz"-properNoun-eo
"Lula"-properNoun-eo "Lula"-properNoun-es
"Lula"-properNoun-es "Lula"-properNoun-eo
"Lula"-properNoun-es "Lula"-noun-eo
"Lula"-noun-eo "Lula"-properNoun-es
"Luzitanio"-properNoun-eo "Lusitania"-properNoun-es
"Lusitania"-properNoun-es "Luzitanio"-properNoun-eo
"luzitana"-adjective-eo "lusitano"-adjective-es
"lusitano"-adjective-es "luzitana"-adjective-eo
"lusitano"-adjective-es "luzitania"-adjective-eo
"luzitania"-adjective-eo "lusitano"-adjective-es
"Magelano"-properNoun-eo "Magallanes"-properNoun-es
"Magelano"-properNoun-eo "Magallanes"-noun-es
"Magallanes"-properNoun-es "Magelano"-properNoun-eo
"Magallanes"-properNoun-es "Magelano"-noun-eo
"Magallanes"-noun-es "Magelano"-properNoun-eo
"Magallanes"-noun-es "Magelano"-noun-eo
"Magelano"-noun-eo "Magallanes"-properNoun-es
"Magelano"-noun-eo "Magallanes"-noun-es
"magnetito"-noun-eo "magnetita"-noun-es
"magnetita"-noun-es "magnetito"-noun-eo
"maiza kaĉo"-noun-eo "maicena"-noun-es
"maicena"-noun-es "maiza kaĉo"-noun-eo
"subnutrado"-noun-eo "malnutrición"-noun-es
"malnutrición"-noun-es "subnutrado"-noun-eo
"malnutrición"-noun-es "misnutrado"-noun-eo
"misnutrado"-noun-eo "malnutrición"-noun-es
"malbonfara"-adjective-eo "malévolo"-adjective-es
"malévolo"-adjective-es "malbonfara"-adjective-eo
"mambo"-noun-eo "mambo"-noun-es
"mambo"-noun-es "mambo"-noun-eo
"manĉa"-adjective-eo "manchego"-adjective-es
"manchego"-adjective-es "manĉa"-adjective-eo
"manĉano"-noun-eo "manchego"-noun-es
"manchego"-noun-es "manĉano"-noun-eo
"Manĉestro"-properNoun-eo "Manchester"-properNoun-es
"Manchester"-properNoun-es "Manĉestro"-properNoun-eo
"mankranko"-noun-eo "manivela"-noun-es
"manivela"-noun-es "mankranko"-noun-eo
"korregulilo"-noun-eo "marcapasos"-noun-es
"marcapasos"-noun-es "korregulilo"-noun-eo
"Marcial"-properNoun-eo "Marcial"-properNoun-es
"Marcial"-properNoun-es "Marcial"-properNoun-eo
"marĝena stato"-noun-eo "marginación"-noun-es
"marginación"-noun-es "marĝena stato"-noun-eo
"Martha"-properNoun-eo "Martha"-properNoun-es
"Martha"-properNoun-es "Martha"-properNoun-eo
"mastodonto"-noun-eo "mastodonte"-noun-es
"mastodonte"-noun-es "mastodonto"-noun-eo
"subtera karcero"-noun-eo "mazmorra"-noun-es
"mazmorra"-noun-es "subtera karcero"-noun-eo
"medikamentado"-noun-eo "medicación"-noun-es
"medicación"-noun-es "medikamentado"-noun-eo
"neelstara"-adjective-eo "mediocre"-adjective-es
"mediocre"-adjective-es "neelstara"-adjective-eo
"Medvedev"-properNoun-eo "Medvédev"-properNoun-es
"Medvédev"-properNoun-es "Medvedev"-properNoun-eo
"Medvédev"-properNoun-es "Medvedev"-noun-eo
"Medvedev"-noun-eo "Medvédev"-properNoun-es
"melanino"-noun-eo "melanina"-noun-es
"melanina"-noun-es "melanino"-noun-eo
"memorando-libro"-noun-eo "memorial"-noun-es
"memorial"-noun-es "memorando-libro"-noun-eo
"meningito"-noun-eo "meningitis"-noun-es
"meningitis"-noun-es "meningito"-noun-eo
"menisko"-noun-eo "menisco"-noun-es
"menisco"-noun-es "menisko"-noun-eo
"mesaĝado"-noun-eo "mensajería"-noun-es
"mensajería"-noun-es "mesaĝado"-noun-eo
"merita"-adjective-eo "meritorio"-adjective-es
"meritorio"-adjective-es "merita"-adjective-eo
"Mezopotamio"-properNoun-eo "Mesopotamia"-properNoun-es
"Mesopotamia"-properNoun-es "Mezopotamio"-properNoun-eo
"Messi"-properNoun-eo "Messi"-properNoun-es
"Messi"-properNoun-eo "Messi"-noun-es
"Messi"-properNoun-es "Messi"-properNoun-eo
"Messi"-properNoun-es "Messi"-noun-eo
"Messi"-noun-es "Messi"-properNoun-eo
"Messi"-noun-es "Messi"-noun-eo
"Messi"-noun-eo "Messi"-properNoun-es
"Messi"-noun-eo "Messi"-noun-es
"miksiĝo"-noun-eo "mestizaje"-noun-es
"mestizaje"-noun-es "miksiĝo"-noun-eo
"mestizaje"-noun-es "rasmiksiĝo"-noun-eo
"mestizaje"-noun-es "popolmiksiĝo"-noun-eo
"rasmiksiĝo"-noun-eo "mestizaje"-noun-es
"popolmiksiĝo"-noun-eo "mestizaje"-noun-es
"mezono"-noun-eo "mesón"-noun-es
"mesón"-noun-es "mezono"-noun-eo
"metakarpo"-noun-eo "metacarpo"-noun-es
"metacarpo"-noun-es "metakarpo"-noun-eo
"metamorfa"-adjective-eo "metamórfico"-adjective-es
"metamórfico"-adjective-es "metamorfa"-adjective-eo
"metonimio"-noun-eo "metonimia"-noun-es
"metonimia"-noun-es "metonimio"-noun-eo
"Miamo"-properNoun-eo "Miami"-properNoun-es
"Miami"-properNoun-es "Miamo"-properNoun-eo
"mileo"-noun-eo "mijo"-noun-es
"mijo"-noun-es "mileo"-noun-eo
"Mike"-properNoun-eo "Mike"-properNoun-es
"Mike"-properNoun-es "Mike"-properNoun-eo
"milana"-adjective-eo "milanés"-adjective-es
"milanés"-adjective-es "milana"-adjective-eo
"armee"-adverb-eo "militarmente"-adverb-es
"militarmente"-adverb-es "armee"-adverb-eo
"plurmiliona"-adjective-eo "millonario"-adjective-es
"millonario"-adjective-es "plurmiliona"-adjective-eo
"minijupo"-noun-eo "minifalda"-noun-es
"minifalda"-noun-es "minijupo"-noun-eo
"minimumigo"-noun-eo "minimización"-noun-es
"minimización"-noun-es "minimumigo"-noun-eo
"minuskula"-adjective-eo "minúsculo"-adjective-es
"minúsculo"-adjective-es "minuskula"-adjective-eo
"homevitemo"-noun-eo "misantropía"-noun-es
"misantropía"-noun-es "homevitemo"-noun-eo
"mitokondrio"-noun-eo "mitocondria"-noun-es
"mitocondria"-noun-es "mitokondrio"-noun-eo
"mitokondria"-adjective-eo "mitocondrial"-adjective-es
"mitocondrial"-adjective-es "mitokondria"-adjective-eo
"mnemoteknika"-adjective-eo "mnemotécnico"-adjective-es
"mnemotécnico"-adjective-es "mnemoteknika"-adjective-eo
"modlado"-noun-eo "modelado"-noun-es
"modelado"-noun-es "modlado"-noun-eo
"modelado"-noun-es "fasonado"-noun-eo
"fasonado"-noun-eo "modelado"-noun-es
"monemo"-noun-eo "monema"-noun-es
"monema"-noun-es "monemo"-noun-eo
"unuvoĉa kanto"-noun-eo "monodia"-noun-es
"monodia"-noun-es "unuvoĉa kanto"-noun-eo
"Uralo"-properNoun-eo "Ural"-properNoun-es
"Ural"-properNoun-es "Uralo"-properNoun-eo
"Moskvo-rivero"-properNoun-eo "Moscova"-properNoun-es
"Moscova"-properNoun-es "Moskvo-rivero"-properNoun-eo
"Mourinho"-properNoun-eo "Mourinho"-properNoun-es
"Mourinho"-properNoun-eo "Mourinho"-noun-es
"Mourinho"-properNoun-es "Mourinho"-properNoun-eo
"Mourinho"-properNoun-es "Mourinho"-noun-eo
"Mourinho"-noun-es "Mourinho"-properNoun-eo
"Mourinho"-noun-es "Mourinho"-noun-eo
"Mourinho"-noun-eo "Mourinho"-properNoun-es
"Mourinho"-noun-eo "Mourinho"-noun-es
"Mozart"-properNoun-eo "Mozart"-properNoun-es
"Mozart"-properNoun-eo "Mozart"-noun-es
"Mozart"-properNoun-es "Mozart"-properNoun-eo
"Mozart"-properNoun-es "Mozart"-noun-eo
"Mozart"-noun-es "Mozart"-properNoun-eo
"Mozart"-noun-es "Mozart"-noun-eo
"Mozart"-noun-eo "Mozart"-properNoun-es
"Mozart"-noun-eo "Mozart"-noun-es
"mosarabo"-noun-eo "mozárabe"-noun-es
"mozárabe"-noun-es "mosarabo"-noun-eo
"mosaraba"-adjective-eo "mozárabe"-adjective-es
"mozárabe"-adjective-es "mosaraba"-adjective-eo
"samplado"-noun-eo "muestreo"-noun-es
"muestreo"-noun-es "samplado"-noun-eo
"grasmalpuraĵo"-noun-eo "mugre"-noun-es
"mugre"-noun-es "grasmalpuraĵo"-noun-eo
"multmilionulo"-noun-eo "multimillonario"-noun-es
"multimillonario"-noun-es "multmilionulo"-noun-eo
"multmiliona"-adjective-eo "multimillonario"-adjective-es
"multimillonario"-adjective-es "multmiliona"-adjective-eo
"narkoto"-noun-eo "narcosis"-noun-es
"narcosis"-noun-es "narkoto"-noun-eo
"rakont-arto"-noun-eo "narrativa"-noun-es
"narrativa"-noun-es "rakont-arto"-noun-eo
"ŝipveturebla"-adjective-eo "navegable"-adjective-es
"navegable"-adjective-es "ŝipveturebla"-adjective-eo
"kristnasko"-noun-eo "navidad"-noun-es
"navidad"-noun-es "kristnasko"-noun-eo
"novklasikismo"-noun-eo "neoclasicismo"-noun-es
"neoclasicismo"-noun-es "novklasikismo"-noun-eo
"neŭralgio"-noun-eo "neuralgia"-noun-es
"neuralgia"-noun-es "neŭralgio"-noun-eo
"neŭrastenio"-noun-eo "neurastenia"-noun-es
"neurastenia"-noun-es "neŭrastenio"-noun-eo
"neŭtrigo"-noun-eo "neutralización"-noun-es
"neutralización"-noun-es "neŭtrigo"-noun-eo
"neutralización"-noun-es "neŭtriĝo"-noun-eo
"neŭtriĝo"-noun-eo "neutralización"-noun-es
"neĝkovrita"-adjective-eo "nevado"-adjective-es
"nevado"-adjective-es "neĝkovrita"-adjective-eo
"New York Times"-properNoun-eo "New York Times"-properNoun-es
"New York Times"-properNoun-es "New York Times"-properNoun-eo
"eĉ ne tiel"-adverb-eo "ni aun así"-adverb-es
"ni aun así"-adverb-es "eĉ ne tiel"-adverb-eo
"nikaragvano"-noun-eo "nicaragüense"-noun-es
"nicaragüense"-noun-es "nikaragvano"-noun-eo
"Nintendo"-properNoun-eo "Nintendo"-properNoun-es
"Nintendo"-properNoun-es "Nintendo"-properNoun-eo
"fingro-artiko"-noun-eo "nudillo"-noun-es
"nudillo"-noun-es "fingro-artiko"-noun-eo
"Numidio"-properNoun-eo "Numidia"-properNoun-es
"Numidia"-properNoun-es "Numidio"-properNoun-eo
"okarino"-noun-eo "ocarina"-noun-es
"ocarina"-noun-es "okarino"-noun-eo
"oktagono"-noun-eo "octágono"-noun-es
"octágono"-noun-es "oktagono"-noun-eo
"octágono"-noun-es "okangulo"-noun-eo
"octágono"-noun-es "oklatero"-noun-eo
"okangulo"-noun-eo "octágono"-noun-es
"oklatero"-noun-eo "octágono"-noun-es
"oligopolo"-noun-eo "oligopolio"-noun-es
"oligopolio"-noun-es "oligopolo"-noun-eo
"oligarkia"-adjective-eo "oligárquico"-adjective-es
"oligárquico"-adjective-es "oligarkia"-adjective-eo
"oligárquico"-adjective-es "oligarka"-adjective-eo
"oligarka"-adjective-eo "oligárquico"-adjective-es
"konektita"-adjective-eo "on line"-adjective-es
"on line"-adjective-es "konektita"-adjective-eo
"opakeco"-noun-eo "opacidad"-noun-es
"opacidad"-noun-es "opakeco"-noun-eo
"opozicia"-adjective-eo "opositor"-adjective-es
"opositor"-adjective-es "opozicia"-adjective-eo
"Mez-Oriento"-properNoun-eo "Oriente Medio"-properNoun-es
"Mez-Oriento"-properNoun-eo "Oriente Próximo"-properNoun-es
"Mez-Oriento"-properNoun-eo "Próximo Oriente"-properNoun-es
"Oriente Medio"-properNoun-es "Mez-Oriento"-properNoun-eo
"Oriente Próximo"-properNoun-es "Mez-Oriento"-properNoun-eo
"Próximo Oriente"-properNoun-es "Mez-Oriento"-properNoun-eo
"Orleano"-properNoun-eo "Orleans"-properNoun-es
"Orleans"-properNoun-es "Orleano"-properNoun-eo
"ornitorinko"-noun-eo "ornitorrinco"-noun-es
"ornitorrinco"-noun-es "ornitorinko"-noun-eo
"Oscar"-properNoun-eo "Oscar"-properNoun-es
"Oscar"-properNoun-es "Oscar"-properNoun-eo
"Osetio"-properNoun-eo "Osetia"-properNoun-es
"Osetia"-properNoun-es "Osetio"-properNoun-eo
"oksidilo"-noun-eo "oxidante"-noun-es
"oxidante"-noun-es "oksidilo"-noun-eo
"palatala"-adjective-eo "palatal"-adjective-es
"palatal"-adjective-es "palatala"-adjective-eo
"paleontologia"-adjective-eo "paleontológico"-adjective-es
"paleontológico"-adjective-es "paleontologia"-adjective-eo
"paliativi"-verb-eo "paliar"-verb-es
"paliar"-verb-es "paliativi"-verb-eo
"paleco"-noun-eo "palidez"-noun-es
"palidez"-noun-es "paleco"-noun-eo
"Palmo de Majorko"-properNoun-eo "Palma de Mallorca"-properNoun-es
"Palma de Mallorca"-properNoun-es "Palmo de Majorko"-properNoun-eo
"mielĉelaro"-noun-eo "panal"-noun-es
"panal"-noun-es "mielĉelaro"-noun-eo
"panamano"-noun-eo "panameño"-noun-es
"panameño"-noun-es "panamano"-noun-eo
"panama"-adjective-eo "panameño"-adjective-es
"panameño"-adjective-es "panama"-adjective-eo
"suro"-noun-eo "pantorrilla"-noun-es
"pantorrilla"-noun-es "suro"-noun-eo
"Papuo-Nov-Gvineo"-properNoun-eo "Papúa Nueva Guinea"-properNoun-es
"Papúa Nueva Guinea"-properNoun-es "Papuo-Nov-Gvineo"-properNoun-eo
"paragvajano"-noun-eo "paraguayo"-noun-es
"paraguayo"-noun-es "paragvajano"-noun-eo
"paragvaja"-adjective-eo "paraguayo"-adjective-es
"paraguayo"-adjective-es "paragvaja"-adjective-eo
"paraliziĝo"-noun-eo "paralización"-noun-es
"paralización"-noun-es "paraliziĝo"-noun-eo
"paralización"-noun-es "paralizigo"-noun-eo
"paralizigo"-noun-eo "paralización"-noun-es
"Parano"-properNoun-eo "Paraná"-properNoun-es
"Paraná"-properNoun-es "Parano"-properNoun-eo
"parapsikologio"-noun-eo "parapsicología"-noun-es
"parapsicología"-noun-es "parapsikologio"-noun-eo
"parasitaria"-adjective-eo "parasitario"-adjective-es
"parasitario"-adjective-es "parasitaria"-adjective-eo
"partoprenanta"-adjective-eo "participante"-adjective-es
"participante"-adjective-es "partoprenanta"-adjective-eo
"aparteco"-noun-eo "particularidad"-noun-es
"particularidad"-noun-es "aparteco"-noun-eo
"particularidad"-noun-es "partikulareco"-noun-eo
"partikulareco"-noun-eo "particularidad"-noun-es
"partikulareco"-noun-eo "singularidad"-noun-es
"singularidad"-noun-es "partikulareco"-noun-eo
"singularidad"-noun-es "singulareco"-noun-eo
"singulareco"-noun-eo "singularidad"-noun-es
"Patagonio"-properNoun-eo "Patagonia"-properNoun-es
"Patagonia"-properNoun-es "Patagonio"-properNoun-eo
"Paulo"-properNoun-eo "Paulo"-properNoun-es
"Paulo"-properNoun-es "Paulo"-properNoun-eo
"PC"-noun-eo "PC"-noun-es
"PC"-noun-es "PC"-noun-eo
"sci-afekta"-adjective-eo "pedante"-adjective-es
"pedante"-adjective-es "sci-afekta"-adjective-eo
"pedofiliulo"-noun-eo "pedófilo"-noun-es
"pedófilo"-noun-es "pedofiliulo"-noun-eo
"haroruĝa"-adjective-eo "pelirrojo"-adjective-es
"pelirrojo"-adjective-es "haroruĝa"-adjective-eo
"pelirrojo"-adjective-es "ruĝhara"-adjective-eo
"ruĝhara"-adjective-eo "pelirrojo"-adjective-es
"pizca"-noun-es "pinĉaĵo"-noun-eo
"duoninsula"-adjective-eo "peninsular"-adjective-es
"peninsular"-adjective-es "duoninsula"-adjective-eo
"pentagona"-adjective-eo "pentagonal"-adjective-es
"pentagonal"-adjective-es "pentagona"-adjective-eo
"pentagonal"-adjective-es "kvinangula"-adjective-eo
"pentagonal"-adjective-es "kvinlatera"-adjective-eo
"kvinangula"-adjective-eo "pentagonal"-adjective-es
"kvinlatera"-adjective-eo "pentagonal"-adjective-es
"pepsino"-noun-eo "pepsina"-noun-es
"pepsina"-noun-es "pepsino"-noun-eo
"porpersona"-adjective-eo "per cápita"-adjective-es
"per cápita"-adjective-es "porpersona"-adjective-eo
"vestarko"-noun-eo "percha"-noun-es
"percha"-noun-es "vestarko"-noun-eo
"percha"-noun-es "vesthoko"-noun-eo
"vesthoko"-noun-eo "percha"-noun-es
"perdita"-adjective-eo "perdido"-adjective-es
"perdido"-adjective-es "perdita"-adjective-eo
"perena"-adjective-eo "perenne"-adjective-es
"perenne"-adjective-es "perena"-adjective-eo
"perenne"-adjective-es "daŭr-folia"-adjective-eo
"daŭr-folia"-adjective-eo "perenne"-adjective-es
"ĵurnala"-adjective-eo "periodístico"-adjective-es
"periodístico"-adjective-es "ĵurnala"-adjective-eo
"peronismo"-noun-eo "peronismo"-noun-es
"peronismo"-noun-es "peronismo"-noun-eo
"ĉiamo"-noun-eo "perpetuidad"-noun-es
"perpetuidad"-noun-es "ĉiamo"-noun-eo
"sagaceco"-noun-eo "perspicacia"-noun-es
"perspicacia"-noun-es "sagaceco"-noun-eo
"Perón"-properNoun-eo "Perón"-properNoun-es
"Perón"-properNoun-es "Perón"-properNoun-eo
"Perón"-properNoun-es "Perón"-noun-eo
"Perón"-noun-eo "Perón"-properNoun-es
"fiŝbutiko"-noun-eo "pescadería"-noun-es
"pescadería"-noun-es "fiŝbutiko"-noun-eo
"pescadería"-noun-es "fiŝvendejo"-noun-eo
"fiŝvendejo"-noun-eo "pescadería"-noun-es
"globludo"-noun-eo "petanca"-noun-es
"petanca"-noun-es "globludo"-noun-eo
"petrol-ŝipo"-noun-eo "petrolero"-noun-es
"petrolero"-noun-es "petrol-ŝipo"-noun-eo
