"the other"-pronoun-en "l'altre"-pronoun-ca
"NFC"-noun-en "NFC"-noun-ca
"NFC"-noun-ca "NFC"-noun-en
"NTSC"-noun-en "NTSC"-noun-ca
"NTSC"-noun-ca "NTSC"-noun-en
"PAL"-noun-en "PAL"-noun-ca
"PAL"-noun-ca "PAL"-noun-en
"PDF"-noun-en "PDF"-noun-ca
"PDF"-noun-ca "PDF"-noun-en
"PNG"-noun-en "PNG"-noun-ca
"PNG"-noun-ca "PNG"-noun-en
"PVC"-noun-en "PVC"-noun-ca
"PVC"-noun-ca "PVC"-noun-en
"RGB"-noun-en "RGB"-noun-ca
"RGB"-noun-ca "RGB"-noun-en
"TARDIS"-noun-en "TARDIS"-noun-ca
"TARDIS"-noun-ca "TARDIS"-noun-en
"abstracted"-adjective-en "abstret"-adjective-ca
"abstret"-adjective-ca "abstracted"-adjective-en
"accusative"-adjective-en "accusatiu"-adjective-ca
"accusatiu"-adjective-ca "accusative"-adjective-en
"Aleutian"-adjective-en "aleutià"-adjective-ca
"aleutià"-adjective-ca "Aleutian"-adjective-en
"Amphictyonic"-adjective-en "amfictiònic"-adjective-ca
"amfictiònic"-adjective-ca "Amphictyonic"-adjective-en
"anglicized"-adjective-en "anglicanitzat"-adjective-ca
"anglicanitzat"-adjective-ca "anglicized"-adjective-en
"antipsychotic"-adjective-en "antipsicòtic"-adjective-ca
"antipsicòtic"-adjective-ca "antipsychotic"-adjective-en
"appalled"-adjective-en "paralitzat"-adjective-ca
"paralitzat"-adjective-ca "appalled"-adjective-en
"Arthurian"-adjective-en "artúric"-adjective-ca
"artúric"-adjective-ca "Arthurian"-adjective-en
"Athanasian"-adjective-en "atanasià"-adjective-ca
"atanasià"-adjective-ca "Athanasian"-adjective-en
"atherosclerotic"-adjective-en "arterioescleròstic"-adjective-ca
"arterioescleròstic"-adjective-ca "atherosclerotic"-adjective-en
"Austronesian"-adjective-en "austronesi"-adjective-ca
"austronesi"-adjective-ca "Austronesian"-adjective-en
"autosomal"-adjective-en "autosomàtic"-adjective-ca
"autosomàtic"-adjective-ca "autosomal"-adjective-en
"Bahamian"-adjective-en "bahamià"-adjective-ca
"bahamià"-adjective-ca "Bahamian"-adjective-en
"Bangladeshi"-adjective-en "bangladeshià"-adjective-ca
"bangladeshià"-adjective-ca "Bangladeshi"-adjective-en
"based on facts"-adjective-en "basat en fets"-adjective-ca
"basat en fets"-adjective-ca "based on facts"-adjective-en
"bastard"-adjective-en "bastard"-adjective-ca
"bastard"-adjective-ca "bastard"-adjective-en
"Batavian"-adjective-en "batau"-adjective-ca
"batau"-adjective-ca "Batavian"-adjective-en
"Bermudian"-adjective-en "bermudià"-adjective-ca
"bermudià"-adjective-ca "Bermudian"-adjective-en
"Bhutanese"-adjective-en "bhutanès"-adjective-ca
"bhutanès"-adjective-ca "Bhutanese"-adjective-en
"biased"-adjective-en "esbiaxat"-adjective-ca
"esbiaxat"-adjective-ca "biased"-adjective-en
"biconvex"-adjective-en "biconvex"-adjective-ca
"biconvex"-adjective-ca "biconvex"-adjective-en
"bipedal"-adjective-en "bípede"-adjective-ca
"bípede"-adjective-ca "bipedal"-adjective-en
"Briton"-adjective-en "brità"-adjective-ca
"brità"-adjective-ca "Briton"-adjective-en
"Brittonic"-adjective-en "britó"-adjective-ca
"britó"-adjective-ca "Brittonic"-adjective-en
"broadleaf"-adjective-en "planifoli"-adjective-ca
"planifoli"-adjective-ca "broadleaf"-adjective-en
"Brownian"-adjective-en "brownià"-adjective-ca
"brownià"-adjective-ca "Brownian"-adjective-en
"Caledonian"-adjective-en "caledonià"-adjective-ca
"caledonià"-adjective-ca "Caledonian"-adjective-en
"carbonated"-adjective-en "carbonatat"-adjective-ca
"carbonatat"-adjective-ca "carbonated"-adjective-en
"carboniferous"-adjective-en "carbonífer"-adjective-ca
"carbonífer"-adjective-ca "carboniferous"-adjective-en
"Cardassian"-adjective-en "cardassià"-adjective-ca
"cardassià"-adjective-ca "Cardassian"-adjective-en
"Carnatic"-adjective-en "carnàtic"-adjective-ca
"carnàtic"-adjective-ca "Carnatic"-adjective-en
"Chaldean"-adjective-en "caldeà"-adjective-ca
"caldeà"-adjective-ca "Chaldean"-adjective-en
"chambered"-adjective-en "confinat"-adjective-ca
"confinat"-adjective-ca "chambered"-adjective-en
"chiropractic"-adjective-en "quiropràctic"-adjective-ca
"quiropràctic"-adjective-ca "chiropractic"-adjective-en
"Circadian"-adjective-en "circadià"-adjective-ca
"circadià"-adjective-ca "Circadian"-adjective-en
"Circassian"-adjective-en "circassià"-adjective-ca
"circassià"-adjective-ca "Circassian"-adjective-en
"circumcised"-adjective-en "circumcís"-adjective-ca
"circumcís"-adjective-ca "circumcised"-adjective-en
"claustrophobic"-adjective-en "claustrofòbic"-adjective-ca
"claustrofòbic"-adjective-ca "claustrophobic"-adjective-en
"clitoral"-adjective-en "clitoridià"-adjective-ca
"clitoridià"-adjective-ca "clitoral"-adjective-en
"colorful"-adjective-en "acolorit"-adjective-ca
"acolorit"-adjective-ca "colorful"-adjective-en
"compartmentalised"-adjective-en "compartimentat"-adjective-ca
"compartimentat"-adjective-ca "compartmentalised"-adjective-en
"computerised"-adjective-en "computeritzat"-adjective-ca
"computerised"-adjective-en "informatitzat"-adjective-ca
"computeritzat"-adjective-ca "computerised"-adjective-en
"informatitzat"-adjective-ca "computerised"-adjective-en
"conducive"-adjective-en "conduciu"-adjective-ca
"conduciu"-adjective-ca "conducive"-adjective-en
"Confucian"-adjective-en "confucià"-adjective-ca
"confucià"-adjective-ca "Confucian"-adjective-en
"congested"-adjective-en "congestionat"-adjective-ca
"congestionat"-adjective-ca "congested"-adjective-en
"congratulatory"-adjective-en "congratulatori"-adjective-ca
"congratulatori"-adjective-ca "congratulatory"-adjective-en
"consensual"-adjective-en "consentit"-adjective-ca
"consentit"-adjective-ca "consensual"-adjective-en
"convoluted"-adjective-en "enrevessat"-adjective-ca
"enrevessat"-adjective-ca "convoluted"-adjective-en
"Crimean"-adjective-en "crimeà"-adjective-ca
"crimeà"-adjective-ca "Crimean"-adjective-en
"Dacian"-adjective-en "daci"-adjective-ca
"daci"-adjective-ca "Dacian"-adjective-en
"destitute"-adjective-en "desemparat"-adjective-ca
"desemparat"-adjective-ca "destitute"-adjective-en
"Devonian"-adjective-en "devonià"-adjective-ca
"devonià"-adjective-ca "Devonian"-adjective-en
"diamagnetic"-adjective-en "diamagnètic"-adjective-ca
"diamagnètic"-adjective-ca "diamagnetic"-adjective-en
"disorganized"-adjective-en "desorganitzat"-adjective-ca
"desorganitzat"-adjective-ca "disorganized"-adjective-en
"disparaging"-adjective-en "menyspreador"-adjective-ca
"menyspreador"-adjective-ca "disparaging"-adjective-en
"Edwardian"-adjective-en "eduardià"-adjective-ca
"eduardià"-adjective-ca "Edwardian"-adjective-en
"Elizabethan"-adjective-en "elisabetià"-adjective-ca
"elisabetià"-adjective-ca "Elizabethan"-adjective-en
"energized"-adjective-en "electrificat"-adjective-ca
"electrificat"-adjective-ca "energized"-adjective-en
"epithelial"-adjective-en "epitèlic"-adjective-ca
"epitèlic"-adjective-ca "epithelial"-adjective-en
"eponymous"-adjective-en "epònim"-adjective-ca
"epònim"-adjective-ca "eponymous"-adjective-en
"Eritrean"-adjective-en "eritreu"-adjective-ca
"eritreu"-adjective-ca "Eritrean"-adjective-en
"Eucharistic"-adjective-en "eucarístic"-adjective-ca
"eucarístic"-adjective-ca "Eucharistic"-adjective-en
"excavating"-adjective-en "excavador"-adjective-ca
"excavador"-adjective-ca "excavating"-adjective-en
"excitatory"-adjective-en "excitador"-adjective-ca
"excitador"-adjective-ca "excitatory"-adjective-en
"extramural"-adjective-en "extrauniversitari"-adjective-ca
"extrauniversitari"-adjective-ca "extramural"-adjective-en
"extrauniversitari"-adjective-ca "off-campus"-adjective-en
"off-campus"-adjective-en "extrauniversitari"-adjective-ca
"Faroese"-adjective-en "feroès"-adjective-ca
"feroès"-adjective-ca "Faroese"-adjective-en
"Fijian"-adjective-en "fijià"-adjective-ca
"fijià"-adjective-ca "Fijian"-adjective-en
"forcible"-adjective-en "forçat"-adjective-ca
"forçat"-adjective-ca "forcible"-adjective-en
"Freudian"-adjective-en "freudià"-adjective-ca
"freudià"-adjective-ca "Freudian"-adjective-en
"fried"-adjective-en "fregit"-adjective-ca
"fregit"-adjective-ca "fried"-adjective-en
"fungal"-adjective-en "micòtic"-adjective-ca
"micòtic"-adjective-ca "fungal"-adjective-en
"Gardnerian"-adjective-en "gardnerià"-adjective-ca
"gardnerià"-adjective-ca "Gardnerian"-adjective-en
"geostationary"-adjective-en "geoestacionari"-adjective-ca
"geoestacionari"-adjective-ca "geostationary"-adjective-en
"Gordian"-adjective-en "gordià"-adjective-ca
"gordià"-adjective-ca "Gordian"-adjective-en
"rallat"-adjective-ca "striped"-adjective-en
"striped"-adjective-en "rallat"-adjective-ca
"Greenlandic"-adjective-en "groenlandès"-adjective-ca
"groenlandès"-adjective-ca "Greenlandic"-adjective-en
"Grenadian"-adjective-en "grenadí"-adjective-ca
"grenadí"-adjective-ca "Grenadian"-adjective-en
"Guyanese"-adjective-en "guyanès"-adjective-ca
"guyanès"-adjective-ca "Guyanese"-adjective-en
"Hanoverian"-adjective-en "hannoverià"-adjective-ca
"hannoverià"-adjective-ca "Hanoverian"-adjective-en
"Hermitian"-adjective-en "hermitià"-adjective-ca
"hermitià"-adjective-ca "Hermitian"-adjective-en
"Hindustani"-adjective-en "hindustànic"-adjective-ca
"hindustànic"-adjective-ca "Hindustani"-adjective-en
"holomorphic"-adjective-en "holomorf"-adjective-ca
"holomorf"-adjective-ca "holomorphic"-adjective-en
"homeomorphic"-adjective-en "homeomòrfic"-adjective-ca
"homeomòrfic"-adjective-ca "homeomorphic"-adjective-en
"improvisational"-adjective-en "improvisat"-adjective-ca
"improvisat"-adjective-ca "improvisational"-adjective-en
"indiscriminate"-adjective-en "indiscriminat"-adjective-ca
"indiscriminat"-adjective-ca "indiscriminate"-adjective-en
"individualised"-adjective-en "individualitzat"-adjective-ca
"individualitzat"-adjective-ca "individualised"-adjective-en
"intercalary"-adjective-en "interpolat"-adjective-ca
"interpolat"-adjective-ca "intercalary"-adjective-en
"interstitial"-adjective-en "intercalat"-adjective-ca
"intercalat"-adjective-ca "interstitial"-adjective-en
"iodised"-adjective-en "ioditzat"-adjective-ca
"ioditzat"-adjective-ca "iodised"-adjective-en
"Jacobian"-adjective-en "jacobià"-adjective-ca
"jacobià"-adjective-ca "Jacobian"-adjective-en
"Judaic"-adjective-en "judaic"-adjective-ca
"judaic"-adjective-ca "Judaic"-adjective-en
"Kafkaesque"-adjective-en "kafkià"-adjective-ca
"kafkià"-adjective-ca "Kafkaesque"-adjective-en
"Kantian"-adjective-en "kantià"-adjective-ca
"kantià"-adjective-ca "Kantian"-adjective-en
"Keynesian"-adjective-en "keynesià"-adjective-ca
"keynesià"-adjective-ca "Keynesian"-adjective-en
"landlocked"-adjective-en "enclavat"-adjective-ca
"enclavat"-adjective-ca "landlocked"-adjective-en
"Laplacian"-adjective-en "laplacià"-adjective-ca
"laplacià"-adjective-ca "Laplacian"-adjective-en
"leakproof"-adjective-en "estanc"-adjective-ca
"estanc"-adjective-ca "leakproof"-adjective-en
"leftover"-adjective-en "sobrant"-adjective-ca
"sobrant"-adjective-ca "leftover"-adjective-en
"Levantine"-adjective-en "llevantí"-adjective-ca
"llevantí"-adjective-ca "Levantine"-adjective-en
"Liberian"-adjective-en "liberià"-adjective-ca
"liberià"-adjective-ca "Liberian"-adjective-en
"Livonian"-adjective-en "livonià"-adjective-ca
"livonià"-adjective-ca "Livonian"-adjective-en
"long-nosed"-adjective-en "nassut"-adjective-ca
"nassut"-adjective-ca "long-nosed"-adjective-en
"lost in time"-adjective-en "perdut en el temps"-adjective-ca
"perdut en el temps"-adjective-ca "lost in time"-adjective-en
"Machiavellian"-adjective-en "maquiavèl·lic"-adjective-ca
"maquiavèl·lic"-adjective-ca "Machiavellian"-adjective-en
"made in Spain"-adjective-en "fet a Espanya"-adjective-ca
"fet a Espanya"-adjective-ca "made in Spain"-adjective-en
"Malawian"-adjective-en "malawià"-adjective-ca
"malawià"-adjective-ca "Malawian"-adjective-en
"Masoretic"-adjective-en "masorètic"-adjective-ca
"masorètic"-adjective-ca "Masoretic"-adjective-en
"Mauritanian"-adjective-en "maurità"-adjective-ca
"maurità"-adjective-ca "Mauritanian"-adjective-en
"Mauritian"-adjective-en "mauricià"-adjective-ca
"mauricià"-adjective-ca "Mauritian"-adjective-en
"Mendelian"-adjective-en "mendelià"-adjective-ca
"mendelià"-adjective-ca "Mendelian"-adjective-en
"Mesoamerican"-adjective-en "mesoamericà"-adjective-ca
"mesoamericà"-adjective-ca "Mesoamerican"-adjective-en
"Mexican–American"-adjective-en "mexicoamericà"-adjective-ca
"mexicoamericà"-adjective-ca "Mexican–American"-adjective-en
"Mississippian"-adjective-en "mississipià"-adjective-ca
"mississipià"-adjective-ca "Mississippian"-adjective-en
"Moravian"-adjective-en "moravià"-adjective-ca
"moravià"-adjective-ca "Moravian"-adjective-en
"Mormon"-adjective-en "mormó"-adjective-ca
"mormó"-adjective-ca "Mormon"-adjective-en
"morfofisiològic"-adjective-ca "morphophysiologic"-adjective-en
"morphophysiologic"-adjective-en "morfofisiològic"-adjective-ca
"Namibian"-adjective-en "namibià"-adjective-ca
"namibià"-adjective-ca "Namibian"-adjective-en
"Napierian"-adjective-en "neperià"-adjective-ca
"neperià"-adjective-ca "Napierian"-adjective-en
"Neptunian"-adjective-en "neptúnic"-adjective-ca
"neptúnic"-adjective-ca "Neptunian"-adjective-en
"nested"-adjective-en "allotjat"-adjective-ca
"allotjat"-adjective-ca "nested"-adjective-en
"non-European"-adjective-en "extraeuropeu"-adjective-ca
"extraeuropeu"-adjective-ca "non-European"-adjective-en
"non-university"-adjective-en "extraacadèmic"-adjective-ca
"extraacadèmic"-adjective-ca "non-university"-adjective-en
"nonviolent"-adjective-en "no violent"-adjective-ca
"no violent"-adjective-ca "nonviolent"-adjective-en
"normed"-adjective-en "tipificat"-adjective-ca
"tipificat"-adjective-ca "normed"-adjective-en
"nucleophilic"-adjective-en "nucleofílic"-adjective-ca
"nucleofílic"-adjective-ca "nucleophilic"-adjective-en
"Ordovician"-adjective-en "ordovicià"-adjective-ca
"ordovicià"-adjective-ca "Ordovician"-adjective-en
"ornate"-adjective-en "ornamentat"-adjective-ca
"ornamentat"-adjective-ca "ornate"-adjective-en
"Pannonian"-adjective-en "pannònic"-adjective-ca
"pannònic"-adjective-ca "Pannonian"-adjective-en
"paramagnetic"-adjective-en "paramagnètic"-adjective-ca
"paramagnètic"-adjective-ca "paramagnetic"-adjective-en
"Permian"-adjective-en "permià"-adjective-ca
"permià"-adjective-ca "Permian"-adjective-en
"photoautotrophic"-adjective-en "fotòtrof"-adjective-ca
"fotòtrof"-adjective-ca "photoautotrophic"-adjective-en
"fotòtrof"-adjective-ca "phototrophic"-adjective-en
"phototrophic"-adjective-en "fotòtrof"-adjective-ca
"piecemeal"-adjective-en "fragmentat"-adjective-ca
"fragmentat"-adjective-ca "piecemeal"-adjective-en
"polyunsaturated"-adjective-en "poliinsaturat"-adjective-ca
"poliinsaturat"-adjective-ca "polyunsaturated"-adjective-en
"pre-columbian"-adjective-en "precolombià"-adjective-ca
"precolombià"-adjective-ca "pre-columbian"-adjective-en
"predefined"-adjective-en "predefinit"-adjective-ca
"predefinit"-adjective-ca "predefined"-adjective-en
"Presbyterian"-adjective-en "presbiterià"-adjective-ca
"presbiterià"-adjective-ca "Presbyterian"-adjective-en
"psychopharmacological"-adjective-en "psicofarmacològic"-adjective-ca
"psicofarmacològic"-adjective-ca "psychopharmacological"-adjective-en
"psychotechnic"-adjective-en "psicotècnic"-adjective-ca
"psicotècnic"-adjective-ca "psychotechnic"-adjective-en
"psychotic"-adjective-en "psicòtic"-adjective-ca
"psicòtic"-adjective-ca "psychotic"-adjective-en
"referred as"-adjective-en "referit com"-adjective-ca
"referit com"-adjective-ca "referred as"-adjective-en
"referred to in"-adjective-en "mencionat a"-adjective-ca
"mencionat a"-adjective-ca "referred to in"-adjective-en
"refractive"-adjective-en "refractiu"-adjective-ca
"refractiu"-adjective-ca "refractive"-adjective-en
"rheumatoid"-adjective-en "reumàtic"-adjective-ca
"reumàtic"-adjective-ca "rheumatoid"-adjective-en
"Rhodesian"-adjective-en "rhodesià"-adjective-ca
"rhodesià"-adjective-ca "Rhodesian"-adjective-en
"rhotic"-adjective-en "ròtic"-adjective-ca
"ròtic"-adjective-ca "rhotic"-adjective-en
"Riemannian"-adjective-en "riemannià"-adjective-ca
"riemannià"-adjective-ca "Riemannian"-adjective-en
"basat en regles"-adjective-ca "rule based"-adjective-en
"rule based"-adjective-en "basat en regles"-adjective-ca
"Ruthenian"-adjective-en "rutè"-adjective-ca
"rutè"-adjective-ca "Ruthenian"-adjective-en
"Rwandan"-adjective-en "ruandès"-adjective-ca
"ruandès"-adjective-ca "Rwandan"-adjective-en
"sacrosanct"-adjective-en "sacrosant"-adjective-ca
"sacrosant"-adjective-ca "sacrosanct"-adjective-en
"Salvadoran"-adjective-en "salvadorenc"-adjective-ca
"salvadorenc"-adjective-ca "Salvadoran"-adjective-en
"salvadorenc"-adjective-ca "Salvadorian"-adjective-en
"Salvadorian"-adjective-en "salvadorenc"-adjective-ca
"Sant Joan"-adjective-en "santjoaner"-adjective-ca
"santjoaner"-adjective-ca "Sant Joan"-adjective-en
"Shakespearean"-adjective-en "shakespearià"-adjective-ca
"shakespearià"-adjective-ca "Shakespearean"-adjective-en
"Silurian"-adjective-en "silurià"-adjective-ca
"silurià"-adjective-ca "Silurian"-adjective-en
"Singaporean"-adjective-en "singapurès"-adjective-ca
"singapurès"-adjective-ca "Singaporean"-adjective-en
"staffed"-adjective-en "supervisat"-adjective-ca
"supervisat"-adjective-ca "staffed"-adjective-en
"Strombolian"-adjective-en "estrombolià"-adjective-ca
"estrombolià"-adjective-ca "Strombolian"-adjective-en
"subarctic"-adjective-en "subàrtic"-adjective-ca
"subàrtic"-adjective-ca "subarctic"-adjective-en
"subcompartmentalised"-adjective-en "subcompartimentat"-adjective-ca
"subcompartimentat"-adjective-ca "subcompartmentalised"-adjective-en
"Swabian"-adjective-en "suabi"-adjective-ca
"suabi"-adjective-ca "Swabian"-adjective-en
"Tanzanian"-adjective-en "tanzà"-adjective-ca
"tanzà"-adjective-ca "Tanzanian"-adjective-en
"Tasmanian"-adjective-en "tasmanià"-adjective-ca
"tasmanià"-adjective-ca "Tasmanian"-adjective-en
"terrifying"-adjective-en "aterridor"-adjective-ca
"aterridor"-adjective-ca "terrifying"-adjective-en
"Theban"-adjective-en "tebà"-adjective-ca
"tebà"-adjective-ca "Theban"-adjective-en
"Thuringian"-adjective-en "turingi"-adjective-ca
"turingi"-adjective-ca "Thuringian"-adjective-en
"torturous"-adjective-en "torturador"-adjective-ca
"torturador"-adjective-ca "torturous"-adjective-en
"Transylvanian"-adjective-en "transsilvà"-adjective-ca
"transsilvà"-adjective-ca "Transylvanian"-adjective-en
"no autoritzat"-adjective-ca "unlicensed"-adjective-en
"unlicensed"-adjective-en "no autoritzat"-adjective-ca
"unbounded"-adjective-en "desenfrenat"-adjective-ca
"desenfrenat"-adjective-ca "unbounded"-adjective-en
"uncredited"-adjective-en "no reconegut"-adjective-ca
"no reconegut"-adjective-ca "uncredited"-adjective-en
"undefined"-adjective-en "no definit"-adjective-ca
"no definit"-adjective-ca "undefined"-adjective-en
"undisturbed"-adjective-en "imperturbat"-adjective-ca
"imperturbat"-adjective-ca "undisturbed"-adjective-en
"unidentified"-adjective-en "no identificat"-adjective-ca
"no identificat"-adjective-ca "unidentified"-adjective-en
"unincorporated"-adjective-en "no incorporat"-adjective-ca
"no incorporat"-adjective-ca "unincorporated"-adjective-en
"no publicat"-adjective-ca "unreleased"-adjective-en
"unreleased"-adjective-en "no publicat"-adjective-ca
"unscientific"-adjective-en "no científic"-adjective-ca
"no científic"-adjective-ca "unscientific"-adjective-en
"unwritten"-adjective-en "no escrit"-adjective-ca
"no escrit"-adjective-ca "unwritten"-adjective-en
"Vulcanian"-adjective-en "vulcanià"-adjective-ca
"vulcanià"-adjective-ca "Vulcanian"-adjective-en
"wooded"-adjective-en "poblat d'arbres"-adjective-ca
"poblat d'arbres"-adjective-ca "wooded"-adjective-en
"Zambian"-adjective-en "zambià"-adjective-ca
"zambià"-adjective-ca "Zambian"-adjective-en
"Zimbabwean"-adjective-en "zimbabuès"-adjective-ca
"zimbabuès"-adjective-ca "Zimbabwean"-adjective-en
"aluminise"-verb-en "aluminiar"-verb-ca
"aluminiar"-verb-ca "aluminise"-verb-en
"assure the media"-verb-en "assegurar als mitjans de comunicació"-verb-ca
"assure the media"-verb-en "assegurar als mitjans"-verb-ca
"assegurar als mitjans de comunicació"-verb-ca "assure the media"-verb-en
"assegurar als mitjans"-verb-ca "assure the media"-verb-en
"be afraid"-verb-en "fer por"-verb-ca
"fer por"-verb-ca "be afraid"-verb-en
"be equidistant"-verb-en "equidistar"-verb-ca
"equidistar"-verb-ca "be equidistant"-verb-en
"choreograph"-verb-en "coreografiar"-verb-ca
"coreografiar"-verb-ca "choreograph"-verb-en
"codename"-verb-en "assignar el nom en clau"-verb-ca
"assignar el nom en clau"-verb-ca "codename"-verb-en
"come into force"-verb-en "entrar en vigor"-verb-ca
"entrar en vigor"-verb-ca "come into force"-verb-en
"entrar en vigor"-verb-ca "go into force"-verb-en
