"any"-determiner-en "gens de"-determiner-ca
"aluminotèrmic"-adjective-ca "aluminothermic"-adjective-en
"amazed"-adjective-en "fascinat"-adjective-ca
"fascinat"-adjective-ca "amazed"-adjective-en
"amitotic"-adjective-en "amitòtic"-adjective-ca
"amitòtic"-adjective-ca "amitotic"-adjective-en
"anechoic"-adjective-en "anecoic"-adjective-ca
"anecoic"-adjective-ca "anechoic"-adjective-en
"antiferromagnetic"-adjective-en "antiferromagnètic"-adjective-ca
"antiferromagnètic"-adjective-ca "antiferromagnetic"-adjective-en
"antihiatic"-adjective-en "antihiàtic"-adjective-ca
"antihiàtic"-adjective-ca "antihiatic"-adjective-en
"aphrodisiac"-adjective-en "afrodisíac"-adjective-ca
"afrodisíac"-adjective-ca "aphrodisiac"-adjective-en
"arboreal"-adjective-en "arbori"-adjective-ca
"arbori"-adjective-ca "arboreal"-adjective-en
"arbori"-adjective-ca "arborescent"-adjective-en
"arborescent"-adjective-en "arbori"-adjective-ca
"armed"-adjective-en "armat"-adjective-ca
"armat"-adjective-ca "armed"-adjective-en
"armored"-adjective-en "blindat"-adjective-ca
"blindat"-adjective-ca "armored"-adjective-en
"blindat"-adjective-ca "armoured"-adjective-en
"armoured"-adjective-en "blindat"-adjective-ca
"as dead as a doornail"-adjective-en "mort i ben mort"-adjective-ca
"mort i ben mort"-adjective-ca "as dead as a doornail"-adjective-en
"ashamed"-adjective-en "avergonyit"-adjective-ca
"avergonyit"-adjective-ca "ashamed"-adjective-en
"asleep"-adjective-en "adormit"-adjective-ca
"adormit"-adjective-ca "asleep"-adjective-en
"assertoric"-adjective-en "assertori"-adjective-ca
"assertori"-adjective-ca "assertoric"-adjective-en
"asyndetic"-adjective-en "asindètic"-adjective-ca
"asindètic"-adjective-ca "asyndetic"-adjective-en
"autodynamic"-adjective-en "autodinàmic"-adjective-ca
"autodinàmic"-adjective-ca "autodynamic"-adjective-en
"automotive"-adjective-en "automotriu"-adjective-ca
"automotriu"-adjective-ca "automotive"-adjective-en
"avaricious"-adjective-en "cobejós"-adjective-ca
"cobejós"-adjective-ca "avaricious"-adjective-en
"barycentric"-adjective-en "baricèntric"-adjective-ca
"baricèntric"-adjective-ca "barycentric"-adjective-en
"Bayesian"-adjective-en "bayesià"-adjective-ca
"bayesià"-adjective-ca "Bayesian"-adjective-en
"bevel-edged"-adjective-en "bisellat"-adjective-ca
"bisellat"-adjective-ca "bevel-edged"-adjective-en
"bigamous"-adjective-en "bígam"-adjective-ca
"bígam"-adjective-ca "bigamous"-adjective-en
"biogeochemical"-adjective-en "biogeoquímic"-adjective-ca
"biogeoquímic"-adjective-ca "biogeochemical"-adjective-en
"bípede"-adjective-ca "biped"-adjective-en
"biped"-adjective-en "bípede"-adjective-ca
"blasphemous"-adjective-en "blasfem"-adjective-ca
"blasfem"-adjective-ca "blasphemous"-adjective-en
"blessed"-adjective-en "beneït"-adjective-ca
"beneït"-adjective-ca "blessed"-adjective-en
"blinding"-adjective-en "encegador"-adjective-ca
"encegador"-adjective-ca "blinding"-adjective-en
"bloodstained"-adjective-en "ensangonat"-adjective-ca
"ensangonat"-adjective-ca "bloodstained"-adjective-en
"bluish"-adjective-en "blavós"-adjective-ca
"blavós"-adjective-ca "bluish"-adjective-en
"blunt"-verb-en "esmussar"-verb-ca
"esmussar"-verb-ca "blunt"-verb-en
"blurred"-adjective-en "borrós"-adjective-ca
"borrós"-adjective-ca "blurred"-adjective-en
"borelian"-adjective-en "borelià"-adjective-ca
"borelià"-adjective-ca "borelian"-adjective-en
"born"-adjective-en "nascut"-adjective-ca
"born"-adjective-en "nat"-adjective-ca
"nascut"-adjective-ca "born"-adjective-en
"nat"-adjective-ca "born"-adjective-en
"bounded"-adjective-en "fitat"-adjective-ca
"fitat"-adjective-ca "bounded"-adjective-en
"brackish"-adjective-en "salabrós"-adjective-ca
"salabrós"-adjective-ca "brackish"-adjective-en
"braided"-adjective-en "anastomosat"-adjective-ca
"anastomosat"-adjective-ca "braided"-adjective-en
"brainless"-adjective-en "pàmfil"-adjective-ca
"brainless"-adjective-en "tòtil"-adjective-ca
"pàmfil"-adjective-ca "brainless"-adjective-en
"tòtil"-adjective-ca "brainless"-adjective-en
"brownish"-adjective-en "marronós"-adjective-ca
"marronós"-adjective-ca "brownish"-adjective-en
"burned"-adjective-en "cremat"-adjective-ca
"cremat"-adjective-ca "burned"-adjective-en
"Callistoan"-adjective-en "cal·listià"-adjective-ca
"cal·listià"-adjective-ca "Callistoan"-adjective-en
"castrated"-adjective-en "castrat"-adjective-ca
"castrat"-adjective-ca "castrated"-adjective-en
"cavalier"-adjective-en "desdenyós"-adjective-ca
"desdenyós"-adjective-ca "cavalier"-adjective-en
"celebrated"-adjective-en "celebrat"-adjective-ca
"celebrat"-adjective-ca "celebrated"-adjective-en
"certifier"-adjective-en "certificador"-adjective-ca
"certificador"-adjective-ca "certifier"-adjective-en
"challenging"-adjective-en "desafiador"-adjective-ca
"desafiador"-adjective-ca "challenging"-adjective-en
"desafiador"-adjective-ca "defiant"-adjective-en
"defiant"-adjective-en "desafiador"-adjective-ca
"championing"-adjective-en "banderer"-adjective-ca
"banderer"-adjective-ca "championing"-adjective-en
"chess"-adjective-en "escaquístic"-adjective-ca
"escaquístic"-adjective-ca "chess"-adjective-en
"chlorotic"-adjective-en "cloròtic"-adjective-ca
"cloròtic"-adjective-ca "chlorotic"-adjective-en
"choropletic"-adjective-en "coroplètic"-adjective-ca
"coroplètic"-adjective-ca "choropletic"-adjective-en
"chromatographic"-adjective-en "cromatogràfic"-adjective-ca
"cromatogràfic"-adjective-ca "chromatographic"-adjective-en
"chromic"-adjective-en "cròmic"-adjective-ca
"cròmic"-adjective-ca "chromic"-adjective-en
"ciliated"-adjective-en "ciliat"-adjective-ca
"ciliat"-adjective-ca "ciliated"-adjective-en
"cladistic"-adjective-en "cladístic"-adjective-ca
"cladístic"-adjective-ca "cladistic"-adjective-en
"cluttered"-adjective-en "abarrotat"-adjective-ca
"abarrotat"-adjective-ca "cluttered"-adjective-en
"abarrotat"-adjective-ca "overcrowded"-adjective-en
"overcrowded"-adjective-en "abarrotat"-adjective-ca
"acolorit"-adjective-ca "colourful"-adjective-en
"colourful"-adjective-en "acolorit"-adjective-ca
"colourful"-adjective-en "vívid"-adjective-ca
"vívid"-adjective-ca "colourful"-adjective-en
"vívid"-adjective-ca "vivid"-adjective-en
"vivid"-adjective-en "vívid"-adjective-ca
"commercially oriented"-adjective-en "orientat comercialment"-adjective-ca
"orientat comercialment"-adjective-ca "commercially oriented"-adjective-en
"concerted"-adjective-en "concertat"-adjective-ca
"concertat"-adjective-ca "concerted"-adjective-en
"conciliatory"-adjective-en "conciliador"-adjective-ca
"conciliador"-adjective-ca "conciliatory"-adjective-en
"condensed"-adjective-en "condensat"-adjective-ca
"condensat"-adjective-ca "condensed"-adjective-en
"confident"-adjective-en "desenfadat"-adjective-ca
"desenfadat"-adjective-ca "confident"-adjective-en
"consanguine"-adjective-en "consanguini"-adjective-ca
"consanguini"-adjective-ca "consanguine"-adjective-en
"conspicuous"-adjective-en "conspicu"-adjective-ca
"conspicu"-adjective-ca "conspicuous"-adjective-en
"constrained"-adjective-en "cohibit"-adjective-ca
"cohibit"-adjective-ca "constrained"-adjective-en
"contrapositive"-adjective-en "contrarecíproc"-adjective-ca
"contrarecíproc"-adjective-ca "contrapositive"-adjective-en
"contributory"-adjective-en "contribuïdor"-adjective-ca
"contribuïdor"-adjective-ca "contributory"-adjective-en
"converted"-adjective-en "convertit"-adjective-ca
"convertit"-adjective-ca "converted"-adjective-en
"coprophagous"-adjective-en "copròfag"-adjective-ca
"copròfag"-adjective-ca "coprophagous"-adjective-en
"crimson"-adjective-en "carmesí"-adjective-ca
"carmesí"-adjective-ca "crimson"-adjective-en
"cryovolcanic"-adjective-en "criovolcànic"-adjective-ca
"criovolcànic"-adjective-ca "cryovolcanic"-adjective-en
"cryptocrystalline"-adjective-en "criptocristal·lí"-adjective-ca
"criptocristal·lí"-adjective-ca "cryptocrystalline"-adjective-en
"cultured"-adjective-en "cultivat"-adjective-ca
"cultivat"-adjective-ca "cultured"-adjective-en
"cupreous"-adjective-en "cuprós"-adjective-ca
"cuprós"-adjective-ca "cupreous"-adjective-en
"cytoplasmic"-adjective-en "citoplasmàtic"-adjective-ca
"citoplasmàtic"-adjective-ca "cytoplasmic"-adjective-en
"dasymetric"-adjective-en "dasimètric"-adjective-ca
"dasimètric"-adjective-ca "dasymetric"-adjective-en
"debilitating"-adjective-en "debilitador"-adjective-ca
"debilitador"-adjective-ca "debilitating"-adjective-en
"decorous"-adjective-en "decorós"-adjective-ca
"decorós"-adjective-ca "decorous"-adjective-en
"defeated"-adjective-en "vençut"-adjective-ca
"vençut"-adjective-ca "defeated"-adjective-en
"degenerate"-adjective-en "degenerat"-adjective-ca
"degenerat"-adjective-ca "degenerate"-adjective-en
"demoniac"-adjective-en "demoníac"-adjective-ca
"demoníac"-adjective-ca "demoniac"-adjective-en
"denigratory"-adjective-en "difamador"-adjective-ca
"difamador"-adjective-ca "denigratory"-adjective-en
"depository"-adjective-en "dipositari"-adjective-ca
"dipositari"-adjective-ca "depository"-adjective-en
"destined"-adjective-en "destinat"-adjective-ca
"destinat"-adjective-ca "destined"-adjective-en
"diachronic"-adjective-en "diacrònic"-adjective-ca
"diacrònic"-adjective-ca "diachronic"-adjective-en
"dichotomous"-adjective-en "dicotòmic"-adjective-ca
"dicotòmic"-adjective-ca "dichotomous"-adjective-en
"diffusing"-adjective-en "difusor"-adjective-ca
"difusor"-adjective-ca "diffusing"-adjective-en
"diploic"-adjective-en "diploic"-adjective-ca
"diploic"-adjective-ca "diploic"-adjective-en
"dipteral"-adjective-en "dípter"-adjective-ca
"dípter"-adjective-ca "dipteral"-adjective-en
"disadvantaged"-adjective-en "desavantatjat"-adjective-ca
"desavantatjat"-adjective-ca "disadvantaged"-adjective-en
"disciplined"-adjective-en "disciplinat"-adjective-ca
"disciplinat"-adjective-ca "disciplined"-adjective-en
"disenchanted"-adjective-en "desencantat"-adjective-ca
"desencantat"-adjective-ca "disenchanted"-adjective-en
"disjoint"-adjective-en "disjunt"-adjective-ca
"disjunt"-adjective-ca "disjoint"-adjective-en
"disorderly"-adjective-en "descontrolat"-adjective-ca
"descontrolat"-adjective-ca "disorderly"-adjective-en
"descontrolat"-adjective-ca "rampant"-adjective-en
"rampant"-adjective-en "descontrolat"-adjective-ca
"menyspreador"-adjective-ca "scornful"-adjective-en
"scornful"-adjective-en "menyspreador"-adjective-ca
"disruptive"-adjective-en "perturbador"-adjective-ca
"perturbador"-adjective-ca "disruptive"-adjective-en
"distinguished"-adjective-en "assenyalat"-adjective-ca
"assenyalat"-adjective-ca "distinguished"-adjective-en
"disyllabic"-adjective-en "bisíl·lab"-adjective-ca
"disyllabic"-adjective-en "disil·làbic"-adjective-ca
"bisíl·lab"-adjective-ca "disyllabic"-adjective-en
"disil·làbic"-adjective-ca "disyllabic"-adjective-en
"divisive"-adjective-en "divisiu"-adjective-ca
"divisiu"-adjective-ca "divisive"-adjective-en
"domesticated"-adjective-en "domesticat"-adjective-ca
"domesticat"-adjective-ca "domesticated"-adjective-en
"drowned"-adjective-en "ofegat"-adjective-ca
"ofegat"-adjective-ca "drowned"-adjective-en
"eager"-adjective-en "frisós"-adjective-ca
"frisós"-adjective-ca "eager"-adjective-en
"ectodynamomorphic"-adjective-en "ectodinamomorf"-adjective-ca
"ectodinamomorf"-adjective-ca "ectodynamomorphic"-adjective-en
"educating"-adjective-en "educador"-adjective-ca
"educador"-adjective-ca "educating"-adjective-en
"embarrassing"-adjective-en "engavanyador"-adjective-ca
"engavanyador"-adjective-ca "embarrassing"-adjective-en
"emphyteutic"-adjective-en "emfitèutic"-adjective-ca
"emfitèutic"-adjective-ca "emphyteutic"-adjective-en
"endodynamogenic"-adjective-en "endodinamogènic"-adjective-ca
"endodinamogènic"-adjective-ca "endodynamogenic"-adjective-en
"endogenous"-adjective-en "endogen"-adjective-ca
"endogen"-adjective-ca "endogenous"-adjective-en
"endolymphatic"-adjective-en "endolimfàtic"-adjective-ca
"endolimfàtic"-adjective-ca "endolymphatic"-adjective-en
"ergogenic"-adjective-en "ergogènic"-adjective-ca
"ergogènic"-adjective-ca "ergogenic"-adjective-en
"ethereal"-adjective-en "eteri"-adjective-ca
"eteri"-adjective-ca "ethereal"-adjective-en
"Eulerian"-adjective-en "eulerià"-adjective-ca
"eulerià"-adjective-ca "Eulerian"-adjective-en
"euphemistic"-adjective-en "eufemístic"-adjective-ca
"eufemístic"-adjective-ca "euphemistic"-adjective-en
"euryene"-adjective-en "euriè"-adjective-ca
"euriè"-adjective-ca "euryene"-adjective-en
"eutrophic"-adjective-en "eutròfic"-adjective-ca
"eutròfic"-adjective-ca "eutrophic"-adjective-en
"evergreen"-adjective-en "perennifoli"-adjective-ca
"perennifoli"-adjective-ca "evergreen"-adjective-en
"exculpatory"-adjective-en "exculpatori"-adjective-ca
"exculpatori"-adjective-ca "exculpatory"-adjective-en
"exocentric"-adjective-en "exocèntric"-adjective-ca
"exocèntric"-adjective-ca "exocentric"-adjective-en
"exposed"-adjective-en "exposat"-adjective-ca
"exposat"-adjective-ca "exposed"-adjective-en
"extemporaneous"-adjective-en "extemporani"-adjective-ca
"extemporani"-adjective-ca "extemporaneous"-adjective-en
"factitious"-adjective-en "factici"-adjective-ca
"factici"-adjective-ca "factitious"-adjective-en
"faithless"-adjective-en "descregut"-adjective-ca
"descregut"-adjective-ca "faithless"-adjective-en
"feudatory"-adjective-en "feudatari"-adjective-ca
"feudatari"-adjective-ca "feudatory"-adjective-en
"fibric"-adjective-en "fíbric"-adjective-ca
"fíbric"-adjective-ca "fibric"-adjective-en
"fibroblastic"-adjective-en "fibroblàstic"-adjective-ca
"fibroblàstic"-adjective-ca "fibroblastic"-adjective-en
"fimbriated"-adjective-en "perfilat"-adjective-ca
"perfilat"-adjective-ca "fimbriated"-adjective-en
"fire-resistant"-adjective-en "ignífug"-adjective-ca
"ignífug"-adjective-ca "fire-resistant"-adjective-en
"flaccid"-adjective-en "flàccid"-adjective-ca
"flàccid"-adjective-ca "flaccid"-adjective-en
"flexographic"-adjective-en "flexogràfic"-adjective-ca
"flexogràfic"-adjective-ca "flexographic"-adjective-en
"fragiaquic"-adjective-en "fragiàqüic"-adjective-ca
"fragiàqüic"-adjective-ca "fragiaquic"-adjective-en
"fragic"-adjective-en "fràgic"-adjective-ca
"fràgic"-adjective-ca "fragic"-adjective-en
"frosted"-adjective-en "glaçat"-adjective-ca
"glaçat"-adjective-ca "frosted"-adjective-en
"geomagnetic"-adjective-en "geomagnètic"-adjective-ca
"geomagnètic"-adjective-ca "geomagnetic"-adjective-en
"geomorphic"-adjective-en "geomòrfic"-adjective-ca
"geomòrfic"-adjective-ca "geomorphic"-adjective-en
"gifted"-adjective-en "dotat"-adjective-ca
"dotat"-adjective-ca "gifted"-adjective-en
"glamourous"-adjective-en "glamurós"-adjective-ca
"glamurós"-adjective-ca "glamourous"-adjective-en
"glycemic"-adjective-en "glucèmic"-adjective-ca
"glucèmic"-adjective-ca "glycemic"-adjective-en
"graceless"-adjective-en "desairós"-adjective-ca
"desairós"-adjective-ca "graceless"-adjective-en
"grated"-adjective-en "rallat"-adjective-ca
"rallat"-adjective-ca "grated"-adjective-en
"greenish"-adjective-en "verdosenc"-adjective-ca
"verdosenc"-adjective-ca "greenish"-adjective-en
"grooved"-adjective-en "estriat"-adjective-ca
"estriat"-adjective-ca "grooved"-adjective-en
"halomorphic"-adjective-en "halomorf"-adjective-ca
"halomorf"-adjective-ca "halomorphic"-adjective-en
"Hamiltonian"-adjective-en "hamiltonià"-adjective-ca
"hamiltonià"-adjective-ca "Hamiltonian"-adjective-en
"handmade"-adjective-en "fet a mà"-adjective-ca
"fet a mà"-adjective-ca "handmade"-adjective-en
"hanged"-adjective-en "penjat"-adjective-ca
"penjat"-adjective-ca "hanged"-adjective-en
"hapless"-adjective-en "desventurat"-adjective-ca
"desventurat"-adjective-ca "hapless"-adjective-en
"haplic"-adjective-en "hàplic"-adjective-ca
"hàplic"-adjective-ca "haplic"-adjective-en
"hard-working"-adjective-en "feinador"-adjective-ca
"feinador"-adjective-ca "hard-working"-adjective-en
"harmful"-adjective-en "lesiu"-adjective-ca
"lesiu"-adjective-ca "harmful"-adjective-en
"harmless"-adjective-en "inofensiu"-adjective-ca
"inofensiu"-adjective-ca "harmless"-adjective-en
"harrowing"-adjective-en "esquinçador"-adjective-ca
"esquinçador"-adjective-ca "harrowing"-adjective-en
"esquinçador"-adjective-ca "heartbreaking"-adjective-en
"heartbreaking"-adjective-en "esquinçador"-adjective-ca
"hemispherical"-adjective-en "semiesfèric"-adjective-ca
"semiesfèric"-adjective-ca "hemispherical"-adjective-en
"hepatogastric"-adjective-en "hepatogàstric"-adjective-ca
"hepatogàstric"-adjective-ca "hepatogastric"-adjective-en
"heterometric"-adjective-en "heterometric"-adjective-ca
"heterometric"-adjective-ca "heterometric"-adjective-en
"heterosyllabic"-adjective-en "heterosil·làbic"-adjective-ca
"heterosil·làbic"-adjective-ca "heterosyllabic"-adjective-en
"heterotrophic"-adjective-en "heteròtrof"-adjective-ca
"heteròtrof"-adjective-ca "heterotrophic"-adjective-en
"hexastyle"-adjective-en "hexàstil"-adjective-ca
"hexàstil"-adjective-ca "hexastyle"-adjective-en
"HIV positive"-adjective-en "VIH positiu"-adjective-ca
"VIH positiu"-adjective-ca "HIV positive"-adjective-en
"homomorphic"-adjective-en "homomòrfic"-adjective-ca
"homomòrfic"-adjective-ca "homomorphic"-adjective-en
"horned"-adjective-en "banyut"-adjective-ca
"banyut"-adjective-ca "horned"-adjective-en
"hydrolytic"-adjective-en "hidrolític"-adjective-ca
"hidrolític"-adjective-ca "hydrolytic"-adjective-en
"hydromorphic"-adjective-en "hidromorf"-adjective-ca
"hidromorf"-adjective-ca "hydromorphic"-adjective-en
"hydrophilic"-adjective-en "hidrofílic"-adjective-ca
"hidrofílic"-adjective-ca "hydrophilic"-adjective-en
"hydrostatic"-adjective-en "hidroestàtic"-adjective-ca
"hidroestàtic"-adjective-ca "hydrostatic"-adjective-en
"hyperfine"-adjective-en "hiperfi"-adjective-ca
"hiperfi"-adjective-ca "hyperfine"-adjective-en
"hypotactic"-adjective-en "hipotàctic"-adjective-ca
"hipotàctic"-adjective-ca "hypotactic"-adjective-en
"hypsographic"-adjective-en "hipsogràfic"-adjective-ca
"hipsogràfic"-adjective-ca "hypsographic"-adjective-en
"idiographic"-adjective-en "idiogràfic"-adjective-ca
"idiogràfic"-adjective-ca "idiographic"-adjective-en
"idiomorphic"-adjective-en "idiomorf"-adjective-ca
"idiomorf"-adjective-ca "idiomorphic"-adjective-en
"immunological"-adjective-en "immunològic"-adjective-ca
"immunològic"-adjective-ca "immunological"-adjective-en
"inarticulate"-adjective-en "inarticulat"-adjective-ca
"inarticulat"-adjective-ca "inarticulate"-adjective-en
"included"-adjective-en "comprès"-adjective-ca
"included"-adjective-en "inclòs"-adjective-ca
"comprès"-adjective-ca "included"-adjective-en
"inclòs"-adjective-ca "included"-adjective-en
"inconclusive"-adjective-en "inconclusiu"-adjective-ca
"inconclusiu"-adjective-ca "inconclusive"-adjective-en
"indecisive"-adjective-en "indecisiu"-adjective-ca
"indecisiu"-adjective-ca "indecisive"-adjective-en
"infinitesimal"-adjective-en "infinitèsim"-adjective-ca
"infinitèsim"-adjective-ca "infinitesimal"-adjective-en
"inhibitory"-adjective-en "inhibitori"-adjective-ca
"inhibitori"-adjective-ca "inhibitory"-adjective-en
"innominate"-adjective-en "innominat"-adjective-ca
"innominat"-adjective-ca "innominate"-adjective-en
"inspired by"-adjective-en "inspirat en"-adjective-ca
"inspirat en"-adjective-ca "inspired by"-adjective-en
"installed"-adjective-en "instal·lat"-adjective-ca
"instal·lat"-adjective-ca "installed"-adjective-en
"integrated"-adjective-en "integrat"-adjective-ca
"integrat"-adjective-ca "integrated"-adjective-en
"interosseous"-adjective-en "interossi"-adjective-ca
"interossi"-adjective-ca "interosseous"-adjective-en
"interparadigmatic"-adjective-en "interparadigmàtic"-adjective-ca
"interparadigmàtic"-adjective-ca "interparadigmatic"-adjective-en
"interspecific"-adjective-en "interespecífic"-adjective-ca
"interespecífic"-adjective-ca "interspecific"-adjective-en
"intestate"-adjective-en "intestat"-adjective-ca
"intestat"-adjective-ca "intestate"-adjective-en
"intoxicated"-adjective-en "embriac"-adjective-ca
"embriac"-adjective-ca "intoxicated"-adjective-en
"intraspecific"-adjective-en "intraespecífic"-adjective-ca
"intraespecífic"-adjective-ca "intraspecific"-adjective-en
"intricate"-adjective-en "intricat"-adjective-ca
"intricat"-adjective-ca "intricate"-adjective-en
"investigative"-adjective-en "investigatiu"-adjective-ca
"investigatiu"-adjective-ca "investigative"-adjective-en
"ionospheric"-adjective-en "ionoesfèric"-adjective-ca
"ionoesfèric"-adjective-ca "ionospheric"-adjective-en
"isobathic"-adjective-en "isobàtic"-adjective-ca
"isobàtic"-adjective-ca "isobathic"-adjective-en
"isochronal"-adjective-en "isòcron"-adjective-ca
"isòcron"-adjective-ca "isochronal"-adjective-en
"isochronic"-adjective-en "isocrònic"-adjective-ca
"isocrònic"-adjective-ca "isochronic"-adjective-en
"isoclinal"-adjective-en "isoclí"-adjective-ca
"isoclí"-adjective-ca "isoclinal"-adjective-en
"isoclinic"-adjective-en "isoclínic"-adjective-ca
"isoclínic"-adjective-ca "isoclinic"-adjective-en
"isogonic"-adjective-en "isogònic"-adjective-ca
"isogònic"-adjective-ca "isogonic"-adjective-en
"isolated"-adjective-en "incomunicat"-adjective-ca
"isolated"-adjective-en "isolat"-adjective-ca
"incomunicat"-adjective-ca "isolated"-adjective-en
"isolat"-adjective-ca "isolated"-adjective-en
"isomorphic"-adjective-en "isomòrfic"-adjective-ca
"isomòrfic"-adjective-ca "isomorphic"-adjective-en
"isoseismic"-adjective-en "isosísmic"-adjective-ca
