mı	particle	crh	mı	particle	tur
dert	noun	crh	dert	noun	tur
atlı	noun	crh	atlı	noun	tur
asfalt	noun	crh	asfalt	noun	tur
teneke	noun	crh	teneke	noun	tur
tanker	noun	crh	tanker	noun	tur
itaat	noun	crh	itaat	noun	tur
eziyet	noun	crh	eziyet	noun	tur
donatma	noun	crh	donanım	noun	tur
adaletsizlik	noun	crh	adaletsizlik	noun	tur
tem	noun	crh	tem	noun	tur
tasvir	noun	crh	tasvir	noun	tur
tabiat	noun	crh	tabiat	noun	tur
şeytan	noun	crh	şeytan	noun	tur
şerit	noun	crh	şerit	noun	tur
ritm	noun	crh	ritim	noun	tur
insaniyet	noun	crh	insaniyet	noun	tur
ihtar	noun	crh	ihtar	noun	tur
hortum	noun	crh	hortum	noun	tur
fesat	noun	crh	fesat	noun	tur
bereket	noun	crh	bereket	noun	tur
ziyafet	noun	crh	ziyafet	noun	tur
zat	noun	crh	zat	noun	tur
teselli	noun	crh	teselli	noun	tur
tabut	noun	crh	tabut	noun	tur
solist	noun	crh	solist	noun	tur
platforma	noun	crh	platform	noun	tur
patron	noun	crh	patron	noun	tur
nota	noun	crh	nota	noun	tur
kereste	noun	crh	kereste	noun	tur
istifade	noun	crh	istifade	noun	tur
bitmek	noun	crh	bitmek	noun	tur
vaftiz	noun	crh	vaftiz	noun	tur
tezkere	noun	crh	tezkere	noun	tur
tertip	noun	crh	tertip	noun	tur
teke	noun	crh	teke	noun	tur
tarla	noun	crh	tarla	noun	tur
talk	noun	crh	talk	noun	tur
skit	noun	crh	skeç	noun	tur
serbestlik	noun	crh	serbestlik	noun	tur
nezaket	noun	crh	nezaket	noun	tur
muhtar	noun	crh	muhtar	noun	tur
meşrubat	noun	crh	meşrubat	noun	tur
mertlik	noun	crh	mertlik	noun	tur
master	noun	crh	master	noun	tur
katalog	noun	crh	katalog	noun	tur
çanta	noun	crh	çanta	noun	tur
atlas	noun	crh	atlas	noun	tur
armut	noun	crh	armut	noun	tur
turşu	noun	crh	turşu	noun	tur
tümen	noun	crh	tümen	noun	tur
terzi	noun	crh	terzi	noun	tur
tertibat	noun	crh	tertibat	noun	tur
terbiye	noun	crh	terbiye	noun	tur
teneffüs	noun	crh	teneffüs	noun	tur
tefekkür	noun	crh	tefekkür	noun	tur
segment	noun	crh	segment	noun	tur
samimiyet	noun	crh	samimiyet	noun	tur
saltanat	noun	crh	saltanat	noun	tur
reyting	noun	crh	reyting	noun	tur
post	noun	crh	post	noun	tur
polietilen	noun	crh	polietilen	noun	tur
minnet	noun	crh	minnet	noun	tur
militarizm	noun	crh	militarizm	noun	tur
metanet	noun	crh	metanet	noun	tur
mesüliyet	noun	crh	mesuliyet	noun	tur
mesuliyet	noun	crh	mesuliyet	noun	tur
kütle	noun	crh	kütle	noun	tur
kostüm	noun	crh	kostüm	noun	tur
granit	noun	crh	granit	noun	tur
fetih	noun	crh	fetih	noun	tur
element	noun	crh	element	noun	tur
edebiyatçı	noun	crh	edebiyatçı	noun	tur
cumartesi	noun	crh	cumartesi	noun	tur
çıta	noun	crh	çıta	noun	tur
beter	noun	crh	beter	noun	tur
antropolog	noun	crh	antropolog	noun	tur
aldatma	noun	crh	aldatma	noun	tur
vasiyet	noun	crh	vasiyet	noun	tur
toy	noun	crh	düğün	noun	tur
terleme	noun	crh	terleme	noun	tur
telgraf	noun	crh	telgraf	noun	tur
tebessüm	noun	crh	tebessüm	noun	tur
tantana	noun	crh	tantana	noun	tur
sepet	noun	crh	sepet	noun	tur
sektor	noun	crh	sektör	noun	tur
put	noun	crh	put	noun	tur
preparat	noun	crh	ilaç	noun	tur
paketleme	noun	crh	paketleme	noun	tur
operator	noun	crh	operator	noun	tur
neşriyat	noun	crh	neşriyat	noun	tur
müracaat	noun	crh	müracaat	noun	tur
mezat	noun	crh	açık artırma	noun	tur
mabet	noun	crh	mabet	noun	tur
istismarcı	noun	crh	istismarcı	noun	tur
ihtisas	noun	crh	ihtisas	noun	tur
hürriyet	noun	crh	hürriyet	noun	tur
feryat	noun	crh	feryat	noun	tur
fanatizm	noun	crh	fanatizm	noun	tur
etek	noun	crh	etek	noun	tur
elektron	noun	crh	elektron	noun	tur
dut	noun	crh	dut	noun	tur
dramaturg	noun	crh	senarist	noun	tur
çatal	noun	crh	çatal	noun	tur
bot	noun	crh	bot	noun	tur
balta	noun	crh	balta	noun	tur
balet	noun	crh	balet	noun	tur
ateist	noun	crh	ateist	noun	tur
arttırma	noun	crh	arttırma	noun	tur
artist	noun	crh	artist	noun	tur
departament	noun	crh	bölüm	noun	tur
tren	noun	crh	tren	noun	tur
turizm	noun	crh	turizm	noun	tur
müessise	noun	crh	müessese	noun	tur
müdirlik	noun	crh	müdürlük	noun	tur
student	noun	crh	öğrenci	noun	tur
mezun	noun	crh	mezun	noun	tur
gemi	noun	crh	gemi	noun	tur
uçaq	noun	crh	uçak	noun	tur
zıddiyet	noun	crh	kutuplaşma	noun	tur
fayız	noun	crh	yüzde	noun	tur
energetika	noun	crh	enerji	noun	tur
avtomobil	noun	crh	otomobil	noun	tur
üzer	noun	crh	üzer	noun	tur
keder	noun	crh	üzüntü	noun	tur
azırlıq	noun	crh	hazırlık	noun	tur
elçi	noun	crh	elçi	noun	tur
dialog	noun	crh	diyalog	noun	tur
yaqarlıq	noun	crh	yakıt	noun	tur
imaye	noun	crh	himaye	noun	tur
destek	noun	crh	destek	noun	tur
alt	noun	crh	alt	noun	tur
tintüv	noun	crh	baskın	noun	tur
efir	noun	crh	yayın	noun	tur
rupor	noun	crh	sözcü	noun	tur
komissiya	noun	crh	kurul	noun	tur
missiya	noun	crh	görev	noun	tur
muarririyet	noun	crh	editörlük	noun	tur
rubrika	noun	crh	başlık	noun	tur
ast	noun	crh	ast	noun	tur
yuqar	noun	crh	yukar	noun	tur
protsess	noun	crh	işlem	noun	tur
ayat	noun	crh	hayat	noun	tur
mektüp	noun	crh	mektup	noun	tur
pantürkizm	noun	crh	pantürkizm	noun	tur
komandan	noun	crh	kumandan	noun	tur
anayasa	noun	crh	anayasa	noun	tur
namzet	noun	crh	aday	noun	tur
dollar	noun	crh	dolar	noun	tur
ceet	noun	crh	yön	noun	tur
terrorizm	noun	crh	terörizm	noun	tur
qabaat	noun	crh	suç	noun	tur
iqtisadiyat	noun	crh	ekonomi	noun	tur
naqliye	noun	crh	nakliye	noun	tur
cami	noun	crh	cami	noun	tur
ürmet	noun	crh	hürmet	noun	tur
tarafdar	noun	crh	taraftar	noun	tur
saa	noun	crh	saha	noun	tur
sağlıq	noun	crh	sağlık	noun	tur
kereklik	noun	crh	gereklilik	noun	tur
separatist	noun	crh	ayrılıkçı	noun	tur
bergi	noun	crh	vergi	noun	tur
keçit	noun	crh	geçit	noun	tur
jurnalist	noun	crh	gazeteci	noun	tur
agentlik	noun	crh	ajans	noun	tur
qıymet	noun	crh	değer	noun	tur
vatandaşlıq	noun	crh	vatandaşlık	noun	tur
vatandaşlıq	noun	crh	iç	noun	tur
saqal	noun	crh	sakal	noun	tur
vaqia	noun	crh	olay	noun	tur
prokuror	noun	crh	savcı	noun	tur
añlaşma	noun	crh	anlaşma	noun	tur
saç	noun	crh	saç	noun	tur
informatsion	noun	crh	bilgi	noun	tur
informatsion	noun	crh	bilişim	noun	tur
qurşun	noun	crh	kurşun	noun	tur
tekrar	noun	crh	tekrar	noun	tur
adalet	noun	crh	adalet	noun	tur
bağça	noun	crh	bahçe	noun	tur
zindan	noun	crh	zindan	noun	tur
apishane	noun	crh	zindan	noun	tur
cebe	noun	crh	alan	noun	tur
cebe	noun	crh	cephe	noun	tur
çapar	noun	crh	kurye	noun	tur
tüy	noun	crh	tüy	noun	tur
zan	noun	crh	zan	noun	tur
yanaq	noun	crh	yanak	noun	tur
yuva	noun	crh	yuva	noun	tur
yalancı	noun	crh	yalancı	noun	tur
dua	noun	crh	dua	noun	tur
emir	noun	crh	emir	noun	tur
qorqu	noun	crh	korku	noun	tur
uğultı	noun	crh	uğultu	noun	tur
cian	noun	crh	dünya	noun	tur
araret	noun	crh	sıcaklık	noun	tur
qulaq	noun	crh	kulak	noun	tur
terek	noun	crh	ağaç	noun	tur
özen	noun	crh	nehir	noun	tur
türkçe	noun	crh	Türkçe	noun	tur
qapı	noun	crh	kapı	noun	tur
qat	noun	crh	kat	noun	tur
latin	noun	crh	latin	noun	tur
rok	noun	crh	rock	noun	tur
yanvar	noun	crh	ocak¹	noun	tur
fevral	noun	crh	şubat	noun	tur
aprel	noun	crh	nisan	noun	tur
mayıs	noun	crh	mayıs	noun	tur
iyün	noun	crh	haziran	noun	tur
iyül	noun	crh	temmuz	noun	tur
avgust	noun	crh	ağustos	noun	tur
sentâbr	noun	crh	eylül	noun	tur
noyabr	noun	crh	kasım	noun	tur
oktâbr	noun	crh	ekim	noun	tur
dekabr	noun	crh	aralık¹	noun	tur
maarifçi	noun	crh	alim	noun	tur
matem	noun	crh	yas	noun	tur
qarılğaç	noun	crh	kırlangıç	noun	tur
tercime	noun	crh	tercüme	noun	tur
vazife	noun	crh	vazife	noun	tur
maqsat	noun	crh	amaç	noun	tur
maqsat	noun	crh	maksat	noun	tur
memuriyet	noun	crh	idare	noun	tur
çıqış	noun	crh	çıkış	noun	tur
leyha	noun	crh	proje	noun	tur
leyha	noun	crh	taslak	noun	tur
leyha	noun	crh	plan	noun	tur
voyevoda	noun	crh	voyvoda	noun	tur
bahşış	noun	crh	bahşiş	noun	tur
etraf	noun	crh	etraf	noun	tur
ana	noun	crh	anne	noun	tur
yunan	noun	crh	Yunanlı	noun	tur
partizan	noun	crh	partizan	noun	tur
oca	noun	crh	hoca	noun	tur
mukâfat	noun	crh	mükafat	noun	tur
ğarb	noun	crh	batı	noun	tur
yazıcı	noun	crh	yazar	noun	tur
bestekâr	noun	crh	bestekar	noun	tur
sanayı	noun	crh	sanayi	noun	tur
qırallıq	noun	crh	krallık	noun	tur
parça	noun	crh	parça	noun	tur
milât	noun	crh	milat	noun	tur
kök	noun	crh	kök	noun	tur
emir	noun	crh	emir	noun	tur
derece	noun	crh	derece	noun	tur
defa	noun	crh	defa	noun	tur
coğrafiya	noun	crh	coğrafya	noun	tur
şeyh	noun	crh	şeyh	noun	tur
ifade	noun	crh	ifade	noun	tur
cami	noun	crh	cami	noun	tur
taht	noun	crh	taht	noun	tur
icat	noun	crh	icat	noun	tur
çufut	noun	crh	Yahudi	noun	tur
qış	noun	crh	kış	noun	tur
quvet	noun	crh	kuvvet	noun	tur
müze	noun	crh	müze	noun	tur
ikâye	noun	crh	hikaye	noun	tur
fırqa	noun	crh	parti	noun	tur
ekseriyet	noun	crh	ekseriyet	noun	tur
pasport	noun	crh	pasaport	noun	tur
bank	noun	crh	banka	noun	tur
vade	noun	crh	vaat	noun	tur
avale	noun	crh	görev	noun	tur
teslim	noun	crh	teslim	noun	tur
ariza	noun	crh	arıza	noun	tur
müfti	noun	crh	müftü	noun	tur
müftiyat	noun	crh	müftülük	noun	tur
maqsat	noun	crh	hedef	noun	tur
tamır	noun	crh	kök	noun	tur
sürgünlik	noun	crh	sürgün	noun	tur
pedagogika	noun	crh	pedagoji	noun	tur
ev	noun	crh	ev	noun	tur
el	noun	crh	el	noun	tur
demiryol	noun	crh	demiryolu	noun	tur
ceza	noun	crh	ceza	noun	tur
telekanal	noun	crh	kanal	noun	tur
naqliyat	noun	crh	nakliyat	noun	tur
sayt	noun	crh	site	noun	tur
taqiqat	noun	crh	soruşturma	noun	tur
telefon	noun	crh	telefon	noun	tur
bölük	noun	crh	bölük	noun	tur
afta	noun	crh	hafta	noun	tur
sürgün	noun	crh	sürgün	noun	tur
maşina	noun	crh	araba	noun	tur
aza	noun	crh	üye	noun	tur
imkân	noun	crh	imkan	noun	tur
içki	noun	crh	iç	noun	tur
süret	noun	crh	şekil	noun	tur
sakin	noun	crh	sakin	noun	tur
tahta	noun	crh	tahta	noun	tur
rica	noun	crh	rica	noun	tur
zarar	noun	crh	zarar	noun	tur
mesele	noun	crh	mesele	noun	tur
qol	noun	crh	kol	noun	tur
beyanat	noun	crh	beyanat	noun	tur
sıñır	noun	crh	sınır	noun	tur
elektrik	noun	crh	elektrik	noun	tur
ğazı	noun	crh	gazi	noun	tur
terciman	noun	crh	tercüman	noun	tur
adam	noun	crh	adam	noun	tur
seviye	noun	crh	seviye	noun	tur
vefat	noun	crh	vefat	noun	tur
apis	noun	crh	hapis	noun	tur
idare	noun	crh	idare	noun	tur
topraq	noun	crh	toprak	noun	tur
qamaçav	noun	crh	abluka	noun	tur
ıstıla	noun	crh	terim	noun	tur
vekil	noun	crh	vekil	noun	tur
çerçive	noun	crh	çerçeve	noun	tur
fikir	noun	crh	fikir	noun	tur
fikir	noun	crh	düşünce	noun	tur
grivna	noun	crh	grivna	noun	tur
söz	noun	crh	söz	noun	tur
flot	noun	crh	donanma	noun	tur
islâm	noun	crh	islam	noun	tur
islam	noun	crh	islam	noun	tur
saba	noun	crh	sabah	noun	tur
oğul	noun	crh	oğul	noun	tur
tarif	noun	crh	tarif	noun	tur
cevap	noun	crh	cevap	noun	tur
rey	noun	crh	oy	noun	tur
nezaret	noun	crh	gözetim	noun	tur
müdir	noun	crh	müdür	noun	tur
çeşit	noun	crh	çeşit	noun	tur
politsiya	noun	crh	polis	noun	tur
yüz	noun	crh	yüz	noun	tur
nazir	noun	crh	bakan	noun	tur
iş	noun	crh	iş	noun	tur
nazirlik	noun	crh	bakanlık	noun	tur
cemaat	noun	crh	toplum	noun	tur
birlik	noun	crh	iş	noun	tur
haber	noun	crh	haber	noun	tur
matbuat	noun	crh	matbuat	noun	tur
hızmet	noun	crh	hizmet	noun	tur
vilâyet	noun	crh	vilayet	noun	tur
mustaqillik	noun	crh	bağımsızlık	noun	tur
hocalıq	noun	crh	hocalık	noun	tur
hocalıq	noun	crh	ekonomi	noun	tur
hocalıq	noun	crh	iktisat	noun	tur
ses	noun	crh	ses	noun	tur
zapt	noun	crh	zapt	noun	tur
boy	noun	crh	boy	noun	tur
şive	noun	crh	şive	noun	tur
arap	noun	crh	arap	noun	tur
ders	noun	crh	ders	noun	tur
hristian	noun	crh	Hıristiyan	noun	tur
erbap	noun	crh	erbap	noun	tur
saat	noun	crh	saat	noun	tur
meclis	noun	crh	meclis	noun	tur
qanat	noun	crh	kanat	noun	tur
pencere	noun	crh	pencere	noun	tur
nefes	noun	crh	nefes	noun	tur
küneş	noun	crh	güneş	noun	tur
köpük	noun	crh	köpük	noun	tur
kilit	noun	crh	kilit	noun	tur
ırmaq	noun	crh	ırmak	noun	tur
defter	noun	crh	defter	noun	tur
borc	noun	crh	borç	noun	tur
arqa	noun	crh	arka	noun	tur
prezident	noun	crh	cumhurbaşkan	noun	tur
akimiyet	noun	crh	hakimiyet	noun	tur
diaspora	noun	crh	diaspora	noun	tur
muhtariyet	noun	crh	özerklik	noun	tur
an	noun	crh	an	noun	tur
icra	noun	crh	icra	noun	tur
malümat	noun	crh	bilgi	noun	tur
cümle	noun	crh	cümle	noun	tur
cümle	noun	crh	tümce	noun	tur
malümat	noun	crh	malumat	noun	tur
mart	noun	crh	Mart	noun	tur
cedvel	noun	crh	liste	noun	tur
mühbir	noun	crh	muhabir	noun	tur
yer	noun	crh	yer	noun	tur
soñ	noun	crh	son	noun	tur
al	noun	crh	hal	noun	tur
yarımada	noun	crh	yarımada	noun	tur
eali	noun	crh	ahali	noun	tur
region	noun	crh	bölge	noun	tur
faiz	noun	crh	yüzde	noun	tur
organ	noun	crh	organ	noun	tur
dünya	noun	crh	dünya	noun	tur
teşkilât	noun	crh	teşkilat	noun	tur
qurultay	noun	crh	kurultay	noun	tur
til	noun	crh	dil	noun	tur
zaman	noun	crh	zaman	noun	tur
aq	noun	crh	hak	noun	tur
bala	noun	crh	çocuk	noun	tur
rayon	noun	crh	bölge	noun	tur
halq	noun	crh	halk	noun	tur
zümre	noun	crh	zümre	noun	tur
zümre	noun	crh	aile	noun	tur
taraf	noun	crh	taraf	noun	tur
millet	noun	crh	millet	noun	tur
devlet	noun	crh	devlet	noun	tur
çöl	noun	crh	ova	noun	tur
universitet	noun	crh	üniversite	noun	tur
cumhuriyet	noun	crh	cumhuriyet	noun	tur
respublika	noun	crh	cumhuriyet	noun	tur
qızdıruv	noun	crh	ısıtma	noun	tur
yıldız	noun	crh	yıldız	noun	tur
sene	noun	crh	sene	noun	tur
tarih	noun	crh	tarih	noun	tur
ava	noun	crh	hava	noun	tur
status	noun	crh	durum	noun	tur
izin	noun	crh	izin	noun	tur
devam	noun	crh	devam	noun	tur
hanlıq	noun	crh	hanlık	noun	tur
ittifaqdaş	noun	crh	müttefik	noun	tur
havfsızlıq	noun	crh	emniyet	noun	tur
sülâle	noun	crh	hanedan	noun	tur
üküm	noun	crh	hüküm	noun	tur
temelci	noun	crh	kurucu	noun	tur
han	noun	crh	han	noun	tur
devir	noun	crh	devir	noun	tur
tasil	noun	crh	eğitim	noun	tur
sistema	noun	crh	sistem	noun	tur
medeniyet	noun	crh	medeniyet	noun	tur
sanat	noun	crh	sanat	noun	tur
edebiyat	noun	crh	edebiyat	noun	tur
inkişaf	noun	crh	gelişim	noun	tur
şiiriyet	noun	crh	şiir	noun	tur
klassik	noun	crh	klasik	noun	tur
aşıq	noun	crh	aşık	noun	tur
şair	noun	crh	şair	noun	tur
mimarcılıq	noun	crh	mimarlık	noun	tur
abide	noun	crh	abide	noun	tur
memleket	noun	crh	memleket	noun	tur
memleket	noun	crh	ülke	noun	tur
sıra	noun	crh	sıra	noun	tur
asır	noun	crh	asır	noun	tur
ücüm	noun	crh	hücüm	noun	tur
yasaq	noun	crh	yasak	noun	tur
qardaş	noun	crh	kardeş	noun	tur
arqadaş	noun	crh	arkadaş	noun	tur
boyun	noun	crh	boyun	noun	tur
renk	noun	crh	renk	noun	tur
cenk	noun	crh	cenk	noun	tur
cenk	noun	crh	savaş	noun	tur
eali	noun	crh	nüfus	noun	tur
kişi	noun	crh	kişi	noun	tur
esir	noun	crh	esir	noun	tur
rus	noun	crh	Rus	noun	tur
ukrain	noun	crh	Ukraynalı	noun	tur
çarşı	noun	crh	çarşı	noun	tur
şarq	noun	crh	doğu	noun	tur
yolbaşçılıq	noun	crh	liderlik	noun	tur
yolbaşçı	noun	crh	lider	noun	tur
qamçı	noun	crh	kamçı	noun	tur
vaqıt	noun	crh	vakit	noun	tur
vaqıt	noun	crh	süre	noun	tur
qale	noun	crh	kale	noun	tur
civar	noun	crh	civar	noun	tur
prokuratura	noun	crh	savcılık	noun	tur
şeer	noun	crh	şehir	noun	tur
kül	noun	crh	kül	noun	tur
ordu	noun	crh	ordu	noun	tur
köy	noun	crh	köy	noun	tur
yan	noun	crh	yan	noun	tur
yol	noun	crh	yol	noun	tur
uruş	noun	crh	muharebe	noun	tur
mağlübiyet	noun	crh	mağlubiyet	noun	tur
mağlübiyet	noun	crh	yenilgi	noun	tur
tarz	noun	crh	tarz	noun	tur
tarz	noun	crh	şekil	noun	tur
sefer	noun	crh	sefer	noun	tur
icret	noun	crh	göç	noun	tur
netice	noun	crh	netice	noun	tur
icretçi	noun	crh	göçmen	noun	tur
territoriya	noun	crh	bölge	noun	tur
lider	noun	crh	lider	noun	tur
gazeta	noun	crh	gazete	noun	tur
neşir	noun	crh	neşir	noun	tur
muavin	noun	crh	danışman	noun	tur
merkez	noun	crh	merkez	noun	tur
saife	noun	crh	sayfa	noun	tur
qasaba	noun	crh	kasaba	noun	tur
ad	noun	crh	ad	noun	tur
delegat	noun	crh	delege	noun	tur
liman	noun	crh	liman	noun	tur
musulman	noun	crh	muslüman	noun	tur
noğay	noun	crh	nogay	noun	tur
komitet	noun	crh	komite	noun	tur
baş	noun	crh	baş	noun	tur
başlıq	noun	crh	yetkili	adjective	tur
başlıq	noun	crh	yetkili	adjective	tur
müsibet	noun	crh	musibet	noun	tur
kün	noun	crh	gün	noun	tur
aqq	noun	crh	hakk	noun	tur
inqilâp	noun	crh	devrim	noun	tur
inqilâp	noun	crh	inkılap	noun	tur
şahıs	noun	crh	şahıs	noun	tur
bağ	noun	crh	bağ	noun	tur
reis	noun	crh	reis	noun	tur
din	noun	crh	din	noun	tur
şiar	noun	crh	şiar	noun	tur
köz	noun	crh	göz	noun	tur
bolşevik	noun	crh	bolşevik	noun	tur
mecmua	noun	crh	dergi	noun	tur
qoranta	noun	crh	aile	noun	tur
aile	noun	crh	aile	noun	tur
saip	noun	crh	sahip	noun	tur
mektep	noun	crh	okul	noun	tur
açlıq	noun	crh	açlık	noun	tur
maliye	noun	crh	maliye	noun	tur
gaz	noun	crh	gaz	noun	tur
şura	noun	crh	sovyet	noun	tur
müellif	noun	crh	müellif	noun	tur
müellif	noun	crh	yazar	noun	tur
adise	noun	crh	hadise	noun	tur
repressiya	noun	crh	baskı	noun	tur
fiyat	noun	crh	fiyat	noun	tur
basqı	noun	crh	baskı	noun	tur
münever	noun	crh	münevver	noun	tur
münever	noun	crh	aydın	noun	tur
zulum	noun	crh	zulüm	noun	tur
deñiz	noun	crh	deniz	noun	tur
siyasetçi	noun	crh	siyasetçi	noun	tur
üst	noun	crh	üst	noun	tur
siyaset	noun	crh	siyaset	noun	tur
alim	noun	crh	alim	noun	tur
sayı	noun	crh	sayı	noun	tur
çetel	noun	crh	dış	noun	tur
sebep	noun	crh	sebep	noun	tur
ümüt	noun	crh	umut	noun	tur
vatandaş	noun	crh	vatandaş	noun	tur
qırımtatar	noun	crh	Kırım Tatarı	noun	tur
qırımtatarca	noun	crh	Kırım Tatarcası	noun	tur
ükümet	noun	crh	hükümet	noun	tur
tatar	noun	crh	Tatar	noun	tur
yalı	noun	crh	kıyı	noun	tur
türk	noun	crh	türk	noun	tur
qarar	noun	crh	karar	noun	tur
dernek	noun	crh	dernek	noun	tur
bey	noun	crh	bey	noun	tur
faaliyet	noun	crh	faaliyet	noun	tur
ada	noun	crh	ada	noun	tur
laf	noun	crh	söz	noun	tur
parlament	noun	crh	meclis	noun	tur
ateş	noun	crh	ateş	noun	tur
iç	noun	crh	iç	noun	tur
orta	noun	crh	orta	noun	tur
dalğa	noun	crh	dalga	noun	tur
sultan	noun	crh	sultan	noun	tur
qız	noun	crh	kız	noun	tur
muzıka	noun	crh	müzik	noun	tur
ara	noun	crh	ara	noun	tur
qarşı	noun	crh	karşı	noun	tur
asılzade	noun	crh	asilzade	noun	tur
müstemleke	noun	crh	sömürge	noun	tur
taqdim	noun	crh	takdim	noun	tur
dağ	noun	crh	dağ	noun	tur
mani	noun	crh	mani	noun	tur
institut	noun	crh	enstitü	noun	tur
gazı	noun	crh	gazi	noun	tur
imperiya	noun	crh	imparatorluk	noun	tur
işğal	noun	crh	işgal	noun	tur
feldmarşal	noun	crh	mareşal	noun	tur
tedbir	noun	crh	tedbir	noun	tur
tevsiye	noun	crh	tavsiye	noun	tur
qısım	noun	crh	kısım	noun	tur
reber	noun	crh	başkan	noun	tur
teşkil	noun	crh	teşkil	noun	tur
reber	noun	crh	müdür	noun	tur
eser	noun	crh	eser	noun	tur
meydan	noun	crh	meydan	noun	tur
metropoliya	noun	crh	şehir	noun	tur
mefküre	noun	crh	fikir	noun	tur
alman	noun	crh	Alman	noun	tur
taqım	noun	crh	takım	noun	tur
riayet	noun	crh	riayet	noun	tur
elifbe	noun	crh	alfabe	noun	tur
mefküre	noun	crh	düşünce	noun	tur
esas	noun	crh	esas	noun	tur
niyet	noun	crh	niyet	noun	tur
ald	noun	crh	alt	noun	tur
terkip	noun	crh	dahil	noun	tur
osmanlı	noun	crh	Osmanlı	noun	tur
film	noun	crh	film	noun	tur
ilân	noun	crh	ilan	noun	tur
kâğıt	noun	crh	kağıt	noun	tur
yürek	noun	crh	yürek	noun	tur
yapraq	noun	crh	yaprak	noun	tur
şey	noun	crh	şey	noun	tur
ay	noun	crh	ay	noun	tur
silâ	noun	crh	silah	noun	tur
yıl	noun	crh	yıl	noun	tur
medrese	noun	crh	medrese	noun	tur
kültür	noun	crh	kültür	noun	tur
iştirakçi	noun	crh	üye	noun	tur
kod	noun	crh	kod	noun	tur
köçebe	noun	crh	göçebe	noun	tur
duşman	noun	crh	düşman	noun	tur
noqta	noun	crh	nokta	noun	tur
bina	noun	crh	bina	noun	tur
aktsiya	noun	crh	faaliyet	noun	tur
bayram	noun	crh	bayram	noun	tur
acele	noun	crh	acele	noun	tur
davet	noun	crh	davet	noun	tur
narazılıq	noun	crh	karşıtlık	noun	tur
tesir	noun	crh	tesir	noun	tur
video	noun	crh	video	noun	tur
bayraq	noun	crh	bayrak	noun	tur
aqşam	noun	crh	akşam	noun	tur
cuma	noun	crh	cuma	noun	tur
çarşenbe	noun	crh	çarşamba	noun	tur
miting	noun	crh	miting	noun	tur
havf	noun	crh	tehlike	noun	tur
ileri	noun	crh	ileri	noun	tur
havf	noun	crh	korku	noun	tur
gece	noun	crh	gece	noun	tur
diqqat	noun	crh	dikkat	noun	tur
madde	noun	crh	madde	noun	tur
baba	noun	crh	baba	noun	tur
cinayet	noun	crh	cinayet	noun	tur
munasebet	noun	crh	münasebet	noun	tur
kongress	noun	crh	kongre	noun	tur
ziyaret	noun	crh	ziyaret	noun	tur
cumaertesi	noun	crh	cumartesi	noun	tur
bazar	noun	crh	pazar	noun	tur
tahmin	noun	crh	tahmin	noun	tur
kerçek	noun	crh	gerçek	noun	tur
şirket	noun	crh	şirket	noun	tur
kompaniya	noun	crh	şirket	noun	tur
ermeni	noun	crh	ermeni	noun	tur
vatan	noun	crh	vatan	noun	tur
tarihçı	noun	crh	tarihçi	noun	tur
bazarertesi	noun	crh	pazartesi	noun	tur
migratsion	noun	crh	göç	noun	tur
yañlış	noun	crh	yanlış	noun	tur
ticaret	noun	crh	ticaret	noun	tur
sual	noun	crh	soru	noun	tur
ğaye	noun	crh	amaç	noun	tur
adliyeci	noun	crh	hukukçu	noun	tur
qabaat	noun	crh	kabahat	noun	tur
qadın	noun	crh	kadın	noun	tur
qadı	noun	crh	kadı	noun	tur
mudafaa	noun	crh	savunma	noun	tur
insan	noun	crh	insan	noun	tur
yardım	noun	crh	yardım	noun	tur
mahkeme	noun	crh	mahkeme	noun	tur
uquq	noun	crh	hukuk	noun	tur
aqiqat	noun	crh	hakikat	noun	tur
vaziyet	noun	crh	vaziyet	noun	tur
vaziyet	noun	crh	hal	noun	tur
kâtip	noun	crh	katip	noun	tur
talap	noun	crh	talep	noun	tur
areket	noun	crh	hareket	noun	tur
muracaat	noun	crh	müracaat	noun	tur
terk	noun	crh	terk	noun	tur
vasta	noun	crh	vasıta	noun	tur
paytaht	noun	crh	başkent	noun	tur
il	noun	crh	il	noun	tur
temin	noun	crh	temin	noun	tur
deputat	noun	crh	danışman	noun	tur
deputat	noun	crh	sözcü	noun	tur
deputat	noun	crh	vekil	noun	tur
radio	noun	crh	radyo	noun	tur
şekil	noun	crh	şekil	noun	tur
şiir	noun	crh	şiir	noun	tur
internet	noun	crh	internet	noun	tur
kere	noun	crh	kere	noun	tur
Türk	noun	crh	Türk	noun	tur
yük	noun	crh	yük	noun	tur
federatsiya	noun	crh	federasyon	noun	tur
qoruyıcı	noun	crh	koruyucu	noun	tur
müddet	noun	crh	müddet	noun	tur
blok	noun	crh	blok	noun	tur
şikâyet	noun	crh	şikayet	noun	tur
konferentsiya	noun	crh	konferans	noun	tur
küreş	noun	crh	güreş	noun	tur
ömür	noun	crh	ömür	noun	tur
raatlıq	noun	crh	rahatlık	noun	tur
saye	noun	crh	saye	noun	tur
muarrir	noun	crh	editör	noun	tur
qurban	noun	crh	kurban	noun	tur
itiraz	noun	crh	itiraz	noun	tur
gruppa	noun	crh	grup	noun	tur
arfe	noun	crh	arife	noun	tur
agent	noun	crh	ajan	noun	tur
salı	noun	crh	salı	noun	tur
vesiqa	noun	crh	vesika	noun	tur
