"qualsevol"-determiner-ca "ajna"-determiner-eo
"antaŭ"-preposition-eo "abans de"-preposition-ca
"antaŭ"-preposition-eo "davant"-preposition-ca
"antaŭ"-preposition-eo "davant de"-preposition-ca
"davant"-preposition-ca "antaŭ"-preposition-eo
"davant de"-preposition-ca "antaŭ"-preposition-eo
"renovar"-verb-ca "renovigi"-verb-eo
"renovigi"-verb-eo "renovar"-verb-ca
"komponi"-verb-eo "compondre"-verb-ca
"compondre"-verb-ca "komponi"-verb-eo
"construir"-verb-ca "konstrui"-verb-eo
"konstrui"-verb-eo "construir"-verb-ca
"aera"-adjective-eo "aeri"-adjective-ca
"aeri"-adjective-ca "aera"-adjective-eo
"impur"-adjective-ca "malpura"-adjective-eo
"malpura"-adjective-eo "impur"-adjective-ca
"malpura"-adjective-eo "brut"-adjective-ca
"brut"-adjective-ca "malpura"-adjective-eo
"concís"-adjective-ca "konciza"-adjective-eo
"konciza"-adjective-eo "concís"-adjective-ca
"impotent"-adjective-ca "impotenta"-adjective-eo
"impotenta"-adjective-eo "impotent"-adjective-ca
"grava"-adjective-eo "greu"-adjective-ca
"grava"-adjective-eo "important"-adjective-ca
"greu"-adjective-ca "grava"-adjective-eo
"important"-adjective-ca "grava"-adjective-eo
"libera"-adjective-eo "lliure"-adjective-ca
"lliure"-adjective-ca "libera"-adjective-eo
"cardíac"-adjective-ca "kora"-adjective-eo
"kora"-adjective-eo "cardíac"-adjective-ca
"bru"-adjective-ca "bruna"-adjective-eo
"bruna"-adjective-eo "bru"-adjective-ca
"inicial"-adjective-ca "komenca"-adjective-eo
"komenca"-adjective-eo "inicial"-adjective-ca
"original"-adjective-ca "originala"-adjective-eo
"originala"-adjective-eo "original"-adjective-ca
"saltar"-verb-ca "salti"-verb-eo
"salti"-verb-eo "saltar"-verb-ca
"patroni"-verb-eo "patrocinar"-verb-ca
"patrocinar"-verb-ca "patroni"-verb-eo
"profili"-verb-eo "perfilar"-verb-ca
"perfilar"-verb-ca "profili"-verb-eo
"solvi"-verb-eo "resoldre"-verb-ca
"resoldre"-verb-ca "solvi"-verb-eo
"abdiki"-verb-eo "abdicar"-verb-ca
"abdicar"-verb-ca "abdiki"-verb-eo
"dimitir"-verb-ca "demisii"-verb-eo
"demisii"-verb-eo "dimitir"-verb-ca
"habitual"-adjective-ca "kutima"-adjective-eo
"kutima"-adjective-eo "habitual"-adjective-ca
"instrumental"-adjective-ca "instrumenta"-adjective-eo
"instrumenta"-adjective-eo "instrumental"-adjective-ca
"intermedi"-adjective-ca "intera"-adjective-eo
"intera"-adjective-eo "intermedi"-adjective-ca
"mitjà"-adjective-ca "meza"-adjective-eo
"meza"-adjective-eo "mitjà"-adjective-ca
"modera"-adjective-eo "moderat"-adjective-ca
"moderat"-adjective-ca "modera"-adjective-eo
"konservativa"-adjective-eo "conservador"-adjective-ca
"conservador"-adjective-ca "konservativa"-adjective-eo
"diakrita"-adjective-eo "diacrític"-adjective-ca
"diacrític"-adjective-ca "diakrita"-adjective-eo
"sentimental"-adjective-ca "sentimentala"-adjective-eo
"sentimentala"-adjective-eo "sentimental"-adjective-ca
"denaska"-adjective-eo "nadiu"-adjective-ca
"denaska"-adjective-eo "natiu"-adjective-ca
"nadiu"-adjective-ca "denaska"-adjective-eo
"natiu"-adjective-ca "denaska"-adjective-eo
"autòcton"-adjective-ca "aŭtoktona"-adjective-eo
"aŭtoktona"-adjective-eo "autòcton"-adjective-ca
"indiĝena"-adjective-eo "indígena"-adjective-ca
"indígena"-adjective-ca "indiĝena"-adjective-eo
"samtempa"-adjective-eo "simultani"-adjective-ca
"simultani"-adjective-ca "samtempa"-adjective-eo
"kruda"-adjective-eo "cru"-adjective-ca
"cru"-adjective-ca "kruda"-adjective-eo
"groller"-adjective-ca "malĝentila"-adjective-eo
"groller"-adjective-ca "maldelikata"-adjective-eo
"malĝentila"-adjective-eo "groller"-adjective-ca
"maldelikata"-adjective-eo "groller"-adjective-ca
"maldelikata"-adjective-eo "grosser"-adjective-ca
"grosser"-adjective-ca "maldelikata"-adjective-eo
"pala"-adjective-eo "pàl·lid"-adjective-ca
"pàl·lid"-adjective-ca "pala"-adjective-eo
"igual"-adjective-ca "egala"-adjective-eo
"egala"-adjective-eo "igual"-adjective-ca
"likva"-adjective-eo "líquid"-adjective-ca
"líquid"-adjective-ca "likva"-adjective-eo
"kontraŭdira"-adjective-eo "contradictori"-adjective-ca
"contradictori"-adjective-ca "kontraŭdira"-adjective-eo
"konflikta"-adjective-eo "conflictiu"-adjective-ca
"conflictiu"-adjective-ca "konflikta"-adjective-eo
"intensiva"-adjective-eo "intensiu"-adjective-ca
"intensiu"-adjective-ca "intensiva"-adjective-eo
"perforta"-adjective-eo "violent"-adjective-ca
"violent"-adjective-ca "perforta"-adjective-eo
"dinamika"-adjective-eo "dinàmic"-adjective-ca
"dinàmic"-adjective-ca "dinamika"-adjective-eo
"progresema"-adjective-eo "progressista"-adjective-ca
"progressista"-adjective-ca "progresema"-adjective-eo
"aproximat"-adjective-ca "proksimuma"-adjective-eo
"proksimuma"-adjective-eo "aproximat"-adjective-ca
"kontribui"-verb-eo "contribuir"-verb-ca
"contribuir"-verb-ca "kontribui"-verb-eo
"mencii"-verb-eo "mencionar"-verb-ca
"mencii"-verb-eo "esmentar"-verb-ca
"mencionar"-verb-ca "mencii"-verb-eo
"esmentar"-verb-ca "mencii"-verb-eo
"citi"-verb-eo "citar"-verb-ca
"citar"-verb-ca "citi"-verb-eo
"subscriure"-verb-ca "subskripcii"-verb-eo
"subskripcii"-verb-eo "subscriure"-verb-ca
"codificar"-verb-ca "kodi"-verb-eo
"kodi"-verb-eo "codificar"-verb-ca
"kodi"-verb-eo "xifrar"-verb-ca
"xifrar"-verb-ca "kodi"-verb-eo
"computar"-verb-ca "komputi"-verb-eo
"komputi"-verb-eo "computar"-verb-ca
"defraudar"-verb-ca "fraŭdi"-verb-eo
"fraŭdi"-verb-eo "defraudar"-verb-ca
"finançar"-verb-ca "financi"-verb-eo
"financi"-verb-eo "finançar"-verb-ca
"rezisti"-verb-eo "resistir"-verb-ca
"resistir"-verb-ca "rezisti"-verb-eo
"entrevistar"-verb-ca "intervjui"-verb-eo
"intervjui"-verb-eo "entrevistar"-verb-ca
"propagi"-verb-eo "propagar"-verb-ca
"propagar"-verb-ca "propagi"-verb-eo
"rezigni"-verb-eo "renunciar"-verb-ca
"renunciar"-verb-ca "rezigni"-verb-eo
"lamentar"-verb-ca "lamenti"-verb-eo
"lamenti"-verb-eo "lamentar"-verb-ca
"preskribi"-verb-eo "prescriure"-verb-ca
"prescriure"-verb-ca "preskribi"-verb-eo
"stumbli"-verb-eo "ensopegar"-verb-ca
"ensopegar"-verb-ca "stumbli"-verb-eo
"heziti"-verb-eo "vacil·lar"-verb-ca
"vacil·lar"-verb-ca "heziti"-verb-eo
"popoli"-verb-eo "poblar"-verb-ca
"poblar"-verb-ca "popoli"-verb-eo
"redactar"-verb-ca "redakti"-verb-eo
"redakti"-verb-eo "redactar"-verb-ca
"rosegar"-verb-ca "ronĝi"-verb-eo
"ronĝi"-verb-eo "rosegar"-verb-ca
"kalibri"-verb-eo "calibrar"-verb-ca
"calibrar"-verb-ca "kalibri"-verb-eo
"florir"-verb-ca "flori"-verb-eo
"flori"-verb-eo "florir"-verb-ca
"kompetenta"-adjective-eo "competent"-adjective-ca
"competent"-adjective-ca "kompetenta"-adjective-eo
"kapabla"-adjective-eo "capaç"-adjective-ca
"kapabla"-adjective-eo "apte"-adjective-ca
"capaç"-adjective-ca "kapabla"-adjective-eo
"apte"-adjective-ca "kapabla"-adjective-eo
"bo"-adjective-ca "bona"-adjective-eo
"bona"-adjective-eo "bo"-adjective-ca
"fonamental"-adjective-ca "fundamenta"-adjective-eo
"fundamenta"-adjective-eo "fonamental"-adjective-ca
"frenètic"-adjective-ca "furioza"-adjective-eo
"furioza"-adjective-eo "frenètic"-adjective-ca
"furioza"-adjective-eo "furiós"-adjective-ca
"furiós"-adjective-ca "furioza"-adjective-eo
"ironia"-adjective-eo "irònic"-adjective-ca
"irònic"-adjective-ca "ironia"-adjective-eo
"seka"-adjective-eo "sec"-adjective-ca
"sec"-adjective-ca "seka"-adjective-eo
"ratifiki"-verb-eo "ratificar"-verb-ca
"ratificar"-verb-ca "ratifiki"-verb-eo
"katalogi"-verb-eo "catalogar"-verb-ca
"catalogar"-verb-ca "katalogi"-verb-eo
"inventari"-verb-eo "inventariar"-verb-ca
"inventariar"-verb-ca "inventari"-verb-eo
"comercial"-adjective-ca "komerca"-adjective-eo
"komerca"-adjective-eo "comercial"-adjective-ca
"frakcii"-verb-eo "fraccionar"-verb-ca
"fraccionar"-verb-ca "frakcii"-verb-eo
"dekstro"-noun-eo "dreta"-noun-ca
"dreta"-noun-ca "dekstro"-noun-eo
"riquesa"-noun-ca "riĉeco"-noun-eo
"riĉeco"-noun-eo "riquesa"-noun-ca
"disminució"-noun-ca "malpliigo"-noun-eo
"malpliigo"-noun-eo "disminució"-noun-ca
"contaminació"-noun-ca "poluado"-noun-eo
"poluado"-noun-eo "contaminació"-noun-ca
"meso"-noun-eo "missa"-noun-ca
"missa"-noun-ca "meso"-noun-eo
"katastrofo"-noun-eo "catàstrofe"-noun-ca
"catàstrofe"-noun-ca "katastrofo"-noun-eo
"referència"-noun-ca "referenco"-noun-eo
"referenco"-noun-eo "referència"-noun-ca
"mano"-noun-eo "mà"-noun-ca
"mà"-noun-ca "mano"-noun-eo
"monaĥo"-noun-eo "monjo"-noun-ca
"monjo"-noun-ca "monaĥo"-noun-eo
"frato"-noun-eo "germà"-noun-ca
"germà"-noun-ca "frato"-noun-eo
"clergue"-noun-ca "kleriko"-noun-eo
"kleriko"-noun-eo "clergue"-noun-ca
"deputito"-noun-eo "diputat"-noun-ca
"diputat"-noun-ca "deputito"-noun-eo
"federació"-noun-ca "federo"-noun-eo
"federació"-noun-ca "federacio"-noun-eo
"federo"-noun-eo "federació"-noun-ca
"federacio"-noun-eo "federació"-noun-ca
"hararo"-noun-eo "cabellera"-noun-ca
"cabellera"-noun-ca "hararo"-noun-eo
"cabell"-noun-ca "haro"-noun-eo
"haro"-noun-eo "cabell"-noun-ca
"haro"-noun-eo "pèl"-noun-ca
"pèl"-noun-ca "haro"-noun-eo
"eduko"-noun-eo "educació"-noun-ca
"educació"-noun-ca "eduko"-noun-eo
"pedagogia"-noun-ca "pedagogio"-noun-eo
"pedagogio"-noun-eo "pedagogia"-noun-ca
"bestiar"-noun-ca "brutaro"-noun-eo
"brutaro"-noun-eo "bestiar"-noun-ca
"llac"-noun-ca "lago"-noun-eo
"lago"-noun-eo "llac"-noun-ca
"buĝeto"-noun-eo "pressupost"-noun-ca
"pressupost"-noun-ca "buĝeto"-noun-eo
"abono"-noun-eo "subscripció"-noun-ca
"subscripció"-noun-ca "abono"-noun-eo
"venedor"-noun-ca "vendisto"-noun-eo
"vendisto"-noun-eo "venedor"-noun-ca
"komercisto"-noun-eo "comerciant"-noun-ca
"comerciant"-noun-ca "komercisto"-noun-eo
"proporció"-noun-ca "proporcio"-noun-eo
"proporcio"-noun-eo "proporció"-noun-ca
"pólvora"-noun-ca "pulvo"-noun-eo
"pulvo"-noun-eo "pólvora"-noun-ca
"polvo"-noun-eo "pols"-noun-ca
"pols"-noun-ca "polvo"-noun-eo
"indiferència"-noun-ca "indiferenteco"-noun-eo
"indiferenteco"-noun-eo "indiferència"-noun-ca
"malliberulo"-noun-eo "presoner"-noun-ca
"presoner"-noun-ca "malliberulo"-noun-eo
"energia"-noun-ca "energio"-noun-eo
"energio"-noun-eo "energia"-noun-ca
"ŝtofo"-noun-eo "teixit"-noun-ca
"ŝtofo"-noun-eo "tela"-noun-ca
"ŝtofo"-noun-eo "roba"-noun-ca
"teixit"-noun-ca "ŝtofo"-noun-eo
"tela"-noun-ca "ŝtofo"-noun-eo
"roba"-noun-ca "ŝtofo"-noun-eo
"naskiĝo"-noun-eo "naixement"-noun-ca
"naixement"-noun-ca "naskiĝo"-noun-eo
"notario"-noun-eo "notari"-noun-ca
"notari"-noun-ca "notario"-noun-eo
"saluto"-noun-eo "salutació"-noun-ca
"salutació"-noun-ca "saluto"-noun-eo
"antítesi"-noun-ca "antitezo"-noun-eo
"antitezo"-noun-eo "antítesi"-noun-ca
"orgojlo"-noun-eo "orgull"-noun-ca
"orgull"-noun-ca "orgojlo"-noun-eo
"grafo"-noun-eo "comte"-noun-ca
"comte"-noun-ca "grafo"-noun-eo
"avio"-noun-eo "avió"-noun-ca
"avió"-noun-ca "avio"-noun-eo
"avió"-noun-ca "aviadilo"-noun-eo
"aviadilo"-noun-eo "avió"-noun-ca
"illa"-noun-ca "insulo"-noun-eo
"insulo"-noun-eo "illa"-noun-ca
"metaforo"-noun-eo "metàfora"-noun-ca
"metàfora"-noun-ca "metaforo"-noun-eo
"instint"-noun-ca "instinkto"-noun-eo
"instinkto"-noun-eo "instint"-noun-ca
"enveja"-noun-ca "envio"-noun-eo
"envio"-noun-eo "enveja"-noun-ca
"nostalgio"-noun-eo "nostàlgia"-noun-ca
"nostàlgia"-noun-ca "nostalgio"-noun-eo
"tempesta"-noun-ca "ŝtormo"-noun-eo
"ŝtormo"-noun-eo "tempesta"-noun-ca
"renaixement"-noun-ca "renesanco"-noun-eo
"renesanco"-noun-eo "renaixement"-noun-ca
"història"-noun-ca "historio"-noun-eo
"historio"-noun-eo "història"-noun-ca
"jaro"-noun-eo "any"-noun-ca
"any"-noun-ca "jaro"-noun-eo
"cella"-noun-ca "brovo"-noun-eo
"brovo"-noun-eo "cella"-noun-ca
"krono"-noun-eo "corona"-noun-ca
"corona"-noun-ca "krono"-noun-eo
"kodo"-noun-eo "codi"-noun-ca
"codi"-noun-ca "kodo"-noun-eo
"síntesi"-noun-ca "sintezo"-noun-eo
"sintezo"-noun-eo "síntesi"-noun-ca
"maŝino"-noun-eo "màquina"-noun-ca
"màquina"-noun-ca "maŝino"-noun-eo
"ŝaŭmo"-noun-eo "escuma"-noun-ca
"escuma"-noun-ca "ŝaŭmo"-noun-eo
"boira"-noun-ca "nebulo"-noun-eo
"nebulo"-noun-eo "boira"-noun-ca
"incidento"-noun-eo "incident"-noun-ca
"incident"-noun-ca "incidento"-noun-eo
"pruo"-noun-eo "proa"-noun-ca
"proa"-noun-ca "pruo"-noun-eo
"malneto"-noun-eo "esborrany"-noun-ca
"esborrany"-noun-ca "malneto"-noun-eo
"foto"-noun-eo "foto"-noun-ca
"foto"-noun-ca "foto"-noun-eo
"porta"-noun-ca "pordo"-noun-eo
"pordo"-noun-eo "porta"-noun-ca
"terreny"-noun-ca "tereno"-noun-eo
"tereno"-noun-eo "terreny"-noun-ca
"komisaro"-noun-eo "comissari"-noun-ca
"comissari"-noun-ca "komisaro"-noun-eo
"temperament"-noun-ca "temperamento"-noun-eo
"temperamento"-noun-eo "temperament"-noun-ca
"reklamacio"-noun-eo "reclamació"-noun-ca
"reclamació"-noun-ca "reklamacio"-noun-eo
"depostulo"-noun-eo "reivindicació"-noun-ca
"reivindicació"-noun-ca "depostulo"-noun-eo
"percepció"-noun-ca "percepto"-noun-eo
"percepto"-noun-eo "percepció"-noun-ca
"dignitat"-noun-ca "digno"-noun-eo
"digno"-noun-eo "dignitat"-noun-ca
"alternativo"-noun-eo "alternativa"-noun-ca
"alternativa"-noun-ca "alternativo"-noun-eo
"clima"-noun-ca "klimato"-noun-eo
"klimato"-noun-eo "clima"-noun-ca
"patent"-noun-ca "patento"-noun-eo
"patento"-noun-eo "patent"-noun-ca
"poesia"-noun-ca "poezio"-noun-eo
"poezio"-noun-eo "poesia"-noun-ca
"vers"-noun-ca "verso"-noun-eo
"verso"-noun-eo "vers"-noun-ca
"ĝentileco"-noun-eo "cortesia"-noun-ca
"cortesia"-noun-ca "ĝentileco"-noun-eo
"tradukado"-noun-eo "traducció"-noun-ca
"traducció"-noun-ca "tradukado"-noun-eo
"abús"-noun-ca "misuzo"-noun-eo
"misuzo"-noun-eo "abús"-noun-ca
"alarma"-noun-ca "alarmo"-noun-eo
"alarmo"-noun-eo "alarma"-noun-ca
"timo"-noun-eo "temor"-noun-ca
"timo"-noun-eo "por"-noun-ca
"temor"-noun-ca "timo"-noun-eo
"por"-noun-ca "timo"-noun-eo
"agreso"-noun-eo "agressió"-noun-ca
"agressió"-noun-ca "agreso"-noun-eo
"pala"-noun-ca "ŝovelilo"-noun-eo
"ŝovelilo"-noun-eo "pala"-noun-ca
"faceto"-noun-eo "faceta"-noun-ca
"faceta"-noun-ca "faceto"-noun-eo
"antaŭdiro"-noun-eo "predicció"-noun-ca
"predicció"-noun-ca "antaŭdiro"-noun-eo
"bomba"-noun-ca "bombo"-noun-eo
"bombo"-noun-eo "bomba"-noun-ca
"suc"-noun-ca "suko"-noun-eo
"suko"-noun-eo "suc"-noun-ca
"arbitratge"-noun-ca "arbitracio"-noun-eo
"arbitracio"-noun-eo "arbitratge"-noun-ca
"verdikto"-noun-eo "veredicte"-noun-ca
"veredicte"-noun-ca "verdikto"-noun-eo
"proverbi"-noun-ca "proverbo"-noun-eo
"proverbo"-noun-eo "proverbi"-noun-ca
"expressió"-noun-ca "esprimo"-noun-eo
"esprimo"-noun-eo "expressió"-noun-ca
"batalo"-noun-eo "batalla"-noun-ca
"batalo"-noun-eo "combat"-noun-ca
"batalla"-noun-ca "batalo"-noun-eo
"combat"-noun-ca "batalo"-noun-eo
"llorer"-noun-ca "laŭro"-noun-eo
"laŭro"-noun-eo "llorer"-noun-ca
"granit"-noun-ca "granito"-noun-eo
"granito"-noun-eo "granit"-noun-ca
"enhavo"-noun-eo "contingut"-noun-ca
"contingut"-noun-ca "enhavo"-noun-eo
"seruro"-noun-eo "pany"-noun-ca
"pany"-noun-ca "seruro"-noun-eo
"pavelló"-noun-ca "pavilono"-noun-eo
"pavilono"-noun-eo "pavelló"-noun-ca
"avorriment"-noun-ca "enuo"-noun-eo
"enuo"-noun-eo "avorriment"-noun-ca
"consciència"-noun-ca "konscienco"-noun-eo
"konscienco"-noun-eo "consciència"-noun-ca
"juneco"-noun-eo "joventut"-noun-ca
"joventut"-noun-ca "juneco"-noun-eo
"oient"-noun-ca "aŭdanto"-noun-eo
"aŭdanto"-noun-eo "oient"-noun-ca
"inspektisto"-noun-eo "inspector"-noun-ca
"inspector"-noun-ca "inspektisto"-noun-eo
"ètica"-noun-ca "etiko"-noun-eo
"etiko"-noun-eo "ètica"-noun-ca
"tezo"-noun-eo "tesi"-noun-ca
"tesi"-noun-ca "tezo"-noun-eo
"malkovro"-noun-eo "descobriment"-noun-ca
"descobriment"-noun-ca "malkovro"-noun-eo
"nereguleco"-noun-eo "irregularitat"-noun-ca
"irregularitat"-noun-ca "nereguleco"-noun-eo
"anticipo"-noun-eo "antelació"-noun-ca
"anticipo"-noun-eo "anticipació"-noun-ca
"antelació"-noun-ca "anticipo"-noun-eo
"anticipació"-noun-ca "anticipo"-noun-eo
"krimo"-noun-eo "crim"-noun-ca
"crim"-noun-ca "krimo"-noun-eo
"humanitat"-noun-ca "homaro"-noun-eo
"homaro"-noun-eo "humanitat"-noun-ca
"convicció"-noun-ca "konvinko"-noun-eo
"konvinko"-noun-eo "convicció"-noun-ca
"konvinko"-noun-eo "convenciment"-noun-ca
"convenciment"-noun-ca "konvinko"-noun-eo
"privilegio"-noun-eo "privilegi"-noun-ca
"privilegi"-noun-ca "privilegio"-noun-eo
"globo"-noun-eo "globus"-noun-ca
"globus"-noun-ca "globo"-noun-eo
"bala"-noun-ca "kuglo"-noun-eo
"kuglo"-noun-eo "bala"-noun-ca
"pilota"-noun-ca "pilko"-noun-eo
"pilko"-noun-eo "pilota"-noun-ca
"dansa"-noun-ca "danco"-noun-eo
"danco"-noun-eo "dansa"-noun-ca
"paradizo"-noun-eo "paradís"-noun-ca
"paradís"-noun-ca "paradizo"-noun-eo
"apòstol"-noun-ca "apostolo"-noun-eo
"apostolo"-noun-eo "apòstol"-noun-ca
"soldato"-noun-eo "soldat"-noun-ca
"soldat"-noun-ca "soldato"-noun-eo
"militisto"-noun-eo "militar"-noun-ca
"militar"-noun-ca "militisto"-noun-eo
"militar"-noun-ca "armeano"-noun-eo
"armeano"-noun-eo "militar"-noun-ca
"aktivulo"-noun-eo "militant"-noun-ca
"militant"-noun-ca "aktivulo"-noun-eo
"ventumilo"-noun-eo "ventall"-noun-ca
"ventall"-noun-ca "ventumilo"-noun-eo
"vivència"-noun-ca "travivaĵo"-noun-eo
"travivaĵo"-noun-eo "vivència"-noun-ca
"sperto"-noun-eo "experiència"-noun-ca
"experiència"-noun-ca "sperto"-noun-eo
"konfekcio"-noun-eo "confecció"-noun-ca
"confecció"-noun-ca "konfekcio"-noun-eo
"koncepto"-noun-eo "concepció"-noun-ca
"concepció"-noun-ca "koncepto"-noun-eo
"kongreso"-noun-eo "congrés"-noun-ca
"congrés"-noun-ca "kongreso"-noun-eo
"paraula"-noun-ca "vorto"-noun-eo
"vorto"-noun-eo "paraula"-noun-ca
"funelo"-noun-eo "embut"-noun-ca
"embut"-noun-ca "funelo"-noun-eo
"semàfor"-noun-ca "semaforo"-noun-eo
"semaforo"-noun-eo "semàfor"-noun-ca
"claredat"-noun-ca "klareco"-noun-eo
"klareco"-noun-eo "claredat"-noun-ca
"gasolina"-noun-ca "benzino"-noun-eo
"benzino"-noun-eo "gasolina"-noun-ca
"substància"-noun-ca "substanco"-noun-eo
"substanco"-noun-eo "substància"-noun-ca
"esenco"-noun-eo "essència"-noun-ca
"essència"-noun-ca "esenco"-noun-eo
"areno"-noun-eo "arena"-noun-ca
"arena"-noun-ca "areno"-noun-eo
"arena"-noun-ca "sablo"-noun-eo
"sablo"-noun-eo "arena"-noun-ca
"sablo"-noun-eo "sorra"-noun-ca
"sorra"-noun-ca "sablo"-noun-eo
"tento"-noun-eo "temptació"-noun-ca
"temptació"-noun-ca "tento"-noun-eo
"brako"-noun-eo "braç"-noun-ca
"braç"-noun-ca "brako"-noun-eo
"invitació"-noun-ca "invito"-noun-eo
"invito"-noun-eo "invitació"-noun-ca
"ĝangalo"-noun-eo "jungla"-noun-ca
"jungla"-noun-ca "ĝangalo"-noun-eo
"massacre"-noun-ca "masakro"-noun-eo
"masakro"-noun-eo "massacre"-noun-ca
"perspectiva"-noun-ca "perspektivo"-noun-eo
"perspektivo"-noun-eo "perspectiva"-noun-ca
"fenestro"-noun-eo "finestra"-noun-ca
"finestra"-noun-ca "fenestro"-noun-eo
"malvarmumo"-noun-eo "refredat"-noun-ca
"refredat"-noun-ca "malvarmumo"-noun-eo
"glacio"-noun-eo "gel"-noun-ca
"glacio"-noun-eo "glaç"-noun-ca
"gel"-noun-ca "glacio"-noun-eo
"glaç"-noun-ca "glacio"-noun-eo
"mirall"-noun-ca "spegulo"-noun-eo
"spegulo"-noun-eo "mirall"-noun-ca
"zinko"-noun-eo "zinc"-noun-ca
"zinc"-noun-ca "zinko"-noun-eo
"interpretació"-noun-ca "interpreto"-noun-eo
"interpreto"-noun-eo "interpretació"-noun-ca
"varo"-noun-eo "mercaderia"-noun-ca
"mercaderia"-noun-ca "varo"-noun-eo
"gènere"-noun-ca "ĝenro"-noun-eo
"gènere"-noun-ca "genro"-noun-eo
"ĝenro"-noun-eo "gènere"-noun-ca
"genro"-noun-eo "gènere"-noun-ca
"dependeco"-noun-eo "dependència"-noun-ca
"dependència"-noun-ca "dependeco"-noun-eo
"transició"-noun-ca "transiro"-noun-eo
"transiro"-noun-eo "transició"-noun-ca
"palpebro"-noun-eo "parpella"-noun-ca
"parpella"-noun-ca "palpebro"-noun-eo
"vàlvula"-noun-ca "valvo"-noun-eo
"valvo"-noun-eo "vàlvula"-noun-ca
"destral"-noun-ca "hakilo"-noun-eo
"hakilo"-noun-eo "destral"-noun-ca
"morro"-noun-ca "muzelo"-noun-eo
"muzelo"-noun-eo "morro"-noun-ca
"coma"-noun-ca "komo"-noun-eo
"komo"-noun-eo "coma"-noun-ca
"butlletí"-noun-ca "bulteno"-noun-eo
"bulteno"-noun-eo "butlletí"-noun-ca
"veu"-noun-ca "voĉo"-noun-eo
"voĉo"-noun-eo "veu"-noun-ca
"escull"-noun-ca "rifo"-noun-eo
"rifo"-noun-eo "escull"-noun-ca
"ofteco"-noun-eo "freqüència"-noun-ca
"freqüència"-noun-ca "ofteco"-noun-eo
"majusklo"-noun-eo "majúscula"-noun-ca
"majúscula"-noun-ca "majusklo"-noun-eo
"horitzó"-noun-ca "horizonto"-noun-eo
"horizonto"-noun-eo "horitzó"-noun-ca
"aŭtovojo"-noun-eo "autopista"-noun-ca
"autopista"-noun-ca "aŭtovojo"-noun-eo
"eix"-noun-ca "akso"-noun-eo
"akso"-noun-eo "eix"-noun-ca
"orientació"-noun-ca "orientado"-noun-eo
"orientado"-noun-eo "orientació"-noun-ca
"revolucio"-noun-eo "revolució"-noun-ca
"revolució"-noun-ca "revolucio"-noun-eo
"corba"-noun-ca "kurbo"-noun-eo
"kurbo"-noun-eo "corba"-noun-ca
"colze"-noun-ca "kubuto"-noun-eo
"kubuto"-noun-eo "colze"-noun-ca
"pinzell"-noun-ca "peniko"-noun-eo
"peniko"-noun-eo "pinzell"-noun-ca
"tennis"-noun-ca "teniso"-noun-eo
"teniso"-noun-eo "tennis"-noun-ca
"bàsquet"-noun-ca "basketbalo"-noun-eo
"basketbalo"-noun-eo "bàsquet"-noun-ca
"basketbalo"-noun-eo "basquetbol"-noun-ca
"basquetbol"-noun-ca "basketbalo"-noun-eo
"sabatilla"-noun-ca "pantoflo"-noun-eo
"pantoflo"-noun-eo "sabatilla"-noun-ca
"ĉeesto"-noun-eo "presència"-noun-ca
"ĉeesto"-noun-eo "assistència"-noun-ca
"presència"-noun-ca "ĉeesto"-noun-eo
"assistència"-noun-ca "ĉeesto"-noun-eo
"supervivència"-noun-ca "postvivado"-noun-eo
"postvivado"-noun-eo "supervivència"-noun-ca
"terapio"-noun-eo "teràpia"-noun-ca
"teràpia"-noun-ca "terapio"-noun-eo
"supermercat"-noun-ca "superbazaro"-noun-eo
"superbazaro"-noun-eo "supermercat"-noun-ca
"paco"-noun-eo "pau"-noun-ca
"pau"-noun-ca "paco"-noun-eo
"món"-noun-ca "mondo"-noun-eo
"mondo"-noun-eo "món"-noun-ca
"web"-noun-ca "TTT-ejo"-noun-eo
"TTT-ejo"-noun-eo "web"-noun-ca
"urna"-noun-ca "urno"-noun-eo
"urno"-noun-eo "urna"-noun-ca
"tanko"-noun-eo "tanc"-noun-ca
"tanc"-noun-ca "tanko"-noun-eo
"biblioteca"-noun-ca "biblioteko"-noun-eo
"biblioteko"-noun-eo "biblioteca"-noun-ca
"sindeteno"-noun-eo "abstenció"-noun-ca
"abstenció"-noun-ca "sindeteno"-noun-eo
"puto"-noun-eo "pou"-noun-ca
"pou"-noun-ca "puto"-noun-eo
"nom"-noun-ca "nomo"-noun-eo
"nomo"-noun-eo "nom"-noun-ca
"baró"-noun-ca "barono"-noun-eo
"barono"-noun-eo "baró"-noun-ca
"kolono"-noun-eo "columna"-noun-ca
"columna"-noun-ca "kolono"-noun-eo
"columna"-noun-ca "kolumno"-noun-eo
"kolumno"-noun-eo "columna"-noun-ca
