"a algún lugar"-adverb-es "to somewhere"-adverb-en
"agencia antidopaje"-noun-es "anti-doping agency"-noun-en
"anti-doping matter"-noun-en "materia antidopaje"-noun-es
"materia antidopaje"-noun-es "anti-doping matter"-noun-en
"anti-doping regulation"-noun-en "normativa antidopaje"-noun-es
"anti-doping regulation"-noun-en "reglamento antidopaje"-noun-es
"normativa antidopaje"-noun-es "anti-doping regulation"-noun-en
"reglamento antidopaje"-noun-es "anti-doping regulation"-noun-en
"anti-nuclear"-adjective-en "anti-nuclear"-adjective-es
"anti-nuclear"-adjective-es "anti-nuclear"-adjective-en
"flag of riveira city"-properNoun-en "bandeira cidade riveira"-properNoun-es
"flag of riveira city"-properNoun-en "bandeira cidade de riveira"-properNoun-es
"bandeira cidade riveira"-properNoun-es "flag of riveira city"-properNoun-en
"bandeira cidade de riveira"-properNoun-es "flag of riveira city"-properNoun-en
"TVG"-noun-en "TVG"-noun-es
"TVG"-noun-es "TVG"-noun-en
"Eusko Trenbidea"-properNoun-en "Eusko Trenbidea"-properNoun-es
"Eusko Trenbidea"-properNoun-es "Eusko Trenbidea"-properNoun-en
"insurance policy"-noun-en "póliza de seguro"-noun-es
"póliza de seguro"-noun-es "insurance policy"-noun-en
"Bay of Biscay"-properNoun-en "Cantábrico"-properNoun-es
"Cantábrico"-properNoun-es "Bay of Biscay"-properNoun-en
"deputy mayor"-noun-en "teniente alcalde"-noun-es
"deputy mayor"-noun-en "teniente de alcalde"-noun-es
"teniente alcalde"-noun-es "deputy mayor"-noun-en
"teniente de alcalde"-noun-es "deputy mayor"-noun-en
"adverse report"-noun-en "informe adverse"-noun-es
"informe adverse"-noun-es "adverse report"-noun-en
"port authority"-noun-en "autoridad portuaria"-noun-es
"autoridad portuaria"-noun-es "port authority"-noun-en
"disciplinary infringement"-noun-en "infracción disciplinaria"-noun-es
"infracción disciplinaria"-noun-es "disciplinary infringement"-noun-en
"procedural infringement"-noun-en "infracción procesal"-noun-es
"infracción procesal"-noun-es "procedural infringement"-noun-en
"minor infringement"-noun-en "infracción leve"-noun-es
"infracción leve"-noun-es "minor infringement"-noun-en
"suitable event"-noun-en "evento idóneo"-noun-es
"suitable event"-noun-en "acontecimiento idóneo"-noun-es
"evento idóneo"-noun-es "suitable event"-noun-en
"acontecimiento idóneo"-noun-es "suitable event"-noun-en
"referee's decision"-noun-en "laudo arbitral"-noun-es
"laudo arbitral"-noun-es "referee's decision"-noun-en
"referee's body"-noun-en "órgano arbitral"-noun-es
"órgano arbitral"-noun-es "referee's body"-noun-en
"referee's control"-noun-en "control arbitral"-noun-es
"control arbitral"-noun-es "referee's control"-noun-en
"casting"-noun-en "vaciado"-noun-es
"casting"-noun-en "fundición"-noun-es
"vaciado"-noun-es "casting"-noun-en
"fundición"-noun-es "casting"-noun-en
"fundición"-noun-es "foundry"-noun-en
"foundry"-noun-en "fundición"-noun-es
"Euskotren League"-properNoun-en "Euskotren Liga"-properNoun-es
"Euskotren Liga"-properNoun-es "Euskotren League"-properNoun-en
"guggenheim bilbao museum"-properNoun-en "museo guggenheim bilbao"-properNoun-es
"museo guggenheim bilbao"-properNoun-es "guggenheim bilbao museum"-properNoun-en
"euskalduna conference centre and concert hall"-properNoun-en "palacio euskalduna"-properNoun-es
"palacio euskalduna"-properNoun-es "euskalduna conference centre and concert hall"-properNoun-en
"Aiestaran"-noun-en "Aiestaran"-noun-es
"Aiestaran"-noun-es "Aiestaran"-noun-en
"Aiestaran"-noun-es "Aiestaran"-properNoun-en
"Aiestaran"-properNoun-en "Aiestaran"-noun-es
"Marcano"-noun-en "Marcano"-noun-es
"Marcano"-noun-es "Marcano"-noun-en
"Marcano"-noun-es "Marcano"-properNoun-en
"Marcano"-properNoun-en "Marcano"-noun-es
"Korta"-noun-en "Korta"-noun-es
"Korta"-noun-es "Korta"-noun-en
"Korta"-noun-es "Korta"-properNoun-en
"Korta"-properNoun-en "Korta"-noun-es
"Legarretaetxeberría"-noun-en "Legarretaetxeberría"-noun-es
"Legarretaetxeberría"-noun-es "Legarretaetxeberría"-noun-en
"Legarretaetxeberría"-noun-es "Legarretaetxeberría"-properNoun-en
"Legarretaetxeberría"-properNoun-en "Legarretaetxeberría"-noun-es
"Santa Eugenia de Riveira"-properNoun-en "Santa Eugenia de Riveira"-properNoun-es
"Santa Eugenia de Riveira"-properNoun-es "Santa Eugenia de Riveira"-properNoun-en
"Muguruza"-noun-en "Muguruza"-noun-es
"Muguruza"-noun-es "Muguruza"-noun-en
"Muguruza"-noun-es "Muguruza"-properNoun-en
"Muguruza"-properNoun-en "Muguruza"-noun-es
"Mugartegi"-noun-en "Mugartegi"-noun-es
"Mugartegi"-noun-es "Mugartegi"-noun-en
"Mugartegi"-noun-es "Mugartegi"-properNoun-en
"Mugartegi"-properNoun-en "Mugartegi"-noun-es
"Lertxundi"-noun-en "Lertxundi"-noun-es
"Lertxundi"-noun-es "Lertxundi"-noun-en
"Lertxundi"-noun-es "Lertxundi"-properNoun-en
"Lertxundi"-properNoun-en "Lertxundi"-noun-es
"Solla"-noun-en "Solla"-noun-es
"Solla"-noun-en "Solla"-properNoun-es
"Solla"-noun-es "Solla"-noun-en
"Solla"-noun-es "Solla"-properNoun-en
"Solla"-properNoun-es "Solla"-noun-en
"Solla"-properNoun-es "Solla"-properNoun-en
"Solla"-properNoun-en "Solla"-noun-es
"Solla"-properNoun-en "Solla"-properNoun-es
"Usabiaga"-noun-en "Usabiaga"-noun-es
"Usabiaga"-noun-es "Usabiaga"-noun-en
"Usabiaga"-noun-es "Usabiaga"-properNoun-en
"Usabiaga"-properNoun-en "Usabiaga"-noun-es
"Comajuan"-noun-en "Comajuan"-noun-es
"Comajuan"-noun-en "Comajuan"-properNoun-es
"Comajuan"-noun-es "Comajuan"-noun-en
"Comajuan"-noun-es "Comajuan"-properNoun-en
"Comajuan"-properNoun-es "Comajuan"-noun-en
"Comajuan"-properNoun-es "Comajuan"-properNoun-en
"Comajuan"-properNoun-en "Comajuan"-noun-es
"Comajuan"-properNoun-en "Comajuan"-properNoun-es
"turn away"-verb-en "dar la espalda"-verb-es
"turn away"-verb-en "espaldiar"-verb-es
"dar la espalda"-verb-es "turn away"-verb-en
"espaldiar"-verb-es "turn away"-verb-en
"coastal village"-noun-en "villa costera"-noun-es
"villa costera"-noun-es "coastal village"-noun-en
"exultant"-adjective-en "exultante"-adjective-es
"exultante"-adjective-es "exultant"-adjective-en
"exultante"-adjective-es "exulting"-adjective-en
"exulting"-adjective-en "exultante"-adjective-es
"a lot of"-adjective-en "muchísimo"-adjective-es
"muchísimo"-adjective-es "a lot of"-adjective-en
"legislative reference"-noun-en "remisión normativa"-noun-es
"remisión normativa"-noun-es "legislative reference"-noun-en
"Plentzian"-adjective-en "plentziarra"-adjective-es
"plentziarra"-adjective-es "Plentzian"-adjective-en
"starting signal"-noun-en "pistoletazo de salida"-noun-es
"pistoletazo de salida"-noun-es "starting signal"-noun-en
"aspiring"-adjective-en "aspirante"-adjective-es
"aspirante"-adjective-es "aspiring"-adjective-en
"multipurpose"-adjective-en "multiuso"-adjective-es
"multiuso"-adjective-es "multipurpose"-adjective-en
"rowing club"-noun-en "club de remo"-noun-es
"club de remo"-noun-es "rowing club"-noun-en
"Cantabrian coast"-noun-en "cornisa cantábrica"-noun-es
"cornisa cantábrica"-noun-es "Cantabrian coast"-noun-en
"Atlantic-Cantabrian coast"-noun-en "cornisa cántabro-atlántica"-noun-es
"cornisa cántabro-atlántica"-noun-es "Atlantic-Cantabrian coast"-noun-en
"christmas eve"-noun-en "víspera de Navidad"-noun-es
"víspera de Navidad"-noun-es "christmas eve"-noun-en
"on the eve of"-preposition-en "en vísperas de"-preposition-es
"en vísperas de"-preposition-es "on the eve of"-preposition-en
"Kerejeta"-noun-en "Kerejeta"-noun-es
"Kerejeta"-noun-es "Kerejeta"-noun-en
"Kerejeta"-noun-es "Kerejeta"-properNoun-en
"Kerejeta"-properNoun-en "Kerejeta"-noun-es
"Reizabal"-noun-en "Reizabal"-noun-es
"Reizabal"-noun-es "Reizabal"-noun-en
"Reizabal"-noun-es "Reizabal"-properNoun-en
"Reizabal"-properNoun-en "Reizabal"-noun-es
"Miguel Buen"-noun-en "Miguel Buen"-noun-es
"Miguel Buen"-noun-en "Miguel Buen"-properNoun-es
"Miguel Buen"-noun-es "Miguel Buen"-noun-en
"Miguel Buen"-noun-es "Miguel Buen"-properNoun-en
"Miguel Buen"-properNoun-es "Miguel Buen"-noun-en
"Miguel Buen"-properNoun-es "Miguel Buen"-properNoun-en
"Miguel Buen"-properNoun-en "Miguel Buen"-noun-es
"Miguel Buen"-properNoun-en "Miguel Buen"-properNoun-es
"Zabalondo"-noun-en "Zabalondo"-noun-es
"Zabalondo"-noun-en "Zabalondo"-properNoun-es
"Zabalondo"-noun-es "Zabalondo"-noun-en
"Zabalondo"-noun-es "Zabalondo"-properNoun-en
"Zabalondo"-properNoun-es "Zabalondo"-noun-en
"Zabalondo"-properNoun-es "Zabalondo"-properNoun-en
"Zabalondo"-properNoun-en "Zabalondo"-noun-es
"Zabalondo"-properNoun-en "Zabalondo"-properNoun-es
"Arellana"-noun-en "Arellana"-noun-es
"Arellana"-noun-en "Arellana"-properNoun-es
"Arellana"-noun-es "Arellana"-noun-en
"Arellana"-noun-es "Arellana"-properNoun-en
"Arellana"-properNoun-es "Arellana"-noun-en
"Arellana"-properNoun-es "Arellana"-properNoun-en
"Arellana"-properNoun-en "Arellana"-noun-es
"Arellana"-properNoun-en "Arellana"-properNoun-es
"Egurrola"-noun-en "Egurrola"-noun-es
"Egurrola"-noun-en "Egurrola"-properNoun-es
"Egurrola"-noun-es "Egurrola"-noun-en
"Egurrola"-noun-es "Egurrola"-properNoun-en
"Egurrola"-properNoun-es "Egurrola"-noun-en
"Egurrola"-properNoun-es "Egurrola"-properNoun-en
"Egurrola"-properNoun-en "Egurrola"-noun-es
"Egurrola"-properNoun-en "Egurrola"-properNoun-es
"Juaristi"-noun-en "Juaristi"-noun-es
"Juaristi"-noun-es "Juaristi"-noun-en
"Juaristi"-noun-es "Juaristi"-properNoun-en
"Juaristi"-properNoun-en "Juaristi"-noun-es
"Ayestaran"-noun-en "Ayestaran"-noun-es
"Ayestaran"-noun-es "Ayestaran"-noun-en
"Ayestaran"-noun-es "Ayestaran"-properNoun-en
"Ayestaran"-properNoun-en "Ayestaran"-noun-es
"Goienetxea"-noun-en "Goienetxea"-noun-es
"Goienetxea"-noun-es "Goienetxea"-noun-en
"Goienetxea"-noun-es "Goienetxea"-properNoun-en
"Goienetxea"-properNoun-en "Goienetxea"-noun-es
"Ayestarán"-noun-en "Ayestarán"-noun-es
"Ayestarán"-noun-en "Ayestarán"-properNoun-es
"Ayestarán"-noun-es "Ayestarán"-noun-en
"Ayestarán"-noun-es "Ayestarán"-properNoun-en
"Ayestarán"-properNoun-es "Ayestarán"-noun-en
"Ayestarán"-properNoun-es "Ayestarán"-properNoun-en
"Ayestarán"-properNoun-en "Ayestarán"-noun-es
"Ayestarán"-properNoun-en "Ayestarán"-properNoun-es
"Arrupe"-noun-en "Arrupe"-noun-es
"Arrupe"-noun-es "Arrupe"-noun-en
"Arrupe"-noun-es "Arrupe"-properNoun-en
"Arrupe"-properNoun-en "Arrupe"-noun-es
"Anduela"-noun-en "Anduela"-noun-es
"Anduela"-noun-es "Anduela"-noun-en
"Anduela"-noun-es "Anduela"-properNoun-en
"Anduela"-properNoun-en "Anduela"-noun-es
"Lujanbio"-noun-en "Lujanbio"-noun-es
"Lujanbio"-noun-es "Lujanbio"-noun-en
"Lujanbio"-noun-es "Lujanbio"-properNoun-en
"Lujanbio"-properNoun-en "Lujanbio"-noun-es
"Agirrezabalaga"-noun-en "Agirrezabalaga"-noun-es
"Agirrezabalaga"-noun-es "Agirrezabalaga"-noun-en
"Agirrezabalaga"-noun-es "Agirrezabalaga"-properNoun-en
"Agirrezabalaga"-properNoun-en "Agirrezabalaga"-noun-es
"Goikoetxea"-noun-en "Goikoetxea"-noun-es
"Goikoetxea"-noun-es "Goikoetxea"-noun-en
"Goikoetxea"-noun-es "Goikoetxea"-properNoun-en
"Goikoetxea"-properNoun-en "Goikoetxea"-noun-es
"Sainz de la Maza"-noun-en "Sainz de la Maza"-noun-es
"Sainz de la Maza"-noun-en "Sainz de la Maza"-properNoun-es
"Sainz de la Maza"-noun-es "Sainz de la Maza"-noun-en
"Sainz de la Maza"-noun-es "Sainz de la Maza"-properNoun-en
"Sainz de la Maza"-properNoun-es "Sainz de la Maza"-noun-en
"Sainz de la Maza"-properNoun-es "Sainz de la Maza"-properNoun-en
"Sainz de la Maza"-properNoun-en "Sainz de la Maza"-noun-es
"Sainz de la Maza"-properNoun-en "Sainz de la Maza"-properNoun-es
"Aranburu"-noun-en "Aranburu"-noun-es
"Aranburu"-noun-es "Aranburu"-noun-en
"Aranburu"-noun-es "Aranburu"-properNoun-en
"Aranburu"-properNoun-en "Aranburu"-noun-es
"Unanue"-noun-en "Unanue"-noun-es
"Unanue"-noun-es "Unanue"-noun-en
"Unanue"-noun-es "Unanue"-properNoun-en
"Unanue"-properNoun-en "Unanue"-noun-es
"rowing club of Hondarribia"-properNoun-en "Hondarribiako Arraun Elkartea"-properNoun-es
"Hondarribiako Arraun Elkartea"-properNoun-es "rowing club of Hondarribia"-properNoun-en
"contravención"-noun-es "contravention"-noun-en
"contravention"-noun-en "contravención"-noun-es
"WADA"-properNoun-en "WADA"-properNoun-es
"WADA"-properNoun-es "WADA"-properNoun-en
"LOTURA"-properNoun-en "LOTURA"-properNoun-es
"LOTURA"-properNoun-es "LOTURA"-properNoun-en
"Garaizar"-noun-en "Garaizar"-noun-es
"Garaizar"-noun-es "Garaizar"-noun-en
"Garaizar"-noun-es "Garaizar"-properNoun-en
"Garaizar"-properNoun-en "Garaizar"-noun-es
"Bretos"-noun-en "Bretos"-noun-es
"Bretos"-noun-es "Bretos"-noun-en
"Bretos"-noun-es "Bretos"-properNoun-en
"Bretos"-properNoun-en "Bretos"-noun-es
"Etxebarria"-noun-en "Etxebarria"-noun-es
"Etxebarria"-noun-es "Etxebarria"-noun-en
"Etxebarria"-noun-es "Etxebarria"-properNoun-en
"Etxebarria"-properNoun-en "Etxebarria"-noun-es
"Etxaniz"-noun-en "Etxaniz"-noun-es
"Etxaniz"-noun-es "Etxaniz"-noun-en
"Etxaniz"-noun-es "Etxaniz"-properNoun-en
"Etxaniz"-properNoun-en "Etxaniz"-noun-es
"Esnal"-noun-en "Esnal"-noun-es
"Esnal"-noun-es "Esnal"-noun-en
"Esnal"-noun-es "Esnal"-properNoun-en
"Esnal"-properNoun-en "Esnal"-noun-es
"Elduayen"-noun-en "Elduayen"-noun-es
"Elduayen"-noun-es "Elduayen"-noun-en
"Elduayen"-noun-es "Elduayen"-properNoun-en
"Elduayen"-properNoun-en "Elduayen"-noun-es
"stupify"-verb-en "estupefactar"-verb-es
"estupefactar"-verb-es "stupify"-verb-en
"caring profession"-noun-en "profesión de dedicación humanitaria"-noun-es
"profesión de dedicación humanitaria"-noun-es "caring profession"-noun-en
"full-time"-noun-en "dedicación exclusiva"-noun-es
"full-time"-noun-en "dedicación plena"-noun-es
"dedicación exclusiva"-noun-es "full-time"-noun-en
"dedicación plena"-noun-es "full-time"-noun-en
"Rías Altas"-properNoun-en "Rías Altas"-properNoun-es
"Rías Altas"-properNoun-es "Rías Altas"-properNoun-en
"San Miguel Beers"-properNoun-en "Cervezas San Miguel"-properNoun-es
"Cervezas San Miguel"-properNoun-es "San Miguel Beers"-properNoun-en
"Fandicosta"-properNoun-en "Fandicosta"-properNoun-es
"Fandicosta"-properNoun-es "Fandicosta"-properNoun-en
"best skipper"-noun-en "mejor patrón"-noun-es
"mejor patrón"-noun-es "best skipper"-noun-en
"Day of Rural Sports"-properNoun-en "Erriko Kirolak Eguna"-properNoun-es
"Erriko Kirolak Eguna"-properNoun-es "Day of Rural Sports"-properNoun-en
"men's team"-noun-en "selección masculina"-noun-es
"selección masculina"-noun-es "men's team"-noun-en
"women's team"-noun-en "selección femenina"-noun-es
"selección femenina"-noun-es "women's team"-noun-en
"advanced search"-noun-en "búsqueda avanzada"-noun-es
"búsqueda avanzada"-noun-es "advanced search"-noun-en
"visual art"-noun-en "arte visual"-noun-es
"arte visual"-noun-es "visual art"-noun-en
"traineras' league"-noun-en "liga de traineras"-noun-es
"liga de traineras"-noun-es "traineras' league"-noun-en
"scored tie"-noun-en "empate a puntos"-noun-es
"empate a puntos"-noun-es "scored tie"-noun-en
"press release"-noun-en "nota de prensa"-noun-es
"press release"-noun-en "comunicado de prensa"-noun-es
"nota de prensa"-noun-es "press release"-noun-en
"comunicado de prensa"-noun-es "press release"-noun-en
"site map"-noun-en "mapa del sitio"-noun-es
"mapa del sitio"-noun-es "site map"-noun-en
"Public reading net of the Basque Country"-properNoun-en "Red de Lectura Pública de Euskadi"-properNoun-es
"Red de Lectura Pública de Euskadi"-properNoun-es "Public reading net of the Basque Country"-properNoun-en
"Doctor Deseo"-properNoun-en "Doctor Deseo"-properNoun-es
"Doctor Deseo"-properNoun-es "Doctor Deseo"-properNoun-en
"ICU"-noun-en "UVI"-noun-es
"UVI"-noun-es "ICU"-noun-en
"PDA"-noun-en "PDA"-noun-es
"PDA"-noun-es "PDA"-noun-en
"GBC"-noun-en "GBC"-noun-es
"GBC"-noun-es "GBC"-noun-en
"PSP"-noun-en "PSP"-noun-es
"PSP"-noun-es "PSP"-noun-en
"Anfac"-properNoun-en "Anfac"-properNoun-es
"Anfac"-properNoun-es "Anfac"-properNoun-en
"Ganvam"-properNoun-en "Ganvam"-properNoun-es
"Ganvam"-properNoun-es "Ganvam"-properNoun-en
"Plan 2000E"-properNoun-en "Plan 2000E"-properNoun-es
"Plan 2000E"-properNoun-es "Plan 2000E"-properNoun-en
"PSE"-properNoun-en "PSE"-properNoun-es
"PSE"-properNoun-es "PSE"-properNoun-en
"Cajasur"-properNoun-en "Cajasur"-properNoun-es
"Cajasur"-properNoun-es "Cajasur"-properNoun-en
"Astelena"-properNoun-en "Astelena"-properNoun-es
"Astelena"-properNoun-es "Astelena"-properNoun-en
"ertzaintza"-properNoun-en "ertzaintza"-properNoun-es
"ertzaintza"-properNoun-es "ertzaintza"-properNoun-en
"Heineken Jazzaldia"-properNoun-en "Heineken Jazzaldia"-properNoun-es
"Heineken Jazzaldia"-properNoun-es "Heineken Jazzaldia"-properNoun-en
"The Sun"-properNoun-en "The Sun"-properNoun-es
"The Sun"-properNoun-es "The Sun"-properNoun-en
"ACB"-properNoun-en "ACB"-properNoun-es
"ACB"-properNoun-es "ACB"-properNoun-en
"N-1"-properNoun-en "N-1"-properNoun-es
"N-1"-properNoun-es "N-1"-properNoun-en
"ACB league"-properNoun-en "liga ACB"-properNoun-es
"liga ACB"-properNoun-es "ACB league"-properNoun-en
"High Court of Justice of the Basque Country"-properNoun-en "TSJPV"-properNoun-es
"High Court of Justice of the Basque Country"-properNoun-en "Tribunal Superior de Justicia del País Vasco"-properNoun-es
"TSJPV"-properNoun-es "High Court of Justice of the Basque Country"-properNoun-en
"Tribunal Superior de Justicia del País Vasco"-properNoun-es "High Court of Justice of the Basque Country"-properNoun-en
"SUMMA"-properNoun-en "SUMMA"-properNoun-es
"SUMMA"-properNoun-es "SUMMA"-properNoun-en
"EFE"-properNoun-en "EFE"-properNoun-es
"EFE"-properNoun-es "EFE"-properNoun-en
"Jazzaldia"-properNoun-en "Jazzaldia"-properNoun-es
"Jazzaldia"-properNoun-es "Jazzaldia"-properNoun-en
"AlhóndigaBilbao"-properNoun-en "AlhóndigaBilbao"-properNoun-es
"AlhóndigaBilbao"-properNoun-es "AlhóndigaBilbao"-properNoun-en
"Aiko Taldea"-properNoun-en "Aiko Taldea"-properNoun-es
"Aiko Taldea"-properNoun-es "Aiko Taldea"-properNoun-en
"Government of Catalonia"-properNoun-en "Generalitat de Catalunya"-properNoun-es
"Generalitat de Catalunya"-properNoun-es "Government of Catalonia"-properNoun-en
"Basque Government"-properNoun-en "Gobierno Vasco"-properNoun-es
"Gobierno Vasco"-properNoun-es "Basque Government"-properNoun-en
"Aiko"-properNoun-en "Aiko"-properNoun-es
"Aiko"-properNoun-es "Aiko"-properNoun-en
"Herria"-properNoun-en "Herria"-properNoun-es
"Herria"-properNoun-es "Herria"-properNoun-en
"Urraska"-properNoun-en "Urraska"-properNoun-es
"Urraska"-properNoun-es "Urraska"-properNoun-en
"Mendiguren"-noun-en "Mendiguren"-noun-es
"Mendiguren"-noun-en "Mendiguren"-properNoun-es
"Mendiguren"-noun-es "Mendiguren"-noun-en
"Mendiguren"-noun-es "Mendiguren"-properNoun-en
"Mendiguren"-properNoun-es "Mendiguren"-noun-en
"Mendiguren"-properNoun-es "Mendiguren"-properNoun-en
"Mendiguren"-properNoun-en "Mendiguren"-noun-es
"Mendiguren"-properNoun-en "Mendiguren"-properNoun-es
"Zubeldia"-noun-en "Zubeldia"-noun-es
"Zubeldia"-noun-es "Zubeldia"-noun-en
"Zubeldia"-noun-es "Zubeldia"-properNoun-en
"Zubeldia"-properNoun-en "Zubeldia"-noun-es
"Junkera"-noun-en "Junkera"-noun-es
"Junkera"-noun-en "Junkera"-properNoun-es
"Junkera"-noun-es "Junkera"-noun-en
"Junkera"-noun-es "Junkera"-properNoun-en
"Junkera"-properNoun-es "Junkera"-noun-en
"Junkera"-properNoun-es "Junkera"-properNoun-en
"Junkera"-properNoun-en "Junkera"-noun-es
"Junkera"-properNoun-en "Junkera"-properNoun-es
