"neniu"-determiner-eo "ninguno"-determiner-es
"donde"-adverb-es "kie"-relativePronoun-eo
"kie"-relativePronoun-eo "donde"-relativePronoun-es
"kie"-relativePronoun-eo "donde"-adverb-es
"con respecto a"-preposition-es "koncerne al"-preposition-eo
"koncerne al"-preposition-eo "con respecto a"-preposition-es
"koncerne al"-preposition-eo "por lo que respecta a"-preposition-es
"koncerne al"-preposition-eo "en cuanto a"-preposition-es
"koncerne al"-preposition-eo "en lo que respecta a"-preposition-es
"koncerne al"-preposition-eo "en lo que se refiere a"-preposition-es
"por lo que respecta a"-preposition-es "koncerne al"-preposition-eo
"en cuanto a"-preposition-es "koncerne al"-preposition-eo
"en lo que respecta a"-preposition-es "koncerne al"-preposition-eo
"en lo que se refiere a"-preposition-es "koncerne al"-preposition-eo
"rilate al"-preposition-eo "en lo relativo a"-preposition-es
"en lo relativo a"-preposition-es "rilate al"-preposition-eo
"malantaŭ"-preposition-eo "detrás de"-preposition-es
"detrás de"-preposition-es "malantaŭ"-preposition-eo
"laŭ"-preposition-eo "según"-preposition-es
"laŭ"-preposition-eo "conforme a"-preposition-es
"según"-preposition-es "laŭ"-preposition-eo
"conforme a"-preposition-es "laŭ"-preposition-eo
"per"-preposition-eo "mediante"-preposition-es
"mediante"-preposition-es "per"-preposition-eo
"pere de"-preposition-eo "por medio de"-preposition-es
"pere de"-preposition-eo "por intermedio de"-preposition-es
"por medio de"-preposition-es "pere de"-preposition-eo
"por intermedio de"-preposition-es "pere de"-preposition-eo
"ekster"-preposition-eo "fuera de"-preposition-es
"fuera de"-preposition-es "ekster"-preposition-eo
"además de"-preposition-es "krom"-preposition-eo
"krom"-preposition-eo "además de"-preposition-es
"krom"-preposition-eo "excepto"-preposition-es
"krom"-preposition-eo "salvo"-preposition-es
"excepto"-preposition-es "krom"-preposition-eo
"salvo"-preposition-es "krom"-preposition-eo
"salvo"-preposition-es "escepte de"-preposition-eo
"escepte de"-preposition-eo "salvo"-preposition-es
"ĉirkaŭ"-preposition-eo "alrededor de"-preposition-es
"ĉirkaŭ"-preposition-eo "en torno a"-preposition-es
"alrededor de"-preposition-es "ĉirkaŭ"-preposition-eo
"en torno a"-preposition-es "ĉirkaŭ"-preposition-eo
"con"-preposition-es "kun"-preposition-eo
"kun"-preposition-eo "con"-preposition-es
"hacia"-preposition-es "al"-preposition-eo
"al"-preposition-eo "hacia"-preposition-es
"al"-preposition-eo "a"-preposition-es
"a"-preposition-es "al"-preposition-eo
"ekde"-preposition-eo "desde"-preposition-es
"desde"-preposition-es "ekde"-preposition-eo
"desde"-preposition-es "de"-preposition-eo
"de"-preposition-eo "desde"-preposition-es
"de"-preposition-eo "de"-preposition-es
"de"-preposition-eo "a partir de"-preposition-es
"de"-preposition-es "de"-preposition-eo
"a partir de"-preposition-es "de"-preposition-eo
"por"-preposition-eo "para"-preposition-es
"por"-preposition-eo "por"-preposition-es
"para"-preposition-es "por"-preposition-eo
"por"-preposition-es "por"-preposition-eo
"por"-preposition-es "fare de"-preposition-eo
"fare de"-preposition-eo "por"-preposition-es
"a través de"-preposition-es "tra"-preposition-eo
"tra"-preposition-eo "a través de"-preposition-es
"dum"-preposition-eo "durante"-preposition-es
"durante"-preposition-es "dum"-preposition-eo
"post"-preposition-eo "tras de"-preposition-es
"post"-preposition-eo "tras"-preposition-es
"post"-preposition-eo "después de"-preposition-es
"post"-preposition-eo "en pos de"-preposition-es
"tras de"-preposition-es "post"-preposition-eo
"tras"-preposition-es "post"-preposition-eo
"después de"-preposition-es "post"-preposition-eo
"en pos de"-preposition-es "post"-preposition-eo
"en"-preposition-es "en"-preposition-eo
"en"-preposition-eo "en"-preposition-es
"en"-preposition-eo "dentro de"-preposition-es
"dentro de"-preposition-es "en"-preposition-eo
"sobre"-preposition-es "sur"-preposition-eo
"sur"-preposition-eo "sobre"-preposition-es
"bajo"-preposition-es "sub"-preposition-eo
"sub"-preposition-eo "bajo"-preposition-es
"sub"-preposition-eo "so"-preposition-es
"sub"-preposition-eo "debajo de"-preposition-es
"so"-preposition-es "sub"-preposition-eo
"debajo de"-preposition-es "sub"-preposition-eo
"sin"-preposition-es "sen"-preposition-eo
"sen"-preposition-eo "sin"-preposition-es
"entre"-preposition-es "inter"-preposition-eo
"inter"-preposition-eo "entre"-preposition-es
"inter"-preposition-eo "por entre"-preposition-es
"por entre"-preposition-es "inter"-preposition-eo
"contra"-preposition-es "kontraŭ"-preposition-eo
"kontraŭ"-preposition-eo "contra"-preposition-es
"kontraŭ"-preposition-eo "a cambio de"-preposition-es
"a cambio de"-preposition-es "kontraŭ"-preposition-eo
"antaŭ"-preposition-eo "ante"-preposition-es
"antaŭ"-preposition-eo "delante de"-preposition-es
"antaŭ"-preposition-eo "antes de"-preposition-es
"ante"-preposition-es "antaŭ"-preposition-eo
"delante de"-preposition-es "antaŭ"-preposition-eo
"antes de"-preposition-es "antaŭ"-preposition-eo
"en frente de"-preposition-es "fronte al"-preposition-eo
"fronte al"-preposition-eo "en frente de"-preposition-es
"jesa"-adjective-eo "afirmativo"-adjective-es
"afirmativo"-adjective-es "jesa"-adjective-eo
"positivo"-adjective-es "pozitiva"-adjective-eo
"pozitiva"-adjective-eo "positivo"-adjective-es
"reaserti"-verb-eo "reafirmar"-verb-es
"reafirmar"-verb-es "reaserti"-verb-eo
"complicar"-verb-es "kompliki"-verb-eo
"kompliki"-verb-eo "complicar"-verb-es
"sinteza"-adjective-eo "sintético"-adjective-es
"sintético"-adjective-es "sinteza"-adjective-eo
"moreno"-adjective-es "bruna"-adjective-eo
"bruna"-adjective-eo "moreno"-adjective-es
"bruna"-adjective-eo "marrón"-adjective-es
"marrón"-adjective-es "bruna"-adjective-eo
"aera"-adjective-eo "aéreo"-adjective-es
"aéreo"-adjective-es "aera"-adjective-eo
"popular"-adjective-es "populara"-adjective-eo
"populara"-adjective-eo "popular"-adjective-es
"igual"-adjective-es "egala"-adjective-eo
"egala"-adjective-eo "igual"-adjective-es
"líquido"-adjective-es "likva"-adjective-eo
"likva"-adjective-eo "líquido"-adjective-es
"civil"-adjective-es "civila"-adjective-eo
"civila"-adjective-eo "civil"-adjective-es
"acreditar"-verb-es "akrediti"-verb-eo
"akrediti"-verb-eo "acreditar"-verb-es
"frakcii"-verb-eo "fraccionar"-verb-es
"fraccionar"-verb-es "frakcii"-verb-eo
"abdiki"-verb-eo "abdicar"-verb-es
"abdicar"-verb-es "abdiki"-verb-eo
"dimitir"-verb-es "demisii"-verb-eo
"demisii"-verb-eo "dimitir"-verb-es
"habitual"-adjective-es "kutima"-adjective-eo
"kutima"-adjective-eo "habitual"-adjective-es
"municipal"-adjective-es "urba"-adjective-eo
"urba"-adjective-eo "municipal"-adjective-es
"urba"-adjective-eo "urbano"-adjective-es
"urbano"-adjective-es "urba"-adjective-eo
"reciproka"-adjective-eo "recíproco"-adjective-es
"reciproka"-adjective-eo "mutuo"-adjective-es
"recíproco"-adjective-es "reciproka"-adjective-eo
"mutuo"-adjective-es "reciproka"-adjective-eo
"instrumental"-adjective-es "instrumenta"-adjective-eo
"instrumenta"-adjective-eo "instrumental"-adjective-es
"duona"-adjective-eo "medio"-adjective-es
"medio"-adjective-es "duona"-adjective-eo
"medio"-adjective-es "meza"-adjective-eo
"meza"-adjective-eo "medio"-adjective-es
"meza"-adjective-eo "mediano"-adjective-es
"mediano"-adjective-es "meza"-adjective-eo
"laŭleĝa"-adjective-eo "lícito"-adjective-es
"lícito"-adjective-es "laŭleĝa"-adjective-eo
"legal"-adjective-es "leĝa"-adjective-eo
"leĝa"-adjective-eo "legal"-adjective-es
"agresivo"-adjective-es "agresema"-adjective-eo
"agresema"-adjective-eo "agresivo"-adjective-es
"pritraktata"-adjective-eo "pendiente"-adjective-es
"pendiente"-adjective-es "pritraktata"-adjective-eo
"konstrua"-adjective-eo "constructivo"-adjective-es
"constructivo"-adjective-es "konstrua"-adjective-eo
"comprensible"-adjective-es "komprenebla"-adjective-eo
"komprenebla"-adjective-eo "comprensible"-adjective-es
"interno"-adjective-es "interna"-adjective-eo
"interna"-adjective-eo "interno"-adjective-es
"interna"-adjective-eo "interior"-adjective-es
"interior"-adjective-es "interna"-adjective-eo
"interferi"-verb-eo "interferir"-verb-es
"interferir"-verb-es "interferi"-verb-eo
"abortar"-verb-es "aborti"-verb-eo
"aborti"-verb-eo "abortar"-verb-es
"patrocinar"-verb-es "patroni"-verb-eo
"patroni"-verb-eo "patrocinar"-verb-es
"realisma"-adjective-eo "realista"-adjective-es
"realista"-adjective-es "realisma"-adjective-eo
"realista"-adjective-es "realista"-adjective-eo
"realista"-adjective-eo "realista"-adjective-es
"sanitario"-adjective-es "sanitara"-adjective-eo
"sanitara"-adjective-eo "sanitario"-adjective-es
"sano"-adjective-es "sana"-adjective-eo
"sana"-adjective-eo "sano"-adjective-es
"respectivo"-adjective-es "respektiva"-adjective-eo
"respektiva"-adjective-eo "respectivo"-adjective-es
"correspondiente"-adjective-es "responda"-adjective-eo
"responda"-adjective-eo "correspondiente"-adjective-es
"personal"-adjective-es "persona"-adjective-eo
"persona"-adjective-eo "personal"-adjective-es
"indígena"-adjective-es "indiĝena"-adjective-eo
"indiĝena"-adjective-eo "indígena"-adjective-es
"autóctono"-adjective-es "aŭtoktona"-adjective-eo
"aŭtoktona"-adjective-eo "autóctono"-adjective-es
"nativo"-adjective-es "denaska"-adjective-eo
"denaska"-adjective-eo "nativo"-adjective-es
"excepcional"-adjective-es "escepta"-adjective-eo
"escepta"-adjective-eo "excepcional"-adjective-es
"preferata"-adjective-eo "favorito"-adjective-es
"favorito"-adjective-es "preferata"-adjective-eo
"pitoreska"-adjective-eo "pintoresco"-adjective-es
"pintoresco"-adjective-es "pitoreska"-adjective-eo
"pintoresco"-adjective-es "pentrinda"-adjective-eo
"pentrinda"-adjective-eo "pintoresco"-adjective-es
"curioso"-adjective-es "scivola"-adjective-eo
"scivola"-adjective-eo "curioso"-adjective-es
"kompetenta"-adjective-eo "competente"-adjective-es
"competente"-adjective-es "kompetenta"-adjective-eo
"kapabla"-adjective-eo "capaz"-adjective-es
"kapabla"-adjective-eo "apto"-adjective-es
"capaz"-adjective-es "kapabla"-adjective-eo
"apto"-adjective-es "kapabla"-adjective-eo
"bueno"-adjective-es "bona"-adjective-eo
"bona"-adjective-eo "bueno"-adjective-es
"bona"-adjective-eo "buen"-adjective-es
"buen"-adjective-es "bona"-adjective-eo
"real"-adjective-es "reĝa"-adjective-eo
"real"-adjective-es "reala"-adjective-eo
"reĝa"-adjective-eo "real"-adjective-es
"reala"-adjective-eo "real"-adjective-es
"efektiva"-adjective-eo "efectivo"-adjective-es
"efectivo"-adjective-es "efektiva"-adjective-eo
"problema"-adjective-eo "problemático"-adjective-es
"problemático"-adjective-es "problema"-adjective-eo
"neperfekta"-adjective-eo "imperfecto"-adjective-es
"imperfecto"-adjective-es "neperfekta"-adjective-eo
"kruda"-adjective-eo "crudo"-adjective-es
"crudo"-adjective-es "kruda"-adjective-eo
"senefika"-adjective-eo "inoperante"-adjective-es
"senefika"-adjective-eo "ineficaz"-adjective-es
"inoperante"-adjective-es "senefika"-adjective-eo
"ineficaz"-adjective-es "senefika"-adjective-eo
"ĉiutaga"-adjective-eo "cotidiano"-adjective-es
"ĉiutaga"-adjective-eo "diario"-adjective-es
"cotidiano"-adjective-es "ĉiutaga"-adjective-eo
"diario"-adjective-es "ĉiutaga"-adjective-eo
"abstrakta"-adjective-eo "abstracto"-adjective-es
"abstracto"-adjective-es "abstrakta"-adjective-eo
"teórico"-adjective-es "teoria"-adjective-eo
"teoria"-adjective-eo "teórico"-adjective-es
"formala"-adjective-eo "formal"-adjective-es
"formal"-adjective-es "formala"-adjective-eo
"tradicia"-adjective-eo "tradicional"-adjective-es
"tradicional"-adjective-es "tradicia"-adjective-eo
"explícito"-adjective-es "eksplicita"-adjective-eo
"eksplicita"-adjective-eo "explícito"-adjective-es
"ekstera"-adjective-eo "externo"-adjective-es
"ekstera"-adjective-eo "exterior"-adjective-es
"externo"-adjective-es "ekstera"-adjective-eo
"exterior"-adjective-es "ekstera"-adjective-eo
"feo"-adjective-es "malbela"-adjective-eo
"malbela"-adjective-eo "feo"-adjective-es
"escandaloso"-adjective-es "skandala"-adjective-eo
"skandala"-adjective-eo "escandaloso"-adjective-es
"excluir"-verb-es "ekskludi"-verb-eo
"ekskludi"-verb-eo "excluir"-verb-es
"propagi"-verb-eo "propagar"-verb-es
"propagar"-verb-es "propagi"-verb-eo
"absolver"-verb-es "absolvi"-verb-eo
"absolvi"-verb-eo "absolver"-verb-es
"ekskuzi"-verb-eo "excusar"-verb-es
"excusar"-verb-es "ekskuzi"-verb-eo
"bombardear"-verb-es "bombardi"-verb-eo
"bombardi"-verb-eo "bombardear"-verb-es
"derecha"-noun-es "dekstro"-noun-eo
"dekstro"-noun-eo "derecha"-noun-es
"revolución"-noun-es "revolucio"-noun-eo
"revolucio"-noun-eo "revolución"-noun-es
"proporción"-noun-es "proporcio"-noun-eo
"proporcio"-noun-eo "proporción"-noun-es
"diplomacia"-noun-es "diplomatio"-noun-eo
"diplomatio"-noun-eo "diplomacia"-noun-es
"zinko"-noun-eo "zinc"-noun-es
"zinc"-noun-es "zinko"-noun-eo
"motor"-noun-es "motoro"-noun-eo
"motoro"-noun-eo "motor"-noun-es
"expresión"-noun-es "esprimo"-noun-eo
"esprimo"-noun-eo "expresión"-noun-es
"práctica"-noun-es "praktiko"-noun-eo
"praktiko"-noun-eo "práctica"-noun-es
"respekto"-noun-eo "respeto"-noun-es
"respeto"-noun-es "respekto"-noun-eo
"proa"-noun-es "pruo"-noun-eo
"pruo"-noun-eo "proa"-noun-es
"independencia"-noun-es "sendependeco"-noun-eo
"sendependeco"-noun-eo "independencia"-noun-es
"paspago"-noun-eo "peaje"-noun-es
"peaje"-noun-es "paspago"-noun-eo
"porko"-noun-eo "cerdo"-noun-es
"cerdo"-noun-es "porko"-noun-eo
"diputado"-noun-es "deputito"-noun-eo
"deputito"-noun-eo "diputado"-noun-es
"paraíso"-noun-es "paradizo"-noun-eo
"paradizo"-noun-eo "paraíso"-noun-es
"sanktejo"-noun-eo "santuario"-noun-es
"santuario"-noun-es "sanktejo"-noun-eo
"rey"-noun-es "reĝo"-noun-eo
"reĝo"-noun-eo "rey"-noun-es
"providenco"-noun-eo "providencia"-noun-es
"providencia"-noun-es "providenco"-noun-eo
"ŝuldo"-noun-eo "deuda"-noun-es
"deuda"-noun-es "ŝuldo"-noun-eo
"vendedor"-noun-es "vendisto"-noun-eo
"vendisto"-noun-eo "vendedor"-noun-es
"komercisto"-noun-eo "comerciante"-noun-es
"comerciante"-noun-es "komercisto"-noun-eo
"justicia"-noun-es "justeco"-noun-eo
"justeco"-noun-eo "justicia"-noun-es
"explotación"-noun-es "ekspluatado"-noun-eo
"ekspluatado"-noun-eo "explotación"-noun-es
"prosperidad"-noun-es "prospero"-noun-eo
"prospero"-noun-eo "prosperidad"-noun-es
"riqueza"-noun-es "riĉeco"-noun-eo
"riĉeco"-noun-eo "riqueza"-noun-es
"piscina"-noun-es "naĝejo"-noun-eo
"naĝejo"-noun-eo "piscina"-noun-es
"ausencia"-noun-es "foresto"-noun-eo
"foresto"-noun-eo "ausencia"-noun-es
"contaminación"-noun-es "poluado"-noun-eo
"poluado"-noun-eo "contaminación"-noun-es
"mina"-noun-es "mino"-noun-eo
"mino"-noun-eo "mina"-noun-es
"agonía"-noun-es "agonio"-noun-eo
"agonio"-noun-eo "agonía"-noun-es
"nostalgia"-noun-es "nostalgio"-noun-eo
"nostalgio"-noun-eo "nostalgia"-noun-es
"rekompenco"-noun-eo "retribución"-noun-es
"retribución"-noun-es "rekompenco"-noun-eo
"jerarquía"-noun-es "hierarkio"-noun-eo
"hierarkio"-noun-eo "jerarquía"-noun-es
"puerta"-noun-es "pordo"-noun-eo
"pordo"-noun-eo "puerta"-noun-es
"indiferencia"-noun-es "indiferenteco"-noun-eo
"indiferenteco"-noun-eo "indiferencia"-noun-es
"declinación"-noun-es "deklinacio"-noun-eo
"deklinacio"-noun-eo "declinación"-noun-es
"crimen"-noun-es "krimo"-noun-eo
"krimo"-noun-eo "crimen"-noun-es
"delito"-noun-es "delikto"-noun-eo
"delikto"-noun-eo "delito"-noun-es
"batalo"-noun-eo "batalla"-noun-es
"batalo"-noun-eo "combate"-noun-es
"batalla"-noun-es "batalo"-noun-eo
"combate"-noun-es "batalo"-noun-eo
"lucha"-noun-es "lukto"-noun-eo
"lukto"-noun-eo "lucha"-noun-es
"autopista"-noun-es "aŭtovojo"-noun-eo
"aŭtovojo"-noun-eo "autopista"-noun-es
"evidencia"-noun-es "evidenteco"-noun-eo
"evidenteco"-noun-eo "evidencia"-noun-es
"segmento"-noun-es "segmento"-noun-eo
"segmento"-noun-eo "segmento"-noun-es
"constante"-noun-es "konstanto"-noun-eo
"konstanto"-noun-eo "constante"-noun-es
"simulado"-noun-eo "simulación"-noun-es
"simulación"-noun-es "simulado"-noun-eo
"reclamación"-noun-es "reklamacio"-noun-eo
"reklamacio"-noun-eo "reclamación"-noun-es
"comisario"-noun-es "komisaro"-noun-eo
"komisaro"-noun-eo "comisario"-noun-es
"planizado"-noun-eo "planificación"-noun-es
"planificación"-noun-es "planizado"-noun-eo
"misa"-noun-es "meso"-noun-eo
"meso"-noun-eo "misa"-noun-es
"laurel"-noun-es "laŭro"-noun-eo
"laŭro"-noun-eo "laurel"-noun-es
"orgojlo"-noun-eo "orgullo"-noun-es
"orgullo"-noun-es "orgojlo"-noun-eo
"presupuesto"-noun-es "buĝeto"-noun-eo
"buĝeto"-noun-eo "presupuesto"-noun-es
"enhavo"-noun-eo "contenido"-noun-es
"contenido"-noun-es "enhavo"-noun-eo
"entrevista"-noun-es "intervjuo"-noun-eo
"entrevista"-noun-es "intervidiĝo"-noun-eo
"intervjuo"-noun-eo "entrevista"-noun-es
"intervidiĝo"-noun-eo "entrevista"-noun-es
"polémica"-noun-es "polemiko"-noun-eo
"polemiko"-noun-eo "polémica"-noun-es
"integridad"-noun-es "integreco"-noun-eo
"integreco"-noun-eo "integridad"-noun-es
"totalo"-noun-eo "totalidad"-noun-es
"totalidad"-noun-es "totalo"-noun-eo
"polo"-noun-es "poluso"-noun-eo
"poluso"-noun-eo "polo"-noun-es
"tambor"-noun-es "tamburo"-noun-eo
"tamburo"-noun-eo "tambor"-noun-es
"eje"-noun-es "akso"-noun-eo
"akso"-noun-eo "eje"-noun-es
"farsa"-noun-es "farso"-noun-eo
"farso"-noun-eo "farsa"-noun-es
"artista"-noun-es "artisto"-noun-eo
"artisto"-noun-eo "artista"-noun-es
"actor"-noun-es "aktoro"-noun-eo
"aktoro"-noun-eo "actor"-noun-es
"butaca"-noun-es "brakseĝo"-noun-eo
"brakseĝo"-noun-eo "butaca"-noun-es
"brakseĝo"-noun-eo "sillón"-noun-es
"fotelo"-noun-eo "sillón"-noun-es
"sillón"-noun-es "brakseĝo"-noun-eo
"sillón"-noun-es "fotelo"-noun-eo
"litoral"-noun-es "marbordo"-noun-eo
"marbordo"-noun-eo "litoral"-noun-es
"marbordo"-noun-eo "costa"-noun-es
"costa"-noun-es "marbordo"-noun-eo
"larmo"-noun-eo "lágrima"-noun-es
"lágrima"-noun-es "larmo"-noun-eo
"benzinujo"-noun-eo "tanque"-noun-es
"tanque"-noun-es "benzinujo"-noun-eo
"tanque"-noun-es "tanko"-noun-eo
"tanko"-noun-eo "tanque"-noun-es
"interferencia"-noun-es "interfero"-noun-eo
"interfero"-noun-eo "interferencia"-noun-es
"dignidad"-noun-es "digno"-noun-eo
"digno"-noun-eo "dignidad"-noun-es
"cartero"-noun-es "leterportisto"-noun-eo
"leterportisto"-noun-eo "cartero"-noun-es
"fabricante"-noun-es "fabrikanto"-noun-eo
"fabrikanto"-noun-eo "fabricante"-noun-es
"productor"-noun-es "produktanto"-noun-eo
"productor"-noun-es "produktoro"-noun-eo
"produktanto"-noun-eo "productor"-noun-es
"produktoro"-noun-eo "productor"-noun-es
"faktoro"-noun-eo "factor"-noun-es
"factor"-noun-es "faktoro"-noun-eo
"llegada"-noun-es "alveno"-noun-eo
"alveno"-noun-eo "llegada"-noun-es
"lastre"-noun-es "balasto"-noun-eo
"balasto"-noun-eo "lastre"-noun-es
"hegemonía"-noun-es "hegemonio"-noun-eo
"hegemonio"-noun-eo "hegemonía"-noun-es
"energía"-noun-es "energio"-noun-eo
"energio"-noun-eo "energía"-noun-es
"detekto"-noun-eo "detección"-noun-es
"detección"-noun-es "detekto"-noun-eo
"broĉo"-noun-eo "broche"-noun-es
"broche"-noun-es "broĉo"-noun-eo
"aguja"-noun-es "nadlo"-noun-eo
"nadlo"-noun-eo "aguja"-noun-es
"conversión"-noun-es "konvertiĝo"-noun-eo
"konvertiĝo"-noun-eo "conversión"-noun-es
"transformo"-noun-eo "transformación"-noun-es
"transformación"-noun-es "transformo"-noun-eo
"identidad"-noun-es "identeco"-noun-eo
"identeco"-noun-eo "identidad"-noun-es
"preámbulo"-noun-es "antaŭparolo"-noun-eo
"antaŭparolo"-noun-eo "preámbulo"-noun-es
"antaŭparolo"-noun-eo "prólogo"-noun-es
"prólogo"-noun-es "antaŭparolo"-noun-eo
"verdikto"-noun-eo "veredicto"-noun-es
"veredicto"-noun-es "verdikto"-noun-eo
"arbitraje"-noun-es "arbitracio"-noun-eo
"arbitracio"-noun-eo "arbitraje"-noun-es
"pabellón"-noun-es "pavilono"-noun-eo
"pavilono"-noun-eo "pabellón"-noun-es
"epizodo"-noun-eo "episodio"-noun-es
"episodio"-noun-es "epizodo"-noun-eo
"sendevigo"-noun-eo "exención"-noun-es
"exención"-noun-es "sendevigo"-noun-eo
"excusa"-noun-es "ekskuzo"-noun-eo
"ekskuzo"-noun-eo "excusa"-noun-es
"pretexto"-noun-es "preteksto"-noun-eo
"preteksto"-noun-eo "pretexto"-noun-es
"aktivulo"-noun-eo "militante"-noun-es
"militante"-noun-es "aktivulo"-noun-eo
"privilegio"-noun-es "privilegio"-noun-eo
"privilegio"-noun-eo "privilegio"-noun-es
"universidad"-noun-es "universitato"-noun-eo
"universitato"-noun-eo "universidad"-noun-es
"gimnasio"-noun-es "gimnastejo"-noun-eo
"gimnastejo"-noun-eo "gimnasio"-noun-es
"pistola"-noun-es "pistolo"-noun-eo
"pistolo"-noun-eo "pistola"-noun-es
"párpado"-noun-es "palpebro"-noun-eo
"palpebro"-noun-eo "párpado"-noun-es
"tobillo"-noun-es "maleolo"-noun-eo
"maleolo"-noun-eo "tobillo"-noun-es
"incendio"-noun-es "incendio"-noun-eo
"incendio"-noun-eo "incendio"-noun-es
"funelo"-noun-eo "embudo"-noun-es
"embudo"-noun-es "funelo"-noun-eo
"contenedor"-noun-es "kontenero"-noun-eo
"kontenero"-noun-eo "contenedor"-noun-es
"reliefo"-noun-eo "relieve"-noun-es
"relieve"-noun-es "reliefo"-noun-eo
"alternativa"-noun-es "alternativo"-noun-eo
"alternativo"-noun-eo "alternativa"-noun-es
"restarigo"-noun-eo "restauración"-noun-es
"restauración"-noun-es "restarigo"-noun-eo
"preso"-noun-es "malliberulo"-noun-eo
"malliberulo"-noun-eo "preso"-noun-es
"malliberulo"-noun-eo "prisionero"-noun-es
"prisionero"-noun-es "malliberulo"-noun-eo
"irrigación"-noun-es "irigacio"-noun-eo
"irigacio"-noun-eo "irrigación"-noun-es
"agricultura"-noun-es "agrokulturo"-noun-eo
"agricultura"-noun-es "agrikulturo"-noun-eo
"agrokulturo"-noun-eo "agricultura"-noun-es
"agrikulturo"-noun-eo "agricultura"-noun-es
"cultura"-noun-es "kulturo"-noun-eo
"kulturo"-noun-eo "cultura"-noun-es
"plantación"-noun-es "plantejo"-noun-eo
"plantejo"-noun-eo "plantación"-noun-es
"supermagazeno"-noun-eo "supermercado"-noun-es
"supermercado"-noun-es "supermagazeno"-noun-eo
"supermercado"-noun-es "superbazaro"-noun-eo
"superbazaro"-noun-eo "supermercado"-noun-es
"ducha"-noun-es "duŝo"-noun-eo
"duŝo"-noun-eo "ducha"-noun-es
"expansión"-noun-es "ekspansio"-noun-eo
"ekspansio"-noun-eo "expansión"-noun-es
"disvastigo"-noun-eo "difusión"-noun-es
