"avoir l'habitude de"-verb-fr "soler"-verb-es
"Mabel"-properNoun-es "Mabel"-properNoun-fr
"bénéfique"-adjective-fr "benéfico"-adjective-es
"benéfico"-adjective-es "bénéfique"-adjective-fr
"défenseur"-adjective-fr "defensor"-adjective-es
"defensor"-adjective-es "défenseur"-adjective-fr
"conductivité"-noun-fr "conductividad"-noun-es
"conductividad"-noun-es "conductivité"-noun-fr
"Anguita"-properNoun-fr "Anguita"-properNoun-es
"Anguita"-properNoun-es "Anguita"-properNoun-fr
"concrétion"-noun-fr "concreción"-noun-es
"concreción"-noun-es "concrétion"-noun-fr
"bandit"-noun-fr "bandolero"-noun-es
"bandolero"-noun-es "bandit"-noun-fr
"bandolero"-noun-es "brigand"-noun-fr
"brigand"-noun-fr "bandolero"-noun-es
"orthodoxie"-noun-fr "ortodoxia"-noun-es
"ortodoxia"-noun-es "orthodoxie"-noun-fr
"Candelaria"-properNoun-fr "Candelaria"-properNoun-es
"Candelaria"-properNoun-es "Candelaria"-properNoun-fr
"faire la sourde oreille"-verb-fr "desoír"-verb-es
"desoír"-verb-es "faire la sourde oreille"-verb-fr
"Facebook"-properNoun-fr "Facebook"-properNoun-es
"Facebook"-properNoun-es "Facebook"-properNoun-fr
"inadmissible"-adjective-fr "inadmisible"-adjective-es
"inadmisible"-adjective-es "inadmissible"-adjective-fr
"massif"-noun-fr "macizo"-noun-es
"macizo"-noun-es "massif"-noun-fr
"faciliter"-verb-fr "facilitar"-verb-es
"facilitar"-verb-es "faciliter"-verb-fr
"comptable"-adjective-fr "contable"-adjective-es
"contable"-adjective-es "comptable"-adjective-fr
"naval"-adjective-fr "naval"-adjective-es
"naval"-adjective-es "naval"-adjective-fr
"Greenpeace"-properNoun-fr "Greenpeace"-properNoun-es
"Greenpeace"-properNoun-es "Greenpeace"-properNoun-fr
"water-polo"-noun-fr "waterpolo"-noun-es
"waterpolo"-noun-es "water-polo"-noun-fr
"Charlie"-properNoun-fr "Charlie"-properNoun-es
"Charlie"-properNoun-es "Charlie"-properNoun-fr
"gel"-noun-fr "gel"-noun-es
"gel"-noun-es "gel"-noun-fr
"excellemment"-adverb-fr "estupendamente"-adverb-es
"estupendamente"-adverb-es "excellemment"-adverb-fr
"hériter"-verb-fr "heredar"-verb-es
"heredar"-verb-es "hériter"-verb-fr
"helar"-verb-es "transir"-verb-fr
"transir"-verb-fr "helar"-verb-es
"Guernesey"-properNoun-fr "Guernsey"-properNoun-es
"Guernsey"-properNoun-es "Guernesey"-properNoun-fr
"germe"-noun-fr "germen"-noun-es
"germen"-noun-es "germe"-noun-fr
"purification"-noun-fr "purificación"-noun-es
"purificación"-noun-es "purification"-noun-fr
"souhaiter"-verb-fr "desear"-verb-es
"souhaiter"-verb-fr "anhelar"-verb-es
"desear"-verb-es "souhaiter"-verb-fr
"desear"-verb-es "désirer"-verb-fr
"anhelar"-verb-es "souhaiter"-verb-fr
"désirer"-verb-fr "desear"-verb-es
"individualité"-noun-fr "individualidad"-noun-es
"individualidad"-noun-es "individualité"-noun-fr
"comparer"-verb-fr "equiparar"-verb-es
"comparer"-verb-fr "comparar"-verb-es
"equiparar"-verb-es "comparer"-verb-fr
"comparar"-verb-es "comparer"-verb-fr
"Daniels"-properNoun-fr "Daniels"-properNoun-es
"Daniels"-properNoun-es "Daniels"-properNoun-fr
"perte"-noun-fr "extravío"-noun-es
"extravío"-noun-es "perte"-noun-fr
"pérdida"-noun-es "déchet"-noun-fr
"déchet"-noun-fr "pérdida"-noun-es
"colline"-noun-fr "colina"-noun-es
"colina"-noun-es "colline"-noun-fr
"rajeunissement"-noun-fr "rejuvenecimiento"-noun-es
"rejuvenecimiento"-noun-es "rajeunissement"-noun-fr
"déchaînement"-noun-fr "hervidero"-noun-es
"hervidero"-noun-es "déchaînement"-noun-fr
"accoupler"-verb-fr "aparear"-verb-es
"aparear"-verb-es "accoupler"-verb-fr
"chat"-noun-fr "chat"-noun-es
"chat"-noun-es "chat"-noun-fr
"KLM"-properNoun-fr "KLM"-properNoun-es
"KLM"-properNoun-es "KLM"-properNoun-fr
"développeur"-noun-fr "desarrollador"-noun-es
"desarrollador"-noun-es "développeur"-noun-fr
"Joe"-properNoun-fr "Joe"-properNoun-es
"Joe"-properNoun-es "Joe"-properNoun-fr
"chaînon"-noun-fr "eslabón"-noun-es
"eslabón"-noun-es "chaînon"-noun-fr
"analphabète"-adjective-fr "analfabeto"-adjective-es
"analfabeto"-adjective-es "analphabète"-adjective-fr
"Black"-properNoun-fr "Black"-properNoun-es
"Black"-properNoun-es "Black"-properNoun-fr
"tronquer"-verb-fr "truncar"-verb-es
"truncar"-verb-es "tronquer"-verb-fr
"Altea"-properNoun-fr "Altea"-properNoun-es
"Altea"-properNoun-es "Altea"-properNoun-fr
"sentir"-verb-fr "sentir"-verb-es
"sentir"-verb-es "sentir"-verb-fr
"sentir"-verb-es "ressentir"-verb-fr
"sentir"-verb-es "ouïr"-verb-fr
"sentir"-verb-es "entendre"-verb-fr
"ressentir"-verb-fr "sentir"-verb-es
"ressentir"-verb-fr "resentir"-verb-es
"ouïr"-verb-fr "sentir"-verb-es
"entendre"-verb-fr "sentir"-verb-es
"annotateur"-noun-fr "anotador"-noun-es
"anotador"-noun-es "annotateur"-noun-fr
"dangerosité"-noun-fr "peligrosidad"-noun-es
"peligrosidad"-noun-es "dangerosité"-noun-fr
"fermé"-adjective-fr "cerrado"-adjective-es
"cerrado"-adjective-es "fermé"-adjective-fr
"cerrado"-adjective-es "clos"-adjective-fr
"clos"-adjective-fr "cerrado"-adjective-es
"déguster"-verb-fr "degustar"-verb-es
"degustar"-verb-es "déguster"-verb-fr
"expansif"-adjective-fr "expansivo"-adjective-es
"expansivo"-adjective-es "expansif"-adjective-fr
"excavation"-noun-fr "excavación"-noun-es
"excavación"-noun-es "excavation"-noun-fr
"télescope"-noun-fr "telescopio"-noun-es
"telescopio"-noun-es "télescope"-noun-fr
"comptabiliser"-verb-fr "contabilizar"-verb-es
"contabilizar"-verb-es "comptabiliser"-verb-fr
"sportivité"-noun-fr "deportividad"-noun-es
"deportividad"-noun-es "sportivité"-noun-fr
"Elia"-properNoun-fr "Elia"-properNoun-es
"Elia"-properNoun-es "Elia"-properNoun-fr
"éveiller"-verb-fr "despertar"-verb-es
"despertar"-verb-es "éveiller"-verb-fr
"despertar"-verb-es "réveiller"-verb-fr
"réveiller"-verb-fr "despertar"-verb-es
"audace"-noun-fr "audacia"-noun-es
"audacia"-noun-es "audace"-noun-fr
"quinquennat"-noun-fr "quinquenio"-noun-es
"quinquenio"-noun-es "quinquennat"-noun-fr
"aviron"-noun-fr "remo"-noun-es
"remo"-noun-es "aviron"-noun-fr
"loisir"-noun-fr "ocio"-noun-es
"ocio"-noun-es "loisir"-noun-fr
"virtuel"-adjective-fr "virtual"-adjective-es
"virtual"-adjective-es "virtuel"-adjective-fr
"Giscard"-properNoun-fr "Giscard"-properNoun-es
"Giscard"-properNoun-es "Giscard"-properNoun-fr
"sacrement"-noun-fr "sacramento"-noun-es
"sacramento"-noun-es "sacrement"-noun-fr
"confectionner"-verb-fr "confeccionar"-verb-es
"confeccionar"-verb-es "confectionner"-verb-fr
"roman"-noun-fr "romance"-noun-es
"romance"-noun-es "roman"-noun-fr
"intégral"-adjective-fr "integral"-adjective-es
"integral"-adjective-es "intégral"-adjective-fr
"Andy"-properNoun-fr "Andy"-properNoun-es
"Andy"-properNoun-es "Andy"-properNoun-fr
"demoiselle"-noun-fr "doncella"-noun-es
"doncella"-noun-es "demoiselle"-noun-fr
"portée"-noun-fr "pentagrama"-noun-es
"portée"-noun-fr "camada"-noun-es
"pentagrama"-noun-es "portée"-noun-fr
"camada"-noun-es "portée"-noun-fr
"camada"-noun-es "litée"-noun-fr
"litée"-noun-fr "camada"-noun-es
"étagère"-noun-fr "estante"-noun-es
"étagère"-noun-fr "estantería"-noun-es
"estante"-noun-es "étagère"-noun-fr
"estantería"-noun-es "étagère"-noun-fr
"égalitaire"-adjective-fr "igualitario"-adjective-es
"igualitario"-adjective-es "égalitaire"-adjective-fr
"insuffisance"-noun-fr "insuficiencia"-noun-es
"insuficiencia"-noun-es "insuffisance"-noun-fr
"oeuf"-noun-fr "huevo"-noun-es
"huevo"-noun-es "oeuf"-noun-fr
"sorprender"-verb-es "étonner"-verb-fr
"sorprender"-verb-es "éberluer"-verb-fr
"étonner"-verb-fr "sorprender"-verb-es
"étonner"-verb-fr "asombrar"-verb-es
"éberluer"-verb-fr "sorprender"-verb-es
"quantifier"-verb-fr "cuantificar"-verb-es
"cuantificar"-verb-es "quantifier"-verb-fr
"survivant"-adjective-fr "superviviente"-adjective-es
"superviviente"-adjective-es "survivant"-adjective-fr
"motorisation"-noun-fr "motorización"-noun-es
"motorización"-noun-es "motorisation"-noun-fr
"piqûre"-noun-fr "pinchazo"-noun-es
"pinchazo"-noun-es "piqûre"-noun-fr
"protestant"-noun-fr "protestante"-noun-es
"protestante"-noun-es "protestant"-noun-fr
"urgentement"-adverb-fr "urgentemente"-adverb-es
"urgentemente"-adverb-es "urgentement"-adverb-fr
"Hirsch"-properNoun-fr "Hirsch"-properNoun-es
"Hirsch"-properNoun-es "Hirsch"-properNoun-fr
"exclusión"-noun-es "mise hors course"-noun-fr
"mise hors course"-noun-fr "exclusión"-noun-es
"répandre"-verb-fr "difundir"-verb-es
"difundir"-verb-es "répandre"-verb-fr
"conjugal"-adjective-fr "conyugal"-adjective-es
"conyugal"-adjective-es "conjugal"-adjective-fr
"annuaire"-noun-fr "anuario"-noun-es
"anuario"-noun-es "annuaire"-noun-fr
"danse"-noun-fr "baile"-noun-es
"baile"-noun-es "danse"-noun-fr
"rouleau"-noun-fr "rollo"-noun-es
"rollo"-noun-es "rouleau"-noun-fr
"Agirrezabalaga"-properNoun-fr "Agirrezabalaga"-properNoun-es
"Agirrezabalaga"-properNoun-es "Agirrezabalaga"-properNoun-fr
"resto"-noun-es "restant"-noun-fr
"restant"-noun-fr "resto"-noun-es
"métabolite"-noun-fr "metabolito"-noun-es
"metabolito"-noun-es "métabolite"-noun-fr
"face à"-preposition-fr "frente a"-preposition-es
"frente a"-preposition-es "face à"-preposition-fr
"galicien"-adjective-fr "gallego"-adjective-es
"gallego"-adjective-es "galicien"-adjective-fr
"Johann"-properNoun-fr "Johann"-properNoun-es
"Johann"-properNoun-es "Johann"-properNoun-fr
"raccourci"-noun-fr "atajo"-noun-es
"atajo"-noun-es "raccourci"-noun-fr
"emprunteur"-noun-fr "prestatario"-noun-es
"prestatario"-noun-es "emprunteur"-noun-fr
"affoler"-verb-fr "enloquecer"-verb-es
"enloquecer"-verb-es "affoler"-verb-fr
"rétribuer"-verb-fr "retribuir"-verb-es
"retribuir"-verb-es "rétribuer"-verb-fr
"Carla"-properNoun-fr "Carla"-properNoun-es
"Carla"-properNoun-es "Carla"-properNoun-fr
"Óscar"-properNoun-fr "Óscar"-properNoun-es
"Óscar"-properNoun-es "Óscar"-properNoun-fr
"Olaberria"-properNoun-fr "Olaberria"-properNoun-es
"Olaberria"-properNoun-es "Olaberria"-properNoun-fr
"parvenir"-verb-fr "llegar"-verb-es
"llegar"-verb-es "parvenir"-verb-fr
"llegar"-verb-es "arriver"-verb-fr
"arriver"-verb-fr "llegar"-verb-es
"arriver"-verb-fr "suceder"-verb-es
"arriver"-verb-fr "ocurrir"-verb-es
"expiration"-noun-fr "caducidad"-noun-es
"caducidad"-noun-es "expiration"-noun-fr
"faire partie"-verb-fr "formar parte"-verb-es
"formar parte"-verb-es "faire partie"-verb-fr
"Moncada"-properNoun-fr "Montcada"-properNoun-es
"Moncada"-properNoun-fr "Moncada"-properNoun-es
"Montcada"-properNoun-es "Moncada"-properNoun-fr
"Moncada"-properNoun-es "Moncada"-properNoun-fr
"Marrakech"-properNoun-fr "Marrakech"-properNoun-es
"Marrakech"-properNoun-es "Marrakech"-properNoun-fr
"soutien"-noun-fr "amparo"-noun-es
"soutien"-noun-fr "apoyo"-noun-es
"amparo"-noun-es "soutien"-noun-fr
"amparo"-noun-es "protection"-noun-fr
"apoyo"-noun-es "soutien"-noun-fr
"protection"-noun-fr "amparo"-noun-es
"pré-inscription"-noun-fr "preinscripción"-noun-es
"preinscripción"-noun-es "pré-inscription"-noun-fr
"preinscripción"-noun-es "préinscription"-noun-fr
"préinscription"-noun-fr "preinscripción"-noun-es
"Lacoste"-properNoun-fr "Lacoste"-properNoun-es
"Lacoste"-properNoun-es "Lacoste"-properNoun-fr
"Inés"-properNoun-fr "Inés"-properNoun-es
"Inés"-properNoun-es "Inés"-properNoun-fr
"exhiber"-verb-fr "exhibir"-verb-es
"exhibir"-verb-es "exhiber"-verb-fr
"brûlant"-adjective-fr "abrasador"-adjective-es
"abrasador"-adjective-es "brûlant"-adjective-fr
"Yébenes"-properNoun-fr "Yébenes"-properNoun-es
"Yébenes"-properNoun-es "Yébenes"-properNoun-fr
"Gaza"-properNoun-fr "Gaza"-properNoun-es
"Gaza"-properNoun-es "Gaza"-properNoun-fr
"sollicitation"-noun-fr "solicitación"-noun-es
"solicitación"-noun-es "sollicitation"-noun-fr
"boucler"-verb-fr "rizar"-verb-es
"rizar"-verb-es "boucler"-verb-fr
"rizar"-verb-es "friser"-verb-fr
"friser"-verb-fr "rizar"-verb-es
"émotionnel"-adjective-fr "emocional"-adjective-es
"emocional"-adjective-es "émotionnel"-adjective-fr
"réprimer"-verb-fr "reprimir"-verb-es
"reprimir"-verb-es "réprimer"-verb-fr
"chasser"-verb-fr "ahuyentar"-verb-es
"chasser"-verb-fr "cazar"-verb-es
"ahuyentar"-verb-es "chasser"-verb-fr
"cazar"-verb-es "chasser"-verb-fr
"soin"-noun-fr "cura"-noun-es
"cura"-noun-es "soin"-noun-fr
"expedition"-noun-fr "expedición"-noun-es
"expedición"-noun-es "expedition"-noun-fr
"Joyce"-properNoun-fr "Joyce"-properNoun-es
"Joyce"-properNoun-es "Joyce"-properNoun-fr
"athlète"-noun-fr "atleta"-noun-es
"atleta"-noun-es "athlète"-noun-fr
"Toyota"-properNoun-fr "Toyota"-properNoun-es
"Toyota"-properNoun-es "Toyota"-properNoun-fr
"mineur"-adjective-fr "menor de edad"-adjective-es
"menor de edad"-adjective-es "mineur"-adjective-fr
"escompter"-verb-fr "descontar"-verb-es
"descontar"-verb-es "escompter"-verb-fr
"Aracena"-properNoun-fr "Aracena"-properNoun-es
"Aracena"-properNoun-es "Aracena"-properNoun-fr
"vraisemblablement"-adverb-fr "posiblemente"-adverb-es
"posiblemente"-adverb-es "vraisemblablement"-adverb-fr
"sarcasme"-noun-fr "sarcasmo"-noun-es
"sarcasmo"-noun-es "sarcasme"-noun-fr
"Amat"-properNoun-fr "Amat"-properNoun-es
"Amat"-properNoun-es "Amat"-properNoun-fr
"amen"-noun-fr "amén"-noun-es
"amén"-noun-es "amen"-noun-fr
"cassation"-noun-fr "casación"-noun-es
"casación"-noun-es "cassation"-noun-fr
"gaulois"-adjective-fr "galo"-adjective-es
"galo"-adjective-es "gaulois"-adjective-fr
"galo"-adjective-es "français"-adjective-fr
"français"-adjective-fr "galo"-adjective-es
"odorat"-noun-fr "olfato"-noun-es
"olfato"-noun-es "odorat"-noun-fr
"olfato"-noun-es "flair"-noun-fr
"flair"-noun-fr "olfato"-noun-es
"changeant"-adjective-fr "cambiante"-adjective-es
"cambiante"-adjective-es "changeant"-adjective-fr
"comice"-noun-fr "comicio"-noun-es
"comicio"-noun-es "comice"-noun-fr
"Christensen"-properNoun-fr "Christensen"-properNoun-es
"Christensen"-properNoun-es "Christensen"-properNoun-fr
"bathyscaphe"-noun-fr "batiscafo"-noun-es
"batiscafo"-noun-es "bathyscaphe"-noun-fr
"grandiose"-adjective-fr "grandioso"-adjective-es
"grandioso"-adjective-es "grandiose"-adjective-fr
"rejeter"-verb-fr "desestimar"-verb-es
"desestimar"-verb-es "rejeter"-verb-fr
"rechazar"-verb-es "éconduire"-verb-fr
"éconduire"-verb-fr "rechazar"-verb-es
"banalité"-noun-fr "banalidad"-noun-es
"banalidad"-noun-es "banalité"-noun-fr
"dîner"-noun-fr "cena"-noun-es
"cena"-noun-es "dîner"-noun-fr
"cena"-noun-es "souper"-noun-fr
"souper"-noun-fr "cena"-noun-es
"Mislata"-properNoun-fr "Mislata"-properNoun-es
"Mislata"-properNoun-es "Mislata"-properNoun-fr
"crypter"-verb-fr "encriptar"-verb-es
"encriptar"-verb-es "crypter"-verb-fr
"Maghreb"-properNoun-fr "Magreb"-properNoun-es
"Magreb"-properNoun-es "Maghreb"-properNoun-fr
"pichet"-noun-fr "búcaro"-noun-es
"búcaro"-noun-es "pichet"-noun-fr
"dénoncer"-verb-fr "denunciar"-verb-es
"denunciar"-verb-es "dénoncer"-verb-fr
"sunnite"-noun-fr "suní"-noun-es
"suní"-noun-es "sunnite"-noun-fr
"total"-noun-fr "total"-noun-es
"total"-noun-es "total"-noun-fr
"envie"-noun-fr "antojo"-noun-es
"antojo"-noun-es "envie"-noun-fr
"mur"-noun-fr "tapia"-noun-es
"tapia"-noun-es "mur"-noun-fr
"pared"-noun-es "paroi"-noun-fr
"paroi"-noun-fr "pared"-noun-es
"fonder"-verb-fr "fundar"-verb-es
"fonder"-verb-fr "fundamentar"-verb-es
"fundar"-verb-es "fonder"-verb-fr
"fundamentar"-verb-es "fonder"-verb-fr
"judiciairement"-adverb-fr "judicialmente"-adverb-es
"judicialmente"-adverb-es "judiciairement"-adverb-fr
"Gael"-properNoun-fr "Gael"-properNoun-es
"Gael"-properNoun-es "Gael"-properNoun-fr
"rénovation"-noun-fr "remodelación"-noun-es
"remodelación"-noun-es "rénovation"-noun-fr
"insuline"-noun-fr "insulina"-noun-es
"insulina"-noun-es "insuline"-noun-fr
"électrocution"-noun-fr "electrocución"-noun-es
"electrocución"-noun-es "électrocution"-noun-fr
"parole"-noun-fr "palabra"-noun-es
"palabra"-noun-es "parole"-noun-fr
"Bergara"-properNoun-fr "Bergara"-properNoun-es
"Bergara"-properNoun-es "Bergara"-properNoun-fr
"crédibilité"-noun-fr "credibilidad"-noun-es
"credibilidad"-noun-es "crédibilité"-noun-fr
"rally"-noun-fr "rally"-noun-es
"rally"-noun-es "rally"-noun-fr
"URL"-noun-fr "URL"-noun-es
"URL"-noun-es "URL"-noun-fr
"Sophie"-properNoun-fr "Sophie"-properNoun-es
"Sophie"-properNoun-es "Sophie"-properNoun-fr
"portfolio"-noun-fr "carpeta"-noun-es
"carpeta"-noun-es "portfolio"-noun-fr
"carpeta"-noun-es "dossier"-noun-fr
"dossier"-noun-fr "carpeta"-noun-es
"interdiction"-noun-fr "ilegalización"-noun-es
"ilegalización"-noun-es "interdiction"-noun-fr
"ilegalización"-noun-es "illégalisation"-noun-fr
"illégalisation"-noun-fr "ilegalización"-noun-es
"Alliot-Marie"-properNoun-fr "Alliot-Marie"-properNoun-es
"Alliot-Marie"-properNoun-es "Alliot-Marie"-properNoun-fr
"bûcher"-noun-fr "hoguera"-noun-es
"hoguera"-noun-es "bûcher"-noun-fr
"dépolitisation"-noun-fr "despolitización"-noun-es
"despolitización"-noun-es "dépolitisation"-noun-fr
"éloquent"-adjective-fr "elocuente"-adjective-es
"elocuente"-adjective-es "éloquent"-adjective-fr
"certificat"-noun-fr "certificado"-noun-es
"certificado"-noun-es "certificat"-noun-fr
"lancer"-verb-fr "estrellar"-verb-es
"lancer"-verb-fr "arrojar"-verb-es
"estrellar"-verb-es "lancer"-verb-fr
"estrellar"-verb-es "étoiler"-verb-fr
"arrojar"-verb-es "lancer"-verb-fr
"lanzar"-verb-es "jeter"-verb-fr
"jeter"-verb-fr "lanzar"-verb-es
"étoiler"-verb-fr "estrellar"-verb-es
"cinta"-noun-es "ruban"-noun-fr
"ruban"-noun-fr "cinta"-noun-es
"consacrer"-verb-fr "dedicar"-verb-es
"dedicar"-verb-es "consacrer"-verb-fr
"adversité"-noun-fr "adversidad"-noun-es
"adversidad"-noun-es "adversité"-noun-fr
"kiosque"-noun-fr "quiosco"-noun-es
"quiosco"-noun-es "kiosque"-noun-fr
"mortier"-noun-fr "almirez"-noun-es
"almirez"-noun-es "mortier"-noun-fr
"pardonner"-verb-fr "perdonar"-verb-es
"perdonar"-verb-es "pardonner"-verb-fr
"actuel"-adjective-fr "actual"-adjective-es
"actual"-adjective-es "actuel"-adjective-fr
"panda"-noun-fr "panda"-noun-es
"panda"-noun-es "panda"-noun-fr
"réinterprétation"-noun-fr "reinterpretación"-noun-es
"reinterpretación"-noun-es "réinterprétation"-noun-fr
"ACB"-noun-fr "ACB"-noun-es
"ACB"-noun-es "ACB"-noun-fr
"convaincre"-verb-fr "convencer"-verb-es
"convencer"-verb-es "convaincre"-verb-fr
"Panamá"-properNoun-es "Panamá"-properNoun-fr
"Panamá"-properNoun-fr "Panamá"-properNoun-es
"bouquet"-noun-fr "ramo"-noun-es
"ramo"-noun-es "bouquet"-noun-fr
"arriérer"-verb-fr "retrasar"-verb-es
"retrasar"-verb-es "arriérer"-verb-fr
"retrasar"-verb-es "attarder"-verb-fr
"retrasar"-verb-es "retarder"-verb-fr
"attarder"-verb-fr "retrasar"-verb-es
"retarder"-verb-fr "retrasar"-verb-es
"combien"-pronoun-fr "cuánto"-pronoun-es
"cuánto"-pronoun-es "combien"-pronoun-fr
"grossièreté"-noun-fr "grosería"-noun-es
"grosería"-noun-es "grossièreté"-noun-fr
"au-dessus de"-preposition-fr "por encima de"-preposition-es
"por encima de"-preposition-es "au-dessus de"-preposition-fr
"notifier"-verb-fr "notificar"-verb-es
"notificar"-verb-es "notifier"-verb-fr
"resentir"-verb-es "ressentir"-verb-fr
"Antoine"-properNoun-fr "Antoine"-properNoun-es
"Antoine"-properNoun-es "Antoine"-properNoun-fr
"savant"-noun-fr "sabio"-noun-es
"sabio"-noun-es "savant"-noun-fr
"cinquante-sept"-numeral-fr "cincuenta y siete"-numeral-es
"cincuenta y siete"-numeral-es "cinquante-sept"-numeral-fr
"dans le but de"-preposition-fr "con el fin de"-preposition-es
"con el fin de"-preposition-es "dans le but de"-preposition-fr
"con el fin de"-preposition-es "afin de"-preposition-fr
"afin de"-preposition-fr "con el fin de"-preposition-es
"extensible"-adjective-fr "extensible"-adjective-es
"extensible"-adjective-es "extensible"-adjective-fr
"iniciar"-verb-es "entamer"-verb-fr
"entamer"-verb-fr "iniciar"-verb-es
"influer"-verb-fr "incidir"-verb-es
"incidir"-verb-es "influer"-verb-fr
"approvisionnement"-noun-fr "abasto"-noun-es
"approvisionnement"-noun-fr "acopio"-noun-es
"abasto"-noun-es "approvisionnement"-noun-fr
"acopio"-noun-es "approvisionnement"-noun-fr
"Hernandez"-properNoun-fr "Hernandez"-properNoun-es
"Hernandez"-properNoun-es "Hernandez"-properNoun-fr
"libéralité"-noun-fr "liberalidad"-noun-es
"liberalidad"-noun-es "libéralité"-noun-fr
"super-héros"-noun-fr "superhéroe"-noun-es
"superhéroe"-noun-es "super-héros"-noun-fr
"singularité"-noun-fr "singularidad"-noun-es
"singularidad"-noun-es "singularité"-noun-fr
"louer"-verb-fr "alquilar"-verb-es
"louer"-verb-fr "elogiar"-verb-es
"alquilar"-verb-es "louer"-verb-fr
"elogiar"-verb-es "louer"-verb-fr
"elogiar"-verb-es "vanter"-verb-fr
"vanter"-verb-fr "elogiar"-verb-es
"vanter"-verb-fr "alardear"-verb-es
"adiabatique"-adjective-fr "adiabático"-adjective-es
"adiabático"-adjective-es "adiabatique"-adjective-fr
"Hercule"-properNoun-fr "Hércules"-properNoun-es
"Hércules"-properNoun-es "Hercule"-properNoun-fr
"prêter"-verb-fr "prestar"-verb-es
"prestar"-verb-es "prêter"-verb-fr
"Nova"-properNoun-fr "Nova"-properNoun-es
"Nova"-properNoun-es "Nova"-properNoun-fr
"solliciter"-verb-fr "solicitar"-verb-es
"solicitar"-verb-es "solliciter"-verb-fr
