"France"-noun-fr "França"-properNoun-ca
"Cullera"-properNoun-ca "Cullera"-properNoun-fr
"quinquenni"-noun-ca "quinquennium"-noun-fr
"quinquenni"-noun-ca "quinquennalité"-noun-fr
"quinquennium"-noun-fr "quinquenni"-noun-ca
"quinquennalité"-noun-fr "quinquenni"-noun-ca
"anneau de clés"-noun-fr "clauer"-noun-ca
"clauer"-noun-ca "anneau de clés"-noun-fr
"clauer"-noun-ca "anneau de clefs"-noun-fr
"anneau de clefs"-noun-fr "clauer"-noun-ca
"oci"-noun-ca "agrément"-noun-fr
"agrément"-noun-fr "oci"-noun-ca
"xut"-noun-ca "shoot"-noun-fr
"shoot"-noun-fr "xut"-noun-ca
"hors de la portée"-adverb-fr "a l'abast"-adverb-ca
"a l'abast"-adverb-ca "hors de la portée"-adverb-fr
"a l'abast"-adverb-ca "hors de portée"-adverb-fr
"a l'abast"-adverb-ca "hors portée"-adverb-fr
"hors de portée"-adverb-fr "a l'abast"-adverb-ca
"hors portée"-adverb-fr "a l'abast"-adverb-ca
"Hafsa"-properNoun-fr "Hafsa"-properNoun-ca
"Hafsa"-properNoun-ca "Hafsa"-properNoun-fr
"hesitar"-verb-ca "barguigner"-verb-fr
"barguigner"-verb-fr "hesitar"-verb-ca
"grande fête"-noun-fr "festa major"-noun-ca
"festa major"-noun-ca "grande fête"-noun-fr
"Emília"-properNoun-ca "Emília"-properNoun-fr
"Emília"-properNoun-fr "Emília"-properNoun-ca
"désoxydation"-noun-fr "desoxidació"-noun-ca
"desoxidació"-noun-ca "désoxydation"-noun-fr
"romanticisme"-noun-fr "romanticisme"-noun-ca
"romanticisme"-noun-ca "romanticisme"-noun-fr
"andantino"-adverb-fr "andantino"-adverb-ca
"andantino"-adverb-ca "andantino"-adverb-fr
"aveugler"-verb-fr "encegar"-verb-ca
"encegar"-verb-ca "aveugler"-verb-fr
"mongòlic"-adjective-ca "mongolique"-adjective-fr
"mongolique"-adjective-fr "mongòlic"-adjective-ca
"Isidre"-properNoun-fr "Isidre"-properNoun-ca
"Isidre"-properNoun-ca "Isidre"-properNoun-fr
"affrioler"-verb-fr "enllepolir"-verb-ca
"enllepolir"-verb-ca "affrioler"-verb-fr
"abast"-noun-ca "atteinte"-noun-fr
"atteinte"-noun-fr "abast"-noun-ca
"atteinte"-noun-fr "atac"-noun-ca
"atteinte"-noun-fr "impacte"-noun-ca
"orgastique"-adjective-fr "orgàstic"-adjective-ca
"orgàstic"-adjective-ca "orgastique"-adjective-fr
"Estamariu"-properNoun-fr "Estamariu"-properNoun-ca
"Estamariu"-properNoun-ca "Estamariu"-properNoun-fr
"oubliettes"-noun-fr "calabós"-noun-ca
"calabós"-noun-ca "oubliettes"-noun-fr
"calabós"-noun-ca "mitard"-noun-fr
"mitard"-noun-fr "calabós"-noun-ca
"negociació"-noun-ca "pourparlers"-noun-fr
"pourparlers"-noun-fr "negociació"-noun-ca
"pourparlers"-noun-fr "conversa"-noun-ca
"Cabrils"-properNoun-fr "Cabrils"-properNoun-ca
"Cabrils"-properNoun-ca "Cabrils"-properNoun-fr
"microcinématographie"-noun-fr "microcinematografia"-noun-ca
"microcinematografia"-noun-ca "microcinématographie"-noun-fr
"neuròtic"-adjective-ca "obsedé"-adjective-fr
"obsedé"-adjective-fr "neuròtic"-adjective-ca
"Arlet"-properNoun-fr "Arlet"-properNoun-ca
"Arlet"-properNoun-ca "Arlet"-properNoun-fr
"maximum"-adjective-fr "màxim"-adjective-ca
"màxim"-adjective-ca "maximum"-adjective-fr
"Alma-Ata"-properNoun-fr "Alma-Ata"-properNoun-ca
"Alma-Ata"-properNoun-ca "Alma-Ata"-properNoun-fr
"entraineur"-noun-fr "entrenador"-noun-ca
"entrenador"-noun-ca "entraineur"-noun-fr
"charivari"-noun-fr "xivarri"-noun-ca
"xivarri"-noun-ca "charivari"-noun-fr
"Clariana de Cardener"-properNoun-fr "Clariana de Cardener"-properNoun-ca
"Clariana de Cardener"-properNoun-ca "Clariana de Cardener"-properNoun-fr
"prostatique"-adjective-fr "prostàtic"-adjective-ca
"prostàtic"-adjective-ca "prostatique"-adjective-fr
"resta"-noun-ca "restes"-noun-fr
"restes"-noun-fr "resta"-noun-ca
"antiimpérialiste"-noun-fr "antiimperialista"-noun-ca
"antiimperialista"-noun-ca "antiimpérialiste"-noun-fr
"antiimperialista"-noun-ca "anti-impérialiste"-noun-fr
"anti-impérialiste"-noun-fr "antiimperialista"-noun-ca
"embouquer"-verb-fr "embocar"-verb-ca
"embocar"-verb-ca "embouquer"-verb-fr
"enfollir"-verb-ca "devenir foux"-verb-fr
"enfollir"-verb-ca "devenir folles"-verb-fr
"enfollir"-verb-ca "devenir folle"-verb-fr
"enfollir"-verb-ca "devenir fou"-verb-fr
"biennal"-adjective-fr "biennal"-adjective-ca
"biennal"-adjective-ca "biennal"-adjective-fr
"Carla"-noun-fr "Carla"-properNoun-ca
"Carla"-properNoun-ca "Carla"-noun-fr
"geôlier"-noun-fr "carceller"-noun-ca
"geôlier"-noun-fr "escarceller"-noun-ca
"carceller"-noun-ca "geôlier"-noun-fr
"escarceller"-noun-ca "geôlier"-noun-fr
"minoen"-adjective-fr "minoic"-adjective-ca
"minoic"-adjective-ca "minoen"-adjective-fr
"podzolique"-adjective-fr "podzòlic"-adjective-ca
"podzòlic"-adjective-ca "podzolique"-adjective-fr
"Aielo de Malferit"-properNoun-fr "Aielo de Malferit"-properNoun-ca
"Aielo de Malferit"-properNoun-ca "Aielo de Malferit"-properNoun-fr
"Fogars de Montclús"-properNoun-fr "Fogars de Montclús"-properNoun-ca
"Fogars de Montclús"-properNoun-ca "Fogars de Montclús"-properNoun-fr
"domestiquement"-adverb-fr "domèsticament"-adverb-ca
"domèsticament"-adverb-ca "domestiquement"-adverb-fr
"Miquelet"-properNoun-fr "Miquelet"-properNoun-ca
"Miquelet"-properNoun-ca "Miquelet"-properNoun-fr
"Vilanova d'Alcolea"-properNoun-fr "Vilanova d'Alcolea"-properNoun-ca
"Vilanova d'Alcolea"-properNoun-ca "Vilanova d'Alcolea"-properNoun-fr
"Meliana"-properNoun-fr "Meliana"-properNoun-ca
"Meliana"-properNoun-ca "Meliana"-properNoun-fr
"Jamila"-properNoun-fr "Jamila"-properNoun-ca
"Jamila"-properNoun-ca "Jamila"-properNoun-fr
"limougeaud"-adjective-fr "llemosí"-adjective-ca
"llemosí"-adjective-ca "limougeaud"-adjective-fr
"blauet"-noun-ca "alcyon"-noun-fr
"alcyon"-noun-fr "blauet"-noun-ca
"Camprodon"-properNoun-fr "Camprodon"-properNoun-ca
"Camprodon"-properNoun-ca "Camprodon"-properNoun-fr
"Mauro"-noun-fr "Mauro"-properNoun-ca
"Mauro"-properNoun-ca "Mauro"-noun-fr
"Mauro"-properNoun-ca "Mauro"-properNoun-fr
"Mauro"-properNoun-fr "Mauro"-properNoun-ca
"électromécanique"-adjective-fr "electromecànic"-adjective-ca
"electromecànic"-adjective-ca "électromécanique"-adjective-fr
"Sant Iscle de Vallalta"-properNoun-fr "Sant Iscle de Vallalta"-properNoun-ca
"Sant Iscle de Vallalta"-properNoun-ca "Sant Iscle de Vallalta"-properNoun-fr
"caragol"-noun-ca "colimaçon"-noun-fr
"colimaçon"-noun-fr "caragol"-noun-ca
"manifestació"-noun-ca "manif"-noun-fr
"manif"-noun-fr "manifestació"-noun-ca
"Pina de Montalgrao"-properNoun-fr "Pina de Montalgrao"-properNoun-ca
"Pina de Montalgrao"-properNoun-ca "Pina de Montalgrao"-properNoun-fr
"agut"-adjective-ca "saillant"-adjective-fr
"saillant"-adjective-fr "agut"-adjective-ca
"saillant"-adjective-fr "sortint"-adjective-ca
"menor"-adjective-ca "plus petit"-adjective-fr
"plus petit"-adjective-fr "menor"-adjective-ca
"cryogénique"-adjective-fr "criogènic"-adjective-ca
"criogènic"-adjective-ca "cryogénique"-adjective-fr
"mozarabe"-noun-fr "mossàrab"-noun-ca
"mossàrab"-noun-ca "mozarabe"-noun-fr
"conèixer"-verb-ca "faire la connaissance de"-verb-fr
"conèixer"-verb-ca "faire connaissance avec"-verb-fr
"faire la connaissance de"-verb-fr "conèixer"-verb-ca
"faire connaissance avec"-verb-fr "conèixer"-verb-ca
"cossard"-noun-fr "gandul"-noun-ca
"gandul"-noun-ca "cossard"-noun-fr
"cachoube"-adjective-fr "caixubi"-adjective-ca
"caixubi"-adjective-ca "cachoube"-adjective-fr
"Fontanars dels Alforins"-properNoun-fr "Fontanars dels Alforins"-properNoun-ca
"Fontanars dels Alforins"-properNoun-ca "Fontanars dels Alforins"-properNoun-fr
"enrhumer"-verb-fr "refredar"-verb-ca
"refredar"-verb-ca "enrhumer"-verb-fr
"Alfés"-properNoun-fr "Alfés"-properNoun-ca
"Alfés"-properNoun-ca "Alfés"-properNoun-fr
"optoélectronique"-adjective-fr "optoelectrònic"-adjective-ca
"optoelectrònic"-adjective-ca "optoélectronique"-adjective-fr
"optoelectrònic"-adjective-ca "opto-électronique"-adjective-fr
"opto-électronique"-adjective-fr "optoelectrònic"-adjective-ca
"rebutjar"-verb-ca "rebuter"-verb-fr
"rebuter"-verb-fr "rebutjar"-verb-ca
"desestimar"-verb-ca "débouter"-verb-fr
"débouter"-verb-fr "desestimar"-verb-ca
"Zaynab"-properNoun-fr "Zaynab"-properNoun-ca
"Zaynab"-properNoun-ca "Zaynab"-properNoun-fr
"densement"-adverb-fr "densament"-adverb-ca
"densament"-adverb-ca "densement"-adverb-fr
"densament"-adverb-ca "densément"-adverb-fr
"densément"-adverb-fr "densament"-adverb-ca
"vent du midi"-noun-fr "migjorn"-noun-ca
"migjorn"-noun-ca "vent du midi"-noun-fr
"RATP"-noun-fr "RATP"-noun-ca
"RATP"-noun-ca "RATP"-noun-fr
"rondinaire"-adjective-ca "ronchon"-adjective-fr
"rondinaire"-adjective-ca "grincheux"-adjective-fr
"rondinaire"-adjective-ca "ronchonneur"-adjective-fr
"rondinaire"-adjective-ca "grognon"-adjective-fr
"rondinaire"-adjective-ca "bougon"-adjective-fr
"rondinaire"-adjective-ca "rouspéteur"-adjective-fr
"ronchon"-adjective-fr "rondinaire"-adjective-ca
"grincheux"-adjective-fr "rondinaire"-adjective-ca
"ronchonneur"-adjective-fr "rondinaire"-adjective-ca
"grognon"-adjective-fr "rondinaire"-adjective-ca
"bougon"-adjective-fr "rondinaire"-adjective-ca
"rouspéteur"-adjective-fr "rondinaire"-adjective-ca
"gerro"-noun-ca "vase à fleurs"-noun-fr
"vase à fleurs"-noun-fr "gerro"-noun-ca
"bel et bien"-adverb-fr "realment"-adverb-ca
"realment"-adverb-ca "bel et bien"-adverb-fr
"golejador"-noun-ca "shooteur"-noun-fr
"golejador"-noun-ca "scoreur"-noun-fr
"golejador"-noun-ca "shooter"-noun-fr
"shooteur"-noun-fr "golejador"-noun-ca
"scoreur"-noun-fr "golejador"-noun-ca
"shooter"-noun-fr "golejador"-noun-ca
"ampliation"-noun-fr "ampliació"-noun-ca
"ampliació"-noun-ca "ampliation"-noun-fr
"détrousser"-verb-fr "atracar"-verb-ca
"détrousser"-verb-fr "assaltar"-verb-ca
"atracar"-verb-ca "détrousser"-verb-fr
"assaltar"-verb-ca "détrousser"-verb-fr
"Fèlix"-properNoun-fr "Fèlix"-properNoun-ca
"Fèlix"-properNoun-ca "Fèlix"-properNoun-fr
"remettre sur les rails"-verb-fr "encarrilar"-verb-ca
"encarrilar"-verb-ca "remettre sur les rails"-verb-fr
"encarrilar"-verb-ca "mettre sur les rails"-verb-fr
"mettre sur les rails"-verb-fr "encarrilar"-verb-ca
"orignal"-noun-fr "ant"-noun-ca
"ant"-noun-ca "orignal"-noun-fr
"Sant Agustí de Lluçanès"-properNoun-fr "Sant Agustí de Lluçanès"-properNoun-ca
"Sant Agustí de Lluçanès"-properNoun-ca "Sant Agustí de Lluçanès"-properNoun-fr
"margelle"-noun-fr "brocal"-noun-ca
"brocal"-noun-ca "margelle"-noun-fr
"nigauderie"-noun-fr "ximpleria"-noun-ca
"ximpleria"-noun-ca "nigauderie"-noun-fr
"ximpleria"-noun-ca "niaiserie"-noun-fr
"niaiserie"-noun-fr "ximpleria"-noun-ca
"interplanétaire"-adjective-fr "interplanetari"-adjective-ca
"interplanetari"-adjective-ca "interplanétaire"-adjective-fr
"anomérique"-adjective-fr "anomèric"-adjective-ca
"anomèric"-adjective-ca "anomérique"-adjective-fr
"obsessivement"-adverb-fr "obsessivament"-adverb-ca
"obsessivament"-adverb-ca "obsessivement"-adverb-fr
"Vallmoll"-properNoun-fr "Vallmoll"-properNoun-ca
"Vallmoll"-properNoun-ca "Vallmoll"-properNoun-fr
"Vinalesa"-properNoun-fr "Vinalesa"-properNoun-ca
"Vinalesa"-properNoun-ca "Vinalesa"-properNoun-fr
"trial"-noun-fr "trial"-noun-ca
"trial"-noun-ca "trial"-noun-fr
"fixateur"-adjective-fr "assegurador"-adjective-ca
"assegurador"-adjective-ca "fixateur"-adjective-fr
"clore"-verb-fr "cloure"-verb-ca
"cloure"-verb-ca "clore"-verb-fr
"auto-médication"-noun-fr "automedicació"-noun-ca
"automedicació"-noun-ca "auto-médication"-noun-fr
"tenir tête"-verb-fr "plantar cara"-verb-ca
"plantar cara"-verb-ca "tenir tête"-verb-fr
"plantar cara"-verb-ca "tenir tête à"-verb-fr
"tenir tête à"-verb-fr "plantar cara"-verb-ca
"Glòria"-properNoun-fr "Glòria"-properNoun-ca
"Glòria"-properNoun-ca "Glòria"-properNoun-fr
"quant"-pronoun-ca "combien est-ce que"-pronoun-fr
"combien est-ce que"-pronoun-fr "quant"-pronoun-ca
"gamma"-noun-fr "gamma"-noun-ca
"gamma"-noun-ca "gamma"-noun-fr
"triparti"-adjective-fr "tripartit"-adjective-ca
"tripartit"-adjective-ca "triparti"-adjective-fr
"Xbox One X"-properNoun-fr "Xbox One X"-properNoun-ca
"Xbox One X"-properNoun-ca "Xbox One X"-properNoun-fr
"arran de"-preposition-ca "dans la foulée de"-preposition-fr
"dans la foulée de"-preposition-fr "arran de"-preposition-ca
"docilité"-noun-fr "docilitat"-noun-ca
"docilitat"-noun-ca "docilité"-noun-fr
"illyrien"-adjective-fr "il·liri"-adjective-ca
"il·liri"-adjective-ca "illyrien"-adjective-fr
"bohème"-adjective-fr "bohemi"-adjective-ca
"bohemi"-adjective-ca "bohème"-adjective-fr
"Afrika"-properNoun-fr "Afrika"-properNoun-ca
"Afrika"-properNoun-ca "Afrika"-properNoun-fr
"governació"-noun-ca "gouvernorat"-noun-fr
"gouvernorat"-noun-fr "governació"-noun-ca
"Sobremunt"-properNoun-fr "Sobremunt"-properNoun-ca
"Sobremunt"-properNoun-ca "Sobremunt"-properNoun-fr
"institutionnaliser"-verb-fr "institucionalitzar"-verb-ca
"institucionalitzar"-verb-ca "institutionnaliser"-verb-fr
"empassar"-verb-ca "gober"-verb-fr
"gober"-verb-fr "empassar"-verb-ca
"atomistique"-adjective-fr "atomístic"-adjective-ca
"atomístic"-adjective-ca "atomistique"-adjective-fr
"Bonrepòs i Mirambell"-properNoun-fr "Bonrepòs i Mirambell"-properNoun-ca
"Bonrepòs i Mirambell"-properNoun-ca "Bonrepòs i Mirambell"-properNoun-fr
"Alaquàs"-properNoun-fr "Alaquàs"-properNoun-ca
"Alaquàs"-properNoun-ca "Alaquàs"-properNoun-fr
"Sabrine"-properNoun-fr "Sabrine"-properNoun-ca
"Sabrine"-properNoun-ca "Sabrine"-properNoun-fr
"Dionisia"-properNoun-fr "Dionisia"-properNoun-ca
"Dionisia"-properNoun-ca "Dionisia"-properNoun-fr
"atreure"-verb-ca "appâter"-verb-fr
"atreure"-verb-ca "allécher"-verb-fr
"appâter"-verb-fr "atreure"-verb-ca
"allécher"-verb-fr "atreure"-verb-ca
"asymptotique"-adjective-fr "asimptòtic"-adjective-ca
"asimptòtic"-adjective-ca "asymptotique"-adjective-fr
"Manaus"-properNoun-fr "Manaus"-properNoun-ca
"Manaus"-properNoun-ca "Manaus"-properNoun-fr
"métacentrique"-adjective-fr "metacèntric"-adjective-ca
"metacèntric"-adjective-ca "métacentrique"-adjective-fr
"Vilafamés"-properNoun-fr "Vilafamés"-properNoun-ca
"Vilafamés"-properNoun-ca "Vilafamés"-properNoun-fr
"Rachel"-noun-fr "Rachel"-properNoun-ca
"Rachel"-properNoun-ca "Rachel"-noun-fr
"adobar"-verb-ca "mariner"-verb-fr
"adobar"-verb-ca "rapiécer"-verb-fr
"adobar"-verb-ca "tanner"-verb-fr
"mariner"-verb-fr "adobar"-verb-ca
"mariner"-verb-fr "marinar"-verb-ca
"rapiécer"-verb-fr "adobar"-verb-ca
"tanner"-verb-fr "adobar"-verb-ca
"tanner"-verb-fr "assaonar"-verb-ca
"Fígols i Alinyà"-properNoun-fr "Fígols i Alinyà"-properNoun-ca
"Fígols i Alinyà"-properNoun-ca "Fígols i Alinyà"-properNoun-fr
"Cabrera de Mar"-properNoun-fr "Cabrera de Mar"-properNoun-ca
"Cabrera de Mar"-properNoun-ca "Cabrera de Mar"-properNoun-fr
"Léna"-properNoun-fr "Lena"-properNoun-ca
"Lena"-properNoun-ca "Léna"-properNoun-fr
"Bonanova"-noun-fr "Bonanova"-properNoun-ca
"Bonanova"-properNoun-ca "Bonanova"-noun-fr
"Bonanova"-properNoun-ca "Bonanova"-properNoun-fr
"Bonanova"-properNoun-fr "Bonanova"-properNoun-ca
"Zaineb"-properNoun-fr "Zaineb"-properNoun-ca
"Zaineb"-properNoun-ca "Zaineb"-properNoun-fr
"Maisa"-properNoun-fr "Maisa"-properNoun-ca
"Maisa"-properNoun-ca "Maisa"-properNoun-fr
"mas"-noun-ca "mas"-noun-fr
"mas"-noun-fr "mas"-noun-ca
"Raffe"-properNoun-fr "Raffe"-properNoun-ca
"Raffe"-properNoun-ca "Raffe"-properNoun-fr
"chartreuse"-noun-fr "cartoixa"-noun-ca
"cartoixa"-noun-ca "chartreuse"-noun-fr
"20 minutos"-properNoun-fr "20 minutos"-properNoun-ca
"20 minutos"-properNoun-ca "20 minutos"-properNoun-fr
"Ve"-adjective-fr "V"-adjective-ca
"V"-adjective-ca "Ve"-adjective-fr
"soudure"-noun-fr "soldadura"-noun-ca
"soldadura"-noun-ca "soudure"-noun-fr
"Ellyn"-properNoun-fr "Ellyn"-properNoun-ca
"Ellyn"-properNoun-ca "Ellyn"-properNoun-fr
"neoclàssic"-adjective-ca "néo-classique"-adjective-fr
"néo-classique"-adjective-fr "neoclàssic"-adjective-ca
"dolorós"-adjective-ca "doloureux"-adjective-fr
"doloureux"-adjective-fr "dolorós"-adjective-ca
"Torroella de Montgrí"-properNoun-fr "Torroella de Montgrí"-properNoun-ca
"Torroella de Montgrí"-properNoun-ca "Torroella de Montgrí"-properNoun-fr
"quartier juif"-noun-fr "call"-noun-ca
"call"-noun-ca "quartier juif"-noun-fr
"call"-noun-ca "callosité"-noun-fr
"callosité"-noun-fr "call"-noun-ca
"gaucherie"-noun-fr "potineria"-noun-ca
"potineria"-noun-ca "gaucherie"-noun-fr
"Dàlia"-properNoun-fr "Dàlia"-properNoun-ca
"Dàlia"-properNoun-ca "Dàlia"-properNoun-fr
"guardonar"-verb-ca "titrer"-verb-fr
"titrer"-verb-fr "guardonar"-verb-ca
"instal·lar"-verb-ca "emménager"-verb-fr
"emménager"-verb-fr "instal·lar"-verb-ca
"suc"-noun-ca "sève"-noun-fr
"sève"-noun-fr "suc"-noun-ca
"sève"-noun-fr "saba"-noun-ca
"Zaira"-properNoun-fr "Zaira"-properNoun-ca
"Zaira"-properNoun-ca "Zaira"-properNoun-fr
"autant que"-adverb-fr "tant com"-adverb-ca
"tant com"-adverb-ca "autant que"-adverb-fr
"cangur"-noun-ca "baby-sitter"-noun-fr
"baby-sitter"-noun-fr "cangur"-noun-ca
"localització"-noun-ca "repérage"-noun-fr
"repérage"-noun-fr "localització"-noun-ca
"motorista"-noun-ca "motoriste"-noun-fr
"motoriste"-noun-fr "motorista"-noun-ca
"câlinenie"-noun-fr "moixaina"-noun-ca
"moixaina"-noun-ca "câlinenie"-noun-fr
"moixaina"-noun-ca "câlinou"-noun-fr
"moixaina"-noun-ca "dorlotement"-noun-fr
"câlinou"-noun-fr "moixaina"-noun-ca
"dorlotement"-noun-fr "moixaina"-noun-ca
"gérontocratique"-adjective-fr "gerontocràtic"-adjective-ca
"gerontocràtic"-adjective-ca "gérontocratique"-adjective-fr
"Melania"-properNoun-fr "Melania"-properNoun-ca
"Melania"-properNoun-ca "Melania"-properNoun-fr
"avoir besoin de"-verb-fr "necessitar"-verb-ca
"necessitar"-verb-ca "avoir besoin de"-verb-fr
"necessitar"-verb-ca "avoir besoin"-verb-fr
"avoir besoin"-verb-fr "necessitar"-verb-ca
"laryngal"-adjective-fr "laringi"-adjective-ca
"laringi"-adjective-ca "laryngal"-adjective-fr
"laringi"-adjective-ca "laryngé"-adjective-fr
"laryngé"-adjective-fr "laringi"-adjective-ca
"recharger"-verb-fr "recarregar"-verb-ca
"recarregar"-verb-ca "recharger"-verb-fr
"Anissa"-properNoun-fr "Anissa"-properNoun-ca
"Anissa"-properNoun-ca "Anissa"-properNoun-fr
"poti-poti"-noun-ca "méli-mélo"-noun-fr
"poti-poti"-noun-ca "fouillis"-noun-fr
"méli-mélo"-noun-fr "poti-poti"-noun-ca
"fouillis"-noun-fr "poti-poti"-noun-ca
"molestar"-verb-ca "lasser"-verb-fr
"lasser"-verb-fr "molestar"-verb-ca
"lasser"-verb-fr "avorrir"-verb-ca
"méconnaissable"-adjective-fr "desconegut"-adjective-ca
"desconegut"-adjective-ca "méconnaissable"-adjective-fr
"atlante"-noun-fr "atlant"-noun-ca
"atlant"-noun-ca "atlante"-noun-fr
"pneumologie"-noun-fr "pneumologia"-noun-ca
"pneumologia"-noun-ca "pneumologie"-noun-fr
"trau"-noun-ca "butonnière"-noun-fr
"trau"-noun-ca "mortaise"-noun-fr
"butonnière"-noun-fr "trau"-noun-ca
"mortaise"-noun-fr "trau"-noun-ca
"Castellví de Rosanes"-properNoun-fr "Castellví de Rosanes"-properNoun-ca
"Castellví de Rosanes"-properNoun-ca "Castellví de Rosanes"-properNoun-fr
"proveïdor"-noun-ca "pourvoyeur"-noun-fr
"pourvoyeur"-noun-fr "proveïdor"-noun-ca
"renyar"-verb-ca "sermonner"-verb-fr
"sermonner"-verb-fr "renyar"-verb-ca
"Bàrbara"-properNoun-fr "Bàrbara"-properNoun-ca
"Bàrbara"-properNoun-ca "Bàrbara"-properNoun-fr
"quinaire"-adjective-fr "quinari"-adjective-ca
"quinari"-adjective-ca "quinaire"-adjective-fr
"ja"-adverb-ca "plus_neg"-adverb-fr
"plus_neg"-adverb-fr "ja"-adverb-ca
"Mariona"-properNoun-fr "Mariona"-properNoun-ca
"Mariona"-properNoun-ca "Mariona"-properNoun-fr
"Danna"-properNoun-fr "Danna"-properNoun-ca
"Danna"-properNoun-ca "Danna"-properNoun-fr
"pipi"-noun-fr "pipí"-noun-ca
"pipí"-noun-ca "pipi"-noun-fr
"Naila"-properNoun-fr "Naila"-properNoun-ca
"Naila"-properNoun-ca "Naila"-properNoun-fr
"peler"-verb-fr "pelar"-verb-ca
"pelar"-verb-ca "peler"-verb-fr
"pelar"-verb-ca "éplucher"-verb-fr
"éplucher"-verb-fr "pelar"-verb-ca
"fer mal"-verb-ca "faire mal"-verb-fr
"faire mal"-verb-fr "fer mal"-verb-ca
"faire mal"-verb-fr "doldre"-verb-ca
"cocher"-verb-fr "marcar"-verb-ca
"marcar"-verb-ca "cocher"-verb-fr
"marcar"-verb-ca "scorer"-verb-fr
"scorer"-verb-fr "marcar"-verb-ca
"maltractar"-verb-ca "malmener"-verb-fr
"malmener"-verb-fr "maltractar"-verb-ca
"Regencós"-properNoun-fr "Regencós"-properNoun-ca
"Regencós"-properNoun-ca "Regencós"-properNoun-fr
"ahuri"-adjective-fr "parat"-adjective-ca
"parat"-adjective-ca "ahuri"-adjective-fr
"viander"-verb-fr "pastar"-verb-ca
"pastar"-verb-ca "viander"-verb-fr
"Alt Camp"-properNoun-fr "Alt Camp"-properNoun-ca
"Alt Camp"-properNoun-ca "Alt Camp"-properNoun-fr
"spiral"-noun-fr "espiral"-noun-ca
"espiral"-noun-ca "spiral"-noun-fr
"Francfort-sur-l'Oder"-properNoun-fr "Frankfurt de l'Oder"-properNoun-ca
"Frankfurt de l'Oder"-properNoun-ca "Francfort-sur-l'Oder"-properNoun-fr
"modista"-noun-ca "couturière"-noun-fr
"couturière"-noun-fr "modista"-noun-ca
"XVI"-adjective-ca "XVIe"-adjective-fr
"XVIe"-adjective-fr "XVI"-adjective-ca
"Román"-noun-fr "Román"-properNoun-ca
"Román"-properNoun-ca "Román"-noun-fr
"manille"-noun-fr "grilló"-noun-ca
"manille"-noun-fr "manilla"-noun-ca
"grilló"-noun-ca "manille"-noun-fr
"manilla"-noun-ca "manille"-noun-fr
"rhizome"-noun-fr "rizoma"-noun-ca
"rizoma"-noun-ca "rhizome"-noun-fr
"afectuosament"-adverb-ca "afectueusement"-adverb-fr
"afectueusement"-adverb-fr "afectuosament"-adverb-ca
"Santa Oliva"-properNoun-fr "Santa Oliva"-properNoun-ca
"Santa Oliva"-properNoun-ca "Santa Oliva"-properNoun-fr
"catalano-aragonais"-adjective-fr "catalanoaragonès"-adjective-ca
"catalanoaragonès"-adjective-ca "catalano-aragonais"-adjective-fr
"cap avall"-adverb-ca "vers le bas"-adverb-fr
"vers le bas"-adverb-fr "cap avall"-adverb-ca
"gâchette"-noun-fr "gallet"-noun-ca
"gallet"-noun-ca "gâchette"-noun-fr
"Lua"-properNoun-fr "Lua"-properNoun-ca
"Lua"-properNoun-ca "Lua"-properNoun-fr
"Jòel"-properNoun-fr "Jòel"-properNoun-ca
"Jòel"-properNoun-ca "Jòel"-properNoun-fr
"ébrouer"-verb-fr "esbufegar"-verb-ca
"esbufegar"-verb-ca "ébrouer"-verb-fr
"abattant"-noun-fr "batent"-noun-ca
"batent"-noun-ca "abattant"-noun-fr
