"the"-determiner-en "lo"-determiner-es
"serenity"-noun-en "serenidad"-noun-es
"serenidad"-noun-es "serenity"-noun-en
"quarantine"-noun-en "cuarentena"-noun-es
"cuarentena"-noun-es "quarantine"-noun-en
"hydrogen"-noun-en "hidrógeno"-noun-es
"hidrógeno"-noun-es "hydrogen"-noun-en
"adultery"-noun-en "adulterio"-noun-es
"adulterio"-noun-es "adultery"-noun-en
"symbolism"-noun-en "simbolismo"-noun-es
"simbolismo"-noun-es "symbolism"-noun-en
"perfection"-noun-en "perfección"-noun-es
"perfección"-noun-es "perfection"-noun-en
"ink"-noun-en "tinta"-noun-es
"tinta"-noun-es "ink"-noun-en
"rapidity"-noun-en "rapidez"-noun-es
"rapidez"-noun-es "rapidity"-noun-en
"risa"-noun-es "laugh"-noun-en
"laugh"-noun-en "risa"-noun-es
"disqualification"-noun-en "descalificación"-noun-es
"descalificación"-noun-es "disqualification"-noun-en
"chemistry"-noun-en "química"-noun-es
"química"-noun-es "chemistry"-noun-en
"biology"-noun-en "biología"-noun-es
"biología"-noun-es "biology"-noun-en
"hobby"-noun-en "hobby"-noun-es
"hobby"-noun-en "pasatiempo"-noun-es
"hobby"-noun-es "hobby"-noun-en
"pasatiempo"-noun-es "hobby"-noun-en
"physics"-noun-en "física"-noun-es
"física"-noun-es "physics"-noun-en
"mythology"-noun-en "mitología"-noun-es
"mitología"-noun-es "mythology"-noun-en
"archaeology"-noun-en "arqueología"-noun-es
"arqueología"-noun-es "archaeology"-noun-en
"sir"-noun-en "señor"-noun-es
"señor"-noun-es "sir"-noun-en
"señor"-noun-es "lord"-noun-en
"señor"-noun-es "gentleman"-noun-en
"señor"-noun-es "lady"-noun-en
"lord"-noun-en "señor"-noun-es
"gentleman"-noun-en "señor"-noun-es
"gentleman"-noun-en "gentilhombre"-noun-es
"lady"-noun-en "señor"-noun-es
"lady"-noun-en "dama"-noun-es
"rye"-noun-en "centeno"-noun-es
"centeno"-noun-es "rye"-noun-en
"pollen"-noun-en "polen"-noun-es
"polen"-noun-es "pollen"-noun-en
"mosque"-noun-en "mezquita"-noun-es
"mezquita"-noun-es "mosque"-noun-en
"conservatism"-noun-en "conservadurismo"-noun-es
"conservadurismo"-noun-es "conservatism"-noun-en
"speciality"-noun-en "especialidad"-noun-es
"especialidad"-noun-es "speciality"-noun-en
"patriotism"-noun-en "patriotismo"-noun-es
"patriotismo"-noun-es "patriotism"-noun-en
"obedience"-noun-en "obediencia"-noun-es
"obediencia"-noun-es "obedience"-noun-en
"valuation"-noun-en "tasación"-noun-es
"tasación"-noun-es "valuation"-noun-en
"juxtaposition"-noun-en "yuxtaposición"-noun-es
"yuxtaposición"-noun-es "juxtaposition"-noun-en
"insufficiency"-noun-en "insuficiencia"-noun-es
"insuficiencia"-noun-es "insufficiency"-noun-en
"impairment"-noun-en "empeoramiento"-noun-es
"empeoramiento"-noun-es "impairment"-noun-en
"antidote"-noun-en "antídoto"-noun-es
"antídoto"-noun-es "antidote"-noun-en
"greatness"-noun-en "grandeza"-noun-es
"grandeza"-noun-es "greatness"-noun-en
"altitude"-noun-en "altitud"-noun-es
"altitud"-noun-es "altitude"-noun-en
"nervousness"-noun-en "nerviosismo"-noun-es
"nerviosismo"-noun-es "nervousness"-noun-en
"materialism"-noun-en "materialismo"-noun-es
"materialismo"-noun-es "materialism"-noun-en
"martyrdom"-noun-en "martirio"-noun-es
"martirio"-noun-es "martyrdom"-noun-en
"desolation"-noun-en "desolación"-noun-es
"desolación"-noun-es "desolation"-noun-en
"theology"-noun-en "teología"-noun-es
"teología"-noun-es "theology"-noun-en
"renaissance"-noun-en "renacimiento"-noun-es
"renacimiento"-noun-es "renaissance"-noun-en
"renacimiento"-noun-es "revival"-noun-en
"revival"-noun-en "renacimiento"-noun-es
"revival"-noun-en "resurgimiento"-noun-es
"malt"-noun-en "malta"-noun-es
"malta"-noun-es "malt"-noun-en
"piano"-noun-en "piano"-noun-es
"piano"-noun-es "piano"-noun-en
"manna"-noun-en "maná"-noun-es
"maná"-noun-es "manna"-noun-en
"mustard"-noun-en "mostaza"-noun-es
"mostaza"-noun-es "mustard"-noun-en
"inferiority"-noun-en "inferioridad"-noun-es
"inferioridad"-noun-es "inferiority"-noun-en
"fermentation"-noun-en "fermentación"-noun-es
"fermentación"-noun-es "fermentation"-noun-en
"disobedience"-noun-en "desobediencia"-noun-es
"desobediencia"-noun-es "disobedience"-noun-en
"ballast"-noun-en "lastre"-noun-es
"lastre"-noun-es "ballast"-noun-en
"acoustics"-noun-en "acústica"-noun-es
"acústica"-noun-es "acoustics"-noun-en
"laziness"-noun-en "pereza"-noun-es
"pereza"-noun-es "laziness"-noun-en
"incest"-noun-en "incesto"-noun-es
"incesto"-noun-es "incest"-noun-en
"lawfulness"-noun-en "legalidad"-noun-es
"legalidad"-noun-es "lawfulness"-noun-en
"legalidad"-noun-es "legality"-noun-en
"legality"-noun-en "legalidad"-noun-es
"rationalism"-noun-en "racionalismo"-noun-es
"racionalismo"-noun-es "rationalism"-noun-en
"polygamy"-noun-en "poligamia"-noun-es
"poligamia"-noun-es "polygamy"-noun-en
"phosphorus"-noun-en "fósforo"-noun-es
"fósforo"-noun-es "phosphorus"-noun-en
"metabolism"-noun-en "metabolismo"-noun-es
"metabolismo"-noun-es "metabolism"-noun-en
"margarine"-noun-en "margarina"-noun-es
"margarina"-noun-es "margarine"-noun-en
"introspection"-noun-en "introspección"-noun-es
"introspección"-noun-es "introspection"-noun-en
"chronology"-noun-en "cronología"-noun-es
"cronología"-noun-es "chronology"-noun-en
"amber"-noun-en "ámbar"-noun-es
"ámbar"-noun-es "amber"-noun-en
"aesthetics"-noun-en "estética"-noun-es
"estética"-noun-es "aesthetics"-noun-en
"tennis"-noun-en "tenis"-noun-es
"tenis"-noun-es "tennis"-noun-en
"proletariat"-noun-en "proletariado"-noun-es
"proletariado"-noun-es "proletariat"-noun-en
"nectar"-noun-en "néctar"-noun-es
"néctar"-noun-es "nectar"-noun-en
"kinship"-noun-en "parentesco"-noun-es
"parentesco"-noun-es "kinship"-noun-en
"curvature"-noun-en "curvatura"-noun-es
"curvatura"-noun-es "curvature"-noun-en
"boredom"-noun-en "aburrimiento"-noun-es
"aburrimiento"-noun-es "boredom"-noun-en
"spirituality"-noun-en "espiritualidad"-noun-es
"espiritualidad"-noun-es "spirituality"-noun-en
"leprosy"-noun-en "lepra"-noun-es
"lepra"-noun-es "leprosy"-noun-en
"immortality"-noun-en "inmortalidad"-noun-es
"inmortalidad"-noun-es "immortality"-noun-en
"equator"-noun-en "ecuador"-noun-es
"ecuador"-noun-es "equator"-noun-en
"dissipation"-noun-en "disipación"-noun-es
"disipación"-noun-es "dissipation"-noun-en
"aristocracy"-noun-en "aristocracia"-noun-es
"aristocracia"-noun-es "aristocracy"-noun-en
"alchemy"-noun-en "alquimia"-noun-es
"alquimia"-noun-es "alchemy"-noun-en
"trifle"-noun-en "nadería"-noun-es
"trifle"-noun-en "bagatela"-noun-es
"trifle"-noun-en "nimiedad"-noun-es
"nadería"-noun-es "trifle"-noun-en
"bagatela"-noun-es "trifle"-noun-en
"nimiedad"-noun-es "trifle"-noun-en
"molecule"-noun-en "molécula"-noun-es
"molécula"-noun-es "molecule"-noun-en
"connectivity"-noun-en "conectividad"-noun-es
"conectividad"-noun-es "connectivity"-noun-en
"anatomy"-noun-en "anatomía"-noun-es
"anatomía"-noun-es "anatomy"-noun-en
"shortness"-noun-en "brevedad"-noun-es
"brevedad"-noun-es "shortness"-noun-en
"purgatory"-noun-en "purgatorio"-noun-es
"purgatorio"-noun-es "purgatory"-noun-en
"gasoline"-noun-en "gasolina"-noun-es
"gasolina"-noun-es "gasoline"-noun-en
"gasolina"-noun-es "petrol"-noun-en
"gasolina"-noun-es "benzine"-noun-en
"petrol"-noun-en "gasolina"-noun-es
"benzine"-noun-en "gasolina"-noun-es
"empiricism"-noun-en "empirismo"-noun-es
"empirismo"-noun-es "empiricism"-noun-en
"coolness"-noun-en "frialdad"-noun-es
"frialdad"-noun-es "coolness"-noun-en
"clumsiness"-noun-en "torpeza"-noun-es
"torpeza"-noun-es "clumsiness"-noun-en
"almond"-noun-en "almendra"-noun-es
"almendra"-noun-es "almond"-noun-en
"slime"-noun-en "lodo"-noun-es
"slime"-noun-en "baba"-noun-es
"lodo"-noun-es "slime"-noun-en
"baba"-noun-es "slime"-noun-en
"baba"-noun-es "dribble"-noun-en
"dribble"-noun-en "baba"-noun-es
"sage"-noun-en "salvia"-noun-es
"salvia"-noun-es "sage"-noun-en
"morphology"-noun-en "morfología"-noun-es
"morfología"-noun-es "morphology"-noun-en
"metallurgy"-noun-en "metalurgia"-noun-es
"metalurgia"-noun-es "metallurgy"-noun-en
"mausoleum"-noun-en "mausoleo"-noun-es
"mausoleo"-noun-es "mausoleum"-noun-en
"iodine"-noun-en "yodo"-noun-es
"yodo"-noun-es "iodine"-noun-en
"gluttony"-noun-en "gula"-noun-es
"gula"-noun-es "gluttony"-noun-en
"falsity"-noun-en "falsedad"-noun-es
"falsedad"-noun-es "falsity"-noun-en
"emerald"-noun-en "esmeralda"-noun-es
"esmeralda"-noun-es "emerald"-noun-en
"drunkenness"-noun-en "embriaguez"-noun-es
"embriaguez"-noun-es "drunkenness"-noun-en
"cavity"-noun-en "cavidad"-noun-es
"cavidad"-noun-es "cavity"-noun-en
"bigamy"-noun-en "bigamia"-noun-es
"bigamia"-noun-es "bigamy"-noun-en
"atrophy"-noun-en "atrofia"-noun-es
"atrofia"-noun-es "atrophy"-noun-en
"zoology"-noun-en "zoología"-noun-es
"zoología"-noun-es "zoology"-noun-en
"traction"-noun-en "tracción"-noun-es
"tracción"-noun-es "traction"-noun-en
"tracción"-noun-es "drive"-noun-en
"drive"-noun-en "tracción"-noun-es
"drive"-noun-en "unidad"-noun-es
"drive"-noun-en "campaña"-noun-es
"drive"-noun-en "paseo"-noun-es
"tightness"-noun-en "opresión"-noun-es
"tightness"-noun-en "tirantez"-noun-es
"opresión"-noun-es "tightness"-noun-en
"opresión"-noun-es "oppression"-noun-en
"tirantez"-noun-es "tightness"-noun-en
"oppression"-noun-en "opresión"-noun-es
"solstice"-noun-en "solsticio"-noun-es
"solsticio"-noun-es "solstice"-noun-en
"softness"-noun-en "suavidad"-noun-es
"suavidad"-noun-es "softness"-noun-en
"sacrilege"-noun-en "sacrilegio"-noun-es
"sacrilegio"-noun-es "sacrilege"-noun-en
"pepper"-noun-en "pimienta"-noun-es
"pimienta"-noun-es "pepper"-noun-en
"parsley"-noun-en "perejil"-noun-es
"perejil"-noun-es "parsley"-noun-en
"monogamy"-noun-en "monogamia"-noun-es
"monogamia"-noun-es "monogamy"-noun-en
"ion"-noun-en "ión"-noun-es
"ión"-noun-es "ion"-noun-en
"intoxication"-noun-en "intoxicación"-noun-es
"intoxicación"-noun-es "intoxication"-noun-en
"grudge"-noun-en "rencor"-noun-es
"grudge"-noun-en "tirria"-noun-es
"rencor"-noun-es "grudge"-noun-en
"tirria"-noun-es "grudge"-noun-en
"geology"-noun-en "geología"-noun-es
"geología"-noun-es "geology"-noun-en
"effervescence"-noun-en "efervescencia"-noun-es
"efervescencia"-noun-es "effervescence"-noun-en
"causality"-noun-en "causalidad"-noun-es
"causalidad"-noun-es "causality"-noun-en
"caterpillar"-noun-en "oruga"-noun-es
"oruga"-noun-es "caterpillar"-noun-en
"astronomy"-noun-en "astronomía"-noun-es
"astronomía"-noun-es "astronomy"-noun-en
"asceticism"-noun-en "ascetismo"-noun-es
"ascetismo"-noun-es "asceticism"-noun-en
"yeast"-noun-en "levadura"-noun-es
"levadura"-noun-es "yeast"-noun-en
"wardrobe"-noun-en "armario"-noun-es
"wardrobe"-noun-en "vestuario"-noun-es
"armario"-noun-es "wardrobe"-noun-en
"armario"-noun-es "cabinet"-noun-en
"armario"-noun-es "cupboard"-noun-en
"armario"-noun-es "closet"-noun-en
"vestuario"-noun-es "wardrobe"-noun-en
"cabinet"-noun-en "armario"-noun-es
"cabinet"-noun-en "gabinete"-noun-es
"cupboard"-noun-en "armario"-noun-es
"cupboard"-noun-en "aparador"-noun-es
"closet"-noun-en "armario"-noun-es
"closet"-noun-en "guardarropa"-noun-es
"turban"-noun-en "turbante"-noun-es
"turbante"-noun-es "turban"-noun-en
"stove"-noun-en "cocina"-noun-es
"stove"-noun-en "fogón"-noun-es
"cocina"-noun-es "stove"-noun-en
"cocina"-noun-es "kitchen"-noun-en
"cocina"-noun-es "cooking"-noun-en
"cocina"-noun-es "cuisine"-noun-en
"fogón"-noun-es "stove"-noun-en
"kitchen"-noun-en "cocina"-noun-es
"cooking"-noun-en "cocina"-noun-es
"cuisine"-noun-en "cocina"-noun-es
"scrotum"-noun-en "escroto"-noun-es
"escroto"-noun-es "scrotum"-noun-en
"religiousness"-noun-en "religiosidad"-noun-es
"religiosidad"-noun-es "religiousness"-noun-en
"protuberance"-noun-en "protuberancia"-noun-es
"protuberancia"-noun-es "protuberance"-noun-en
"polytheism"-noun-en "politeísmo"-noun-es
"politeísmo"-noun-es "polytheism"-noun-en
"phonology"-noun-en "fonología"-noun-es
"fonología"-noun-es "phonology"-noun-en
"phonetics"-noun-en "fonética"-noun-es
"fonética"-noun-es "phonetics"-noun-en
"paraffin"-noun-en "parafina"-noun-es
"parafina"-noun-es "paraffin"-noun-en
"pancreas"-noun-en "páncreas"-noun-es
"páncreas"-noun-es "pancreas"-noun-en
"ostentation"-noun-en "ostentación"-noun-es
"ostentación"-noun-es "ostentation"-noun-en
"osier"-noun-en "mimbre"-noun-es
"mimbre"-noun-es "osier"-noun-en
"occident"-noun-en "occidente"-noun-es
"occidente"-noun-es "occident"-noun-en
"mummy"-noun-en "momia"-noun-es
"momia"-noun-es "mummy"-noun-en
"moss"-noun-en "musgo"-noun-es
"musgo"-noun-es "moss"-noun-en
"monsoon"-noun-en "monzón"-noun-es
"monzón"-noun-es "monsoon"-noun-en
"monotheism"-noun-en "monoteísmo"-noun-es
"monoteísmo"-noun-es "monotheism"-noun-en
"lathe"-noun-en "torno"-noun-es
"torno"-noun-es "lathe"-noun-en
"hydrostatics"-noun-en "hidrostática"-noun-es
"hidrostática"-noun-es "hydrostatics"-noun-en
"heathenism"-noun-en "paganismo"-noun-es
"paganismo"-noun-es "heathenism"-noun-en
"ginger"-noun-en "jengibre"-noun-es
"jengibre"-noun-es "ginger"-noun-en
"ethnology"-noun-en "etnología"-noun-es
"etnología"-noun-es "ethnology"-noun-en
"cornice"-noun-en "cornisa"-noun-es
"cornisa"-noun-es "cornice"-noun-en
"coriander"-noun-en "cilantro"-noun-es
"cilantro"-noun-es "coriander"-noun-en
"catarrh"-noun-en "catarro"-noun-es
"catarro"-noun-es "catarrh"-noun-en
"cartilage"-noun-en "cartílago"-noun-es
"cartílago"-noun-es "cartilage"-noun-en
"cafe"-noun-en "cafetería"-noun-es
"cafetería"-noun-es "cafe"-noun-en
"bitumen"-noun-en "betún"-noun-es
"betún"-noun-es "bitumen"-noun-en
"baritone"-noun-en "barítono"-noun-es
"barítono"-noun-es "baritone"-noun-en
"balsam"-noun-en "bálsamo"-noun-es
"bálsamo"-noun-es "balsam"-noun-en
"bálsamo"-noun-es "balm"-noun-en
"balm"-noun-en "bálsamo"-noun-es
"baldness"-noun-en "calvicie"-noun-es
"calvicie"-noun-es "baldness"-noun-en
"avocado"-noun-en "aguacate"-noun-es
"aguacate"-noun-es "avocado"-noun-en
"agnosticism"-noun-en "agnosticismo"-noun-es
"agnosticismo"-noun-es "agnosticism"-noun-en
"spy"-noun-en "espía"-noun-es
"espía"-noun-es "spy"-noun-en
"farmer"-noun-en "labrador"-noun-es
"labrador"-noun-es "farmer"-noun-en
"commissioner"-noun-en "comisario"-noun-es
"commissioner"-noun-en "comisionado"-noun-es
"comisario"-noun-es "commissioner"-noun-en
"comisionado"-noun-es "commissioner"-noun-en
"terrorism"-noun-en "terrorismo"-noun-es
"terrorismo"-noun-es "terrorism"-noun-en
"fascism"-noun-en "fascismo"-noun-es
"fascismo"-noun-es "fascism"-noun-en
"fundamentalism"-noun-en "fundamentalismo"-noun-es
"fundamentalismo"-noun-es "fundamentalism"-noun-en
"pluralism"-noun-en "pluralismo"-noun-es
"pluralismo"-noun-es "pluralism"-noun-en
"imperialism"-noun-en "imperialismo"-noun-es
"imperialismo"-noun-es "imperialism"-noun-en
"atheism"-noun-en "ateísmo"-noun-es
"ateísmo"-noun-es "atheism"-noun-en
"seism"-noun-en "seísmo"-noun-es
"seism"-noun-en "sismo"-noun-es
"seísmo"-noun-es "seism"-noun-en
"sismo"-noun-es "seism"-noun-en
"protestantism"-noun-en "protestantismo"-noun-es
"protestantismo"-noun-es "protestantism"-noun-en
"antisemitism"-noun-en "antisemitismo"-noun-es
"antisemitismo"-noun-es "antisemitism"-noun-en
"multilingualism"-noun-en "multilingüismo"-noun-es
"multilingüismo"-noun-es "multilingualism"-noun-en
"hinduism"-noun-en "hinduismo"-noun-es
"hinduismo"-noun-es "hinduism"-noun-en
"alcoholism"-noun-en "alcoholismo"-noun-es
"alcoholismo"-noun-es "alcoholism"-noun-en
"outside"-noun-en "exterior"-noun-es
"exterior"-noun-es "outside"-noun-en
"currency"-noun-en "moneda"-noun-es
"currency"-noun-en "divisa"-noun-es
"moneda"-noun-es "currency"-noun-en
"moneda"-noun-es "coin"-noun-en
"divisa"-noun-es "currency"-noun-en
"coin"-noun-en "moneda"-noun-es
"adoption"-noun-en "adopción"-noun-es
"adopción"-noun-es "adoption"-noun-en
"perspective"-noun-en "perspectiva"-noun-es
"perspectiva"-noun-es "perspective"-noun-en
"perspectiva"-noun-es "outlook"-noun-en
"perspectiva"-noun-es "prospect"-noun-en
"outlook"-noun-en "perspectiva"-noun-es
"outlook"-noun-en "punto de vista"-noun-es
"prospect"-noun-en "perspectiva"-noun-es
"television"-noun-en "televisor"-noun-es
"televisor"-noun-es "television"-noun-en
"awareness"-noun-en "concienciación"-noun-es
"concienciación"-noun-es "awareness"-noun-en
"liability"-noun-en "responsabilidad"-noun-es
"responsabilidad"-noun-es "liability"-noun-en
"responsabilidad"-noun-es "responsibility"-noun-en
"responsibility"-noun-en "responsabilidad"-noun-es
"recovery"-noun-en "recuperación"-noun-es
"recuperación"-noun-es "recovery"-noun-en
"Friday"-noun-en "viernes"-noun-es
"viernes"-noun-es "Friday"-noun-en
"Monday"-noun-en "lunes"-noun-es
"lunes"-noun-es "Monday"-noun-en
"autonomía"-noun-es "range"-noun-en
"range"-noun-en "autonomía"-noun-es
"range"-noun-en "alcance"-noun-es
"range"-noun-en "gama"-noun-es
"range"-noun-en "campo"-noun-es
"range"-noun-en "registro"-noun-es
"surprise"-noun-en "sorpresa"-noun-es
"sorpresa"-noun-es "surprise"-noun-en
"Wednesday"-noun-en "miércoles"-noun-es
"miércoles"-noun-es "Wednesday"-noun-en
"Thursday"-noun-en "jueves"-noun-es
"jueves"-noun-es "Thursday"-noun-en
"reconciliation"-noun-en "reconciliación"-noun-es
"reconciliación"-noun-es "reconciliation"-noun-en
"freight"-noun-en "carga"-noun-es
"freight"-noun-en "flete"-noun-es
"carga"-noun-es "freight"-noun-en
"carga"-noun-es "load"-noun-en
"carga"-noun-es "burden"-noun-en
"carga"-noun-es "charge"-noun-en
"flete"-noun-es "freight"-noun-en
"load"-noun-en "carga"-noun-es
"load"-noun-en "cargamento"-noun-es
"burden"-noun-en "carga"-noun-es
"charge"-noun-en "carga"-noun-es
"charge"-noun-en "cargo"-noun-es
"airport"-noun-en "aeropuerto"-noun-es
"aeropuerto"-noun-es "airport"-noun-en
"closure"-noun-en "clausura"-noun-es
"clausura"-noun-es "closure"-noun-en
"Tuesday"-noun-en "martes"-noun-es
"martes"-noun-es "Tuesday"-noun-en
"gratitude"-noun-en "agradecimiento"-noun-es
"gratitude"-noun-en "gratitud"-noun-es
"agradecimiento"-noun-es "gratitude"-noun-en
"agradecimiento"-noun-es "appreciation"-noun-en
"gratitud"-noun-es "gratitude"-noun-en
"appreciation"-noun-en "agradecimiento"-noun-es
"optimism"-noun-en "optimismo"-noun-es
"optimismo"-noun-es "optimism"-noun-en
"transposition"-noun-en "transposición"-noun-es
"transposición"-noun-es "transposition"-noun-en
"disarmament"-noun-en "desarme"-noun-es
"desarme"-noun-es "disarmament"-noun-en
"vaccination"-noun-en "vacunación"-noun-es
"vacunación"-noun-es "vaccination"-noun-en
"mankind"-noun-en "humanidad"-noun-es
"humanidad"-noun-es "mankind"-noun-en
"humanidad"-noun-es "humanity"-noun-en
"humanity"-noun-en "humanidad"-noun-es
"propaganda"-noun-en "propaganda"-noun-es
"propaganda"-noun-es "propaganda"-noun-en
"compatibility"-noun-en "compatibilidad"-noun-es
"compatibilidad"-noun-es "compatibility"-noun-en
"rice"-noun-en "arroz"-noun-es
"arroz"-noun-es "rice"-noun-en
"prostitution"-noun-en "prostitución"-noun-es
