"cualquier"-determiner-es "whatsoever"-determiner-en
"go along with"-verb-en "estar de acuerdo"-verb-es
"cumplimentar"-verb-es "fill in"-verb-en
"fill in"-verb-en "cumplimentar"-verb-es
"fill in"-verb-en "rellenar"-verb-es
"ladrar"-verb-es "bark"-presentParticipleAdjective-en
"bark"-presentParticipleAdjective-en "ladrar"-verb-es
"comunicar"-verb-es "put across"-verb-en
"put across"-verb-en "comunicar"-verb-es
"comparar"-verb-es "compare"-presentParticipleAdjective-en
"compare"-presentParticipleAdjective-en "comparar"-verb-es
"acusar"-verb-es "accuse"-presentParticipleAdjective-en
"accuse"-presentParticipleAdjective-en "acusar"-verb-es
"aprobar"-verb-es "approve"-presentParticipleAdjective-en
"approve"-presentParticipleAdjective-en "aprobar"-verb-es
"asistir"-verb-es "go along to"-verb-en
"go along to"-verb-en "asistir"-verb-es
"apartar"-verb-es "move away"-verb-en
"apartar"-verb-es "put aside"-verb-en
"move away"-verb-en "apartar"-verb-es
"move away"-verb-en "alejar"-verb-es
"put aside"-verb-en "apartar"-verb-es
"put aside"-verb-en "dejar de lado"-verb-es
"deducir"-verb-es "set off against"-verb-en
"set off against"-verb-en "deducir"-verb-es
"devolver"-verb-es "give back"-verb-en
"devolver"-verb-es "send back"-verb-en
"give back"-verb-en "devolver"-verb-es
"send back"-verb-en "devolver"-verb-es
"inventar"-verb-es "make up"-verb-en
"aparentar"-verb-es "look"-presentParticipleAdjective-en
"parecer"-verb-es "look"-presentParticipleAdjective-en
"parecer"-verb-es "appear"-presentParticipleAdjective-en
"appear"-presentParticipleAdjective-en "parecer"-verb-es
"appear"-presentParticipleAdjective-en "aparecer"-verb-es
"appear"-presentParticipleAdjective-en "figurar"-verb-es
"appear"-presentParticipleAdjective-en "comparecer"-verb-es
"ganar"-verb-es "earn"-presentParticipleAdjective-en
"earn"-presentParticipleAdjective-en "ganar"-verb-es
"earn"-presentParticipleAdjective-en "cobrar"-verb-es
"lograr"-verb-es "reach"-presentParticipleAdjective-en
"encontrar"-verb-es "drop across"-verb-en
"drop across"-verb-en "encontrar"-verb-es
"apellidar"-verb-es "call"-presentParticipleAdjective-en
"call"-presentParticipleAdjective-en "apellidar"-verb-es
"call"-presentParticipleAdjective-en "llamar"-verb-es
"llamar"-verb-es "call"-presentParticipleAdjective-en
"limpiar"-verb-es "wipe off"-verb-en
"limpiar"-verb-es "wipe out"-verb-en
"limpiar"-verb-es "wipe up"-verb-en
"wipe off"-verb-en "limpiar"-verb-es
"wipe out"-verb-en "limpiar"-verb-es
"wipe up"-verb-en "limpiar"-verb-es
"aplazar"-verb-es "put off"-verb-en
"put off"-verb-en "aplazar"-verb-es
"put off"-verb-en "disuadir"-verb-es
"desprender"-verb-es "give off"-verb-en
"give off"-verb-en "desprender"-verb-es
"give off"-verb-en "despedir"-verb-es
"give off"-verb-en "emitir"-verb-es
"bajar"-verb-es "bring down"-verb-en
"bring down"-verb-en "bajar"-verb-es
"servir"-verb-es "serve up"-verb-en
"serve up"-verb-en "servir"-verb-es
"chillar"-verb-es "scream"-presentParticipleAdjective-en
"scream"-presentParticipleAdjective-en "chillar"-verb-es
"cobrar"-verb-es "earn"-presentParticipleAdjective-en
"ver"-verb-es "see"-presentParticipleAdjective-en
"see"-presentParticipleAdjective-en "ver"-verb-es
"vigilar"-verb-es "watch after"-verb-en
"watch after"-verb-en "vigilar"-verb-es
"echar"-verb-es "throw out"-verb-en
"throw out"-verb-en "echar"-verb-es
"throw out"-verb-en "tirar"-verb-es
"tirar"-verb-es "throw out"-verb-en
"anquilosar"-verb-es "stultify"-verb-en
"stultify"-verb-en "anquilosar"-verb-es
"arrodillar"-verb-es "kneel"-presentParticipleAdjective-en
"kneel"-presentParticipleAdjective-en "arrodillar"-verb-es
"despedir"-verb-es "give off"-verb-en
"disparar"-verb-es "fire off"-verb-en
"fire off"-verb-en "disparar"-verb-es
"patinar"-verb-es "skate"-presentParticipleAdjective-en
"skate"-presentParticipleAdjective-en "patinar"-verb-es
"hundir"-verb-es "sink"-presentParticipleAdjective-en
"sink"-presentParticipleAdjective-en "hundir"-verb-es
"acometer"-verb-es "wade into"-verb-en
"wade into"-verb-en "acometer"-verb-es
"pagar"-verb-es "pay out"-verb-en
"pay out"-verb-en "pagar"-verb-es
"fallecer"-verb-es "die"-presentParticipleAdjective-en
"die"-presentParticipleAdjective-en "fallecer"-verb-es
"die"-presentParticipleAdjective-en "morir"-verb-es
"morir"-verb-es "die"-presentParticipleAdjective-en
"ajustar"-verb-es "adjust"-presentParticipleAdjective-en
"adjust"-presentParticipleAdjective-en "ajustar"-verb-es
"aparecer"-verb-es "appear"-presentParticipleAdjective-en
"figurar"-verb-es "appear"-presentParticipleAdjective-en
"comparecer"-verb-es "appear"-presentParticipleAdjective-en
"long for"-verb-en "anhelar"-verb-es
"anhelar"-verb-es "long for"-verb-en
"anhelar"-verb-es "yearn for"-verb-en
"yearn for"-verb-en "anhelar"-verb-es
"fill up"-verb-en "rellenar"-verb-es
"rellenar"-verb-es "fill in"-verb-en
"rellenar"-verb-es "fill up"-verb-en
"Candela"-properNoun-en "Candela"-noun-es
"Candela"-properNoun-en "Candela"-properNoun-es
"Candela"-noun-es "Candela"-properNoun-en
"Candela"-properNoun-es "Candela"-properNoun-en
"Carolina"-properNoun-en "Carolina"-properNoun-es
"Carolina"-properNoun-es "Carolina"-properNoun-en
"Adam"-properNoun-en "Adam"-noun-es
"Adam"-properNoun-en "Adam"-properNoun-es
"Adam"-noun-es "Adam"-properNoun-en
"Adam"-properNoun-es "Adam"-properNoun-en
"Adrià"-properNoun-en "Adrià"-noun-es
"Adrià"-properNoun-en "Adrià"-properNoun-es
"Adrià"-noun-es "Adrià"-properNoun-en
"Adrià"-properNoun-es "Adrià"-properNoun-en
"Adriana"-properNoun-en "Adriana"-properNoun-es
"Adriana"-properNoun-es "Adriana"-properNoun-en
"Ainhoa"-properNoun-en "Ainhoa"-properNoun-es
"Ainhoa"-properNoun-es "Ainhoa"-properNoun-en
"Aitor"-properNoun-en "Aitor"-properNoun-es
"Aitor"-properNoun-es "Aitor"-properNoun-en
"Alan"-properNoun-en "Alan"-properNoun-es
"Alan"-properNoun-es "Alan"-properNoun-en
"Alba"-noun-en "Alba"-noun-es
"Alba"-noun-en "Alba"-properNoun-es
"Alba"-noun-es "Alba"-noun-en
"Alba"-noun-es "Alba"-properNoun-en
"Alba"-properNoun-es "Alba"-noun-en
"Alba"-properNoun-es "Alba"-properNoun-en
"Alba"-properNoun-en "Alba"-noun-es
"Alba"-properNoun-en "Alba"-properNoun-es
"Albert"-properNoun-en "Albert"-noun-es
"Albert"-properNoun-en "Albert"-properNoun-es
"Albert"-noun-es "Albert"-properNoun-en
"Albert"-properNoun-es "Albert"-properNoun-en
"Alexander"-noun-en "Alexander"-noun-es
"Alexander"-noun-en "Alexander"-properNoun-es
"Alexander"-noun-es "Alexander"-noun-en
"Alexander"-noun-es "Alexander"-properNoun-en
"Alexander"-properNoun-es "Alexander"-noun-en
"Alexander"-properNoun-es "Alexander"-properNoun-en
"Alexander"-properNoun-en "Alexander"-noun-es
"Alexander"-properNoun-en "Alexander"-properNoun-es
"Enric"-properNoun-en "Enric"-properNoun-es
"Enric"-properNoun-es "Enric"-properNoun-en
"Muhammed"-properNoun-en "Mahoma"-properNoun-es
"Mahoma"-properNoun-es "Muhammed"-properNoun-en
"Dennis"-properNoun-en "Dennis"-properNoun-es
"Dennis"-properNoun-es "Dennis"-properNoun-en
"Hugo"-noun-en "Hugo"-properNoun-es
"Hugo"-properNoun-es "Hugo"-noun-en
"Hugo"-properNoun-es "Hugo"-properNoun-en
"Hugo"-properNoun-en "Hugo"-properNoun-es
"Simon"-noun-en "Simon"-noun-es
"Simon"-noun-en "Simon"-properNoun-es
"Simon"-noun-es "Simon"-noun-en
"Simon"-noun-es "Simon"-properNoun-en
"Simon"-properNoun-es "Simon"-noun-en
"Simon"-properNoun-es "Simon"-properNoun-en
"Simon"-properNoun-en "Simon"-noun-es
"Simon"-properNoun-en "Simon"-properNoun-es
"Richard"-properNoun-en "Richard"-noun-es
"Richard"-properNoun-en "Richard"-properNoun-es
"Richard"-noun-es "Richard"-properNoun-en
"Richard"-properNoun-es "Richard"-properNoun-en
"Martin"-noun-en "Martin"-noun-es
"Martin"-noun-en "Martin"-properNoun-es
"Martin"-noun-es "Martin"-noun-en
"Martin"-noun-es "Martin"-properNoun-en
"Martin"-properNoun-es "Martin"-noun-en
"Martin"-properNoun-es "Martin"-properNoun-en
"Martin"-properNoun-en "Martin"-noun-es
"Martin"-properNoun-en "Martin"-properNoun-es
"Campbell"-noun-en "Campbell"-noun-es
"Campbell"-noun-en "Campbell"-properNoun-es
"Campbell"-noun-es "Campbell"-noun-en
"Campbell"-noun-es "Campbell"-properNoun-en
"Campbell"-properNoun-es "Campbell"-noun-en
"Campbell"-properNoun-es "Campbell"-properNoun-en
"Campbell"-properNoun-en "Campbell"-noun-es
"Campbell"-properNoun-en "Campbell"-properNoun-es
"Flynn"-noun-en "Flynn"-noun-es
"Flynn"-noun-en "Flynn"-properNoun-es
"Flynn"-noun-es "Flynn"-noun-en
"Flynn"-noun-es "Flynn"-properNoun-en
"Flynn"-properNoun-es "Flynn"-noun-en
"Flynn"-properNoun-es "Flynn"-properNoun-en
"Flynn"-properNoun-en "Flynn"-noun-es
"Flynn"-properNoun-en "Flynn"-properNoun-es
"Henry"-properNoun-en "Henry"-noun-es
"Henry"-properNoun-en "Henry"-properNoun-es
"Henry"-noun-es "Henry"-properNoun-en
"Henry"-properNoun-es "Henry"-properNoun-en
"Morgan"-noun-en "Morgan"-noun-es
"Morgan"-noun-en "Morgan"-properNoun-es
"Morgan"-noun-es "Morgan"-noun-en
"Morgan"-noun-es "Morgan"-properNoun-en
"Morgan"-properNoun-es "Morgan"-noun-en
"Morgan"-properNoun-es "Morgan"-properNoun-en
"Morgan"-properNoun-en "Morgan"-noun-es
"Morgan"-properNoun-en "Morgan"-properNoun-es
"Joel"-properNoun-en "Joel"-properNoun-es
"Joel"-properNoun-es "Joel"-properNoun-en
"Tom"-properNoun-en "Tom"-noun-es
"Tom"-properNoun-en "Tom"-properNoun-es
"Tom"-noun-es "Tom"-properNoun-en
"Tom"-properNoun-es "Tom"-properNoun-en
"Gabriel"-noun-en "Gabriel"-noun-es
"Gabriel"-noun-en "Gabriel"-properNoun-es
"Gabriel"-noun-es "Gabriel"-noun-en
"Gabriel"-noun-es "Gabriel"-properNoun-en
"Gabriel"-properNoun-es "Gabriel"-noun-en
"Gabriel"-properNoun-es "Gabriel"-properNoun-en
"Gabriel"-properNoun-en "Gabriel"-noun-es
"Gabriel"-properNoun-en "Gabriel"-properNoun-es
"Jackson"-noun-en "Jackson"-noun-es
"Jackson"-noun-en "Jackson"-properNoun-es
"Jackson"-noun-es "Jackson"-noun-en
"Jackson"-noun-es "Jackson"-properNoun-en
"Jackson"-properNoun-es "Jackson"-noun-en
"Jackson"-properNoun-es "Jackson"-properNoun-en
"Jackson"-properNoun-en "Jackson"-noun-es
"Jackson"-properNoun-en "Jackson"-properNoun-es
"Stewart"-noun-en "Stewart"-noun-es
"Stewart"-noun-en "Stewart"-properNoun-es
"Stewart"-noun-es "Stewart"-noun-en
"Stewart"-noun-es "Stewart"-properNoun-en
"Stewart"-properNoun-es "Stewart"-noun-en
"Stewart"-properNoun-es "Stewart"-properNoun-en
"Stewart"-properNoun-en "Stewart"-noun-es
"Stewart"-properNoun-en "Stewart"-properNoun-es
"Alex"-properNoun-en "Alex"-properNoun-es
"Alex"-properNoun-es "Alex"-properNoun-en
"Marc"-properNoun-en "Marc"-properNoun-es
"Marc"-properNoun-es "Marc"-properNoun-en
"Joe"-properNoun-en "Joe"-properNoun-es
"Joe"-properNoun-es "Joe"-properNoun-en
"Louis"-properNoun-en "Louis"-noun-es
"Louis"-properNoun-en "Louis"-properNoun-es
"Louis"-noun-es "Louis"-properNoun-en
"Louis"-properNoun-es "Louis"-properNoun-en
"George"-properNoun-en "George"-noun-es
"George"-properNoun-en "George"-properNoun-es
"George"-noun-es "George"-properNoun-en
"George"-properNoun-es "George"-properNoun-en
"Peter"-noun-en "Peter"-properNoun-es
"Peter"-properNoun-es "Peter"-noun-en
"Peter"-properNoun-es "Peter"-properNoun-en
"Peter"-properNoun-en "Peter"-properNoun-es
"Steven"-properNoun-en "Steven"-properNoun-es
"Steven"-properNoun-es "Steven"-properNoun-en
"Lennon"-noun-en "Lennon"-properNoun-es
"Lennon"-properNoun-es "Lennon"-noun-en
"Lennon"-properNoun-es "Lennon"-properNoun-en
"Lennon"-properNoun-en "Lennon"-properNoun-es
"Murray"-noun-en "Murray"-noun-es
"Murray"-noun-en "Murray"-properNoun-es
"Murray"-noun-es "Murray"-noun-en
"Murray"-noun-es "Murray"-properNoun-en
"Murray"-properNoun-es "Murray"-noun-en
"Murray"-properNoun-es "Murray"-properNoun-en
"Murray"-properNoun-en "Murray"-noun-es
"Murray"-properNoun-en "Murray"-properNoun-es
"Blair"-noun-en "Blair"-noun-es
"Blair"-noun-en "Blair"-properNoun-es
"Blair"-noun-es "Blair"-noun-en
"Blair"-noun-es "Blair"-properNoun-en
"Blair"-properNoun-es "Blair"-noun-en
"Blair"-properNoun-es "Blair"-properNoun-en
"Blair"-properNoun-en "Blair"-noun-es
"Blair"-properNoun-en "Blair"-properNoun-es
"Mark"-properNoun-en "Mark"-noun-es
"Mark"-properNoun-en "Mark"-properNoun-es
"Mark"-noun-es "Mark"-properNoun-en
"Mark"-properNoun-es "Mark"-properNoun-en
"Lucas"-noun-en "Lucas"-noun-es
"Lucas"-noun-en "Lucas"-properNoun-es
"Lucas"-noun-es "Lucas"-noun-en
"Lucas"-noun-es "Lucas"-properNoun-en
"Lucas"-properNoun-es "Lucas"-noun-en
"Lucas"-properNoun-es "Lucas"-properNoun-en
"Lucas"-properNoun-en "Lucas"-noun-es
"Lucas"-properNoun-en "Lucas"-properNoun-es
"Christopher"-properNoun-en "Christopher"-properNoun-es
"Christopher"-properNoun-es "Christopher"-properNoun-en
"Oliver"-properNoun-en "Oliver"-noun-es
"Oliver"-properNoun-en "Oliver"-properNoun-es
"Oliver"-noun-es "Oliver"-properNoun-en
"Oliver"-properNoun-es "Oliver"-properNoun-en
"Joseph"-properNoun-en "Joseph"-noun-es
"Joseph"-properNoun-en "Joseph"-properNoun-es
"Joseph"-noun-es "Joseph"-properNoun-en
"Joseph"-properNoun-es "Joseph"-properNoun-en
"Harry"-properNoun-en "Harry"-noun-es
"Harry"-properNoun-en "Harry"-properNoun-es
"Harry"-noun-es "Harry"-properNoun-en
"Harry"-properNoun-es "Harry"-properNoun-en
"Robert"-properNoun-en "Robert"-noun-es
"Robert"-properNoun-en "Robert"-properNoun-es
"Robert"-noun-es "Robert"-properNoun-en
"Robert"-properNoun-es "Robert"-properNoun-en
"William"-properNoun-en "William"-properNoun-es
"William"-properNoun-es "William"-properNoun-en
"John"-properNoun-en "John"-noun-es
"John"-properNoun-en "John"-properNoun-es
"John"-noun-es "John"-properNoun-en
"John"-properNoun-es "John"-properNoun-en
"David"-properNoun-en "David"-noun-es
"David"-properNoun-en "David"-properNoun-es
"David"-noun-es "David"-properNoun-en
"David"-properNoun-es "David"-properNoun-en
"Thomas"-noun-en "Thomas"-noun-es
"Thomas"-noun-en "Thomas"-properNoun-es
"Thomas"-noun-es "Thomas"-noun-en
"Thomas"-properNoun-es "Thomas"-noun-en
"Daniel"-properNoun-en "Daniel"-noun-es
"Daniel"-properNoun-en "Daniel"-properNoun-es
"Daniel"-noun-es "Daniel"-properNoun-en
"Daniel"-properNoun-es "Daniel"-properNoun-en
"James"-noun-en "James"-noun-es
"James"-noun-en "James"-properNoun-es
"James"-noun-es "James"-noun-en
"James"-noun-es "James"-properNoun-en
"James"-properNoun-es "James"-noun-en
"James"-properNoun-es "James"-properNoun-en
"James"-properNoun-en "James"-noun-es
"James"-properNoun-en "James"-properNoun-es
"Lewis"-noun-en "Lewis"-noun-es
"Lewis"-noun-en "Lewis"-properNoun-es
"Lewis"-noun-es "Lewis"-noun-en
"Lewis"-noun-es "Lewis"-properNoun-en
"Lewis"-properNoun-es "Lewis"-noun-en
"Lewis"-properNoun-es "Lewis"-properNoun-en
"Lewis"-properNoun-en "Lewis"-noun-es
"Lewis"-properNoun-en "Lewis"-properNoun-es
"Jack"-properNoun-en "Jack"-noun-es
"Jack"-properNoun-en "Jack"-properNoun-es
"Jack"-noun-es "Jack"-properNoun-en
"Jack"-properNoun-es "Jack"-properNoun-en
"Alexandra"-properNoun-en "Alexandra"-properNoun-es
"Alexandra"-properNoun-es "Alexandra"-properNoun-en
"Margaret"-properNoun-en "Margaret"-properNoun-es
"Margaret"-properNoun-es "Margaret"-properNoun-en
"Àlex"-properNoun-en "Àlex"-properNoun-es
"Àlex"-properNoun-es "Àlex"-properNoun-en
"Alicia"-properNoun-en "Alicia"-properNoun-es
"Alicia"-properNoun-es "Alicia"-properNoun-en
"Andrea"-properNoun-en "Andrea"-properNoun-es
"Andrea"-properNoun-es "Andrea"-properNoun-en
"Andreu"-properNoun-en "Andreu"-noun-es
"Andreu"-properNoun-en "Andreu"-properNoun-es
"Andreu"-noun-es "Andreu"-properNoun-en
"Andreu"-properNoun-es "Andreu"-properNoun-en
"Àngel"-properNoun-en "Àngel"-properNoun-es
"Àngel"-properNoun-es "Àngel"-properNoun-en
"Anna"-properNoun-en "Anna"-properNoun-es
"Anna"-properNoun-es "Anna"-properNoun-en
"Antònia"-properNoun-en "Antònia"-properNoun-es
"Antònia"-properNoun-es "Antònia"-properNoun-en
"Antoni"-properNoun-en "Antoni"-properNoun-es
"Antoni"-properNoun-es "Antoni"-properNoun-en
"Ariadna"-properNoun-en "Ariadna"-properNoun-es
"Ariadna"-properNoun-es "Ariadna"-properNoun-en
"Bàrbara"-properNoun-en "Bàrbara"-properNoun-es
"Bàrbara"-properNoun-es "Bàrbara"-properNoun-en
"Bartomeu"-properNoun-en "Bartomeu"-noun-es
"Bartomeu"-properNoun-en "Bartomeu"-properNoun-es
"Bartomeu"-noun-es "Bartomeu"-properNoun-en
"Bartomeu"-properNoun-es "Bartomeu"-properNoun-en
"Benet"-properNoun-en "Benet"-noun-es
"Benet"-properNoun-en "Benet"-properNoun-es
"Benet"-noun-es "Benet"-properNoun-en
"Benet"-properNoun-es "Benet"-properNoun-en
"Bernard"-noun-en "Bernard"-noun-es
"Bernard"-noun-en "Bernard"-properNoun-es
"Bernard"-noun-es "Bernard"-noun-en
"Bernard"-noun-es "Bernard"-properNoun-en
"Bernard"-properNoun-es "Bernard"-noun-en
"Bernard"-properNoun-es "Bernard"-properNoun-en
"Bernard"-properNoun-en "Bernard"-noun-es
"Bernard"-properNoun-en "Bernard"-properNoun-es
"Bernat"-properNoun-en "Bernat"-noun-es
"Bernat"-properNoun-en "Bernat"-properNoun-es
"Bernat"-noun-es "Bernat"-properNoun-en
"Bernat"-properNoun-es "Bernat"-properNoun-en
"Biel"-properNoun-en "Biel"-noun-es
"Biel"-properNoun-en "Biel"-properNoun-es
"Biel"-noun-es "Biel"-properNoun-en
"Biel"-properNoun-es "Biel"-properNoun-en
"Borja"-properNoun-en "Borja"-noun-es
"Borja"-properNoun-en "Borja"-properNoun-es
"Borja"-noun-es "Borja"-properNoun-en
"Borja"-properNoun-es "Borja"-properNoun-en
"Carla"-properNoun-en "Carla"-properNoun-es
"Carla"-properNoun-es "Carla"-properNoun-en
"Carles"-properNoun-en "Carles"-noun-es
"Carles"-properNoun-en "Carles"-properNoun-es
"Carles"-noun-es "Carles"-properNoun-en
"Carles"-properNoun-es "Carles"-properNoun-en
"Carlota"-properNoun-en "Carlota"-properNoun-es
"Carlota"-properNoun-es "Carlota"-properNoun-en
"Carme"-properNoun-en "Carme"-properNoun-es
"Carme"-properNoun-es "Carme"-properNoun-en
"Catalina"-properNoun-en "Catalina"-properNoun-es
"Catalina"-properNoun-es "Catalina"-properNoun-en
"Cecilia"-noun-en "Cecilia"-noun-es
"Cecilia"-noun-en "Cecilia"-properNoun-es
"Cecilia"-noun-es "Cecilia"-noun-en
"Cecilia"-noun-es "Cecilia"-properNoun-en
"Cecilia"-properNoun-es "Cecilia"-noun-en
"Cecilia"-properNoun-es "Cecilia"-properNoun-en
"Cecilia"-properNoun-en "Cecilia"-noun-es
"Cecilia"-properNoun-en "Cecilia"-properNoun-es
"Clàudia"-properNoun-en "Clàudia"-properNoun-es
"Clàudia"-properNoun-es "Clàudia"-properNoun-en
"Cristian"-properNoun-en "Cristian"-properNoun-es
"Cristian"-properNoun-es "Cristian"-properNoun-en
"Cristina"-properNoun-en "Cristina"-properNoun-es
"Cristina"-properNoun-es "Cristina"-properNoun-en
"Diego"-properNoun-en "Diego"-noun-es
"Diego"-properNoun-en "Diego"-properNoun-es
"Diego"-noun-es "Diego"-properNoun-en
"Diego"-properNoun-es "Diego"-properNoun-en
"Elena"-properNoun-en "Elena"-noun-es
"Elena"-properNoun-en "Elena"-properNoun-es
"Elena"-noun-es "Elena"-properNoun-en
"Elena"-properNoun-es "Elena"-properNoun-en
"Jaime"-properNoun-en "Jaime"-noun-es
"Jaime"-properNoun-en "Jaime"-properNoun-es
"Jaime"-noun-es "Jaime"-properNoun-en
"Jaime"-properNoun-es "Jaime"-properNoun-en
"Isabel"-properNoun-en "Isabel"-properNoun-es
"Isabel"-properNoun-es "Isabel"-properNoun-en
"Mary"-properNoun-en "Mary"-properNoun-es
"Mary"-properNoun-es "Mary"-properNoun-en
"Maria"-properNoun-en "Maria"-noun-es
"Maria"-properNoun-en "Maria"-properNoun-es
"Maria"-noun-es "Maria"-properNoun-en
"Maria"-properNoun-es "Maria"-properNoun-en
