"intimement"-adverb-fr "íntimamente"-adverb-es
"vizcondado"-noun-es "vicomté"-noun-fr
"vicomté"-noun-fr "vizcondado"-noun-es
"Bargalló"-properNoun-fr "Bargalló"-properNoun-es
"Bargalló"-properNoun-es "Bargalló"-properNoun-fr
"Bargalló"-properNoun-es "Bargalló"-noun-fr
"Bargalló"-noun-fr "Bargalló"-properNoun-es
"Vince"-properNoun-fr "Vince"-properNoun-es
"Vince"-properNoun-es "Vince"-properNoun-fr
"Vince"-properNoun-es "Vince"-noun-fr
"Vince"-noun-fr "Vince"-properNoun-es
"Alcover"-properNoun-fr "Alcover"-properNoun-es
"Alcover"-properNoun-es "Alcover"-properNoun-fr
"Alcover"-properNoun-es "Alcover"-noun-fr
"Alcover"-noun-fr "Alcover"-properNoun-es
"Puchol"-properNoun-fr "Puchol"-properNoun-es
"Puchol"-properNoun-es "Puchol"-properNoun-fr
"Puchol"-properNoun-es "Puchol"-noun-fr
"Puchol"-noun-fr "Puchol"-properNoun-es
"Ridao"-properNoun-fr "Ridao"-properNoun-es
"Ridao"-properNoun-es "Ridao"-properNoun-fr
"Ridao"-properNoun-es "Ridao"-noun-fr
"Ridao"-noun-fr "Ridao"-properNoun-es
"Estivill"-properNoun-fr "Estivill"-properNoun-es
"Estivill"-properNoun-es "Estivill"-properNoun-fr
"Estivill"-properNoun-es "Estivill"-noun-fr
"Estivill"-noun-fr "Estivill"-properNoun-es
"Llach"-properNoun-fr "Llach"-properNoun-es
"Llach"-properNoun-es "Llach"-properNoun-fr
"Llach"-properNoun-es "Llach"-noun-fr
"Llach"-noun-fr "Llach"-properNoun-es
"Ridley"-properNoun-fr "Ridley"-properNoun-es
"Ridley"-properNoun-es "Ridley"-properNoun-fr
"Ridley"-properNoun-es "Ridley"-noun-fr
"Ridley"-noun-fr "Ridley"-properNoun-es
"Larreula"-properNoun-fr "Larreula"-properNoun-es
"Larreula"-properNoun-es "Larreula"-properNoun-fr
"Larreula"-properNoun-es "Larreula"-noun-fr
"Larreula"-noun-fr "Larreula"-properNoun-es
"Mandri"-properNoun-fr "Mandri"-properNoun-es
"Mandri"-properNoun-es "Mandri"-properNoun-fr
"Mandri"-properNoun-es "Mandri"-noun-fr
"Mandri"-noun-fr "Mandri"-properNoun-es
"Terribas"-properNoun-fr "Terribas"-properNoun-es
"Terribas"-properNoun-es "Terribas"-properNoun-fr
"Terribas"-properNoun-es "Terribas"-noun-fr
"Terribas"-noun-fr "Terribas"-properNoun-es
"Samaranch"-properNoun-fr "Samaranch"-properNoun-es
"Samaranch"-properNoun-es "Samaranch"-properNoun-fr
"Samaranch"-properNoun-es "Samaranch"-noun-fr
"Samaranch"-noun-fr "Samaranch"-properNoun-es
"Cerquiglini"-properNoun-fr "Cerquiglini"-properNoun-es
"Cerquiglini"-properNoun-es "Cerquiglini"-properNoun-fr
"Cerquiglini"-properNoun-es "Cerquiglini"-noun-fr
"Cerquiglini"-noun-fr "Cerquiglini"-properNoun-es
"Hanks"-properNoun-fr "Hanks"-properNoun-es
"Hanks"-properNoun-es "Hanks"-properNoun-fr
"Hanks"-properNoun-es "Hanks"-noun-fr
"Hanks"-noun-fr "Hanks"-properNoun-es
"Vicenç"-properNoun-fr "Vicenç"-properNoun-es
"Vicenç"-properNoun-es "Vicenç"-properNoun-fr
"Vicenç"-properNoun-es "Vicenç"-noun-fr
"Vicenç"-noun-fr "Vicenç"-properNoun-es
"Calbetó"-properNoun-fr "Calbetó"-properNoun-es
"Calbetó"-properNoun-es "Calbetó"-properNoun-fr
"Calbetó"-properNoun-es "Calbetó"-noun-fr
"Calbetó"-noun-fr "Calbetó"-properNoun-es
"Fontanals"-properNoun-fr "Fontanals"-properNoun-es
"Fontanals"-properNoun-es "Fontanals"-properNoun-fr
"Fontanals"-properNoun-es "Fontanals"-noun-fr
"Fontanals"-noun-fr "Fontanals"-properNoun-es
"esperantista"-adjective-es "espérantiste"-adjective-fr
"espérantiste"-adjective-fr "esperantista"-adjective-es
"Sanllehy"-properNoun-fr "Sanllehy"-properNoun-es
"Sanllehy"-properNoun-es "Sanllehy"-properNoun-fr
"Sanllehy"-properNoun-es "Sanllehy"-noun-fr
"Sanllehy"-noun-fr "Sanllehy"-properNoun-es
"Rijkaard"-properNoun-fr "Rijkaard"-properNoun-es
"Rijkaard"-properNoun-es "Rijkaard"-properNoun-fr
"Rijkaard"-properNoun-es "Rijkaard"-noun-fr
"Rijkaard"-noun-fr "Rijkaard"-properNoun-es
"Casarilh"-properNoun-fr "Casarilh"-properNoun-es
"Casarilh"-properNoun-es "Casarilh"-properNoun-fr
"Casarilh"-properNoun-es "Casarilh"-noun-fr
"Casarilh"-noun-fr "Casarilh"-properNoun-es
"Sanger"-properNoun-es "Sanger"-properNoun-fr
"Sanger"-properNoun-es "Sanger"-noun-fr
"Sanger"-properNoun-fr "Sanger"-properNoun-es
"Sanger"-noun-fr "Sanger"-properNoun-es
"Thorpe"-properNoun-fr "Thorpe"-properNoun-es
"Thorpe"-properNoun-es "Thorpe"-properNoun-fr
"Thorpe"-properNoun-es "Thorpe"-noun-fr
"Thorpe"-noun-fr "Thorpe"-properNoun-es
"Coromines"-properNoun-es "Coromines"-properNoun-fr
"Coromines"-properNoun-es "Coromines"-noun-fr
"Coromines"-properNoun-fr "Coromines"-properNoun-es
"Coromines"-noun-fr "Coromines"-properNoun-es
"Carnes"-properNoun-fr "Carnes"-properNoun-es
"Carnes"-properNoun-es "Carnes"-properNoun-fr
"Carnes"-properNoun-es "Carnes"-noun-fr
"Carnes"-noun-fr "Carnes"-properNoun-es
"califat"-noun-fr "califato"-noun-es
"califato"-noun-es "califat"-noun-fr
"Miró"-properNoun-fr "Miró"-properNoun-es
"Miró"-properNoun-es "Miró"-properNoun-fr
"Miró"-properNoun-es "Miró"-noun-fr
"Miró"-noun-fr "Miró"-properNoun-es
"Colomé"-properNoun-fr "Colomé"-properNoun-es
"Colomé"-properNoun-es "Colomé"-properNoun-fr
"Colomé"-properNoun-es "Colomé"-noun-fr
"Colomé"-noun-fr "Colomé"-properNoun-es
"Suïls"-properNoun-fr "Suïls"-properNoun-es
"Suïls"-properNoun-es "Suïls"-properNoun-fr
"Suïls"-properNoun-es "Suïls"-noun-fr
"Suïls"-noun-fr "Suïls"-properNoun-es
"jubilé"-noun-fr "jubileo"-noun-es
"jubileo"-noun-es "jubilé"-noun-fr
"Göring"-properNoun-fr "Göring"-properNoun-es
"Göring"-properNoun-es "Göring"-properNoun-fr
"Göring"-properNoun-es "Göring"-noun-fr
"Göring"-noun-fr "Göring"-properNoun-es
"Stamford"-properNoun-fr "Stamford"-properNoun-es
"Stamford"-properNoun-es "Stamford"-properNoun-fr
"Stamford"-properNoun-es "Stamford"-noun-fr
"Stamford"-noun-fr "Stamford"-properNoun-es
"botanique"-noun-fr "botánica"-noun-es
"botánica"-noun-es "botanique"-noun-fr
"Cugat"-properNoun-fr "Cugat"-properNoun-es
"Cugat"-properNoun-es "Cugat"-properNoun-fr
"Cugat"-properNoun-es "Cugat"-noun-fr
"Cugat"-noun-fr "Cugat"-properNoun-es
"Noguera"-properNoun-es "Noguera"-properNoun-fr
"Noguera"-properNoun-es "Noguera"-noun-fr
"Noguera"-properNoun-fr "Noguera"-properNoun-es
"Noguera"-noun-fr "Noguera"-properNoun-es
"geógrafo"-noun-es "géographe"-noun-fr
"géographe"-noun-fr "geógrafo"-noun-es
"Blanco"-properNoun-fr "Blanco"-properNoun-es
"Blanco"-properNoun-es "Blanco"-properNoun-fr
"Blanco"-properNoun-es "Blanco"-noun-fr
"Blanco"-noun-fr "Blanco"-properNoun-es
"Carretero"-properNoun-fr "Carretero"-properNoun-es
"Carretero"-properNoun-es "Carretero"-properNoun-fr
"Carretero"-properNoun-es "Carretero"-noun-fr
"Carretero"-noun-fr "Carretero"-properNoun-es
"Ricci"-properNoun-fr "Ricci"-properNoun-es
"Ricci"-properNoun-es "Ricci"-properNoun-fr
"Ricci"-properNoun-es "Ricci"-noun-fr
"Ricci"-noun-fr "Ricci"-properNoun-es
"Verdi"-properNoun-fr "Verdi"-properNoun-es
"Verdi"-properNoun-es "Verdi"-properNoun-fr
"Verdi"-properNoun-es "Verdi"-noun-fr
"Verdi"-noun-fr "Verdi"-properNoun-es
"Carreras"-properNoun-fr "Carreras"-properNoun-es
"Carreras"-properNoun-es "Carreras"-properNoun-fr
"Carreras"-properNoun-es "Carreras"-noun-fr
"Carreras"-noun-fr "Carreras"-properNoun-es
"luxembourgeois"-adjective-fr "luxemburgués"-adjective-es
"luxemburgués"-adjective-es "luxembourgeois"-adjective-fr
"lenguadociano"-adjective-es "languedocien"-adjective-fr
"languedocien"-adjective-fr "lenguadociano"-adjective-es
"Bartau"-properNoun-es "Bartau"-properNoun-fr
"Bartau"-properNoun-es "Bartau"-noun-fr
"Bartau"-properNoun-fr "Bartau"-properNoun-es
"Bartau"-noun-fr "Bartau"-properNoun-es
"Buenafuente"-properNoun-fr "Buenafuente"-properNoun-es
"Buenafuente"-properNoun-es "Buenafuente"-properNoun-fr
"Buenafuente"-properNoun-es "Buenafuente"-noun-fr
"Buenafuente"-noun-fr "Buenafuente"-properNoun-es
"Berga"-properNoun-fr "Berga"-properNoun-es
"Berga"-properNoun-es "Berga"-properNoun-fr
"Berga"-properNoun-es "Berga"-noun-fr
"Berga"-noun-fr "Berga"-properNoun-es
"Museveni"-properNoun-fr "Museveni"-properNoun-es
"Museveni"-properNoun-es "Museveni"-properNoun-fr
"Museveni"-properNoun-es "Museveni"-noun-fr
"Museveni"-noun-fr "Museveni"-properNoun-es
"Rangel"-properNoun-fr "Rangel"-properNoun-es
"Rangel"-properNoun-es "Rangel"-properNoun-fr
"Rangel"-properNoun-es "Rangel"-noun-fr
"Rangel"-noun-fr "Rangel"-properNoun-es
"dramaturgie"-noun-fr "dramaturgia"-noun-es
"dramaturgia"-noun-es "dramaturgie"-noun-fr
"poirier"-noun-fr "peral"-noun-es
"peral"-noun-es "poirier"-noun-fr
"navarrais"-adjective-fr "navarro"-adjective-es
"navarro"-adjective-es "navarrais"-adjective-fr
"Terrassa"-noun-fr "Tarrasa"-properNoun-es
"Tarrasa"-properNoun-es "Terrassa"-noun-fr
"Waals"-properNoun-es "Waals"-properNoun-fr
"Waals"-properNoun-es "Waals"-noun-fr
"Waals"-properNoun-fr "Waals"-properNoun-es
"Waals"-noun-fr "Waals"-properNoun-es
"Orlando"-properNoun-fr "Orlando"-properNoun-es
"Orlando"-properNoun-es "Orlando"-properNoun-fr
"Orlando"-properNoun-es "Orlando"-noun-fr
"Orlando"-noun-fr "Orlando"-properNoun-es
"Sunyol"-properNoun-fr "Sunyol"-properNoun-es
"Sunyol"-properNoun-es "Sunyol"-properNoun-fr
"Sunyol"-properNoun-es "Sunyol"-noun-fr
"Sunyol"-noun-fr "Sunyol"-properNoun-es
"Lindo"-properNoun-fr "Lindo"-properNoun-es
"Lindo"-properNoun-es "Lindo"-properNoun-fr
"Lindo"-properNoun-es "Lindo"-noun-fr
"Lindo"-noun-fr "Lindo"-properNoun-es
"Robbins"-properNoun-fr "Robbins"-properNoun-es
"Robbins"-properNoun-es "Robbins"-properNoun-fr
"Robbins"-properNoun-es "Robbins"-noun-fr
"Robbins"-noun-fr "Robbins"-properNoun-es
"Mercè"-properNoun-fr "Mercè"-properNoun-es
"Mercè"-properNoun-es "Mercè"-properNoun-fr
"Mercè"-properNoun-es "Mercè"-noun-fr
"Mercè"-noun-fr "Mercè"-properNoun-es
"Massó"-properNoun-fr "Massó"-properNoun-es
"Massó"-properNoun-es "Massó"-properNoun-fr
"Massó"-properNoun-es "Massó"-noun-fr
"Massó"-noun-fr "Massó"-properNoun-es
"Hayden"-properNoun-fr "Hayden"-properNoun-es
"Hayden"-properNoun-es "Hayden"-properNoun-fr
"Hayden"-properNoun-es "Hayden"-noun-fr
"Hayden"-noun-fr "Hayden"-properNoun-es
"Espronceda"-properNoun-fr "Espronceda"-properNoun-es
"Espronceda"-properNoun-es "Espronceda"-properNoun-fr
"Espronceda"-properNoun-es "Espronceda"-noun-fr
"Espronceda"-noun-fr "Espronceda"-properNoun-es
"Sunyer"-properNoun-fr "Sunyer"-properNoun-es
"Sunyer"-properNoun-es "Sunyer"-properNoun-fr
"Sunyer"-properNoun-es "Sunyer"-noun-fr
"Sunyer"-noun-fr "Sunyer"-properNoun-es
"Urgell"-properNoun-es "Urgell"-properNoun-fr
"Urgell"-properNoun-es "Urgell"-noun-fr
"Urgell"-properNoun-fr "Urgell"-properNoun-es
"Urgell"-noun-fr "Urgell"-properNoun-es
"ovationner"-verb-fr "ovacionar"-verb-es
"ovacionar"-verb-es "ovationner"-verb-fr
"Leslie"-properNoun-fr "Leslie"-properNoun-es
"Leslie"-properNoun-es "Leslie"-properNoun-fr
"Leslie"-properNoun-es "Leslie"-noun-fr
"Leslie"-noun-fr "Leslie"-properNoun-es
"Cadafalch"-properNoun-fr "Cadafalch"-properNoun-es
"Cadafalch"-properNoun-es "Cadafalch"-properNoun-fr
"Cadafalch"-properNoun-es "Cadafalch"-noun-fr
"Cadafalch"-noun-fr "Cadafalch"-properNoun-es
"Claret"-properNoun-fr "Claret"-properNoun-es
"Claret"-properNoun-es "Claret"-properNoun-fr
"Claret"-properNoun-es "Claret"-noun-fr
"Claret"-noun-fr "Claret"-properNoun-es
"maoïste"-adjective-fr "maoista"-adjective-es
"maoista"-adjective-es "maoïste"-adjective-fr
"Espriu"-properNoun-fr "Espriu"-properNoun-es
"Espriu"-properNoun-es "Espriu"-properNoun-fr
"Espriu"-properNoun-es "Espriu"-noun-fr
"Espriu"-noun-fr "Espriu"-properNoun-es
"Wojtyla"-properNoun-fr "Wojtyla"-properNoun-es
"Wojtyla"-properNoun-es "Wojtyla"-properNoun-fr
"Wojtyla"-properNoun-es "Wojtyla"-noun-fr
"Wojtyla"-noun-fr "Wojtyla"-properNoun-es
"Partal"-properNoun-fr "Partal"-properNoun-es
"Partal"-properNoun-es "Partal"-properNoun-fr
"Partal"-properNoun-es "Partal"-noun-fr
"Partal"-noun-fr "Partal"-properNoun-es
"Tàrrega"-properNoun-es "Tàrrega"-properNoun-fr
"Tàrrega"-properNoun-es "Tàrrega"-noun-fr
"Tàrrega"-properNoun-fr "Tàrrega"-properNoun-es
"Tàrrega"-noun-fr "Tàrrega"-properNoun-es
"Mieras"-properNoun-fr "Mieras"-properNoun-es
"Mieras"-properNoun-es "Mieras"-properNoun-fr
"Mieras"-properNoun-es "Mieras"-noun-fr
"Mieras"-noun-fr "Mieras"-properNoun-es
"Zarranz"-properNoun-fr "Zarranz"-properNoun-es
"Zarranz"-properNoun-es "Zarranz"-properNoun-fr
"Zarranz"-properNoun-es "Zarranz"-noun-fr
"Zarranz"-noun-fr "Zarranz"-properNoun-es
"Darwin"-properNoun-fr "Darwin"-properNoun-es
"Darwin"-properNoun-es "Darwin"-properNoun-fr
"Darwin"-properNoun-es "Darwin"-noun-fr
"Darwin"-noun-fr "Darwin"-properNoun-es
"Gray"-properNoun-es "Gray"-properNoun-fr
"Gray"-properNoun-es "Gray"-noun-fr
"Gray"-properNoun-fr "Gray"-properNoun-es
"Gray"-noun-fr "Gray"-properNoun-es
"centrista"-adjective-es "centriste"-adjective-fr
"centriste"-adjective-fr "centrista"-adjective-es
"Cullell"-properNoun-fr "Cullell"-properNoun-es
"Cullell"-properNoun-es "Cullell"-properNoun-fr
"Cullell"-properNoun-es "Cullell"-noun-fr
"Cullell"-noun-fr "Cullell"-properNoun-es
"Laporta"-properNoun-fr "Laporta"-properNoun-es
"Laporta"-properNoun-es "Laporta"-properNoun-fr
"Laporta"-properNoun-es "Laporta"-noun-fr
"Laporta"-noun-fr "Laporta"-properNoun-es
"Mascarell"-properNoun-fr "Mascarell"-properNoun-es
"Mascarell"-properNoun-es "Mascarell"-properNoun-fr
"Mascarell"-properNoun-es "Mascarell"-noun-fr
"Mascarell"-noun-fr "Mascarell"-properNoun-es
"Pidal"-properNoun-fr "Pidal"-properNoun-es
"Pidal"-properNoun-es "Pidal"-properNoun-fr
"Pidal"-properNoun-es "Pidal"-noun-fr
"Pidal"-noun-fr "Pidal"-properNoun-es
"Solé"-properNoun-fr "Solé"-properNoun-es
"Solé"-properNoun-es "Solé"-properNoun-fr
"Solé"-properNoun-es "Solé"-noun-fr
"Solé"-noun-fr "Solé"-properNoun-es
"Gavaldà"-properNoun-fr "Gavaldà"-properNoun-es
"Gavaldà"-properNoun-es "Gavaldà"-properNoun-fr
"Gavaldà"-properNoun-es "Gavaldà"-noun-fr
"Gavaldà"-noun-fr "Gavaldà"-properNoun-es
"Powell"-properNoun-fr "Powell"-properNoun-es
"Powell"-properNoun-es "Powell"-properNoun-fr
"Powell"-properNoun-es "Powell"-noun-fr
"Powell"-noun-fr "Powell"-properNoun-es
"Garriga"-properNoun-fr "Chaparral"-properNoun-es
"Chaparral"-properNoun-es "Garriga"-properNoun-fr
"Chaparral"-properNoun-es "Garriga"-noun-fr
"Garriga"-noun-fr "Chaparral"-properNoun-es
"Majó"-properNoun-fr "Majó"-properNoun-es
"Majó"-properNoun-es "Majó"-properNoun-fr
"Majó"-properNoun-es "Majó"-noun-fr
"Majó"-noun-fr "Majó"-properNoun-es
"syndicaliste"-adjective-fr "sindicalista"-adjective-es
"sindicalista"-adjective-es "syndicaliste"-adjective-fr
"Torroella"-properNoun-fr "Torroella"-properNoun-es
"Torroella"-properNoun-es "Torroella"-properNoun-fr
"Torroella"-properNoun-es "Torroella"-noun-fr
"Torroella"-noun-fr "Torroella"-properNoun-es
"Jensen"-properNoun-es "Jensen"-properNoun-fr
"Jensen"-properNoun-es "Jensen"-noun-fr
"Jensen"-properNoun-fr "Jensen"-properNoun-es
"Jensen"-noun-fr "Jensen"-properNoun-es
"Miralles"-properNoun-fr "Miralles"-properNoun-es
"Miralles"-properNoun-es "Miralles"-properNoun-fr
"Miralles"-properNoun-es "Miralles"-noun-fr
"Miralles"-noun-fr "Miralles"-properNoun-es
"Barnils"-properNoun-fr "Barnils"-properNoun-es
"Barnils"-properNoun-es "Barnils"-properNoun-fr
"Barnils"-properNoun-es "Barnils"-noun-fr
"Barnils"-noun-fr "Barnils"-properNoun-es
"Subirada"-properNoun-fr "Subirada"-properNoun-es
"Subirada"-properNoun-es "Subirada"-properNoun-fr
"Subirada"-properNoun-es "Subirada"-noun-fr
"Subirada"-noun-fr "Subirada"-properNoun-es
"hip hop"-noun-es "hip-hop"-noun-fr
"hip-hop"-noun-fr "hip hop"-noun-es
"Pierce"-properNoun-fr "Pierce"-properNoun-es
"Pierce"-properNoun-es "Pierce"-properNoun-fr
"Pierce"-properNoun-es "Pierce"-noun-fr
"Pierce"-noun-fr "Pierce"-properNoun-es
"Estruch"-properNoun-fr "Estruch"-properNoun-es
"Estruch"-properNoun-es "Estruch"-properNoun-fr
"Estruch"-properNoun-es "Estruch"-noun-fr
"Estruch"-noun-fr "Estruch"-properNoun-es
"Kameni"-properNoun-fr "Kameni"-properNoun-es
"Kameni"-properNoun-es "Kameni"-properNoun-fr
"Kameni"-properNoun-es "Kameni"-noun-fr
"Kameni"-noun-fr "Kameni"-properNoun-es
"Poblet"-properNoun-fr "Poblet"-properNoun-es
"Poblet"-properNoun-es "Poblet"-properNoun-fr
"Poblet"-properNoun-es "Poblet"-noun-fr
"Poblet"-noun-fr "Poblet"-properNoun-es
"minoritairement"-adverb-fr "minoritariamente"-adverb-es
"minoritariamente"-adverb-es "minoritairement"-adverb-fr
"Pàmies"-properNoun-fr "Pàmies"-properNoun-es
"Pàmies"-properNoun-es "Pàmies"-properNoun-fr
"Pàmies"-properNoun-es "Pàmies"-noun-fr
"Pàmies"-noun-fr "Pàmies"-properNoun-es
"Tarrado"-properNoun-fr "Tarrado"-properNoun-es
"Tarrado"-properNoun-es "Tarrado"-properNoun-fr
"Tarrado"-properNoun-es "Tarrado"-noun-fr
"Tarrado"-noun-fr "Tarrado"-properNoun-es
"Solà"-properNoun-fr "Solà"-properNoun-es
"Solà"-properNoun-es "Solà"-properNoun-fr
"Solà"-properNoun-es "Solà"-noun-fr
"Solà"-noun-fr "Solà"-properNoun-es
"Capmany"-properNoun-fr "Capmany"-properNoun-es
"Capmany"-properNoun-es "Capmany"-properNoun-fr
"Capmany"-properNoun-es "Capmany"-noun-fr
"Capmany"-noun-fr "Capmany"-properNoun-es
"Riquer"-properNoun-fr "Riquer"-properNoun-es
"Riquer"-properNoun-es "Riquer"-properNoun-fr
"Riquer"-properNoun-es "Riquer"-noun-fr
"Riquer"-noun-fr "Riquer"-properNoun-es
"Taupiac"-properNoun-es "Taupiac"-properNoun-fr
"Taupiac"-properNoun-es "Taupiac"-noun-fr
"Taupiac"-properNoun-fr "Taupiac"-properNoun-es
"Taupiac"-noun-fr "Taupiac"-properNoun-es
"Puyal"-properNoun-fr "Puyal"-properNoun-es
"Puyal"-properNoun-es "Puyal"-properNoun-fr
"Puyal"-properNoun-es "Puyal"-noun-fr
"Puyal"-noun-fr "Puyal"-properNoun-es
"Trizin"-properNoun-fr "Trizin"-properNoun-es
"Trizin"-properNoun-es "Trizin"-properNoun-fr
"Trizin"-properNoun-es "Trizin"-noun-fr
"Trizin"-noun-fr "Trizin"-properNoun-es
"Casanovas"-properNoun-fr "Casanovas"-properNoun-es
"Casanovas"-properNoun-es "Casanovas"-properNoun-fr
"Casanovas"-properNoun-es "Casanovas"-noun-fr
"Casanovas"-noun-fr "Casanovas"-properNoun-es
"cinematógrafo"-noun-es "cinématographe"-noun-fr
"cinématographe"-noun-fr "cinematógrafo"-noun-es
"Oller"-properNoun-fr "Oller"-properNoun-es
"Oller"-properNoun-es "Oller"-properNoun-fr
"Oller"-properNoun-es "Oller"-noun-fr
"Oller"-noun-fr "Oller"-properNoun-es
"Beckham"-properNoun-fr "Beckham"-properNoun-es
"Beckham"-properNoun-es "Beckham"-properNoun-fr
"Beckham"-properNoun-es "Beckham"-noun-fr
"Beckham"-noun-fr "Beckham"-properNoun-es
"Recha"-properNoun-fr "Recha"-properNoun-es
"Recha"-properNoun-es "Recha"-properNoun-fr
"Recha"-properNoun-es "Recha"-noun-fr
"Recha"-noun-fr "Recha"-properNoun-es
"Aymerich"-properNoun-fr "Aymerich"-properNoun-es
"Aymerich"-properNoun-es "Aymerich"-properNoun-fr
"Aymerich"-properNoun-es "Aymerich"-noun-fr
"Aymerich"-noun-fr "Aymerich"-properNoun-es
"manzano"-noun-es "pommier"-noun-fr
"pommier"-noun-fr "manzano"-noun-es
"Mistral"-properNoun-es "Mistral"-properNoun-fr
"Mistral"-properNoun-es "Mistral"-noun-fr
"Mistral"-properNoun-fr "Mistral"-properNoun-es
"Mistral"-noun-fr "Mistral"-properNoun-es
"Civit"-properNoun-fr "Civit"-properNoun-es
"Civit"-properNoun-es "Civit"-properNoun-fr
"Civit"-properNoun-es "Civit"-noun-fr
"Civit"-noun-fr "Civit"-properNoun-es
"Lotina"-properNoun-fr "Lotina"-properNoun-es
"Lotina"-properNoun-es "Lotina"-properNoun-fr
"Lotina"-properNoun-es "Lotina"-noun-fr
"Lotina"-noun-fr "Lotina"-properNoun-es
"Dolcet"-properNoun-fr "Dolcet"-properNoun-es
"Dolcet"-properNoun-es "Dolcet"-properNoun-fr
"Dolcet"-properNoun-es "Dolcet"-noun-fr
"Dolcet"-noun-fr "Dolcet"-properNoun-es
"Tébar"-properNoun-es "Tébar"-properNoun-fr
"Tébar"-properNoun-es "Tébar"-noun-fr
"Tébar"-properNoun-fr "Tébar"-properNoun-es
"Tébar"-noun-fr "Tébar"-properNoun-es
"algarrobo"-noun-es "caroubier"-noun-fr
"caroubier"-noun-fr "algarrobo"-noun-es
"Boada"-properNoun-fr "Boada"-properNoun-es
"Boada"-properNoun-es "Boada"-properNoun-fr
"Boada"-properNoun-es "Boada"-noun-fr
"Boada"-noun-fr "Boada"-properNoun-es
"Bardeen"-properNoun-es "Bardeen"-properNoun-fr
"Bardeen"-properNoun-es "Bardeen"-noun-fr
"Bardeen"-properNoun-fr "Bardeen"-properNoun-es
"Bardeen"-noun-fr "Bardeen"-properNoun-es
"Español"-properNoun-fr "Español"-properNoun-es
"Español"-properNoun-es "Español"-properNoun-fr
"Español"-properNoun-es "Español"-noun-fr
"Español"-noun-fr "Español"-properNoun-es
"Benach"-properNoun-fr "Benach"-properNoun-es
"Benach"-properNoun-es "Benach"-properNoun-fr
"Benach"-properNoun-es "Benach"-noun-fr
"Benach"-noun-fr "Benach"-properNoun-es
"Rubió"-properNoun-fr "Rubió"-properNoun-es
"Rubió"-properNoun-es "Rubió"-properNoun-fr
"Rubió"-properNoun-es "Rubió"-noun-fr
"Rubió"-noun-fr "Rubió"-properNoun-es
"Guarner"-properNoun-fr "Guarner"-properNoun-es
"Guarner"-properNoun-es "Guarner"-properNoun-fr
"Guarner"-properNoun-es "Guarner"-noun-fr
"Guarner"-noun-fr "Guarner"-properNoun-es
"Enrich"-properNoun-fr "Enrich"-properNoun-es
"Enrich"-properNoun-es "Enrich"-properNoun-fr
"Enrich"-properNoun-es "Enrich"-noun-fr
"Enrich"-noun-fr "Enrich"-properNoun-es
"Aribau"-properNoun-fr "Aribau"-properNoun-es
"Aribau"-properNoun-es "Aribau"-properNoun-fr
"Aribau"-properNoun-es "Aribau"-noun-fr
"Aribau"-noun-fr "Aribau"-properNoun-es
"Mumbrú"-properNoun-fr "Mumbrú"-properNoun-es
"Mumbrú"-properNoun-es "Mumbrú"-properNoun-fr
"Mumbrú"-properNoun-es "Mumbrú"-noun-fr
"Mumbrú"-noun-fr "Mumbrú"-properNoun-es
"Susanna"-properNoun-fr "Susanna"-properNoun-es
"Susanna"-properNoun-es "Susanna"-properNoun-fr
"Susanna"-properNoun-es "Susanna"-noun-fr
"Susanna"-noun-fr "Susanna"-properNoun-es
"Balmes"-properNoun-fr "Balmes"-properNoun-es
"Balmes"-properNoun-es "Balmes"-properNoun-fr
"Balmes"-properNoun-es "Balmes"-noun-fr
"Balmes"-noun-fr "Balmes"-properNoun-es
"Boquer"-properNoun-fr "Boquer"-properNoun-es
"Boquer"-properNoun-es "Boquer"-properNoun-fr
"Boquer"-properNoun-es "Boquer"-noun-fr
"Boquer"-noun-fr "Boquer"-properNoun-es
"Casasses"-properNoun-fr "Casasses"-properNoun-es
"Casasses"-properNoun-es "Casasses"-properNoun-fr
"Casasses"-properNoun-es "Casasses"-noun-fr
"Casasses"-noun-fr "Casasses"-properNoun-es
"Hausmann"-properNoun-fr "Hausmann"-properNoun-es
"Hausmann"-properNoun-es "Hausmann"-properNoun-fr
"Hausmann"-properNoun-es "Hausmann"-noun-fr
"Hausmann"-noun-fr "Hausmann"-properNoun-es
"Castellanos"-properNoun-fr "Castellanos"-properNoun-es
"Castellanos"-properNoun-es "Castellanos"-properNoun-fr
"Castellanos"-properNoun-es "Castellanos"-noun-fr
"Castellanos"-noun-fr "Castellanos"-properNoun-es
"Gratacós"-properNoun-fr "Gratacós"-properNoun-es
"Gratacós"-properNoun-es "Gratacós"-properNoun-fr
"Gratacós"-properNoun-es "Gratacós"-noun-fr
"Gratacós"-noun-fr "Gratacós"-properNoun-es
"Alcázar"-properNoun-fr "Alcázar"-properNoun-es
"Alcázar"-properNoun-es "Alcázar"-properNoun-fr
"Alcázar"-properNoun-es "Alcázar"-noun-fr
"Alcázar"-noun-fr "Alcázar"-properNoun-es
"trovador"-noun-es "troubadour"-noun-fr
"troubadour"-noun-fr "trovador"-noun-es
"Albareda"-properNoun-fr "Albareda"-properNoun-es
"Albareda"-properNoun-es "Albareda"-properNoun-fr
"Albareda"-properNoun-es "Albareda"-noun-fr
"Albareda"-noun-fr "Albareda"-properNoun-es
"Freche"-properNoun-fr "Freche"-properNoun-es
