"avoir l'habitude de"-verb-fr "tener la costumbre de"-verb-es
"Alvaro"-properNoun-fr "Alvaro"-properNoun-es
"Alvaro"-properNoun-es "Alvaro"-properNoun-fr
"Argiñano"-properNoun-fr "Argiñano"-properNoun-es
"Argiñano"-properNoun-es "Argiñano"-properNoun-fr
"incrimination"-noun-fr "incriminación"-noun-es
"incriminación"-noun-es "incrimination"-noun-fr
"besogner"-verb-fr "atarear"-verb-es
"atarear"-verb-es "besogner"-verb-fr
"baser sur"-verb-fr "basar en"-verb-es
"basar en"-verb-es "baser sur"-verb-fr
"Anquetil"-properNoun-fr "Anquetil"-properNoun-es
"Anquetil"-properNoun-es "Anquetil"-properNoun-fr
"classificatoire"-adjective-fr "clasificatorio"-adjective-es
"clasificatorio"-adjective-es "classificatoire"-adjective-fr
"El Niño"-properNoun-fr "El Niño"-properNoun-es
"El Niño"-properNoun-es "El Niño"-properNoun-fr
"islamophobie"-noun-fr "islamofobia"-noun-es
"islamofobia"-noun-es "islamophobie"-noun-fr
"chômé"-adjective-fr "inhábil"-adjective-es
"inhábil"-adjective-es "chômé"-adjective-fr
"inhábil"-adjective-es "incapable"-adjective-fr
"incapable"-adjective-fr "inhábil"-adjective-es
"Puy-de-Dôme"-properNoun-fr "Puy-de-Dôme"-properNoun-es
"Puy-de-Dôme"-properNoun-es "Puy-de-Dôme"-properNoun-fr
"Antxieta"-properNoun-fr "Antxieta"-properNoun-es
"Antxieta"-properNoun-es "Antxieta"-properNoun-fr
"Nicolas Sarkozy"-properNoun-fr "Nicolas Sarkozy"-properNoun-es
"Nicolas Sarkozy"-properNoun-es "Nicolas Sarkozy"-properNoun-fr
"Jean-Baptiste"-properNoun-fr "Jean-Baptiste"-properNoun-es
"Jean-Baptiste"-properNoun-es "Jean-Baptiste"-properNoun-fr
"durabilité"-noun-fr "perdurabilidad"-noun-es
"perdurabilidad"-noun-es "durabilité"-noun-fr
"désormais"-adverb-fr "a partir de ahora"-adverb-es
"a partir de ahora"-adverb-es "désormais"-adverb-fr
"Amérique du Sud"-properNoun-fr "Suramérica"-properNoun-es
"Suramérica"-properNoun-es "Amérique du Sud"-properNoun-fr
"amnésique"-adjective-fr "amnésico"-adjective-es
"amnésico"-adjective-es "amnésique"-adjective-fr
"Alost"-properNoun-fr "Aalst"-properNoun-es
"Aalst"-properNoun-es "Alost"-properNoun-fr
"Massif Central"-properNoun-fr "Macizo Central"-properNoun-es
"Macizo Central"-properNoun-es "Massif Central"-properNoun-fr
"convivialité"-noun-fr "convivialidad"-noun-es
"convivialidad"-noun-es "convivialité"-noun-fr
"Walt"-properNoun-fr "Walt"-properNoun-es
"Walt"-properNoun-es "Walt"-properNoun-fr
"prolonger de"-verb-fr "prolongar por"-verb-es
"prolongar por"-verb-es "prolonger de"-verb-fr
"super"-adjective-fr "súper"-adjective-es
"súper"-adjective-es "super"-adjective-fr
"Cioni"-properNoun-fr "Cioni"-properNoun-es
"Cioni"-properNoun-es "Cioni"-properNoun-fr
"Irigoyen"-properNoun-fr "Irigoyen"-properNoun-es
"Irigoyen"-properNoun-es "Irigoyen"-properNoun-fr
"poste de travail"-noun-fr "puesto de trabajo"-noun-es
"puesto de trabajo"-noun-es "poste de travail"-noun-fr
"poussin"-noun-fr "alevín"-noun-es
"alevín"-noun-es "poussin"-noun-fr
"Apalanza"-properNoun-fr "Apalanza"-properNoun-es
"Apalanza"-properNoun-es "Apalanza"-properNoun-fr
"OPS"-noun-fr "OPS"-noun-es
"OPS"-noun-es "OPS"-noun-fr
"Galvez"-properNoun-fr "Galvez"-properNoun-es
"Galvez"-properNoun-es "Galvez"-properNoun-fr
"Niamey"-properNoun-fr "Niamey"-properNoun-es
"Niamey"-properNoun-es "Niamey"-properNoun-fr
"inanité"-noun-fr "inanidad"-noun-es
"inanidad"-noun-es "inanité"-noun-fr
"Aldunate"-properNoun-fr "Aldunate"-properNoun-es
"Aldunate"-properNoun-es "Aldunate"-properNoun-fr
"Calvaire"-properNoun-fr "Calvario"-properNoun-es
"Calvario"-properNoun-es "Calvaire"-properNoun-fr
"al-Zawahiri"-properNoun-fr "Al-Zawahiri"-properNoun-es
"Al-Zawahiri"-properNoun-es "al-Zawahiri"-properNoun-fr
"pêcherie"-noun-fr "pesquería"-noun-es
"pesquería"-noun-es "pêcherie"-noun-fr
"en activité"-adverb-fr "en activo"-adverb-es
"en activo"-adverb-es "en activité"-adverb-fr
"aggravation"-noun-fr "agravación"-noun-es
"agravación"-noun-es "aggravation"-noun-fr
"Alegi"-properNoun-fr "Alegi"-properNoun-es
"Alegi"-properNoun-es "Alegi"-properNoun-fr
"Mont-de-Marsan"-properNoun-fr "Mont-de-Marsan"-properNoun-es
"Mont-de-Marsan"-properNoun-es "Mont-de-Marsan"-properNoun-fr
"centième"-noun-fr "centésimo"-noun-es
"centésimo"-noun-es "centième"-noun-fr
"calmer"-verb-fr "sosegar"-verb-es
"sosegar"-verb-es "calmer"-verb-fr
"placard"-noun-fr "alacena"-noun-es
"alacena"-noun-es "placard"-noun-fr
"Bilbao"-properNoun-fr "Bilbo"-properNoun-es
"Bilbo"-properNoun-es "Bilbao"-properNoun-fr
"mâle"-adjective-fr "viril"-adjective-es
"viril"-adjective-es "mâle"-adjective-fr
"Franche-Comté"-properNoun-fr "Franco Condado"-properNoun-es
"Franco Condado"-properNoun-es "Franche-Comté"-properNoun-fr
"Romano Prodi"-properNoun-fr "Romano Prodi"-properNoun-es
"Romano Prodi"-properNoun-es "Romano Prodi"-properNoun-fr
"au printemps"-adverb-fr "en primavera"-adverb-es
"en primavera"-adverb-es "au printemps"-adverb-fr
"Mycènes"-properNoun-fr "Micenas"-properNoun-es
"Micenas"-properNoun-es "Mycènes"-properNoun-fr
"GTI"-noun-fr "GTI"-noun-es
"GTI"-noun-es "GTI"-noun-fr
"info"-noun-fr "info"-noun-es
"info"-noun-es "info"-noun-fr
"Jouyet"-properNoun-fr "Jouyet"-properNoun-es
"Jouyet"-properNoun-es "Jouyet"-properNoun-fr
"Laval"-properNoun-fr "Laval"-properNoun-es
"Laval"-properNoun-es "Laval"-properNoun-fr
"Zabel"-properNoun-fr "Zabel"-properNoun-es
"Zabel"-properNoun-es "Zabel"-properNoun-fr
"encerclement"-noun-fr "acordonamiento"-noun-es
"acordonamiento"-noun-es "encerclement"-noun-fr
"diplômé"-noun-fr "graduado"-noun-es
"diplômé"-noun-fr "titulado"-noun-es
"diplômé"-noun-fr "diplomado"-noun-es
"graduado"-noun-es "diplômé"-noun-fr
"titulado"-noun-es "diplômé"-noun-fr
"diplomado"-noun-es "diplômé"-noun-fr
"FLN"-noun-fr "FLN"-noun-es
"FLN"-noun-es "FLN"-noun-fr
"juez de lo social"-noun-es "prud'homme"-noun-fr
"prud'homme"-noun-fr "juez de lo social"-noun-es
"Mori"-properNoun-fr "Mori"-properNoun-es
"Mori"-properNoun-es "Mori"-properNoun-fr
"régate"-noun-fr "estropada"-noun-es
"estropada"-noun-es "régate"-noun-fr
"enfreindre"-verb-fr "quebrantar"-verb-es
"quebrantar"-verb-es "enfreindre"-verb-fr
"homophobie"-noun-fr "homofobia"-noun-es
"homofobia"-noun-es "homophobie"-noun-fr
"Moroni"-properNoun-fr "Moroni"-properNoun-es
"Moroni"-properNoun-es "Moroni"-properNoun-fr
"Danilo"-properNoun-fr "Danilo"-properNoun-es
"Danilo"-properNoun-es "Danilo"-properNoun-fr
"Kenneth"-properNoun-fr "Kenneth"-properNoun-es
"Kenneth"-properNoun-es "Kenneth"-properNoun-fr
"allegro"-noun-fr "allegro"-noun-es
"allegro"-noun-es "allegro"-noun-fr
"stationnaire"-adjective-fr "estacionario"-adjective-es
"estacionario"-adjective-es "stationnaire"-adjective-fr
"énumérer"-verb-fr "desgranar"-verb-es
"desgranar"-verb-es "énumérer"-verb-fr
"Médée"-properNoun-fr "Medea"-properNoun-es
"Medea"-properNoun-es "Médée"-properNoun-fr
"poterie"-noun-fr "alfarería"-noun-es
"alfarería"-noun-es "poterie"-noun-fr
"Saint-Germain"-properNoun-fr "Saint-Germain"-properNoun-es
"Saint-Germain"-properNoun-es "Saint-Germain"-properNoun-fr
"Mayenne"-properNoun-fr "Mayenne"-properNoun-es
"Mayenne"-properNoun-es "Mayenne"-properNoun-fr
"Akayev"-properNoun-fr "Akayev"-properNoun-es
"Akayev"-properNoun-es "Akayev"-properNoun-fr
"Mendizabal"-properNoun-fr "Mendizabal"-properNoun-es
"Mendizabal"-properNoun-es "Mendizabal"-properNoun-fr
"SOS"-noun-fr "SOS"-noun-es
"SOS"-noun-es "SOS"-noun-fr
"Aliaksandr"-properNoun-fr "Aliaksandr"-properNoun-es
"Aliaksandr"-properNoun-es "Aliaksandr"-properNoun-fr
"EFTA"-noun-fr "EFTA"-noun-es
"EFTA"-noun-es "EFTA"-noun-fr
"playstation"-noun-fr "playstation"-noun-es
"playstation"-noun-es "playstation"-noun-fr
"encore plus"-adverb-fr "más aún"-adverb-es
"más aún"-adverb-es "encore plus"-adverb-fr
"Benyamin Netanyahou"-properNoun-fr "Benjamin Netanyahu"-properNoun-es
"Benyamin Netanyahou"-properNoun-fr "Benjamín Netanyahu"-properNoun-es
"Benjamin Netanyahu"-properNoun-es "Benyamin Netanyahou"-properNoun-fr
"Benjamín Netanyahu"-properNoun-es "Benyamin Netanyahou"-properNoun-fr
"endormir"-verb-fr "adormilar"-verb-es
"adormilar"-verb-es "endormir"-verb-fr
"Raffaele"-properNoun-fr "Raffaele"-properNoun-es
"Raffaele"-properNoun-es "Raffaele"-properNoun-fr
"pluriannuel"-adjective-fr "plurianual"-adjective-es
"plurianual"-adjective-es "pluriannuel"-adjective-fr
"Supérieur"-properNoun-fr "Superior"-properNoun-es
"Superior"-properNoun-es "Supérieur"-properNoun-fr
"Baranowski"-properNoun-fr "Baranowski"-properNoun-es
"Baranowski"-properNoun-es "Baranowski"-properNoun-fr
"Johnnie"-properNoun-fr "Johnnie"-properNoun-es
"Johnnie"-properNoun-es "Johnnie"-properNoun-fr
"accusé"-adjective-fr "acusado"-adjective-es
"acusado"-adjective-es "accusé"-adjective-fr
"en collaboration"-adverb-fr "en colaboración"-adverb-es
"en colaboración"-adverb-es "en collaboration"-adverb-fr
"Melun"-properNoun-fr "Melun"-properNoun-es
"Melun"-properNoun-es "Melun"-properNoun-fr
"Bollywood"-properNoun-fr "Bollywood"-properNoun-es
"Bollywood"-properNoun-es "Bollywood"-properNoun-fr
"simulateur"-noun-fr "farsante"-noun-es
"farsante"-noun-es "simulateur"-noun-fr
"Bercy"-properNoun-fr "Bercy"-properNoun-es
"Bercy"-properNoun-es "Bercy"-properNoun-fr
"omniprésent"-adjective-fr "omnipresente"-adjective-es
"omnipresente"-adjective-es "omniprésent"-adjective-fr
"Aveiro"-properNoun-fr "Aveiro"-properNoun-es
"Aveiro"-properNoun-es "Aveiro"-properNoun-fr
"Grégory"-properNoun-fr "Grégory"-properNoun-es
"Grégory"-properNoun-es "Grégory"-properNoun-fr
"Lutèce"-properNoun-fr "Lutecia"-properNoun-es
"Lutecia"-properNoun-es "Lutèce"-properNoun-fr
"yayo"-noun-fr "yayo"-noun-es
"yayo"-noun-es "yayo"-noun-fr
"Georgetown"-properNoun-fr "Georgetown"-properNoun-es
"Georgetown"-properNoun-es "Georgetown"-properNoun-fr
"Drôme"-properNoun-fr "Drôme"-properNoun-es
"Drôme"-properNoun-es "Drôme"-properNoun-fr
"diminuer"-verb-fr "decrecer"-verb-es
"diminuer"-verb-fr "minorar"-verb-es
"decrecer"-verb-es "diminuer"-verb-fr
"minorar"-verb-es "diminuer"-verb-fr
"Badiola"-properNoun-fr "Badiola"-properNoun-es
"Badiola"-properNoun-es "Badiola"-properNoun-fr
"Cornouailles"-properNoun-fr "Cornualles"-properNoun-es
"Cornualles"-properNoun-es "Cornouailles"-properNoun-fr
"Goran"-properNoun-fr "Goran"-properNoun-es
"Goran"-properNoun-es "Goran"-properNoun-fr
"Vlad Tepes"-properNoun-fr "Vlad Tepes"-properNoun-es
"Vlad Tepes"-properNoun-es "Vlad Tepes"-properNoun-fr
"Haute-Savoie"-properNoun-fr "Haute-Savoie"-properNoun-es
"Haute-Savoie"-properNoun-fr "Alta Saboya"-properNoun-es
"Haute-Savoie"-properNoun-es "Haute-Savoie"-properNoun-fr
"Alta Saboya"-properNoun-es "Haute-Savoie"-properNoun-fr
"Alaimo"-properNoun-fr "Alaimo"-properNoun-es
"Alaimo"-properNoun-es "Alaimo"-properNoun-fr
"tirer au clair"-verb-fr "esclarecer"-verb-es
"esclarecer"-verb-es "tirer au clair"-verb-fr
"Uriz"-properNoun-fr "Uriz"-properNoun-es
"Uriz"-properNoun-es "Uriz"-properNoun-fr
"Nassau"-properNoun-fr "Nassau"-properNoun-es
"Nassau"-properNoun-es "Nassau"-properNoun-fr
"Tiralongo"-properNoun-fr "Tiralongo"-properNoun-es
"Tiralongo"-properNoun-es "Tiralongo"-properNoun-fr
"Kabila"-properNoun-fr "Kabila"-properNoun-es
"Kabila"-properNoun-es "Kabila"-properNoun-fr
"punition"-noun-fr "punición"-noun-es
"punición"-noun-es "punition"-noun-fr
"coupe-feu"-noun-fr "cortafuego"-noun-es
"cortafuego"-noun-es "coupe-feu"-noun-fr
"depuis longtemps"-adverb-fr "desde hace tiempo"-adverb-es
"depuis longtemps"-adverb-fr "desde hace mucho tiempo"-adverb-es
"desde hace tiempo"-adverb-es "depuis longtemps"-adverb-fr
"desde hace mucho tiempo"-adverb-es "depuis longtemps"-adverb-fr
"annihilation"-noun-fr "anihilación"-noun-es
"anihilación"-noun-es "annihilation"-noun-fr
"Hellespont"-properNoun-fr "Helesponto"-properNoun-es
"Helesponto"-properNoun-es "Hellespont"-properNoun-fr
"Donatello"-properNoun-fr "Donatello"-properNoun-es
"Donatello"-properNoun-es "Donatello"-properNoun-fr
"Iruin"-properNoun-fr "Iruin"-properNoun-es
"Iruin"-properNoun-es "Iruin"-properNoun-fr
"Golfe Persique"-properNoun-fr "Golfo Pérsico"-properNoun-es
"Golfo Pérsico"-properNoun-es "Golfe Persique"-properNoun-fr
"Segi"-properNoun-fr "Segi"-properNoun-es
"Segi"-properNoun-es "Segi"-properNoun-fr
"raid"-noun-fr "raid"-noun-es
"raid"-noun-es "raid"-noun-fr
"rémunérer"-verb-fr "remunerar"-verb-es
"remunerar"-verb-es "rémunérer"-verb-fr
"bourrer"-verb-fr "abarrotar"-verb-es
"abarrotar"-verb-es "bourrer"-verb-fr
"Lefevre"-properNoun-fr "Lefevre"-properNoun-es
"Lefevre"-properNoun-es "Lefevre"-properNoun-fr
"expirer"-verb-fr "caducar"-verb-es
"caducar"-verb-es "expirer"-verb-fr
"professer"-verb-fr "profesar"-verb-es
"profesar"-verb-es "professer"-verb-fr
"Larronde"-properNoun-fr "Larronde"-properNoun-es
"Larronde"-properNoun-es "Larronde"-properNoun-fr
"chiite"-adjective-fr "chiíta"-adjective-es
"chiíta"-adjective-es "chiite"-adjective-fr
"Dmitriy"-properNoun-fr "Dmitriy"-properNoun-es
"Dmitriy"-properNoun-es "Dmitriy"-properNoun-fr
"Essonne"-properNoun-fr "Essonne"-properNoun-es
"Essonne"-properNoun-es "Essonne"-properNoun-fr
"palmier nan"-noun-fr "palmito"-noun-es
"palmito"-noun-es "palmier nan"-noun-fr
"Cherbourg"-properNoun-fr "Cherbourg"-properNoun-es
"Cherbourg"-properNoun-es "Cherbourg"-properNoun-fr
"Vincenzo"-properNoun-fr "Vincenzo"-properNoun-es
"Vincenzo"-properNoun-es "Vincenzo"-properNoun-fr
"Aganzo"-properNoun-fr "Aganzo"-properNoun-es
"Aganzo"-properNoun-es "Aganzo"-properNoun-fr
"les États-Unis"-properNoun-fr "los Estados Unidos"-properNoun-es
"los Estados Unidos"-properNoun-es "les États-Unis"-properNoun-fr
"Sagarzazu"-properNoun-fr "Sagarzazu"-properNoun-es
"Sagarzazu"-properNoun-es "Sagarzazu"-properNoun-fr
"Marini"-properNoun-fr "Marini"-properNoun-es
"Marini"-properNoun-es "Marini"-properNoun-fr
"Pascale"-properNoun-fr "Pascale"-properNoun-es
"Pascale"-properNoun-es "Pascale"-properNoun-fr
"sociabilité"-noun-fr "sociabilidad"-noun-es
"sociabilidad"-noun-es "sociabilité"-noun-fr
"en el transcurso de"-preposition-es "en cours de"-preposition-fr
"en el transcurso de"-preposition-es "au cours de"-preposition-fr
"en cours de"-preposition-fr "en el transcurso de"-preposition-es
"au cours de"-preposition-fr "en el transcurso de"-preposition-es
"être valide"-verb-fr "tener validez"-verb-es
"tener validez"-verb-es "être valide"-verb-fr
"Dodécanèse"-properNoun-fr "Dodecaneso"-properNoun-es
"Dodecaneso"-properNoun-es "Dodécanèse"-properNoun-fr
"convertibilité"-noun-fr "convertibilidad"-noun-es
"convertibilidad"-noun-es "convertibilité"-noun-fr
"Wellington"-properNoun-fr "Wellington"-properNoun-es
"Wellington"-properNoun-es "Wellington"-properNoun-fr
"Arritxu"-properNoun-fr "Arritxu"-properNoun-es
"Arritxu"-properNoun-es "Arritxu"-properNoun-fr
"Chrysler"-properNoun-fr "Chrysler"-properNoun-es
"Chrysler"-properNoun-es "Chrysler"-properNoun-fr
"versification"-noun-fr "versificación"-noun-es
"versificación"-noun-es "versification"-noun-fr
"recyclage"-noun-fr "reciclado"-noun-es
"reciclado"-noun-es "recyclage"-noun-fr
"Brett"-properNoun-fr "Brett"-properNoun-es
"Brett"-properNoun-es "Brett"-properNoun-fr
"Skrela"-properNoun-fr "Skrela"-properNoun-es
"Skrela"-properNoun-es "Skrela"-properNoun-fr
"Fabrice"-properNoun-fr "Fabrice"-properNoun-es
"Fabrice"-properNoun-es "Fabrice"-properNoun-fr
"SPV"-noun-fr "SPV"-noun-es
"SPV"-noun-es "SPV"-noun-fr
"RH"-noun-fr "RRHH"-noun-es
"RRHH"-noun-es "RH"-noun-fr
"Zarathushtra"-properNoun-fr "Zaratustra"-properNoun-es
"Zaratustra"-properNoun-es "Zarathushtra"-properNoun-fr
"Zaratustra"-properNoun-es "Zarathoustra"-properNoun-fr
"Zarathoustra"-properNoun-fr "Zaratustra"-properNoun-es
"instrumentalisation"-noun-fr "instrumentalización"-noun-es
"instrumentalización"-noun-es "instrumentalisation"-noun-fr
"Anne-Marie"-properNoun-fr "Anne-Marie"-properNoun-es
"Anne-Marie"-properNoun-es "Anne-Marie"-properNoun-fr
"Aginaga"-properNoun-fr "Aginaga"-properNoun-es
"Aginaga"-properNoun-es "Aginaga"-properNoun-fr
"Gerhard"-properNoun-fr "Gerhard"-properNoun-es
"Gerhard"-properNoun-es "Gerhard"-properNoun-fr
"relaxation"-noun-fr "relax"-noun-es
"relax"-noun-es "relaxation"-noun-fr
"Maxi"-properNoun-fr "Maxi"-properNoun-es
"Maxi"-properNoun-es "Maxi"-properNoun-fr
"Malines"-properNoun-fr "Malinas"-properNoun-es
"Malinas"-properNoun-es "Malines"-properNoun-fr
"avoir envie de"-verb-fr "antojar"-verb-es
"antojar"-verb-es "avoir envie de"-verb-fr
"Txomin"-properNoun-fr "Txomin"-properNoun-es
"Txomin"-properNoun-es "Txomin"-properNoun-fr
"Aretxabala"-properNoun-fr "Aretxabala"-properNoun-es
"Aretxabala"-properNoun-es "Aretxabala"-properNoun-fr
"oscar"-noun-fr "oscar"-noun-es
"oscar"-noun-es "oscar"-noun-fr
"Charo"-properNoun-fr "Charo"-properNoun-es
"Charo"-properNoun-es "Charo"-properNoun-fr
"Bouvet"-properNoun-fr "Bouvet"-properNoun-es
"Bouvet"-properNoun-es "Bouvet"-properNoun-fr
"Mahmoud Abbas"-properNoun-fr "Mahmud Abbas"-properNoun-es
"Mahmud Abbas"-properNoun-es "Mahmoud Abbas"-properNoun-fr
"androgène"-noun-fr "andrógeno"-noun-es
"andrógeno"-noun-es "androgène"-noun-fr
"grêle"-noun-fr "pedrisco"-noun-es
"pedrisco"-noun-es "grêle"-noun-fr
"Thessalie"-properNoun-fr "Tesália"-properNoun-es
"Tesália"-properNoun-es "Thessalie"-properNoun-fr
"antiterrorisme"-noun-fr "antiterrorismo"-noun-es
"antiterrorismo"-noun-es "antiterrorisme"-noun-fr
"CSKA"-noun-fr "CSKA"-noun-es
"CSKA"-noun-es "CSKA"-noun-fr
"rôder"-verb-fr "rondar"-verb-es
"rondar"-verb-es "rôder"-verb-fr
"antipollution"-noun-fr "antipolución"-noun-es
"antipolución"-noun-es "antipollution"-noun-fr
"Irujo"-properNoun-fr "Irujo"-properNoun-es
"Irujo"-properNoun-es "Irujo"-properNoun-fr
"en d'autres termes"-adverb-fr "en otras palabras"-adverb-es
"en otras palabras"-adverb-es "en d'autres termes"-adverb-fr
"en otras palabras"-adverb-es "autrement dit"-adverb-fr
"autrement dit"-adverb-fr "en otras palabras"-adverb-es
"Rod"-properNoun-fr "Rod"-properNoun-es
"Rod"-properNoun-es "Rod"-properNoun-fr
"Andris"-properNoun-fr "Andris"-properNoun-es
"Andris"-properNoun-es "Andris"-properNoun-fr
"Haute-Corse"-properNoun-fr "Alta Córcega"-properNoun-es
"Alta Córcega"-properNoun-es "Haute-Corse"-properNoun-fr
"Boulogne"-properNoun-fr "Boulogne"-properNoun-es
"Boulogne"-properNoun-es "Boulogne"-properNoun-fr
"différemment"-adverb-fr "de manera distinta"-adverb-es
"de manera distinta"-adverb-es "différemment"-adverb-fr
"Millau"-properNoun-fr "Millau"-properNoun-es
"Millau"-properNoun-es "Millau"-properNoun-fr
"dépendre"-verb-fr "descolgar"-verb-es
"descolgar"-verb-es "dépendre"-verb-fr
"résistance"-noun-fr "aguante"-noun-es
"aguante"-noun-es "résistance"-noun-fr
"Marie-Noël"-properNoun-fr "Marie-Noël"-properNoun-es
"Marie-Noël"-properNoun-es "Marie-Noël"-properNoun-fr
"Zurinaga"-properNoun-fr "Zurinaga"-properNoun-es
"Zurinaga"-properNoun-es "Zurinaga"-properNoun-fr
"Tsahal"-properNoun-fr "Tsahal"-properNoun-es
"Tsahal"-properNoun-es "Tsahal"-properNoun-fr
"Iliade"-properNoun-fr "Iliada"-properNoun-es
"Iliada"-properNoun-es "Iliade"-properNoun-fr
"ultérieurement"-adverb-fr "posteriorment"-adverb-es
"posteriorment"-adverb-es "ultérieurement"-adverb-fr
"monstruosité"-noun-fr "monstruosidad"-noun-es
"monstruosidad"-noun-es "monstruosité"-noun-fr
"ertzaina"-noun-fr "ertzaina"-noun-es
"ertzaina"-noun-es "ertzaina"-noun-fr
"administration"-noun-fr "administración pública"-noun-es
"administración pública"-noun-es "administration"-noun-fr
"N1"-noun-fr "N1"-noun-es
"N1"-noun-es "N1"-noun-fr
"Bichkek"-properNoun-fr "Bishkek"-properNoun-es
"Bishkek"-properNoun-es "Bichkek"-properNoun-fr
"Colmar"-properNoun-fr "Colmar"-properNoun-es
"Colmar"-properNoun-es "Colmar"-properNoun-fr
"délocalisation"-noun-fr "deslocalización"-noun-es
"deslocalización"-noun-es "délocalisation"-noun-fr
"effronterie"-noun-fr "sinvergonzonería"-noun-es
"sinvergonzonería"-noun-es "effronterie"-noun-fr
"explicatif"-adjective-fr "expositivo"-adjective-es
"explicatif"-adjective-fr "aclaratorio"-adjective-es
"expositivo"-adjective-es "explicatif"-adjective-fr
"aclaratorio"-adjective-es "explicatif"-adjective-fr
"polichinelle"-noun-fr "polichinela"-noun-es
"polichinela"-noun-es "polichinelle"-noun-fr
"bipartisme"-noun-fr "bipartidismo"-noun-es
"bipartidismo"-noun-es "bipartisme"-noun-fr
"apéritif"-adjective-fr "aperitivo"-adjective-es
"aperitivo"-adjective-es "apéritif"-adjective-fr
"Courbet"-properNoun-fr "Courbet"-properNoun-es
"Courbet"-properNoun-es "Courbet"-properNoun-fr
"antinarcotique"-adjective-fr "antinarcótico"-adjective-es
"antinarcótico"-adjective-es "antinarcotique"-adjective-fr
"cédule"-noun-fr "cédula"-noun-es
"cédula"-noun-es "cédule"-noun-fr
"compte d'épargne"-noun-fr "cuenta de ahorros"-noun-es
"cuenta de ahorros"-noun-es "compte d'épargne"-noun-fr
"al finalizar"-preposition-es "à la fin de"-preposition-fr
"à la fin de"-preposition-fr "al finalizar"-preposition-es
"Tulle"-properNoun-fr "Tulle"-properNoun-es
"Tulle"-properNoun-es "Tulle"-properNoun-fr
"Chartres"-properNoun-fr "Chartres"-properNoun-es
"Chartres"-properNoun-es "Chartres"-properNoun-fr
"CR"-noun-fr "CR"-noun-es
"CR"-noun-es "CR"-noun-fr
"EBB"-noun-fr "EBB"-noun-es
