"quand"-relativePronoun-oc "en cuanto"-relativePronoun-es
"poco"-noun-es "shinhau"-noun-oc
"shinhau"-noun-oc "poco"-noun-es
"pedania"-noun-oc "pedanía"-noun-es
"pedanía"-noun-es "pedania"-noun-oc
"perseguèr"-noun-oc "melocotonero"-noun-es
"melocotonero"-noun-es "perseguèr"-noun-oc
"piòc"-noun-oc "jalón"-noun-es
"jalón"-noun-es "piòc"-noun-oc
"polsièira"-noun-oc "polvareda"-noun-es
"polvareda"-noun-es "polsièira"-noun-oc
"polvareda"-noun-es "polsièra"-noun-oc
"polvareda"-noun-es "povassèra"-noun-oc
"polsièra"-noun-oc "polvareda"-noun-es
"povassèra"-noun-oc "polvareda"-noun-es
"potenciacion"-noun-oc "potenciación"-noun-es
"potenciación"-noun-es "potenciacion"-noun-oc
"prelacion"-noun-oc "prelación"-noun-es
"prelación"-noun-es "prelacion"-noun-oc
"prelitorau"-noun-oc "prelitoral"-noun-es
"prelitoral"-noun-es "prelitorau"-noun-oc
"provediment"-noun-oc "proveimiento"-noun-es
"proveimiento"-noun-es "provediment"-noun-oc
"proveimiento"-noun-es "provesiment"-noun-oc
"provesiment"-noun-oc "proveimiento"-noun-es
"rebòt"-noun-oc "limpiadera"-noun-es
"limpiadera"-noun-es "rebòt"-noun-oc
"recompilacion"-noun-oc "recompilación"-noun-es
"recompilación"-noun-es "recompilacion"-noun-oc
"recontorn"-noun-oc "circunvolución"-noun-es
"circunvolución"-noun-es "recontorn"-noun-oc
"retolacion"-noun-oc "rotulación"-noun-es
"rotulación"-noun-es "retolacion"-noun-oc
"rotulación"-noun-es "rotulacion"-noun-oc
"rotulacion"-noun-oc "rotulación"-noun-es
"retruc"-noun-oc "retruque"-noun-es
"retruque"-noun-es "retruc"-noun-oc
"reïncidéncia"-noun-oc "reincidencia"-noun-es
"reincidencia"-noun-es "reïncidéncia"-noun-oc
"rodèla"-noun-oc "arandela"-noun-es
"arandela"-noun-es "rodèla"-noun-oc
"sagitari"-noun-oc "sagitario"-noun-es
"sagitario"-noun-es "sagitari"-noun-oc
"samuc"-noun-oc "sollozo"-noun-es
"sollozo"-noun-es "samuc"-noun-oc
"sindicatura"-noun-oc "sindicatura"-noun-es
"sindicatura"-noun-es "sindicatura"-noun-oc
"subtitulacion"-noun-oc "subtitulación"-noun-es
"subtitulación"-noun-es "subtitulacion"-noun-oc
"susrenhe"-noun-oc "subreino"-noun-es
"subreino"-noun-es "susrenhe"-noun-oc
"subreino"-noun-es "susrègne"-noun-oc
"susrègne"-noun-oc "subreino"-noun-es
"tantarra"-noun-oc "gresca"-noun-es
"gresca"-noun-es "tantarra"-noun-oc
"tarifa fixa"-noun-oc "tarifa plana"-noun-es
"tarifa plana"-noun-es "tarifa fixa"-noun-oc
"taur"-noun-oc "tauro"-noun-es
"tauro"-noun-es "taur"-noun-oc
"tauro"-noun-es "taure"-noun-oc
"taure"-noun-oc "tauro"-noun-es
"tecnificacion"-noun-oc "tecnificación"-noun-es
"tecnificación"-noun-es "tecnificacion"-noun-oc
"telecentre"-noun-oc "telecentro"-noun-es
"telecentro"-noun-es "telecentre"-noun-oc
"telesquí"-noun-oc "teleesquí"-noun-es
"teleesquí"-noun-es "telesquí"-noun-oc
"terraplen"-noun-oc "terraplén"-noun-es
"terraplén"-noun-es "terraplen"-noun-oc
"tramontana"-noun-oc "tramuntana"-noun-es
"tramuntana"-noun-es "tramontana"-noun-oc
"trial"-noun-oc "trial"-noun-es
"trial"-noun-es "trial"-noun-oc
"trionfador"-noun-oc "triunfador"-noun-es
"triunfador"-noun-es "trionfador"-noun-oc
"golejador"-noun-oc "goleador"-noun-es
"goleador"-noun-es "golejador"-noun-oc
"va-e-ven"-noun-oc "vaivén"-noun-es
"vaivén"-noun-es "va-e-ven"-noun-oc
"vantadissa"-noun-oc "vanagloria"-noun-es
"vanagloria"-noun-es "vantadissa"-noun-oc
"varat"-noun-oc "foso"-noun-es
"foso"-noun-es "varat"-noun-oc
"velatge"-noun-oc "velaje"-noun-es
"velatge"-noun-oc "velamen"-noun-es
"velaje"-noun-es "velatge"-noun-oc
"velamen"-noun-es "velatge"-noun-oc
"virabarquin"-noun-oc "berbiquí"-noun-es
"berbiquí"-noun-es "virabarquin"-noun-oc
"èrra"-noun-oc "erre"-noun-es
"erre"-noun-es "èrra"-noun-oc
"Agbar"-noun-oc "Agbar"-noun-es
"Agbar"-noun-es "Agbar"-noun-oc
"alapor"-noun-oc "insulsez"-noun-es
"insulsez"-noun-es "alapor"-noun-oc
"ATM"-noun-oc "ATM"-noun-es
"ATM"-noun-es "ATM"-noun-oc
"belèc"-noun-oc "balido"-noun-es
"balido"-noun-es "belèc"-noun-oc
"bilhèstres"-noun-oc "restos"-noun-es
"restos"-noun-es "bilhèstres"-noun-oc
"BNV"-noun-oc "BNV"-noun-es
"BNV"-noun-es "BNV"-noun-oc
"bonet"-noun-oc "barretina"-noun-es
"barretina"-noun-es "bonet"-noun-oc
"BTT"-noun-oc "BTT"-noun-es
"BTT"-noun-es "BTT"-noun-oc
"BTV"-noun-oc "BTV"-noun-es
"BTV"-noun-es "BTV"-noun-oc
"campulament"-noun-oc "vuelco"-noun-es
"vuelco"-noun-es "campulament"-noun-oc
"vuelco"-noun-es "caplhèua"-noun-oc
"caplhèua"-noun-oc "vuelco"-noun-es
"CAOC"-noun-oc "CAOC"-noun-es
"CAOC"-noun-es "CAOC"-noun-oc
"CEC"-noun-oc "CEC"-noun-es
"CEC"-noun-es "CEC"-noun-oc
"CEGVA"-noun-oc "CEGVA"-noun-es
"CEGVA"-noun-es "CEGVA"-noun-oc
"CEVA"-noun-oc "CEVA"-noun-es
"CEVA"-noun-es "CEVA"-noun-oc
"Ciemen"-noun-oc "Ciemen"-noun-es
"Ciemen"-noun-es "Ciemen"-noun-oc
"CONC"-noun-oc "CONC"-noun-es
"CONC"-noun-es "CONC"-noun-oc
"COPE"-noun-oc "COPE"-noun-es
"COPE"-noun-es "COPE"-noun-oc
"crac"-noun-oc "crac"-noun-es
"crac"-noun-es "crac"-noun-oc
"CSD"-noun-oc "CSD"-noun-es
"CSD"-noun-es "CSD"-noun-oc
"descreishença"-noun-oc "menguado"-noun-es
"menguado"-noun-es "descreishença"-noun-oc
"diboishet"-noun-oc "dibujito"-noun-es
"dibujito"-noun-es "diboishet"-noun-oc
"dinamizador"-noun-oc "dinamizador"-noun-es
"dinamizador"-noun-es "dinamizador"-noun-oc
"doblador"-noun-oc "doblador"-noun-es
"doblador"-noun-es "doblador"-noun-oc
"domaisèl"-noun-oc "doncel"-noun-es
"doncel"-noun-es "domaisèl"-noun-oc
"DTE"-noun-oc "DTE"-noun-es
"DTE"-noun-es "DTE"-noun-oc
"DURSI"-noun-oc "DURSI"-noun-es
"DURSI"-noun-es "DURSI"-noun-oc
"ecomusèu"-noun-oc "ecomuseo"-noun-es
"ecomuseo"-noun-es "ecomusèu"-noun-oc
"EMD"-noun-oc "EMD"-noun-es
"EMD"-noun-es "EMD"-noun-oc
"ERPV"-noun-oc "ERPV"-noun-es
"ERPV"-noun-es "ERPV"-noun-oc
"ETEVA"-noun-oc "ETEVA"-noun-es
"ETEVA"-noun-es "ETEVA"-noun-oc
"eurocongrès"-noun-oc "eurocongreso"-noun-es
"eurocongreso"-noun-es "eurocongrès"-noun-oc
"exalcalde"-noun-oc "exalcalde"-noun-es
"exalcalde"-noun-es "exalcalde"-noun-oc
"exalcalde"-noun-es "exbaile"-noun-oc
"exalcalde"-noun-es "exconse"-noun-oc
"exalcalde"-noun-es "excònsol"-noun-oc
"exbaile"-noun-oc "exalcalde"-noun-es
"exconse"-noun-oc "exalcalde"-noun-es
"excònsol"-noun-oc "exalcalde"-noun-es
"francesitzacion"-noun-oc "francesización"-noun-es
"francesización"-noun-es "francesitzacion"-noun-oc
"generatritz"-noun-oc "generatriz"-noun-es
"generatriz"-noun-es "generatritz"-noun-oc
"IC-V"-noun-oc "IC-V"-noun-es
"IC-V"-noun-es "IC-V"-noun-oc
"innivacion"-noun-oc "innivación"-noun-es
"innivación"-noun-es "innivacion"-noun-oc
"JEC"-noun-oc "JEC"-noun-es
"JEC"-noun-es "JEC"-noun-oc
"lesca"-noun-oc "laja"-noun-es
"laja"-noun-es "lesca"-noun-oc
"licitador"-noun-oc "licitador"-noun-es
"licitador"-noun-es "licitador"-noun-oc
"magnetoscòpi"-noun-oc "magnetoscopio"-noun-es
"magnetoscopio"-noun-es "magnetoscòpi"-noun-oc
"mamografia"-noun-oc "mamografía"-noun-es
"mamografía"-noun-es "mamografia"-noun-oc
"MAT"-noun-oc "MAT"-noun-es
"MAT"-noun-es "MAT"-noun-oc
"nomenclator"-noun-oc "nomenclátor"-noun-es
"nomenclátor"-noun-es "nomenclator"-noun-oc
"ODP"-noun-oc "ODP"-noun-es
"ODP"-noun-es "ODP"-noun-oc
"OFE"-noun-oc "OFE"-noun-es
"OFE"-noun-es "OFE"-noun-oc
"OIT"-noun-oc "OIT"-noun-es
"OIT"-noun-es "OIT"-noun-oc
"ossardet"-noun-oc "osito"-noun-es
"osito"-noun-es "ossardet"-noun-oc
"parraquet"-noun-oc "retal"-noun-es
"retal"-noun-es "parraquet"-noun-oc
"PHN"-noun-oc "PHN"-noun-es
"PHN"-noun-es "PHN"-noun-oc
"PIMES"-noun-oc "PIMES"-noun-es
"PIMES"-noun-es "PIMES"-noun-oc
"poblet"-noun-oc "pueblecito"-noun-es
"pueblecito"-noun-es "poblet"-noun-oc
"preprogramacion"-noun-oc "preprogramación"-noun-es
"preprogramación"-noun-es "preprogramacion"-noun-oc
"PSAN"-noun-oc "PSAN"-noun-es
"PSAN"-noun-es "PSAN"-noun-oc
"PSIB"-noun-oc "PSIB"-noun-es
"PSIB"-noun-es "PSIB"-noun-oc
"PTOP"-noun-oc "PTOP"-noun-es
"PTOP"-noun-es "PTOP"-noun-oc
"rechauchets"-noun-oc "sobras"-noun-es
"sobras"-noun-es "rechauchets"-noun-oc
"regidoría"-noun-es "burèu del conselhièr"-noun-oc
"burèu del conselhièr"-noun-oc "regidoría"-noun-es
"remontador"-noun-oc "remontador"-noun-es
"remontador"-noun-es "remontador"-noun-oc
"RFEDI"-noun-oc "RFEDI"-noun-es
"RFEDI"-noun-es "RFEDI"-noun-oc
"SEPC"-noun-oc "SEPC"-noun-es
"SEPC"-noun-es "SEPC"-noun-oc
"simplifacion"-noun-oc "simplifación"-noun-es
"simplifación"-noun-es "simplifacion"-noun-oc
"superclassa"-noun-oc "superclase"-noun-es
"superclase"-noun-es "superclassa"-noun-oc
"superorde"-noun-oc "superorden"-noun-es
"superorden"-noun-es "superorde"-noun-oc
"superorden"-noun-es "superòrdre"-noun-oc
"superòrdre"-noun-oc "superorden"-noun-es
"superordinador"-noun-oc "superordenador"-noun-es
"superordenador"-noun-es "superordinador"-noun-oc
"terçon"-noun-oc "tercenco"-noun-es
"tercenco"-noun-es "terçon"-noun-oc
"TESVA"-noun-oc "TESVA"-noun-es
"TESVA"-noun-es "TESVA"-noun-oc
"TIC"-noun-oc "TIC"-noun-es
"TIC"-noun-es "TIC"-noun-oc
"transnacionalizacion"-noun-oc "transnacionalización"-noun-es
"transnacionalización"-noun-es "transnacionalizacion"-noun-oc
"tutorizacion"-noun-oc "tutorización"-noun-es
"tutorización"-noun-es "tutorizacion"-noun-oc
"UAPM-PSC"-noun-oc "UAPM-PSC"-noun-es
"UAPM-PSC"-noun-es "UAPM-PSC"-noun-oc
"UDA"-noun-oc "UDA"-noun-es
"UDA"-noun-es "UDA"-noun-oc
"XTEC"-noun-oc "XTEC"-noun-es
"XTEC"-noun-es "XTEC"-noun-oc
"ZP"-noun-oc "ZP"-noun-es
"ZP"-noun-es "ZP"-noun-oc
"escala de cargòlh"-noun-oc "escalera de caracol"-noun-es
"escalera de caracol"-noun-es "escala de cargòlh"-noun-oc
"escalera de caracol"-noun-es "escalièr en viseta"-noun-oc
"escalièr en viseta"-noun-oc "escalera de caracol"-noun-es
"gran causa"-noun-oc "gran cosa"-noun-es
"gran cosa"-noun-es "gran causa"-noun-oc
"gran cosa"-noun-es "grand causa"-noun-oc
"grand causa"-noun-oc "gran cosa"-noun-es
"règne animau"-noun-oc "reino animal"-noun-es
"reino animal"-noun-es "règne animau"-noun-oc
"reino animal"-noun-es "règne animal"-noun-oc
"règne animal"-noun-oc "reino animal"-noun-es
"règne minerau"-noun-oc "reino mineral"-noun-es
"reino mineral"-noun-es "règne minerau"-noun-oc
"reino mineral"-noun-es "règne mineral"-noun-oc
"règne mineral"-noun-oc "reino mineral"-noun-es
"règne vegetau"-noun-oc "reino vegetal"-noun-es
"reino vegetal"-noun-es "règne vegetau"-noun-oc
"reino vegetal"-noun-es "règne vegetal"-noun-oc
"règne vegetal"-noun-oc "reino vegetal"-noun-es
"taus de creissença"-noun-oc "tasa de crecimiento"-noun-es
"tasa de crecimiento"-noun-es "taus de creissença"-noun-oc
"tasa de crecimiento"-noun-es "taus d'acreishement"-noun-oc
"taus d'acreishement"-noun-oc "tasa de crecimiento"-noun-es
"vòta"-noun-oc "fiesta mayor"-noun-es
"fiesta mayor"-noun-es "vòta"-noun-oc
"a deman"-interjection-oc "hasta mañana"-interjection-es
"hasta mañana"-interjection-es "a deman"-interjection-oc
"hasta mañana"-interjection-es "entà deman"-interjection-oc
"entà deman"-interjection-oc "hasta mañana"-interjection-es
"al còp que ben"-interjection-oc "hasta otra"-interjection-es
"hasta otra"-interjection-es "al còp que ben"-interjection-oc
"hasta otra"-interjection-es "entà ua auta"-interjection-oc
"entà ua auta"-interjection-oc "hasta otra"-interjection-es
"andocien"-interjection-oc "que lo pase bien"-interjection-es
"que lo pase bien"-interjection-es "andocien"-interjection-oc
"creigui ben"-interjection-oc "ya lo creo"-interjection-es
"ya lo creo"-interjection-es "creigui ben"-interjection-oc
"ya lo creo"-interjection-es "cresi ben"-interjection-oc
"cresi ben"-interjection-oc "ya lo creo"-interjection-es
"gràcies per tot"-interjection-oc "gracias por todo"-interjection-es
"gracias por todo"-interjection-es "gràcies per tot"-interjection-oc
"gracias por todo"-interjection-es "mercés per tot"-interjection-oc
"mercés per tot"-interjection-oc "gracias por todo"-interjection-es
"o cregas pas"-interjection-oc "no te lo vas a creer"-interjection-es
"no te lo vas a creer"-interjection-es "o cregas pas"-interjection-oc
"no te lo vas a creer"-interjection-es "no t'ac creigues"-interjection-oc
"no t'ac creigues"-interjection-oc "no te lo vas a creer"-interjection-es
"o cregatz pas"-interjection-oc "no os lo vais a creer"-interjection-es
"no os lo vais a creer"-interjection-es "o cregatz pas"-interjection-oc
"no os lo vais a creer"-interjection-es "no vos ac creigatz"-interjection-oc
"no vos ac creigatz"-interjection-oc "no os lo vais a creer"-interjection-es
"antialcoolic"-adjective-oc "antialcohólico"-adjective-es
"antialcohólico"-adjective-es "antialcoolic"-adjective-oc
"antitransgenic"-adjective-oc "antitransgénico"-adjective-es
"antitransgénico"-adjective-es "antitransgenic"-adjective-oc
"argumental"-adjective-oc "argumental"-adjective-es
"argumental"-adjective-es "argumental"-adjective-oc
"argumental"-adjective-es "argumentau"-adjective-oc
"argumentau"-adjective-oc "argumental"-adjective-es
"baishmedievau"-adjective-oc "bajomedieval"-adjective-es
"bajomedieval"-adjective-es "baishmedievau"-adjective-oc
"bajomedieval"-adjective-es "basmedieval"-adjective-oc
"basmedieval"-adjective-oc "bajomedieval"-adjective-es
"baptista"-adjective-oc "bautista"-adjective-es
"bautista"-adjective-es "baptista"-adjective-oc
"basilical"-adjective-oc "basilical"-adjective-es
"basilical"-adjective-es "basilical"-adjective-oc
"basilical"-adjective-es "basilicau"-adjective-oc
"basilicau"-adjective-oc "basilical"-adjective-es
"dessenhaire"-adjective-oc "diseñador"-adjective-es
"diseñador"-adjective-es "dessenhaire"-adjective-oc
"calorific"-adjective-oc "calorífico"-adjective-es
"calorífico"-adjective-es "calorific"-adjective-oc
"catalanòfon"-adjective-oc "catalanófono"-adjective-es
"catalanófono"-adjective-es "catalanòfon"-adjective-oc
"competencial"-adjective-oc "competencial"-adjective-es
"competencial"-adjective-es "competencial"-adjective-oc
"competencial"-adjective-es "competenciau"-adjective-oc
"competenciau"-adjective-oc "competencial"-adjective-es
"comtal"-adjective-oc "condal"-adjective-es
"condal"-adjective-es "comtal"-adjective-oc
"condal"-adjective-es "comtau"-adjective-oc
"comtau"-adjective-oc "condal"-adjective-es
"consonant"-adjective-oc "consonante"-adjective-es
"consonante"-adjective-es "consonant"-adjective-oc
"contarotlat"-adjective-oc "controlado"-adjective-es
"controlado"-adjective-es "contarotlat"-adjective-oc
"coreferent"-adjective-oc "correferente"-adjective-es
"correferente"-adjective-es "coreferent"-adjective-oc
"degut"-adjective-oc "debido"-adjective-es
"debido"-adjective-es "degut"-adjective-oc
"ecosocialista"-adjective-oc "ecosocialista"-adjective-es
"ecosocialista"-adjective-es "ecosocialista"-adjective-oc
"embromat"-adjective-oc "nubloso"-adjective-es
"nubloso"-adjective-es "embromat"-adjective-oc
"endogamic"-adjective-oc "endogámico"-adjective-es
"endogámico"-adjective-es "endogamic"-adjective-oc
"equin"-adjective-oc "equino"-adjective-es
"equino"-adjective-es "equin"-adjective-oc
"ertzian"-adjective-oc "herciano"-adjective-es
"herciano"-adjective-es "ertzian"-adjective-oc
"estamental"-adjective-oc "estamental"-adjective-es
"estamental"-adjective-es "estamental"-adjective-oc
"estamental"-adjective-es "estamentau"-adjective-oc
"estamentau"-adjective-oc "estamental"-adjective-es
"exorbitat"-adjective-oc "desorbitado"-adjective-es
"desorbitado"-adjective-es "exorbitat"-adjective-oc
"femnassièr"-adjective-oc "mujeriego"-adjective-es
"mujeriego"-adjective-es "femnassièr"-adjective-oc
"mujeriego"-adjective-es "hemnassièr"-adjective-oc
"hemnassièr"-adjective-oc "mujeriego"-adjective-es
"flambant"-adjective-oc "flamante"-adjective-es
"flamante"-adjective-es "flambant"-adjective-oc
"gaire"-adjective-oc "cuánto"-adjective-es
"cuánto"-adjective-es "gaire"-adjective-oc
"cuánto"-adjective-es "guaire"-adjective-oc
"cuánto"-adjective-es "quaire"-adjective-oc
"guaire"-adjective-oc "cuánto"-adjective-es
"quaire"-adjective-oc "cuánto"-adjective-es
"gironin"-adjective-oc "gerundense"-adjective-es
"gerundense"-adjective-es "gironin"-adjective-oc
"gratificant"-adjective-oc "gratificante"-adjective-es
"gratificante"-adjective-es "gratificant"-adjective-oc
"graüt"-adjective-oc "granuloso"-adjective-es
"granuloso"-adjective-es "graüt"-adjective-oc
"havanés"-adjective-oc "habano"-adjective-es
"habano"-adjective-es "havanés"-adjective-oc
"honoris causa"-adjective-oc "honoris causa"-adjective-es
"honoris causa"-adjective-es "honoris causa"-adjective-oc
"illusionat"-adjective-oc "ilusionado"-adjective-es
"ilusionado"-adjective-es "illusionat"-adjective-oc
"indocumentat"-adjective-oc "indocumentado"-adjective-es
"indocumentado"-adjective-es "indocumentat"-adjective-oc
"interdepartamental"-adjective-oc "interdepartamental"-adjective-es
"interdepartamental"-adjective-es "interdepartamental"-adjective-oc
"interdepartamental"-adjective-es "interdepartamentau"-adjective-oc
"interdepartamentau"-adjective-oc "interdepartamental"-adjective-es
"internautic"-adjective-oc "internáutico"-adjective-es
"internáutico"-adjective-es "internautic"-adjective-oc
"intocable"-adjective-oc "intocable"-adjective-es
"intocable"-adjective-es "intocable"-adjective-oc
"iuernau"-adjective-oc "hivernal"-adjective-es
"hivernal"-adjective-es "iuernau"-adjective-oc
"lexical"-adjective-oc "lexical"-adjective-es
"lexical"-adjective-es "lexical"-adjective-oc
"lexical"-adjective-es "lexicau"-adjective-oc
"lexicau"-adjective-oc "lexical"-adjective-es
"lheidatan"-adjective-oc "leridano"-adjective-es
"leridano"-adjective-es "lheidatan"-adjective-oc
"leridano"-adjective-es "ilerdenc"-adjective-oc
"ilerdenc"-adjective-oc "leridano"-adjective-es
"madameta"-adjective-oc "afeminado"-adjective-es
"afeminado"-adjective-es "madameta"-adjective-oc
"montanhut"-adjective-oc "montañero"-adjective-es
"montañero"-adjective-es "montanhut"-adjective-oc
"museistic"-adjective-oc "museístico"-adjective-es
"museístico"-adjective-es "museistic"-adjective-oc
"museístico"-adjective-es "museïstic"-adjective-oc
"museïstic"-adjective-oc "museístico"-adjective-es
"trauessèr"-adjective-oc "cruzado"-adjective-es
"cruzado"-adjective-es "trauessèr"-adjective-oc
"paishon"-adjective-oc "desmañado"-adjective-es
"desmañado"-adjective-es "paishon"-adjective-oc
"preverbal"-adjective-oc "preverbal"-adjective-es
"preverbal"-adjective-es "preverbal"-adjective-oc
"preverbal"-adjective-es "preverbau"-adjective-oc
"preverbau"-adjective-oc "preverbal"-adjective-es
"procedimental"-adjective-oc "procedimental"-adjective-es
"procedimental"-adjective-es "procedimental"-adjective-oc
"procedimental"-adjective-es "procedimentau"-adjective-oc
"procedimentau"-adjective-oc "procedimental"-adjective-es
"programatic"-adjective-oc "programático"-adjective-es
"programático"-adjective-es "programatic"-adjective-oc
"pronominal"-adjective-oc "pronominal"-adjective-es
"pronominal"-adjective-es "pronominal"-adjective-oc
"pronominal"-adjective-es "pronominau"-adjective-oc
"pronominau"-adjective-oc "pronominal"-adjective-es
"psicopedagogic"-adjective-oc "psicopedagógico"-adjective-es
"psicopedagógico"-adjective-es "psicopedagogic"-adjective-oc
"pòrc-gandièr"-adjective-oc "trotamundos"-adjective-es
"trotamundos"-adjective-es "pòrc-gandièr"-adjective-oc
"ribagorçan"-adjective-oc "ribagorzano"-adjective-es
"ribagorzano"-adjective-es "ribagorçan"-adjective-oc
"sociocultural"-adjective-oc "sociocultural"-adjective-es
"sociocultural"-adjective-es "sociocultural"-adjective-oc
"sociocultural"-adjective-es "socioculturau"-adjective-oc
"socioculturau"-adjective-oc "sociocultural"-adjective-es
"sociodemografic"-adjective-oc "sociodemográfico"-adjective-es
"sociodemográfico"-adjective-es "sociodemografic"-adjective-oc
"sociolaboral"-adjective-oc "sociolaboral"-adjective-es
"sociolaboral"-adjective-es "sociolaboral"-adjective-oc
"sociolaboral"-adjective-es "sociolaborau"-adjective-oc
"sociolaborau"-adjective-oc "sociolaboral"-adjective-es
"supramunicipal"-adjective-oc "supramunicipal"-adjective-es
"supramunicipal"-adjective-es "supramunicipal"-adjective-oc
"supramunicipal"-adjective-es "supramunicipau"-adjective-oc
"supramunicipau"-adjective-oc "supramunicipal"-adjective-es
"transcendental"-adjective-oc "transcendental"-adjective-es
"transcendental"-adjective-es "transcendental"-adjective-oc
"transcendental"-adjective-es "transcendentau"-adjective-oc
"transcendentau"-adjective-oc "transcendental"-adjective-es
"transformista"-adjective-oc "transformista"-adjective-es
"transformista"-adjective-es "transformista"-adjective-oc
"troncal"-adjective-oc "troncal"-adjective-es
"troncal"-adjective-es "troncal"-adjective-oc
"troncal"-adjective-es "troncau"-adjective-oc
"troncau"-adjective-oc "troncal"-adjective-es
"trufaire"-adjective-oc "burlón"-adjective-es
"burlón"-adjective-es "trufaire"-adjective-oc
"urbanizable"-adjective-oc "urbanizable"-adjective-es
"urbanizable"-adjective-es "urbanizable"-adjective-oc
"verrugós"-adjective-oc "averrugado"-adjective-es
"averrugado"-adjective-es "verrugós"-adjective-oc
"vesial"-adjective-oc "vecinal"-adjective-es
"vecinal"-adjective-es "vesial"-adjective-oc
"vecinal"-adjective-es "vesiau"-adjective-oc
"vesiau"-adjective-oc "vecinal"-adjective-es
"juridicoinstitucionau"-adjective-oc "juridicoinstitucional"-adjective-es
"juridicoinstitucional"-adjective-es "juridicoinstitucionau"-adjective-oc
"juridicoinstitucional"-adjective-es "juridicoinstitucional"-adjective-oc
"juridicoinstitucional"-adjective-oc "juridicoinstitucional"-adjective-es
"juridicolaborau"-adjective-oc "juridicolaboral"-adjective-es
"juridicolaboral"-adjective-es "juridicolaborau"-adjective-oc
"juridicolaboral"-adjective-es "juridicolaboral"-adjective-oc
"juridicolaboral"-adjective-oc "juridicolaboral"-adjective-es
"curricular"-adjective-oc "curricular"-adjective-es
"curricular"-adjective-es "curricular"-adjective-oc
"neuroquimic"-adjective-oc "neuroquímico"-adjective-es
"neuroquímico"-adjective-es "neuroquimic"-adjective-oc
"dever"-modal-oc "deber de"-modal-es
"deber de"-modal-es "dever"-modal-oc
"deber de"-modal-es "déuer"-modal-oc
"déuer"-modal-oc "deber de"-modal-es
"sòler"-modal-oc "soler"-modal-es
"soler"-modal-es "sòler"-modal-oc
"abocinar"-verb-oc "despedazar"-verb-es
"despedazar"-verb-es "abocinar"-verb-oc
"acorbaishar"-verb-oc "curvar"-verb-es
"curvar"-verb-es "acorbaishar"-verb-oc
"curvar"-verb-es "acorbaissar"-verb-oc
"acorbaissar"-verb-oc "curvar"-verb-es
"amanhagar"-verb-oc "arrullar"-verb-es
"arrullar"-verb-es "amanhagar"-verb-oc
"arrullar"-verb-es "bailinar"-verb-oc
"bailinar"-verb-oc "arrullar"-verb-es
"amicalhar"-verb-oc "desmenuzar"-verb-es
"desmenuzar"-verb-es "amicalhar"-verb-oc
"desmenuzar"-verb-es "bricalhar"-verb-oc
"desmenuzar"-verb-es "briconar"-verb-oc
"desmenuzar"-verb-es "brigalhar"-verb-oc
"bricalhar"-verb-oc "desmenuzar"-verb-es
"briconar"-verb-oc "desmenuzar"-verb-es
"brigalhar"-verb-oc "desmenuzar"-verb-es
"anelar"-verb-oc "anillar"-verb-es
"anillar"-verb-es "anelar"-verb-oc
"anillar"-verb-es "anerar"-verb-oc
"anerar"-verb-oc "anillar"-verb-es
"atapir"-verb-oc "apretujar"-verb-es
"apretujar"-verb-es "atapir"-verb-oc
"avitzar"-verb-oc "atornillar"-verb-es
"atornillar"-verb-es "avitzar"-verb-oc
"atornillar"-verb-es "entortilhar"-verb-oc
"atornillar"-verb-es "envirolar"-verb-oc
"entortilhar"-verb-oc "atornillar"-verb-es
"envirolar"-verb-oc "atornillar"-verb-es
"batanar"-verb-oc "latir"-verb-es
"latir"-verb-es "batanar"-verb-oc
"campular"-verb-oc "tumbar"-verb-es
"tumbar"-verb-es "campular"-verb-oc
"chorrupar"-verb-oc "sorber"-verb-es
"sorber"-verb-es "chorrupar"-verb-oc
"colar"-verb-oc "colar"-verb-es
"colar"-verb-es "colar"-verb-oc
"contraposar"-verb-oc "contraponer"-verb-es
"contraponer"-verb-es "contraposar"-verb-oc
"croishir"-verb-oc "crujir"-verb-es
"crujir"-verb-es "croishir"-verb-oc
"crostilhar"-verb-oc "descostrar"-verb-es
"descostrar"-verb-es "crostilhar"-verb-oc
"desabitar"-verb-oc "deshabitar"-verb-es
"deshabitar"-verb-es "desabitar"-verb-oc
"desabrigar"-verb-oc "desarropar"-verb-es
"desabrigar"-verb-oc "desabrigar"-verb-es
"desarropar"-verb-es "desabrigar"-verb-oc
"desabrigar"-verb-es "desabrigar"-verb-oc
"desaforar"-verb-oc "desaforar"-verb-es
"desaforar"-verb-es "desaforar"-verb-oc
"desaprofitar"-verb-oc "desaprovechar"-verb-es
"desaprovechar"-verb-es "desaprofitar"-verb-oc
"desarraïtzar"-verb-oc "desarraigar"-verb-es
"desarraigar"-verb-es "desarraïtzar"-verb-oc
"desaubedir"-verb-oc "desobedecer"-verb-es
"desobedecer"-verb-es "desaubedir"-verb-oc
"desboscalhar"-verb-oc "deforestar"-verb-es
"deforestar"-verb-es "desboscalhar"-verb-oc
"descaperar"-verb-oc "destapar"-verb-es
"destapar"-verb-es "descaperar"-verb-oc
"destapar"-verb-es "destapar"-verb-oc
"destapar"-verb-oc "destapar"-verb-es
"desencalhar"-verb-oc "desencallar"-verb-es
"desencallar"-verb-es "desencalhar"-verb-oc
"deslaçar"-verb-oc "desenlazar"-verb-es
"desenlazar"-verb-es "deslaçar"-verb-oc
"deslogar"-verb-oc "dislocar"-verb-es
