"l"-noun-oc "l"-noun-es
"cinquanta nau"-numeral-oc "cincuenta y nueve"-numeral-es
"seissanta"-numeral-oc "sesenta"-numeral-es
"sesenta"-numeral-es "seissanta"-numeral-oc
"sesenta"-numeral-es "seishanta"-numeral-oc
"seishanta"-numeral-oc "sesenta"-numeral-es
"seissanta un"-numeral-oc "sesenta y uno"-numeral-es
"sesenta y uno"-numeral-es "seissanta un"-numeral-oc
"sesenta y uno"-numeral-es "seishanta un"-numeral-oc
"seishanta un"-numeral-oc "sesenta y uno"-numeral-es
"seissanta dos"-numeral-oc "sesenta y dos"-numeral-es
"sesenta y dos"-numeral-es "seissanta dos"-numeral-oc
"sesenta y dos"-numeral-es "seishanta dus"-numeral-oc
"seishanta dus"-numeral-oc "sesenta y dos"-numeral-es
"seissanta tres"-numeral-oc "sesenta y tres"-numeral-es
"sesenta y tres"-numeral-es "seissanta tres"-numeral-oc
"sesenta y tres"-numeral-es "seishanta tres"-numeral-oc
"seishanta tres"-numeral-oc "sesenta y tres"-numeral-es
"seissanta quatre"-numeral-oc "sesenta y cuatro"-numeral-es
"sesenta y cuatro"-numeral-es "seissanta quatre"-numeral-oc
"sesenta y cuatro"-numeral-es "seishanta quate"-numeral-oc
"seishanta quate"-numeral-oc "sesenta y cuatro"-numeral-es
"seissanta cinc"-numeral-oc "sesenta y cinco"-numeral-es
"sesenta y cinco"-numeral-es "seissanta cinc"-numeral-oc
"sesenta y cinco"-numeral-es "seishanta cinc"-numeral-oc
"seishanta cinc"-numeral-oc "sesenta y cinco"-numeral-es
"seissanta sièis"-numeral-oc "sesenta y seis"-numeral-es
"sesenta y seis"-numeral-es "seissanta sièis"-numeral-oc
"sesenta y seis"-numeral-es "seishanta sies"-numeral-oc
"seishanta sies"-numeral-oc "sesenta y seis"-numeral-es
"seissanta sèt"-numeral-oc "sesenta y siete"-numeral-es
"sesenta y siete"-numeral-es "seissanta sèt"-numeral-oc
"sesenta y siete"-numeral-es "seishanta sèt"-numeral-oc
"seishanta sèt"-numeral-oc "sesenta y siete"-numeral-es
"seissanta uèch"-numeral-oc "sesenta y ocho"-numeral-es
"sesenta y ocho"-numeral-es "seissanta uèch"-numeral-oc
"sesenta y ocho"-numeral-es "seissanta uèit"-numeral-oc
"sesenta y ocho"-numeral-es "seishanta ueit"-numeral-oc
"seissanta uèit"-numeral-oc "sesenta y ocho"-numeral-es
"seishanta ueit"-numeral-oc "sesenta y ocho"-numeral-es
"seissanta nòu"-numeral-oc "sesenta y nueve"-numeral-es
"sesenta y nueve"-numeral-es "seissanta nòu"-numeral-oc
"sesenta y nueve"-numeral-es "seishanta nau"-numeral-oc
"seishanta nau"-numeral-oc "sesenta y nueve"-numeral-es
"setanta"-numeral-oc "setenta"-numeral-es
"setenta"-numeral-es "setanta"-numeral-oc
"setanta un"-numeral-oc "setenta y uno"-numeral-es
"setenta y uno"-numeral-es "setanta un"-numeral-oc
"setanta dos"-numeral-oc "setenta y dos"-numeral-es
"setenta y dos"-numeral-es "setanta dos"-numeral-oc
"setenta y dos"-numeral-es "setanta dus"-numeral-oc
"setanta dus"-numeral-oc "setenta y dos"-numeral-es
"setanta tres"-numeral-oc "setenta y tres"-numeral-es
"setenta y tres"-numeral-es "setanta tres"-numeral-oc
"setanta quatre"-numeral-oc "setenta y cuatro"-numeral-es
"setenta y cuatro"-numeral-es "setanta quatre"-numeral-oc
"setenta y cuatro"-numeral-es "setanta quate"-numeral-oc
"setanta quate"-numeral-oc "setenta y cuatro"-numeral-es
"setanta cinc"-numeral-oc "setenta y cinco"-numeral-es
"setenta y cinco"-numeral-es "setanta cinc"-numeral-oc
"setanta sièis"-numeral-oc "setenta y seis"-numeral-es
"setenta y seis"-numeral-es "setanta sièis"-numeral-oc
"setenta y seis"-numeral-es "setanta sies"-numeral-oc
"setanta sies"-numeral-oc "setenta y seis"-numeral-es
"setanta sèt"-numeral-oc "setenta y siete"-numeral-es
"setenta y siete"-numeral-es "setanta sèt"-numeral-oc
"setanta uèch"-numeral-oc "setenta y ocho"-numeral-es
"setenta y ocho"-numeral-es "setanta uèch"-numeral-oc
"setenta y ocho"-numeral-es "setanta uèit"-numeral-oc
"setenta y ocho"-numeral-es "setanta ueit"-numeral-oc
"setanta uèit"-numeral-oc "setenta y ocho"-numeral-es
"setanta ueit"-numeral-oc "setenta y ocho"-numeral-es
"setanta nòu"-numeral-oc "setenta y nueve"-numeral-es
"setenta y nueve"-numeral-es "setanta nòu"-numeral-oc
"setenta y nueve"-numeral-es "setanta nau"-numeral-oc
"setanta nau"-numeral-oc "setenta y nueve"-numeral-es
"ochanta"-numeral-oc "ochenta"-numeral-es
"ochenta"-numeral-es "ochanta"-numeral-oc
"ochenta"-numeral-es "oitanta"-numeral-oc
"ochenta"-numeral-es "ueitanta"-numeral-oc
"oitanta"-numeral-oc "ochenta"-numeral-es
"ueitanta"-numeral-oc "ochenta"-numeral-es
"ochanta un"-numeral-oc "ochenta y uno"-numeral-es
"ochenta y uno"-numeral-es "ochanta un"-numeral-oc
"ochenta y uno"-numeral-es "oitanta un"-numeral-oc
"ochenta y uno"-numeral-es "ueitanta un"-numeral-oc
"oitanta un"-numeral-oc "ochenta y uno"-numeral-es
"ueitanta un"-numeral-oc "ochenta y uno"-numeral-es
"ochanta dos"-numeral-oc "ochenta y dos"-numeral-es
"ochenta y dos"-numeral-es "ochanta dos"-numeral-oc
"ochenta y dos"-numeral-es "oitanta dos"-numeral-oc
"ochenta y dos"-numeral-es "ueitanta dus"-numeral-oc
"oitanta dos"-numeral-oc "ochenta y dos"-numeral-es
"ueitanta dus"-numeral-oc "ochenta y dos"-numeral-es
"ochanta tres"-numeral-oc "ochenta y tres"-numeral-es
"ochenta y tres"-numeral-es "ochanta tres"-numeral-oc
"ochenta y tres"-numeral-es "oitanta tres"-numeral-oc
"ochenta y tres"-numeral-es "ueitanta tres"-numeral-oc
"oitanta tres"-numeral-oc "ochenta y tres"-numeral-es
"ueitanta tres"-numeral-oc "ochenta y tres"-numeral-es
"ochanta quatre"-numeral-oc "ochenta y cuatro"-numeral-es
"ochenta y cuatro"-numeral-es "ochanta quatre"-numeral-oc
"ochenta y cuatro"-numeral-es "oitanta quatre"-numeral-oc
"ochenta y cuatro"-numeral-es "ueitanta quate"-numeral-oc
"oitanta quatre"-numeral-oc "ochenta y cuatro"-numeral-es
"ueitanta quate"-numeral-oc "ochenta y cuatro"-numeral-es
"ochanta cinc"-numeral-oc "ochenta y cinco"-numeral-es
"ochenta y cinco"-numeral-es "ochanta cinc"-numeral-oc
"ochenta y cinco"-numeral-es "oitanta cinc"-numeral-oc
"ochenta y cinco"-numeral-es "ueitanta cinc"-numeral-oc
"oitanta cinc"-numeral-oc "ochenta y cinco"-numeral-es
"ueitanta cinc"-numeral-oc "ochenta y cinco"-numeral-es
"ochanta sièis"-numeral-oc "ochenta y seis"-numeral-es
"ochenta y seis"-numeral-es "ochanta sièis"-numeral-oc
"ochenta y seis"-numeral-es "oitanta sièis"-numeral-oc
"ochenta y seis"-numeral-es "ueitanta sies"-numeral-oc
"oitanta sièis"-numeral-oc "ochenta y seis"-numeral-es
"ueitanta sies"-numeral-oc "ochenta y seis"-numeral-es
"ochanta sèt"-numeral-oc "ochenta y siete"-numeral-es
"ochenta y siete"-numeral-es "ochanta sèt"-numeral-oc
"ochenta y siete"-numeral-es "oitanta sèt"-numeral-oc
"ochenta y siete"-numeral-es "ueitanta sèt"-numeral-oc
"oitanta sèt"-numeral-oc "ochenta y siete"-numeral-es
"ueitanta sèt"-numeral-oc "ochenta y siete"-numeral-es
"ochanta uèch"-numeral-oc "ochenta y ocho"-numeral-es
"ochenta y ocho"-numeral-es "ochanta uèch"-numeral-oc
"ochenta y ocho"-numeral-es "oitanta uèit"-numeral-oc
"ochenta y ocho"-numeral-es "ueitanta ueit"-numeral-oc
"oitanta uèit"-numeral-oc "ochenta y ocho"-numeral-es
"ueitanta ueit"-numeral-oc "ochenta y ocho"-numeral-es
"ochanta nòu"-numeral-oc "ochenta y nueve"-numeral-es
"ochenta y nueve"-numeral-es "ochanta nòu"-numeral-oc
"ochenta y nueve"-numeral-es "oitanta nòu"-numeral-oc
"ochenta y nueve"-numeral-es "ueitanta nau"-numeral-oc
"oitanta nòu"-numeral-oc "ochenta y nueve"-numeral-es
"ueitanta nau"-numeral-oc "ochenta y nueve"-numeral-es
"nonanta"-numeral-oc "noventa"-numeral-es
"noventa"-numeral-es "nonanta"-numeral-oc
"noventa"-numeral-es "nauanta"-numeral-oc
"nauanta"-numeral-oc "noventa"-numeral-es
"nonanta un"-numeral-oc "noventa y uno"-numeral-es
"noventa y uno"-numeral-es "nonanta un"-numeral-oc
"noventa y uno"-numeral-es "nauanta un"-numeral-oc
"nauanta un"-numeral-oc "noventa y uno"-numeral-es
"nonanta dos"-numeral-oc "noventa y dos"-numeral-es
"noventa y dos"-numeral-es "nonanta dos"-numeral-oc
"noventa y dos"-numeral-es "nauanta dus"-numeral-oc
"nauanta dus"-numeral-oc "noventa y dos"-numeral-es
"nonanta tres"-numeral-oc "noventa y tres"-numeral-es
"noventa y tres"-numeral-es "nonanta tres"-numeral-oc
"noventa y tres"-numeral-es "nauanta tres"-numeral-oc
"nauanta tres"-numeral-oc "noventa y tres"-numeral-es
"nonanta quatre"-numeral-oc "noventa y cuatro"-numeral-es
"noventa y cuatro"-numeral-es "nonanta quatre"-numeral-oc
"noventa y cuatro"-numeral-es "nauanta quate"-numeral-oc
"nauanta quate"-numeral-oc "noventa y cuatro"-numeral-es
"nonanta cinc"-numeral-oc "noventa y cinco"-numeral-es
"noventa y cinco"-numeral-es "nonanta cinc"-numeral-oc
"noventa y cinco"-numeral-es "nauanta cinc"-numeral-oc
"nauanta cinc"-numeral-oc "noventa y cinco"-numeral-es
"nonanta sièis"-numeral-oc "noventa y seis"-numeral-es
"noventa y seis"-numeral-es "nonanta sièis"-numeral-oc
"noventa y seis"-numeral-es "nauanta sies"-numeral-oc
"nauanta sies"-numeral-oc "noventa y seis"-numeral-es
"nonanta sèt"-numeral-oc "noventa y siete"-numeral-es
"noventa y siete"-numeral-es "nonanta sèt"-numeral-oc
"noventa y siete"-numeral-es "nauanta sèt"-numeral-oc
"nauanta sèt"-numeral-oc "noventa y siete"-numeral-es
"nonanta uèch"-numeral-oc "noventa y ocho"-numeral-es
"noventa y ocho"-numeral-es "nonanta uèch"-numeral-oc
"noventa y ocho"-numeral-es "nonanta uèit"-numeral-oc
"noventa y ocho"-numeral-es "nauanta ueit"-numeral-oc
"nonanta uèit"-numeral-oc "noventa y ocho"-numeral-es
"nauanta ueit"-numeral-oc "noventa y ocho"-numeral-es
"nonanta nòu"-numeral-oc "noventa y nueve"-numeral-es
"noventa y nueve"-numeral-es "nonanta nòu"-numeral-oc
"noventa y nueve"-numeral-es "nauanta nau"-numeral-oc
"nauanta nau"-numeral-oc "noventa y nueve"-numeral-es
"cent"-numeral-oc "cien"-numeral-es
"cien"-numeral-es "cent"-numeral-oc
"dos cents"-numeral-oc "doscientos"-numeral-es
"doscientos"-numeral-es "dos cents"-numeral-oc
"doscientos"-numeral-es "dus cents"-numeral-oc
"dus cents"-numeral-oc "doscientos"-numeral-es
"tres cents"-numeral-oc "trescientos"-numeral-es
"trescientos"-numeral-es "tres cents"-numeral-oc
"quatre cents"-numeral-oc "cuatrocientos"-numeral-es
"cuatrocientos"-numeral-es "quatre cents"-numeral-oc
"cuatrocientos"-numeral-es "quate cents"-numeral-oc
"quate cents"-numeral-oc "cuatrocientos"-numeral-es
"cinc cents"-numeral-oc "quinientos"-numeral-es
"quinientos"-numeral-es "cinc cents"-numeral-oc
"sièis cents"-numeral-oc "seiscientos"-numeral-es
"seiscientos"-numeral-es "sièis cents"-numeral-oc
"seiscientos"-numeral-es "sies cents"-numeral-oc
"sies cents"-numeral-oc "seiscientos"-numeral-es
"sèt cents"-numeral-oc "setecientos"-numeral-es
"setecientos"-numeral-es "sèt cents"-numeral-oc
"uèch cents"-numeral-oc "ochocientos"-numeral-es
"ochocientos"-numeral-es "uèch cents"-numeral-oc
"ochocientos"-numeral-es "uèit cents"-numeral-oc
"ochocientos"-numeral-es "ueit cents"-numeral-oc
"uèit cents"-numeral-oc "ochocientos"-numeral-es
"ueit cents"-numeral-oc "ochocientos"-numeral-es
"nòu cents"-numeral-oc "novecientos"-numeral-es
"novecientos"-numeral-es "nòu cents"-numeral-oc
"novecientos"-numeral-es "nau cents"-numeral-oc
"nau cents"-numeral-oc "novecientos"-numeral-es
"I"-numeral-oc "I"-numeral-es
"I"-numeral-es "I"-numeral-oc
"II"-numeral-oc "II"-numeral-es
"II"-numeral-es "II"-numeral-oc
"III"-numeral-oc "III"-numeral-es
"III"-numeral-es "III"-numeral-oc
"IV"-numeral-oc "IV"-numeral-es
"IV"-numeral-es "IV"-numeral-oc
"V"-numeral-oc "V"-numeral-es
"V"-numeral-es "V"-numeral-oc
"VI"-numeral-oc "VI"-numeral-es
"VI"-numeral-es "VI"-numeral-oc
"VII"-numeral-oc "VII"-numeral-es
"VII"-numeral-es "VII"-numeral-oc
"VIII"-numeral-oc "VIII"-numeral-es
"VIII"-numeral-es "VIII"-numeral-oc
"IX"-numeral-oc "IX"-numeral-es
"IX"-numeral-es "IX"-numeral-oc
"X"-numeral-oc "X"-numeral-es
"X"-numeral-es "X"-numeral-oc
"XI"-numeral-oc "XI"-numeral-es
"XI"-numeral-es "XI"-numeral-oc
"XII"-numeral-oc "XII"-numeral-es
"XII"-numeral-es "XII"-numeral-oc
"XIII"-numeral-oc "XIII"-numeral-es
"XIII"-numeral-es "XIII"-numeral-oc
"XIV"-numeral-oc "XIV"-numeral-es
"XIV"-numeral-es "XIV"-numeral-oc
"XV"-numeral-oc "XV"-numeral-es
"XV"-numeral-es "XV"-numeral-oc
"XVI"-numeral-oc "XVI"-numeral-es
"XVI"-numeral-es "XVI"-numeral-oc
"XVII"-numeral-oc "XVII"-numeral-es
"XVII"-numeral-es "XVII"-numeral-oc
"XVIII"-numeral-oc "XVIII"-numeral-es
"XVIII"-numeral-es "XVIII"-numeral-oc
"XIX"-numeral-oc "XIX"-numeral-es
"XIX"-numeral-es "XIX"-numeral-oc
"XX"-numeral-oc "XX"-numeral-es
"XX"-numeral-es "XX"-numeral-oc
"XXI"-numeral-oc "XXI"-numeral-es
"XXI"-numeral-es "XXI"-numeral-oc
"L"-numeral-oc "L"-numeral-es
"L"-numeral-es "L"-numeral-oc
"C"-numeral-oc "C"-numeral-es
"C"-numeral-es "C"-numeral-oc
"D"-numeral-oc "D"-numeral-es
"D"-numeral-es "D"-numeral-oc
"M"-numeral-oc "M"-numeral-es
"M"-numeral-es "M"-numeral-oc
"Anna"-properNoun-oc "Anna"-properNoun-es
"Anna"-properNoun-es "Anna"-properNoun-oc
"Bill"-properNoun-oc "Bill"-properNoun-es
"Bill"-properNoun-es "Bill"-properNoun-oc
"Bob"-properNoun-oc "Bob"-properNoun-es
"Bob"-properNoun-es "Bob"-properNoun-oc
"Claude"-properNoun-oc "Claude"-properNoun-es
"Claude"-properNoun-es "Claude"-properNoun-oc
"Donald"-properNoun-oc "Donald"-properNoun-es
"Donald"-properNoun-es "Donald"-properNoun-oc
"Donald"-properNoun-es "Donald"-noun-oc
"Donald"-noun-oc "Donald"-properNoun-es
"Enric"-properNoun-oc "Enric"-properNoun-es
"Enric"-properNoun-es "Enric"-properNoun-oc
"Ernest"-properNoun-oc "Ernest"-properNoun-es
"Ernest"-properNoun-es "Ernest"-properNoun-oc
"Ernesto"-properNoun-oc "Ernesto"-properNoun-es
"Ernesto"-properNoun-es "Ernesto"-properNoun-oc
"Esteve"-properNoun-oc "Esteve"-properNoun-es
"Esteve"-properNoun-es "Esteve"-properNoun-oc
"Francesca"-properNoun-oc "Francesca"-properNoun-es
"Francesca"-properNoun-es "Francesca"-properNoun-oc
"Francesco"-properNoun-oc "Francesco"-properNoun-es
"Francesco"-properNoun-es "Francesco"-properNoun-oc
"Hans"-properNoun-oc "Hans"-properNoun-es
"Hans"-properNoun-es "Hans"-properNoun-oc
"Hèctor"-properNoun-oc "Hèctor"-properNoun-es
"Hèctor"-properNoun-es "Hèctor"-properNoun-oc
"Ivan"-properNoun-oc "Ivan"-properNoun-es
"Ivan"-properNoun-es "Ivan"-properNoun-oc
"Jacinto"-properNoun-oc "Jacinto"-properNoun-es
"Jacinto"-properNoun-es "Jacinto"-properNoun-oc
"Jacques"-properNoun-oc "Jacques"-properNoun-es
"Jacques"-properNoun-es "Jacques"-properNoun-oc
"James"-properNoun-oc "James"-properNoun-es
"James"-properNoun-es "James"-properNoun-oc
"Jean"-properNoun-oc "Jean"-properNoun-es
"Jean"-properNoun-es "Jean"-properNoun-oc
"Joan"-properNoun-oc "Joan"-properNoun-es
"Joan"-properNoun-es "Joan"-properNoun-oc
"Joana"-properNoun-oc "Joana"-properNoun-es
"Joana"-properNoun-es "Joana"-properNoun-oc
"John"-properNoun-oc "John"-properNoun-es
"John"-properNoun-es "John"-properNoun-oc
"Josep"-properNoun-oc "Josep"-properNoun-es
"Josep"-properNoun-es "Josep"-properNoun-oc
"Josep"-properNoun-es "Josep"-noun-oc
"Josep"-noun-oc "Josep"-properNoun-es
"Justin"-properNoun-oc "Justin"-properNoun-es
"Justin"-properNoun-es "Justin"-properNoun-oc
"Karl"-properNoun-oc "Karl"-properNoun-es
"Karl"-properNoun-es "Karl"-properNoun-oc
"Kevin"-properNoun-oc "Kevin"-properNoun-es
"Kevin"-properNoun-es "Kevin"-properNoun-oc
"Laura"-properNoun-oc "Laura"-properNoun-es
"Laura"-properNoun-es "Laura"-properNoun-oc
"Marc"-properNoun-oc "Marc"-properNoun-es
"Marc"-properNoun-es "Marc"-properNoun-oc
"Mark"-properNoun-oc "Mark"-properNoun-es
"Mark"-properNoun-es "Mark"-properNoun-oc
"Max"-properNoun-oc "Max"-properNoun-es
"Max"-properNoun-es "Max"-properNoun-oc
"Paul"-properNoun-oc "Paul"-properNoun-es
"Paul"-properNoun-es "Paul"-properNoun-oc
"Pep"-properNoun-oc "Pep"-properNoun-es
"Pep"-properNoun-es "Pep"-properNoun-oc
"Pepe"-properNoun-oc "Pepe"-properNoun-es
"Pepe"-properNoun-es "Pepe"-properNoun-oc
"Pepe"-properNoun-es "Pepe"-noun-oc
"Pepe"-noun-oc "Pepe"-properNoun-es
"Peter"-properNoun-oc "Peter"-properNoun-es
"Peter"-properNoun-es "Peter"-properNoun-oc
"Pierre"-properNoun-oc "Pierre"-properNoun-es
"Pierre"-properNoun-es "Pierre"-properNoun-oc
"Robert"-properNoun-oc "Robert"-properNoun-es
"Robert"-properNoun-es "Robert"-properNoun-oc
"Roberto"-properNoun-oc "Roberto"-properNoun-es
"Roberto"-properNoun-es "Roberto"-properNoun-oc
"Stephen"-properNoun-oc "Stephen"-properNoun-es
"Stephen"-properNoun-es "Stephen"-properNoun-oc
"Steve"-properNoun-oc "Steve"-properNoun-es
"Steve"-properNoun-es "Steve"-properNoun-oc
"William"-properNoun-oc "William"-properNoun-es
"William"-properNoun-es "William"-properNoun-oc
"Bush"-properNoun-oc "Bush"-properNoun-es
"Bush"-properNoun-es "Bush"-properNoun-oc
"Bush"-properNoun-es "Bush"-noun-oc
"Bush"-noun-oc "Bush"-properNoun-es
"Chirac"-properNoun-oc "Chirac"-properNoun-es
"Chirac"-properNoun-es "Chirac"-properNoun-oc
"Chirac"-properNoun-es "Chirac"-noun-oc
"Chirac"-noun-oc "Chirac"-properNoun-es
"Lafont"-properNoun-oc "Lafont"-properNoun-es
"Lafont"-properNoun-es "Lafont"-properNoun-oc
"Lafont"-properNoun-es "Lafont"-noun-oc
"Lafont"-noun-oc "Lafont"-properNoun-es
"Obama"-properNoun-oc "Obama"-properNoun-es
"Obama"-properNoun-es "Obama"-properNoun-oc
"Obama"-properNoun-es "Obama"-noun-oc
"Obama"-noun-oc "Obama"-properNoun-es
"Bordèu"-properNoun-oc "Burdeos"-properNoun-es
"Burdeos"-properNoun-es "Bordèu"-properNoun-oc
"Burdeos"-properNoun-es "Bordèus"-properNoun-oc
"Bordèus"-properNoun-oc "Burdeos"-properNoun-es
"França"-properNoun-oc "Francia"-properNoun-es
"Francia"-properNoun-es "França"-properNoun-oc
"Gasconha"-properNoun-oc "Gascuña"-properNoun-es
"Gascuña"-properNoun-es "Gasconha"-properNoun-oc
"Itàlia"-properNoun-oc "Italia"-properNoun-es
"Italia"-properNoun-es "Itàlia"-properNoun-oc
"Montpelhièr"-properNoun-oc "Montpellier"-properNoun-es
"Montpellier"-properNoun-es "Montpelhièr"-properNoun-oc
"Nimes"-properNoun-oc "Nimes"-properNoun-es
"Nimes"-properNoun-es "Nimes"-properNoun-oc
"Pau"-properNoun-oc "Pau"-properNoun-es
"Pau"-properNoun-es "Pau"-properNoun-oc
"Provenza"-properNoun-es "Prouvènço"-properNoun-oc
"Prouvènço"-properNoun-oc "Provenza"-properNoun-es
"Roma"-properNoun-oc "Roma"-properNoun-es
"Roma"-properNoun-es "Roma"-properNoun-oc
"Roma"-properNoun-es "Roma"-noun-oc
"Roma"-noun-oc "Roma"-properNoun-es
"Tarragona"-properNoun-oc "Tarragona"-properNoun-es
"Tarragona"-properNoun-es "Tarragona"-properNoun-oc
"Tarragona"-properNoun-es "Tarragona"-noun-oc
"Tarragona"-noun-oc "Tarragona"-properNoun-es
"Tolosa"-properNoun-oc "Tolosa"-properNoun-es
"Tolosa"-properNoun-es "Tolosa"-properNoun-oc
"Tolosa"-properNoun-es "Tolosa"-noun-oc
"Tolosa"-noun-oc "Tolosa"-properNoun-es
"València"-properNoun-es "València"-properNoun-oc
"València"-properNoun-es "València"-noun-oc
"València"-properNoun-oc "València"-properNoun-es
"València"-noun-oc "València"-properNoun-es
"Carrefour"-properNoun-oc "Carrefour"-properNoun-es
"Carrefour"-properNoun-es "Carrefour"-properNoun-oc
"escalièr"-noun-oc "escala"-noun-es
"escala"-noun-es "escalièr"-noun-oc
"escala"-noun-es "escalèr"-noun-oc
"escala"-noun-es "escala"-noun-oc
"escalèr"-noun-oc "escala"-noun-es
"escala"-noun-oc "escala"-noun-es
"escala"-noun-oc "escalera"-noun-es
"escalera"-noun-es "escala"-noun-oc
"abandon"-noun-oc "abandono"-noun-es
"abandono"-noun-es "abandon"-noun-oc
"abandono"-noun-es "abandonament"-noun-oc
"abandonament"-noun-oc "abandono"-noun-es
"abitat"-noun-oc "hábitat"-noun-es
"hábitat"-noun-es "abitat"-noun-oc
"abocament"-noun-oc "vertido"-noun-es
"vertido"-noun-es "abocament"-noun-oc
"accent"-noun-oc "acento"-noun-es
"acento"-noun-es "accent"-noun-oc
"accident"-noun-oc "accidente"-noun-es
"accidente"-noun-es "accident"-noun-oc
"acondicionament"-noun-oc "acondicionamiento"-noun-es
"acondicionamiento"-noun-es "acondicionament"-noun-oc
"acondicionamiento"-noun-es "condicionament"-noun-oc
"condicionament"-noun-oc "acondicionamiento"-noun-es
"condicionament"-noun-oc "condicionante"-noun-es
"acòrd"-noun-oc "convenio"-noun-es
"convenio"-noun-es "acòrd"-noun-oc
"convenio"-noun-es "convèni"-noun-oc
"convèni"-noun-oc "convenio"-noun-es
"acuèlh"-noun-oc "acogida"-noun-es
"acogida"-noun-es "acuèlh"-noun-oc
"acogida"-noun-es "acuelhement"-noun-oc
"acogida"-noun-es "aculhiment"-noun-oc
"acogida"-noun-es "acuelh"-noun-oc
"acuelhement"-noun-oc "acogida"-noun-es
"aculhiment"-noun-oc "acogida"-noun-es
"acuelh"-noun-oc "acogida"-noun-es
"adaiguatge"-noun-oc "riego"-noun-es
"riego"-noun-es "adaiguatge"-noun-oc
"riego"-noun-es "adaigament"-noun-oc
"riego"-noun-es "assagament"-noun-oc
"adaigament"-noun-oc "riego"-noun-es
"assagament"-noun-oc "riego"-noun-es
"aerodròm"-noun-oc "aeródromo"-noun-es
"aeródromo"-noun-es "aerodròm"-noun-oc
