"n'importe quel"-determiner-fr "qualsevol"-determiner-ca
"qui est-ce qui"-pronoun-fr "qui"-pronoun-ca
"qui"-pronoun-ca "qui est-ce qui"-pronoun-fr
"qui"-pronoun-ca "qui"-pronoun-fr
"lequel"-relativePronoun-fr "el qual"-relativePronoun-ca
"el qual"-relativePronoun-ca "lequel"-relativePronoun-fr
"qui"-pronoun-fr "qui"-pronoun-ca
"quoi"-pronoun-fr "què"-pronoun-ca
"qu'est-ce que"-pronoun-fr "què"-pronoun-ca
"qu'est-ce que c'est que"-pronoun-fr "què"-pronoun-ca
"celui que"-relativePronoun-fr "el que"-relativePronoun-ca
"el que"-relativePronoun-ca "celui que"-relativePronoun-fr
"el que"-relativePronoun-ca "celui qui"-relativePronoun-fr
"celui qui"-relativePronoun-fr "el que"-relativePronoun-ca
"aquest"-pronoun-ca "celui-ci"-pronoun-fr
"celui-ci"-pronoun-fr "aquest"-pronoun-ca
"aquell"-pronoun-ca "celui-là"-pronoun-fr
"aquell"-pronoun-ca "celui"-pronoun-fr
"celui-là"-pronoun-fr "aquell"-pronoun-ca
"celui"-pronoun-fr "aquell"-pronoun-ca
"ça"-pronoun-fr "açò"-pronoun-ca
"açò"-pronoun-ca "ça"-pronoun-fr
"allò"-pronoun-ca "cela"-pronoun-fr
"cela"-pronoun-fr "allò"-pronoun-ca
"cela"-pronoun-fr "això"-pronoun-ca
"això"-pronoun-ca "cela"-pronoun-fr
"això"-pronoun-ca "ce"-pronoun-fr
"ce"-pronoun-fr "això"-pronoun-ca
"on"-adverb-ca "où"-adverb-fr
"où"-adverb-fr "on"-adverb-ca
"mitjançant"-preposition-ca "moyennant"-preposition-fr
"mitjançant"-preposition-ca "par l'intermédiaire de"-preposition-fr
"moyennant"-preposition-fr "mitjançant"-preposition-ca
"par l'intermédiaire de"-preposition-fr "mitjançant"-preposition-ca
"au moyen de"-preposition-fr "per mitjà de"-preposition-ca
"per mitjà de"-preposition-ca "au moyen de"-preposition-fr
"autour de"-preposition-fr "al voltant de"-preposition-ca
"al voltant de"-preposition-ca "autour de"-preposition-fr
"outre"-preposition-fr "a més de"-preposition-ca
"a més de"-preposition-ca "outre"-preposition-fr
"depuis"-preposition-fr "des de"-preposition-ca
"des de"-preposition-ca "depuis"-preposition-fr
"des de"-preposition-ca "dès"-preposition-fr
"des de"-preposition-ca "de"-preposition-fr
"dès"-preposition-fr "des de"-preposition-ca
"de"-preposition-fr "des de"-preposition-ca
"de"-preposition-fr "de"-preposition-ca
"de"-preposition-ca "de"-preposition-fr
"après"-preposition-fr "després de"-preposition-ca
"després de"-preposition-ca "après"-preposition-fr
"derrière"-preposition-fr "darrere de"-preposition-ca
"darrere de"-preposition-ca "derrière"-preposition-fr
"excepte"-preposition-ca "à l'exception de"-preposition-fr
"excepte"-preposition-ca "sauf"-preposition-fr
"à l'exception de"-preposition-fr "excepte"-preposition-ca
"sauf"-preposition-fr "excepte"-preposition-ca
"à cause de"-preposition-fr "a causa de"-preposition-ca
"a causa de"-preposition-ca "à cause de"-preposition-fr
"conformément à"-preposition-fr "d'acord amb"-preposition-ca
"d'acord amb"-preposition-ca "conformément à"-preposition-fr
"segons"-preposition-ca "selon"-preposition-fr
"segons"-preposition-ca "suivant"-preposition-fr
"segons"-preposition-ca "d'après"-preposition-fr
"selon"-preposition-fr "segons"-preposition-ca
"suivant"-preposition-fr "segons"-preposition-ca
"d'après"-preposition-fr "segons"-preposition-ca
"amb"-preposition-ca "avec"-preposition-fr
"avec"-preposition-fr "amb"-preposition-ca
"à"-preposition-fr "a"-preposition-ca
"a"-preposition-ca "à"-preposition-fr
"cap a"-preposition-ca "envers"-preposition-fr
"cap a"-preposition-ca "vers"-preposition-fr
"envers"-preposition-fr "cap a"-preposition-ca
"envers"-preposition-fr "envers"-preposition-ca
"vers"-preposition-fr "cap a"-preposition-ca
"envers"-preposition-ca "envers"-preposition-fr
"per part de"-preposition-ca "par"-preposition-fr
"par"-preposition-fr "per part de"-preposition-ca
"durant"-preposition-ca "pendant"-preposition-fr
"durant"-preposition-ca "durant"-preposition-fr
"pendant"-preposition-fr "durant"-preposition-ca
"durant"-preposition-fr "durant"-preposition-ca
"a través de"-preposition-ca "à travers"-preposition-fr
"à travers"-preposition-fr "a través de"-preposition-ca
"vora de"-preposition-ca "près de"-preposition-fr
"près de"-preposition-fr "vora de"-preposition-ca
"per"-preposition-ca "pour"-preposition-fr
"pour"-preposition-fr "per"-preposition-ca
"pour"-preposition-fr "per a"-preposition-ca
"per a"-preposition-ca "pour"-preposition-fr
"quant a"-preposition-ca "au sujet de"-preposition-fr
"au sujet de"-preposition-fr "quant a"-preposition-ca
"en ce qui concerne"-preposition-fr "pel que fa a"-preposition-ca
"pel que fa a"-preposition-ca "en ce qui concerne"-preposition-fr
"pel que fa a"-preposition-ca "pour ce qui est de"-preposition-fr
"pel que fa a"-preposition-ca "par rapport à"-preposition-fr
"pel que fa a"-preposition-ca "quant à"-preposition-fr
"pour ce qui est de"-preposition-fr "pel que fa a"-preposition-ca
"par rapport à"-preposition-fr "pel que fa a"-preposition-ca
"quant à"-preposition-fr "pel que fa a"-preposition-ca
"sur"-preposition-fr "sobre"-preposition-ca
"sur"-preposition-fr "damunt"-preposition-ca
"sobre"-preposition-ca "sur"-preposition-fr
"damunt"-preposition-ca "sur"-preposition-fr
"en"-preposition-fr "en"-preposition-ca
"en"-preposition-ca "en"-preposition-fr
"en"-preposition-ca "dans"-preposition-fr
"dans"-preposition-fr "en"-preposition-ca
"dans"-preposition-fr "dins"-preposition-ca
"dans"-preposition-fr "dins de"-preposition-ca
"dins"-preposition-ca "dans"-preposition-fr
"dins de"-preposition-ca "dans"-preposition-fr
"sota"-preposition-ca "sous"-preposition-fr
"sous"-preposition-fr "sota"-preposition-ca
"au-dessous de"-preposition-fr "sota de"-preposition-ca
"sota de"-preposition-ca "au-dessous de"-preposition-fr
"sans"-preposition-fr "sense"-preposition-ca
"sense"-preposition-ca "sans"-preposition-fr
"entre"-preposition-ca "entre"-preposition-fr
"entre"-preposition-ca "parmi"-preposition-fr
"entre"-preposition-fr "entre"-preposition-ca
"parmi"-preposition-fr "entre"-preposition-ca
"devant"-preposition-fr "davant"-preposition-ca
"devant"-preposition-fr "davant de"-preposition-ca
"davant"-preposition-ca "devant"-preposition-fr
"davant de"-preposition-ca "devant"-preposition-fr
"afirmatiu"-adjective-ca "affirmatif"-adjective-fr
"affirmatif"-adjective-fr "afirmatiu"-adjective-ca
"dissoudre"-verb-fr "dissoldre"-verb-ca
"dissoldre"-verb-ca "dissoudre"-verb-fr
"résoudre"-verb-fr "resoldre"-verb-ca
"resoldre"-verb-ca "résoudre"-verb-fr
"croître"-verb-fr "créixer"-verb-ca
"créixer"-verb-ca "croître"-verb-fr
"créixer"-verb-ca "grandir"-verb-fr
"grandir"-verb-fr "créixer"-verb-ca
"peupler"-verb-fr "poblar"-verb-ca
"poblar"-verb-ca "peupler"-verb-fr
"généraliser"-verb-fr "generalitzar"-verb-ca
"generalitzar"-verb-ca "généraliser"-verb-fr
"induire"-verb-fr "induir"-verb-ca
"induir"-verb-ca "induire"-verb-fr
"compliquer"-verb-fr "complicar"-verb-ca
"complicar"-verb-ca "compliquer"-verb-fr
"decebre"-verb-ca "décevoir"-verb-fr
"décevoir"-verb-fr "decebre"-verb-ca
"confondre"-verb-ca "confondre"-verb-fr
"confondre"-verb-fr "confondre"-verb-ca
"profiler"-verb-fr "perfilar"-verb-ca
"perfilar"-verb-ca "profiler"-verb-fr
"aeri"-adjective-ca "aérien"-adjective-fr
"aérien"-adjective-fr "aeri"-adjective-ca
"vendre"-verb-fr "vendre"-verb-ca
"vendre"-verb-ca "vendre"-verb-fr
"creure"-verb-ca "croire"-verb-fr
"croire"-verb-fr "creure"-verb-ca
"juger"-verb-fr "jutjar"-verb-ca
"jutjar"-verb-ca "juger"-verb-fr
"involuntari"-adjective-ca "involontaire"-adjective-fr
"involontaire"-adjective-fr "involuntari"-adjective-ca
"inconscient"-adjective-fr "inconscient"-adjective-ca
"inconscient"-adjective-ca "inconscient"-adjective-fr
"spontané"-adjective-fr "espontani"-adjective-ca
"espontani"-adjective-ca "spontané"-adjective-fr
"competent"-adjective-ca "compétent"-adjective-fr
"compétent"-adjective-fr "competent"-adjective-ca
"capaç"-adjective-ca "capable"-adjective-fr
"capable"-adjective-fr "capaç"-adjective-ca
"lamenter"-verb-fr "lamentar"-verb-ca
"lamentar"-verb-ca "lamenter"-verb-fr
"lamentar"-verb-ca "déplorer"-verb-fr
"lamentar"-verb-ca "regretter"-verb-fr
"déplorer"-verb-fr "lamentar"-verb-ca
"regretter"-verb-fr "lamentar"-verb-ca
"plaindre"-verb-fr "queixar"-verb-ca
"queixar"-verb-ca "plaindre"-verb-fr
"botar"-verb-ca "bondir"-verb-fr
"bondir"-verb-fr "botar"-verb-ca
"sauter"-verb-fr "saltar"-verb-ca
"saltar"-verb-ca "sauter"-verb-fr
"piquer"-verb-fr "punxar"-verb-ca
"punxar"-verb-ca "piquer"-verb-fr
"consignar"-verb-ca "consigner"-verb-fr
"consigner"-verb-fr "consignar"-verb-ca
"ratificar"-verb-ca "ratifier"-verb-fr
"ratifier"-verb-fr "ratificar"-verb-ca
"dormir"-verb-ca "dormir"-verb-fr
"dormir"-verb-fr "dormir"-verb-ca
"adormir"-verb-ca "endormir"-verb-fr
"endormir"-verb-fr "adormir"-verb-ca
"patrocinar"-verb-ca "sponsoriser"-verb-fr
"sponsoriser"-verb-fr "patrocinar"-verb-ca
"droite"-noun-fr "dreta"-noun-ca
"dreta"-noun-ca "droite"-noun-fr
"messe"-noun-fr "missa"-noun-ca
"missa"-noun-ca "messe"-noun-fr
"soldat"-noun-ca "soldat"-noun-fr
"soldat"-noun-fr "soldat"-noun-ca
"militaire"-noun-fr "militar"-noun-ca
"militar"-noun-ca "militaire"-noun-fr
"militant"-noun-ca "militant"-noun-fr
"militant"-noun-fr "militant"-noun-ca
"espècie"-noun-ca "espèce"-noun-fr
"espèce"-noun-fr "espècie"-noun-ca
"loteria"-noun-ca "loterie"-noun-fr
"loterie"-noun-fr "loteria"-noun-ca
"tank"-noun-fr "tanc"-noun-ca
"tanc"-noun-ca "tank"-noun-fr
"envie"-noun-fr "enveja"-noun-ca
"enveja"-noun-ca "envie"-noun-fr
"nostalgie"-noun-fr "enyorança"-noun-ca
"nostalgie"-noun-fr "nostàlgia"-noun-ca
"enyorança"-noun-ca "nostalgie"-noun-fr
"nostàlgia"-noun-ca "nostalgie"-noun-fr
"temptació"-noun-ca "tentation"-noun-fr
"tentation"-noun-fr "temptació"-noun-ca
"enthousiasme"-noun-fr "entusiasme"-noun-ca
"entusiasme"-noun-ca "enthousiasme"-noun-fr
"renforcement"-noun-fr "reforçament"-noun-ca
"reforçament"-noun-ca "renforcement"-noun-fr
"repressió"-noun-ca "répression"-noun-fr
"répression"-noun-fr "repressió"-noun-ca
"cortesia"-noun-ca "politesse"-noun-fr
"politesse"-noun-fr "cortesia"-noun-ca
"traduction"-noun-fr "traducció"-noun-ca
"traducció"-noun-ca "traduction"-noun-fr
"dignité"-noun-fr "dignitat"-noun-ca
"dignitat"-noun-ca "dignité"-noun-fr
"preservació"-noun-ca "préservation"-noun-fr
"préservation"-noun-fr "preservació"-noun-ca
"alternativa"-noun-ca "alternative"-noun-fr
"alternative"-noun-fr "alternativa"-noun-ca
"année"-noun-fr "any"-noun-ca
"any"-noun-ca "année"-noun-fr
"any"-noun-ca "an"-noun-fr
"an"-noun-fr "any"-noun-ca
"quadern"-noun-ca "cahier"-noun-fr
"cahier"-noun-fr "quadern"-noun-ca
"organe"-noun-fr "òrgan"-noun-ca
"òrgan"-noun-ca "organe"-noun-fr
"pedrera"-noun-ca "carrière"-noun-fr
"carrière"-noun-fr "pedrera"-noun-ca
"carrière"-noun-fr "carrera"-noun-ca
"carrera"-noun-ca "carrière"-noun-fr
"cuisine"-noun-fr "cuina"-noun-ca
"cuina"-noun-ca "cuisine"-noun-fr
"cuisinier"-noun-fr "cuiner"-noun-ca
"cuiner"-noun-ca "cuisinier"-noun-fr
"interpretació"-noun-ca "interprétation"-noun-fr
"interprétation"-noun-fr "interpretació"-noun-ca
"bàsquet"-noun-ca "basket-ball"-noun-fr
"basket-ball"-noun-fr "bàsquet"-noun-ca
"basket-ball"-noun-fr "basquetbol"-noun-ca
"basquetbol"-noun-ca "basket-ball"-noun-fr
"llàgrima"-noun-ca "larme"-noun-fr
"larme"-noun-fr "llàgrima"-noun-ca
"proporció"-noun-ca "proportion"-noun-fr
"proportion"-noun-fr "proporció"-noun-ca
"référence"-noun-fr "referència"-noun-ca
"referència"-noun-ca "référence"-noun-fr
"main"-noun-fr "mà"-noun-ca
"mà"-noun-ca "main"-noun-fr
"cella"-noun-ca "sourcil"-noun-fr
"sourcil"-noun-fr "cella"-noun-ca
"explotació"-noun-ca "exploitation"-noun-fr
"exploitation"-noun-fr "explotació"-noun-ca
"actualisation"-noun-fr "actualització"-noun-ca
"actualització"-noun-ca "actualisation"-noun-fr
"reunificació"-noun-ca "réunification"-noun-fr
"réunification"-noun-fr "reunificació"-noun-ca
"alliance"-noun-fr "aliança"-noun-ca
"aliança"-noun-ca "alliance"-noun-fr
"synthèse"-noun-fr "síntesi"-noun-ca
"síntesi"-noun-ca "synthèse"-noun-fr
"coneixement"-noun-ca "connaissance"-noun-fr
"connaissance"-noun-fr "coneixement"-noun-ca
"connaissance"-noun-fr "coneixença"-noun-ca
"coneixença"-noun-ca "connaissance"-noun-fr
"pólvora"-noun-ca "poudre"-noun-fr
"poudre"-noun-fr "pólvora"-noun-ca
"invitation"-noun-fr "invitació"-noun-ca
"invitació"-noun-ca "invitation"-noun-fr
"qualité"-noun-fr "qualitat"-noun-ca
"qualitat"-noun-ca "qualité"-noun-fr
"photo"-noun-fr "foto"-noun-ca
"foto"-noun-ca "photo"-noun-fr
"fotografia"-noun-ca "photographie"-noun-fr
"photographie"-noun-fr "fotografia"-noun-ca
"metàfora"-noun-ca "métaphore"-noun-fr
"métaphore"-noun-fr "metàfora"-noun-ca
"intimité"-noun-fr "intimitat"-noun-ca
"intimitat"-noun-ca "intimité"-noun-fr
"budget"-noun-fr "pressupost"-noun-ca
"pressupost"-noun-ca "budget"-noun-fr
"chronique"-noun-fr "crònica"-noun-ca
"crònica"-noun-ca "chronique"-noun-fr
"feuilleton"-noun-fr "fulletó"-noun-ca
"fulletó"-noun-ca "feuilleton"-noun-fr
"coherència"-noun-ca "cohérence"-noun-fr
"cohérence"-noun-fr "coherència"-noun-ca
"cohesió"-noun-ca "cohésion"-noun-fr
"cohésion"-noun-fr "cohesió"-noun-ca
"semestre"-noun-ca "semestre"-noun-fr
"semestre"-noun-fr "semestre"-noun-ca
"trimestre"-noun-fr "trimestre"-noun-ca
"trimestre"-noun-ca "trimestre"-noun-fr
"càncer"-noun-ca "cancer"-noun-fr
"cancer"-noun-fr "càncer"-noun-ca
"bœuf"-noun-fr "bou"-noun-ca
"bou"-noun-ca "bœuf"-noun-fr
"toro"-noun-ca "taureau"-noun-fr
"taureau"-noun-fr "toro"-noun-ca
"taureau"-noun-fr "brau"-noun-ca
"brau"-noun-ca "taureau"-noun-fr
"supermarché"-noun-fr "supermercat"-noun-ca
"supermercat"-noun-ca "supermarché"-noun-fr
"finestra"-noun-ca "fenêtre"-noun-fr
"fenêtre"-noun-fr "finestra"-noun-ca
"rhume"-noun-fr "refredat"-noun-ca
"refredat"-noun-ca "rhume"-noun-fr
"froideur"-noun-fr "fredor"-noun-ca
"fredor"-noun-ca "froideur"-noun-fr
"glaç"-noun-ca "gel"-noun-fr
"gel"-noun-fr "glaç"-noun-ca
"gel"-noun-fr "gel"-noun-ca
"gel"-noun-ca "gel"-noun-fr
"mirall"-noun-ca "miroir"-noun-fr
"miroir"-noun-fr "mirall"-noun-ca
"richesse"-noun-fr "riquesa"-noun-ca
"riquesa"-noun-ca "richesse"-noun-fr
"bonbon"-noun-fr "caramel"-noun-ca
"caramel"-noun-ca "bonbon"-noun-fr
"gourmandise"-noun-fr "llaminadura"-noun-ca
"llaminadura"-noun-ca "gourmandise"-noun-fr
"llaminadura"-noun-ca "friandise"-noun-fr
"friandise"-noun-fr "llaminadura"-noun-ca
"perill"-noun-ca "péril"-noun-fr
"perill"-noun-ca "danger"-noun-fr
"péril"-noun-fr "perill"-noun-ca
"danger"-noun-fr "perill"-noun-ca
"instabilité"-noun-fr "inestabilitat"-noun-ca
"inestabilitat"-noun-ca "instabilité"-noun-fr
"fragilité"-noun-fr "fragilitat"-noun-ca
"fragilitat"-noun-ca "fragilité"-noun-fr
"delícia"-noun-ca "délice"-noun-fr
"délice"-noun-fr "delícia"-noun-ca
"zinc"-noun-fr "zinc"-noun-ca
"zinc"-noun-ca "zinc"-noun-fr
"rei"-noun-ca "roi"-noun-fr
"roi"-noun-fr "rei"-noun-ca
"chat"-noun-fr "gat"-noun-ca
"gat"-noun-ca "chat"-noun-fr
"informàtica"-noun-ca "informatique"-noun-fr
"informatique"-noun-fr "informàtica"-noun-ca
"espia"-noun-ca "espion"-noun-fr
"espion"-noun-fr "espia"-noun-ca
"démission"-noun-fr "dimissió"-noun-ca
"dimissió"-noun-ca "démission"-noun-fr
"foire"-noun-fr "fira"-noun-ca
"fira"-noun-ca "foire"-noun-fr
"agence"-noun-fr "agència"-noun-ca
"agència"-noun-ca "agence"-noun-fr
"commissaire"-noun-fr "comissari"-noun-ca
"comissari"-noun-ca "commissaire"-noun-fr
"prédiction"-noun-fr "predicció"-noun-ca
"predicció"-noun-ca "prédiction"-noun-fr
"anticipation"-noun-fr "anticipació"-noun-ca
"anticipation"-noun-fr "antelació"-noun-ca
"anticipació"-noun-ca "anticipation"-noun-fr
"antelació"-noun-ca "anticipation"-noun-fr
"berger"-noun-fr "pastor"-noun-ca
"pastor"-noun-ca "berger"-noun-fr
"éducation"-noun-fr "educació"-noun-ca
"educació"-noun-ca "éducation"-noun-fr
"pédagogie"-noun-fr "pedagogia"-noun-ca
"pedagogia"-noun-ca "pédagogie"-noun-fr
"contaminació"-noun-ca "contamination"-noun-fr
"contaminació"-noun-ca "pollution"-noun-fr
"contamination"-noun-fr "contaminació"-noun-ca
"pollution"-noun-fr "contaminació"-noun-ca
"pollution"-noun-fr "pol·lució"-noun-ca
"pol·lució"-noun-ca "pollution"-noun-fr
"simplicitat"-noun-ca "simplicité"-noun-fr
"simplicité"-noun-fr "simplicitat"-noun-ca
"doctrina"-noun-ca "doctrine"-noun-fr
"doctrine"-noun-fr "doctrina"-noun-ca
"univers"-noun-fr "univers"-noun-ca
"univers"-noun-ca "univers"-noun-fr
"sistema"-noun-ca "système"-noun-fr
"système"-noun-fr "sistema"-noun-ca
"renaissance"-noun-fr "renaixement"-noun-ca
"renaixement"-noun-ca "renaissance"-noun-fr
"set"-noun-ca "soif"-noun-fr
"soif"-noun-fr "set"-noun-ca
"manifeste"-noun-fr "manifest"-noun-ca
"manifest"-noun-ca "manifeste"-noun-fr
"proverbe"-noun-fr "proverbi"-noun-ca
"proverbi"-noun-ca "proverbe"-noun-fr
"veredicte"-noun-ca "verdict"-noun-fr
"verdict"-noun-fr "veredicte"-noun-ca
"arbitrage"-noun-fr "arbitratge"-noun-ca
"arbitratge"-noun-ca "arbitrage"-noun-fr
"llac"-noun-ca "loch"-noun-fr
"llac"-noun-ca "lac"-noun-fr
"loch"-noun-fr "llac"-noun-ca
"lac"-noun-fr "llac"-noun-ca
"flore"-noun-fr "flora"-noun-ca
"flora"-noun-ca "flore"-noun-fr
"balcó"-noun-ca "balcon"-noun-fr
"balcon"-noun-fr "balcó"-noun-ca
"animal"-noun-fr "animal"-noun-ca
"animal"-noun-ca "animal"-noun-fr
"esclau"-noun-ca "esclave"-noun-fr
"esclave"-noun-fr "esclau"-noun-ca
"député"-noun-fr "diputat"-noun-ca
"diputat"-noun-ca "député"-noun-fr
"chèvre"-noun-fr "cabra"-noun-ca
"cabra"-noun-ca "chèvre"-noun-fr
"llorer"-noun-ca "laurier"-noun-fr
"laurier"-noun-fr "llorer"-noun-ca
"frau"-noun-ca "fraude"-noun-fr
"fraude"-noun-fr "frau"-noun-ca
"soleil"-noun-fr "sol"-noun-ca
"sol"-noun-ca "soleil"-noun-fr
"embrió"-noun-ca "embryon"-noun-fr
"embryon"-noun-fr "embrió"-noun-ca
"família"-noun-ca "famille"-noun-fr
"famille"-noun-fr "família"-noun-ca
"pavillon"-noun-fr "pavelló"-noun-ca
"pavelló"-noun-ca "pavillon"-noun-fr
"contenu"-noun-fr "contingut"-noun-ca
"contingut"-noun-ca "contenu"-noun-fr
"públic"-noun-ca "public"-noun-fr
"public"-noun-fr "públic"-noun-ca
"audiència"-noun-ca "audience"-noun-fr
"audience"-noun-fr "audiència"-noun-ca
"auditeur"-noun-fr "oient"-noun-ca
"oient"-noun-ca "auditeur"-noun-fr
"inspecteur"-noun-fr "inspector"-noun-ca
"inspector"-noun-ca "inspecteur"-noun-fr
"chasse"-noun-fr "caça"-noun-ca
"caça"-noun-ca "chasse"-noun-fr
"juge"-noun-fr "jutge"-noun-ca
"jutge"-noun-ca "juge"-noun-fr
"aviation"-noun-fr "aviació"-noun-ca
"aviació"-noun-ca "aviation"-noun-fr
"argumentació"-noun-ca "argumentation"-noun-fr
"argumentation"-noun-fr "argumentació"-noun-ca
"évêque"-noun-fr "bisbe"-noun-ca
"bisbe"-noun-ca "évêque"-noun-fr
"réclamation"-noun-fr "reclamació"-noun-ca
"reclamació"-noun-ca "réclamation"-noun-fr
"orgueil"-noun-fr "orgull"-noun-ca
"orgull"-noun-ca "orgueil"-noun-fr
"chorale"-noun-fr "coral"-noun-ca
"coral"-noun-ca "chorale"-noun-fr
"presència"-noun-ca "présence"-noun-fr
"présence"-noun-fr "presència"-noun-ca
"doute"-noun-fr "dubte"-noun-ca
"dubte"-noun-ca "doute"-noun-fr
"bataille"-noun-fr "batalla"-noun-ca
"batalla"-noun-ca "bataille"-noun-fr
"expérience"-noun-fr "experiència"-noun-ca
"expérience"-noun-fr "vivència"-noun-ca
"experiència"-noun-ca "expérience"-noun-fr
"experiència"-noun-ca "acquis"-noun-fr
"vivència"-noun-ca "expérience"-noun-fr
"acquis"-noun-fr "experiència"-noun-ca
"discreció"-noun-ca "discrétion"-noun-fr
"discrétion"-noun-fr "discreció"-noun-ca
"invention"-noun-fr "invenció"-noun-ca
"invention"-noun-fr "invent"-noun-ca
"invenció"-noun-ca "invention"-noun-fr
"invent"-noun-ca "invention"-noun-fr
"imaginació"-noun-ca "imagination"-noun-fr
"imagination"-noun-fr "imaginació"-noun-ca
"mite"-noun-ca "mythe"-noun-fr
"mythe"-noun-fr "mite"-noun-ca
"ficció"-noun-ca "fiction"-noun-fr
"fiction"-noun-fr "ficció"-noun-ca
"guineu"-noun-ca "renard"-noun-fr
"renard"-noun-fr "guineu"-noun-ca
"navegació"-noun-ca "navigation"-noun-fr
"navigation"-noun-fr "navegació"-noun-ca
"facció"-noun-ca "faction"-noun-fr
"faction"-noun-fr "facció"-noun-ca
"licenciement"-noun-fr "acomiadament"-noun-ca
"acomiadament"-noun-ca "licenciement"-noun-fr
"local"-noun-ca "local"-noun-fr
"local"-noun-fr "local"-noun-ca
"porta"-noun-ca "porte"-noun-fr
"porte"-noun-fr "porta"-noun-ca
"énergie"-noun-fr "energia"-noun-ca
"energia"-noun-ca "énergie"-noun-fr
"record"-noun-ca "souvenir"-noun-fr
"souvenir"-noun-fr "record"-noun-ca
"urna"-noun-ca "urne"-noun-fr
"urne"-noun-fr "urna"-noun-ca
"referèndum"-noun-ca "référendum"-noun-fr
"référendum"-noun-fr "referèndum"-noun-ca
"gimnàs"-noun-ca "gymnase"-noun-fr
"gymnase"-noun-fr "gimnàs"-noun-ca
"pistola"-noun-ca "pistolet"-noun-fr
"pistolet"-noun-fr "pistola"-noun-ca
"tempête"-noun-fr "tempesta"-noun-ca
"tempesta"-noun-ca "tempête"-noun-fr
"comissaria"-noun-ca "commissariat"-noun-fr
"commissariat"-noun-fr "comissaria"-noun-ca
"ferro"-noun-ca "fer"-noun-fr
"fer"-noun-fr "ferro"-noun-ca
"estret"-noun-ca "détroit"-noun-fr
"détroit"-noun-fr "estret"-noun-ca
"serrure"-noun-fr "pany"-noun-ca
"pany"-noun-ca "serrure"-noun-fr
