"l"-noun-oc "l"-noun-es
"acòrdi"-noun-oc "acuerdo"-noun-es
"acordeon"-noun-oc "acordeón"-noun-es
"acuèlh"-noun-oc "acogida"-noun-es
"acuelhement"-noun-oc "acogida"-noun-es
"adaiguatge"-noun-oc "riego"-noun-es
"adjectiu"-noun-oc "adjetivo"-noun-es
"advèrbi"-noun-oc "adverbio"-noun-es
"aerodròm"-noun-oc "aeródromo"-noun-es
"aeropòrt"-noun-oc "aeropuerto"-noun-es
"afan"-noun-oc "ahínco"-noun-es
"afan"-noun-oc "afán"-noun-es
"afront"-noun-oc "injuria"-noun-es
"afrontament"-noun-oc "enfrentamiento"-noun-es
"agave"-noun-oc "pita"-noun-es
"agost"-noun-oc "agosto"-noun-es
"agrandiment"-noun-oc "ampliación"-noun-es
"aire"-noun-oc "aire"-noun-es
"album"-noun-oc "álbum"-noun-es
"alcoòl"-noun-oc "alcohol"-noun-es
"alfabet"-noun-oc "alfabeto"-noun-es
"alongament"-noun-oc "alargamiento"-noun-es
"alotjament"-noun-oc "alojamiento"-noun-es
"ambient"-noun-oc "ambiente"-noun-es
"ambit"-noun-oc "ámbito"-noun-es
"amendament"-noun-oc "enmienda"-noun-es
"amor"-noun-oc "amor"-noun-es
"ampliament"-noun-oc "ampliación"-noun-es
"an"-noun-oc "año"-noun-es
"anèl"-noun-oc "anillo"-noun-es
"animal"-noun-oc "animal"-noun-es
"anniversari"-noun-oc "cumpleaños"-noun-es
"antecedent"-noun-oc "antecedente"-noun-es
"aparelh"-noun-oc "aparato"-noun-es
"apartament"-noun-oc "apartamento"-noun-es
"apartat"-noun-oc "apartado"-noun-es
"apèl"-noun-oc "llamada"-noun-es
"crida"-noun-oc "llamamiento"-noun-es
"aperitiu"-noun-oc "aperitivo"-noun-es
"api"-noun-oc "apio"-noun-es
"aplaudiment"-noun-oc "aplauso"-noun-es
"apostòl"-noun-oc "apóstol"-noun-es
"arbre"-noun-oc "árbol"-noun-es
"arc"-noun-oc "arco"-noun-es
"archipèl"-noun-oc "archipiélago"-noun-es
"armari"-noun-oc "armario"-noun-es
"arnelh"-noun-oc "riñón"-noun-es
"arquevesque"-noun-oc "arzobispo"-noun-es
"arrepè"-noun-oc "retroceso"-noun-es
"arrondiment"-noun-oc "distrito"-noun-es
"artefacte"-noun-oc "artefacto"-noun-es
"article"-noun-oc "artículo"-noun-es
"ase"-noun-oc "asno"-noun-es
"aspècte"-noun-oc "viso"-noun-es
"aspècte"-noun-oc "aspecto"-noun-es
"assag"-noun-oc "ensayo"-noun-es
"assag"-noun-oc "intento"-noun-es
"ensag"-noun-oc "ensayo"-noun-es
"assassinat"-noun-oc "asesinato"-noun-es
"assaut"-noun-oc "asalto"-noun-es
"assessorament"-noun-oc "asesoramiento"-noun-es
"assolidatge"-noun-oc "logro"-noun-es
"astre"-noun-oc "astro"-noun-es
"aucèl"-noun-oc "pájaro"-noun-es
"ausèl"-noun-oc "pájaro"-noun-es
"auditòri"-noun-oc "auditorio"-noun-es
"aunor"-noun-oc "honor"-noun-es
"auragan"-noun-oc "huracán"-noun-es
"aur"-noun-oc "oro"-noun-es
"autar"-noun-oc "altar"-noun-es
"autogovèrn"-noun-oc "autogobierno"-noun-es
"aval"-noun-oc "aval"-noun-es
"avantprojècte"-noun-oc "anteproyecto"-noun-es
"avesque"-noun-oc "obispo"-noun-es
"avion"-noun-oc "avión"-noun-es
"axe"-noun-oc "eje"-noun-es
"azard"-noun-oc "azar"-noun-es
"bachillerat"-noun-oc "bachillerato"-noun-es
"bagatge"-noun-oc "bagaje"-noun-es
"banc"-noun-oc "escaño"-noun-es
"banc"-noun-oc "banca"-noun-es
"banc"-noun-oc "banco"-noun-es
"bandiment"-noun-oc "despido"-noun-es
"banh"-noun-oc "baño"-noun-es
"bar"-noun-oc "bar"-noun-es
"baromètre"-noun-oc "barómetro"-noun-es
"barril"-noun-oc "barril"-noun-es
"baston"-noun-oc "bastón"-noun-es
"bèc"-noun-oc "pico"-noun-es
"ben"-noun-oc "bien"-noun-es
"benestar"-noun-oc "bienestar"-noun-es
"benèster"-noun-oc "bienestar"-noun-es
"besonh"-noun-oc "necesidad"-noun-es
"bestial"-noun-oc "ganado"-noun-es
"bestiar"-noun-oc "ganado"-noun-es
"bilhet"-noun-oc "billete"-noun-es
"bilhet"-noun-oc "boleto"-noun-es
"bilion"-noun-oc "billón"-noun-es
"blat"-noun-oc "trigo"-noun-es
"blocatge"-noun-oc "bloqueo"-noun-es
"blòc"-noun-oc "bloque"-noun-es
"bodisme"-noun-oc "budismo"-noun-es
"bòrd"-noun-oc "vera"-noun-es
"bòrd"-noun-oc "borde"-noun-es
"borrolhon"-noun-oc "borrador"-noun-es
"bòsc"-noun-oc "bosque"-noun-es
"boton"-noun-oc "botón"-noun-es
"brèç"-noun-oc "cuna"-noun-es
"brieu"-noun-oc "momento"-noun-es
"bromalh"-noun-oc "nube"-noun-es
"bruch"-noun-oc "ruido"-noun-es
"bronze"-noun-oc "bronce"-noun-es
"broquet"-noun-oc "grifo"-noun-es
"budèth"-noun-oc "intestino"-noun-es
"bulletin"-noun-oc "boletín"-noun-es
"burèu"-noun-oc "oficina"-noun-es
"burèu"-noun-oc "despacho"-noun-es
"burre"-noun-oc "mantequilla"-noun-es
"bust"-noun-oc "busto"-noun-es
"cabanon"-noun-oc "torre"-noun-es
"cable"-noun-oc "cable"-noun-es
"cadavre"-noun-oc "cadáver"-noun-es
"café"-noun-oc "café"-noun-es
"cafè"-noun-oc "café"-noun-es
"cai"-noun-oc "andén"-noun-es
"caireforc"-noun-oc "cruce"-noun-es
"caireforc"-noun-oc "encrucijada"-noun-es
"calcul"-noun-oc "cálculo"-noun-es
"calendari"-noun-oc "calendario"-noun-es
"calfatge"-noun-oc "calefacción"-noun-es
"caufatge"-noun-oc "calefacción"-noun-es
"calhau"-noun-oc "guijarro"-noun-es
"cambajon"-noun-oc "jamón"-noun-es
"cambiament"-noun-oc "mudanza"-noun-es
"cambiament"-noun-oc "cambio"-noun-es
"cambi"-noun-oc "cambio"-noun-es
"camin"-noun-oc "camino"-noun-es
"camion"-noun-oc "camión"-noun-es
"camoflatge"-noun-oc "camuflaje"-noun-es
"camp"-noun-oc "campo"-noun-es
"campanal"-noun-oc "campanario"-noun-es
"campanha"-noun-oc "campaña"-noun-es
"campionat"-noun-oc "campeonato"-noun-es
"can"-noun-oc "can"-noun-es
"can"-noun-oc "ka"-noun-es
"can"-noun-oc "perro"-noun-es
"càncer"-noun-oc "cáncer"-noun-es
"canon"-noun-oc "canon"-noun-es
"canon"-noun-oc "cañón"-noun-es
"cant"-noun-oc "margen"-noun-es
"cant"-noun-oc "canto"-noun-es
"canton"-noun-oc "lado"-noun-es
"canvi"-noun-oc "cambio"-noun-es
"cap"-noun-oc "jefe"-noun-es
"cap"-noun-oc "líder"-noun-es
"cap"-noun-oc "cabeza"-noun-es
"cap"-noun-oc "cabo"-noun-es
"cap"-pronoun-oc "ninguno"-pronoun-es
"capèl"-noun-oc "sombrero"-noun-es
"capelan"-noun-oc "capellán"-noun-es
"capelan"-noun-oc "cura"-noun-es
"capital"-noun-oc "capital"-noun-es
"capitala"-noun-oc "capital"-noun-es
"capitol"-noun-oc "capítulo"-noun-es
"capítol"-noun-oc "capítulo"-noun-es
"caractèr"-noun-oc "carácter"-noun-es
"carbon"-noun-oc "carbón"-noun-es
"carburant"-noun-oc "carburante"-noun-es
"cardenal"-noun-oc "cardenal"-noun-es
"carnaval"-noun-oc "carnaval"-noun-es
"carnet"-noun-oc "carnet"-noun-es
"carnet"-noun-oc "carné"-noun-es
"carri"-noun-oc "carro"-noun-es
"carro"-noun-oc "carro"-noun-es
"carton"-noun-oc "cartón"-noun-es
"casino"-noun-oc "casino"-noun-es
"casinò"-noun-oc "casino"-noun-es
"casting"-noun-oc "casting"-noun-es
"catalòg"-noun-oc "catálogo"-noun-es
"caulet"-noun-oc "col"-noun-es
"caumatge"-noun-oc "desempleo"-noun-es
"caumatge"-noun-oc "paro"-noun-es
"cementèri"-noun-oc "cementerio"-noun-es
"cendre"-noun-oc "ceniza"-noun-es
"cendrièr"-noun-oc "cenicero"-noun-es
"centenari"-noun-oc "centenario"-noun-es
"centimètre"-noun-oc "centímetro"-noun-es
"centre"-noun-oc "centro"-noun-es
"cercle"-noun-oc "aro"-noun-es
"cercle"-noun-oc "cerco"-noun-es
"cercle"-noun-oc "círculo"-noun-es
"cereret"-noun-oc "despensa"-noun-es
"cervèl"-noun-oc "cerebro"-noun-es
"cèrvi"-noun-oc "ciervo"-noun-es
"chantatge"-noun-oc "chantaje"-noun-es
"chèc"-noun-oc "cheque"-noun-es
"chuc"-noun-oc "jugo"-noun-es
"chuc"-noun-oc "zumo"-noun-es
"cicle"-noun-oc "ciclo"-noun-es
"cigarro"-noun-oc "cigarro"-noun-es
"cim"-noun-oc "cima"-noun-es
"cim"-noun-oc "cumbre"-noun-es
"ciment"-noun-oc "cemento"-noun-es
"cine"-noun-oc "cine"-noun-es
"cinèma"-noun-oc "cine"-noun-es
"cinemà"-noun-oc "cine"-noun-es
"circ"-noun-oc "circo"-noun-es
"circuit"-noun-oc "circuito"-noun-es
"circuït"-noun-oc "circuito"-noun-es
"clauson"-noun-oc "conclusión"-noun-es
"clima"-noun-oc "clima"-noun-es
"climat"-noun-oc "clima"-noun-es
"clòt"-noun-oc "hoyo"-noun-es
"club"-noun-oc "club"-noun-es
"coble"-noun-oc "pareja"-noun-es
"còdi"-noun-oc "código"-noun-es
"coide"-noun-oc "codo"-noun-es
"coissin"-noun-oc "almohada"-noun-es
"còl"-noun-oc "cuello"-noun-es
"collectiu"-noun-oc "colectivo"-noun-es
"collègi"-noun-oc "colegio"-noun-es
"collòqui"-noun-oc "coloquio"-noun-es
"comandament"-noun-oc "mando"-noun-es
"comando"-noun-oc "comando"-noun-es
"combat"-noun-oc "combate"-noun-es
"combustible"-noun-oc "combustible"-noun-es
"començament"-noun-oc "comienzo"-noun-es
"comentari"-noun-oc "comentario"-noun-es
"comèrci"-noun-oc "comercio"-noun-es
"comici"-noun-oc "comicio"-noun-es
"comitat"-noun-oc "comité"-noun-es
"complement"-noun-oc "complemento"-noun-es
"complèxe"-noun-oc "complejo"-noun-es
"compliment"-noun-oc "cumplimiento"-noun-es
"complòt"-noun-oc "complot"-noun-es
"compte"-noun-oc "cuenta"-noun-es
"comtat"-noun-oc "condado"-noun-es
"concèpte"-noun-oc "concepto"-noun-es
"concèrt"-noun-oc "concierto"-noun-es
"condicionament"-noun-oc "condicionante"-noun-es
"condicionament"-noun-oc "acondicionamiento"-noun-es
"confinh"-noun-oc "límite"-noun-es
"conflicte"-noun-oc "conflicto"-noun-es
"conselh"-noun-oc "junta"-noun-es
"conselh"-noun-oc "consejo"-noun-es
"conseu"-noun-oc "consejo"-noun-es
"consòrci"-noun-oc "consorcio"-noun-es
"contacte"-noun-oc "contacto"-noun-es
"contaròtle"-noun-oc "control"-noun-es
"contenedor"-noun-oc "contenedor"-noun-es
"contengut"-noun-oc "contenido"-noun-es
"contèxt"-noun-oc "contexto"-noun-es
"contèxte"-noun-oc "contexto"-noun-es
"contienedor"-noun-oc "contenedor"-noun-es
"contiengut"-noun-oc "contenido"-noun-es
"continent"-noun-oc "continente"-noun-es
"contorn"-noun-oc "ámbito"-noun-es
"contracte"-noun-oc "contrato"-noun-es
"contrafòrt"-noun-oc "contrafuerte"-noun-es
"contraròtle"-noun-oc "control"-noun-es
"contròl"-noun-oc "control"-noun-es
"contròle"-noun-oc "control"-noun-es
"contròtle"-noun-oc "control"-noun-es
"convengut"-noun-oc "acuerdo"-noun-es
"convent"-noun-oc "convento"-noun-es
"convòi"-noun-oc "convoy"-noun-es
"copon"-noun-oc "cupón"-noun-es
"copyright"-noun-oc "copyright"-noun-es
"coratge"-noun-oc "valentía"-noun-es
"coratge"-noun-oc "coraje"-noun-es
"còr"-noun-oc "corazón"-noun-es
"còr"-noun-oc "coro"-noun-es
"cornèr"-noun-oc "rincón"-noun-es
"correder"-noun-oc "corredor"-noun-es
"correder"-noun-oc "pasadizo"-noun-es
"correder"-noun-oc "pasillo"-noun-es
"corrent"-noun-oc "corriente"-noun-es
"corròp"-noun-oc "conjunto"-noun-es
"cors"-noun-oc "decurso"-noun-es
"cors"-noun-oc "curso"-noun-es
"cosselh"-noun-oc "consejo"-noun-es
"còst"-noun-oc "costo"-noun-es
"còst"-noun-oc "coste"-noun-es
"costat"-noun-oc "lado"-noun-es
"costipat"-noun-oc "resfriado"-noun-es
"cotèl"-noun-oc "cuchillo"-noun-es
"coton"-noun-oc "algodón"-noun-es
"cranc"-noun-oc "cangrejo"-noun-es
"credit"-noun-oc "crédito"-noun-es
"crèdit"-noun-oc "crédito"-noun-es
"crim"-noun-oc "crimen"-noun-es
"crit"-noun-oc "grito"-noun-es
"critèri"-noun-oc "criterio"-noun-es
"cronomètre"-noun-oc "cronómetro"-noun-es
"crubament"-noun-oc "cobro"-noun-es
"cu"-noun-oc "culo"-noun-es
"cuol"-noun-oc "culo"-noun-es
"cuèr"-noun-oc "cuero"-noun-es
"culhièr"-noun-oc "cuchara"-noun-es
"damatge"-noun-oc "daño"-noun-es
"debat"-noun-oc "debate"-noun-es
"debut"-noun-oc "debut"-noun-es
"decembre"-noun-oc "diciembre"-noun-es
"desembre"-noun-oc "diciembre"-noun-es
"decret"-noun-oc "decreto"-noun-es
"decrèt"-noun-oc "decreto"-noun-es
"defècte"-noun-oc "defecto"-noun-es
"deficit"-noun-oc "déficit"-noun-es
"delici"-noun-oc "delicia"-noun-es
"delicte"-noun-oc "delito"-noun-es
"deliri"-noun-oc "delirio"-noun-es
"demòni"-noun-oc "demonio"-noun-es
"departament"-noun-oc "departamento"-noun-es
"depòsit"-noun-oc "depósito"-noun-es
"derbí"-noun-oc "derbi"-noun-es
"desacòrd"-noun-oc "desacuerdo"-noun-es
"desastre"-noun-oc "debacle"-noun-es
"desastre"-noun-oc "desastre"-noun-es
"desequilibri"-noun-oc "desequilibrio"-noun-es
"desèrt"-noun-oc "desierto"-noun-es
"desespèr"-noun-oc "desesperación"-noun-es
"desfiament"-noun-oc "desafío"-noun-es
"desfisament"-noun-oc "desafío"-noun-es
"desir"-noun-oc "gana"-noun-es
"desir"-noun-oc "deseo"-noun-es
"deslotjament"-noun-oc "desalojo"-noun-es
"despartiment"-noun-oc "reparto"-noun-es
"desplaçament"-noun-oc "desplazamiento"-noun-es
"desplegament"-noun-oc "despliegue"-noun-es
"destin"-noun-oc "destino"-noun-es
"desvelopament"-noun-oc "desarrollo"-noun-es
"desvolopament"-noun-oc "desarrollo"-noun-es
"desvolupament"-noun-oc "desarrollo"-noun-es
"detalh"-noun-oc "pormenor"-noun-es
"detalh"-noun-oc "detalle"-noun-es
"deteriorament"-noun-oc "deterioro"-noun-es
"detriment"-noun-oc "detrimento"-noun-es
"deute"-noun-oc "adeudo"-noun-es
"deute"-noun-oc "deuda"-noun-es
"dever"-noun-oc "deber"-noun-es
"diagnostic"-noun-oc "diagnosis"-noun-es
"diagnostic"-noun-oc "diagnóstico"-noun-es
"dialècte"-noun-oc "dialecto"-noun-es
"dialòg"-noun-oc "diálogo"-noun-es
"diari"-noun-oc "diario"-noun-es
"diccionari"-noun-oc "diccionario"-noun-es
"diftong"-noun-oc "diftongo"-noun-es
"dimenge"-noun-oc "domingo"-noun-es
"directòri"-noun-oc "directorio"-noun-es
"disc"-noun-oc "disco"-noun-es
"discors"-noun-oc "discurso"-noun-es
"dispositiu"-noun-oc "dispositivo"-noun-es
"dissabte"-noun-oc "sábado"-noun-es
"districte"-noun-oc "distrito"-noun-es
"dit"-noun-oc "dedo"-noun-es
"divòrci"-noun-oc "divorcio"-noun-es
"dobte"-noun-oc "duda"-noun-es
"document"-noun-oc "documento"-noun-es
"documentari"-noun-oc "documental"-noun-es
"dolar"-noun-oc "dólar"-noun-es
"dòl"-noun-oc "luto"-noun-es
"domeni"-noun-oc "dominio"-noun-es
"domicili"-noun-oc "domicilio"-noun-es
"don"-noun-oc "donativo"-noun-es
"don"-noun-oc "do"-noun-es
"don"-noun-oc "don"-noun-es
"dopatge"-noun-oc "doping"-noun-es
"dopatge"-noun-oc "dopaje"-noun-es
"dossièr"-noun-oc "dossier"-noun-es
"drac"-noun-oc "dragón"-noun-es
"dragon"-noun-oc "dragón"-noun-es
"dròlle"-noun-oc "chico"-noun-es
"edart"-noun-oc "casualidad"-noun-es
"edicte"-noun-oc "edicto"-noun-es
"edifici"-noun-oc "edificio"-noun-es
"efècte"-noun-oc "efecto"-noun-es
"efèit"-noun-oc "efecto"-noun-es
"efièch"-noun-oc "efecto"-noun-es
"electorat"-noun-oc "electorado"-noun-es
"electrodomestic"-noun-oc "electrodoméstico"-noun-es
"electrodomètge"-noun-oc "electrodoméstico"-noun-es
"electron"-noun-oc "electrón"-noun-es
"element"-noun-oc "elemento"-noun-es
"elicoptèr"-noun-oc "helicóptero"-noun-es
"elògi"-noun-oc "elogio"-noun-es
"embut"-noun-oc "tapujo"-noun-es
"embut"-noun-oc "embudo"-noun-es
"emendament"-noun-oc "enmienda"-noun-es
"emicicle"-noun-oc "hemiciclo"-noun-es
"emir"-noun-oc "emir"-noun-es
"empèri"-noun-oc "imperio"-noun-es
"emplec"-noun-oc "empleo"-noun-es
"emplec"-noun-oc "uso"-noun-es
"empresonament"-noun-oc "encarcelamiento"-noun-es
"encastre"-noun-oc "ámbito"-noun-es
"encoratjament"-noun-oc "coraje"-noun-es
"endurziment"-noun-oc "endurecimiento"-noun-es
"enriquiment"-noun-oc "enriquecimiento"-noun-es
"ensemble"-noun-oc "conjunto"-noun-es
"ensems"-noun-oc "conjunto"-noun-es
"ensenhador"-noun-oc "índice"-noun-es
"ensenhament"-noun-oc "enseñanza"-noun-es
"entendement"-noun-oc "entendimiento"-noun-es
"enterrament"-noun-oc "enterramiento"-noun-es
"enterrament"-noun-oc "entierro"-noun-es
"entorn"-noun-oc "cercanía"-noun-es
"entorn"-noun-oc "entorno"-noun-es
"entraïnament"-noun-oc "entrenamiento"-noun-es
"enviament"-noun-oc "envío"-noun-es
"environament"-noun-oc "entorno"-noun-es
"epilòg"-noun-oc "epílogo"-noun-es
"epicentre"-noun-oc "epicentro"-noun-es
"episòdi"-noun-oc "episodio"-noun-es
"equilibri"-noun-oc "equilibrio"-noun-es
"equipament"-noun-oc "equipamiento"-noun-es
"esbaussament"-noun-oc "derrumbamiento"-noun-es
"escalèr"-noun-oc "escala"-noun-es
"escalèr"-noun-oc "escalera"-noun-es
"escalfament"-noun-oc "calentamiento"-noun-es
"escambi"-noun-oc "intercambio"-noun-es
"escandal"-noun-oc "escándalo"-noun-es
"escanèr"-noun-oc "escáner"-noun-es
"escenari"-noun-oc "escenario"-noun-es
"esclariment"-noun-oc "esclarecimiento"-noun-es
"esclat"-noun-oc "chasquido"-noun-es
"esclòp"-noun-oc "zueco"-noun-es
"escrancament"-noun-oc "colapso"-noun-es
"escrit"-noun-oc "escrito"-noun-es
"escrutinh"-noun-oc "escrutinio"-noun-es
"escut"-noun-oc "escudo"-noun-es
"esfòrç"-noun-oc "esfuerzo"-noun-es
"espaci"-noun-oc "espacio"-noun-es
"espectacle"-noun-oc "show"-noun-es
"espectacle"-noun-oc "espectáculo"-noun-es
"espèctre"-noun-oc "espectro"-noun-es
"esperit"-noun-oc "mente"-noun-es
"esperit"-noun-oc "espíritu"-noun-es
"espiar"-noun-oc "mirada"-noun-es
"espionatge"-noun-oc "espionaje"-noun-es
"espital"-noun-oc "hospital"-noun-es
"esplech"-noun-oc "herramienta"-noun-es
"espleit"-noun-oc "herramienta"-noun-es
"espòrt"-noun-oc "deporte"-noun-es
"esquí"-noun-oc "esquí"-noun-es
"èsser"-noun-oc "ser"-noun-es
"èst"-noun-oc "este"-noun-es
"oèst"-noun-oc "oeste"-noun-es
"nòrd"-noun-oc "norte"-noun-es
"nord"-noun-oc "norte"-noun-es
"sud"-noun-oc "sur"-noun-es
"establiment"-noun-oc "establecimiento"-noun-es
"estabordiment"-noun-oc "mareo"-noun-es
"estadi"-noun-oc "estadio"-noun-es
"estalvi"-noun-oc "ahorro"-noun-es
"estandard"-noun-oc "estándar"-noun-es
"estanh"-noun-oc "laguna"-noun-es
"estanh"-noun-oc "estanque"-noun-es
"estanh"-noun-oc "estaño"-noun-es
"estat"-noun-oc "estado"-noun-es
"estatut"-noun-oc "estatuto"-noun-es
"estil"-noun-oc "estilo"-noun-es
"estiu"-noun-oc "verano"-noun-es
"ostiu"-noun-oc "verano"-noun-es
"estudi"-noun-oc "estudio"-noun-es
"estriuet"-noun-oc "retorno"-noun-es
"esturment"-noun-oc "herramienta"-noun-es
"esturment"-noun-oc "instrumento"-noun-es
"instrument"-noun-oc "instrumento"-noun-es
"èuro"-noun-oc "euro"-noun-es
"euro"-noun-oc "euro"-noun-es
"eurò"-noun-oc "euro"-noun-es
"evangèli"-noun-oc "evangelio"-noun-es
"eveniment"-noun-oc "evento"-noun-es
"eveniment"-noun-oc "suceso"-noun-es
"eveniment"-noun-oc "acontecimiento"-noun-es
"examen"-noun-oc "examen"-noun-es
"exemplar"-noun-oc "ejemplar"-noun-es
"exemple"-noun-oc "ejemplo"-noun-es
"exercici"-noun-oc "ejercicio"-noun-es
"exilh"-noun-oc "exilio"-noun-es
"exili"-noun-oc "exilio"-noun-es
"factor"-noun-oc "factor"-noun-es
"fach"-noun-oc "hecho"-noun-es
"fait"-noun-oc "hecho"-noun-es
"hèt"-noun-oc "hecho"-noun-es
"fanal"-noun-oc "farol"-noun-es
"fanal"-noun-oc "farola"-noun-es
"far"-noun-oc "faro"-noun-es
"fàstic"-noun-oc "asco"-noun-es
"febrièr"-noun-oc "febrero"-noun-es
"fenomen"-noun-oc "fenómeno"-noun-es
"fenomèn"-noun-oc "fenómeno"-noun-es
"fèr"-noun-oc "hierro"-noun-es
"fermalh"-noun-oc "broche"-noun-es
"fèrre"-noun-oc "hierro"-noun-es
"festival"-noun-oc "festival"-noun-es
"fibrociment"-noun-oc "fibrocemento"-noun-es
"filh"-noun-oc "hijo"-noun-es
"hilh"-noun-oc "hijo"-noun-es
"film"-noun-oc "film"-noun-es
"filtre"-noun-oc "boquilla"-noun-es
"filtre"-noun-oc "filtro"-noun-es
"forfait"-noun-oc "abono"-noun-es
"formatge"-noun-oc "queso"-noun-es
"formulari"-noun-oc "formulario"-noun-es
"forn"-noun-oc "horno"-noun-es
"fòrum"-noun-oc "foro"-noun-es
"fossil"-noun-oc "fósil"-noun-es
"fragment"-noun-oc "fragmento"-noun-es
"fraire"-noun-oc "fraile"-noun-es
"fren"-noun-oc "freno"-noun-es
"frigorific"-noun-oc "frigorífico"-noun-es
"front"-noun-oc "frente"-noun-es
"futur"-noun-oc "futuro"-noun-es
"gabinet"-noun-oc "gabinete"-noun-es
"gach"-noun-oc "comida"-noun-es
"gach"-noun-oc "víveres"-noun-es
"gai"-noun-oc "arrendajo"-noun-es
"ganh"-noun-oc "ganancia"-noun-es
"garatge"-noun-oc "garaje"-noun-es
"gas"-noun-oc "gas"-noun-es
"gat"-noun-oc "gato"-noun-es
"gatge"-noun-oc "prenda"-noun-es
"gatge"-noun-oc "garantía"-noun-es
"gaudiment"-noun-oc "disfrute"-noun-es
"gendre"-noun-oc "yerno"-noun-es
"gèn"-noun-oc "gen"-noun-es
"gèni"-noun-oc "genio"-noun-es
"genocidi"-noun-oc "genocidio"-noun-es
"genolh"-noun-oc "rodilla"-noun-es
"genòma"-noun-oc "genoma"-noun-es
"genre"-noun-oc "género"-noun-es
"glaç"-noun-oc "hielo"-noun-es
"glacièr"-noun-oc "glaciar"-noun-es
"glòb"-noun-oc "globo"-noun-es
"globilhon"-noun-oc "glóbulo"-noun-es
"govèrn"-noun-oc "gobierno"-noun-es
"gra"-noun-oc "grado"-noun-es
"gradon"-noun-oc "escalón"-noun-es
"grapaud"-noun-oc "sapo"-noun-es
"gredon"-noun-oc "lápiz"-noun-es
"grèuge"-noun-oc "agravio"-noun-es
"grop"-noun-oc "grupo"-noun-es
"guardader"-noun-oc "mirador"-noun-es
"guèine"-noun-oc "zorro"-noun-es
"guidon"-noun-oc "guión"-noun-es
"illon"-noun-oc "islote"-noun-es
"illòt"-noun-oc "islote"-noun-es
"immòble"-noun-oc "inmueble"-noun-es
"imne"-noun-oc "himno"-noun-es
"impacte"-noun-oc "impacto"-noun-es
"impòrt"-noun-oc "importe"-noun-es
"incendi"-noun-oc "incendio"-noun-es
"incentiu"-noun-oc "incentivo"-noun-es
"incident"-noun-oc "incidente"-noun-es
"incompliment"-noun-oc "incumplimiento"-noun-es
"indici"-noun-oc "indicio"-noun-es
"infèrn"-noun-oc "infierno"-noun-es
"infinit"-noun-oc "infinito"-noun-es
"ingredient"-noun-oc "ingrediente"-noun-es
