"Aalst"-properNoun-eo "Aalst"-properNoun-fr
"animkonflikto"-noun-eo "cas de conscience"-noun-fr
"animkonflikto"-noun-eo "conflit intérieur"-noun-fr
"cas de conscience"-noun-fr "animkonflikto"-noun-eo
"conflit intérieur"-noun-fr "animkonflikto"-noun-eo
"ankaŭ ili"-adverb-eo "elles aussi"-adverb-fr
"ankaŭ ili"-adverb-eo "eux aussi"-adverb-fr
"elles aussi"-adverb-fr "ankaŭ ili"-adverb-eo
"eux aussi"-adverb-fr "ankaŭ ili"-adverb-eo
"ankaŭ li"-adverb-eo "lui aussi"-adverb-fr
"lui aussi"-adverb-fr "ankaŭ li"-adverb-eo
"ankaŭ ni"-adverb-eo "nous aussi"-adverb-fr
"nous aussi"-adverb-fr "ankaŭ ni"-adverb-eo
"ankaŭ ŝi"-adverb-eo "elle aussi"-adverb-fr
"elle aussi"-adverb-fr "ankaŭ ŝi"-adverb-eo
"ankaŭ vi"-adverb-eo "toi aussi"-adverb-fr
"ankaŭ vi"-adverb-eo "vous aussi"-adverb-fr
"toi aussi"-adverb-fr "ankaŭ vi"-adverb-eo
"vous aussi"-adverb-fr "ankaŭ vi"-adverb-eo
"Annemasse"-properNoun-eo "Annemasse"-properNoun-fr
"Annemasse"-properNoun-fr "Annemasse"-properNoun-eo
"vrillette"-noun-fr "lignoskarabo"-noun-eo
"lignoskarabo"-noun-eo "vrillette"-noun-fr
"lignoskarabo"-noun-eo "bupreste"-noun-fr
"lignoskarabo"-noun-eo "ver de bois"-noun-fr
"Anselmo"-properNoun-eo "Anselme"-properNoun-fr
"Anselme"-properNoun-fr "Anselmo"-properNoun-eo
"anseroforma"-adjective-eo "ansériforme"-adjective-fr
"ansériforme"-adjective-fr "anseroforma"-adjective-eo
"anservice"-adverb-eo "à la queue-leu-leu"-adverb-fr
"à la queue-leu-leu"-adverb-fr "anservice"-adverb-eo
"Antananarivo"-properNoun-eo "Antananarivo"-properNoun-fr
"Antananarivo"-properNoun-fr "Antananarivo"-properNoun-eo
"antarkta aŭroro"-noun-eo "aurore australe"-noun-fr
"aurore australe"-noun-fr "antarkta aŭroro"-noun-eo
"Antarkta Oceano"-properNoun-eo "Océan Antarctique"-properNoun-fr
"Océan Antarctique"-properNoun-fr "Antarkta Oceano"-properNoun-eo
"antarkte"-adverb-eo "antarctiquement"-adverb-fr
"antarctiquement"-adverb-fr "antarkte"-adverb-eo
"antarctiquement"-adverb-fr "sudpoluse"-adverb-eo
"sudpoluse"-adverb-eo "antarctiquement"-adverb-fr
"antaŭa masto"-noun-eo "mât de misaine"-noun-fr
"mât de misaine"-noun-fr "antaŭa masto"-noun-eo
"mât de misaine"-noun-fr "antaŭmasto"-noun-eo
"mât de misaine"-noun-fr "frontmasto"-noun-eo
"antaŭmasto"-noun-eo "mât de misaine"-noun-fr
"frontmasto"-noun-eo "mât de misaine"-noun-fr
"antaŭdestinismo"-noun-eo "prédestinatianisme"-noun-fr
"prédestinatianisme"-noun-fr "antaŭdestinismo"-noun-eo
"antaŭfiksi"-verb-eo "convenir à l'avance"-verb-fr
"antaŭfiksi"-verb-eo "fixer d'avance"-verb-fr
"convenir à l'avance"-verb-fr "antaŭfiksi"-verb-eo
"fixer d'avance"-verb-fr "antaŭfiksi"-verb-eo
"antaŭgusto"-noun-eo "avant-goût"-noun-fr
"avant-goût"-noun-fr "antaŭgusto"-noun-eo
"antaŭklasike"-adverb-eo "pré-classiquement"-adverb-fr
"pré-classiquement"-adverb-fr "antaŭklasike"-adverb-eo
"antaŭkompakta"-adjective-eo "précompact"-adjective-fr
"précompact"-adjective-fr "antaŭkompakta"-adjective-eo
"antaŭkorto"-noun-eo "avant-cour"-noun-fr
"avant-cour"-noun-fr "antaŭkorto"-noun-eo
"antaŭlonge"-adverb-eo "il y a longtemps"-adverb-fr
"antaŭlonge"-adverb-eo "depuis belle lurette"-adverb-fr
"antaŭlonge"-adverb-eo "il y a belle lurette"-adverb-fr
"il y a longtemps"-adverb-fr "antaŭlonge"-adverb-eo
"depuis belle lurette"-adverb-fr "antaŭlonge"-adverb-eo
"il y a belle lurette"-adverb-fr "antaŭlonge"-adverb-eo
"antaŭludo"-noun-eo "entrée en matière"-noun-fr
"entrée en matière"-noun-fr "antaŭludo"-noun-eo
"antaŭmilita"-adjective-eo "d'avant-guerre"-adjective-fr
"d'avant-guerre"-adjective-fr "antaŭmilita"-adjective-eo
"antaŭrajdanto"-noun-eo "postillon"-noun-fr
"postillon"-noun-fr "antaŭrajdanto"-noun-eo
"postillon"-noun-fr "postiliono"-noun-eo
"postiliono"-noun-eo "postillon"-noun-fr
"antaŭrevolucia"-adjective-eo "d'avant la révolution"-adjective-fr
"antaŭrevolucia"-adjective-eo "pré-révolutionnaire"-adjective-fr
"d'avant la révolution"-adjective-fr "antaŭrevolucia"-adjective-eo
"pré-révolutionnaire"-adjective-fr "antaŭrevolucia"-adjective-eo
"présélectionner"-verb-fr "preselekti"-verb-eo
"preselekti"-verb-eo "présélectionner"-verb-fr
"antaŭsokrate"-adverb-eo "présocratiquement"-adverb-fr
"présocratiquement"-adverb-fr "antaŭsokrate"-adverb-eo
"antaŭtraktado"-noun-eo "préliminaire"-noun-fr
"antaŭtraktado"-noun-eo "prétraitement"-noun-fr
"préliminaire"-noun-fr "antaŭtraktado"-noun-eo
"prétraitement"-noun-fr "antaŭtraktado"-noun-eo
"antaŭtraktilo"-noun-eo "programme de prétraitement"-noun-fr
"programme de prétraitement"-noun-fr "antaŭtraktilo"-noun-eo
"suburbain"-adjective-fr "ĉirkaŭurba"-adjective-eo
"ĉirkaŭurba"-adjective-eo "suburbain"-adjective-fr
"ĉirkaŭurba"-adjective-eo "périurbain"-adjective-fr
"antaŭvelo"-noun-eo "misaine"-noun-fr
"antaŭvelo"-noun-eo "foc"-noun-fr
"misaine"-noun-fr "antaŭvelo"-noun-eo
"misaine"-noun-fr "frontvelo"-noun-eo
"foc"-noun-fr "antaŭvelo"-noun-eo
"foc"-noun-fr "frontvelo"-noun-eo
"frontvelo"-noun-eo "misaine"-noun-fr
"frontvelo"-noun-eo "foc"-noun-fr
"antaŭzorgema"-adjective-eo "prévoyant"-adjective-fr
"prévoyant"-adjective-fr "antaŭzorgema"-adjective-eo
"antaŭzorgemo"-noun-eo "prévoyance"-noun-fr
"prévoyance"-noun-fr "antaŭzorgemo"-noun-eo
"anti"-adverb-eo "anti"-adverb-fr
"anti"-adverb-fr "anti"-adverb-eo
"anti"-adverb-fr "kontraŭ"-adverb-eo
"kontraŭ"-adverb-eo "anti"-adverb-fr
"Antibes"-properNoun-eo "Antibes"-properNoun-fr
"Antibes"-properNoun-fr "Antibes"-properNoun-eo
"antibiotike"-adverb-eo "antibiotiquement"-adverb-fr
"antibiotiquement"-adverb-fr "antibiotike"-adverb-eo
"anticipa emeriteco"-noun-eo "préretraite"-noun-fr
"préretraite"-noun-fr "anticipa emeriteco"-noun-eo
"antimarksisma"-adjective-eo "antimarxiste"-adjective-fr
"antimarxiste"-adjective-fr "antimarksisma"-adjective-eo
"antimarxiste"-adjective-fr "antimarksista"-adjective-eo
"antimarksista"-adjective-eo "antimarxiste"-adjective-fr
"antimarksismo"-noun-eo "antimarxisme"-noun-fr
"antimarxisme"-noun-fr "antimarksismo"-noun-eo
"antimarksisto"-noun-eo "antimarxiste"-noun-fr
"antimarxiste"-noun-fr "antimarksisto"-noun-eo
"antipatii"-verb-eo "ressentir de l'antipathie"-verb-fr
"ressentir de l'antipathie"-verb-fr "antipatii"-verb-eo
"ressentir de l'antipathie"-verb-fr "malsimpatii"-verb-eo
"malsimpatii"-verb-eo "ressentir de l'antipathie"-verb-fr
"antirino"-noun-eo "gueule-de-loup"-noun-fr
"antirino"-noun-eo "muflier"-noun-fr
"gueule-de-loup"-noun-fr "antirino"-noun-eo
"gueule-de-loup"-noun-fr "leonfaŭko"-noun-eo
"muflier"-noun-fr "antirino"-noun-eo
"muflier"-noun-fr "leonfaŭko"-noun-eo
"leonfaŭko"-noun-eo "gueule-de-loup"-noun-fr
"leonfaŭko"-noun-eo "muflier"-noun-fr
"antisimetrie"-adverb-eo "antisymétriquement"-adverb-fr
"antisymétriquement"-adverb-fr "antisimetrie"-adverb-eo
"antisymétriquement"-adverb-fr "malsimetrie"-adverb-eo
"malsimetrie"-adverb-eo "antisymétriquement"-adverb-fr
"antiusonisma"-adjective-eo "antiaméricaniste"-adjective-fr
"antiaméricaniste"-adjective-fr "antiusonisma"-adjective-eo
"antiaméricaniste"-adjective-fr "antiusonista"-adjective-eo
"antiaméricaniste"-adjective-fr "kontraŭusonisma"-adjective-eo
"antiaméricaniste"-adjective-fr "kontraŭusonista"-adjective-eo
"antiusonista"-adjective-eo "antiaméricaniste"-adjective-fr
"kontraŭusonisma"-adjective-eo "antiaméricaniste"-adjective-fr
"kontraŭusonista"-adjective-eo "antiaméricaniste"-adjective-fr
"antiusonisto"-noun-eo "antiaméricaniste"-noun-fr
"antiaméricaniste"-noun-fr "antiusonisto"-noun-eo
"antiaméricaniste"-noun-fr "kontraŭusonisto"-noun-eo
"kontraŭusonisto"-noun-eo "antiaméricaniste"-noun-fr
"Antoing"-properNoun-eo "Antoing"-properNoun-fr
"Antoing"-properNoun-fr "Antoing"-properNoun-eo
"antverpena"-adjective-eo "anversois"-adjective-fr
"anversois"-adjective-fr "antverpena"-adjective-eo
"antverpenano"-noun-eo "Anversois"-noun-fr
"Anversois"-noun-fr "antverpenano"-noun-eo
"apelacia kortumo"-noun-eo "court d'appel"-noun-fr
"court d'appel"-noun-fr "apelacia kortumo"-noun-eo
"apiaco"-noun-eo "ombellifère"-noun-fr
"ombellifère"-noun-fr "apiaco"-noun-eo
"apike"-adverb-eo "à pic"-adverb-fr
"à pic"-adverb-fr "apike"-adverb-eo
"aplanate"-adverb-eo "aplanétiquement"-adverb-fr
"aplanétiquement"-adverb-fr "aplanate"-adverb-eo
"aplanato"-noun-eo "aplanat"-noun-fr
"aplanat"-noun-fr "aplanato"-noun-eo
"aproba"-adjective-eo "approbatif"-adjective-fr
"approbatif"-adjective-fr "aproba"-adjective-eo
"aprobe"-adverb-eo "approbativement"-adverb-fr
"approbativement"-adverb-fr "aprobe"-adverb-eo
"apsaro"-noun-eo "apsara"-noun-fr
"apsara"-noun-fr "apsaro"-noun-eo
"apudi"-verb-eo "être proche"-verb-fr
"apudi"-verb-eo "être voisin"-verb-fr
"être proche"-verb-fr "apudi"-verb-eo
"être voisin"-verb-fr "apudi"-verb-eo
"apunto"-noun-eo "appoint"-noun-fr
"appoint"-noun-fr "apunto"-noun-eo
"arako"-noun-eo "arack"-noun-fr
"arako"-noun-eo "arac"-noun-fr
"arako"-noun-eo "arak"-noun-fr
"arack"-noun-fr "arako"-noun-eo
"arac"-noun-fr "arako"-noun-eo
"arak"-noun-fr "arako"-noun-eo
"araliaco"-noun-eo "araliacée"-noun-fr
"araliacée"-noun-fr "araliaco"-noun-eo
"araŭkario"-noun-eo "araucaria"-noun-fr
"araucaria"-noun-fr "araŭkario"-noun-eo
"arbetaro"-noun-eo "taillis"-noun-fr
"taillis"-noun-fr "arbetaro"-noun-eo
"chauffé à blanc"-adjective-fr "blankarda"-adjective-eo
"blankarda"-adjective-eo "chauffé à blanc"-adjective-fr
"ardeedo"-noun-eo "ardéidé"-noun-fr
"ardéidé"-noun-fr "ardeedo"-noun-eo
"ardilo"-noun-eo "manchon"-noun-fr
"manchon"-noun-fr "ardilo"-noun-eo
"manchon"-noun-fr "gasmufo"-noun-eo
"gasmufo"-noun-eo "manchon"-noun-fr
"arekarbo"-noun-eo "arec"-noun-fr
"arekarbo"-noun-eo "aréquier"-noun-fr
"arec"-noun-fr "arekarbo"-noun-eo
"arec"-noun-fr "areko"-noun-eo
"arec"-noun-fr "arekujo"-noun-eo
"aréquier"-noun-fr "arekarbo"-noun-eo
"aréquier"-noun-fr "areko"-noun-eo
"aréquier"-noun-fr "arekujo"-noun-eo
"areko"-noun-eo "arec"-noun-fr
"areko"-noun-eo "aréquier"-noun-fr
"areko"-noun-eo "noix d'arec"-noun-fr
"areko"-noun-eo "noix de bétel"-noun-fr
"arekujo"-noun-eo "arec"-noun-fr
"arekujo"-noun-eo "aréquier"-noun-fr
"areknukso"-noun-eo "noix d'arec"-noun-fr
"areknukso"-noun-eo "noix de bétel"-noun-fr
"noix d'arec"-noun-fr "areko"-noun-eo
"noix d'arec"-noun-fr "areknukso"-noun-eo
"noix de bétel"-noun-fr "areko"-noun-eo
"noix de bétel"-noun-fr "areknukso"-noun-eo
"areolo"-noun-eo "aure"-noun-fr
"aure"-noun-fr "areolo"-noun-eo
"arĝentano"-noun-eo "argentan"-noun-fr
"argentan"-noun-fr "arĝentano"-noun-eo
"Argenteuil"-properNoun-eo "Argenteuil"-properNoun-fr
"Argenteuil"-properNoun-fr "Argenteuil"-properNoun-eo
"argila"-adjective-eo "d'argile"-adjective-fr
"d'argile"-adjective-fr "argila"-adjective-eo
"argilaĵo"-noun-eo "objet en argile"-noun-fr
"objet en argile"-noun-fr "argilaĵo"-noun-eo
"argile"-adverb-eo "argileusement"-adverb-fr
"argileusement"-adverb-fr "argile"-adverb-eo
"argiltabulo"-noun-eo "tablette d'argile"-noun-fr
"tablette d'argile"-noun-fr "argiltabulo"-noun-eo
"arhato"-noun-eo "arhat"-noun-fr
"arhato"-noun-eo "arhant"-noun-fr
"arhat"-noun-fr "arhato"-noun-eo
"arhant"-noun-fr "arhato"-noun-eo
"arĥimeda"-adjective-eo "d'Archimède"-adjective-fr
"d'Archimède"-adjective-fr "arĥimeda"-adjective-eo
"arĥimeda spiralo"-noun-eo "spirale d'Archimède"-noun-fr
"spirale d'Archimède"-noun-fr "arĥimeda spiralo"-noun-eo
"aristolokiaco"-noun-eo "aristolochiacée"-noun-fr
"aristolochiacée"-noun-fr "aristolokiaco"-noun-eo
"progression arithmétique"-noun-fr "aritmetika vico"-noun-eo
"aritmetika vico"-noun-eo "progression arithmétique"-noun-fr
"aritmetika vico"-noun-eo "suite arithmétique"-noun-fr
"suite arithmétique"-noun-fr "aritmetika vico"-noun-eo
"aritmetikilo"-noun-eo "UAL"-noun-fr
"aritmetikilo"-noun-eo "unité arithmétique et logique"-noun-fr
"UAL"-noun-fr "aritmetikilo"-noun-eo
"unité arithmétique et logique"-noun-fr "aritmetikilo"-noun-eo
"arkeano"-noun-eo "archéen"-noun-fr
"archéen"-noun-fr "arkeano"-noun-eo
"archéen"-noun-fr "laŭrentio"-noun-eo
"laŭrentio"-noun-eo "archéen"-noun-fr
"arki"-verb-eo "former un arc"-verb-fr
"former un arc"-verb-fr "arki"-verb-eo
"arkkosekanto"-noun-eo "arc cosécante"-noun-fr
"arc cosécante"-noun-fr "arkkosekanto"-noun-eo
"arc cosécante"-noun-fr "arkokosekanto"-noun-eo
"arkokosekanto"-noun-eo "arc cosécante"-noun-fr
"arkkosinuso"-noun-eo "arc cosinus"-noun-fr
"arc cosinus"-noun-fr "arkkosinuso"-noun-eo
"arc cosinus"-noun-fr "arkokosinuso"-noun-eo
"arkokosinuso"-noun-eo "arc cosinus"-noun-fr
"arkkotangento"-noun-eo "arc cotangente"-noun-fr
"arc cotangente"-noun-fr "arkkotangento"-noun-eo
"arc cotangente"-noun-fr "arkokotangento"-noun-eo
"arkokotangento"-noun-eo "arc cotangente"-noun-fr
"arkotangento"-noun-eo "arc tangente"-noun-fr
"arc tangente"-noun-fr "arkotangento"-noun-eo
"arc tangente"-noun-fr "arktangento"-noun-eo
"arktangento"-noun-eo "arc tangente"-noun-fr
"arksekanto"-noun-eo "arc sécante"-noun-fr
"arc sécante"-noun-fr "arksekanto"-noun-eo
"arksinuso"-noun-eo "arc sinus"-noun-fr
"arc sinus"-noun-fr "arksinuso"-noun-eo
"arkta aŭroro"-noun-eo "aurore boréale"-noun-fr
"aurore boréale"-noun-fr "arkta aŭroro"-noun-eo
"aurore boréale"-noun-fr "nordlumo"-noun-eo
"nordlumo"-noun-eo "aurore boréale"-noun-fr
"Arkta Oceano"-properNoun-eo "Océan Arctique"-properNoun-fr
"Océan Arctique"-properNoun-fr "Arkta Oceano"-properNoun-eo
"Arles"-properNoun-eo "Arles"-properNoun-fr
"Arles"-properNoun-fr "Arles"-properNoun-eo
"Arlon"-properNoun-eo "Arlon"-properNoun-fr
"Arlon"-properNoun-fr "Arlon"-properNoun-eo
"armejo"-noun-eo "armurerie"-noun-fr
"armurerie"-noun-fr "armejo"-noun-eo
"armurerie"-noun-fr "armiltenejo"-noun-eo
"armiltenejo"-noun-eo "armurerie"-noun-fr
"Armentières"-properNoun-eo "Armentières"-properNoun-fr
"Armentières"-properNoun-fr "Armentières"-properNoun-eo
"aroruto"-noun-eo "arrow-root"-noun-fr
"arrow-root"-noun-fr "aroruto"-noun-eo
"aroteorio"-noun-eo "théorie des ensembles"-noun-fr
"théorie des ensembles"-noun-fr "aroteorio"-noun-eo
"théorie des ensembles"-noun-fr "arteorio"-noun-eo
"arteorio"-noun-eo "théorie des ensembles"-noun-fr
"Arpitanio"-properNoun-eo "Arpitanie"-properNoun-fr
"Arpitanie"-properNoun-fr "Arpitanio"-properNoun-eo
"arpitano"-noun-eo "Arpitan"-noun-fr
"Arpitan"-noun-fr "arpitano"-noun-eo
"arŝino"-noun-eo "archine"-noun-fr
"archine"-noun-fr "arŝino"-noun-eo
"arta rezino"-noun-eo "résine synthétique"-noun-fr
"résine synthétique"-noun-fr "arta rezino"-noun-eo
"résine synthétique"-noun-fr "sinteza rezino"-noun-eo
"sinteza rezino"-noun-eo "résine synthétique"-noun-fr
"œuvre d'art"-noun-fr "belartaĵo"-noun-eo
"belartaĵo"-noun-eo "œuvre d'art"-noun-fr
"artfajraĵo"-noun-eo "feu d'artifice"-noun-fr
"feu d'artifice"-noun-fr "artfajraĵo"-noun-eo
"feu d'artifice"-noun-fr "piroteknikaĵo"-noun-eo
"piroteknikaĵo"-noun-eo "feu d'artifice"-noun-fr
"artlernejo"-noun-eo "école artistique"-noun-fr
"école artistique"-noun-fr "artlernejo"-noun-eo
"asekura"-adjective-eo "d'assurance"-adjective-fr
"d'assurance"-adjective-fr "asekura"-adjective-eo
"asembla lingvo"-noun-eo "langage d'assemblage"-noun-fr
"langage d'assemblage"-noun-fr "asembla lingvo"-noun-eo
"asepsi"-verb-eo "aseptiser"-verb-fr
"aseptiser"-verb-fr "asepsi"-verb-eo
"asiriologiisto"-noun-eo "assyriologue"-noun-fr
"assyriologue"-noun-fr "asiriologiisto"-noun-eo
"assyriologue"-noun-fr "asiriologo"-noun-eo
"asiriologo"-noun-eo "assyriologue"-noun-fr
"asiza kortumo"-noun-eo "court d'assises"-noun-fr
"court d'assises"-noun-fr "asiza kortumo"-noun-eo
"askalono"-noun-eo "échalote"-noun-fr
"échalote"-noun-fr "askalono"-noun-eo
"aŝkenazo"-noun-eo "ashkénaze"-noun-fr
"ashkénaze"-noun-fr "aŝkenazo"-noun-eo
"askete"-adverb-eo "ascétiquement"-adverb-fr
"ascétiquement"-adverb-fr "askete"-adverb-eo
"asklepiado"-noun-eo "asclépias"-noun-fr
"asclépias"-noun-fr "asklepiado"-noun-eo
"Asnières-sur-Seine"-properNoun-eo "Asnières-sur-Seine"-properNoun-fr
"Asnières-sur-Seine"-properNoun-fr "Asnières-sur-Seine"-properNoun-eo
"Aŝoko"-properNoun-eo "Ashoka"-properNoun-fr
"Ashoka"-properNoun-fr "Aŝoko"-properNoun-eo
"aspersoir"-noun-fr "ŝprucigilo"-noun-eo
"ŝprucigilo"-noun-eo "aspersoir"-noun-fr
"ŝprucigilo"-noun-eo "pulvérisateur"-noun-fr
"ŝprucigilo"-noun-eo "brumisateur"-noun-fr
"pulvérisateur"-noun-fr "ŝprucigilo"-noun-eo
"rugueusement"-adverb-fr "raspe"-adverb-eo
"raspe"-adverb-eo "rugueusement"-adverb-fr
"raspe"-adverb-eo "raboteusement"-adverb-fr
"raspe"-adverb-eo "râpeusement"-adverb-fr
"asteraco"-noun-eo "astéracée"-noun-fr
"astéracée"-noun-fr "asteraco"-noun-eo
"atabaska"-adjective-eo "athapascan"-adjective-fr
"athapascan"-adjective-fr "atabaska"-adjective-eo
"offensivement"-adverb-fr "ofensive"-adverb-eo
"ofensive"-adverb-eo "offensivement"-adverb-fr
"atakemulo"-noun-eo "querelleur"-noun-fr
"querelleur"-noun-fr "atakemulo"-noun-eo
"querelleur"-noun-fr "malpacemulo"-noun-eo
"malpacemulo"-noun-eo "querelleur"-noun-fr
"Ath"-properNoun-eo "Ath"-properNoun-fr
"Ath"-properNoun-fr "Ath"-properNoun-eo
"Athis-Mons"-properNoun-eo "Athis-Mons"-properNoun-fr
"Athis-Mons"-properNoun-fr "Athis-Mons"-properNoun-eo
"atike"-adverb-eo "attiquement"-adverb-fr
"attiquement"-adverb-fr "atike"-adverb-eo
"atoma horloĝo"-noun-eo "horloge atomique"-noun-fr
"horloge atomique"-noun-fr "atoma horloĝo"-noun-eo
"horloge atomique"-noun-fr "atomhorloĝo"-noun-eo
"atomhorloĝo"-noun-eo "horloge atomique"-noun-fr
"atribuita-samkondiĉa"-adjective-eo "paternité partage à l'identique"-adjective-fr
"paternité partage à l'identique"-adjective-fr "atribuita-samkondiĉa"-adjective-eo
"atriplo"-noun-eo "arroche"-noun-fr
"arroche"-noun-fr "atriplo"-noun-eo
"Aubagne"-properNoun-eo "Aubagne"-properNoun-fr
"Aubagne"-properNoun-fr "Aubagne"-properNoun-eo
"Audenarde"-properNoun-eo "Audenarde"-properNoun-fr
"Audenarde"-properNoun-fr "Audenarde"-properNoun-eo
"Audincourt"-properNoun-eo "Audincourt"-properNoun-fr
"Audincourt"-properNoun-fr "Audincourt"-properNoun-eo
"aŭdkapablo"-noun-eo "ouïe"-noun-fr
"ouïe"-noun-fr "aŭdkapablo"-noun-eo
"ouïe"-noun-fr "aŭdpovo"-noun-eo
"ouïe"-noun-fr "sontruo"-noun-eo
"aŭdpovo"-noun-eo "ouïe"-noun-fr
"sontruo"-noun-eo "ouïe"-noun-fr
"aŭkedo"-noun-eo "alcidé"-noun-fr
"alcidé"-noun-fr "aŭkedo"-noun-eo
"aŭko"-noun-eo "petit pingouin"-noun-fr
"petit pingouin"-noun-fr "aŭko"-noun-eo
"Aulnay-sous-Bois"-properNoun-eo "Aulnay-sous-Bois"-properNoun-fr
"Aulnay-sous-Bois"-properNoun-fr "Aulnay-sous-Bois"-properNoun-eo
"nimbe"-noun-fr "glorkrono"-noun-eo
"glorkrono"-noun-eo "nimbe"-noun-fr
"aŭspicia"-adjective-eo "faste"-adjective-fr
"faste"-adjective-fr "aŭspicia"-adjective-eo
"faste"-adjective-fr "bonaŭgura"-adjective-eo
"bonaŭgura"-adjective-eo "faste"-adjective-fr
"aŭspicie"-adverb-eo "auspicieusement"-adverb-fr
"auspicieusement"-adverb-fr "aŭspicie"-adverb-eo
"auspicieusement"-adverb-fr "bonaŭgure"-adverb-eo
"bonaŭgure"-adverb-eo "auspicieusement"-adverb-fr
"aŭtodafeo"-noun-eo "autodafé"-noun-fr
"autodafé"-noun-fr "aŭtodafeo"-noun-eo
"Autun"-properNoun-eo "Autun"-properNoun-fr
"Autun"-properNoun-fr "Autun"-properNoun-eo
"Avalokiteŝvaro"-properNoun-eo "Avalokitesvara"-properNoun-fr
"Avalokitesvara"-properNoun-fr "Avalokiteŝvaro"-properNoun-eo
"avareo"-noun-eo "Avar"-noun-fr
"Avar"-noun-fr "avareo"-noun-eo
"avĉjo"-noun-eo "grand-papa"-noun-fr
"grand-papa"-noun-fr "avĉjo"-noun-eo
"aventureme"-adverb-eo "aventureusement"-adverb-fr
"aventureusement"-adverb-fr "aventureme"-adverb-eo
"averii"-verb-eo "subir une avarie"-verb-fr
"subir une avarie"-verb-fr "averii"-verb-eo
"averta"-adjective-eo "avertisseur"-adjective-fr
"avertisseur"-adjective-fr "averta"-adjective-eo
"aveste"-adverb-eo "avestiquement"-adverb-fr
"avestiquement"-adverb-fr "aveste"-adverb-eo
"avidulo"-noun-eo "homme cupide"-noun-fr
"avidulo"-noun-eo "homme rapace"-noun-fr
"homme cupide"-noun-fr "avidulo"-noun-eo
"homme rapace"-noun-fr "avidulo"-noun-eo
"avikulario"-noun-eo "aviculaire"-noun-fr
"aviculaire"-noun-fr "avikulario"-noun-eo
"avinjo"-noun-eo "grand-maman"-noun-fr
"grand-maman"-noun-fr "avinjo"-noun-eo
"Avion"-properNoun-eo "Avion"-properNoun-fr
"Avion"-properNoun-fr "Avion"-properNoun-eo
"aviso"-noun-eo "aviso"-noun-fr
"aviso"-noun-fr "aviso"-noun-eo
"azilpetanto"-noun-eo "demandeur d'asil"-noun-fr
"demandeur d'asil"-noun-fr "azilpetanto"-noun-eo
"azilrajto"-noun-eo "droit d'asile"-noun-fr
"droit d'asile"-noun-fr "azilrajto"-noun-eo
"droit d'asile"-noun-fr "rifuĝrajto"-noun-eo
"rifuĝrajto"-noun-eo "droit d'asile"-noun-fr
"ba"-interjection-eo "tiens"-interjection-fr
"tiens"-interjection-fr "ba"-interjection-eo
"babao"-noun-eo "baba au rhum"-noun-fr
"baba au rhum"-noun-fr "babao"-noun-eo
"babiltruo"-noun-eo "boite à camembert"-noun-fr
"babiltruo"-noun-eo "boîte à camembert"-noun-fr
"boite à camembert"-noun-fr "babiltruo"-noun-eo
"boîte à camembert"-noun-fr "babiltruo"-noun-eo
"bavard"-noun-fr "parolemulo"-noun-eo
"parolemulo"-noun-eo "bavard"-noun-fr
"babiruso"-noun-eo "babiroussa"-noun-fr
"babiroussa"-noun-fr "babiruso"-noun-eo
"baborde"-adverb-eo "à bâbord"-adverb-fr
"baborde"-adverb-eo "à babord"-adverb-fr
"baborde"-adverb-eo "sur babord"-adverb-fr
"baborde"-adverb-eo "sur bâbord"-adverb-fr
"à bâbord"-adverb-fr "baborde"-adverb-eo
"à babord"-adverb-fr "baborde"-adverb-eo
"sur babord"-adverb-fr "baborde"-adverb-eo
"sur bâbord"-adverb-fr "baborde"-adverb-eo
"bagatelaĵo"-noun-eo "bricole"-noun-fr
"bricole"-noun-fr "bagatelaĵo"-noun-eo
"Bagavadgito"-properNoun-eo "Bhagavad-gîtâ"-properNoun-fr
"Bhagavad-gîtâ"-properNoun-fr "Bagavadgito"-properNoun-eo
"Bagneux"-properNoun-eo "Bagneux"-properNoun-fr
"Bagneux"-properNoun-fr "Bagneux"-properNoun-eo
"bagno"-noun-eo "bagne"-noun-fr
"bagne"-noun-fr "bagno"-noun-eo
"Bagnolet"-properNoun-eo "Bagnolet"-properNoun-fr
"Bagnolet"-properNoun-fr "Bagnolet"-properNoun-eo
"Bahamo"-properNoun-eo "Bahama"-properNoun-fr
"Bahama"-properNoun-fr "Bahamo"-properNoun-eo
