"n'importe quel"-determiner-fr "ajna"-determiner-eo
"koncerne al"-preposition-eo "par rapport à"-preposition-fr
"koncerne al"-preposition-eo "pour ce qui est de"-preposition-fr
"koncerne al"-preposition-eo "quant à"-preposition-fr
"koncerne al"-preposition-eo "en ce qui concerne"-preposition-fr
"rilate al"-preposition-eo "au sujet de"-preposition-fr
"au sujet de"-preposition-fr "rilate al"-preposition-eo
"pour ce qui est de"-preposition-fr "koncerne al"-preposition-eo
"quant à"-preposition-fr "koncerne al"-preposition-eo
"en ce qui concerne"-preposition-fr "koncerne al"-preposition-eo
"tra"-preposition-eo "à travers"-preposition-fr
"tra"-preposition-eo "au travers de"-preposition-fr
"à travers"-preposition-fr "tra"-preposition-eo
"au travers de"-preposition-fr "tra"-preposition-eo
"derrière"-preposition-fr "malantaŭ"-preposition-eo
"malantaŭ"-preposition-eo "derrière"-preposition-fr
"sous"-preposition-fr "sub"-preposition-eo
"sub"-preposition-eo "sous"-preposition-fr
"sub"-preposition-eo "au-dessous de"-preposition-fr
"au-dessous de"-preposition-fr "sub"-preposition-eo
"sen"-preposition-eo "sans"-preposition-fr
"sans"-preposition-fr "sen"-preposition-eo
"inter"-preposition-eo "entre"-preposition-fr
"inter"-preposition-eo "parmi"-preposition-fr
"entre"-preposition-fr "inter"-preposition-eo
"parmi"-preposition-fr "inter"-preposition-eo
"kontraŭ"-preposition-eo "contre"-preposition-fr
"kontraŭ"-preposition-eo "en échange de"-preposition-fr
"contre"-preposition-fr "kontraŭ"-preposition-eo
"en échange de"-preposition-fr "kontraŭ"-preposition-eo
"antaŭ"-preposition-eo "devant"-preposition-fr
"antaŭ"-preposition-eo "au-devant de"-preposition-fr
"devant"-preposition-fr "antaŭ"-preposition-eo
"devant"-preposition-fr "fronte al"-preposition-eo
"au-devant de"-preposition-fr "antaŭ"-preposition-eo
"fronte al"-preposition-eo "devant"-preposition-fr
"malvera"-adjective-eo "faux"-adjective-fr
"faux"-adjective-fr "malvera"-adjective-eo
"déloyal"-adjective-fr "mallojala"-adjective-eo
"mallojala"-adjective-eo "déloyal"-adjective-fr
"illégal"-adjective-fr "kontraŭleĝa"-adjective-eo
"kontraŭleĝa"-adjective-eo "illégal"-adjective-fr
"profiler"-verb-fr "profili"-verb-eo
"profili"-verb-eo "profiler"-verb-fr
"compliquer"-verb-fr "kompliki"-verb-eo
"kompliki"-verb-eo "compliquer"-verb-fr
"malaktuala"-adjective-eo "obsolète"-adjective-fr
"obsolète"-adjective-fr "malaktuala"-adjective-eo
"solder"-verb-fr "saldi"-verb-eo
"saldi"-verb-eo "solder"-verb-fr
"varii"-verb-eo "varier"-verb-fr
"varier"-verb-fr "varii"-verb-eo
"komponi"-verb-eo "composer"-verb-fr
"composer"-verb-fr "komponi"-verb-eo
"restaurer"-verb-fr "restaŭri"-verb-eo
"restaŭri"-verb-eo "restaurer"-verb-fr
"induire"-verb-fr "indukti"-verb-eo
"indukti"-verb-eo "induire"-verb-fr
"alloga"-adjective-eo "attractif"-adjective-fr
"alloga"-adjective-eo "attrayant"-adjective-fr
"attractif"-adjective-fr "alloga"-adjective-eo
"attrayant"-adjective-fr "alloga"-adjective-eo
"ratifiki"-verb-eo "ratifier"-verb-fr
"ratifier"-verb-fr "ratifiki"-verb-eo
"dolora"-adjective-eo "douloureux"-adjective-fr
"douloureux"-adjective-fr "dolora"-adjective-eo
"sinistra"-adjective-eo "sinistre"-adjective-fr
"sinistre"-adjective-fr "sinistra"-adjective-eo
"malklara"-adjective-eo "confus"-adjective-fr
"malklara"-adjective-eo "obscur"-adjective-fr
"confus"-adjective-fr "malklara"-adjective-eo
"obscur"-adjective-fr "malklara"-adjective-eo
"obscur"-adjective-fr "malhela"-adjective-eo
"obscur"-adjective-fr "malluma"-adjective-eo
"obscur"-adjective-fr "obskura"-adjective-eo
"malhela"-adjective-eo "obscur"-adjective-fr
"malluma"-adjective-eo "obscur"-adjective-fr
"obskura"-adjective-eo "obscur"-adjective-fr
"produktiva"-adjective-eo "productif"-adjective-fr
"productif"-adjective-fr "produktiva"-adjective-eo
"productif"-adjective-fr "produktema"-adjective-eo
"produktema"-adjective-eo "productif"-adjective-fr
"fondamental"-adjective-fr "fundamenta"-adjective-eo
"fundamenta"-adjective-eo "fondamental"-adjective-fr
"étroit"-adjective-fr "mallarĝa"-adjective-eo
"mallarĝa"-adjective-eo "étroit"-adjective-fr
"petit"-adjective-fr "malgranda"-adjective-eo
"malgranda"-adjective-eo "petit"-adjective-fr
"compatible"-adjective-fr "kongrua"-adjective-eo
"kongrua"-adjective-eo "compatible"-adjective-fr
"stable"-adjective-fr "starema"-adjective-eo
"stable"-adjective-fr "stabila"-adjective-eo
"starema"-adjective-eo "stable"-adjective-fr
"stabila"-adjective-eo "stable"-adjective-fr
"patroni"-verb-eo "sponsoriser"-verb-fr
"sponsoriser"-verb-fr "patroni"-verb-eo
"frakcii"-verb-eo "fractionner"-verb-fr
"fractionner"-verb-fr "frakcii"-verb-eo
"homa"-adjective-eo "humain"-adjective-fr
"humain"-adjective-fr "homa"-adjective-eo
"cardiaque"-adjective-fr "kora"-adjective-eo
"kora"-adjective-eo "cardiaque"-adjective-fr
"amika"-adjective-eo "amical"-adjective-fr
"amical"-adjective-fr "amika"-adjective-eo
"filmer"-verb-fr "filmi"-verb-eo
"filmi"-verb-eo "filmer"-verb-fr
"demisii"-verb-eo "démissionner"-verb-fr
"démissionner"-verb-fr "demisii"-verb-eo
"adopter"-verb-fr "adopti"-verb-eo
"adopti"-verb-eo "adopter"-verb-fr
"apliki"-verb-eo "appliquer"-verb-fr
"appliquer"-verb-fr "apliki"-verb-eo
"inaŭguri"-verb-eo "inaugurer"-verb-fr
"inaugurer"-verb-fr "inaŭguri"-verb-eo
"kontraŭa"-adjective-eo "contraire"-adjective-fr
"kontraŭa"-adjective-eo "opposé"-adjective-fr
"contraire"-adjective-fr "kontraŭa"-adjective-eo
"opposé"-adjective-fr "kontraŭa"-adjective-eo
"graphique"-adjective-fr "grafika"-adjective-eo
"grafika"-adjective-eo "graphique"-adjective-fr
"interna"-adjective-eo "interne"-adjective-fr
"interna"-adjective-eo "intérieur"-adjective-fr
"interne"-adjective-fr "interna"-adjective-eo
"intérieur"-adjective-fr "interna"-adjective-eo
"interferi"-verb-eo "interférer"-verb-fr
"interférer"-verb-fr "interferi"-verb-eo
"avorter"-verb-fr "aborti"-verb-eo
"aborti"-verb-eo "avorter"-verb-fr
"inhiber"-verb-fr "inhibicii"-verb-eo
"inhibicii"-verb-eo "inhiber"-verb-fr
"malmunti"-verb-eo "démonter"-verb-fr
"démonter"-verb-fr "malmunti"-verb-eo
"éblouir"-verb-fr "blindumi"-verb-eo
"blindumi"-verb-eo "éblouir"-verb-fr
"équiper"-verb-fr "ekipi"-verb-eo
"ekipi"-verb-eo "équiper"-verb-fr
"propagi"-verb-eo "propager"-verb-fr
"propager"-verb-fr "propagi"-verb-eo
"acquitter"-verb-fr "absolvi"-verb-eo
"absolvi"-verb-eo "acquitter"-verb-fr
"excuser"-verb-fr "ekskuzi"-verb-eo
"ekskuzi"-verb-eo "excuser"-verb-fr
"determini"-verb-eo "déterminer"-verb-fr
"déterminer"-verb-fr "determini"-verb-eo
"freŝdata"-adjective-eo "récent"-adjective-fr
"récent"-adjective-fr "freŝdata"-adjective-eo
"malvarmeta"-adjective-eo "frais"-adjective-fr
"frais"-adjective-fr "malvarmeta"-adjective-eo
"frais"-adjective-fr "freŝa"-adjective-eo
"freŝa"-adjective-eo "frais"-adjective-fr
"impuissant"-adjective-fr "impotenta"-adjective-eo
"impotenta"-adjective-eo "impuissant"-adjective-fr
"urĝa"-adjective-eo "urgent"-adjective-fr
"urĝa"-adjective-eo "pressant"-adjective-fr
"urgent"-adjective-fr "urĝa"-adjective-eo
"pressant"-adjective-fr "urĝa"-adjective-eo
"laid"-adjective-fr "malbela"-adjective-eo
"malbela"-adjective-eo "laid"-adjective-fr
"aktiva"-adjective-eo "actif"-adjective-fr
"aktiva"-adjective-eo "allant"-adjective-fr
"actif"-adjective-fr "aktiva"-adjective-eo
"allant"-adjective-fr "aktiva"-adjective-eo
"laborista"-adjective-eo "ouvrier"-adjective-fr
"ouvrier"-adjective-fr "laborista"-adjective-eo
"ouvrier"-adjective-fr "laborisma"-adjective-eo
"travailliste"-adjective-fr "laborisma"-adjective-eo
"laborisma"-adjective-eo "ouvrier"-adjective-fr
"laborisma"-adjective-eo "travailliste"-adjective-fr
"laborema"-adjective-eo "travailleur"-adjective-fr
"travailleur"-adjective-fr "laborema"-adjective-eo
"skrupula"-adjective-eo "scrupuleux"-adjective-fr
"scrupuleux"-adjective-fr "skrupula"-adjective-eo
"favori"-adjective-fr "preferata"-adjective-eo
"preferata"-adjective-eo "favori"-adjective-fr
"kara"-adjective-eo "cher"-adjective-fr
"cher"-adjective-fr "kara"-adjective-eo
"monotona"-adjective-eo "monotone"-adjective-fr
"monotone"-adjective-fr "monotona"-adjective-eo
"obscène"-adjective-fr "obscena"-adjective-eo
"obscena"-adjective-eo "obscène"-adjective-fr
"sensuel"-adjective-fr "malĉasta"-adjective-eo
"malĉasta"-adjective-eo "sensuel"-adjective-fr
"interminable"-adjective-fr "senfina"-adjective-eo
"senfina"-adjective-eo "interminable"-adjective-fr
"nedifinita"-adjective-eo "indéfini"-adjective-fr
"indéfini"-adjective-fr "nedifinita"-adjective-eo
"dramatique"-adjective-fr "drama"-adjective-eo
"drama"-adjective-eo "dramatique"-adjective-fr
"monumental"-adjective-fr "monumenta"-adjective-eo
"monumenta"-adjective-eo "monumental"-adjective-fr
"explicite"-adjective-fr "eksplicita"-adjective-eo
"eksplicita"-adjective-eo "explicite"-adjective-fr
"nervoza"-adjective-eo "nerveux"-adjective-fr
"nervoza"-adjective-eo "énervé"-adjective-fr
"nerveux"-adjective-fr "nervoza"-adjective-eo
"énervé"-adjective-fr "nervoza"-adjective-eo
"laika"-adjective-eo "laïque"-adjective-fr
"laïque"-adjective-fr "laika"-adjective-eo
"ĉiutaga"-adjective-eo "quotidien"-adjective-fr
"ĉiutaga"-adjective-eo "journalier"-adjective-fr
"quotidien"-adjective-fr "ĉiutaga"-adjective-eo
"journalier"-adjective-fr "ĉiutaga"-adjective-eo
"irrégulier"-adjective-fr "malregula"-adjective-eo
"malregula"-adjective-eo "irrégulier"-adjective-fr
"chaotique"-adjective-fr "kaosa"-adjective-eo
"chaotique"-adjective-fr "ĥaosa"-adjective-eo
"kaosa"-adjective-eo "chaotique"-adjective-fr
"ĥaosa"-adjective-eo "chaotique"-adjective-fr
"troa"-adjective-eo "excessif"-adjective-fr
"excessif"-adjective-fr "troa"-adjective-eo
"ofenda"-adjective-eo "offensif"-adjective-fr
"offensif"-adjective-fr "ofenda"-adjective-eo
"offensif"-adjective-fr "ataka"-adjective-eo
"ataka"-adjective-eo "offensif"-adjective-fr
"démesuré"-adjective-fr "senmezura"-adjective-eo
"senmezura"-adjective-eo "démesuré"-adjective-fr
"konstanta"-adjective-eo "constant"-adjective-fr
"konstanta"-adjective-eo "soutenu"-adjective-fr
"constant"-adjective-fr "konstanta"-adjective-eo
"soutenu"-adjective-fr "konstanta"-adjective-eo
"ferme"-adjective-fr "firma"-adjective-eo
"firma"-adjective-eo "ferme"-adjective-fr
"immobile"-adjective-fr "senmova"-adjective-eo
"senmova"-adjective-eo "immobile"-adjective-fr
"intervjui"-verb-eo "interviewer"-verb-fr
"interviewer"-verb-fr "intervjui"-verb-eo
"protester"-verb-fr "protesti"-verb-eo
"protesti"-verb-eo "protester"-verb-fr
"dialogi"-verb-eo "dialoguer"-verb-fr
"dialoguer"-verb-fr "dialogi"-verb-eo
"repliki"-verb-eo "répliquer"-verb-fr
"repliki"-verb-eo "riposter"-verb-fr
"répliquer"-verb-fr "repliki"-verb-eo
"riposter"-verb-fr "repliki"-verb-eo
"irriter"-verb-fr "iriti"-verb-eo
"iriti"-verb-eo "irriter"-verb-fr
"interesa"-adjective-eo "intéressant"-adjective-fr
"intéressant"-adjective-fr "interesa"-adjective-eo
"digne"-adjective-fr "inda"-adjective-eo
"digne"-adjective-fr "digna"-adjective-eo
"inda"-adjective-eo "digne"-adjective-fr
"digna"-adjective-eo "digne"-adjective-fr
"confronter"-verb-fr "konfronti"-verb-eo
"konfronti"-verb-eo "confronter"-verb-fr
"conservateur"-adjective-fr "konservativa"-adjective-eo
"konservativa"-adjective-eo "conservateur"-adjective-fr
"commercial"-adjective-fr "komerca"-adjective-eo
"komerca"-adjective-eo "commercial"-adjective-fr
"exclure"-verb-fr "ekskludi"-verb-eo
"ekskludi"-verb-eo "exclure"-verb-fr
"triumfi"-verb-eo "triompher"-verb-fr
"triompher"-verb-fr "triumfi"-verb-eo
"opérer"-verb-fr "operacii"-verb-eo
"operacii"-verb-eo "opérer"-verb-fr
"derivi"-verb-eo "dériver"-verb-fr
"dériver"-verb-fr "derivi"-verb-eo
"ironia"-adjective-eo "ironique"-adjective-fr
"ironique"-adjective-fr "ironia"-adjective-eo
"problema"-adjective-eo "problématique"-adjective-fr
"problématique"-adjective-fr "problema"-adjective-eo
"fou"-adjective-fr "freneza"-adjective-eo
"freneza"-adjective-eo "fou"-adjective-fr
"rudimenta"-adjective-eo "rudimentaire"-adjective-fr
"rudimentaire"-adjective-fr "rudimenta"-adjective-eo
"frumatura"-adjective-eo "précoce"-adjective-fr
"précoce"-adjective-fr "frumatura"-adjective-eo
"verda"-adjective-eo "vert"-adjective-fr
"vert"-adjective-fr "verda"-adjective-eo
"maljusta"-adjective-eo "injuste"-adjective-fr
"injuste"-adjective-fr "maljusta"-adjective-eo
"malade"-adjective-fr "malsana"-adjective-eo
"malsana"-adjective-eo "malade"-adjective-fr
"cruel"-adjective-fr "kruela"-adjective-eo
"kruela"-adjective-eo "cruel"-adjective-fr
"jesa"-adjective-eo "affirmatif"-adjective-fr
"jesa"-adjective-eo "positif"-adjective-fr
"affirmatif"-adjective-fr "jesa"-adjective-eo
"positif"-adjective-fr "jesa"-adjective-eo
"positif"-adjective-fr "pozitiva"-adjective-eo
"pozitiva"-adjective-eo "positif"-adjective-fr
"luxueux"-adjective-fr "luksa"-adjective-eo
"luksa"-adjective-eo "luxueux"-adjective-fr
"incompatible"-adjective-fr "neakordigebla"-adjective-eo
"neakordigebla"-adjective-eo "incompatible"-adjective-fr
"insuffisant"-adjective-fr "nesufiĉa"-adjective-eo
"nesufiĉa"-adjective-eo "insuffisant"-adjective-fr
"malabunda"-adjective-eo "rare"-adjective-fr
"rare"-adjective-fr "malabunda"-adjective-eo
"rare"-adjective-fr "rara"-adjective-eo
"rare"-adjective-fr "malofta"-adjective-eo
"rara"-adjective-eo "rare"-adjective-fr
"malofta"-adjective-eo "rare"-adjective-fr
"indigène"-adjective-fr "indiĝena"-adjective-eo
"indiĝena"-adjective-eo "indigène"-adjective-fr
"autochtone"-adjective-fr "aŭtoktona"-adjective-eo
"aŭtoktona"-adjective-eo "autochtone"-adjective-fr
"denaska"-adjective-eo "natif"-adjective-fr
"natif"-adjective-fr "denaska"-adjective-eo
"habituel"-adjective-fr "kutima"-adjective-eo
"kutima"-adjective-eo "habituel"-adjective-fr
"duona"-adjective-eo "moyen"-adjective-fr
"moyen"-adjective-fr "duona"-adjective-eo
"moyen"-adjective-fr "meza"-adjective-eo
"meza"-adjective-eo "moyen"-adjective-fr
"compréhensible"-adjective-fr "komprenebla"-adjective-eo
"komprenebla"-adjective-eo "compréhensible"-adjective-fr
"kapabla"-adjective-eo "capable"-adjective-fr
"kapabla"-adjective-eo "apte"-adjective-fr
"capable"-adjective-fr "kapabla"-adjective-eo
"apte"-adjective-fr "kapabla"-adjective-eo
"konstrua"-adjective-eo "constructif"-adjective-fr
"constructif"-adjective-fr "konstrua"-adjective-eo
"intelligent"-adjective-fr "inteligenta"-adjective-eo
"inteligenta"-adjective-eo "intelligent"-adjective-fr
"farebla"-adjective-eo "viable"-adjective-fr
"viable"-adjective-fr "farebla"-adjective-eo
"ebla"-adjective-eo "possible"-adjective-fr
"possible"-adjective-fr "ebla"-adjective-eo
"komforta"-adjective-eo "confortable"-adjective-fr
"confortable"-adjective-fr "komforta"-adjective-eo
"ideala"-adjective-eo "idéal"-adjective-fr
"idéal"-adjective-fr "ideala"-adjective-eo
"pitoreska"-adjective-eo "pittoresque"-adjective-fr
"pittoresque"-adjective-fr "pitoreska"-adjective-eo
"original"-adjective-fr "originala"-adjective-eo
"originala"-adjective-eo "original"-adjective-fr
"initial"-adjective-fr "komenca"-adjective-eo
"komenca"-adjective-eo "initial"-adjective-fr
"antaŭvidebla"-adjective-eo "prévisible"-adjective-fr
"prévisible"-adjective-fr "antaŭvidebla"-adjective-eo
"spekulativa"-adjective-eo "spéculatif"-adjective-fr
"spéculatif"-adjective-fr "spekulativa"-adjective-eo
"spéculatif"-adjective-fr "spekula"-adjective-eo
"spekula"-adjective-eo "spéculatif"-adjective-fr
"fiable"-adjective-fr "fidinda"-adjective-eo
"fidinda"-adjective-eo "fiable"-adjective-fr
"probable"-adjective-fr "probabla"-adjective-eo
"probabla"-adjective-eo "probable"-adjective-fr
"inférieur"-adjective-fr "malsupera"-adjective-eo
"malsupera"-adjective-eo "inférieur"-adjective-fr
"tema"-adjective-eo "thématique"-adjective-fr
"thématique"-adjective-fr "tema"-adjective-eo
"vasta"-adjective-eo "vaste"-adjective-fr
"vaste"-adjective-fr "vasta"-adjective-eo
"fortika"-adjective-eo "robuste"-adjective-fr
"fortika"-adjective-eo "fort"-adjective-fr
"robuste"-adjective-fr "fortika"-adjective-eo
"fort"-adjective-fr "fortika"-adjective-eo
"fort"-adjective-fr "forta"-adjective-eo
"fort"-adjective-fr "laŭta"-adjective-eo
"forta"-adjective-eo "fort"-adjective-fr
"laŭta"-adjective-eo "fort"-adjective-fr
"ofta"-adjective-eo "fréquent"-adjective-fr
"fréquent"-adjective-fr "ofta"-adjective-eo
"reciproka"-adjective-eo "réciproque"-adjective-fr
"reciproka"-adjective-eo "mutuel"-adjective-fr
"réciproque"-adjective-fr "reciproka"-adjective-eo
"mutuel"-adjective-fr "reciproka"-adjective-eo
"urba"-adjective-eo "urbain"-adjective-fr
"urba"-adjective-eo "municipal"-adjective-fr
"urbain"-adjective-fr "urba"-adjective-eo
"municipal"-adjective-fr "urba"-adjective-eo
"sistema"-adjective-eo "systématique"-adjective-fr
"systématique"-adjective-fr "sistema"-adjective-eo
"mondial"-adjective-fr "monda"-adjective-eo
"monda"-adjective-eo "mondial"-adjective-fr
"terrestre"-adjective-fr "tera"-adjective-eo
"tera"-adjective-eo "terrestre"-adjective-fr
"sublime"-adjective-fr "sublima"-adjective-eo
"sublima"-adjective-eo "sublime"-adjective-fr
"nobla"-adjective-eo "noble"-adjective-fr
"noble"-adjective-fr "nobla"-adjective-eo
"supera"-adjective-eo "suprême"-adjective-fr
"supera"-adjective-eo "supérieur"-adjective-fr
"suprême"-adjective-fr "supera"-adjective-eo
"supérieur"-adjective-fr "supera"-adjective-eo
"supérieur"-adjective-fr "supra"-adjective-eo
"supra"-adjective-eo "supérieur"-adjective-fr
"skandala"-adjective-eo "scandaleux"-adjective-fr
"scandaleux"-adjective-fr "skandala"-adjective-eo
"visuel"-adjective-fr "vida"-adjective-eo
"vida"-adjective-eo "visuel"-adjective-fr
"représentatif"-adjective-fr "reprezenta"-adjective-eo
"reprezenta"-adjective-eo "représentatif"-adjective-fr
"personnel"-adjective-fr "persona"-adjective-eo
"persona"-adjective-eo "personnel"-adjective-fr
"groteska"-adjective-eo "grotesque"-adjective-fr
"grotesque"-adjective-fr "groteska"-adjective-eo
"matura"-adjective-eo "mûr"-adjective-fr
"mûr"-adjective-fr "matura"-adjective-eo
"grava"-adjective-eo "important"-adjective-fr
"grava"-adjective-eo "grave"-adjective-fr
"important"-adjective-fr "grava"-adjective-eo
"grave"-adjective-fr "grava"-adjective-eo
"silencieux"-adjective-fr "malbrua"-adjective-eo
"malbrua"-adjective-eo "silencieux"-adjective-fr
"malrapida"-adjective-eo "lent"-adjective-fr
"lent"-adjective-fr "malrapida"-adjective-eo
"obéissant"-adjective-fr "obeema"-adjective-eo
"obeema"-adjective-eo "obéissant"-adjective-fr
"magia"-adjective-eo "magique"-adjective-fr
"magique"-adjective-fr "magia"-adjective-eo
"timide"-adjective-fr "timida"-adjective-eo
"timida"-adjective-eo "timide"-adjective-fr
"senorda"-adjective-eo "désordonné"-adjective-fr
"désordonné"-adjective-fr "senorda"-adjective-eo
"kruda"-adjective-eo "cru"-adjective-fr
"cru"-adjective-fr "kruda"-adjective-eo
"rustique"-adjective-fr "rustika"-adjective-eo
"rustika"-adjective-eo "rustique"-adjective-fr
"populaire"-adjective-fr "populara"-adjective-eo
"populara"-adjective-eo "populaire"-adjective-fr
"local"-adjective-fr "loka"-adjective-eo
"loka"-adjective-eo "local"-adjective-fr
"provincial"-adjective-fr "provinca"-adjective-eo
"provinca"-adjective-eo "provincial"-adjective-fr
"regiona"-adjective-eo "régional"-adjective-fr
"régional"-adjective-fr "regiona"-adjective-eo
"vierge"-adjective-fr "virga"-adjective-eo
"virga"-adjective-eo "vierge"-adjective-fr
"brutal"-adjective-fr "brutala"-adjective-eo
"brutala"-adjective-eo "brutal"-adjective-fr
"malhumana"-adjective-eo "inhumain"-adjective-fr
"inhumain"-adjective-fr "malhumana"-adjective-eo
"furioza"-adjective-eo "frénétique"-adjective-fr
"furioza"-adjective-eo "furieux"-adjective-fr
"frénétique"-adjective-fr "furioza"-adjective-eo
"furieux"-adjective-fr "furioza"-adjective-eo
"évacuer"-verb-fr "evakui"-verb-eo
"evakui"-verb-eo "évacuer"-verb-fr
"garer"-verb-fr "parki"-verb-eo
"parki"-verb-eo "garer"-verb-fr
"sugesti"-verb-eo "suggérer"-verb-fr
"suggérer"-verb-fr "sugesti"-verb-eo
"éteindre"-verb-fr "elŝalti"-verb-eo
"elŝalti"-verb-eo "éteindre"-verb-fr
"irréel"-adjective-fr "nereala"-adjective-eo
"nereala"-adjective-eo "irréel"-adjective-fr
"realisma"-adjective-eo "réaliste"-adjective-fr
"réaliste"-adjective-fr "realisma"-adjective-eo
"réaliste"-adjective-fr "realista"-adjective-eo
"realista"-adjective-eo "réaliste"-adjective-fr
"sain"-adjective-fr "sana"-adjective-eo
"sana"-adjective-eo "sain"-adjective-fr
"royal"-adjective-fr "reĝa"-adjective-eo
"reĝa"-adjective-eo "royal"-adjective-fr
"ignorant"-adjective-fr "malklera"-adjective-eo
"malklera"-adjective-eo "ignorant"-adjective-fr
"naiva"-adjective-eo "dupe"-adjective-fr
"naiva"-adjective-eo "naïf"-adjective-fr
"dupe"-adjective-fr "naiva"-adjective-eo
"naïf"-adjective-fr "naiva"-adjective-eo
"ridinda"-adjective-eo "ridicule"-adjective-fr
"ridicule"-adjective-fr "ridinda"-adjective-eo
"absurda"-adjective-eo "absurde"-adjective-fr
"absurde"-adjective-fr "absurda"-adjective-eo
"profond"-adjective-fr "profunda"-adjective-eo
"profunda"-adjective-eo "profond"-adjective-fr
"fraŭla"-adjective-eo "célibataire"-adjective-fr
"célibataire"-adjective-fr "fraŭla"-adjective-eo
"soleca"-adjective-eo "solitaire"-adjective-fr
"solitaire"-adjective-fr "soleca"-adjective-eo
"fidela"-adjective-eo "fidèle"-adjective-fr
"fidèle"-adjective-fr "fidela"-adjective-eo
"intensif"-adjective-fr "intensiva"-adjective-eo
"intensif"-adjective-fr "intensa"-adjective-eo
"intensiva"-adjective-eo "intensif"-adjective-fr
"intensa"-adjective-eo "intensif"-adjective-fr
"intensa"-adjective-eo "intense"-adjective-fr
"intense"-adjective-fr "intensa"-adjective-eo
"indiscutable"-adjective-fr "nediskutebla"-adjective-eo
"nediskutebla"-adjective-eo "indiscutable"-adjective-fr
"subprema"-adjective-eo "répressif"-adjective-fr
"répressif"-adjective-fr "subprema"-adjective-eo
"rigide"-adjective-fr "rigida"-adjective-eo
"rigida"-adjective-eo "rigide"-adjective-fr
"informel"-adjective-fr "senkonsidera"-adjective-eo
