"in order to"-preposition-en "per tal de"-preposition-ca
"míting"-noun-ca "rally"-noun-en
"interpretation"-noun-en "interpretació"-noun-ca
"interpretació"-noun-ca "interpretation"-noun-en
"activity"-noun-en "activitat"-noun-ca
"activitat"-noun-ca "activity"-noun-en
"crisi"-noun-ca "crisis"-noun-en
"crisis"-noun-en "crisi"-noun-ca
"emergència"-noun-ca "emergency"-noun-en
"emergency"-noun-en "emergència"-noun-ca
"aliança"-noun-ca "alliance"-noun-en
"alliance"-noun-en "aliança"-noun-ca
"síntesi"-noun-ca "synthesis"-noun-en
"synthesis"-noun-en "síntesi"-noun-ca
"federació"-noun-ca "federation"-noun-en
"federation"-noun-en "federació"-noun-ca
"agony"-noun-en "agonia"-noun-ca
"agonia"-noun-ca "agony"-noun-en
"enyorança"-noun-ca "nostalgia"-noun-en
"nostalgia"-noun-en "enyorança"-noun-ca
"nostalgia"-noun-en "nostàlgia"-noun-ca
"nostàlgia"-noun-ca "nostalgia"-noun-en
"enveja"-noun-ca "envy"-noun-en
"envy"-noun-en "enveja"-noun-ca
"caprici"-noun-ca "whim"-noun-en
"whim"-noun-en "caprici"-noun-ca
"whim"-noun-en "capritx"-noun-ca
"capritx"-noun-ca "whim"-noun-en
"intimitat"-noun-ca "privacy"-noun-en
"privacy"-noun-en "intimitat"-noun-ca
"nas"-noun-ca "nose"-noun-en
"nose"-noun-en "nas"-noun-ca
"olfacte"-noun-ca "smell"-noun-en
"smell"-noun-en "olfacte"-noun-ca
"aroma"-noun-ca "aroma"-noun-en
"aroma"-noun-en "aroma"-noun-ca
"herba"-noun-ca "grass"-noun-en
"herba"-noun-ca "herb"-noun-en
"grass"-noun-en "herba"-noun-ca
"herb"-noun-en "herba"-noun-ca
"detection"-noun-en "detecció"-noun-ca
"detecció"-noun-ca "detection"-noun-en
"renaissance"-noun-en "renaixement"-noun-ca
"renaixement"-noun-ca "renaissance"-noun-en
"providència"-noun-ca "providence"-noun-en
"providence"-noun-en "providència"-noun-ca
"venedor"-noun-ca "vendor"-noun-en
"venedor"-noun-ca "seller"-noun-en
"vendor"-noun-en "venedor"-noun-ca
"seller"-noun-en "venedor"-noun-ca
"comerciant"-noun-ca "dealer"-noun-en
"dealer"-noun-en "comerciant"-noun-ca
"alfabet"-noun-ca "alphabet"-noun-en
"alphabet"-noun-en "alfabet"-noun-ca
"codi"-noun-ca "code"-noun-en
"code"-noun-en "codi"-noun-ca
"nombre"-noun-ca "number"-noun-en
"number"-noun-en "nombre"-noun-ca
"editor"-noun-en "redactor"-noun-ca
"redactor"-noun-ca "editor"-noun-en
"interview"-noun-en "entrevista"-noun-ca
"entrevista"-noun-ca "interview"-noun-en
"desviació"-noun-ca "deviation"-noun-en
"deviation"-noun-en "desviació"-noun-ca
"llorer"-noun-ca "laurel"-noun-en
"laurel"-noun-en "llorer"-noun-ca
"pressupost"-noun-ca "budget"-noun-en
"budget"-noun-en "pressupost"-noun-ca
"cella"-noun-ca "eyebrow"-noun-en
"eyebrow"-noun-en "cella"-noun-ca
"explotació"-noun-ca "exploitation"-noun-en
"exploitation"-noun-en "explotació"-noun-ca
"motor"-noun-ca "engine"-noun-en
"motor"-noun-ca "motor"-noun-en
"engine"-noun-en "motor"-noun-ca
"motor"-noun-en "motor"-noun-ca
"riquesa"-noun-ca "wealth"-noun-en
"wealth"-noun-en "riquesa"-noun-ca
"any"-noun-ca "year"-noun-en
"year"-noun-en "any"-noun-ca
"restitució"-noun-ca "restitution"-noun-en
"restitution"-noun-en "restitució"-noun-ca
"gat"-noun-ca "cat"-noun-en
"cat"-noun-en "gat"-noun-ca
"beauty"-noun-en "bellesa"-noun-ca
"bellesa"-noun-ca "beauty"-noun-en
"mine"-noun-en "mina"-noun-ca
"mina"-noun-ca "mine"-noun-en
"inability"-noun-en "incapacitat"-noun-ca
"incapacitat"-noun-ca "inability"-noun-en
"comissari"-noun-ca "commissioner"-noun-en
"commissioner"-noun-en "comissari"-noun-ca
"bisbe"-noun-ca "bishop"-noun-en
"bishop"-noun-en "bisbe"-noun-ca
"detall"-noun-ca "detail"-noun-en
"detail"-noun-en "detall"-noun-ca
"òrgan"-noun-ca "organ"-noun-en
"organ"-noun-en "òrgan"-noun-ca
"crim"-noun-ca "crime"-noun-en
"crime"-noun-en "crim"-noun-ca
"offence"-noun-en "delicte"-noun-ca
"offence"-noun-en "ofensa"-noun-ca
"offence"-noun-en "greuge"-noun-ca
"delicte"-noun-ca "offence"-noun-en
"ofensa"-noun-ca "offence"-noun-en
"greuge"-noun-ca "offence"-noun-en
"disobedience"-noun-en "desobediència"-noun-ca
"desobediència"-noun-ca "disobedience"-noun-en
"declinació"-noun-ca "declination"-noun-en
"declination"-noun-en "declinació"-noun-ca
"indiferència"-noun-ca "indifference"-noun-en
"indifference"-noun-en "indiferència"-noun-ca
"llàgrima"-noun-ca "tear"-noun-en
"tear"-noun-en "llàgrima"-noun-ca
"foam"-noun-en "escuma"-noun-ca
"escuma"-noun-ca "foam"-noun-en
"boira"-noun-ca "fog"-noun-en
"fog"-noun-en "boira"-noun-ca
"bath"-noun-en "banyera"-noun-ca
"banyera"-noun-ca "bath"-noun-en
"llac"-noun-ca "lake"-noun-en
"lake"-noun-en "llac"-noun-ca
"alternativa"-noun-ca "alternative"-noun-en
"alternative"-noun-en "alternativa"-noun-ca
"bandit"-noun-ca "bandit"-noun-en
"bandit"-noun-en "bandit"-noun-ca
"predicció"-noun-ca "prediction"-noun-en
"prediction"-noun-en "predicció"-noun-ca
"farming"-noun-en "agricultura"-noun-ca
"agricultura"-noun-ca "farming"-noun-en
"agricultura"-noun-ca "agriculture"-noun-en
"agriculture"-noun-en "agricultura"-noun-ca
"cultura"-noun-ca "culture"-noun-en
"culture"-noun-en "cultura"-noun-ca
"harvest"-noun-en "collita"-noun-ca
"collita"-noun-ca "harvest"-noun-en
"plantació"-noun-ca "plantation"-noun-en
"plantation"-noun-en "plantació"-noun-ca
"highway"-noun-en "autopista"-noun-ca
"highway"-noun-en "autovia"-noun-ca
"autopista"-noun-ca "highway"-noun-en
"autopista"-noun-ca "motorway"-noun-en
"autovia"-noun-ca "highway"-noun-en
"autovia"-noun-ca "motorway"-noun-en
"motorway"-noun-en "autopista"-noun-ca
"motorway"-noun-en "autovia"-noun-ca
"contingut"-noun-ca "content"-noun-en
"content"-noun-en "contingut"-noun-ca
"loteria"-noun-ca "lottery"-noun-en
"lottery"-noun-en "loteria"-noun-ca
"pàgina"-noun-ca "page"-noun-en
"page"-noun-en "pàgina"-noun-ca
"page"-noun-en "patge"-noun-ca
"patge"-noun-ca "page"-noun-en
"paleta"-noun-ca "bricklayer"-noun-en
"paleta"-noun-ca "palette"-noun-en
"bricklayer"-noun-en "paleta"-noun-ca
"palette"-noun-en "paleta"-noun-ca
"episodi"-noun-ca "episode"-noun-en
"episode"-noun-en "episodi"-noun-ca
"bit"-noun-en "bit"-noun-ca
"bit"-noun-ca "bit"-noun-en
"justícia"-noun-ca "justice"-noun-en
"justice"-noun-en "justícia"-noun-ca
"respecte"-noun-ca "respect"-noun-en
"respect"-noun-en "respecte"-noun-ca
"proa"-noun-ca "bow"-noun-en
"bow"-noun-en "proa"-noun-ca
"pistola"-noun-ca "gun"-noun-en
"gun"-noun-en "pistola"-noun-ca
"gymnasium"-noun-en "gimnàs"-noun-ca
"gimnàs"-noun-ca "gymnasium"-noun-en
"universitat"-noun-ca "university"-noun-en
"university"-noun-en "universitat"-noun-ca
"producer"-noun-en "productor"-noun-ca
"productor"-noun-ca "producer"-noun-en
"desert"-noun-ca "desert"-noun-en
"desert"-noun-en "desert"-noun-ca
"reclamació"-noun-ca "claim"-noun-en
"claim"-noun-en "reclamació"-noun-ca
"claim"-noun-en "reivindicació"-noun-ca
"reivindicació"-noun-ca "claim"-noun-en
"consulta"-noun-ca "consultation"-noun-en
"consultation"-noun-en "consulta"-noun-ca
"cirurgia"-noun-ca "surgery"-noun-en
"surgery"-noun-en "cirurgia"-noun-ca
"intestí"-noun-ca "bowel"-noun-en
"bowel"-noun-en "intestí"-noun-ca
"pes"-noun-ca "weight"-noun-en
"weight"-noun-en "pes"-noun-ca
"local"-noun-ca "venue"-noun-en
"venue"-noun-en "local"-noun-ca
"hinge"-noun-en "frontissa"-noun-ca
"frontissa"-noun-ca "hinge"-noun-en
"cycle"-noun-en "cicle"-noun-ca
"cicle"-noun-ca "cycle"-noun-en
"miracle"-noun-ca "miracle"-noun-en
"miracle"-noun-en "miracle"-noun-ca
"foto"-noun-ca "photograph"-noun-en
"foto"-noun-ca "photo"-noun-en
"photograph"-noun-en "foto"-noun-ca
"photograph"-noun-en "fotografia"-noun-ca
"photo"-noun-en "foto"-noun-ca
"fotografia"-noun-ca "photograph"-noun-en
"fotografia"-noun-ca "photography"-noun-en
"photography"-noun-en "fotografia"-noun-ca
"league"-noun-en "llegua"-noun-ca
"league"-noun-en "lliga"-noun-ca
"llegua"-noun-ca "league"-noun-en
"lliga"-noun-ca "league"-noun-en
"second"-noun-en "segon"-noun-ca
"segon"-noun-ca "second"-noun-en
"mà"-noun-ca "hand"-noun-en
"hand"-noun-en "mà"-noun-ca
"friar"-noun-en "germà"-noun-ca
"germà"-noun-ca "friar"-noun-en
"germà"-noun-ca "brother"-noun-en
"germà"-noun-ca "sister"-noun-en
"brother"-noun-en "germà"-noun-ca
"sister"-noun-en "germà"-noun-ca
"monjo"-noun-ca "monk"-noun-en
"monk"-noun-en "monjo"-noun-ca
"eclesiàstic"-noun-ca "clergyman"-noun-en
"clergyman"-noun-en "eclesiàstic"-noun-ca
"clergyman"-noun-en "clergue"-noun-ca
"clergue"-noun-ca "clergyman"-noun-en
"esclau"-noun-ca "slave"-noun-en
"slave"-noun-en "esclau"-noun-ca
"diputat"-noun-ca "deputy"-noun-en
"deputy"-noun-en "diputat"-noun-ca
"amic"-noun-ca "friend"-noun-en
"friend"-noun-en "amic"-noun-ca
"conservació"-noun-ca "conservation"-noun-en
"conservation"-noun-en "conservació"-noun-ca
"esparver"-noun-ca "hawk"-noun-en
"hawk"-noun-en "esparver"-noun-ca
"drug"-noun-en "narcòtic"-noun-ca
"drug"-noun-en "droga"-noun-ca
"narcòtic"-noun-ca "drug"-noun-en
"narcòtic"-noun-ca "narcotic"-noun-en
"droga"-noun-ca "drug"-noun-en
"narcotic"-noun-en "narcòtic"-noun-ca
"pastor"-noun-ca "shepherd"-noun-en
"shepherd"-noun-en "pastor"-noun-ca
"arracada"-noun-ca "earring"-noun-en
"earring"-noun-en "arracada"-noun-ca
"controversy"-noun-en "polèmica"-noun-ca
"polèmica"-noun-ca "controversy"-noun-en
"batalla"-noun-ca "battle"-noun-en
"battle"-noun-en "batalla"-noun-ca
"crit"-noun-ca "cry"-noun-en
"cry"-noun-en "crit"-noun-ca
"cataclysm"-noun-en "cataclisme"-noun-ca
"cataclisme"-noun-ca "cataclysm"-noun-en
"catàstrofe"-noun-ca "catastrophe"-noun-en
"catastrophe"-noun-en "catàstrofe"-noun-ca
"contaminació"-noun-ca "pollution"-noun-en
"pollution"-noun-en "contaminació"-noun-ca
"pollution"-noun-en "pol·lució"-noun-ca
"pol·lució"-noun-ca "pollution"-noun-en
"contagi"-noun-ca "infection"-noun-en
"contagi"-noun-ca "contagion"-noun-en
"infection"-noun-en "contagi"-noun-ca
"infection"-noun-en "infecció"-noun-ca
"contagion"-noun-en "contagi"-noun-ca
"infecció"-noun-ca "infection"-noun-en
"simplicitat"-noun-ca "simplicity"-noun-en
"simplicity"-noun-en "simplicitat"-noun-ca
"modesty"-noun-en "modèstia"-noun-ca
"modèstia"-noun-ca "modesty"-noun-en
"beam"-noun-en "biga"-noun-ca
"biga"-noun-ca "beam"-noun-en
"width"-noun-en "amplària"-noun-ca
"width"-noun-en "amplada"-noun-ca
"amplària"-noun-ca "width"-noun-en
"amplada"-noun-ca "width"-noun-en
"projectile"-noun-en "projectil"-noun-ca
"projectil"-noun-ca "projectile"-noun-en
"clog"-noun-en "esclop"-noun-ca
"esclop"-noun-ca "clog"-noun-en
"cine"-noun-ca "cinema"-noun-en
"cinema"-noun-en "cine"-noun-ca
"cinema"-noun-en "cinema"-noun-ca
"cinema"-noun-ca "cinema"-noun-en
"pel·lícula"-noun-ca "movie"-noun-en
"pel·lícula"-noun-ca "film"-noun-en
"movie"-noun-en "pel·lícula"-noun-ca
"movie"-noun-en "film"-noun-ca
"film"-noun-en "pel·lícula"-noun-ca
"film"-noun-en "film"-noun-ca
"film"-noun-ca "movie"-noun-en
"film"-noun-ca "film"-noun-en
"semàfor"-noun-ca "semaphore"-noun-en
"semaphore"-noun-en "semàfor"-noun-ca
"liquor"-noun-en "licor"-noun-ca
"licor"-noun-ca "liquor"-noun-en
"liquid"-noun-en "líquid"-noun-ca
"líquid"-noun-ca "liquid"-noun-en
"arbitratge"-noun-ca "arbitration"-noun-en
"arbitratge"-noun-ca "arbitrage"-noun-en
"arbitration"-noun-en "arbitratge"-noun-ca
"arbitrage"-noun-en "arbitratge"-noun-ca
"veredicte"-noun-ca "verdict"-noun-en
"verdict"-noun-en "veredicte"-noun-ca
"fira"-noun-ca "fair"-noun-en
"fair"-noun-en "fira"-noun-ca
"nit"-noun-ca "night"-noun-en
"night"-noun-en "nit"-noun-ca
"migdia"-noun-ca "noon"-noun-en
"migdia"-noun-ca "midday"-noun-en
"noon"-noun-en "migdia"-noun-ca
"midday"-noun-en "migdia"-noun-ca
"degà"-noun-ca "dean"-noun-en
"dean"-noun-en "degà"-noun-ca
"president"-noun-ca "chairman"-noun-en
"president"-noun-ca "president"-noun-en
"president"-noun-ca "chairperson"-noun-en
"chairman"-noun-en "president"-noun-ca
"president"-noun-en "president"-noun-ca
"chairperson"-noun-en "president"-noun-ca
"speaker"-noun-en "altaveu"-noun-ca
"speaker"-noun-en "interlocutor"-noun-ca
"speaker"-noun-en "parlant"-noun-ca
"altaveu"-noun-ca "speaker"-noun-en
"interlocutor"-noun-ca "speaker"-noun-en
"parlant"-noun-ca "speaker"-noun-en
"convidat"-noun-ca "guest"-noun-en
"guest"-noun-en "convidat"-noun-ca
"guest"-noun-en "hoste"-noun-ca
"hoste"-noun-ca "guest"-noun-en
"portaveu"-noun-ca "spokesperson"-noun-en
"portaveu"-noun-ca "spokesman"-noun-en
"portaveu"-noun-ca "spokeswoman"-noun-en
"spokesperson"-noun-en "portaveu"-noun-ca
"spokesman"-noun-en "portaveu"-noun-ca
"spokeswoman"-noun-en "portaveu"-noun-ca
"jugador"-noun-ca "player"-noun-en
"player"-noun-en "jugador"-noun-ca
"protagonist"-noun-en "protagonista"-noun-ca
"protagonista"-noun-ca "protagonist"-noun-en
"heroi"-noun-ca "heroine"-noun-en
"heroi"-noun-ca "hero"-noun-en
"heroine"-noun-en "heroi"-noun-ca
"hero"-noun-en "heroi"-noun-ca
"sodi"-noun-ca "sodium"-noun-en
"sodium"-noun-en "sodi"-noun-ca
"cendrer"-noun-ca "ashtray"-noun-en
"ashtray"-noun-en "cendrer"-noun-ca
"rye"-noun-en "sègol"-noun-ca
"sègol"-noun-ca "rye"-noun-en
"segle"-noun-ca "century"-noun-en
"century"-noun-en "segle"-noun-ca
"món"-noun-ca "world"-noun-en
"world"-noun-en "món"-noun-ca
"stress"-noun-en "estrès"-noun-ca
"estrès"-noun-ca "stress"-noun-en
"pole"-noun-en "pol"-noun-ca
"pole"-noun-en "pal"-noun-ca
"pol"-noun-ca "pole"-noun-en
"pal"-noun-ca "pole"-noun-en
"pal"-noun-ca "topmast"-noun-en
"pal"-noun-ca "stick"-noun-en
"topmast"-noun-en "pal"-noun-ca
"stick"-noun-en "pal"-noun-ca
"stick"-noun-en "bastó"-noun-ca
"escrúpol"-noun-ca "scruple"-noun-en
"scruple"-noun-en "escrúpol"-noun-ca
"clima"-noun-ca "climate"-noun-en
"climate"-noun-en "clima"-noun-ca
"esborrany"-noun-ca "draft"-noun-en
"draft"-noun-en "esborrany"-noun-ca
"facció"-noun-ca "faction"-noun-en
"faction"-noun-en "facció"-noun-ca
"cortesia"-noun-ca "courtesy"-noun-en
"courtesy"-noun-en "cortesia"-noun-ca
"certesa"-noun-ca "certainty"-noun-en
"certainty"-noun-en "certesa"-noun-ca
"assegurança"-noun-ca "insurance"-noun-en
"insurance"-noun-en "assegurança"-noun-ca
"llast"-noun-ca "ballast"-noun-en
"ballast"-noun-en "llast"-noun-ca
"evolució"-noun-ca "evolution"-noun-en
"evolution"-noun-en "evolució"-noun-ca
"xassís"-noun-ca "chassis"-noun-en
"chassis"-noun-en "xassís"-noun-ca
"educació"-noun-ca "education"-noun-en
"education"-noun-en "educació"-noun-ca
"pedagogia"-noun-ca "pedagogy"-noun-en
"pedagogy"-noun-en "pedagogia"-noun-ca
"tresor"-noun-ca "treasure"-noun-en
"treasure"-noun-en "tresor"-noun-ca
"earl"-noun-en "comte"-noun-ca
"comte"-noun-ca "earl"-noun-en
"gràfic"-noun-ca "graphics"-noun-en
"gràfic"-noun-ca "chart"-noun-en
"graphics"-noun-en "gràfic"-noun-ca
"chart"-noun-en "gràfic"-noun-ca
"chart"-noun-en "mapa"-noun-ca
"mapa"-noun-ca "chart"-noun-en
"mapa"-noun-ca "map"-noun-en
"map"-noun-en "mapa"-noun-ca
"medalla"-noun-ca "medal"-noun-en
"medal"-noun-en "medalla"-noun-ca
"sweet"-noun-en "llaminadura"-noun-ca
"llaminadura"-noun-ca "sweet"-noun-en
"caramel"-noun-ca "candy"-noun-en
"candy"-noun-en "caramel"-noun-ca
"perill"-noun-ca "danger"-noun-en
"danger"-noun-en "perill"-noun-ca
"delícia"-noun-ca "delight"-noun-en
"delight"-noun-en "delícia"-noun-ca
"satisfacció"-noun-ca "satisfaction"-noun-en
"satisfaction"-noun-en "satisfacció"-noun-ca
"commodity"-noun-en "mercaderia"-noun-ca
"mercaderia"-noun-ca "commodity"-noun-en
"dependència"-noun-ca "dependence"-noun-en
"dependència"-noun-ca "dependency"-noun-en
"dependència"-noun-ca "addiction"-noun-en
"dependence"-noun-en "dependència"-noun-ca
"dependency"-noun-en "dependència"-noun-ca
"addiction"-noun-en "dependència"-noun-ca
"soldier"-noun-en "soldat"-noun-ca
"soldat"-noun-ca "soldier"-noun-en
"radical"-noun-ca "radical"-noun-en
"radical"-noun-en "radical"-noun-ca
"militant"-noun-ca "militant"-noun-en
"militant"-noun-en "militant"-noun-ca
"activist"-noun-en "activista"-noun-ca
"activista"-noun-ca "activist"-noun-en
"tennis"-noun-ca "tennis"-noun-en
"tennis"-noun-en "tennis"-noun-ca
"òxid"-noun-ca "oxide"-noun-en
"oxide"-noun-en "òxid"-noun-ca
"yoke"-noun-en "jou"-noun-ca
"jou"-noun-ca "yoke"-noun-en
"servitude"-noun-en "servitud"-noun-ca
"servitud"-noun-ca "servitude"-noun-en
"intervenció"-noun-ca "intervention"-noun-en
"intervention"-noun-en "intervenció"-noun-ca
"interpel·lació"-noun-ca "interpellation"-noun-en
"interpellation"-noun-en "interpel·lació"-noun-ca
"mediació"-noun-ca "mediation"-noun-en
"mediation"-noun-en "mediació"-noun-ca
"supermarket"-noun-en "supermercat"-noun-ca
"supermercat"-noun-ca "supermarket"-noun-en
"abús"-noun-ca "misuse"-noun-en
"abús"-noun-ca "abuse"-noun-en
"misuse"-noun-en "abús"-noun-ca
"abuse"-noun-en "abús"-noun-ca
"paradís"-noun-ca "paradise"-noun-en
"paradise"-noun-en "paradís"-noun-ca
"paròdia"-noun-ca "parody"-noun-en
"parody"-noun-en "paròdia"-noun-ca
"definició"-noun-ca "definition"-noun-en
"definition"-noun-en "definició"-noun-ca
"administrador"-noun-ca "administrator"-noun-en
"administrator"-noun-en "administrador"-noun-ca
"employee"-noun-en "assalariat"-noun-ca
"employee"-noun-en "empleat"-noun-ca
"assalariat"-noun-ca "employee"-noun-en
"empleat"-noun-ca "employee"-noun-en
"proletariat"-noun-ca "proletariat"-noun-en
"proletariat"-noun-en "proletariat"-noun-ca
"repression"-noun-en "repressió"-noun-ca
"repressió"-noun-ca "repression"-noun-en
"tesi"-noun-ca "thesis"-noun-en
"thesis"-noun-en "tesi"-noun-ca
"cens"-noun-ca "census"-noun-en
"census"-noun-en "cens"-noun-ca
"catàleg"-noun-ca "catalogue"-noun-en
"catalogue"-noun-en "catàleg"-noun-ca
"repertori"-noun-ca "repertoire"-noun-en
"repertoire"-noun-en "repertori"-noun-ca
"pressure"-noun-en "pressió"-noun-ca
"pressió"-noun-ca "pressure"-noun-en
"rigour"-noun-en "rigor"-noun-ca
"rigor"-noun-ca "rigour"-noun-en
"arribada"-noun-ca "arrival"-noun-en
"arrival"-noun-en "arribada"-noun-ca
"Muslim"-noun-en "musulmà"-noun-ca
"musulmà"-noun-ca "Muslim"-noun-en
"maluc"-noun-ca "hip"-noun-en
"hip"-noun-en "maluc"-noun-ca
