"el teu"-determiner-ca "thy"-determiner-en
"a l'aire lliure"-adverb-ca "into the open"-adverb-en
"a l'aire lliure"-adverb-ca "out of doors"-adverb-en
"in the open"-adverb-en "a l'aire lliure"-adverb-ca
"into the open"-adverb-en "a l'aire lliure"-adverb-ca
"out of doors"-adverb-en "a l'aire lliure"-adverb-ca
"algebraically"-adverb-en "algebraicament"-adverb-ca
"algebraicament"-adverb-ca "algebraically"-adverb-en
"algorithmically"-adverb-en "algorítmicament"-adverb-ca
"algorítmicament"-adverb-ca "algorithmically"-adverb-en
"de memòria"-adverb-ca "by rote"-adverb-en
"de memòria"-adverb-ca "from memory"-adverb-en
"by rote"-adverb-en "de memòria"-adverb-ca
"from memory"-adverb-en "de memòria"-adverb-ca
"all the same"-adverb-en "de tota manera"-adverb-ca
"de tota manera"-adverb-ca "all the same"-adverb-en
"all the while"-adverb-en "tota l'estona"-adverb-ca
"tota l'estona"-adverb-ca "all the while"-adverb-en
"tota l'estona"-adverb-ca "the whole while"-adverb-en
"the whole while"-adverb-en "tota l'estona"-adverb-ca
"all things considered"-adverb-en "havent-ho considerat tot"-adverb-ca
"havent-ho considerat tot"-adverb-ca "all things considered"-adverb-en
"all too willingly"-adverb-en "precipitadament"-adverb-ca
"precipitadament"-adverb-ca "all too willingly"-adverb-en
"allegorically"-adverb-en "al·legòricament"-adverb-ca
"al·legòricament"-adverb-ca "allegorically"-adverb-en
"en total"-adverb-ca "in total"-adverb-en
"en total"-adverb-ca "taken altogether"-adverb-en
"in total"-adverb-en "en total"-adverb-ca
"taken altogether"-adverb-en "en total"-adverb-ca
"always at your service"-adverb-en "sempre a la seva disposició"-adverb-ca
"sempre a la seva disposició"-adverb-ca "always at your service"-adverb-en
"sorprenentment"-adverb-ca "startlingly"-adverb-en
"sorprenentment"-adverb-ca "strikingly"-adverb-en
"startlingly"-adverb-en "sorprenentment"-adverb-ca
"strikingly"-adverb-en "sorprenentment"-adverb-ca
"anciently"-adverb-en "antigament"-adverb-ca
"antigament"-adverb-ca "anciently"-adverb-en
"and all that"-adverb-en "i tot això"-adverb-ca
"i tot això"-adverb-ca "and all that"-adverb-en
"i tot això"-adverb-ca "and whatnot"-adverb-en
"and whatnot"-adverb-en "i tot això"-adverb-ca
"anecdotally"-adverb-en "anecdòticament"-adverb-ca
"anecdòticament"-adverb-ca "anecdotally"-adverb-en
"de nou"-adverb-ca "from square one"-adverb-en
"from square one"-adverb-en "de nou"-adverb-ca
"ràpidament"-adverb-ca "promptly"-adverb-en
"ràpidament"-adverb-ca "speedily"-adverb-en
"promptly"-adverb-en "ràpidament"-adverb-ca
"speedily"-adverb-en "ràpidament"-adverb-ca
"aparentment"-adverb-ca "putatively"-adverb-en
"putatively"-adverb-en "aparentment"-adverb-ca
"archaeologically"-adverb-en "arqueològicament"-adverb-ca
"arqueològicament"-adverb-ca "archaeologically"-adverb-en
"architecturally"-adverb-en "arquitectònicament"-adverb-ca
"arquitectònicament"-adverb-ca "architecturally"-adverb-en
"arguably"-adverb-en "possiblement"-adverb-ca
"possiblement"-adverb-ca "arguably"-adverb-en
"around lunchtime"-adverb-en "cap a l'hora de dinar"-adverb-ca
"cap a l'hora de dinar"-adverb-ca "around lunchtime"-adverb-en
"around me"-adverb-en "al meu voltant"-adverb-ca
"al meu voltant"-adverb-ca "around me"-adverb-en
"around us"-adverb-en "al nostre voltant"-adverb-ca
"al nostre voltant"-adverb-ca "around us"-adverb-en
"around you"-adverb-en "al teu voltant"-adverb-ca
"around you"-adverb-en "al vostre voltant"-adverb-ca
"al teu voltant"-adverb-ca "around you"-adverb-en
"al vostre voltant"-adverb-ca "around you"-adverb-en
"as a matter of form"-adverb-en "per formalitat"-adverb-ca
"per formalitat"-adverb-ca "as a matter of form"-adverb-en
"per precaució"-adverb-ca "as a safeguard"-adverb-en
"as a safeguard"-adverb-en "per precaució"-adverb-ca
"as early as possible"-adverb-en "al més aviat possible"-adverb-ca
"al més aviat possible"-adverb-ca "as early as possible"-adverb-en
"as ever"-adverb-en "com sempre"-adverb-ca
"com sempre"-adverb-ca "as ever"-adverb-en
"as far as can be judged"-adverb-en "pel que sembla"-adverb-ca
"pel que sembla"-adverb-ca "as far as can be judged"-adverb-en
"as far as he is concerned"-adverb-en "per la seva part"-adverb-ca
"per la seva part"-adverb-ca "as far as he is concerned"-adverb-en
"per la seva part"-adverb-ca "as far as he's concerned"-adverb-en
"per la seva part"-adverb-ca "as far as she is concerned"-adverb-en
"per la seva part"-adverb-ca "as far as she's concerned"-adverb-en
"per la seva part"-adverb-ca "as far as they are concerned"-adverb-en
"per la seva part"-adverb-ca "as far as they're concerned"-adverb-en
"as far as he's concerned"-adverb-en "per la seva part"-adverb-ca
"as far as she is concerned"-adverb-en "per la seva part"-adverb-ca
"as far as she is concerned"-adverb-en "per part seva"-adverb-ca
"as far as she's concerned"-adverb-en "per la seva part"-adverb-ca
"as far as they are concerned"-adverb-en "per la seva part"-adverb-ca
"as far as they are concerned"-adverb-en "per part seva"-adverb-ca
"as far as they're concerned"-adverb-en "per la seva part"-adverb-ca
"per part seva"-adverb-ca "as far as she is concerned"-adverb-en
"per part seva"-adverb-ca "as far as they are concerned"-adverb-en
"per part seva"-adverb-ca "on her part"-adverb-en
"per part seva"-adverb-ca "on his part"-adverb-en
"per part seva"-adverb-ca "on their part"-adverb-en
"on her part"-adverb-en "per part seva"-adverb-ca
"on her part"-adverb-en "per la seva banda"-adverb-ca
"on his part"-adverb-en "per part seva"-adverb-ca
"on his part"-adverb-en "per la seva banda"-adverb-ca
"on their part"-adverb-en "per part seva"-adverb-ca
"on their part"-adverb-en "per la seva banda"-adverb-ca
"as for that"-adverb-en "quant a això"-adverb-ca
"quant a això"-adverb-ca "as for that"-adverb-en
"quant a això"-adverb-ca "in that regard"-adverb-en
"quant a això"-adverb-ca "in this respect"-adverb-en
"in that regard"-adverb-en "quant a això"-adverb-ca
"in this respect"-adverb-en "quant a això"-adverb-ca
"as if by magic"-adverb-en "com per art d'encanteri"-adverb-ca
"com per art d'encanteri"-adverb-ca "as if by magic"-adverb-en
"as luck would have it"-adverb-en "com era de preveure"-adverb-ca
"com era de preveure"-adverb-ca "as luck would have it"-adverb-en
"amb prou faenes"-adverb-ca "sparsely"-adverb-en
"sparsely"-adverb-en "amb prou faenes"-adverb-ca
"sparsely"-adverb-en "amb prou feines"-adverb-ca
"amb prou feines"-adverb-ca "sparsely"-adverb-en
"as we know it"-adverb-en "com sabem"-adverb-ca
"com sabem"-adverb-ca "as we know it"-adverb-en
"asexually"-adverb-en "asexualment"-adverb-ca
"asexualment"-adverb-ca "asexually"-adverb-en
"astronomically"-adverb-en "astronòmicament"-adverb-ca
"astronòmicament"-adverb-ca "astronomically"-adverb-en
"asymptotically"-adverb-en "asimptòticament"-adverb-ca
"asimptòticament"-adverb-ca "asymptotically"-adverb-en
"at a later date"-adverb-en "més endavant"-adverb-ca
"més endavant"-adverb-ca "at a later date"-adverb-en
"més endavant"-adverb-ca "at some future date"-adverb-en
"més endavant"-adverb-ca "further ahead"-adverb-en
"at some future date"-adverb-en "més endavant"-adverb-ca
"further ahead"-adverb-en "més endavant"-adverb-ca
"at a record low"-adverb-en "en un mal moment"-adverb-ca
"en un mal moment"-adverb-ca "at a record low"-adverb-en
"en un mal moment"-adverb-ca "at an all-time low"-adverb-en
"at an all-time low"-adverb-en "en un mal moment"-adverb-ca
"at a rough estimate"-adverb-en "més o menys"-adverb-ca
"més o menys"-adverb-ca "at a rough estimate"-adverb-en
"més o menys"-adverb-ca "thereabouts"-adverb-en
"thereabouts"-adverb-en "més o menys"-adverb-ca
"sense parar"-adverb-ca "endlessly"-adverb-en
"sense parar"-adverb-ca "no end"-adverb-en
"endlessly"-adverb-en "sense parar"-adverb-ca
"no end"-adverb-en "sense parar"-adverb-ca
"at first appearance"-adverb-en "a primera vista"-adverb-ca
"a primera vista"-adverb-ca "at first appearance"-adverb-en
"a primera vista"-adverb-ca "at first glance"-adverb-en
"a primera vista"-adverb-ca "at first view"-adverb-en
"a primera vista"-adverb-ca "on first sight"-adverb-en
"at first glance"-adverb-en "a primera vista"-adverb-ca
"at first view"-adverb-en "a primera vista"-adverb-ca
"on first sight"-adverb-en "a primera vista"-adverb-ca
"at half-time"-adverb-en "a mitja jornada"-adverb-ca
"a mitja jornada"-adverb-ca "at half-time"-adverb-en
"at midnight"-adverb-en "a mitjanit"-adverb-ca
"a mitjanit"-adverb-ca "at midnight"-adverb-en
"at noon"-adverb-en "al migdia"-adverb-ca
"al migdia"-adverb-ca "at noon"-adverb-en
"al migdia"-adverb-ca "in the middle of the day"-adverb-en
"in the middle of the day"-adverb-en "al migdia"-adverb-ca
"at short notice"-adverb-en "amb poca antelació"-adverb-ca
"amb poca antelació"-adverb-ca "at short notice"-adverb-en
"at that time"-adverb-en "en aquell temps"-adverb-ca
"en aquell temps"-adverb-ca "at that time"-adverb-en
"en aquell temps"-adverb-ca "way back when"-adverb-en
"way back when"-adverb-en "en aquell temps"-adverb-ca
"at the point"-adverb-en "al punt"-adverb-ca
"al punt"-adverb-ca "at the point"-adverb-en
"al costat"-adverb-ca "next door"-adverb-en
"next door"-adverb-en "al costat"-adverb-ca
"at the top of the scale"-adverb-en "al capdamunt de l'escala"-adverb-ca
"al capdamunt de l'escala"-adverb-ca "at the top of the scale"-adverb-en
"at the top"-adverb-en "dalt de tot"-adverb-ca
"dalt de tot"-adverb-ca "at the top"-adverb-en
"at the turn of the century"-adverb-en "al tombant de segle"-adverb-ca
"al tombant de segle"-adverb-ca "at the turn of the century"-adverb-en
"at the very beginning"-adverb-en "de bon començament"-adverb-ca
"de bon començament"-adverb-ca "at the very beginning"-adverb-en
"at your convenience"-adverb-en "quan li vagi bé"-adverb-ca
"quan li vagi bé"-adverb-ca "at your convenience"-adverb-en
"atomically"-adverb-en "atòmicament"-adverb-ca
"atòmicament"-adverb-ca "atomically"-adverb-en
"avidly"-adverb-en "àvidament"-adverb-ca
"àvidament"-adverb-ca "avidly"-adverb-en
"àvidament"-adverb-ca "voraciously"-adverb-en
"voraciously"-adverb-en "àvidament"-adverb-ca
"al revés"-adverb-ca "in reverse"-adverb-en
"in reverse"-adverb-en "al revés"-adverb-ca
"back to square one"-adverb-en "des de zero"-adverb-ca
"des de zero"-adverb-ca "back to square one"-adverb-en
"abans de res"-adverb-ca "before everything"-adverb-en
"before everything"-adverb-en "abans de res"-adverb-ca
"behind closed doors"-adverb-en "a porta tancada"-adverb-ca
"a porta tancada"-adverb-ca "behind closed doors"-adverb-en
"a porta tancada"-adverb-ca "in camera"-adverb-en
"in camera"-adverb-en "a porta tancada"-adverb-ca
"belatedly"-adverb-en "tard"-adverb-ca
"tard"-adverb-ca "belatedly"-adverb-en
"sens dubte"-adverb-ca "unmistakably"-adverb-en
"unmistakably"-adverb-en "sens dubte"-adverb-ca
"biblically"-adverb-en "bíblicament"-adverb-ca
"bíblicament"-adverb-ca "biblically"-adverb-en
"bilaterally"-adverb-en "bilateralment"-adverb-ca
"bilateralment"-adverb-ca "bilaterally"-adverb-en
"bit by bit"-adverb-en "de mica en mica"-adverb-ca
"de mica en mica"-adverb-ca "bit by bit"-adverb-en
"de mica en mica"-adverb-ca "slice-by-slice"-adverb-en
"slice-by-slice"-adverb-en "de mica en mica"-adverb-ca
"bluntly"-adverb-en "clarament"-adverb-ca
"clarament"-adverb-ca "bluntly"-adverb-en
"clarament"-adverb-ca "plainly"-adverb-en
"clarament"-adverb-ca "recognisably"-adverb-en
"plainly"-adverb-en "clarament"-adverb-ca
"recognisably"-adverb-en "clarament"-adverb-ca
"alegrement"-adverb-ca "joyfully"-adverb-en
"alegrement"-adverb-ca "playfully"-adverb-en
"joyfully"-adverb-en "alegrement"-adverb-ca
"playfully"-adverb-en "alegrement"-adverb-ca
"breument"-adverb-ca "concisely"-adverb-en
"breument"-adverb-ca "succinctly"-adverb-en
"concisely"-adverb-en "breument"-adverb-ca
"succinctly"-adverb-en "breument"-adverb-ca
"bright and early"-adverb-en "de bon matí"-adverb-ca
"de bon matí"-adverb-ca "bright and early"-adverb-en
"de bon matí"-adverb-ca "early in the morning"-adverb-en
"de bon matí"-adverb-ca "in the early morning"-adverb-en
"de bon matí"-adverb-ca "very early in the morning"-adverb-en
"early in the morning"-adverb-en "de bon matí"-adverb-ca
"in the early morning"-adverb-en "de bon matí"-adverb-ca
"very early in the morning"-adverb-en "de bon matí"-adverb-ca
"but then"-adverb-en "però llavors"-adverb-ca
"però llavors"-adverb-ca "but then"-adverb-en
"by and by"-adverb-en "més tard"-adverb-ca
"més tard"-adverb-ca "by and by"-adverb-en
"més tard"-adverb-ca "later on"-adverb-en
"later on"-adverb-en "més tard"-adverb-ca
"by appointment"-adverb-en "a hores convingudes"-adverb-ca
"a hores convingudes"-adverb-ca "by appointment"-adverb-en
"by birth"-adverb-en "de naixement"-adverb-ca
"de naixement"-adverb-ca "by birth"-adverb-en
"by daylight"-adverb-en "de dia"-adverb-ca
"de dia"-adverb-ca "by daylight"-adverb-en
"de dia"-adverb-ca "by day"-adverb-en
"de dia"-adverb-ca "in the daytime"-adverb-en
"by day"-adverb-en "de dia"-adverb-ca
"in the daytime"-adverb-en "de dia"-adverb-ca
"by foot"-adverb-en "a peu"-adverb-ca
"a peu"-adverb-ca "by foot"-adverb-en
"by half"-adverb-en "per la meitat"-adverb-ca
"per la meitat"-adverb-ca "by half"-adverb-en
"per la meitat"-adverb-ca "down the middle"-adverb-en
"per la meitat"-adverb-ca "in twos"-adverb-en
"down the middle"-adverb-en "per la meitat"-adverb-ca
"in twos"-adverb-en "per la meitat"-adverb-ca
"by hook or by crook"-adverb-en "de grat o per força"-adverb-ca
"de grat o per força"-adverb-ca "by hook or by crook"-adverb-en
"de grat o per força"-adverb-ca "willy nilly"-adverb-en
"willy nilly"-adverb-en "de grat o per força"-adverb-ca
"by rotation"-adverb-en "per rotació"-adverb-ca
"per rotació"-adverb-ca "by rotation"-adverb-en
"by some means or other"-adverb-en "d'alguna manera o altra"-adverb-ca
"d'alguna manera o altra"-adverb-ca "by some means or other"-adverb-en
"by the day"-adverb-en "al dia"-adverb-ca
"al dia"-adverb-ca "by the day"-adverb-en
"al dia"-adverb-ca "from hand to mouth"-adverb-en
"al dia"-adverb-ca "up to schedule"-adverb-en
"from hand to mouth"-adverb-en "al dia"-adverb-ca
"up to schedule"-adverb-en "al dia"-adverb-ca
"by the month"-adverb-en "al mes"-adverb-ca
"al mes"-adverb-ca "by the month"-adverb-en
"by the week"-adverb-en "a la setmana"-adverb-ca
"a la setmana"-adverb-ca "by the week"-adverb-en
"by the year"-adverb-en "a l'any"-adverb-ca
"a l'any"-adverb-ca "by the year"-adverb-en
"casualment"-adverb-ca "coincidentally"-adverb-en
"coincidentally"-adverb-en "casualment"-adverb-ca
"centrally"-adverb-en "centralment"-adverb-ca
"centralment"-adverb-ca "centrally"-adverb-en
"principalment"-adverb-ca "predominately"-adverb-en
"predominately"-adverb-en "principalment"-adverb-ca
"classically"-adverb-en "clàssicament"-adverb-ca
"clàssicament"-adverb-ca "classically"-adverb-en
"cognitively"-adverb-en "cognitivament"-adverb-ca
"cognitivament"-adverb-ca "cognitively"-adverb-en
"coldly"-adverb-en "fredament"-adverb-ca
"fredament"-adverb-ca "coldly"-adverb-en
"fredament"-adverb-ca "coolly"-adverb-en
"coolly"-adverb-en "fredament"-adverb-ca
"collaboratively"-adverb-en "col·laborativament"-adverb-ca
"col·laborativament"-adverb-ca "collaboratively"-adverb-en
"colloquially"-adverb-en "col·loquialment"-adverb-ca
"col·loquialment"-adverb-ca "colloquially"-adverb-en
"come hell or high water"-adverb-en "passi el que passi"-adverb-ca
"passi el que passi"-adverb-ca "come hell or high water"-adverb-en
"comically"-adverb-en "còmicament"-adverb-ca
"còmicament"-adverb-ca "comically"-adverb-en
"exhaustivament"-adverb-ca "exhaustively"-adverb-en
"exhaustively"-adverb-en "exhaustivament"-adverb-ca
"conservatively"-adverb-en "convencionalment"-adverb-ca
"convencionalment"-adverb-ca "conservatively"-adverb-en
"conspicuously"-adverb-en "visiblement"-adverb-ca
"visiblement"-adverb-ca "conspicuously"-adverb-en
"contemptuously"-adverb-en "irrespectuosament"-adverb-ca
"irrespectuosament"-adverb-ca "contemptuously"-adverb-en
"contextually"-adverb-en "contextualment"-adverb-ca
"contextualment"-adverb-ca "contextually"-adverb-en
"contractually"-adverb-en "contractualment"-adverb-ca
"contractualment"-adverb-ca "contractually"-adverb-en
"convenientment"-adverb-ca "fittingly"-adverb-en
"convenientment"-adverb-ca "handily"-adverb-en
"fittingly"-adverb-en "convenientment"-adverb-ca
"handily"-adverb-en "convenientment"-adverb-ca
"correspondingly"-adverb-en "proporcionalment"-adverb-ca
"proporcionalment"-adverb-ca "correspondingly"-adverb-en
"criminally"-adverb-en "criminalment"-adverb-ca
"criminalment"-adverb-ca "criminally"-adverb-en
"crucially"-adverb-en "crucialment"-adverb-ca
"crucialment"-adverb-ca "crucially"-adverb-en
"crudely"-adverb-en "vulgarment"-adverb-ca
"vulgarment"-adverb-ca "crudely"-adverb-en
"cryptically"-adverb-en "crípticament"-adverb-ca
"crípticament"-adverb-ca "cryptically"-adverb-en
"curiosament"-adverb-ca "oddly"-adverb-en
"oddly"-adverb-en "curiosament"-adverb-ca
"customarily"-adverb-en "típicament"-adverb-ca
"típicament"-adverb-ca "customarily"-adverb-en
"cyclically"-adverb-en "cíclicament"-adverb-ca
"cíclicament"-adverb-ca "cyclically"-adverb-en
"perillosament"-adverb-ca "treacherously"-adverb-en
"treacherously"-adverb-en "perillosament"-adverb-ca
"darkly"-adverb-en "negativament"-adverb-ca
"negativament"-adverb-ca "darkly"-adverb-en
"negativament"-adverb-ca "unfavorably"-adverb-en
"unfavorably"-adverb-en "negativament"-adverb-ca
"day after day"-adverb-en "dia rera dia"-adverb-ca
"dia rera dia"-adverb-ca "day after day"-adverb-en
"defensively"-adverb-en "defensivament"-adverb-ca
"defensivament"-adverb-ca "defensively"-adverb-en
"intencionadament"-adverb-ca "purposefully"-adverb-en
"purposefully"-adverb-en "intencionadament"-adverb-ca
"delicately"-adverb-en "delicadament"-adverb-ca
"delicadament"-adverb-ca "delicately"-adverb-en
"differentially"-adverb-en "diferencialment"-adverb-ca
"diferencialment"-adverb-ca "differentially"-adverb-en
"directionally"-adverb-en "direccionalment"-adverb-ca
"direccionalment"-adverb-ca "directionally"-adverb-en
"directament"-adverb-ca "natively"-adverb-en
"natively"-adverb-en "directament"-adverb-ca
"discreetly"-adverb-en "discretament"-adverb-ca
"discretament"-adverb-ca "discreetly"-adverb-en
"divinely"-adverb-en "divinament"-adverb-ca
"divinament"-adverb-ca "divinely"-adverb-en
"dogmatically"-adverb-en "dogmàticament"-adverb-ca
"dogmàticament"-adverb-ca "dogmatically"-adverb-en
"due east"-adverb-en "directament a l'est"-adverb-ca
"directament a l'est"-adverb-ca "due east"-adverb-en
"due north"-adverb-en "directament al nord"-adverb-ca
"directament al nord"-adverb-ca "due north"-adverb-en
"due south"-adverb-en "directament al sud"-adverb-ca
"directament al sud"-adverb-ca "due south"-adverb-en
"due west"-adverb-en "directament a l'oest"-adverb-ca
"directament a l'oest"-adverb-ca "due west"-adverb-en
"during the summer"-adverb-en "a l'estiu"-adverb-ca
"a l'estiu"-adverb-ca "during the summer"-adverb-en
"a l'estiu"-adverb-ca "in the summer"-adverb-en
"in the summer"-adverb-en "a l'estiu"-adverb-ca
"during the winter"-adverb-en "a l'hivern"-adverb-ca
"a l'hivern"-adverb-ca "during the winter"-adverb-en
"a l'hivern"-adverb-ca "in the winter"-adverb-en
"in the winter"-adverb-en "a l'hivern"-adverb-ca
"dutifully"-adverb-en "responsablement"-adverb-ca
"responsablement"-adverb-ca "dutifully"-adverb-en
"econòmicament"-adverb-ca "inexpensively"-adverb-en
"inexpensively"-adverb-en "econòmicament"-adverb-ca
"eficaçment"-adverb-ca "effectually"-adverb-en
"effectually"-adverb-en "eficaçment"-adverb-ca
"electorally"-adverb-en "electoralment"-adverb-ca
"electoralment"-adverb-ca "electorally"-adverb-en
"elliptically"-adverb-en "el·lípticament"-adverb-ca
"el·lípticament"-adverb-ca "elliptically"-adverb-en
"end to end"-adverb-en "de punta a punta"-adverb-ca
"de punta a punta"-adverb-ca "end to end"-adverb-en
"de punta a punta"-adverb-ca "end-to-end"-adverb-en
"end-to-end"-adverb-en "de punta a punta"-adverb-ca
"imprevisiblement"-adverb-ca "unpredictably"-adverb-en
"unpredictably"-adverb-en "imprevisiblement"-adverb-ca
"erròniament"-adverb-ca "inaccurately"-adverb-en
"inaccurately"-adverb-en "erròniament"-adverb-ca
"eternally"-adverb-en "eternament"-adverb-ca
"eternament"-adverb-ca "eternally"-adverb-en
"ever since"-adverb-en "des d'aleshores"-adverb-ca
"des d'aleshores"-adverb-ca "ever since"-adverb-en
"des d'aleshores"-adverb-ca "from then on"-adverb-en
"des d'aleshores"-adverb-ca "thenceforth"-adverb-en
"des d'aleshores"-adverb-ca "thenceforward"-adverb-en
"des d'aleshores"-adverb-ca "thenceforwards"-adverb-en
"from then on"-adverb-en "des d'aleshores"-adverb-ca
"thenceforth"-adverb-en "des d'aleshores"-adverb-ca
"thenceforward"-adverb-en "des d'aleshores"-adverb-ca
"thenceforwards"-adverb-en "des d'aleshores"-adverb-ca
"cada dia"-adverb-ca "every single day"-adverb-en
"every single day"-adverb-en "cada dia"-adverb-ca
"every fortnight"-adverb-en "cada quinzena"-adverb-ca
"cada quinzena"-adverb-ca "every fortnight"-adverb-en
"every other day"-adverb-en "cada dos dies"-adverb-ca
"cada dos dies"-adverb-ca "every other day"-adverb-en
"every other year"-adverb-en "cada dos anys"-adverb-ca
"cada dos anys"-adverb-ca "every other year"-adverb-en
"cada dos anys"-adverb-ca "every two years"-adverb-en
"every two years"-adverb-en "cada dos anys"-adverb-ca
"evidentment"-adverb-ca "patently"-adverb-en
"patently"-adverb-en "evidentment"-adverb-ca
"excessivament"-adverb-ca "overly"-adverb-en
"overly"-adverb-en "excessivament"-adverb-ca
"exponentially"-adverb-en "exponencialment"-adverb-ca
"exponencialment"-adverb-ca "exponentially"-adverb-en
"externally"-adverb-en "externament"-adverb-ca
"externament"-adverb-ca "externally"-adverb-en
"externament"-adverb-ca "outwardly"-adverb-en
"outwardly"-adverb-en "externament"-adverb-ca
"facetiously"-adverb-en "irònicament"-adverb-ca
"irònicament"-adverb-ca "facetiously"-adverb-en
"factually"-adverb-en "objectivament"-adverb-ca
"objectivament"-adverb-ca "factually"-adverb-en
"far behind"-adverb-en "molt enrere"-adverb-ca
"molt enrere"-adverb-ca "far behind"-adverb-en
"far from here"-adverb-en "lluny d'aquí"-adverb-ca
"lluny d'aquí"-adverb-ca "far from here"-adverb-en
"fatally"-adverb-en "fatalment"-adverb-ca
"fatalment"-adverb-ca "fatally"-adverb-en
"favorably"-adverb-en "favorablement"-adverb-ca
"favorablement"-adverb-ca "favorably"-adverb-en
"ferociously"-adverb-en "feroçment"-adverb-ca
"feroçment"-adverb-ca "ferociously"-adverb-en
"figuratively"-adverb-en "figurativament"-adverb-ca
"figurativament"-adverb-ca "figuratively"-adverb-en
"finely"-adverb-en "finament"-adverb-ca
"finament"-adverb-ca "finely"-adverb-en
"fermament"-adverb-ca "securely"-adverb-en
"fermament"-adverb-ca "uncompromisingly"-adverb-en
"securely"-adverb-en "fermament"-adverb-ca
"uncompromisingly"-adverb-en "fermament"-adverb-ca
"en primer lloc"-adverb-ca "in the first instance"-adverb-en
"in the first instance"-adverb-en "en primer lloc"-adverb-ca
"fiscally"-adverb-en "fiscalment"-adverb-ca
"fiscalment"-adverb-ca "fiscally"-adverb-en
"for a start"-adverb-en "per començar"-adverb-ca
"per començar"-adverb-ca "for a start"-adverb-en
"per començar"-adverb-ca "to start off with"-adverb-en
"to start off with"-adverb-en "per començar"-adverb-ca
"for all that"-adverb-en "no obstant això"-adverb-ca
"no obstant això"-adverb-ca "for all that"-adverb-en
"no obstant això"-adverb-ca "none the less"-adverb-en
"none the less"-adverb-en "no obstant això"-adverb-ca
"for an unlimited period"-adverb-en "per un període il·limitat"-adverb-ca
"per un període il·limitat"-adverb-ca "for an unlimited period"-adverb-en
"for certain"-adverb-en "de segur"-adverb-ca
"de segur"-adverb-ca "for certain"-adverb-en
"de segur"-adverb-ca "in all probability"-adverb-en
"in all probability"-adverb-en "de segur"-adverb-ca
"per sempre més"-adverb-ca "for evermore"-adverb-en
"for evermore"-adverb-en "per sempre més"-adverb-ca
"for general use"-adverb-en "d'ús general"-adverb-ca
"d'ús general"-adverb-ca "for general use"-adverb-en
"for perpetuity"-adverb-en "a perpetuïtat"-adverb-ca
"a perpetuïtat"-adverb-ca "for perpetuity"-adverb-en
"a perpetuïtat"-adverb-ca "in all perpetuity"-adverb-en
"a perpetuïtat"-adverb-ca "in perpetuity"-adverb-en
"in all perpetuity"-adverb-en "a perpetuïtat"-adverb-ca
"in perpetuity"-adverb-en "a perpetuïtat"-adverb-ca
"for professional reasons"-adverb-en "per raons professionals"-adverb-ca
"per raons professionals"-adverb-ca "for professional reasons"-adverb-en
"de veritat"-adverb-ca "in a very real sense"-adverb-en
"in a very real sense"-adverb-en "de veritat"-adverb-ca
"for rent"-adverb-en "per llogar"-adverb-ca
"per llogar"-adverb-ca "for rent"-adverb-en
"for some reason or another"-adverb-en "per una raó o altra"-adverb-ca
"per una raó o altra"-adverb-ca "for some reason or another"-adverb-en
"per una raó o altra"-adverb-ca "for some reason or other"-adverb-en
"for some reason or other"-adverb-en "per una raó o altra"-adverb-ca
"for that very reason"-adverb-en "per aquella mateixa raó"-adverb-ca
"per aquella mateixa raó"-adverb-ca "for that very reason"-adverb-en
"for the second time around"-adverb-en "per segona vegada consecutiva"-adverb-ca
"per segona vegada consecutiva"-adverb-ca "for the second time around"-adverb-en
"per segona vegada consecutiva"-adverb-ca "for the second time round"-adverb-en
"for the second time round"-adverb-en "per segona vegada consecutiva"-adverb-ca
"lliurement"-adverb-ca "loosely"-adverb-en
"loosely"-adverb-en "lliurement"-adverb-ca
"recentment"-adverb-ca "latterly"-adverb-en
"latterly"-adverb-en "recentment"-adverb-ca
"from a distance"-adverb-en "de lluny"-adverb-ca
"de lluny"-adverb-ca "from a distance"-adverb-en
"de lluny"-adverb-ca "in the distance"-adverb-en
"in the distance"-adverb-en "de lluny"-adverb-ca
"from A to B"-adverb-en "de la A a la B"-adverb-ca
"de la A a la B"-adverb-ca "from A to B"-adverb-en
"from A to Z"-adverb-en "de la A a la Z"-adverb-ca
"de la A a la Z"-adverb-ca "from A to Z"-adverb-en
"from across the sea"-adverb-en "d'ultramar"-adverb-ca
"d'ultramar"-adverb-ca "from across the sea"-adverb-en
"from afar"-adverb-en "de molt lluny"-adverb-ca
"de molt lluny"-adverb-ca "from afar"-adverb-en
"de molt lluny"-adverb-ca "from far away"-adverb-en
"de molt lluny"-adverb-ca "in the far distance"-adverb-en
"from far away"-adverb-en "de molt lluny"-adverb-ca
"in the far distance"-adverb-en "de molt lluny"-adverb-ca
"from over there"-adverb-en "des d'allà"-adverb-ca
"des d'allà"-adverb-ca "from over there"-adverb-en
"from scratch"-adverb-en "de zero"-adverb-ca
"de zero"-adverb-ca "from scratch"-adverb-en
"from side to side"-adverb-en "de banda a banda"-adverb-ca
"de banda a banda"-adverb-ca "from side to side"-adverb-en
"from that day forth"-adverb-en "d'aquell dia ençà"-adverb-ca
"d'aquell dia ençà"-adverb-ca "from that day forth"-adverb-en
"d'aquell dia ençà"-adverb-ca "from that day on"-adverb-en
"d'aquell dia ençà"-adverb-ca "from that day onwards"-adverb-en
"from that day on"-adverb-en "d'aquell dia ençà"-adverb-ca
