"quelque"-determiner-fr "qualque"-determiner-oc
"celui-ci"-pronoun-fr "aqueth"-pronoun-oc
"aguest"-pronoun-oc "celui-ci"-pronoun-fr
"celui"-pronoun-fr "aquel"-pronoun-oc
"aqueth"-pronoun-oc "celui-ci"-pronoun-fr
"se"-reflexivePersonalPronoun-fr "se"-pronoun-oc
"se"-pronoun-oc "se"-reflexivePersonalPronoun-fr
"se"-pronoun-oc "se"-pronoun-fr
"òm"-pronoun-oc "on"-pronoun-fr
"on"-pronoun-fr "òm"-pronoun-oc
"se"-pronoun-fr "se"-pronoun-oc
"vous"-pronoun-fr "vos"-pronoun-oc
"vous"-pronoun-fr "vosautres"-pronoun-oc
"vos"-pronoun-oc "vous"-pronoun-fr
"vosautres"-pronoun-oc "vous"-pronoun-fr
"lui"-pronoun-fr "el"-pronoun-oc
"el"-pronoun-oc "lui"-pronoun-fr
"el"-pronoun-oc "il"-pronoun-fr
"el"-pronoun-oc "eux"-pronoun-fr
"il"-pronoun-fr "el"-pronoun-oc
"eux"-pronoun-fr "el"-pronoun-oc
"nous"-pronoun-fr "nos"-pronoun-oc
"nos"-pronoun-oc "nous"-pronoun-fr
"le"-pronoun-fr "o"-pronoun-oc
"le"-pronoun-fr "lo"-pronoun-oc
"o"-pronoun-oc "le"-pronoun-fr
"lo"-pronoun-oc "le"-pronoun-fr
"tu"-pronoun-oc "toi"-pronoun-fr
"toi"-pronoun-fr "tu"-pronoun-oc
"tot"-pronoun-oc "tout"-pronoun-fr
"tout"-pronoun-fr "tot"-pronoun-oc
"chacun"-pronoun-fr "cadun"-pronoun-oc
"cadun"-pronoun-oc "chacun"-pronoun-fr
"personne"-pronoun-fr "arrés"-pronoun-oc
"personne"-pronoun-fr "degun"-pronoun-oc
"arrés"-pronoun-oc "personne"-pronoun-fr
"degun"-pronoun-oc "personne"-pronoun-fr
"quelque chose"-pronoun-fr "qualquarren"-pronoun-oc
"quelque chose"-pronoun-fr "quauquarren"-pronoun-oc
"quelque chose"-pronoun-fr "quicòm"-pronoun-oc
"qualquarren"-pronoun-oc "quelque chose"-pronoun-fr
"quauquarren"-pronoun-oc "quelque chose"-pronoun-fr
"quicòm"-pronoun-oc "quelque chose"-pronoun-fr
"quelqu'un"-pronoun-fr "qualqu'un"-pronoun-oc
"qualqu'un"-pronoun-oc "quelqu'un"-pronoun-fr
"où"-adverb-fr "on"-adverb-oc
"où"-adverb-fr "ont"-adverb-oc
"on"-adverb-oc "où"-adverb-fr
"ont"-adverb-oc "où"-adverb-fr
"quora"-adverb-oc "quand"-adverb-fr
"quand"-adverb-fr "quora"-adverb-oc
"quand"-relativePronoun-oc "quand"-relativePronoun-fr
"quand"-relativePronoun-fr "quand"-relativePronoun-oc
"moyennant"-preposition-fr "mejançant"-preposition-oc
"mejançant"-preposition-oc "moyennant"-preposition-fr
"par l'intermédiaire de"-preposition-fr "per medi de"-preposition-oc
"per medi de"-preposition-oc "par l'intermédiaire de"-preposition-fr
"segontes"-preposition-oc "selon"-preposition-fr
"selon"-preposition-fr "segontes"-preposition-oc
"selon"-preposition-fr "segon"-preposition-oc
"selon"-preposition-fr "segons"-preposition-oc
"segon"-preposition-oc "selon"-preposition-fr
"segons"-preposition-oc "selon"-preposition-fr
"à cause de"-preposition-fr "a causa de"-preposition-oc
"a causa de"-preposition-oc "à cause de"-preposition-fr
"tamb"-preposition-oc "avec"-preposition-fr
"avec"-preposition-fr "tamb"-preposition-oc
"avec"-preposition-fr "tab"-preposition-oc
"avec"-preposition-fr "embe"-preposition-oc
"avec"-preposition-fr "emb"-preposition-oc
"avec"-preposition-fr "damb"-preposition-oc
"avec"-preposition-fr "dab"-preposition-oc
"avec"-preposition-fr "ambe"-preposition-oc
"avec"-preposition-fr "amb"-preposition-oc
"tab"-preposition-oc "avec"-preposition-fr
"embe"-preposition-oc "avec"-preposition-fr
"emb"-preposition-oc "avec"-preposition-fr
"damb"-preposition-oc "avec"-preposition-fr
"dab"-preposition-oc "avec"-preposition-fr
"ambe"-preposition-oc "avec"-preposition-fr
"amb"-preposition-oc "avec"-preposition-fr
"devèrs"-preposition-oc "envers"-preposition-fr
"devèrs"-preposition-oc "vers"-preposition-fr
"envers"-preposition-fr "devèrs"-preposition-oc
"envers"-preposition-fr "envèrs"-preposition-oc
"vers"-preposition-fr "devèrs"-preposition-oc
"envèrs"-preposition-oc "envers"-preposition-fr
"après"-preposition-fr "dempús de"-preposition-oc
"après"-preposition-fr "despús de"-preposition-oc
"après"-preposition-fr "après"-preposition-oc
"dempús de"-preposition-oc "après"-preposition-fr
"despús de"-preposition-oc "après"-preposition-fr
"après"-preposition-oc "après"-preposition-fr
"despuòi"-preposition-oc "depuis"-preposition-fr
"depuis"-preposition-fr "despuòi"-preposition-oc
"depuis"-preposition-fr "despuèi"-preposition-oc
"depuis"-preposition-fr "desespuèi"-preposition-oc
"depuis"-preposition-fr "desempuèi"-preposition-oc
"depuis"-preposition-fr "dempuòi"-preposition-oc
"depuis"-preposition-fr "dempuèi"-preposition-oc
"despuèi"-preposition-oc "depuis"-preposition-fr
"desespuèi"-preposition-oc "depuis"-preposition-fr
"desempuèi"-preposition-oc "depuis"-preposition-fr
"dempuòi"-preposition-oc "depuis"-preposition-fr
"dempuèi"-preposition-oc "depuis"-preposition-fr
"enta"-preposition-oc "pour"-preposition-fr
"pour"-preposition-fr "enta"-preposition-oc
"pour"-preposition-fr "tà"-preposition-oc
"pour"-preposition-fr "entà per'mor de"-preposition-oc
"pour"-preposition-fr "entà"-preposition-oc
"pour"-preposition-fr "per a"-preposition-oc
"pour"-preposition-fr "per"-preposition-oc
"pour"-preposition-fr "entad"-preposition-oc
"tà"-preposition-oc "pour"-preposition-fr
"entà per'mor de"-preposition-oc "pour"-preposition-fr
"entà"-preposition-oc "pour"-preposition-fr
"per a"-preposition-oc "pour"-preposition-fr
"per"-preposition-oc "pour"-preposition-fr
"entad"-preposition-oc "pour"-preposition-fr
"à travers"-preposition-fr "a travèrs de"-preposition-oc
"à travers"-preposition-fr "a trauèrs de"-preposition-oc
"a travèrs de"-preposition-oc "à travers"-preposition-fr
"a trauèrs de"-preposition-oc "à travers"-preposition-fr
"pendent"-preposition-oc "pendant"-preposition-fr
"pendent"-preposition-oc "durant"-preposition-fr
"pendant"-preposition-fr "pendent"-preposition-oc
"durant"-preposition-fr "pendent"-preposition-oc
"entad aiçò qu'ei a"-preposition-oc "quant à"-preposition-fr
"entad aiçò qu'ei a"-preposition-oc "par rapport à"-preposition-fr
"entad aiçò qu'ei a"-preposition-oc "pour ce qui est de"-preposition-fr
"quant à"-preposition-fr "entad aiçò qu'ei a"-preposition-oc
"quant à"-preposition-fr "entad açò qu'ei a"-preposition-oc
"quant à"-preposition-fr "en çò que toque a"-preposition-oc
"quant à"-preposition-fr "en çò que hè a"-preposition-oc
"par rapport à"-preposition-fr "entad aiçò qu'ei a"-preposition-oc
"par rapport à"-preposition-fr "entad açò qu'ei a"-preposition-oc
"par rapport à"-preposition-fr "en çò que hè a"-preposition-oc
"pour ce qui est de"-preposition-fr "entad aiçò qu'ei a"-preposition-oc
"pour ce qui est de"-preposition-fr "entad açò qu'ei a"-preposition-oc
"pour ce qui est de"-preposition-fr "en çò que toque a"-preposition-oc
"pour ce qui est de"-preposition-fr "en çò que hè a"-preposition-oc
"entad açò qu'ei a"-preposition-oc "quant à"-preposition-fr
"entad açò qu'ei a"-preposition-oc "par rapport à"-preposition-fr
"entad açò qu'ei a"-preposition-oc "pour ce qui est de"-preposition-fr
"en çò que toque a"-preposition-oc "quant à"-preposition-fr
"en çò que toque a"-preposition-oc "pour ce qui est de"-preposition-fr
"en çò que toque a"-preposition-oc "en ce qui concerne"-preposition-fr
"en çò que hè a"-preposition-oc "quant à"-preposition-fr
"en çò que hè a"-preposition-oc "par rapport à"-preposition-fr
"en çò que hè a"-preposition-oc "pour ce qui est de"-preposition-fr
"en ce qui concerne"-preposition-fr "en çò que toque a"-preposition-oc
"en ce qui concerne"-preposition-fr "en çò que fa a"-preposition-oc
"en çò que fa a"-preposition-oc "en ce qui concerne"-preposition-fr
"au sujet de"-preposition-fr "en çò que tanh a"-preposition-oc
"en çò que tanh a"-preposition-oc "au sujet de"-preposition-fr
"sur"-preposition-fr "sus"-preposition-oc
"sur"-preposition-fr "dessús de"-preposition-oc
"sur"-preposition-fr "demont de"-preposition-oc
"sus"-preposition-oc "sur"-preposition-fr
"dessús de"-preposition-oc "sur"-preposition-fr
"demont de"-preposition-oc "sur"-preposition-fr
"dans"-preposition-fr "dins"-preposition-oc
"dins"-preposition-oc "dans"-preposition-fr
"sous"-preposition-fr "sota"-preposition-oc
"sous"-preposition-fr "jos"-preposition-oc
"sota"-preposition-oc "sous"-preposition-fr
"jos"-preposition-oc "sous"-preposition-fr
"sens"-preposition-oc "sans"-preposition-fr
"sans"-preposition-fr "sens"-preposition-oc
"enter"-preposition-oc "parmi"-preposition-fr
"enter"-preposition-oc "entre"-preposition-fr
"parmi"-preposition-fr "enter"-preposition-oc
"parmi"-preposition-fr "demest"-preposition-oc
"entre"-preposition-fr "enter"-preposition-oc
"entre"-preposition-fr "entre"-preposition-oc
"demest"-preposition-oc "parmi"-preposition-fr
"entre"-preposition-oc "entre"-preposition-fr
"contre"-preposition-fr "còntra"-preposition-oc
"còntra"-preposition-oc "contre"-preposition-fr
"en échange de"-preposition-fr "en escambi de"-preposition-oc
"en escambi de"-preposition-oc "en échange de"-preposition-fr
"devant"-preposition-fr "davant"-preposition-oc
"devant"-preposition-fr "devant"-preposition-oc
"davant"-preposition-oc "devant"-preposition-fr
"devant"-preposition-oc "devant"-preposition-fr
"brun"-adjective-oc "brun"-adjective-fr
"brun"-adjective-fr "brun"-adjective-oc
"perfilar"-verb-oc "profiler"-verb-fr
"profiler"-verb-fr "perfilar"-verb-oc
"augurer"-verb-fr "augurar"-verb-oc
"augurar"-verb-oc "augurer"-verb-fr
"crus"-adjective-oc "cru"-adjective-fr
"cru"-adjective-fr "crus"-adjective-oc
"cru"-adjective-fr "cru"-adjective-oc
"cru"-adjective-oc "cru"-adjective-fr
"comprensible"-adjective-oc "compréhensible"-adjective-fr
"compréhensible"-adjective-fr "comprensible"-adjective-oc
"excellent"-adjective-oc "excellent"-adjective-fr
"excellent"-adjective-fr "excellent"-adjective-oc
"parfait"-adjective-fr "perfècte"-adjective-oc
"parfait"-adjective-fr "perfièit"-adjective-oc
"parfait"-adjective-fr "perfièch"-adjective-oc
"perfècte"-adjective-oc "parfait"-adjective-fr
"perfièit"-adjective-oc "parfait"-adjective-fr
"perfièch"-adjective-oc "parfait"-adjective-fr
"impecable"-adjective-oc "impeccable"-adjective-fr
"impeccable"-adjective-fr "impecable"-adjective-oc
"indusir"-verb-oc "induire"-verb-fr
"induire"-verb-fr "indusir"-verb-oc
"impuissant"-adjective-fr "impotent"-adjective-oc
"impotent"-adjective-oc "impuissant"-adjective-fr
"agilizar"-verb-oc "rendre agile"-verb-fr
"rendre agile"-verb-fr "agilizar"-verb-oc
"empuntar"-verb-oc "trébucher"-verb-fr
"trébucher"-verb-fr "empuntar"-verb-oc
"recent"-adjective-oc "récent"-adjective-fr
"récent"-adjective-fr "recent"-adjective-oc
"fresc"-adjective-oc "frais"-adjective-fr
"frais"-adjective-fr "fresc"-adjective-oc
"compétent"-adjective-fr "competent"-adjective-oc
"competent"-adjective-oc "compétent"-adjective-fr
"capable"-adjective-fr "capable"-adjective-oc
"capable"-adjective-oc "capable"-adjective-fr
"favorit"-adjective-oc "favori"-adjective-fr
"favori"-adjective-fr "favorit"-adjective-oc
"operar"-verb-oc "opérer"-verb-fr
"opérer"-verb-fr "operar"-verb-oc
"scier"-verb-fr "ressegar"-verb-oc
"ressegar"-verb-oc "scier"-verb-fr
"dreita"-noun-oc "droite"-noun-fr
"droite"-noun-fr "dreita"-noun-oc
"droite"-noun-fr "drecha"-noun-oc
"drecha"-noun-oc "droite"-noun-fr
"exempcion"-noun-oc "exemption"-noun-fr
"exemption"-noun-fr "exempcion"-noun-oc
"version"-noun-oc "version"-noun-fr
"version"-noun-fr "version"-noun-oc
"interprétation"-noun-fr "interpretacion"-noun-oc
"interpretacion"-noun-oc "interprétation"-noun-fr
"messe"-noun-fr "messa"-noun-oc
"messa"-noun-oc "messe"-noun-fr
"photo"-noun-fr "fotò"-noun-oc
"photo"-noun-fr "fòto"-noun-oc
"fotò"-noun-oc "photo"-noun-fr
"fòto"-noun-oc "photo"-noun-fr
"respect"-noun-fr "respècte"-noun-oc
"respècte"-noun-oc "respect"-noun-fr
"proa"-noun-oc "proue"-noun-fr
"proue"-noun-fr "proa"-noun-oc
"nostalgie"-noun-fr "nostalgia"-noun-oc
"nostalgie"-noun-fr "languidura"-noun-oc
"nostalgie"-noun-fr "languison"-noun-oc
"nostalgia"-noun-oc "nostalgie"-noun-fr
"languidura"-noun-oc "nostalgie"-noun-fr
"languison"-noun-oc "nostalgie"-noun-fr
"sospir"-noun-oc "soupir"-noun-fr
"soupir"-noun-fr "sospir"-noun-oc
"auragan"-noun-oc "ouragan"-noun-fr
"ouragan"-noun-fr "auragan"-noun-oc
"tempèsta"-noun-oc "tempête"-noun-fr
"tempête"-noun-fr "tempèsta"-noun-oc
"conviction"-noun-fr "conviccion"-noun-oc
"conviccion"-noun-oc "conviction"-noun-fr
"laurier"-noun-fr "laurièr"-noun-oc
"laurièr"-noun-oc "laurier"-noun-fr
"autopista"-noun-oc "autoroute"-noun-fr
"autoroute"-noun-fr "autopista"-noun-oc
"pinceau"-noun-fr "pincèl"-noun-oc
"pincèl"-noun-oc "pinceau"-noun-fr
"nez"-noun-fr "nas"-noun-oc
"nas"-noun-oc "nez"-noun-fr
"aulor"-noun-oc "odeur"-noun-fr
"odeur"-noun-fr "aulor"-noun-oc
"odeur"-noun-fr "odor"-noun-oc
"odor"-noun-oc "odeur"-noun-fr
"aròma"-noun-oc "arôme"-noun-fr
"arôme"-noun-fr "aròma"-noun-oc
"parfum"-noun-fr "perfum"-noun-oc
"perfum"-noun-oc "parfum"-noun-fr
"èrba"-noun-oc "herbe"-noun-fr
"herbe"-noun-fr "èrba"-noun-oc
"souvenir"-noun-fr "rebrembe"-noun-oc
"souvenir"-noun-fr "remembre"-noun-oc
"rebrembe"-noun-oc "souvenir"-noun-fr
"remembre"-noun-oc "souvenir"-noun-fr
"vendeire"-noun-oc "vendeur"-noun-fr
"vendeur"-noun-fr "vendeire"-noun-oc
"comerçant"-noun-oc "commerçant"-noun-fr
"commerçant"-noun-fr "comerçant"-noun-oc
"peatge"-noun-oc "péage"-noun-fr
"péage"-noun-fr "peatge"-noun-oc
"preservacion"-noun-oc "préservation"-noun-fr
"préservation"-noun-fr "preservacion"-noun-oc
"gèst"-noun-oc "geste"-noun-fr
"geste"-noun-fr "gèst"-noun-oc
"renaissance"-noun-fr "renaissença"-noun-oc
"renaissença"-noun-oc "renaissance"-noun-fr
"exploitation"-noun-fr "espleita"-noun-oc
"exploitation"-noun-fr "explotacion"-noun-oc
"espleita"-noun-oc "exploitation"-noun-fr
"explotacion"-noun-oc "exploitation"-noun-fr
"arriquesa"-noun-oc "richesse"-noun-fr
"richesse"-noun-fr "arriquesa"-noun-oc
"grand-père"-noun-fr "pepin"-noun-oc
"grand-père"-noun-fr "menina"-noun-oc
"pepin"-noun-oc "grand-père"-noun-fr
"menina"-noun-oc "grand-père"-noun-fr
"fusion"-noun-oc "fusion"-noun-fr
"fusion"-noun-fr "fusion"-noun-oc
"crim"-noun-oc "crime"-noun-fr
"crime"-noun-fr "crim"-noun-oc
"comissari"-noun-oc "commissaire"-noun-fr
"commissaire"-noun-fr "comissari"-noun-oc
"avesque"-noun-oc "évêque"-noun-fr
"évêque"-noun-fr "avesque"-noun-oc
"urbanizacion"-noun-oc "urbanisation"-noun-fr
"urbanisation"-noun-fr "urbanizacion"-noun-oc
"detalh"-noun-oc "détail"-noun-fr
"détail"-noun-fr "detalh"-noun-oc
"organ"-noun-oc "organe"-noun-fr
"organe"-noun-fr "organ"-noun-oc
"fabricant"-noun-oc "fabricant"-noun-fr
"fabricant"-noun-fr "fabricant"-noun-oc
"balcon"-noun-fr "balcon"-noun-oc
"balcon"-noun-oc "balcon"-noun-fr
"pòrta"-noun-oc "porte"-noun-fr
"porte"-noun-fr "pòrta"-noun-oc
"medecina"-noun-oc "médecine"-noun-fr
"médecine"-noun-fr "medecina"-noun-oc
"drogue"-noun-fr "dròga"-noun-oc
"dròga"-noun-oc "drogue"-noun-fr
"médicament"-noun-fr "medicament"-noun-oc
"medicament"-noun-oc "médicament"-noun-fr
"pastre"-noun-oc "berger"-noun-fr
"berger"-noun-fr "pastre"-noun-oc
"mair"-noun-oc "mère"-noun-fr
"mère"-noun-fr "mair"-noun-oc
"mère"-noun-fr "maire"-noun-oc
"maire"-noun-oc "mère"-noun-fr
"père"-noun-fr "paire"-noun-oc
"paire"-noun-oc "père"-noun-fr
"parent"-noun-oc "parent"-noun-fr
"parent"-noun-fr "parent"-noun-oc
"curé"-noun-fr "capelan"-noun-oc
"capelan"-noun-oc "curé"-noun-fr
"sequéncia"-noun-oc "séquence"-noun-fr
"séquence"-noun-fr "sequéncia"-noun-oc
"loteria"-noun-oc "loterie"-noun-fr
"loterie"-noun-fr "loteria"-noun-oc
"alternative"-noun-fr "alternativa"-noun-oc
"alternativa"-noun-oc "alternative"-noun-fr
"sistèma"-noun-oc "système"-noun-fr
"système"-noun-fr "sistèma"-noun-oc
"univèrs"-noun-oc "univers"-noun-fr
"univers"-noun-fr "univèrs"-noun-oc
"doctrina"-noun-oc "doctrine"-noun-fr
"doctrine"-noun-fr "doctrina"-noun-oc
"peripecia"-noun-oc "péripétie"-noun-fr
"péripétie"-noun-fr "peripecia"-noun-oc
"intimitat"-noun-oc "intimité"-noun-fr
"intimité"-noun-fr "intimitat"-noun-oc
"abús"-noun-oc "abus"-noun-fr
"abus"-noun-fr "abús"-noun-oc
"man"-noun-oc "main"-noun-fr
"main"-noun-fr "man"-noun-oc
"monge"-noun-oc "moine"-noun-fr
"moine"-noun-fr "monge"-noun-oc
"frère"-noun-fr "fraire"-noun-oc
"fraire"-noun-oc "frère"-noun-fr
"esclave"-noun-fr "esclau"-noun-oc
"esclau"-noun-oc "esclave"-noun-fr
"deputat"-noun-oc "député"-noun-fr
"député"-noun-fr "deputat"-noun-oc
"codificacion"-noun-oc "codification"-noun-fr
"codification"-noun-fr "codificacion"-noun-oc
"sintèsi"-noun-oc "synthèse"-noun-fr
"synthèse"-noun-fr "sintèsi"-noun-oc
"lenha"-noun-oc "bois"-noun-fr
"bois"-noun-fr "lenha"-noun-oc
"bois"-noun-fr "bòsc"-noun-oc
"bois"-noun-fr "husta"-noun-oc
"bois"-noun-fr "fusta"-noun-oc
"bòsc"-noun-oc "bois"-noun-fr
"bòsc"-noun-oc "forêt"-noun-fr
"husta"-noun-oc "bois"-noun-fr
"fusta"-noun-oc "bois"-noun-fr
"forêt"-noun-fr "bòsc"-noun-oc
"forêt"-noun-fr "sèuva"-noun-oc
"massacre"-noun-oc "massacre"-noun-fr
"massacre"-noun-fr "massacre"-noun-oc
"sèuva"-noun-oc "forêt"-noun-fr
"jungla"-noun-oc "jungle"-noun-fr
"jungle"-noun-fr "jungla"-noun-oc
"bandit"-noun-fr "bandit"-noun-oc
"bandit"-noun-oc "bandit"-noun-fr
"proporcion"-noun-oc "proportion"-noun-fr
"proportion"-noun-fr "proporcion"-noun-oc
"connaissance"-noun-fr "coneishença"-noun-oc
"connaissance"-noun-fr "coneissença"-noun-oc
"coneishença"-noun-oc "connaissance"-noun-fr
"coneissença"-noun-oc "connaissance"-noun-fr
"expérience"-noun-fr "experiéncia"-noun-oc
"expérience"-noun-fr "vivéncia"-noun-oc
"experiéncia"-noun-oc "expérience"-noun-fr
"vivéncia"-noun-oc "expérience"-noun-fr
"navigation"-noun-fr "navegacion"-noun-oc
"navegacion"-noun-oc "navigation"-noun-fr
"cuisine"-noun-fr "codina"-noun-oc
"cuisine"-noun-fr "cosina"-noun-oc
"codina"-noun-oc "cuisine"-noun-fr
"cosina"-noun-oc "cuisine"-noun-fr
"codinèr"-noun-oc "cuisinier"-noun-fr
"cuisinier"-noun-fr "codinèr"-noun-oc
"cuisinier"-noun-fr "cosinièr"-noun-oc
"cosinièr"-noun-oc "cuisinier"-noun-fr
"boîte"-noun-fr "caissa"-noun-oc
"boîte"-noun-fr "bóstia"-noun-oc
"caissa"-noun-oc "boîte"-noun-fr
"caissa"-noun-oc "caisse"-noun-fr
"bóstia"-noun-oc "boîte"-noun-fr
"caisse"-noun-fr "caissa"-noun-oc
"voltatge"-noun-oc "voltage"-noun-fr
"voltage"-noun-fr "voltatge"-noun-oc
"répression"-noun-fr "repression"-noun-oc
"repression"-noun-oc "répression"-noun-fr
"supermarché"-noun-fr "supermercat"-noun-oc
"supermercat"-noun-oc "supermarché"-noun-fr
"cat"-noun-oc "chat"-noun-fr
"chat"-noun-fr "cat"-noun-oc
"chat"-noun-fr "gat"-noun-oc
"gat"-noun-oc "chat"-noun-fr
"indiferéncia"-noun-oc "indifférence"-noun-fr
"indifférence"-noun-fr "indiferéncia"-noun-oc
"percepcion"-noun-oc "perception"-noun-fr
"perception"-noun-fr "percepcion"-noun-oc
"pavellon"-noun-oc "pavillon"-noun-fr
"pavillon"-noun-fr "pavellon"-noun-oc
"pavillon"-noun-fr "pabalhon"-noun-oc
"pabalhon"-noun-oc "pavillon"-noun-fr
"désastre"-noun-fr "desastre"-noun-oc
"desastre"-noun-oc "désastre"-noun-fr
"catastrophe"-noun-fr "catastròfa"-noun-oc
"catastròfa"-noun-oc "catastrophe"-noun-fr
"contaminacion"-noun-oc "pollution"-noun-fr
"contaminacion"-noun-oc "contamination"-noun-fr
"pollution"-noun-fr "contaminacion"-noun-oc
"contamination"-noun-fr "contaminacion"-noun-oc
"infection"-noun-fr "infeccion"-noun-oc
"infeccion"-noun-oc "infection"-noun-fr
"simplicité"-noun-fr "simplicitat"-noun-oc
"simplicitat"-noun-oc "simplicité"-noun-fr
"cinéma"-noun-fr "cinemà"-noun-oc
"cinéma"-noun-fr "cinèma"-noun-oc
"cinemà"-noun-oc "cinéma"-noun-fr
"cinèma"-noun-oc "cinéma"-noun-fr
"pellicula"-noun-oc "film"-noun-fr
"film"-noun-fr "pellicula"-noun-oc
"film"-noun-fr "film"-noun-oc
"film"-noun-oc "film"-noun-fr
"alarma"-noun-oc "alarme"-noun-fr
"alarme"-noun-fr "alarma"-noun-oc
"crainte"-noun-fr "temor"-noun-oc
"temor"-noun-oc "crainte"-noun-fr
"peur"-noun-fr "paur"-noun-oc
"peur"-noun-fr "pòur"-noun-oc
"paur"-noun-oc "peur"-noun-fr
"pòur"-noun-oc "peur"-noun-fr
"agression"-noun-oc "agression"-noun-fr
"agression"-noun-fr "agression"-noun-oc
"fantôme"-noun-fr "hantauma"-noun-oc
"fantôme"-noun-fr "fantauma"-noun-oc
"hantauma"-noun-oc "fantôme"-noun-fr
"fantauma"-noun-oc "fantôme"-noun-fr
"soldat"-noun-fr "soldat"-noun-oc
"soldat"-noun-oc "soldat"-noun-fr
"militaire"-noun-fr "militar"-noun-oc
"militar"-noun-oc "militaire"-noun-fr
"militant"-noun-fr "militant"-noun-oc
"militant"-noun-oc "militant"-noun-fr
"notaire"-noun-fr "notari"-noun-oc
"notari"-noun-oc "notaire"-noun-fr
"caçaire"-noun-oc "chasseur"-noun-fr
"chasseur"-noun-fr "caçaire"-noun-oc
"sofà"-noun-oc "sofa"-noun-fr
"sofa"-noun-fr "sofà"-noun-oc
"presidéncia"-noun-oc "présidence"-noun-fr
"présidence"-noun-fr "presidéncia"-noun-oc
"détroit"-noun-fr "estrech"-noun-oc
"estrech"-noun-oc "détroit"-noun-fr
"dinamisme"-noun-oc "dynamisme"-noun-fr
"dynamisme"-noun-fr "dinamisme"-noun-oc
"incapacitat"-noun-oc "incapacité"-noun-fr
"incapacité"-noun-fr "incapacitat"-noun-oc
"ròck"-noun-oc "rock"-noun-fr
"rock"-noun-fr "ròck"-noun-oc
"roche"-noun-fr "ròca"-noun-oc
"ròca"-noun-oc "roche"-noun-fr
"coude"-noun-fr "coide"-noun-oc
"coide"-noun-oc "coude"-noun-fr
"dubte"-noun-oc "doute"-noun-fr
"doute"-noun-fr "dubte"-noun-oc
"doute"-noun-fr "dobte"-noun-oc
"dobte"-noun-oc "doute"-noun-fr
"bataille"-noun-fr "batèsta"-noun-oc
"bataille"-noun-fr "batalha"-noun-oc
"batèsta"-noun-oc "bataille"-noun-fr
"batalha"-noun-oc "bataille"-noun-fr
"intervencion"-noun-oc "intervention"-noun-fr
"intervention"-noun-fr "intervencion"-noun-oc
"interferéncia"-noun-oc "interférence"-noun-fr
"interférence"-noun-fr "interferéncia"-noun-oc
