"-"-punctuation-isl "-"-punctuation-eng
"hallur"-adjective-isl "inclined"-adjective-eng
"hallærislegur"-adjective-isl "uncool"-adjective-eng
"hamingjusamur"-adjective-isl "happy"-adjective-eng
"handhægur"-adjective-isl "convenient"-adjective-eng
"harður"-adjective-isl "hard"-adjective-eng
"hefðbundinn"-adjective-isl "traditional"-adjective-eng
"heilagur"-adjective-isl "holy"-adjective-eng
"heilbrigður"-adjective-isl "healthy"-adjective-eng
"heill"-adjective-isl "whole"-adjective-eng
"heill á húfi"-adjective-isl "safe and sound"-adjective-eng
"heillandi"-adjective-isl "charming"-adjective-eng
"heimill"-adjective-isl "permissible"-adjective-eng
"heimskur"-adjective-isl "stupid"-adjective-eng
"heitinn"-adjective-isl "late"-adjective-eng
"heitur"-adjective-isl "hot"-adjective-eng
"heiðarlegur"-adjective-isl "honest"-adjective-eng
"heiður"-adjective-isl "bright"-adjective-eng
"heldri"-adjective-isl "elite"-adjective-eng
"helgur"-adjective-isl "holy"-adjective-eng
"heppilegur"-adjective-isl "fortunate"-adjective-eng
"heppinn"-adjective-isl "lucky"-adjective-eng
"hikandi"-adjective-isl "hesitant"-adjective-eng
"hissa"-adjective-isl "surprised"-adjective-eng
"hlaðinn"-adjective-isl "loaded"-adjective-eng
"hljóðlátur"-adjective-isl "quiet"-adjective-eng
"hljóður"-adjective-isl "silent"-adjective-eng
"hlutfallslegur"-adjective-isl "proportional"-adjective-eng
"hláturmildur"-adjective-isl "risible"-adjective-eng
"hlægilegur"-adjective-isl "ridiculous"-adjective-eng
"hlæjandi"-adjective-isl "laughing"-adjective-eng
"hlýlegur"-adjective-isl "warm"-adjective-eng
"hlýr"-adjective-isl "warm"-adjective-eng
"hneykslaður"-adjective-isl "shocked"-adjective-eng
"hollenskur"-adjective-isl "Dutch"-adjective-eng
"hollur"-adjective-isl "healthy"-adjective-eng
"horfinn"-adjective-isl "vanished"-adjective-eng
"hranalegur"-adjective-isl "rough"-adjective-eng
"hraustur"-adjective-isl "healthy"-adjective-eng
"hraður"-adjective-isl "fast"-adjective-eng
"hreinn"-adjective-isl "clean"-adjective-eng
"hress"-adjective-isl "lively"-adjective-eng
"hreyfingarlaus"-adjective-isl "motionless"-adjective-eng
"hreykinn"-adjective-isl "prideful"-adjective-eng
"hrifinn"-adjective-isl "impressed"-adjective-eng
"hrikalegur"-adjective-isl "tremendous"-adjective-eng
"hringlaga"-adjective-isl "circular"-adjective-eng
"hrjúfur"-adjective-isl "rough"-adjective-eng
"hrokkinn"-adjective-isl "curly"-adjective-eng
"hrottalegur"-adjective-isl "brutal"-adjective-eng
"hroðalegur"-adjective-isl "horrible"-adjective-eng
"hræddur"-adjective-isl "afraid"-adjective-eng
"hræðilegur"-adjective-isl "terrible"-adjective-eng
"hrörlegur"-adjective-isl "shabby"-adjective-eng
"huggulegur"-adjective-isl "nice"-adjective-eng
"huggulegur"-adjective-isl "nice"-adjective-eng
"hugsandi"-adjective-isl "thinking"-adjective-eng
"hugsanlegur"-adjective-isl "possible"-adjective-eng
"hugsi"-adjective-isl "contemplative"-adjective-eng
"hulinn"-adjective-isl "hidden"-adjective-eng
"hvass"-adjective-isl "sharp"-adjective-eng
"hversdagslegur"-adjective-isl "ordinary"-adjective-eng
"hvítur"-adjective-isl "white"-adjective-eng
"hálfgerður"-adjective-isl "kind of"-adjective-eng
"hár"-adjective-isl "high"-adjective-eng
"hátíðlegur"-adjective-isl "ceremonious"-adjective-eng
"hávaxinn"-adjective-isl "tall"-adjective-eng
"hávær"-adjective-isl "loud"-adjective-eng
"háður"-adjective-isl "addicted"-adjective-eng
"hæfilegur"-adjective-isl "reasonable"-adjective-eng
"hægri"-adjective-isl "right"-adjective-eng
"hægur"-adjective-isl "slow"-adjective-eng
"hækkandi"-adjective-isl "increasing"-adjective-eng
"hættulegur"-adjective-isl "dangerous"-adjective-eng
"hættur"-adjective-isl "quit"-adjective-eng
"hóflegur"-adjective-isl "modest"-adjective-eng
"hörmulegur"-adjective-isl "tragic"-adjective-eng
"hýr"-adjective-isl "gay"-adjective-eng
"illur"-adjective-isl "evil"-adjective-eng
"indæll"-adjective-isl "nice"-adjective-eng
"innan skamms"-adjective-isl "shortly"-adjective-eng
"innanverður"-adjective-isl "inside"-adjective-eng
"innbyrðis"-adjective-isl "internally"-adjective-eng
"innfluttur"-adjective-isl "imported"-adjective-eng
"innilegur"-adjective-isl "cordial"-adjective-eng
"innlendur"-adjective-isl "domestic"-adjective-eng
"innri"-adjective-isl "inner"-adjective-eng
"jafnmargur"-adjective-isl "equally many"-adjective-eng
"jafnmikill"-adjective-isl "equivalent"-adjective-eng
"japanskur"-adjective-isl "Japanese"-adjective-eng
"jákvæður"-adjective-isl "positive"-adjective-eng
"kaldur"-adjective-isl "cold"-adjective-eng
"kaþólskur"-adjective-isl "Catholic"-adjective-eng
"kerfisbundinn"-adjective-isl "systematic"-adjective-eng
"kjánalegur"-adjective-isl "silly"-adjective-eng
"kjörinn"-adjective-isl "perfect"-adjective-eng
"klaufalegur"-adjective-isl "awkward"-adjective-eng
"kleifur"-adjective-isl "possible"-adjective-eng
"klettóttur"-adjective-isl "rocky"-adjective-eng
"klár"-adjective-isl "ready"-adjective-eng
"klæddur"-adjective-isl "dressed"-adjective-eng
"kolsvartur"-adjective-isl "jet-black"-adjective-eng
"komandi"-adjective-isl "upcoming"-adjective-eng
"konunglegur"-adjective-isl "royal"-adjective-eng
"krepptur"-adjective-isl "clenched"-adjective-eng
"kringlóttur"-adjective-isl "round"-adjective-eng
"kristinn"-adjective-isl "Christian"-adjective-eng
"krosslagður"-adjective-isl "crossed"-adjective-eng
"kunnugur"-adjective-isl "familiar"-adjective-eng
"kunnur"-adjective-isl "known"-adjective-eng
"kurteis"-adjective-isl "polite"-adjective-eng
"kvikur"-adjective-isl "quick"-adjective-eng
"kvæntur"-adjective-isl "married"-adjective-eng
"kynlegur"-adjective-isl "strange"-adjective-eng
"kyrr"-adjective-isl "still"-adjective-eng
"kyrrlátur"-adjective-isl "tranquil"-adjective-eng
"kyrrstæður"-adjective-isl "stationary"-adjective-eng
"kátur"-adjective-isl "cheerful"-adjective-eng
"kær"-adjective-isl "dear"-adjective-eng
"kínverskur"-adjective-isl "Chinese"-adjective-eng
"lagalegur"-adjective-isl "legal"-adjective-eng
"lagaður"-adjective-isl "fixed"-adjective-eng
"laginn"-adjective-isl "skillful"-adjective-eng
"laglegur"-adjective-isl "good-looking"-adjective-eng
"lamaður"-adjective-isl "paralysed"-adjective-eng
"landaður"-adjective-isl "landed"-adjective-eng
"langdrægur"-adjective-isl "long"-adjective-eng
"langflestir"-adjective-isl "most"-adjective-eng
"langmestur"-adjective-isl "greatest"-adjective-eng
"langt síðan"-adjective-isl "a while ago"-adjective-eng
"langt um liðið"-adjective-isl "been a while"-adjective-eng
"langur"-adjective-isl "long"-adjective-eng
"langvarandi"-adjective-isl "prolonged"-adjective-eng
"laus"-adjective-isl "available"-adjective-eng
"leiðinlegur"-adjective-isl "boring"-adjective-eng
"leiður"-adjective-isl "sad"-adjective-eng
"leyndardómsfullur"-adjective-isl "mysterious"-adjective-eng
"leyndur"-adjective-isl "secret"-adjective-eng
"leynilegur"-adjective-isl "secret"-adjective-eng
"lifandi"-adjective-isl "alive"-adjective-eng
"listrænn"-adjective-isl "artistic"-adjective-eng
"litháískur"-adjective-isl "Lithuanian"-adjective-eng
"litríkur"-adjective-isl "colourful"-adjective-eng
"liðinn"-adjective-isl "past"-adjective-eng
"liðlegur"-adjective-isl "helpful"-adjective-eng
"ljóshærður"-adjective-isl "blond"-adjective-eng
"ljótur"-adjective-isl "ugly"-adjective-eng
"logandi"-adjective-isl "aflame"-adjective-eng
"lokaður"-adjective-isl "closed"-adjective-eng
"lokinn"-adjective-isl "finished"-adjective-eng
"lágreistur"-adjective-isl "low-rise"-adjective-eng
"lágur"-adjective-isl "low"-adjective-eng
"látinn"-adjective-isl "dead"-adjective-eng
"lærður"-adjective-isl "learned"-adjective-eng
"læstur"-adjective-isl "locked"-adjective-eng
"lélegur"-adjective-isl "poor"-adjective-eng
"léttur"-adjective-isl "light"-adjective-eng
"léttvægur"-adjective-isl "insignificant"-adjective-eng
"líffræðilegur"-adjective-isl "biological"-adjective-eng
"lífrænn"-adjective-isl "organic"-adjective-eng
"lífshættulegur"-adjective-isl "life-threatening"-adjective-eng
"líkamlegur"-adjective-isl "physical"-adjective-eng
"líklegur"-adjective-isl "likely"-adjective-eng
"líkur"-adjective-isl "alike"-adjective-eng
"lóðréttur"-adjective-isl "vertical"-adjective-eng
"löglegur"-adjective-isl "legal"-adjective-eng
"magnaður"-adjective-isl "awesome"-adjective-eng
"magur"-adjective-isl "meagre"-adjective-eng
"mannlegur"-adjective-isl "human"-adjective-eng
"mannúðlegur"-adjective-isl "humanitarian"-adjective-eng
"margbrotinn"-adjective-isl "complex"-adjective-eng
"margfaldur"-adjective-isl "multiple"-adjective-eng
"marglitur"-adjective-isl "multicoloured"-adjective-eng
"margur"-adjective-isl "many"-adjective-eng
"margvíslegur"-adjective-isl "diverse"-adjective-eng
"markaðsettur"-adjective-isl "marketed"-adjective-eng
"marktækur"-adjective-isl "significant"-adjective-eng
"megn"-adjective-isl "big"-adjective-eng
"meintur"-adjective-isl "alleged"-adjective-eng
"merkilegur"-adjective-isl "important"-adjective-eng
"merktur"-adjective-isl "marked"-adjective-eng
"merkur"-adjective-isl "important"-adjective-eng
"metinn"-adjective-isl "evaluated"-adjective-eng
"meðallangur"-adjective-isl "medium length"-adjective-eng
"mikill"-adjective-isl "much"-adjective-eng
"mikilvægur"-adjective-isl "important"-adjective-eng
"minniháttar"-adjective-isl "minor"-adjective-eng
"minnisstæður"-adjective-isl "memorable"-adjective-eng
"minnkandi"-adjective-isl "decreasing"-adjective-eng
"misheppnaður"-adjective-isl "unsuccessful"-adjective-eng
"misjafn"-adjective-isl "unequal"-adjective-eng
"miskunnarlaus"-adjective-isl "merciless"-adjective-eng
"mismunandi"-adjective-isl "different"-adjective-eng
"mistúlkaður"-adjective-isl "misinterpreted"-adjective-eng
"mið-"-adjective-isl "mid-"-adjective-eng
"miður"-adjective-isl "sorry"-adjective-eng
"mjór"-adjective-isl "thin"-adjective-eng
"mjúkur"-adjective-isl "soft"-adjective-eng
"munnlegur"-adjective-isl "oral"-adjective-eng
"myndarlegur"-adjective-isl "attractive"-adjective-eng
"málaður"-adjective-isl "painted"-adjective-eng
"málgefinn"-adjective-isl "talkative"-adjective-eng
"mætur"-adjective-isl "respected"-adjective-eng
"móður"-adjective-isl "winded"-adjective-eng
"mögulegur"-adjective-isl "possible"-adjective-eng
"nakinn"-adjective-isl "naked"-adjective-eng
"nauðsynlegur"-adjective-isl "necessary"-adjective-eng
"nefbrotinn"-adjective-isl "has a broken nose"-adjective-eng
"nefndur"-adjective-isl "named"-adjective-eng
"neikvæður"-adjective-isl "negative"-adjective-eng
"neðri"-adjective-isl "low"-adjective-eng
"niðursokkinn"-adjective-isl "absorbed"-adjective-eng
"norrænn"-adjective-isl "Nordic"-adjective-eng
"norskur"-adjective-isl "Norwegian"-adjective-eng
"norðanverður"-adjective-isl "northern"-adjective-eng
"notalegur"-adjective-isl "cosy"-adjective-eng
"notaður"-adjective-isl "second-hand"-adjective-eng
"náinn"-adjective-isl "intimate"-adjective-eng
"nákvæmur"-adjective-isl "exact"-adjective-eng
"nálægur"-adjective-isl "near"-adjective-eng
"náttúrulegur"-adjective-isl "natural"-adjective-eng
"nægilegur"-adjective-isl "enough"-adjective-eng
"nægjanlegur"-adjective-isl "enough"-adjective-eng
"nægur"-adjective-isl "sufficient"-adjective-eng
"næmur"-adjective-isl "susceptive"-adjective-eng
"næstur"-adjective-isl "next"-adjective-eng
"nístandi"-adjective-isl "biting"-adjective-eng
"nógur"-adjective-isl "sufficient"-adjective-eng
"núgildandi"-adjective-isl "current"-adjective-eng
"núverandi"-adjective-isl "current"-adjective-eng
"nýbyrjaður"-adjective-isl "newly started"-adjective-eng
"nýbónaður"-adjective-isl "freshly waxed"-adjective-eng
"nýfæddur"-adjective-isl "newborn"-adjective-eng
"nýkominn"-adjective-isl "recently arrived"-adjective-eng
"nýlegur"-adjective-isl "recent"-adjective-eng
"nýr"-adjective-isl "new"-adjective-eng
"ofangreindur"-adjective-isl "above-mentioned"-adjective-eng
"ofurlítill"-adjective-isl "tiny"-adjective-eng
"opinber"-adjective-isl "official"-adjective-eng
"opinn"-adjective-isl "open"-adjective-eng
"peningalegur"-adjective-isl "financial"-adjective-eng
"persónulegur"-adjective-isl "personal"-adjective-eng
"pirraður"-adjective-isl "irritated"-adjective-eng
"pólitískur"-adjective-isl "political"-adjective-eng
"pólskur"-adjective-isl "Polish"-adjective-eng
"rakur"-adjective-isl "damp"-adjective-eng
"rammur"-adjective-isl "bitter"-adjective-eng
"rangur"-adjective-isl "wrong"-adjective-eng
"raunverulegur"-adjective-isl "real"-adjective-eng
"rauður"-adjective-isl "red"-adjective-eng
"reglubundinn"-adjective-isl "regular"-adjective-eng
"reglulegur"-adjective-isl "regular"-adjective-eng
"reiðubúinn"-adjective-isl "ready"-adjective-eng
"reiður"-adjective-isl "angry"-adjective-eng
"rennisléttur"-adjective-isl "flat"-adjective-eng
"ringlaður"-adjective-isl "confused"-adjective-eng
"risastór"-adjective-isl "huge"-adjective-eng
"risavaxinn"-adjective-isl "giant"-adjective-eng
"rjúkandi"-adjective-isl "hot"-adjective-eng
"rosalegur"-adjective-isl "awesome"-adjective-eng
"roskinn"-adjective-isl "elderly"-adjective-eng
"ruddalegur"-adjective-isl "rude"-adjective-eng
"rykfallinn"-adjective-isl "dusty"-adjective-eng
"ráðandi"-adjective-isl "dominating"-adjective-eng
"ráðvilltur"-adjective-isl "confused"-adjective-eng
"ræktaður"-adjective-isl "cultivated"-adjective-eng
"réttur"-adjective-isl "right"-adjective-eng
"ríflegur"-adjective-isl "ample"-adjective-eng
"ríkjandi"-adjective-isl "dominant"-adjective-eng
"ríkur"-adjective-isl "rich"-adjective-eng
"rólegur"-adjective-isl "quiet"-adjective-eng
"rómantískur"-adjective-isl "romantic"-adjective-eng
"rósóttur"-adjective-isl "floral"-adjective-eng
"röskur"-adjective-isl "energetic"-adjective-eng
"rúmgóður"-adjective-isl "spacious"-adjective-eng
"rúmur"-adjective-isl "spacious"-adjective-eng
"í rúmur"-adjective-isl "for more than"-adjective-eng
"rússneskur"-adjective-isl "Russian"-adjective-eng
"saklaus"-adjective-isl "innocent"-adjective-eng
"saltur"-adjective-isl "salty"-adjective-eng
"samanlagður"-adjective-isl "combined"-adjective-eng
"sambærilegur"-adjective-isl "comparable"-adjective-eng
"sameiginlegur"-adjective-isl "joint"-adjective-eng
"sameinaður"-adjective-isl "united"-adjective-eng
"samfelldur"-adjective-isl "continuous"-adjective-eng
"samhliða"-adjective-isl "parallel"-adjective-eng
"samliggjandi"-adjective-isl "adjacent"-adjective-eng
"sammála"-adjective-isl "unanimous"-adjective-eng
"samsettur"-adjective-isl "compound"-adjective-eng
"sannfærður"-adjective-isl "convinced"-adjective-eng
"sanngjarn"-adjective-isl "fair"-adjective-eng
"sannur"-adjective-isl "true"-adjective-eng
"seinn"-adjective-isl "late"-adjective-eng
"sekur"-adjective-isl "guilty"-adjective-eng
"sennilegur"-adjective-isl "likely"-adjective-eng
"settur"-adjective-isl "placed"-adjective-eng
"sjaldgæfur"-adjective-isl "rare"-adjective-eng
"sjáanlegur"-adjective-isl "visible"-adjective-eng
"sjálfsagður"-adjective-isl "self-evident"-adjective-eng
"sjálfstæður"-adjective-isl "independent"-adjective-eng
"sjúkur"-adjective-isl "sick"-adjective-eng
"skakkur"-adjective-isl "askew"-adjective-eng
"skammur"-adjective-isl "short"-adjective-eng
"skapaður"-adjective-isl "created"-adjective-eng
"skarpur"-adjective-isl "sharp"-adjective-eng
"skarpur"-adjective-isl "acute"-adjective-eng
"skarpur"-adjective-isl "clever"-adjective-eng
"skattskyldur"-adjective-isl "taxable"-adjective-eng
"skaðlegur"-adjective-isl "harmful"-adjective-eng
"skelfilegur"-adjective-isl "terrible"-adjective-eng
"skemmtilegur"-adjective-isl "funny"-adjective-eng
"skerandi"-adjective-isl "piercing"-adjective-eng
"skilgetinn"-adjective-isl "legitimate"-adjective-eng
"skilgreindur"-adjective-isl "defined"-adjective-eng
"skilinn"-adjective-isl "understood"-adjective-eng
"skiljanlegur"-adjective-isl "understandable"-adjective-eng
"skiptur"-adjective-isl "divided"-adjective-eng
"skjannahvítur"-adjective-isl "snow-white"-adjective-eng
"skjálfandi"-adjective-isl "shivering"-adjective-eng
"skjótur"-adjective-isl "swift"-adjective-eng
"skorinn"-adjective-isl "cut"-adjective-eng
"skotinn"-adjective-isl "shot"-adjective-eng
"skreyttur"-adjective-isl "decorated"-adjective-eng
"skringilegur"-adjective-isl "peculiar"-adjective-eng
"skrýtinn"-adjective-isl "strange"-adjective-eng
"skuldsettur"-adjective-isl "in debt"-adjective-eng
"skyldur"-adjective-isl "related"-adjective-eng
"skyndilegur"-adjective-isl "sudden"-adjective-eng
"skynsamlegur"-adjective-isl "sensible"-adjective-eng
"skárri"-adjective-isl "good"-adjective-eng
"skær"-adjective-isl "bright"-adjective-eng
"skítugur"-adjective-isl "dirty"-adjective-eng
"skýr"-adjective-isl "clear"-adjective-eng
"slakur"-adjective-isl "poor"-adjective-eng
"slitinn"-adjective-isl "broken"-adjective-eng
"slæmur"-adjective-isl "bad"-adjective-eng
"sléttur"-adjective-isl "flat"-adjective-eng
"smitandi"-adjective-isl "infectious"-adjective-eng
"smá"-adjective-isl "little"-adjective-eng
"smár"-adjective-isl "small"-adjective-eng
"sniðugur"-adjective-isl "clever"-adjective-eng
"snjall"-adjective-isl "smart"-adjective-eng
"snortinn"-adjective-isl "touched"-adjective-eng
"snyrtilegur"-adjective-isl "neat"-adjective-eng
"snöggur"-adjective-isl "swift"-adjective-eng
"sofandi"-adjective-isl "sleeping"-adjective-eng
"sorglegur"-adjective-isl "sad"-adjective-eng
"sorgmæddur"-adjective-isl "sorrowful"-adjective-eng
"spegilsléttur"-adjective-isl "glassy"-adjective-eng
"spennandi"-adjective-isl "exciting"-adjective-eng
"spenntur"-adjective-isl "excited"-adjective-eng
"staddur"-adjective-isl "situated"-adjective-eng
"stafrænn"-adjective-isl "digital"-adjective-eng
"stakur"-adjective-isl "single"-adjective-eng
"staðbundinn"-adjective-isl "local"-adjective-eng
"staðráðinn"-adjective-isl "determined"-adjective-eng
"steiktur"-adjective-isl "fried"-adjective-eng
"sterklegur"-adjective-isl "strong"-adjective-eng
"sterkur"-adjective-isl "strong"-adjective-eng
"sterkur"-adjective-isl "strong"-adjective-eng
"stilltur"-adjective-isl "quiet"-adjective-eng
"stirður"-adjective-isl "stiff"-adjective-eng
"stjarfur"-adjective-isl "petrified"-adjective-eng
"stoltur"-adjective-isl "proud"-adjective-eng
"strangur"-adjective-isl "strict"-adjective-eng
"stríður"-adjective-isl "bristly"-adjective-eng
"stuttur"-adjective-isl "short"-adjective-eng
"stórauðugur"-adjective-isl "very wealthy"-adjective-eng
"stórbrotinn"-adjective-isl "spectacular"-adjective-eng
"stórfelldur"-adjective-isl "major"-adjective-eng
"stórfenglegur"-adjective-isl "magnificent"-adjective-eng
"stórhættulegur"-adjective-isl "extremely dangerous"-adjective-eng
"stórkostlegur"-adjective-isl "fantastic"-adjective-eng
"stöku"-adjective-isl "few"-adjective-eng
"stöðugur"-adjective-isl "stable"-adjective-eng
"svalur"-adjective-isl "cool"-adjective-eng
"svangur"-adjective-isl "hungry"-adjective-eng
"svartur"-adjective-isl "black"-adjective-eng
"svipaður"-adjective-isl "similar"-adjective-eng
"svokallaður"-adjective-isl "so-called"-adjective-eng
"svolítill"-adjective-isl "some"-adjective-eng
"svona"-adjective-isl "like so"-adjective-eng
"svonefndur"-adjective-isl "so-called"-adjective-eng
"svívirðilegur"-adjective-isl "outrageous"-adjective-eng
"syfjaður"-adjective-isl "sleepy"-adjective-eng
"syfjulegur"-adjective-isl "sleepy looking"-adjective-eng
"sæll"-adjective-isl "happy"-adjective-eng
"sæmilegur"-adjective-isl "passable"-adjective-eng
"sænskur"-adjective-isl "Swedish"-adjective-eng
"særður"-adjective-isl "wounded"-adjective-eng
"sætur"-adjective-isl "sweet"-adjective-eng
"sérkennilegur"-adjective-isl "strange"-adjective-eng
"sérlegur"-adjective-isl "special"-adjective-eng
