"ja"-coordinatingConjunction-sme "og"-coordinatingConjunction-nob
"gávcciduháhat"-adjective-sme "åtte tusende"-adjective-nob
"ovcciduháhat"-adjective-sme "ni tusende"-adjective-nob
"nuppe"-pronoun-sme "tyve"-pronoun-nob
"goalmmát"-pronoun-sme "tredve"-pronoun-nob
"njealját"-pronoun-sme "førti"-pronoun-nob
"viđát"-pronoun-sme "femti"-pronoun-nob
"guđát"-pronoun-sme "seksti"-pronoun-nob
"viđat"-pronoun-sme "femti"-pronoun-nob
"guđat"-pronoun-sme "seksti"-pronoun-nob
"čihččet"-pronoun-sme "sytti"-pronoun-nob
"gávccát"-pronoun-sme "åtti"-pronoun-nob
"ovccát"-pronoun-sme "nitti"-pronoun-nob
"logát"-pronoun-sme "hundre"-pronoun-nob
"logiduhát"-pronoun-sme "ti tusen"-pronoun-nob
"oktanuppe"-pronoun-sme "elleve"-pronoun-nob
"guoktenuppe"-pronoun-sme "tolv"-pronoun-nob
"nubbenuppe"-pronoun-sme "tolv"-pronoun-nob
"golbmanuppe"-pronoun-sme "tretten"-pronoun-nob
"njealljenuppe"-pronoun-sme "fjorten"-pronoun-nob
"vihttanuppe"-pronoun-sme "femten"-pronoun-nob
"guhttanuppe"-pronoun-sme "seksten"-pronoun-nob
"čiežanuppe"-pronoun-sme "sytten"-pronoun-nob
"giežanuppe"-pronoun-sme "sytten"-pronoun-nob
"gávccinuppe"-pronoun-sme "atten"-pronoun-nob
"ovccinuppe"-pronoun-sme "nitten"-pronoun-nob
"logiduháhat"-adjective-sme "tiende tusen"-adjective-nob
"nuppe"-adjective-sme "ellevte"-adjective-nob
"oktanuppe"-adjective-sme "ellevte"-adjective-nob
"guoktenuppe"-adjective-sme "tolvte"-adjective-nob
"nubbenuppe"-adjective-sme "tolvte"-adjective-nob
"golbmanuppe"-adjective-sme "trettende"-adjective-nob
"njealljenuppe"-adjective-sme "fjortende"-adjective-nob
"vihttanuppe"-adjective-sme "femtende"-adjective-nob
"guhttanuppe"-adjective-sme "sekstende"-adjective-nob
"čiežanuppe"-adjective-sme "syttende"-adjective-nob
"giežanuppe"-adjective-sme "syttende"-adjective-nob
"gávccinuppe"-adjective-sme "attende"-adjective-nob
"ovccinuppe"-adjective-sme "nittende"-adjective-nob
"miljovdna"-numeral-sme "million"-noun-nob
"miljárda"-numeral-sme "milliard"-noun-nob
"miljovnnat"-adjective-sme "millionte"-adjective-nob
"miljárddat"-adjective-sme "milliardte"-adjective-nob
"milj"-pronoun-sme "million"-pronoun-nob
"čuođiduhát"-pronoun-sme "hundre tusen"-pronoun-nob
"čuohteduhát"-pronoun-sme "hundre tusen"-pronoun-nob
"aktačuohti"-pronoun-sme "et hundre"-pronoun-nob
"oktačuohti"-pronoun-sme "et hundre"-pronoun-nob
"guoktečuođi"-pronoun-sme "to hundre"-pronoun-nob
"nubbečuohti"-pronoun-sme "to hundre"-pronoun-nob
"golbmačuođi"-pronoun-sme "tre hundre"-pronoun-nob
"njeallječuođi"-pronoun-sme "fire hundre"-pronoun-nob
"njealljačuođi"-pronoun-sme "fire hundre"-pronoun-nob
"vihttačuođi"-pronoun-sme "fem hundre"-pronoun-nob
"guhttačuođi"-pronoun-sme "seks hundre"-pronoun-nob
"čiežačuođi"-pronoun-sme "sju hundre"-pronoun-nob
"giežačuođi"-pronoun-sme "sju hundre"-pronoun-nob
"gávccičuođi"-pronoun-sme "åtte hundre"-pronoun-nob
"ovccičuođi"-pronoun-sme "ni hundre"-pronoun-nob
"nolla"-pronoun-sme "null"-pronoun-nob
"nulla"-pronoun-sme "null"-pronoun-nob
"máŋga"-pronoun-sme "mange"-pronoun-nob
"máŋganuppelohkái"-pronoun-sme "opp mot tyve"-pronoun-nob
"máŋgalogi"-pronoun-sme "mange titalls"-pronoun-nob
"máŋgačuođi"-pronoun-sme "mange hundretalls"-pronoun-nob
"máŋganuppe"-pronoun-sme "mange tyvetalls"-pronoun-nob
"máŋgalogiduhát"-pronoun-sme "mange titalls tusen"-pronoun-nob
"máŋgaduhát"-pronoun-sme "mange tusen"-pronoun-nob
"máŋgačuođiduhát"-pronoun-sme "mange hundre tusen"-pronoun-nob
"moadde"-pronoun-sme "noen"-pronoun-nob
"moadde"-pronoun-sme "et par"-pronoun-nob
"moaddenuppelohkái"-pronoun-sme "over ti"-pronoun-nob
"moaddelogi"-pronoun-sme "noen titalls"-pronoun-nob
"moaddečuođi"-pronoun-sme "noen hundretalls"-pronoun-nob
"moaddenuppe"-pronoun-sme "noen tyvetalls"-pronoun-nob
"moaddelogiduhát"-pronoun-sme "noen titalls tusen"-pronoun-nob
"moaddeduhát"-pronoun-sme "noen tusen"-pronoun-nob
"moaddečuođiduhát"-pronoun-sme "noen hundre tusen"-pronoun-nob
"moaddečuohte"-pronoun-sme "noen hundre"-pronoun-nob
"moattis"-noun-sme "et par personer"-noun-nob
"moattes"-noun-sme "et par personer"-noun-nob
"galle"-pronoun-sme "mange"-pronoun-nob
"galle"-pronoun-sme "hvor mange"-pronoun-nob
"gallenuppelohkái"-pronoun-sme "opp mot tyve"-pronoun-nob
"gallelogi"-pronoun-sme "mange titalls"-pronoun-nob
"gallečuođi"-pronoun-sme "mange hundretalls"-pronoun-nob
"gallenuppe"-pronoun-sme "mange tyvetalls"-pronoun-nob
"gallelogiduhát"-pronoun-sme "mange titalls tusen"-pronoun-nob
"galleduhát"-pronoun-sme "mange tusen"-pronoun-nob
"gallečuođiduhát"-pronoun-sme "mange hundre tusen"-pronoun-nob
"gallát"-adjective-sme "hvilken"-adjective-nob
"bealnup"-pronoun-sme "halvannen"-pronoun-nob
"beannot"-pronoun-sme "halvannen"-pronoun-nob
"bealnut"-pronoun-sme "halvannen"-pronoun-nob
"bealgoalmmát"-pronoun-sme "to og en halv"-pronoun-nob
"bealgoalmmát"-pronoun-sme "to og et halvt"-pronoun-nob
"bealnjealját"-pronoun-sme "tre og en halv"-pronoun-nob
"bealnjealját"-pronoun-sme "tre og et halvt"-pronoun-nob
"bealviđát"-pronoun-sme "fire og en halv"-pronoun-nob
"bealviđát"-pronoun-sme "fire og et halvt"-pronoun-nob
"bealguđat"-pronoun-sme "fem og en halv"-pronoun-nob
"bealguđat"-pronoun-sme "fem og et halvt"-pronoun-nob
"bealčihččet"-pronoun-sme "seks og en halv"-pronoun-nob
"bealčihččet"-pronoun-sme "seks og et halvt"-pronoun-nob
"bealgihččet"-pronoun-sme "seks og en halv"-pronoun-nob
"bealgávccát"-pronoun-sme "sju og en halv"-pronoun-nob
"bealgávccát"-pronoun-sme "sju og et halvt"-pronoun-nob
"bealovccát"-pronoun-sme "åtte og en halv"-pronoun-nob
"bealovccát"-pronoun-sme "åtte og et halvt"-pronoun-nob
"beallogát"-pronoun-sme "ni og en halv"-pronoun-nob
"beallogát"-pronoun-sme "ni og et halvt"-pronoun-nob
"logemat"-pronoun-sme "omtrent ti"-pronoun-nob
"SÁB"-properNoun-sme "SFP"-properNoun-nob
"as"-noun-sme "AS"-noun-nob
"nsr"-properNoun-sme "NSR"-properNoun-nob
"smn"-noun-sme "smn"-noun-nob
"sme"-noun-sme "sme"-noun-nob
"sma"-noun-sme "sma"-noun-nob
"smj"-noun-sme "smj"-noun-nob
"sms"-noun-sme "sms"-noun-nob
"sje"-noun-sme "sje"-noun-nob
"sjd"-noun-sme "sjd"-noun-nob
"nob"-noun-sme "nob"-noun-nob
"nno"-noun-sme "nno"-noun-nob
"fin"-noun-sme "fin"-noun-nob
"fkv"-noun-sme "fkv"-noun-nob
"fst"-noun-sme "fst"-noun-nob
"xfst"-noun-sme "xfst"-noun-nob
"hfst"-noun-sme "hfst"-noun-nob
"twolc"-noun-sme "twolc"-noun-nob
"lexc"-noun-sme "lexc"-noun-nob
"OKT"-properNoun-sme "OKT"-properNoun-nob
"ADHD"-noun-sme "ADHD"-noun-nob
"AH"-noun-sme "AH"-noun-nob
"AS"-properNoun-sme "AS"-properNoun-nob
"NAČ"-noun-sme "NOU"-noun-nob
"ATV"-noun-sme "ATV"-noun-nob
"IT"-noun-sme "IT"-noun-nob
"WC"-noun-sme "WC"-noun-nob
"ID"-noun-sme "ID"-noun-nob
"AWG"-noun-sme "AWG"-noun-nob
"CD"-noun-sme "cd"-noun-nob
"XML"-noun-sme "XML"-noun-nob
"ILO 169"-properNoun-sme "ILO 169"-properNoun-nob
"ILO"-properNoun-sme "ILO"-properNoun-nob
"CO"-noun-sme "CO"-noun-nob
"DA"-noun-sme "DA"-noun-nob
"DEL"-properNoun-sme "DEL"-properNoun-nob
"DOS"-properNoun-sme "DOS"-properNoun-nob
"DSF"-properNoun-sme "DSF"-properNoun-nob
"DVD"-noun-sme "DVD"-noun-nob
"EM"-noun-sme "EM"-noun-nob
"FST"-noun-sme "FST"-noun-nob
"FSA"-noun-sme "FSA"-noun-nob
"XFST"-properNoun-sme "XFST"-properNoun-nob
"HFST"-properNoun-sme "HFST"-properNoun-nob
"CALL"-noun-sme "CALL"-noun-nob
"ICALL"-noun-sme "ICALL"-noun-nob
"TWOLC"-properNoun-sme "TWOLC"-properNoun-nob
"LEXC"-properNoun-sme "LEXC"-properNoun-nob
"YAML"-noun-sme "YAML"-noun-nob
"FC"-properNoun-sme "FC"-properNoun-nob
"FD"-properNoun-sme "FD"-properNoun-nob
"FFR"-properNoun-sme "FFR"-properNoun-nob
"FM"-noun-sme "FM"-noun-nob
"FO"-properNoun-sme "FO"-properNoun-nob
"GB"-properNoun-sme "GB"-properNoun-nob
"GLR"-properNoun-sme "GLR"-properNoun-nob
"GPS"-noun-sme "GPS"-noun-nob
"GSM"-noun-sme "GSM"-noun-nob
"Gb"-noun-sme "Sp"-noun-nob
"HIV"-properNoun-sme "HIV"-properNoun-nob
"IKT"-noun-sme "IKT"-properNoun-nob
"IKA Finnmárkku IKS"-noun-sme "IKA Finnmark IKS"-noun-nob
"IKA Finnmark IKS"-noun-sme "IKA Finnmark IKS"-noun-nob
"IPS"-properNoun-sme "IPS"-properNoun-nob
"KPK"-properNoun-sme "KPK"-properNoun-nob
"KS"-properNoun-sme "KS"-properNoun-nob
"LBD"-properNoun-sme "LBD"-properNoun-nob
"LBT"-properNoun-sme "LBT"-properNoun-nob
"LHBT"-properNoun-sme "LHBT"-properNoun-nob
"LOGO"-noun-sme "LOGO"-noun-nob
"MGP"-properNoun-sme "MGP"-properNoun-nob
"MGP jr"-properNoun-sme "MGP jr"-properNoun-nob
"MK"-properNoun-sme "MK"-properNoun-nob
"NJFF"-properNoun-sme "NJFF"-properNoun-nob
"NM"-noun-sme "NM"-noun-nob
"NNS"-properNoun-sme "NNS"-properNoun-nob
"NOK"-properNoun-sme "NOK"-properNoun-nob
"NVE"-properNoun-sme "NVE"-properNoun-nob
"OD"-properNoun-sme "OD"-properNoun-nob
"PR"-noun-sme "PR"-noun-nob
"SDR"-properNoun-sme "SDR"-properNoun-nob
"SEG"-properNoun-sme "SEG"-properNoun-nob
"SJS"-noun-sme "SJS"-noun-nob
"SSSR"-noun-sme "SSSR"-noun-nob
"STS"-noun-sme "STS"-noun-nob
"SUV"-noun-sme "SUV"-noun-nob
"SF"-properNoun-sme "SF"-properNoun-nob
"SFS"-properNoun-sme "SFS"-properNoun-nob
"SG"-properNoun-sme "SV"-properNoun-nob
"SGP"-properNoun-sme "SGP"-properNoun-nob
"SGS"-properNoun-sme "SGS"-properNoun-nob
"SHL"-properNoun-sme "SHL"-properNoun-nob
"SK"-properNoun-sme "SK"-properNoun-nob
"SLF"-properNoun-sme "SLF"-properNoun-nob
"SM"-noun-sme "SM"-noun-nob
"SMS"-noun-sme "SMS"-noun-nob
"SNF"-properNoun-sme "SNF"-properNoun-nob
"SNO"-properNoun-sme "SNO"-properNoun-nob
"SR"-properNoun-sme "SR"-properNoun-nob
"SSG"-properNoun-sme "SSG"-properNoun-nob
"SSO"-properNoun-sme "SSO"-properNoun-nob
"JUO"-properNoun-sme "JUO"-properNoun-nob
"SSL"-properNoun-sme "SSL"-properNoun-nob
"SVL"-properNoun-sme "SVL"-properNoun-nob
"SVT"-properNoun-sme "SVT"-properNoun-nob
"SÁL"-properNoun-sme "SFF"-properNoun-nob
"SÁNAG"-properNoun-sme "SÁNAG"-properNoun-nob
"SáB"-properNoun-sme "SFP"-properNoun-nob
"TIL"-properNoun-sme "TIL"-properNoun-nob
"TV"-noun-sme "TV"-noun-nob
"tv"-noun-sme "TV"-noun-nob
"TV2"-properNoun-sme "TV2"-properNoun-nob
"E6"-properNoun-sme "E6"-properNoun-nob
"E45"-properNoun-sme "E45"-properNoun-nob
"UKM"-properNoun-sme "UKM"-properNoun-nob
"VG"-properNoun-sme "VG"-properNoun-nob
"WIPO"-properNoun-sme "WIPO"-properNoun-nob
"VS"-properNoun-sme "VS"-properNoun-nob
"USA"-properNoun-sme "USA"-properNoun-nob
"luo"-noun-sme "kl."-noun-nob
"nr"-noun-sme "nr."-noun-nob
"ru"-noun-sme "kr"-noun-nob
"kr"-noun-sme "kr"-noun-nob
"kap"-noun-sme "kap"-noun-nob
"UiB"-noun-sme "UiB"-noun-nob
"UiO"-noun-sme "UiO"-noun-nob
"UiT"-noun-sme "UiT"-noun-nob
"UIT"-noun-sme "UiT"-noun-nob
"suoidn"-noun-sme "jul"-noun-nob
"St.prp"-noun-sme "St.prp."-noun-nob
"St.prp.nr"-noun-sme "St.prp.nr."-noun-nob
"Sd.dieđ.nr"-noun-sme "St.meld.nr."-noun-nob
"dieđ.nr."-noun-sme "meld.nr."-noun-nob
"čuo"-noun-sme "pkt."-noun-nob
"St.dieđ.nr."-noun-sme "St.meld.nr."-noun-nob
"St.dieđ."-noun-sme "St.meld."-noun-nob
"áššenr."-noun-sme "saksnr."-noun-nob
"arkiivaáššenr."-noun-sme "arkivsaksnr."-noun-nob
"Od.dieđ.nr"-noun-sme "Ot.meld.nr."-noun-nob
"Od.prop."-noun-sme "Ot.prop."-noun-nob
"od.prp"-noun-sme "Ot.prp."-noun-nob
"Od.prp.nr"-noun-sme "Ot.prp.nr."-noun-nob
"Od.prp. nr"-noun-sme "Ot.prp. nr."-noun-nob
"ot.prop"-noun-sme "Ot.prop."-noun-nob
"Ot.prop.nr"-noun-sme "Ot.prop.nr."-noun-nob
"ot.prp"-noun-sme "Ot.prp."-noun-nob
"Ot.prp.nr"-noun-sme "Ot.prp.nr."-noun-nob
"tan"-noun-sme "tan"-noun-nob
"gnr"-noun-sme "Gnr."-noun-nob
"Pb"-noun-sme "Pb"-noun-nob
"Kor"-noun-sme "Kor"-noun-nob
"St"-noun-sme "St"-noun-nob
"tel"-noun-sme "tel"-noun-nob
"mob"-noun-sme "mob"-noun-nob
"tlf"-noun-sme "tlf."-noun-nob
"bbl"-noun-sme "amu"-noun-nob
"ex"-noun-sme "ex"-noun-nob
"Joh"-noun-sme "Joh"-noun-nob
"Luk"-noun-sme "Luk"-noun-nob
"Rom"-noun-sme "Rom"-noun-nob
"ref."-noun-sme "ref."-noun-nob
"1.aman."-noun-sme "1.aman."-noun-nob
"goall."-noun-sme "sam.set."-noun-nob
"Guovdag."-noun-sme "Kautok."-noun-nob
"Guovdg."-noun-sme "Kautok."-noun-nob
"Hedm."-noun-sme "Hedm."-noun-nob
"jr."-noun-sme "jr"-noun-nob
"Gastrolab"-noun-sme "Gastrolab."-noun-nob
"lok."-noun-sme "lok."-noun-nob
"lád."-noun-sme "mva."-noun-nob
"bearj."-noun-sme "fre."-noun-nob
"bearjad."-noun-sme "fre."-noun-nob
"gaskav."-noun-sme "ons."-noun-nob
"lávv."-noun-sme "lør."-noun-nob
"lávvord."-noun-sme "lør."-noun-nob
"NewZ."-noun-sme "NewZ."-noun-nob
"ol."-noun-sme "ent."-noun-nob
"part."-noun-sme "part."-noun-nob
"partit."-noun-sme "partit."-noun-nob
"perš."-noun-sme "pers."-noun-nob
"temp."-noun-sme "temp."-noun-nob
"Kildegata"-noun-sme "Kildegt."-noun-nob
"aman"-noun-sme "aman."-noun-nob
"art."-noun-sme "art."-noun-nob
"ass."-noun-sme "ass."-noun-nob
"adr."-noun-sme "adr."-noun-nob
"Bj."-noun-sme "Bj."-noun-nob
"dir."-noun-sme "dir."-noun-nob
"dr."-noun-sme "dr."-noun-nob
"dr.art."-noun-sme "dr.art."-noun-nob
"Edv."-noun-sme "Edv."-noun-nob
"geassem."-noun-sme "jun."-noun-nob
"golggotm."-noun-sme "okt."-noun-nob
"Innst"-noun-sme "Innst."-noun-nob
"Johs"-noun-sme "Johs."-noun-nob
"juovlam."-noun-sme "des."-noun-nob
"kr"-noun-sme "kr"-noun-nob
"ossod.dir."-noun-sme "avd.dir."-noun-nob
"ordf."-noun-sme "ordf."-noun-nob
"overs"-noun-sme "overs."-noun-nob
"skábmam."-noun-sme "nov."-noun-nob
"Seb"-noun-sme "Seb."-noun-nob
"spes.ped."-noun-sme "spes.ped."-noun-nob
"osd."-noun-sme "avd."-noun-nob
"abess."-noun-sme "abess."-noun-nob
"1p"-noun-sme "1p"-noun-nob
"2p"-noun-sme "2p"-noun-nob
"3p"-noun-sme "3p"-noun-nob
"Muf"-noun-sme "Muf"-noun-nob
"abl"-noun-sme "abl"-noun-nob
"adess"-noun-sme "adess"-noun-nob
"adj"-noun-sme "adj"-noun-nob
"adv"-noun-sme "adv"-noun-nob
"advl"-noun-sme "advl"-noun-nob
"akk"-noun-sme "akk"-noun-nob
"akk/gen"-noun-sme "akk/gen"-noun-nob
"all"-noun-sme "all"-noun-nob
"att"-noun-sme "att"-noun-nob
"attr"-noun-sme "attr"-noun-nob
"ess"-noun-sme "ess"-noun-nob
"ill"-noun-sme "ill"-noun-nob
"imp"-noun-sme "imp"-noun-nob
"imprt"-noun-sme "imprt"-noun-nob
"ind"-noun-sme "ind"-noun-nob
"komp"-noun-sme "komp"-noun-nob
"kond"-noun-sme "kond"-noun-nob
"konj"-noun-sme "konj"-noun-nob
"ml"-noun-sme "ml"-noun-nob
"dl"-noun-sme "dl"-noun-nob
"cl"-noun-sme "cl"-noun-nob
"mg"-noun-sme "mg"-noun-nob
"kg"-noun-sme "kg"-noun-nob
"gr"-noun-sme "gr"-noun-nob
"cm"-noun-sme "cm"-noun-nob
"cm²"-noun-sme "cm²"-noun-nob
"cm³"-noun-sme "cm³"-noun-nob
"njukč"-noun-sme "mar"-noun-nob
"nom"-noun-sme "nom"-noun-nob
"obj"-noun-sme "obj"-noun-nob
"pres"-noun-sme "pres"-noun-nob
"pret"-noun-sme "pret"-noun-nob
"prt"-noun-sme "prt"-noun-nob
"sek"-noun-sme "sek"-noun-nob
"sign"-noun-sme "sign"-noun-nob
"skábm"-noun-sme "nov"-noun-nob
"subj"-noun-sme "subj"-noun-nob
"subst"-noun-sme "subst"-noun-nob
"pc"-noun-sme "pc"-noun-nob
"km"-noun-sme "km"-noun-nob
"čurvestat"-noun-sme "motto"-noun-nob
"čurvestat"-noun-sme "rop"-noun-nob
"rohcošeapmi"-noun-sme "utukt"-noun-nob
"vuolideapmi"-noun-sme "nedgang"-noun-nob
"syntáksa"-noun-sme "syntaks"-noun-nob
"fonotáksa"-noun-sme "fonotaks"-noun-nob
"bálggus"-noun-sme "reinbeitelag"-noun-nob
"láidestanheargi"-noun-sme "lederrein"-noun-nob
"oiddot"-noun-sme "favoritt"-noun-nob
"leavvajohkalaš"-noun-sme "levvajoking"-noun-nob
"norgalaš"-noun-sme "nordmann"-noun-nob
"ohcejohkalaš"-noun-sme "utsjoking"-noun-nob
"guhkemátki"-noun-sme "langtur"-noun-nob
"rievidanmátki"-noun-sme "plyndringstur"-noun-nob
"ámta"-noun-sme "amt"-noun-nob
"diŋgojeaddji"-noun-sme "abonnent"-noun-nob
"abonneanta"-noun-sme "abonnent"-noun-nob
"vuostenákkáhalli"-noun-sme "opponent"-noun-nob
"opponeanta"-noun-sme "opponent"-noun-nob
"nuohtalašmáhttu"-noun-sme "musikalitet"-noun-nob
"nuohtalašvuohta"-noun-sme "musikalitet"-noun-nob
"kommentáhtor"-noun-sme "kommentator"-noun-nob
"ruoktogielda"-noun-sme "hjemkommune"-noun-nob
"maŋeščakča"-noun-sme "seinhøst"-noun-nob
"magistráhta"-noun-sme "magistrat"-noun-nob
"čállinvuohki"-noun-sme "ortografi"-noun-nob
"čállinvuohki"-noun-sme "rettskrivning"-noun-nob
"seanadeapmi"-noun-sme "forsoning"-noun-nob
"A-vitamiidna"-noun-sme "A-vitamin"-noun-nob
"AV-guovddáš"-noun-sme "AV-sentral"-noun-nob
"AV-rájus"-noun-sme "AV-lager"-noun-nob
"B-vitamiidna"-noun-sme "B-vitamin"-noun-nob
"C-vitamiidna"-noun-sme "C-vitamin"-noun-nob
"CD-čuojanas"-noun-sme "CD-spiller"-noun-nob
"D-vitamiidna"-noun-sme "D-vitamin"-noun-nob
"DNA-molekyla"-noun-sme "DNA-molekyl"-noun-nob
"EKG-latnja"-noun-sme "EKG-rom"-noun-nob
"SI-systema"-noun-sme "SI-system"-noun-nob
"SMS"-noun-sme "SMS"-noun-nob
"T-nađđa"-noun-sme "T-arm"-noun-nob
"T-revre"-noun-sme "T-rør"-noun-nob
"TV-prográmma"-noun-sme "TV-program"-noun-nob
"ealáskahttinprográmma"-noun-sme "revitaliseringsprogram"-noun-nob
"TV-čájálmas"-noun-sme "fjernsynsteater"-noun-nob
"U-hápmi"-noun-sme "hesteskoform"-noun-nob
"U-mohkki"-noun-sme "u-sving"-noun-nob
"Wackernagel-posišuvdna"-noun-sme "Wackernagel-posisjon"-noun-nob
"abbediija"-noun-sme "abbedi"-noun-nob
"abessiiva"-noun-sme "abessiv"-noun-nob
"ablatiiva"-noun-sme "ablativ"-noun-nob
"abonnemeanta"-noun-sme "abonnement"-noun-nob
"aborta"-noun-sme "abort"-noun-nob
"absolutisma"-noun-sme "absolutisme"-noun-nob
"absurdisma"-noun-sme "absurdisme"-noun-nob
"acetylena"-noun-sme "acetylen"-noun-nob
"adaptašuvdna"-noun-sme "adaptasjon"-noun-nob
"adapter"-noun-sme "adapter"-noun-nob
"addaleapmi"-noun-sme "overrekking"-noun-nob
"addaleapmi"-noun-sme "gavegiving"-noun-nob
"addišuvdna"-noun-sme "addisjon"-noun-nob
"adessiiva"-noun-sme "adessiv"-noun-nob
"adjektiiva"-noun-sme "adjektiv"-noun-nob
"adjunktagelbbolašvuohta"-noun-sme "adjunktkompetanse"-noun-nob
"adjunktaoahppu"-noun-sme "adjunktutdanning"-noun-nob
"jođihanoahppu"-noun-sme "lederutdanning"-noun-nob
"adjunktiiva"-noun-sme "adjunktiv"-noun-nob
"administrašuvdna"-noun-sme "administrasjon"-noun-nob
"adnonbierggasgávpi"-noun-sme "brukthandel"-noun-nob
"adopterenvirgelohpi"-noun-sme "adopsjonspermisjon"-noun-nob
"adopšuvdna"-noun-sme "adopsjon"-noun-nob
"ambiposišuvdna"-noun-sme "ambiposisjon"-noun-nob
"adposišuvdna"-noun-sme "adposisjon"-noun-nob
"adreassa"-noun-sme "adresse"-noun-nob
"adreassakoarta"-noun-sme "adressekort"-noun-nob
"bivdolohpi"-noun-sme "fiskekort"-noun-nob
"bivdolohpi"-noun-sme "jaktkort"-noun-nob
"adreassalihppu"-noun-sme "adresseringsetikett"-noun-nob
"adreassalistu"-noun-sme "adresseliste"-noun-nob
"čuojahanlistu"-noun-sme "spilleliste"-noun-nob
"ohcciidlistu"-noun-sme "søkerliste"-noun-nob
"vuordinlistu"-noun-sme "venteliste"-noun-nob
"adreassaregisttar"-noun-sme "adresseregister"-noun-nob
"adrenaliidna"-noun-sme "adrenalin"-noun-nob
"adresserenbábir"-noun-sme "adresseringspapir"-noun-nob
"adresserenmašiidna"-noun-sme "adresseringsmaskin"-noun-nob
"aduseren"-noun-sme "adusering"-noun-nob
"rekrutteren"-noun-sme "rekruttering"-noun-nob
"rekruteren"-noun-sme "rekruttering"-noun-nob
"aduserruovdi"-noun-sme "aduserjern"-noun-nob
"eanagoddi"-noun-sme "len"-noun-nob
"oahpporeaidu"-noun-sme "læremiddel"-noun-nob
"bieksu"-noun-sme "bjeksu"-noun-nob
"bassibáiki"-noun-sme "helligsted"-noun-nob
"studerenbáiki"-noun-sme "studiested"-noun-nob
"oatnelanbodda"-noun-sme "kort tid"-noun-nob
"čájehallanáigi"-noun-sme "visningstid"-noun-nob
"jahkeáigodat"-noun-sme "årstid"-noun-nob
