"av"-preposition-swe "af"-preposition-dan
"barnvagn"-noun-swe "barnevogn"-noun-dan
"barometer"-noun-swe "barometer"-noun-dan
"barr"-noun-swe "nål"-noun-dan
"barrskog"-noun-swe "nåleskov"-noun-dan
"barrträd"-noun-swe "nåletræ"-noun-dan
"basket"-noun-swe "basketball"-noun-dan
"basketboll"-noun-swe "basketball"-noun-dan
"baskiska"-noun-swe "baskisk"-noun-dan
"bastu"-noun-swe "sauna"-noun-dan
"batteri"-noun-swe "batteri"-noun-dan
"bebis"-noun-swe "baby"-noun-dan
"bedömning"-noun-swe "vurdering"-noun-dan
"befattning"-noun-swe "stilling"-noun-dan
"befolkning"-noun-swe "befolkning"-noun-dan
"befruktning"-noun-swe "befrugtning"-noun-dan
"befäl"-noun-swe "befaling"-noun-dan
"befästning"-noun-swe "befæstning"-noun-dan
"begravning"-noun-swe "begravelse"-noun-dan
"begrepp"-noun-swe "begreb"-noun-dan
"begränsning"-noun-swe "begrænsning"-noun-dan
"begär"-noun-swe "begær"-noun-dan
"begåvning"-noun-swe "talent"-noun-dan
"behag"-noun-swe "ynde"-noun-dan
"behandling"-noun-swe "behandling"-noun-dan
"behov"-noun-swe "behov"-noun-dan
"behållare"-noun-swe "tank"-noun-dan
"bekant"-noun-swe "bekendt"-noun-dan
"belastning"-noun-swe "belastning"-noun-dan
"belgiska"-noun-swe "belgisk"-noun-dan
"belopp"-noun-swe "beløb"-noun-dan
"belägg"-noun-swe "belæg"-noun-dan
"beläggning"-noun-swe "belægning"-noun-dan
"belöning"-noun-swe "belønning"-noun-dan
"bemärkelsedag"-noun-swe "betydning"-noun-dan
"ben"-noun-swe "ben"-noun-dan
"bensin"-noun-swe "benzin"-noun-dan
"bensinmack"-noun-swe "benzinstation"-noun-dan
"bensintank"-noun-swe "benzintank"-noun-dan
"benämning"-noun-swe "benævnelse"-noun-dan
"benådning"-noun-swe "benådning"-noun-dan
"beredning"-noun-swe "forarbejdning"-noun-dan
"berg"-noun-swe "bjerg"-noun-dan
"bergart"-noun-swe "bjergart"-noun-dan
"bergsklättring"-noun-swe "bjergklatring"-noun-dan
"bergstopp"-noun-swe "bjergtop"-noun-dan
"beroende"-noun-swe "afhængighed"-noun-dan
"beräkning"-noun-swe "beregning"-noun-dan
"beröring"-noun-swe "berøring"-noun-dan
"besiktning"-noun-swe "besigtigelse"-noun-dan
"besittning"-noun-swe "besiddelse"-noun-dan
"beskickning"-noun-swe "beskikning"-noun-dan
"beskjutning"-noun-swe "beskydning"-noun-dan
"beskrivning"-noun-swe "beskrivelse"-noun-dan
"beskyllning"-noun-swe "beskyldning"-noun-dan
"beskärm"-noun-swe "beskyttelse"-noun-dan
"beskärning"-noun-swe "beskæring"-noun-dan
"beslag"-noun-swe "beslag"-noun-dan
"beslut"-noun-swe "beslutning"-noun-dan
"beslut"-noun-swe "dekret"-noun-dan
"dekret"-noun-swe "dekret"-noun-dan
"besparing"-noun-swe "besparelse"-noun-dan
"best"-noun-swe "dyr"-noun-dan
"bestick"-noun-swe "bestik"-noun-dan
"bestraffning"-noun-swe "afstraffelse"-noun-dan
"beställning"-noun-swe "bestilling"-noun-dan
"bestånd"-noun-swe "bistand"-noun-dan
"beståndsdel"-noun-swe "bestanddel"-noun-dan
"besvikelse"-noun-swe "skuffelse"-noun-dan
"besvär"-noun-swe "besvær"-noun-dan
"besättning"-noun-swe "mandskab"-noun-dan
"besättning"-noun-swe "besætning"-noun-dan
"uppvaktning"-noun-swe "besøg"-noun-dan
"visit"-noun-swe "besøg"-noun-dan
"besök"-noun-swe "besøg"-noun-dan
"beta"-noun-swe "beta"-noun-dan
"betalning"-noun-swe "betaling"-noun-dan
"beteckning"-noun-swe "betegnelse"-noun-dan
"betong"-noun-swe "beton"-noun-dan
"betoning"-noun-swe "betoning"-noun-dan
"bett"-noun-swe "bid"-noun-dan
"bit"-noun-swe "bid"-noun-dan
"betydelse"-noun-swe "betydning"-noun-dan
"betyg"-noun-swe "karakter"-noun-dan
"bevis"-noun-swe "bevis"-noun-dan
"beväring"-noun-swe "bevæbning"-noun-dan
"bi"-noun-swe "bi"-noun-dan
"bibel"-noun-swe "bibel"-noun-dan
"bibliotek"-noun-swe "bibliotek"-noun-dan
"bidrag"-noun-swe "bidrag"-noun-dan
"bidragsförskott"-noun-swe "børnebidrag"-noun-dan
"bifall"-noun-swe "bifald"-noun-dan
"biff"-noun-swe "bøf"-noun-dan
"bihang"-noun-swe "vedhæng"-noun-dan
"bil"-noun-swe "bil"-noun-dan
"bild"-noun-swe "billede"-noun-dan
"bildformat"-noun-swe "billedformat"-noun-dan
"bildskärm"-noun-swe "billedskærm"-noun-dan
"bildäck"-noun-swe "bildæk"-noun-dan
"bildörr"-noun-swe "bildør"-noun-dan
"biljard"-noun-swe "billard"-noun-dan
"biljett"-noun-swe "billet"-noun-dan
"bilväg"-noun-swe "bilvej"-noun-dan
"bindestreck"-noun-swe "bindestreg"-noun-dan
"bindning"-noun-swe "binding"-noun-dan
"bio"-noun-swe "biograf"-noun-dan
"biodlare"-noun-swe "biavler"-noun-dan
"biograf"-noun-swe "biograf"-noun-dan
"biografi"-noun-swe "biografi"-noun-dan
"biokemi"-noun-swe "biokemi"-noun-dan
"biologi"-noun-swe "biologi"-noun-dan
"biskop"-noun-swe "biskop"-noun-dan
"bistånd"-noun-swe "bistand"-noun-dan
"bistånd"-noun-swe "hjælp"-noun-dan
"bit"-noun-swe "stykke"-noun-dan
"bjudning"-noun-swe "indbydelse"-noun-dan
"björk"-noun-swe "birk"-noun-dan
"björn"-noun-swe "bjørn"-noun-dan
"blad"-noun-swe "blad"-noun-dan
"blandning"-noun-swe "blanding"-noun-dan
"blick"-noun-swe "blik"-noun-dan
"blixt"-noun-swe "lyn"-noun-dan
"blixtlås"-noun-swe "lynlås"-noun-dan
"block"-noun-swe "blok"-noun-dan
"blockad"-noun-swe "blokade"-noun-dan
"blockering"-noun-swe "blokade"-noun-dan
"blockering"-noun-swe "blokering"-noun-dan
"blockflöjt"-noun-swe "blokfløjte"-noun-dan
"blod"-noun-swe "blod"-noun-dan
"blodbad"-noun-swe "blodbad"-noun-dan
"blodkärl"-noun-swe "blodkar"-noun-dan
"blodprov"-noun-swe "blodprøve"-noun-dan
"blodtryck"-noun-swe "blodtryk"-noun-dan
"blogg"-noun-swe "blog"-noun-dan
"blomma"-noun-swe "blomst"-noun-dan
"blomster"-noun-swe "blomst"-noun-dan
"blomning"-noun-swe "blomstring"-noun-dan
"blot"-noun-swe "blot"-noun-dan
"blues"-noun-swe "blues"-noun-dan
"blus"-noun-swe "bluse"-noun-dan
"bly"-noun-swe "bly"-noun-dan
"blygdben"-noun-swe "skamben"-noun-dan
"bläck"-noun-swe "blæk"-noun-dan
"bläckfisk"-noun-swe "blæksprutte"-noun-dan
"blåbär"-noun-swe "blåbær"-noun-dan
"blåsa"-noun-swe "blære"-noun-dan
"blåsinstrument"-noun-swe "blæseinstrument"-noun-dan
"blödning"-noun-swe "blødning"-noun-dan
"blötdjur"-noun-swe "bløddyr"-noun-dan
"bo"-noun-swe "bo"-noun-dan
"bok"-noun-swe "bog"-noun-dan
"bokbuss"-noun-swe "bogbus"-noun-dan
"bokförlag"-noun-swe "bogforlag"-noun-dan
"bokhandel"-noun-swe "boghandel"-noun-dan
"bokhandlare"-noun-swe "boghandler"-noun-dan
"boksamling"-noun-swe "bogsamling"-noun-dan
"bokskog"-noun-swe "bøgeskov"-noun-dan
"bokslut"-noun-swe "status"-noun-dan
"bokstav"-noun-swe "bogstav"-noun-dan
"bolag"-noun-swe "selskab"-noun-dan
"boll"-noun-swe "bold"-noun-dan
"bomb"-noun-swe "bombe"-noun-dan
"bombanfall"-noun-swe "bombeangreb"-noun-dan
"bombardemang"-noun-swe "bombardement"-noun-dan
"bombning"-noun-swe "bombning"-noun-dan
"bomull"-noun-swe "bomuld"-noun-dan
"bomull"-noun-swe "bomuld"-noun-dan
"bonde"-noun-swe "bonde"-noun-dan
"bondgård"-noun-swe "bondegård"-noun-dan
"bondhustru"-noun-swe "bondekone"-noun-dan
"bondpojk"-noun-swe "bondedreng"-noun-dan
"boningshus"-noun-swe "beboelsesejendom"-noun-dan
"bonus"-noun-swe "bonus"-noun-dan
"bor"-noun-swe "bor"-noun-dan
"bord"-noun-swe "bord"-noun-dan
"bordell"-noun-swe "bordel"-noun-dan
"borg"-noun-swe "borg"-noun-dan
"borgmästare"-noun-swe "borgmester"-noun-dan
"borr"-noun-swe "bor"-noun-dan
"borrning"-noun-swe "boring"-noun-dan
"borst"-noun-swe "borst"-noun-dan
"borste"-noun-swe "børste"-noun-dan
"bortförklaring"-noun-swe "bortforklaring"-noun-dan
"boskap"-noun-swe "kvæg"-noun-dan
"boss"-noun-swe "støv"-noun-dan
"boss"-noun-swe "boss"-noun-dan
"bostad"-noun-swe "bolig"-noun-dan
"bostadshus"-noun-swe "bolighus"-noun-dan
"bostadsrättsförening"-noun-swe "andelslejlighedsforening"-noun-dan
"bosättning"-noun-swe "bosætning"-noun-dan
"botanik"-noun-swe "botanik"-noun-dan
"bottenvåning"-noun-swe "stueetage"-noun-dan
"bowling"-noun-swe "bowling"-noun-dan
"bowlingklot"-noun-swe "bowlingkugle"-noun-dan
"brandbil"-noun-swe "brandbil"-noun-dan
"brandkår"-noun-swe "brandvæsen"-noun-dan
"brasilianska"-noun-swe "brasiliansk"-noun-dan
"bredd"-noun-swe "bredde"-noun-dan
"brev"-noun-swe "brev"-noun-dan
"brevbärare"-noun-swe "postbud"-noun-dan
"brigad"-noun-swe "brigade"-noun-dan
"bringa"-noun-swe "bringe"-noun-dan
"bris"-noun-swe "brise"-noun-dan
"brist"-noun-swe "mangel"-noun-dan
"britt"-noun-swe "brite"-noun-dan
"bro"-noun-swe "bro"-noun-dan
"broder"-noun-swe "broder"-noun-dan
"broms"-noun-swe "bremse"-noun-dan
"bromssystem"-noun-swe "bremsesystem"-noun-dan
"brons"-noun-swe "bronze"-noun-dan
"bronsmedalj"-noun-swe "bronzemedalje"-noun-dan
"brosch"-noun-swe "broche"-noun-dan
"broschyr"-noun-swe "brochure"-noun-dan
"brosk"-noun-swe "brusk"-noun-dan
"brott"-noun-swe "forbrydelse"-noun-dan
"brottning"-noun-swe "brydning"-noun-dan
"brottslighet"-noun-swe "kriminalitet"-noun-dan
"brottsling"-noun-swe "kriminel"-noun-dan
"brud"-noun-swe "brud"-noun-dan
"brudgum"-noun-swe "brudgom"-noun-dan
"brudklänning"-noun-swe "brudekjole"-noun-dan
"bruk"-noun-swe "brug"-noun-dan
"bruk"-noun-swe "brug"-noun-dan
"bruksanvisning"-noun-swe "brugsanvisning"-noun-dan
"bruksföremål"-noun-swe "brugsgenstand"-noun-dan
"brunn"-noun-swe "kilde"-noun-dan
"brus"-noun-swe "støj"-noun-dan
"brygga"-noun-swe "brygge"-noun-dan
"bryggeri"-noun-swe "bryggeri"-noun-dan
"brytning"-noun-swe "brydning"-noun-dan
"bräckjärn"-noun-swe "brækjern"-noun-dan
"bräda"-noun-swe "bræt"-noun-dan
"brädspel"-noun-swe "brætspil"-noun-dan
"bränning"-noun-swe "brænding"-noun-dan
"brännsår"-noun-swe "brandsår"-noun-dan
"bränsle"-noun-swe "brændsel"-noun-dan
"bråk"-noun-swe "brøk"-noun-dan
"bråkdel"-noun-swe "brøkdel"-noun-dan
"bröd"-noun-swe "brød"-noun-dan
"bröd"-noun-swe "brød"-noun-dan
"bröllop"-noun-swe "bryllup"-noun-dan
"bröllopsdag"-noun-swe "bryllupsdag"-noun-dan
"bröst"-noun-swe "bryst"-noun-dan
"bröstkorg"-noun-swe "brystkasse"-noun-dan
"bubbla"-noun-swe "boble"-noun-dan
"bud"-noun-swe "bud"-noun-dan
"buddhism"-noun-swe "buddhisme"-noun-dan
"budget"-noun-swe "budget"-noun-dan
"budskap"-noun-swe "budskab"-noun-dan
"buk"-noun-swe "bug"-noun-dan
"bulgariska"-noun-swe "bulgarsk"-noun-dan
"buljong"-noun-swe "bouillon"-noun-dan
"bulletin"-noun-swe "beretning"-noun-dan
"bult"-noun-swe "bolt"-noun-dan
"bunt"-noun-swe "bundt"-noun-dan
"bur"-noun-swe "bur"-noun-dan
"burk"-noun-swe "dåse"-noun-dan
"buske"-noun-swe "busk"-noun-dan
"buss"-noun-swe "bus"-noun-dan
"butik"-noun-swe "butik"-noun-dan
"by"-noun-swe "landsby"-noun-dan
"byalag"-noun-swe "medborgerforening"-noun-dan
"bygdegård"-noun-swe "egnsgård"-noun-dan
"byggmästare"-noun-swe "arkitekt"-noun-dan
"byggnad"-noun-swe "bygning"-noun-dan
"byggnad"-noun-swe "konstruktion"-noun-dan
"byggnadsverk"-noun-swe "bygværk"-noun-dan
"byst"-noun-swe "buste"-noun-dan
"byte"-noun-swe "bytte"-noun-dan
"bäck"-noun-swe "bæk"-noun-dan
"bäcken"-noun-swe "bækken"-noun-dan
"bädd"-noun-swe "seng"-noun-dan
"bänk"-noun-swe "sofa"-noun-dan
"bänk"-noun-swe "bænk"-noun-dan
"bär"-noun-swe "bær"-noun-dan
"bärnsten"-noun-swe "rav"-noun-dan
"bål"-noun-swe "bål"-noun-dan
"bås"-noun-swe "bås"-noun-dan
"båt"-noun-swe "båd"-noun-dan
"bön"-noun-swe "henvendelse"-noun-dan
"bön"-noun-swe "bøn"-noun-dan
"början"-noun-swe "begyndelse"-noun-dan
"börs"-noun-swe "børs"-noun-dan
"börsnotering"-noun-swe "børsnotering"-noun-dan
"camping"-noun-swe "camping"-noun-dan
"cancer"-noun-swe "kræft"-noun-dan
"cell"-noun-swe "celle"-noun-dan
"censor"-noun-swe "censor"-noun-dan
"censur"-noun-swe "censur"-noun-dan
"center"-noun-swe "centrum"-noun-dan
"centrum"-noun-swe "centrum"-noun-dan
"ceremoni"-noun-swe "ceremoni"-noun-dan
"certifikat"-noun-swe "certifikat"-noun-dan
"intyg"-noun-swe "certifikat"-noun-dan
"champagne"-noun-swe "champagne"-noun-dan
"chans"-noun-swe "chance"-noun-dan
"chaufför"-noun-swe "chauffør"-noun-dan
"check"-noun-swe "check"-noun-dan
"chef"-noun-swe "chef"-noun-dan
"chefredaktör"-noun-swe "chefredaktør"-noun-dan
"chilenska"-noun-swe "chilensk"-noun-dan
"chips"-noun-swe "chips"-noun-dan
"chock"-noun-swe "chok"-noun-dan
"choklad"-noun-swe "chokolade"-noun-dan
"cigarr"-noun-swe "cigar"-noun-dan
"cigarrett"-noun-swe "cigaret"-noun-dan
"cirkel"-noun-swe "cirkel"-noun-dan
"cirkulationsplats"-noun-swe "cirkulationsplads"-noun-dan
"cirkus"-noun-swe "cirkus"-noun-dan
"citadell"-noun-swe "citadel"-noun-dan
"citat"-noun-swe "citat"-noun-dan
"citron"-noun-swe "citron"-noun-dan
"civilingenjör"-noun-swe "civilingeniør"-noun-dan
"coach"-noun-swe "coach"-noun-dan
"cykel"-noun-swe "cykel"-noun-dan
"cykelhjälm"-noun-swe "cykelhjelm"-noun-dan
"cyklist"-noun-swe "cyklist"-noun-dan
"cyklon"-noun-swe "cyklon"-noun-dan
"cylinder"-noun-swe "cylinder"-noun-dan
"cypriotiska"-noun-swe "cypriotisk"-noun-dan
"dag"-noun-swe "dag"-noun-dan
"dagblad"-noun-swe "avis"-noun-dan
"dagg"-noun-swe "dug"-noun-dan
"dagis"-noun-swe "børnehave"-noun-dan
"dagordning"-noun-swe "dagsorden"-noun-dan
"dagstidning"-noun-swe "dagblad"-noun-dan
"dal"-noun-swe "dal"-noun-dan
"dalgång"-noun-swe "dal"-noun-dan
"dam"-noun-swe "dame"-noun-dan
"damm"-noun-swe "dam"-noun-dan
"damm"-noun-swe "støv"-noun-dan
"dammsugare"-noun-swe "støvsuger"-noun-dan
"damtidning"-noun-swe "dameblad"-noun-dan
"dans"-noun-swe "dans"-noun-dan
"dansgolv"-noun-swe "dansegulv"-noun-dan
"dansk"-noun-swe "dansker"-noun-dan
"danska"-noun-swe "dansk"-noun-dan
"dataspel"-noun-swe "computerspil"-noun-dan
"datering"-noun-swe "datering"-noun-dan
"dator"-noun-swe "computer"-noun-dan
"datorskärm"-noun-swe "dataskærm"-noun-dan
"datorsystem"-noun-swe "computersystem"-noun-dan
"datorvirus"-noun-swe "computervirus"-noun-dan
"datum"-noun-swe "dato"-noun-dan
"debatt"-noun-swe "debat"-noun-dan
"debattinlägg"-noun-swe "debatindlæg"-noun-dan
"debitering"-noun-swe "debitering"-noun-dan
"deg"-noun-swe "dej"-noun-dan
"dekan"-noun-swe "tæppe"-noun-dan
"dekoration"-noun-swe "dekoration"-noun-dan
"dekret"-noun-swe "dekret"-noun-dan
"del"-noun-swe "del"-noun-dan
"andel"-noun-swe "del"-noun-dan
"andel"-noun-swe "andel"-noun-dan
"portion"-noun-swe "andel"-noun-dan
"portion"-noun-swe "portion"-noun-dan
"del"-noun-swe "andel"-noun-dan
"portion"-noun-swe "del"-noun-dan
"delfin"-noun-swe "delfin"-noun-dan
"delmängd"-noun-swe "delmængde"-noun-dan
"delning"-noun-swe "deling"-noun-dan
"delta"-noun-swe "delta"-noun-dan
"deltagare"-noun-swe "deltager"-noun-dan
"deltävling"-noun-swe "delturnering"-noun-dan
"demokrati"-noun-swe "demokrati"-noun-dan
"departement"-noun-swe "departement"-noun-dan
"deportering"-noun-swe "deportering"-noun-dan
"depression"-noun-swe "depression"-noun-dan
"derivat"-noun-swe "derivat"-noun-dan
"derivata"-noun-swe "derivat"-noun-dan
"detalj"-noun-swe "detalje"-noun-dan
"detektiv"-noun-swe "detektiv"-noun-dan
"devalvering"-noun-swe "devaluering"-noun-dan
"diadem"-noun-swe "diadem"-noun-dan
"diagnos"-noun-swe "diagnose"-noun-dan
"dialekt"-noun-swe "dialekt"-noun-dan
"diamant"-noun-swe "diamant"-noun-dan
"diet"-noun-swe "diæt"-noun-dan
"differentialekvation"-noun-swe "differentialligning"-noun-dan
"dike"-noun-swe "grøft"-noun-dan
"dikt"-noun-swe "digt"-noun-dan
"diktator"-noun-swe "diktator"-noun-dan
"diktsamling"-noun-swe "digtsamling"-noun-dan
"dimma"-noun-swe "tåge"-noun-dan
"diplom"-noun-swe "diplom"-noun-dan
"direktiv"-noun-swe "direktiv"-noun-dan
"direktsändning"-noun-swe "direktesending"-noun-dan
"direktör"-noun-swe "direktør"-noun-dan
"direktör"-noun-swe "bestyrer"-noun-dan
"disciplin"-noun-swe "disciplin"-noun-dan
"disk"-noun-swe "disk"-noun-dan
"diskett"-noun-swe "diskette"-noun-dan
"diskotek"-noun-swe "diskotek"-noun-dan
"diskussion"-noun-swe "diskussion"-noun-dan
"dispyt"-noun-swe "skænderi"-noun-dan
"distans"-noun-swe "afstand"-noun-dan
"distrikt"-noun-swe "distrikt"-noun-dan
"division"-noun-swe "division"-noun-dan
"djup"-noun-swe "dyb"-noun-dan
"djur"-noun-swe "dyr"-noun-dan
"docent"-noun-swe "docent"-noun-dan
"docka"-noun-swe "dukke"-noun-dan
"doft"-noun-swe "lugt"-noun-dan
"dokument"-noun-swe "dokument"-noun-dan
"dolk"-noun-swe "dolk"-noun-dan
"domare"-noun-swe "dommer"-noun-dan
"domslut"-noun-swe "domsafsigelse"-noun-dan
"domstol"-noun-swe "domstol"-noun-dan
"domän"-noun-swe "domæne"-noun-dan
"don"-noun-swe "værktøj"-noun-dan
"dop"-noun-swe "dåb"-noun-dan
"dos"-noun-swe "dosis"-noun-dan
"dotter"-noun-swe "datter"-noun-dan
"dovhjort"-noun-swe "dådyr"-noun-dan
"drabbning"-noun-swe "træfning"-noun-dan
"drag"-noun-swe "drag"-noun-dan
"dragning"-noun-swe "tiltrækning"-noun-dan
"dragspel"-noun-swe "harmonika"-noun-dan
"drama"-noun-swe "drama"-noun-dan
"drev"-noun-swe "drev"-noun-dan
"dricka"-noun-swe "drik"-noun-dan
"drink"-noun-swe "drink"-noun-dan
"driva"-noun-swe "drive"-noun-dan
"drivhus"-noun-swe "drivhus"-noun-dan
"drog"-noun-swe "drog"-noun-dan
"drottning"-noun-swe "dronning"-noun-dan
"vindruva"-noun-swe "vindrue"-noun-dan
"dryck"-noun-swe "drik"-noun-dan
"dräkt"-noun-swe "dragt"-noun-dan
"dränering"-noun-swe "dræning"-noun-dan
"dräng"-noun-swe "tjenestekarl"-noun-dan
"dråp"-noun-swe "drab"-noun-dan
"dubb"-noun-swe "spids"-noun-dan
"duk"-noun-swe "lærred"-noun-dan
"dun"-noun-swe "dun"-noun-dan
"dunk"-noun-swe "dunk"-noun-dan
"dusch"-noun-swe "brusebad"-noun-dan
"dussin"-noun-swe "dusin"-noun-dan
"dussintal"-noun-swe "dusin"-noun-dan
"duva"-noun-swe "due"-noun-dan
"duvhök"-noun-swe "duehøg"-noun-dan
"dvala"-noun-swe "dvale"-noun-dan
"dvärg"-noun-swe "dværg"-noun-dan
"dygn"-noun-swe "døgn"-noun-dan
"dykare"-noun-swe "dykker"-noun-dan
"dykning"-noun-swe "dykning"-noun-dan
"dynamit"-noun-swe "dynamit"-noun-dan
"dynga"-noun-swe "gødning"-noun-dan
"däck"-noun-swe "dæk"-noun-dan
"däggdjur"-noun-swe "pattedyr"-noun-dan
"dåd"-noun-swe "handling"-noun-dan
"död"-noun-swe "død"-noun-dan
"dödsbo"-noun-swe "dødsbo"-noun-dan
"dödsdom"-noun-swe "dødsdom"-noun-dan
"dödsfall"-noun-swe "dødsfald"-noun-dan
"dörr"-noun-swe "dør"-noun-dan
"dörröppning"-noun-swe "døråbning"-noun-dan
"e-brev"-noun-swe "e-mail"-noun-dan
"ebb"-noun-swe "ebbe"-noun-dan
"ed"-noun-swe "ed"-noun-dan
"edikt"-noun-swe "edikt"-noun-dan
"effekt"-noun-swe "effekt"-noun-dan
"effektivitet"-noun-swe "effektivitet"-noun-dan
"efterled"-noun-swe "efterled"-noun-dan
"efterlysning"-noun-swe "efterlysning"-noun-dan
"eftermiddag"-noun-swe "eftermiddag"-noun-dan
"efternamn"-noun-swe "efternavn"-noun-dan
"efterrätt"-noun-swe "dessert"-noun-dan
"eftersläng"-noun-swe "tilbagefald"-noun-dan
"egendom"-noun-swe "ejendom"-noun-dan
"egennamn"-noun-swe "egennavn"-noun-dan
"egenskap"-noun-swe "egenskab"-noun-dan
"egenvärde"-noun-swe "egenværdi"-noun-dan
"egg"-noun-swe "kant"-noun-dan
"egoism"-noun-swe "egoisme"-noun-dan
"egyptiska"-noun-swe "egyptisk"-noun-dan
"ek"-noun-swe "eg"-noun-dan
"ekfat"-noun-swe "egetønde"-noun-dan
"eklöv"-noun-swe "egeblad"-noun-dan
"ekollon"-noun-swe "agern"-noun-dan
"ekolod"-noun-swe "ekkolod"-noun-dan
"ekologi"-noun-swe "økologi"-noun-dan
"ekonomi"-noun-swe "økonomi"-noun-dan
"ekorre"-noun-swe "egern"-noun-dan
"ekosystem"-noun-swe "økosystem"-noun-dan
"eksem"-noun-swe "eksem"-noun-dan
"eksem"-noun-swe "eksem"-noun-dan
"ekvation"-noun-swe "ligning"-noun-dan
"al"-noun-swe "el"-noun-dan
"el"-noun-swe "el"-noun-dan
"el"-noun-swe "el"-noun-dan
"elbil"-noun-swe "elbil"-noun-dan
"eld"-noun-swe "ild"-noun-dan
"elefant"-noun-swe "elefant"-noun-dan
"elektricitet"-noun-swe "elektricitet"-noun-dan
"elektron"-noun-swe "elektron"-noun-dan
"element"-noun-swe "element"-noun-dan
"elenergi"-noun-swe "elenergi"-noun-dan
"elev"-noun-swe "elev"-noun-dan
"elfenben"-noun-swe "elfenben"-noun-dan
"elgitarr"-noun-swe "elguitar"-noun-dan
"elnät"-noun-swe "elnet"-noun-dan
"elverk"-noun-swe "elværk"-noun-dan
"emancipation"-noun-swe "emancipation"-noun-dan
"emblem"-noun-swe "emblem"-noun-dan
"enbär"-noun-swe "enebær"-noun-dan
"encyklopedi"-noun-swe "encyklopædi"-noun-dan
"energi"-noun-swe "energi"-noun-dan
"enfamiljshus"-noun-swe "enfamiliehus"-noun-dan
"engagemang"-noun-swe "engagement"-noun-dan
"engelska"-noun-swe "engelsk"-noun-dan
"enhet"-noun-swe "enhed"-noun-dan
"enkelhet"-noun-swe "enkelthed"-noun-dan
"ensamhet"-noun-swe "ensomhed"-noun-dan
"entropi"-noun-swe "entropi"-noun-dan
"entré"-noun-swe "adgang"-noun-dan
"entrédörr"-noun-swe "entrédør"-noun-dan
"enzym"-noun-swe "enzym"-noun-dan
"epigram"-noun-swe "epigram"-noun-dan
"epitet"-noun-swe "epitet"-noun-dan
"epok"-noun-swe "epoke"-noun-dan
"epos"-noun-swe "epos"-noun-dan
"era"-noun-swe "æra"-noun-dan
"erbjudande"-noun-swe "tilbud"-noun-dan
"erotik"-noun-swe "erotik"-noun-dan
"ersättning"-noun-swe "erstatning"-noun-dan
"erövring"-noun-swe "erobring"-noun-dan
"eskort"-noun-swe "eskorte"-noun-dan
