"'Ndrangheta"-properNoun-fra "'Ndrangheta"-properNoun-cat
"académiciste"-adjective-fra "academicista"-adjective-cat
"académie"-noun-fra "acadèmia"-noun-cat
"académique"-adjective-fra "acadèmic"-adjective-cat
"académiquement"-adverb-fra "acadèmicament"-adverb-cat
"académisme"-noun-fra "academicisme"-noun-cat
"Acadie"-properNoun-fra "Acàdia"-properNoun-cat
"acadien"-adjective-fra "acadià"-adjective-cat
"Acadien"-noun-fra "acadià"-noun-cat
"acajou"-noun-fra "caoba"-noun-cat
"acalorique"-adjective-fra "acalòric"-adjective-cat
"acanthe"-noun-fra "acant"-noun-cat
"Acapulco"-properNoun-fra "Acapulco"-properNoun-cat
"acaricide"-adjective-fra "acaricida"-adjective-cat
"acaricide"-noun-fra "acaricida"-noun-cat
"acarien"-noun-fra "àcar"-noun-cat
"acarus"-noun-fra "àcar"-noun-cat
"acaule"-adjective-fra "acaule"-adjective-cat
"ACB"-noun-fra "ACB"-noun-cat
"ACB"-noun-fra "ACB"-noun-cat
"accablant"-adjective-fra "aclaparant"-adjective-cat
"accablement"-noun-fra "abatiment"-noun-cat
"accabler"-verb-fra "aclaparar"-verb-cat
"accabler"-verb-fra "atabalar"-verb-cat
"accabler"-verb-fra "aixafar"-verb-cat
"accalmir"-verb-fra "tranquil·litzar"-verb-cat
"accaparement"-noun-fra "acaparament"-noun-cat
"accaparer"-verb-fra "acaparar"-verb-cat
"accaparer"-verb-fra "copar"-verb-cat
"accaparer"-verb-fra "absorbir"-verb-cat
"accapareur"-adjective-fra "acaparador"-adjective-cat
"accapareur"-noun-fra "acaparador"-noun-cat
"accéder"-verb-fra "accedir"-verb-cat
"accélérateur"-adjective-fra "accelerador"-adjective-cat
"accélération"-noun-fra "acceleració"-noun-cat
"accéléré"-adjective-fra "accelerat"-adjective-cat
"accéléré"-adjective-fra "accelerat"-adjective-cat
"accélérer"-verb-fra "accelerar"-verb-cat
"accélérine"-noun-fra "accelerina"-noun-cat
"accélérographe"-noun-fra "accelerògraf"-noun-cat
"accéléromètre"-noun-fra "acceleròmetre"-noun-cat
"accent"-noun-fra "accent"-noun-cat
"accent"-noun-fra "èmfasi"-noun-cat
"accentuable"-adjective-fra "accentuable"-adjective-cat
"accentuation"-noun-fra "accentuació"-noun-cat
"accentuel"-adjective-fra "accentual"-adjective-cat
"accentuer"-verb-fra "accentuar"-verb-cat
"accentuer"-verb-fra "aguditzar"-verb-cat
"acceptabilité"-noun-fra "acceptabilitat"-noun-cat
"acceptable"-adjective-fra "acceptable"-adjective-cat
"acceptablement"-adverb-fra "acceptablement"-adverb-cat
"acceptation"-noun-fra "acceptació"-noun-cat
"accepter"-verb-fra "acceptar"-verb-cat
"accepteur"-noun-fra "acceptor"-noun-cat
"acception"-noun-fra "accepció"-noun-cat
"accès"-noun-fra "accés"-noun-cat
"accès"-noun-fra "accessió"-noun-cat
"accessibilité"-noun-fra "accessibilitat"-noun-cat
"accessible"-adjective-fra "accessible"-adjective-cat
"accession"-noun-fra "accessió"-noun-cat
"accessoire"-adjective-fra "accessori"-adjective-cat
"accessoire"-adjective-fra "irrellevant"-adjective-cat
"accessoire"-noun-fra "accessori"-noun-cat
"accessoirement"-adverb-fra "accessòriament"-adverb-cat
"Acciarini"-properNoun-fra "Acciarini"-properNoun-cat
"Acciaro"-properNoun-fra "Acciaro"-properNoun-cat
"accident"-noun-fra "accident"-noun-cat
"accident de la circulation"-noun-fra "accident de trànsit"-noun-cat
"accidentalité"-noun-fra "accidentalitat"-noun-cat
"accidenté"-adjective-fra "desigual"-adjective-cat
"accidenté"-noun-fra "accidentat"-noun-cat
"accidentel"-adjective-fra "accidental"-adjective-cat
"accidentel"-adjective-fra "accidentat"-adjective-cat
"accidentel"-adjective-fra "accidentat"-adjective-cat
"accidentellement"-adverb-fra "accidentalment"-adverb-cat
"accidenter"-verb-fra "accidentar"-verb-cat
"Accili"-properNoun-fra "Accili"-properNoun-cat
"Acciona"-properNoun-fra "Acciona"-properNoun-cat
"accipitridé"-noun-fra "accipítrid"-noun-cat
"acclamation"-noun-fra "aclamació"-noun-cat
"acclamer"-verb-fra "aclamar"-verb-cat
"acclimatable"-adjective-fra "aclimatable"-adjective-cat
"acclimatation"-noun-fra "aclimatació"-noun-cat
"acclimater"-verb-fra "aclimatar"-verb-cat
"accoler"-verb-fra "ajuntar"-verb-cat
"accommoder"-verb-fra "acomodar"-verb-cat
"accompagnateur"-adjective-fra "acompanyant"-adjective-cat
"accompagnateur"-noun-fra "acompanyant"-noun-cat
"accompagnement"-noun-fra "acompanyament"-noun-cat
"accompagner"-verb-fra "acompanyar"-verb-cat
"accompli"-adjective-fra "consumat"-adjective-cat
"accomplir"-verb-fra "realitzar"-verb-cat
"accomplir"-verb-fra "acomplir"-verb-cat
"accomplir"-verb-fra "complir"-verb-cat
"accomplissement"-noun-fra "compliment"-noun-cat
"accomplissement"-noun-fra "consumació"-noun-cat
"accord"-noun-fra "acord"-noun-cat
"accord"-noun-fra "entesa"-noun-cat
"accord"-noun-fra "vistiplau"-noun-cat
"accordable"-adjective-fra "acordable"-adjective-cat
"accordé"-noun-fra "promès"-noun-cat
"accordéon"-noun-fra "acordió"-noun-cat
"accorder"-verb-fra "concedir"-verb-cat
"accorder"-verb-fra "afinar"-verb-cat
"accorder"-verb-fra "avenir"-verb-cat
"accorder"-verb-fra "consensuar"-verb-cat
"Accorinti"-properNoun-fra "Accorinti"-properNoun-cat
"accoster"-verb-fra "atracar"-verb-cat
"accoster"-verb-fra "acostar"-verb-cat
"accotement"-noun-fra "voral"-noun-cat
"accoter"-verb-fra "estintolar"-verb-cat
"Accoto"-properNoun-fra "Accoto"-properNoun-cat
"accouchement"-noun-fra "part"-noun-cat
"accouchement"-noun-fra "confinament"-noun-cat
"accouchement"-noun-fra "enllumenament"-noun-cat
"accoucher"-verb-fra "donar a llum"-verb-cat
"accoucher"-verb-fra "parir"-verb-cat
"accouplement"-noun-fra "acoblament"-noun-cat
"accoupler"-verb-fra "apariar"-verb-cat
"accoupler"-verb-fra "acoblar"-verb-cat
"accourir"-verb-fra "acudir"-verb-cat
"accoutrement"-noun-fra "vestimenta"-noun-cat
"accoutumer"-verb-fra "acostumar"-verb-cat
"accréditation"-noun-fra "acreditació"-noun-cat
"accrédité"-adjective-fra "acreditat"-adjective-cat
"accrédité"-adjective-fra "acreditat"-adjective-cat
"accréditer"-verb-fra "acreditar"-verb-cat
"accréditif"-adjective-fra "acreditatiu"-adjective-cat
"accrescent"-adjective-fra "acrescent"-adjective-cat
"accrétion"-noun-fra "acreció"-noun-cat
"accro"-adjective-fra "addicte"-adjective-cat
"accro"-noun-fra "addicte"-noun-cat
"accrocher"-verb-fra "enganxar"-verb-cat
"accrocher"-verb-fra "agafar"-verb-cat
"accroissement"-noun-fra "increment"-noun-cat
"accroissement"-noun-fra "acreció"-noun-cat
"accroître"-verb-fra "augmentar"-verb-cat
"accroître"-verb-fra "acréixer"-verb-cat
"accroître"-verb-fra "incrementar"-verb-cat
"accueil"-noun-fra "acollida"-noun-cat
"accueil"-noun-fra "acolliment"-noun-cat
"accueil"-noun-fra "rebuda"-noun-cat
"accueillant"-adjective-fra "acollidor"-adjective-cat
"accueillir"-verb-fra "acollir"-verb-cat
"acculer"-verb-fra "acorralar"-verb-cat
"acculturation"-noun-fra "aculturació"-noun-cat
"acculturer"-verb-fra "aculturar"-verb-cat
"accumulable"-adjective-fra "acumulable"-adjective-cat
"accumulateur"-adjective-fra "acumulador"-adjective-cat
"accumulateur"-noun-fra "acumulador"-noun-cat
"accumulation"-noun-fra "acumulació"-noun-cat
"accumuler"-verb-fra "acumular"-verb-cat
"accusable"-adjective-fra "acusable"-adjective-cat
"accusateur"-noun-fra "acusador"-noun-cat
"accusatif"-adjective-fra "acusatiu"-adjective-cat
"accusatif"-noun-fra "acusatiu"-noun-cat
"accusation"-noun-fra "acusació"-noun-cat
"accusatoire"-adjective-fra "acusatori"-adjective-cat
"accuser"-verb-fra "acusar"-verb-cat
"accuser"-verb-fra "processar"-verb-cat
"accuser"-verb-fra "denunciar"-verb-cat
"Acebes"-properNoun-fra "Acebes"-properNoun-cat
"Acebo"-properNoun-fra "Acebo"-properNoun-cat
"Acedo"-properNoun-fra "Acedo"-properNoun-cat
"Aceituno"-properNoun-fra "Aceituno"-properNoun-cat
"Aceline"-properNoun-fra "Aceline"-properNoun-cat
"acéphale"-adjective-fra "acèfal"-adjective-cat
"acéphale"-noun-fra "acèfal"-noun-cat
"acéphalie"-noun-fra "acefàlia"-noun-cat
"acerbe"-adjective-fra "mordaç"-adjective-cat
"acerbe"-adjective-fra "acerb"-adjective-cat
"acerbité"-noun-fra "acerbitat"-noun-cat
"Acerbo"-properNoun-fra "Acerbo"-properNoun-cat
"acérer"-verb-fra "acerar"-verb-cat
"Acero"-properNoun-fra "Acero"-properNoun-cat
"Acesa"-properNoun-fra "Acesa"-properNoun-cat
"acescent"-adjective-fra "acescent"-adjective-cat
"acétamide"-noun-fra "acetamida"-noun-cat
"acétanilide"-noun-fra "acetanilida"-noun-cat
"acétate"-noun-fra "acetat"-noun-cat
"acéteux"-adjective-fra "acetós"-adjective-cat
"acétification"-noun-fra "acetificació"-noun-cat
"acétifier"-verb-fra "acetificar"-verb-cat
"acétique"-adjective-fra "acètic"-adjective-cat
"acétone"-noun-fra "acetona"-noun-cat
"acétonémie"-noun-fra "acetonèmia"-noun-cat
"acétonique"-adjective-fra "acetònic"-adjective-cat
"acétophénone"-noun-fra "acetofenona"-noun-cat
"acétylation"-noun-fra "acetilació"-noun-cat
"acétylcholine"-noun-fra "acetilcolina"-noun-cat
"acétylène"-noun-fra "acetilè"-noun-cat
"acétylénique"-adjective-fra "acetilènic"-adjective-cat
"acétylsalicylique"-adjective-fra "acetilsalicílic"-adjective-cat
"acétylure"-noun-fra "acetilur"-noun-cat
"Acevedo"-properNoun-fra "Acevedo"-properNoun-cat
"Aceña"-properNoun-fra "Aceña"-properNoun-cat
"Achammer"-properNoun-fra "Achammer"-properNoun-cat
"acharner"-verb-fra "acarnissar"-verb-cat
"achat"-noun-fra "compra"-noun-cat
"achat-vente"-noun-fra "compravenda"-noun-cat
"ache"-noun-fra "hac"-noun-cat
"achéménide"-adjective-fra "aquemènida"-adjective-cat
"Achéménide"-noun-fra "aquemènida"-noun-cat
"acheminement"-noun-fra "encaminament"-noun-cat
"acheminer"-verb-fra "encaminar"-verb-cat
"acheter"-verb-fra "comprar"-verb-cat
"acheteur"-noun-fra "comprador"-noun-cat
"achèvement"-noun-fra "acabament"-noun-cat
"achèvement"-noun-fra "culminació"-noun-cat
"achèvement"-noun-fra "terminació"-noun-cat
"achever"-verb-fra "acabar"-verb-cat
"Achille"-properNoun-fra "Aquil·les"-properNoun-cat
"Achille"-properNoun-fra "Achille"-properNoun-cat
"Achilli"-properNoun-fra "Achilli"-properNoun-cat
"Achim"-properNoun-fra "Achim"-properNoun-cat
"achondroplasie"-noun-fra "acondroplàsia"-noun-cat
"achopper"-verb-fra "ensopegar"-verb-cat
"achromatique"-adjective-fra "acromàtic"-adjective-cat
"achromatiser"-verb-fra "acromatitzar"-verb-cat
"achromatisme"-noun-fra "acromatisme"-noun-cat
"achromatopsie"-noun-fra "acromatòpsia"-noun-cat
"achrome"-adjective-fra "acromàtic"-adjective-cat
"achromie"-noun-fra "acromia"-noun-cat
"achronique"-adjective-fra "acrònic"-adjective-cat
"Achútegui"-properNoun-fra "Achútegui"-properNoun-cat
"achylie"-noun-fra "aquília"-noun-cat
"aciculaire"-adjective-fra "acicular"-adjective-cat
"acide"-adjective-fra "àcid"-adjective-cat
"acide"-noun-fra "àcid"-noun-cat
"acide aminé"-noun-fra "aminoàcid"-noun-cat
"acidifiant"-adjective-fra "acidificant"-adjective-cat
"acidification"-noun-fra "acidificació"-noun-cat
"acidifier"-verb-fra "acidificar"-verb-cat
"acidimétrie"-noun-fra "acidimetria"-noun-cat
"acidité"-noun-fra "acidesa"-noun-cat
"acidophile"-adjective-fra "acidòfil"-adjective-cat
"aciduler"-verb-fra "acidular"-verb-cat
"acier"-noun-fra "acer"-noun-cat
"aciérie"-noun-fra "acereria"-noun-cat
"Acierno"-properNoun-fra "Acierno"-properNoun-cat
"Acin"-properNoun-fra "Acin"-properNoun-cat
"acinésie"-noun-fra "acinèsia"-noun-cat
"acineux"-adjective-fra "acinós"-adjective-cat
"Acito"-properNoun-fra "Acito"-properNoun-cat
"Ackerman"-properNoun-fra "Ackerman"-properNoun-cat
"aclinique"-adjective-fra "aclínic"-adjective-cat
"acné"-noun-fra "acne"-noun-cat
"acnéique"-adjective-fra "acneic"-adjective-cat
"acolyte"-noun-fra "acòlit"-noun-cat
"acompte"-noun-fra "acompte"-noun-cat
"Aconcagua"-properNoun-fra "Aconcagua"-properNoun-cat
"Acone"-properNoun-fra "Acone"-properNoun-cat
"aconitine"-noun-fra "aconitina"-noun-cat
"Açores"-properNoun-fra "Açores"-properNoun-cat
"Acosta"-properNoun-fra "Acosta"-properNoun-cat
"acoumètre"-noun-fra "acúmetre"-noun-cat
"acoumétrie"-noun-fra "acumetria"-noun-cat
"acoustique"-adjective-fra "acústic"-adjective-cat
"acoustique"-noun-fra "acústica"-noun-cat
"Acquarone"-properNoun-fra "Acquarone"-properNoun-cat
"Acquaviva"-properNoun-fra "Acquaviva"-properNoun-cat
"acquéreur"-adjective-fra "adquirent"-adjective-cat
"acquéreur"-noun-fra "adquirent"-noun-cat
"acquérir"-verb-fra "adquirir"-verb-cat
"acquiescer"-verb-fra "assentir"-verb-cat
"acquis"-noun-fra "experiència"-noun-cat
"acquisitif"-adjective-fra "adquisitiu"-adjective-cat
"acquisition"-noun-fra "adquisició"-noun-cat
"acquit"-noun-fra "rebut"-noun-cat
"acquitter"-verb-fra "absoldre"-verb-cat
"acra"-noun-fra "bunyol"-noun-cat
"âcre"-adjective-fra "acre"-adjective-cat
"acre"-noun-fra "acre"-noun-cat
"Acre"-properNoun-fra "Acre"-properNoun-cat
"âcrement"-adverb-fra "acrement"-adverb-cat
"Acri"-properNoun-fra "Acri"-properNoun-cat
"acridine"-noun-fra "acridina"-noun-cat
"acrimonie"-noun-fra "acrimònia"-noun-cat
"acrimonieux"-adjective-fra "acrimoniós"-adjective-cat
"acritique"-adjective-fra "acrític"-adjective-cat
"acroamatique"-adjective-fra "acroamàtic"-adjective-cat
"acrobate"-noun-fra "acròbata"-noun-cat
"acrobatie"-noun-fra "acrobàcia"-noun-cat
"acrobatique"-adjective-fra "acrobàtic"-adjective-cat
"acrobatiquement"-adverb-fra "acrobàticament"-adverb-cat
"acrocarpe"-adjective-fra "acrocarp"-adjective-cat
"acrocentrique"-adjective-fra "acrocèntric"-adjective-cat
"acrocéphalie"-noun-fra "acrocefàlia"-noun-cat
"acrocyanose"-noun-fra "acrocianosi"-noun-cat
"acrodynie"-noun-fra "acrodínia"-noun-cat
"acroissement"-noun-fra "ampliació"-noun-cat
"acroléine"-noun-fra "acroleïna"-noun-cat
"acromégalie"-noun-fra "acromegàlia"-noun-cat
"acromial"-adjective-fra "acromial"-adjective-cat
"acron"-noun-fra "àcron"-noun-cat
"acronyme"-noun-fra "acrònim"-noun-cat
"acronymie"-noun-fra "acronímia"-noun-cat
"acroparesthésie"-noun-fra "acroparestèsia"-noun-cat
"acropathie"-noun-fra "acropatia"-noun-cat
"acrophobie"-noun-fra "acrofòbia"-noun-cat
"acropole"-noun-fra "acròpoli"-noun-cat
"Acropole"-properNoun-fra "Acròpoli"-properNoun-cat
"acrosome"-noun-fra "acrosoma"-noun-cat
"acrosomique"-adjective-fra "acrosòmic"-adjective-cat
"acrostiche"-noun-fra "acròstic"-noun-cat
"acrotère"-noun-fra "acroteri"-noun-cat
"acrylamide"-noun-fra "acrilamida"-noun-cat
"acrylate"-noun-fra "acrilat"-noun-cat
"acrylique"-adjective-fra "acrílic"-adjective-cat
"actant"-noun-fra "actant"-noun-cat
"acte"-noun-fra "acte"-noun-cat
"acter"-verb-fra "deixar constància"-verb-cat
"acteur"-noun-fra "actor"-noun-cat
"actif"-adjective-fra "actiu"-adjective-cat
"actif"-noun-fra "actiu"-noun-cat
"actine"-noun-fra "actina"-noun-cat
"actinide"-noun-fra "actínid"-noun-cat
"actinide"-noun-fra "actinidi"-noun-cat
"actinique"-adjective-fra "actínic"-adjective-cat
"actinisme"-noun-fra "actinisme"-noun-cat
"actinium"-noun-fra "actini"-noun-cat
"actinologie"-noun-fra "actinologia"-noun-cat
"actinométrie"-noun-fra "actinometria"-noun-cat
"actinométrique"-adjective-fra "actinomètric"-adjective-cat
"actinomycète"-noun-fra "actinomicet"-noun-cat
"actinomycine"-noun-fra "actinomicina"-noun-cat
"actinomycose"-noun-fra "actinomicosi"-noun-cat
"actinoptérygien"-noun-fra "actinopterigi"-noun-cat
"actinote"-noun-fra "actinota"-noun-cat
"actinothérapie"-noun-fra "actinoteràpia"-noun-cat
"action"-noun-fra "acció"-noun-cat
"action"-noun-fra "actuació"-noun-cat
"action d'adjectiver"-noun-fra "adjectivació"-noun-cat
"actionnaire"-noun-fra "accionista"-noun-cat
"actionnariat"-noun-fra "accionariat"-noun-cat
"actionnement"-noun-fra "accionament"-noun-cat
"actionner"-verb-fra "accionar"-verb-cat
"activable"-adjective-fra "activable"-adjective-cat
"activation"-noun-fra "activació"-noun-cat
"activement"-adverb-fra "activament"-adverb-cat
"activer"-verb-fra "activar"-verb-cat
"activeur"-noun-fra "activador"-noun-cat
"Activision"-properNoun-fra "Activision"-properNoun-cat
"activisme"-noun-fra "activisme"-noun-cat
"activiste"-adjective-fra "activista"-adjective-cat
"activiste"-noun-fra "activista"-noun-cat
"activité"-noun-fra "activitat"-noun-cat
"actrice"-noun-fra "actor"-noun-cat
"actualisable"-adjective-fra "actualitzable"-adjective-cat
"actualisation"-noun-fra "actualització"-noun-cat
"actualiser"-verb-fra "actualitzar"-verb-cat
"actualisme"-noun-fra "actualisme"-noun-cat
"actualité"-noun-fra "actualitat"-noun-cat
"actualité"-noun-fra "notícia"-noun-cat
"actu"-noun-fra "actualitat"-noun-cat
"actu"-noun-fra "notícia"-noun-cat
"actuariel"-adjective-fra "actuarial"-adjective-cat
"actuation"-noun-fra "actuació"-noun-cat
"actuel"-adjective-fra "actual"-adjective-cat
"actuel"-adjective-fra "actual"-adjective-cat
"actuellement"-adverb-fra "actualment"-adverb-cat
"acuité"-noun-fra "agudesa"-noun-cat
"aculéate"-noun-fra "aculeat"-noun-cat
"acumen"-noun-fra "acumen"-noun-cat
"Acunzo"-properNoun-fra "Acunzo"-properNoun-cat
"acuponcteur"-noun-fra "acupuntor"-noun-cat
"acupuncteur"-noun-fra "acupuntor"-noun-cat
"acupuncture"-noun-fra "acupuntura"-noun-cat
"acutangle"-adjective-fra "acutangle"-adjective-cat
"Acuña"-properNoun-fra "Acuña"-properNoun-cat
"acyclique"-adjective-fra "acíclic"-adjective-cat
"acylation"-noun-fra "acilació"-noun-cat
"Ada"-properNoun-fra "Ada"-properNoun-cat
"Adaiana"-properNoun-fra "Adaiana"-properNoun-cat
"Adairalba"-properNoun-fra "Adairalba"-properNoun-cat
"Adalberto"-properNoun-fra "Adalberto"-properNoun-cat
"Adalgisa"-properNoun-fra "Adalgisa"-properNoun-cat
"Adalguisa"-properNoun-fra "Adalguisa"-properNoun-cat
"Adalia"-properNoun-fra "Adalia"-properNoun-cat
"Adalid"-properNoun-fra "Adalid"-properNoun-cat
"Adalina"-properNoun-fra "Adalina"-properNoun-cat
"Adam"-properNoun-fra "Adam"-properNoun-cat
"Adam"-properNoun-fra "Adam"-properNoun-cat
"Adama"-properNoun-fra "Adama"-properNoun-cat
"Adamache"-properNoun-fra "Adamache"-properNoun-cat
"adamantin"-adjective-fra "adamantí"-adjective-cat
"Adame"-properNoun-fra "Adame"-properNoun-cat
"Adamescu"-properNoun-fra "Adamescu"-properNoun-cat
"Adameșteanu"-properNoun-fra "Adameșteanu"-properNoun-cat
"adamique"-adjective-fra "adàmic"-adjective-cat
"adamisme"-noun-fra "adamisme"-noun-cat
"adamite"-noun-fra "adamita"-noun-cat
"Adamo"-properNoun-fra "Adamo"-properNoun-cat
"Adams"-properNoun-fra "Adams"-properNoun-cat
"Adamuz"-properNoun-fra "Adamuz"-properNoun-cat
"Adán"-properNoun-fra "Adán"-properNoun-cat
"Adán"-properNoun-fra "Adán"-properNoun-cat
"Adánez"-properNoun-fra "Adánez"-properNoun-cat
"adaptabilité"-noun-fra "adaptabilitat"-noun-cat
"adaptable"-adjective-fra "adaptable"-adjective-cat
"adaptateur"-noun-fra "adaptador"-noun-cat
"adaptatif"-adjective-fra "adaptatiu"-adjective-cat
"adaptation"-noun-fra "adaptació"-noun-cat
"adapter"-verb-fra "adaptar"-verb-cat
"adapter"-verb-fra "adequar"-verb-cat
"adapter"-verb-fra "adaptar"-verb-cat
"adapter"-verb-fra "adequar"-verb-cat
"Adara"-properNoun-fra "Adara"-properNoun-cat
"Adarraga"-properNoun-fra "Adarraga"-properNoun-cat
"addenda"-noun-fra "addenda"-noun-cat
"addictif"-adjective-fra "addictiu"-adjective-cat
"addiction"-noun-fra "addicció"-noun-cat
"Addis"-properNoun-fra "Addis"-properNoun-cat
"Addis-Abeba"-properNoun-fra "Addis Abeba"-properNoun-cat
"Addison"-properNoun-fra "Addison"-properNoun-cat
"additif"-adjective-fra "additiu"-adjective-cat
"additif"-noun-fra "additiu"-noun-cat
"addition"-noun-fra "addició"-noun-cat
"additionnable"-adjective-fra "addicionable"-adjective-cat
"additionnel"-adjective-fra "addicional"-adjective-cat
"additionnellement"-adverb-fra "addicionalment"-adverb-cat
"additionner"-verb-fra "sumar"-verb-cat
"additionner"-verb-fra "addicionar"-verb-cat
"additivement"-adverb-fra "additivament"-adverb-cat
"additivité"-noun-fra "additivitat"-noun-cat
"Adduce"-properNoun-fra "Adduce"-properNoun-cat
"adduction"-noun-fra "adducció"-noun-cat
"Adecco"-properNoun-fra "Adecco"-properNoun-cat
"Adegi"-properNoun-fra "Adegi"-properNoun-cat
"Adela"-properNoun-fra "Adela"-properNoun-cat
"Adelaida"-properNoun-fra "Adelaida"-properNoun-cat
"Adelaide"-properNoun-fra "Adelaide"-properNoun-cat
"Adélaïde"-properNoun-fra "Adélaïde"-properNoun-cat
"Adelais"-properNoun-fra "Adelais"-properNoun-cat
"Adelantado"-properNoun-fra "Adelantado"-properNoun-cat
"Adèle"-properNoun-fra "Adèle"-properNoun-cat
"Adelen"-properNoun-fra "Adelen"-properNoun-cat
"Adelfa"-properNoun-fra "Adelfa"-properNoun-cat
"Adelia"-properNoun-fra "Adelia"-properNoun-cat
"Adélie"-properNoun-fra "Adélie"-properNoun-cat
"Adelina"-properNoun-fra "Adelina"-properNoun-cat
"Adeline"-properNoun-fra "Adeline"-properNoun-cat
