"ac’h"-interjection-bre "arrg"-interjection-fra
"ha"-coordinatingConjunction-bre "et"-coordinatingConjunction-fra
"hogen"-coordinatingConjunction-bre "mais"-coordinatingConjunction-fra
"met"-coordinatingConjunction-bre "mais"-coordinatingConjunction-fra
"pe"-coordinatingConjunction-bre "ou"-coordinatingConjunction-fra
"rak"-coordinatingConjunction-bre "car"-coordinatingConjunction-fra
"na"-coordinatingConjunction-bre "ni"-coordinatingConjunction-fra
"dre ma"-subordinatingConjunction-bre "puisque"-subordinatingConjunction-fra
"eget"-subordinatingConjunction-bre "que"-subordinatingConjunction-fra
"evelkent"-subordinatingConjunction-bre "cependant"-subordinatingConjunction-fra
"kuit da"-subordinatingConjunction-bre "pour ne pas avoir à"-subordinatingConjunction-fra
"neoazh"-subordinatingConjunction-bre "cependant"-subordinatingConjunction-fra
"ma"-subordinatingConjunction-bre "si"-subordinatingConjunction-fra
"mar"-subordinatingConjunction-bre "si"-subordinatingConjunction-fra
"pa"-subordinatingConjunction-bre "quand"-subordinatingConjunction-fra
"p’emañ"-subordinatingConjunction-bre "puisque"-subordinatingConjunction-fra
"peogwir"-subordinatingConjunction-bre "parce que"-subordinatingConjunction-fra
"petra bennak"-subordinatingConjunction-bre "quoique"-subordinatingConjunction-fra
"rak"-subordinatingConjunction-bre "parce que"-subordinatingConjunction-fra
"a"-preposition-bre "à"-preposition-fra
"abalamour"-preposition-bre "à cause"-preposition-fra
"abalamour da"-preposition-bre "à cause de"-preposition-fra
"abaoe"-preposition-bre "depuis"-preposition-fra
"abaoe deroù"-preposition-bre "depuis le début de"-preposition-fra
"abaoe dibenn"-preposition-bre "depuis la fin de"-preposition-fra
"abaoe fin"-preposition-bre "depuis la fin de"-preposition-fra
"a-barzh"-preposition-bre "avant"-preposition-fra
"a-benn"-preposition-bre "pour"-preposition-fra
"a-berzh"-preposition-bre "de la part de"-preposition-fra
"a-c’houde"-preposition-bre "depuis"-preposition-fra
"adal"-preposition-bre "à partir de"-preposition-fra
"adal deroù"-preposition-bre "depuis le début de"-preposition-fra
"adal dibenn"-preposition-bre "depuis la fin de"-preposition-fra
"adalek"-preposition-bre "à partir de"-preposition-fra
"adalek bremañ"-preposition-bre "à partir de maintenant"-preposition-fra
"adalek deroù"-preposition-bre "depuis le début de"-preposition-fra
"adalek dibenn"-preposition-bre "depuis la fin de"-preposition-fra
"adalek fin"-preposition-bre "depuis la fin de"-preposition-fra
"adal fin"-preposition-bre "depuis la fin de"-preposition-fra
"a-douez"-preposition-bre "parmi"-preposition-fra
"a-dreñv"-preposition-bre "derrière"-preposition-fra
"a-dreuz"-preposition-bre "au travers de"-preposition-fra
"a-drugarez"-preposition-bre "grâce à"-preposition-fra
"a-drugarez da"-preposition-bre "grâce à"-preposition-fra
"a-enep"-preposition-bre "contre"-preposition-fra
"a-enep da"-preposition-bre "contre"-preposition-fra
"a-ere"-preposition-bre "par"-preposition-fra
"a-fet"-preposition-bre "au sujet de"-preposition-fra
"a-greiz"-preposition-bre "au milieu de"-preposition-fra
"a-hed"-preposition-bre "le long de"-preposition-fra
"a-is da"-preposition-bre "en dessous de"-preposition-fra
"a-ispilh ouzh"-preposition-bre "en pendant à"-preposition-fra
"a-istribilh ouzh"-preposition-bre "en pendant à"-preposition-fra
"a-live gant"-preposition-bre "au niveau de"-preposition-fra
"a-nerzh"-preposition-bre "à la force de"-preposition-fra
"àr"-preposition-bre "sur"-preposition-fra
"arabat"-preposition-bre "interdit de"-preposition-fra
"a-raok"-preposition-bre "avant"-preposition-fra
"a-rez"-preposition-bre "au ras de"-preposition-fra
"a-us da"-preposition-bre "au dessus de"-preposition-fra
"a-vihanoc’h"-preposition-bre "à moins de"-preposition-fra
"a-wel da"-preposition-bre "à la vue de"-preposition-fra
"a-zivout"-preposition-bre "au sujet de"-preposition-fra
"a-ziwar"-preposition-bre "de"-preposition-fra
"betek"-preposition-bre "jusque"-preposition-fra
"betek deroù"-preposition-bre "jusqu’au début de"-preposition-fra
"betek dibenn"-preposition-bre "jusqu’à la fin de"-preposition-fra
"betek fin"-preposition-bre "jusqu’à la fin de"-preposition-fra
"betek penn kentañ"-preposition-bre "jusqu’au début de"-preposition-fra
"da"-preposition-bre "à"-preposition-fra
"da-dal"-preposition-bre "en face de"-preposition-fra
"da-geñver"-preposition-bre "à l’occasion de"-preposition-fra
"da-gichen"-preposition-bre "près de"-preposition-fra
"da-heul"-preposition-bre "après"-preposition-fra
"da bet eur"-preposition-bre "à quelle heure"-preposition-fra
"daoust"-preposition-bre "malgré"-preposition-fra
"daoust da"-preposition-bre "malgré"-preposition-fra
"da vare"-preposition-bre "à l’époque de"-preposition-fra
"davet"-preposition-bre "vers"-preposition-fra
"diabarzh"-preposition-bre "à l’intérieur de"-preposition-fra
"digant"-preposition-bre "d’avec"-preposition-fra
"digt"-preposition-bre "d’avec"-preposition-fra
"dindan"-preposition-bre "sous"-preposition-fra
"dindan dalc’h"-preposition-bre "sous l’emprise de"-preposition-fra
"dindan gwarez"-preposition-bre "sous la protection de"-preposition-fra
"dindan ren"-preposition-bre "sous le règne de"-preposition-fra
"dindan renerezh"-preposition-bre "sous la direction de"-preposition-fra
"diouzh"-preposition-bre "de"-preposition-fra
"dirak"-preposition-bre "devant"-preposition-fra
"diwar"-preposition-bre "de"-preposition-fra
"diwar-benn"-preposition-bre "au sujet de"-preposition-fra
"diwar c’houlenn"-preposition-bre "à la demande de"-preposition-fra
"diwar goulenn"-preposition-bre "à la demande de"-preposition-fra
"diwar-goust"-preposition-bre "aux dépens de"-preposition-fra
"db"-preposition-bre "au sujet de"-preposition-fra
"doc’h"-preposition-bre "de"-preposition-fra
"dreist"-preposition-bre "par-dessus"-preposition-fra
"dwb"-preposition-bre "au sujet de"-preposition-fra
"dre"-preposition-bre "par"-preposition-fra
"dre-dal"-preposition-bre "près de"-preposition-fra
"dre-gichen"-preposition-bre "par le côté de"-preposition-fra
"e"-preposition-bre "dans"-preposition-fra
"e"-preposition-bre "en"-preposition-fra
"e-barzh"-preposition-bre "à l’intérieur de"-preposition-fra
"e bed"-preposition-bre "dans le domaine de"-preposition-fra
"e darempred gant"-preposition-bre "en relation avec"-preposition-fra
"e deroù"-preposition-bre "au début de"-preposition-fra
"e diabarzh"-preposition-bre "à l’intérieur de"-preposition-fra
"e dibenn"-preposition-bre "à la fin de"-preposition-fra
"e-doug"-preposition-bre "pendant"-preposition-fra
"edan"-preposition-bre "sous"-preposition-fra
"e fin"-preposition-bre "à la fin de"-preposition-fra
"e-giz"-preposition-bre "comme"-preposition-fra
"e gourc’hemenn"-preposition-bre "aux ordres de"-preposition-fra
"e kalon"-preposition-bre "au coeur de"-preposition-fra
"e karg eus"-preposition-bre "en charge de"-preposition-fra
"e-keit"-preposition-bre "pendant"-preposition-fra
"e kenlabour"-preposition-bre "en collaboration"-preposition-fra
"e-keñver"-preposition-bre "par comparaison à"-preposition-fra
"e-kerz"-preposition-bre "en la possession de"-preposition-fra
"e-kerzh"-preposition-bre "pendant"-preposition-fra
"e-kichen"-preposition-bre "à côté de"-preposition-fra
"e-kreiz"-preposition-bre "au milieu de"-preposition-fra
"e-kreizik-kreiz"-preposition-bre "au coeur de"-preposition-fra
"e-lec’h"-preposition-bre "au lieu de"-preposition-fra
"e-maez"-preposition-bre "hors de"-preposition-fra
"eme"-verb-bre "dire"-verb-fra
"e-mesk"-preposition-bre "parmi"-preposition-fra
"e-metoù"-preposition-bre "en compagnie de"-preposition-fra
"en"-preposition-bre "dans"-preposition-fra
"en abeg"-preposition-bre "à cause"-preposition-fra
"en abeg da"-preposition-bre "à cause de"-preposition-fra
"end-eeun da"-preposition-bre "en face de"-preposition-fra
"en desped da"-preposition-bre "malgré"-preposition-fra
"en-dro da"-preposition-bre "autour de"-preposition-fra
"en engortoz da"-preposition-bre "en attente de"-preposition-fra
"entre"-preposition-bre "entre"-preposition-fra
"en tu all da"-preposition-bre "au-delà de"-preposition-fra
"e-pad"-preposition-bre "pendant"-preposition-fra
"e penn"-preposition-bre "à la tête de"-preposition-fra
"e penn-kentañ"-preposition-bre "au début de"-preposition-fra
"e-skoaz"-preposition-bre "en comparaison à"-preposition-fra
"e-skoaz da"-preposition-bre "en comparaison à"-preposition-fra
"estreget"-preposition-bre "d’autres que"-preposition-fra
"estrevit"-preposition-bre "d’autres que"-preposition-fra
"e-tal"-preposition-bre "près de"-preposition-fra
"e ti"-preposition-bre "chez"-preposition-fra
"e-touesk"-preposition-bre "parmi"-preposition-fra
"e-touez"-preposition-bre "parmi"-preposition-fra
"etre"-preposition-bre "entre"-preposition-fra
"etrezek"-preposition-bre "vers"-preposition-fra
"e-tro"-preposition-bre "autour de"-preposition-fra
"eus"-preposition-bre "de"-preposition-fra
"evel"-preposition-bre "comme"-preposition-fra
"evit"-preposition-bre "pour"-preposition-fra
"evit ar pezh a sell ouzh"-preposition-bre "en ce qui concerne"-preposition-fra
"evit a sell ouzh"-preposition-bre "en ce qui concerne"-preposition-fra
"forzh"-preposition-bre "beaucoup de"-preposition-fra
"forzhik"-preposition-bre "pas mal de"-preposition-fra
"gant"-preposition-bre "avec"-preposition-fra
"gt"-preposition-bre "avec"-preposition-fra
"get"-preposition-bre "avec"-preposition-fra
"goude"-preposition-bre "après"-preposition-fra
"gd"-preposition-bre "après"-preposition-fra
"hed-da-hed"-preposition-bre "tout le long de"-preposition-fra
"hep"-preposition-bre "sans"-preposition-fra
"hep komz eus"-preposition-bre "sans parler de"-preposition-fra
"hervez"-preposition-bre "selon"-preposition-fra
"kalz"-preposition-bre "beaucoup de"-preposition-fra
"kalz a"-preposition-bre "beaucoup de"-preposition-fra
"kalzik a"-preposition-bre "pas mal de"-preposition-fra
"kement a"-preposition-bre "autant de"-preposition-fra
"ken"-preposition-bre "jusque"-preposition-fra
"kenetre"-preposition-bre "entre"-preposition-fra
"keneve"-preposition-bre "sans"-preposition-fra
"ken nemet gant"-preposition-bre "rien qu’avec"-preposition-fra
"kent"-preposition-bre "avant"-preposition-fra
"kent da"-preposition-bre "avant que"-preposition-fra
"kuit a"-preposition-bre "sans"-preposition-fra
"kuit da"-preposition-bre "pour ne pas que"-preposition-fra
"leun a"-preposition-bre "plein de"-preposition-fra
"muioc’h a"-preposition-bre "plus de"-preposition-fra
"muioc’h eget"-preposition-bre "plus que"-preposition-fra
"muioc’h-mui a"-preposition-bre "de plus en plus de"-preposition-fra
"nebeudik a"-preposition-bre "très peu de"-preposition-fra
"nebeut a"-preposition-bre "peu de"-preposition-fra
"nebeutoc’h a"-preposition-bre "moins de"-preposition-fra
"nebeutoc’h eget"-preposition-bre "moins que"-preposition-fra
"nebeutoc’h-nebeutañ a"-preposition-bre "de moins en moins de"-preposition-fra
"nemet"-preposition-bre "sauf"-preposition-fra
"nemeur a"-preposition-bre "guère de"-preposition-fra
"nepell diouzh"-preposition-bre "non loin de"-preposition-fra
"nouspet"-preposition-bre "je ne sais combien de"-preposition-fra
"panevet"-preposition-bre "sans"-preposition-fra
"ouzh"-preposition-bre "contre"-preposition-fra
"ouzhpenn"-preposition-bre "plus de"-preposition-fra
"pep tra"-preposition-bre "tout"-preposition-fra
"rak"-preposition-bre "devant"-preposition-fra
"re a"-preposition-bre "trop de"-preposition-fra
"re nebeut a"-preposition-bre "trop peu de"-preposition-fra
"tost da"-preposition-bre "près de"-preposition-fra
"tostik da"-preposition-bre "tout près de"-preposition-fra
"tro-dro da"-preposition-bre "autour de"-preposition-fra
"trema"-preposition-bre "vers"-preposition-fra
"tremen"-preposition-bre "plus de"-preposition-fra
"trugarez da"-preposition-bre "merci de"-preposition-fra
"ur mor a"-preposition-bre "une foule de"-preposition-fra
"war"-preposition-bre "sur"-preposition-fra
"war-bouez"-preposition-bre "sauf"-preposition-fra
"war-giz"-preposition-bre "en arrière"-preposition-fra
"war-nes"-preposition-bre "sur le point de"-preposition-fra
"war-lerc’h"-preposition-bre "après"-preposition-fra
"war var da"-preposition-bre "sur le point de"-preposition-fra
"war-zu"-preposition-bre "vers"-preposition-fra
"unan"-numeral-bre "un"-numeral-fra
"unan"-numeral-bre "un"-numeral-fra
"unan"-numeral-bre "un"-numeral-fra
"unanig"-numeral-bre "un"-numeral-fra
"unanig"-numeral-bre "un"-numeral-fra
"unanig"-numeral-bre "un"-numeral-fra
"daou"-numeral-bre "deux"-numeral-fra
"daou"-numeral-bre "deux"-numeral-fra
"daou"-numeral-bre "deux"-numeral-fra
"tri"-numeral-bre "trois"-numeral-fra
"tri"-numeral-bre "trois"-numeral-fra
"tri"-numeral-bre "trois"-numeral-fra
"pevar"-numeral-bre "quatre"-numeral-fra
"pevar"-numeral-bre "quatre"-numeral-fra
"pevar"-numeral-bre "quatre"-numeral-fra
"pemp"-numeral-bre "cinq"-numeral-fra
"c’hwec’h"-numeral-bre "six"-numeral-fra
"seizh"-numeral-bre "sept"-numeral-fra
"eizh"-numeral-bre "huit"-numeral-fra
"nav"-numeral-bre "neuf"-numeral-fra
"dek"-numeral-bre "dix"-numeral-fra
"unnek"-numeral-bre "onze"-numeral-fra
"daouzek"-numeral-bre "douze"-numeral-fra
"trizek"-numeral-bre "treize"-numeral-fra
"pevarzek"-numeral-bre "quatorze"-numeral-fra
"pemzek"-numeral-bre "quinze"-numeral-fra
"c’hwezek"-numeral-bre "seize"-numeral-fra
"seitek"-numeral-bre "dix-sept"-numeral-fra
"triwec’h"-numeral-bre "dix-huit"-numeral-fra
"naontek"-numeral-bre "dix-neuf"-numeral-fra
"ugent"-numeral-bre "vingt"-numeral-fra
"warn-ugent"-numeral-bre "vingt"-numeral-fra
"tregont"-numeral-bre "trente"-numeral-fra
"daou-ugent"-numeral-bre "quarante"-numeral-fra
"hanter-kant"-numeral-bre "cinquante"-numeral-fra
"tri-ugent"-numeral-bre "soixante"-numeral-fra
"dek ha tri-ugent"-numeral-bre "soixante-dix"-numeral-fra
"pevar-ugent"-numeral-bre "quatre-vingt"-numeral-fra
"dek ha pevar-ugent"-numeral-bre "quatre-vingt-dix"-numeral-fra
"kant"-numeral-bre "cent"-numeral-fra
"kant"-numeral-bre "cent"-numeral-fra
"kant"-numeral-bre "cent"-numeral-fra
"daou c’hant"-numeral-bre "deux cents"-numeral-fra
"tri c’hant"-numeral-bre "trois cents"-numeral-fra
"pevar c’hant"-numeral-bre "quatre cents"-numeral-fra
"pemp kant"-numeral-bre "cinq cents"-numeral-fra
"c’hwec’h kant"-numeral-bre "six cents"-numeral-fra
"seizh kant"-numeral-bre "sept cents"-numeral-fra
"eizh kant"-numeral-bre "huit cents"-numeral-fra
"nav c’hant"-numeral-bre "neuf cents"-numeral-fra
"kentañ"-numeral-bre "premier"-numeral-fra
"kentañ"-numeral-bre "premier"-numeral-fra
"kentañ"-numeral-bre "premier"-numeral-fra
"kentañ"-numeral-bre "premier"-numeral-fra
"kentañ"-numeral-bre "premier"-numeral-fra
"eil"-numeral-bre "deuxième"-numeral-fra
"eil"-numeral-bre "deuxième"-numeral-fra
"eil"-numeral-bre "deuxième"-numeral-fra
"trede"-numeral-bre "troisième"-numeral-fra
"trede"-numeral-bre "troisième"-numeral-fra
"trede"-numeral-bre "troisième"-numeral-fra
"kentañ"-adjective-bre "premier"-adjective-fra
"kentañ"-adjective-bre "premier"-adjective-fra
"kentañ"-adjective-bre "premier"-adjective-fra
"kentañ"-adjective-bre "premier"-adjective-fra
"kentañ"-adjective-bre "premier"-adjective-fra
"eilvet"-adjective-bre "deuxième"-adjective-fra
"eilvet"-adjective-bre "deuxième"-adjective-fra
"eilvet"-adjective-bre "deuxième"-adjective-fra
"trede"-adjective-bre "troisième"-adjective-fra
"trede"-adjective-bre "troisième"-adjective-fra
"trede"-adjective-bre "troisième"-adjective-fra
"pevare"-adjective-bre "quatrième"-adjective-fra
"pevare"-adjective-bre "quatrième"-adjective-fra
"pevare"-adjective-bre "quatrième"-adjective-fra
"pedervet"-adjective-bre "quatrième"-adjective-fra
"pedervet"-adjective-bre "quatrième"-adjective-fra
"pedervet"-adjective-bre "quatrième"-adjective-fra
"pevarvet"-adjective-bre "quatrième"-adjective-fra
"pevarvet"-adjective-bre "quatrième"-adjective-fra
"pevarvet"-adjective-bre "quatrième"-adjective-fra
"c’hwec’hvet"-adjective-bre "sixième"-adjective-fra
"c’hwec’hvet"-adjective-bre "sixième"-adjective-fra
"c’hwec’hvet"-adjective-bre "sixième"-adjective-fra
"seizhvet"-adjective-bre "septième"-adjective-fra
"seizhvet"-adjective-bre "septième"-adjective-fra
"seizhvet"-adjective-bre "septième"-adjective-fra
"dekvet"-adjective-bre "dixième"-adjective-fra
"dekvet"-adjective-bre "dixième"-adjective-fra
"dekvet"-adjective-bre "dixième"-adjective-fra
"unnekvet"-adjective-bre "onzième"-adjective-fra
"unnekvet"-adjective-bre "onzième"-adjective-fra
"unnekvet"-adjective-bre "onzième"-adjective-fra
"daouzekvet"-adjective-bre "douzième"-adjective-fra
"daouzekvet"-adjective-bre "douzième"-adjective-fra
"daouzekvet"-adjective-bre "douzième"-adjective-fra
"trizekvet"-adjective-bre "treizième"-adjective-fra
"trizekvet"-adjective-bre "treizième"-adjective-fra
"trizekvet"-adjective-bre "treizième"-adjective-fra
"pevarzekvet"-adjective-bre "quatorzième"-adjective-fra
"pevarzekvet"-adjective-bre "quatorzième"-adjective-fra
"pevarzekvet"-adjective-bre "quatorzième"-adjective-fra
"pempzekvet"-adjective-bre "quinzième"-adjective-fra
"pempzekvet"-adjective-bre "quinzième"-adjective-fra
"pempzekvet"-adjective-bre "quinzième"-adjective-fra
"c’hwezekvet"-adjective-bre "seizième"-adjective-fra
"c’hwezekvet"-adjective-bre "seizième"-adjective-fra
"c’hwezekvet"-adjective-bre "seizième"-adjective-fra
"seitekvet"-adjective-bre "dix-septième"-adjective-fra
"seitekvet"-adjective-bre "dix-septième"-adjective-fra
"seitekvet"-adjective-bre "dix-septième"-adjective-fra
"triwec’hvet"-adjective-bre "dix-huitième"-adjective-fra
"triwec’hvet"-adjective-bre "dix-huitième"-adjective-fra
"triwec’hvet"-adjective-bre "dix-huitième"-adjective-fra
"naontekvet"-adjective-bre "dix-neuvième"-adjective-fra
"naontekvet"-adjective-bre "dix-neuvième"-adjective-fra
"naontekvet"-adjective-bre "dix-neuvième"-adjective-fra
"ugentvet"-adjective-bre "vingtième"-adjective-fra
"ugentvet"-adjective-bre "vingtième"-adjective-fra
"ugentvet"-adjective-bre "vingtième"-adjective-fra
"milvet"-adjective-bre "millième"-adjective-fra
"milvet"-adjective-bre "millième"-adjective-fra
"milvet"-adjective-bre "millième"-adjective-fra
"mil"-numeral-bre "mille"-numeral-fra
"adkrog"-adjective-bre "reprise"-adjective-fra
"adkrog"-adjective-bre "reprise"-adjective-fra
