"2-3-5 system"-noun-eng "sistema 2-3-5"-noun-cat
"altocumulus"-noun-eng "altocúmulus"-noun-cat
"altostratus"-noun-eng "altoestratus"-noun-cat
"altruism"-noun-eng "altruisme"-noun-cat
"altruist"-noun-eng "altruista"-noun-cat
"alumina"-noun-eng "alúmina"-noun-cat
"aluminium"-noun-eng "alumini"-noun-cat
"aluminothermy"-noun-eng "aluminotèrmia"-noun-cat
"aluminum"-noun-eng "alumini"-noun-cat
"alum"-noun-eng "alum"-noun-cat
"alveolectomy"-noun-eng "alveolectomia"-noun-cat
"Alzheimer's disease"-noun-eng "alzheimer"-noun-cat
"amalgamation"-noun-eng "amalgamació"-noun-cat
"amalgamator"-noun-eng "amalgamador"-noun-cat
"amalgam"-noun-eng "amalgama"-noun-cat
"amateurism"-noun-eng "amateurisme"-noun-cat
"amateur"-noun-eng "afeccionat"-noun-cat
"amateur"-noun-eng "aficionat"-noun-cat
"amaurosis"-noun-eng "amaurosi"-noun-cat
"amazement"-noun-eng "sorpresa"-noun-cat
"amazonite"-noun-eng "amazonita"-noun-cat
"amazon"-noun-eng "amazona"-noun-cat
"ambassador"-noun-eng "ambaixador"-noun-cat
"amber"-noun-eng "ambre"-noun-cat
"ambient"-noun-eng "ambient"-noun-cat
"ambiguity"-noun-eng "ambigüitat"-noun-cat
"ambition"-noun-eng "ambició"-noun-cat
"ambivalence"-noun-eng "ambivalència"-noun-cat
"amblygonite"-noun-eng "ambligonita"-noun-cat
"amblyopia"-noun-eng "ambliopia"-noun-cat
"ambroid"-noun-eng "ambroide"-noun-cat
"ambrosia"-noun-eng "ambrosia"-noun-cat
"ambulance"-noun-eng "ambulància"-noun-cat
"ambush"-noun-eng "emboscada"-noun-cat
"ameloblast"-noun-eng "ameloblast"-noun-cat
"amendment"-noun-eng "esmena"-noun-cat
"amendment"-noun-eng "subsanació"-noun-cat
"amenity"-noun-eng "servei"-noun-cat
"amenorrhoea"-noun-eng "amenorrea"-noun-cat
"amen"-noun-eng "amén"-noun-cat
"americanism"-noun-eng "americanisme"-noun-cat
"American"-noun-eng "americà"-noun-cat
"americium"-noun-eng "americi"-noun-cat
"amethyst"-noun-eng "ametista"-noun-cat
"ametropia"-noun-eng "ametropia"-noun-cat
"amfetamine"-noun-eng "amfetamina"-noun-cat
"amide"-noun-eng "amida"-noun-cat
"amine"-noun-eng "amina"-noun-cat
"amino acid"-noun-eng "aminoàcid"-noun-cat
"aminophenazone"-noun-eng "aminofenazona"-noun-cat
"aminoplastic"-noun-eng "aminoplast"-noun-cat
"amitosis"-noun-eng "amitosi"-noun-cat
"ammeter"-noun-eng "amperímetre"-noun-cat
"ammine"-noun-eng "ammina"-noun-cat
"ammonal"-noun-eng "amonal"-noun-cat
"ammonia"-noun-eng "amoníac"-noun-cat
"ammonia"-noun-eng "amoníac"-noun-cat
"ammonification"-noun-eng "amonificació"-noun-cat
"ammonium"-noun-eng "amoni"-noun-cat
"ammonolysis"-noun-eng "amonòlisi"-noun-cat
"ammunition"-noun-eng "munició"-noun-cat
"amnesia"-noun-eng "amnèsia"-noun-cat
"amnesia"-noun-eng "amnèsia"-noun-cat
"amnesty"-noun-eng "amnistia"-noun-cat
"amniocentesis"-noun-eng "amniocentesi"-noun-cat
"amnion"-noun-eng "amni"-noun-cat
"amoeba"-noun-eng "ameba"-noun-cat
"amount"-noun-eng "import"-noun-cat
"amount"-noun-eng "quantitat"-noun-cat
"amour"-noun-eng "amor"-noun-cat
"ampelography"-noun-eng "ampelografia"-noun-cat
"amperage"-noun-eng "amperatge"-noun-cat
"ampere-hour"-noun-eng "ampere hora"-noun-cat
"ampere"-noun-eng "ampere"-noun-cat
"ampere"-noun-eng "amper"-noun-cat
"amperometry"-noun-eng "amperometria"-noun-cat
"amphetamine"-noun-eng "amfetamina"-noun-cat
"amphibian"-noun-eng "amfibi"-noun-cat
"amphibology"-noun-eng "amfibologia"-noun-cat
"amphitheatre"-noun-eng "amfiteatre"-noun-cat
"ampholyte"-noun-eng "amfòlit"-noun-cat
"amphora"-noun-eng "àmfora"-noun-cat
"ampicillin"-noun-eng "ampicil·lina"-noun-cat
"amplification"-noun-eng "amplificació"-noun-cat
"amplifier"-noun-eng "amplificador"-noun-cat
"amplitude"-noun-eng "amplitud"-noun-cat
"ampul"-noun-eng "ampolleta"-noun-cat
"amputation"-noun-eng "amputació"-noun-cat
"amulet"-noun-eng "amulet"-noun-cat
"amusement"-noun-eng "distracció"-noun-cat
"amygdala"-noun-eng "amígdala"-noun-cat
"amygdalectomy"-noun-eng "amigdalectomia"-noun-cat
"amygdalotomy"-noun-eng "amigdalotomia"-noun-cat
"amylase"-noun-eng "amilasa"-noun-cat
"amyloidosis"-noun-eng "amiloïdosi"-noun-cat
"amyloid"-noun-eng "amiloide"-noun-cat
"amyloplast"-noun-eng "amiloplast"-noun-cat
"amyl"-noun-eng "amil"-noun-cat
"amyotrophy"-noun-eng "amiotròfia"-noun-cat
"anabolism"-noun-eng "anabolisme"-noun-cat
"anachronism"-noun-eng "anacronisme"-noun-cat
"anacoluthon"-noun-eng "anacolut"-noun-cat
"anaemia"-noun-eng "anèmia"-noun-cat
"anaemic"-noun-eng "anèmic"-noun-cat
"anaerobiosis"-noun-eng "anaerobiosi"-noun-cat
"anaerobium"-noun-eng "anaerobi"-noun-cat
"anaesthesia"-noun-eng "anestèsia"-noun-cat
"anaesthesiology"-noun-eng "anestesiologia"-noun-cat
"anaesthetic"-noun-eng "anestèsic"-noun-cat
"anaesthetist"-noun-eng "anestesista"-noun-cat
"anagram"-noun-eng "anagrama"-noun-cat
"analgesia"-noun-eng "analgèsia"-noun-cat
"analgesic"-noun-eng "analgèsic"-noun-cat
"analogue"-noun-eng "equivalent"-noun-cat
"analogy"-noun-eng "analogia"-noun-cat
"analyser"-noun-eng "analitzador"-noun-cat
"analysis"-noun-eng "anàlisi"-noun-cat
"analysis"-noun-eng "anàlisi"-noun-cat
"analyst"-noun-eng "analista"-noun-cat
"analytics"-noun-eng "analítica"-noun-cat
"analyzer"-noun-eng "analitzador"-noun-cat
"anamnesis"-noun-eng "anamnesi"-noun-cat
"anaphase"-noun-eng "anafase"-noun-cat
"anaphora"-noun-eng "anàfora"-noun-cat
"anaphoresis"-noun-eng "anaforesi"-noun-cat
"anaphylaxis"-noun-eng "anafilaxi"-noun-cat
"anaphylaxis"-noun-eng "anafilaxi"-noun-cat
"anarchism"-noun-eng "anarquisme"-noun-cat
"anarchist"-noun-eng "anarquista"-noun-cat
"anarchy"-noun-eng "anarquia"-noun-cat
"anastomosis"-noun-eng "anastomosi"-noun-cat
"anathema"-noun-eng "anatema"-noun-cat
"anatomist"-noun-eng "anatomista"-noun-cat
"anatomy"-noun-eng "anatomia"-noun-cat
"anatoxin"-noun-eng "anatoxina"-noun-cat
"ancestor"-noun-eng "ancestre"-noun-cat
"ancestor"-noun-eng "antecessor"-noun-cat
"ancestor"-noun-eng "ascendent"-noun-cat
"ancestor"-noun-eng "avantpassat"-noun-cat
"ancestry"-noun-eng "ascendència"-noun-cat
"ancestry"-noun-eng "llinatge"-noun-cat
"anchorage"-noun-eng "ancoratge"-noun-cat
"anchor currency"-noun-eng "moneda de reserva"-noun-cat
"anchor"-noun-eng "àncora"-noun-cat
"anchovy"-noun-eng "aladroc"-noun-cat
"anchovy"-noun-eng "anxova"-noun-cat
"Andalusian"-noun-eng "andalús"-noun-cat
"andalusite"-noun-eng "andalusita"-noun-cat
"andesine"-noun-eng "andesina"-noun-cat
"andesite"-noun-eng "andesita"-noun-cat
"Andorran"-noun-eng "andorrà"-noun-cat
"andradite"-noun-eng "andradita"-noun-cat
"android"-noun-eng "androide"-noun-cat
"andrology"-noun-eng "andrologia"-noun-cat
"anecdote"-noun-eng "anècdota"-noun-cat
"anemia"-noun-eng "anèmia"-noun-cat
"anemogram"-noun-eng "anemograma"-noun-cat
"anemograph"-noun-eng "anemògraf"-noun-cat
"anemometer"-noun-eng "anemòmetre"-noun-cat
"anemometry"-noun-eng "anemometria"-noun-cat
"anemone"-noun-eng "anemone"-noun-cat
"anemoscope"-noun-eng "anemoscopi"-noun-cat
"anergy"-noun-eng "anèrgia"-noun-cat
"anesthesia"-noun-eng "anestèsia"-noun-cat
"anethole"-noun-eng "anetole"-noun-cat
"aneurism"-noun-eng "aneurisma"-noun-cat
"angel"-noun-eng "àngel"-noun-cat
"anger"-noun-eng "ràbia"-noun-cat
"angina"-noun-eng "angina"-noun-cat
"angiokeratoma"-noun-eng "angioqueratoma"-noun-cat
"angiologist"-noun-eng "angiòleg"-noun-cat
"angiology"-noun-eng "angiologia"-noun-cat
"angioma"-noun-eng "angioma"-noun-cat
"angiomatosis"-noun-eng "angiomatosi"-noun-cat
"angiospasm"-noun-eng "angioespasme"-noun-cat
"angiosperm"-noun-eng "angiosperma"-noun-cat
"angiotripsy"-noun-eng "angiotrípsia"-noun-cat
"angler"-noun-eng "rap"-noun-cat
"anglesite"-noun-eng "anglesita"-noun-cat
"angle"-noun-eng "angle"-noun-cat
"anglicism"-noun-eng "anglicisme"-noun-cat
"Anglo-Saxon"-noun-eng "anglosaxó"-noun-cat
"angora"-noun-eng "angora"-noun-cat
"angström"-noun-eng "àngstrom"-noun-cat
"angst"-noun-eng "angoixa"-noun-cat
"anguish"-noun-eng "angoixa"-noun-cat
"anhydride"-noun-eng "anhídrid"-noun-cat
"anhydrite"-noun-eng "anhidrita"-noun-cat
"animal"-noun-eng "animal"-noun-cat
"animal"-noun-eng "cap de bestiar"-noun-cat
"animation"-noun-eng "animació"-noun-cat
"animatism"-noun-eng "animatisme"-noun-cat
"animator"-noun-eng "animador"-noun-cat
"anime"-noun-eng "anime"-noun-cat
"animism"-noun-eng "animisme"-noun-cat
"animosity"-noun-eng "animositat"-noun-cat
"anion"-noun-eng "anió"-noun-cat
"aniseikonia"-noun-eng "anisoiconia"-noun-cat
"anise"-noun-eng "anís"-noun-cat
"anisometropia"-noun-eng "anisometropia"-noun-cat
"anisotropy"-noun-eng "anisotropia"-noun-cat
"ankle"-noun-eng "turmell"-noun-cat
"ankylosis"-noun-eng "anquilosi"-noun-cat
"annealing"-noun-eng "reveniment"-noun-cat
"annelid"-noun-eng "anèl·lid"-noun-cat
"annexationist"-noun-eng "annexionista"-noun-cat
"annexation"-noun-eng "annexió"-noun-cat
"annexe"-noun-eng "annex"-noun-cat
"annex"-noun-eng "annex"-noun-cat
"annihilation"-noun-eng "anihilació"-noun-cat
"annihilation"-noun-eng "aniquilació"-noun-cat
"anniversary"-noun-eng "aniversari"-noun-cat
"annotation"-noun-eng "anotació"-noun-cat
"announcement"-noun-eng "anunci"-noun-cat
"announcement"-noun-eng "convocatòria"-noun-cat
"announcer"-noun-eng "presentador"-noun-cat
"annoyance"-noun-eng "molèstia"-noun-cat
"annual"-noun-eng "anuari"-noun-cat
"annuity"-noun-eng "anualitat"-noun-cat
"annulment"-noun-eng "anul·lació"-noun-cat
"annunciation"-noun-eng "anunciació"-noun-cat
"anode"-noun-eng "ànode"-noun-cat
"anointing"-noun-eng "unció"-noun-cat
"anomaly"-noun-eng "anomalia"-noun-cat
"anomie"-noun-eng "anomia"-noun-cat
"anonymity"-noun-eng "anonimat"-noun-cat
"anorak"-noun-eng "anorac"-noun-cat
"anorexia"-noun-eng "anorèxia"-noun-cat
"anorthite"-noun-eng "anortita"-noun-cat
"anosmia"-noun-eng "anòsmia"-noun-cat
"anoxemia"-noun-eng "anoxèmia"-noun-cat
"anoxia"-noun-eng "anòxia"-noun-cat
"ANSI"-noun-eng "ANSI"-noun-cat
"answering machine"-noun-eng "contestador automàtic"-noun-cat
"answer"-noun-eng "resposta"-noun-cat
"antagonism"-noun-eng "antagonisme"-noun-cat
"antagonist"-noun-eng "antagonista"-noun-cat
"anteater"-noun-eng "formiguer"-noun-cat
"antecedence"-noun-eng "antecedència"-noun-cat
"antecedent"-noun-eng "antecedent"-noun-cat
"antechamber"-noun-eng "avantcambra"-noun-cat
"antelope"-noun-eng "antílop"-noun-cat
"antenna"-noun-eng "antena"-noun-cat
"anteriority"-noun-eng "anterioritat"-noun-cat
"anteroom"-noun-eng "avantsala"-noun-cat
"anthelion"-noun-eng "antiheli"-noun-cat
"anthelix"-noun-eng "antehèlix"-noun-cat
"anthem"-noun-eng "himne"-noun-cat
"antheridium"-noun-eng "anteridi"-noun-cat
"antherozoid"-noun-eng "anterozoide"-noun-cat
"anther"-noun-eng "antera"-noun-cat
"anthology"-noun-eng "antologia"-noun-cat
"anthracite"-noun-eng "antracita"-noun-cat
"anthrax"-noun-eng "àntrax"-noun-cat
"anthrax"-noun-eng "àntrax"-noun-cat
"anthropocentrism"-noun-eng "antropocentrisme"-noun-cat
"anthropologist"-noun-eng "antropòleg"-noun-cat
"anthropology"-noun-eng "antropologia"-noun-cat
"anthropology"-noun-eng "antropologia"-noun-cat
"anthropometry"-noun-eng "antropometria"-noun-cat
"anthropomorphism"-noun-eng "antropomorfisme"-noun-cat
"anthropophagy"-noun-eng "antropofàgia"-noun-cat
"antibiosis"-noun-eng "antibiosi"-noun-cat
"antibiotic"-noun-eng "antibiòtic"-noun-cat
"antibody"-noun-eng "anticòs"-noun-cat
"anticadence"-noun-eng "anticadència"-noun-cat
"anticathode"-noun-eng "anticàtode"-noun-cat
"Antichrist"-noun-eng "anticrist"-noun-cat
"anticipation"-noun-eng "anticipació"-noun-cat
"anticoagulant"-noun-eng "anticoagulant"-noun-cat
"anticodon"-noun-eng "anticodó"-noun-cat
"anticyclone"-noun-eng "anticicló"-noun-cat
"antidepressant"-noun-eng "antidepressiu"-noun-cat
"antidepressive"-noun-eng "antidepressiu"-noun-cat
"antiderivative"-noun-eng "antiderivada"-noun-cat
"antidote"-noun-eng "antídot"-noun-cat
"antiferreolectricity"-noun-eng "antiferreoelectricitat"-noun-cat
"antiferromagnetism"-noun-eng "antiferromagnetisme"-noun-cat
"antifreeze"-noun-eng "anticongelant"-noun-cat
"antigen"-noun-eng "antigen"-noun-cat
"anti-globalisation"-noun-eng "antiglobalització"-noun-cat
"anti-globalisation"-noun-eng "antiglobalització"-noun-cat
"antigorite"-noun-eng "antigorita"-noun-cat
"antihistamine"-noun-eng "antihistamínic"-noun-cat
"anti-inflammatory"-noun-eng "antiinflamatori"-noun-cat
"antimatter"-noun-eng "antimatèria"-noun-cat
"antimonide"-noun-eng "antimoniur"-noun-cat
"antimony"-noun-eng "antimoni"-noun-cat
"antinode"-noun-eng "antinode"-noun-cat
"antioxidant"-noun-eng "antioxidant"-noun-cat
"antiparticle"-noun-eng "antipartícula"-noun-cat
"antipathy"-noun-eng "antipatia"-noun-cat
"antiphlogistic"-noun-eng "antiinflamatori"-noun-cat
"antiphony"-noun-eng "antífona"-noun-cat
"antipope"-noun-eng "antipapa"-noun-cat
"antiquarian"-noun-eng "antiquari"-noun-cat
"antiquity"-noun-eng "antiguitat"-noun-cat
"antiracialism"-noun-eng "antiracista"-noun-cat
"antiracist"-noun-eng "antiracista"-noun-cat
"antiscale"-noun-eng "antiincrustant"-noun-cat
"antisemitism"-noun-eng "antisemitisme"-noun-cat
"antisepsis"-noun-eng "antisèpsia"-noun-cat
"antistrophe"-noun-eng "antístrofa"-noun-cat
"antithesis"-noun-eng "antítesi"-noun-cat
"antithesis"-noun-eng "antítesi"-noun-cat
"antitragus"-noun-eng "antitrague"-noun-cat
"antitrust"-noun-eng "antimonopoli"-noun-cat
"antitussive"-noun-eng "antitussigen"-noun-cat
"antivirus"-noun-eng "antivirus"-noun-cat
"antler"-noun-eng "banya"-noun-cat
"antonomasia"-noun-eng "antonomàsia"-noun-cat
"antonym"-noun-eng "antònim"-noun-cat
"antonymy"-noun-eng "antonímia"-noun-cat
"antrum"-noun-eng "antre"-noun-cat
"ant"-noun-eng "formiga"-noun-cat
"anuran"-noun-eng "anur"-noun-cat
"anuria"-noun-eng "anúria"-noun-cat
"anus"-noun-eng "anus"-noun-cat
"anxiety"-noun-eng "angoixa"-noun-cat
"anxiety"-noun-eng "ànsia"-noun-cat
"anxiety"-noun-eng "ansietat"-noun-cat
"aorist"-noun-eng "aorist"-noun-cat
"aorta"-noun-eng "aorta"-noun-cat
"Apache"-noun-eng "apatxe"-noun-cat
"apartheid"-noun-eng "apartheid"-noun-cat
"apartment"-noun-eng "apartament"-noun-cat
"apathy"-noun-eng "apatia"-noun-cat
"apatite"-noun-eng "apatita"-noun-cat
"aperitif"-noun-eng "aperitiu"-noun-cat
"aperture"-noun-eng "obertura"-noun-cat
"ape"-noun-eng "simi"-noun-cat
"apex"-noun-eng "àpex"-noun-cat
"aphaeresis"-noun-eng "afèresi"-noun-cat
"aphasia"-noun-eng "afàsia"-noun-cat
"aphonia"-noun-eng "afonia"-noun-cat
"aphorism"-noun-eng "aforisme"-noun-cat
"aphthosis"-noun-eng "aftosi"-noun-cat
"apiarist"-noun-eng "apicultor"-noun-cat
"apiculture"-noun-eng "apicultura"-noun-cat
"API"-noun-eng "API"-noun-cat
"aplasia"-noun-eng "aplàsia"-noun-cat
"apnea"-noun-eng "apnea"-noun-cat
"apnoea"-noun-eng "apnea"-noun-cat
"apocalypse"-noun-eng "apocalipsi"-noun-cat
"apocope"-noun-eng "apòcope"-noun-cat
"apodisation"-noun-eng "apodització"-noun-cat
"apodosis"-noun-eng "apòdosi"-noun-cat
"apogee"-noun-eng "apogeu"-noun-cat
"apologia"-noun-eng "apologia"-noun-cat
"apology"-noun-eng "disculpa"-noun-cat
"aponeurosis"-noun-eng "aponeurosi"-noun-cat
"apophyllite"-noun-eng "apofil·lita"-noun-cat
"apophysis"-noun-eng "apòfisi"-noun-cat
"apoplast"-noun-eng "apoplast"-noun-cat
"apoptosis"-noun-eng "apoptosi"-noun-cat
"apostasy"-noun-eng "apostasia"-noun-cat
"apostilb"-noun-eng "apostilb"-noun-cat
"apostle"-noun-eng "apòstol"-noun-cat
"apostrophe"-noun-eng "apòstrof"-noun-cat
"apothem"-noun-eng "apotema"-noun-cat
"apotheosis"-noun-eng "apoteosi"-noun-cat
"apotheosis"-noun-eng "apoteosi"-noun-cat
"apparatus"-noun-eng "aparell"-noun-cat
"apparel"-noun-eng "vestimenta"-noun-cat
"apparition"-noun-eng "aparició"-noun-cat
"appeal"-noun-eng "apel·lació"-noun-cat
"appeal"-noun-eng "atractiu"-noun-cat
"appeal"-noun-eng "sol·licitud"-noun-cat
"appearance"-noun-eng "aparença"-noun-cat
"appearance"-noun-eng "aspecte"-noun-cat
"appearance"-noun-eng "compareixença"-noun-cat
"appeasement"-noun-eng "apaivagament"-noun-cat
"appellant"-noun-eng "apel·lant"-noun-cat
"appellation"-noun-eng "apel·latiu"-noun-cat
"appellative"-noun-eng "apel·latiu"-noun-cat
"appendix"-noun-eng "apèndix"-noun-cat
"apperception"-noun-eng "apercepció"-noun-cat
"appetite"-noun-eng "apetit"-noun-cat
"appetizer"-noun-eng "aperitiu"-noun-cat
"applause"-noun-eng "aplaudiment"-noun-cat
"apple"-noun-eng "poma"-noun-cat
"applet"-noun-eng "miniaplicació"-noun-cat
"appliance"-noun-eng "electrodomèstic"-noun-cat
"applicability"-noun-eng "aplicabilitat"-noun-cat
"applicant"-noun-eng "aspirant"-noun-cat
"applicant"-noun-eng "sol·licitant"-noun-cat
"application"-noun-eng "aplicació"-noun-cat
"application"-noun-eng "sol·licitud"-noun-cat
"applicator"-noun-eng "aplicador"-noun-cat
"appointment"-noun-eng "cita"-noun-cat
"apposition"-noun-eng "aposició"-noun-cat
"appraisal"-noun-eng "avaluació"-noun-cat
"appraisal"-noun-eng "valoració"-noun-cat
"appreciation"-noun-eng "agraïment"-noun-cat
"apprehension"-noun-eng "aprehensió"-noun-cat
"apprenticeship"-noun-eng "aprenentatge"-noun-cat
"apprenticeship"-noun-eng "formació"-noun-cat
"apprentice"-noun-eng "aprenent"-noun-cat
"approach"-noun-eng "acostament"-noun-cat
"approach"-noun-eng "apropament"-noun-cat
"approach"-noun-eng "aproximació"-noun-cat
"approach"-noun-eng "enfocament"-noun-cat
"approach"-noun-eng "plantejament"-noun-cat
"appropriation"-noun-eng "apropiació"-noun-cat
"approval"-noun-eng "aprovació"-noun-cat
"approximation"-noun-eng "aproximació"-noun-cat
"app"-noun-eng "aplicació"-noun-cat
"app"-noun-eng "app"-noun-cat
"apraxia"-noun-eng "apràxia"-noun-cat
"apricot"-noun-eng "albercoc"-noun-cat
"April"-noun-eng "abril"-noun-cat
"apriority"-noun-eng "apriorisme"-noun-cat
"apron"-noun-eng "davantal"-noun-cat
"Apr."-noun-eng "abr."-noun-cat
"apse"-noun-eng "absis"-noun-cat
"aptitude"-noun-eng "aptitud"-noun-cat
"aquaculture"-noun-eng "aqüicultura"-noun-cat
"aquamarine"-noun-eng "aiguamarina"-noun-cat
"aquaplaning"-noun-eng "hidroplanatge"-noun-cat
"aquaplaning"-noun-eng "hidroplanatge"-noun-cat
"aquarium"-noun-eng "aquari"-noun-cat
"aquarium"-noun-eng "aquàrium"-noun-cat
"aqueduct"-noun-eng "aqüeducte"-noun-cat
"aquifer"-noun-eng "aqüífer"-noun-cat
"Arabic"-noun-eng "àrab"-noun-cat
"arabism"-noun-eng "arabisme"-noun-cat
"Arab"-noun-eng "àrab"-noun-cat
"arachnid"-noun-eng "aràcnid"-noun-cat
"arachnoid"-noun-eng "aracnoide"-noun-cat
"Aragonese"-noun-eng "aragonès"-noun-cat
"aragonesism"-noun-eng "aragonesisme"-noun-cat
"aragonite"-noun-eng "aragonita"-noun-cat
"Aramaic"-noun-eng "arameu"-noun-cat
"arbiter"-noun-eng "àrbitre"-noun-cat
"arbitrage"-noun-eng "arbitratge"-noun-cat
"arbitrariness"-noun-eng "arbitrarietat"-noun-cat
"arbitration"-noun-eng "arbitratge"-noun-cat
"arbitrator"-noun-eng "àrbitre"-noun-cat
"arboriculture"-noun-eng "arboricultura"-noun-cat
"arboriculturist"-noun-eng "arboricultor"-noun-cat
"arbour"-noun-eng "pèrgola"-noun-cat
"arcade"-noun-eng "arcada"-noun-cat
"archaeologist"-noun-eng "arqueòleg"-noun-cat
"archaeology"-noun-eng "arqueologia"-noun-cat
"archaeology"-noun-eng "arqueologia"-noun-cat
"archaism"-noun-eng "arcaisme"-noun-cat
"archangel"-noun-eng "arcàngel"-noun-cat
"archbishop"-noun-eng "arquebisbe"-noun-cat
"archdiocese"-noun-eng "arxidiòcesi"-noun-cat
"archduchess"-noun-eng "arxiduc"-noun-cat
"archduke"-noun-eng "arxiduc"-noun-cat
"archer"-noun-eng "arquer"-noun-cat
"archery"-noun-eng "tir amb arc"-noun-cat
"archery"-noun-eng "arquer"-noun-cat
"archetype"-noun-eng "arquetip"-noun-cat
"archimedianity"-noun-eng "arquimedianitat"-noun-cat
"archipelago"-noun-eng "arxipèlag"-noun-cat
"archipelago"-noun-eng "arxipèleg"-noun-cat
"archiphoneme"-noun-eng "arxifonema"-noun-cat
"architect"-noun-eng "arquitecte"-noun-cat
"architecture"-noun-eng "arquitectura"-noun-cat
"architrave"-noun-eng "arquitrau"-noun-cat
"archive"-noun-eng "arxiu"-noun-cat
"archive"-noun-eng "hemeroteca"-noun-cat
"archivist"-noun-eng "arxiver"-noun-cat
"archivolt"-noun-eng "arquivolta"-noun-cat
"archon"-noun-eng "arcont"-noun-cat
"archpriest"-noun-eng "arxipreste"-noun-cat
"arch"-noun-eng "arc"-noun-cat
"arcsecond"-noun-eng "segon d'arc"-noun-cat
"arc"-noun-eng "arc"-noun-cat
"ardour"-noun-eng "ardor"-noun-cat
"ardour"-noun-eng "cremor"-noun-cat
"ardour"-noun-eng "fervor"-noun-cat
"area"-noun-eng "àrea"-noun-cat
"area"-noun-eng "camp"-noun-cat
"area"-noun-eng "espai"-noun-cat
"areflexia"-noun-eng "areflèxia"-noun-cat
"arena"-noun-eng "camp"-noun-cat
"arena"-noun-eng "escenari"-noun-cat
"arena"-noun-eng "estadi"-noun-cat
"areola"-noun-eng "arèola"-noun-cat
"Argentinian"-noun-eng "argentí"-noun-cat
"arginine"-noun-eng "arginina"-noun-cat
"argon"-noun-eng "argó"-noun-cat
"argumentation"-noun-eng "argumentació"-noun-cat
"argument"-noun-eng "argument"-noun-cat
"argument"-noun-eng "discussió"-noun-cat
"argument"-noun-eng "renyina"-noun-cat
"arheism"-noun-eng "arreisme"-noun-cat
"arheism"-noun-eng "arreisme"-noun-cat
"aria"-noun-eng "ària"-noun-cat
"arietta"-noun-eng "arieta"-noun-cat
"aristocracy"-noun-eng "aristocràcia"-noun-cat
"aristocrat"-noun-eng "aristòcrata"-noun-cat
"arithmetician"-noun-eng "aritmètic"-noun-cat
"arithmetic"-noun-eng "aritmètica"-noun-cat
"ark"-noun-eng "arca"-noun-cat
"armament"-noun-eng "armament"-noun-cat
"armchair"-noun-eng "butaca"-noun-cat
"armchair"-noun-eng "cadira de braços"-noun-cat
"armed forces"-noun-eng "forces armades"-noun-cat
"Armenian"-noun-eng "armeni"-noun-cat
"armguard"-noun-eng "bracerola"-noun-cat
"armillary sphere"-noun-eng "esfera armil·lar"-noun-cat
"armistice"-noun-eng "armistici"-noun-cat
"armory"-noun-eng "blasó"-noun-cat
